scenario,variant,recorded_n,expected_n,valid_n,complete_n,gaps_n,aborted_n,missing_n,rmse__mean,rmse__min,rmse__max,rmse__n,absolute_mean_bias__mean,absolute_mean_bias__min,absolute_mean_bias__max,absolute_mean_bias__n,peak_absolute_error__mean,peak_absolute_error__min,peak_absolute_error__max,peak_absolute_error__n,bad_path_m__mean,bad_path_m__min,bad_path_m__max,bad_path_m__n,valid_coverage_rate_m_s__mean,valid_coverage_rate_m_s__min,valid_coverage_rate_m_s__max,valid_coverage_rate_m_s__n,valid_coverage_fraction__mean,valid_coverage_fraction__min,valid_coverage_fraction__max,valid_coverage_fraction__n,registered_image_coverage_m__mean,registered_image_coverage_m__min,registered_image_coverage_m__max,registered_image_coverage_m__n,acoustic_coverage_fraction__mean,acoustic_coverage_fraction__min,acoustic_coverage_fraction__max,acoustic_coverage_fraction__n,angular_travel_rad__mean,angular_travel_rad__min,angular_travel_rad__max,angular_travel_rad__n,measured_forward_m__mean,measured_forward_m__min,measured_forward_m__max,measured_forward_m__n,elapsed_s__mean,elapsed_s__min,elapsed_s__max,elapsed_s__n,force_active_fraction__mean,force_active_fraction__min,force_active_fraction__max,force_active_fraction__n,aperture_active_fraction__mean,aperture_active_fraction__min,aperture_active_fraction__max,aperture_active_fraction__n,omega_width_mechanical_mean__mean,omega_width_mechanical_mean__min,omega_width_mechanical_mean__max,omega_width_mechanical_mean__n,omega_width_force_mean__mean,omega_width_force_mean__min,omega_width_force_mean__max,omega_width_force_mean__n,omega_width_complete_mean__mean,omega_width_complete_mean__min,omega_width_complete_mean__max,omega_width_complete_mean__n,controller_p50_ms__mean,controller_p50_ms__min,controller_p50_ms__max,controller_p50_ms__n,controller_p99_ms__mean,controller_p99_ms__min,controller_p99_ms__max,controller_p99_ms__n,controller_max_ms__mean,controller_max_ms__min,controller_max_ms__max,controller_max_ms__n,simulated_deadline_overruns__mean,simulated_deadline_overruns__min,simulated_deadline_overruns__max,simulated_deadline_overruns__n,measured_positive_travel_m__mean,measured_positive_travel_m__min,measured_positive_travel_m__max,measured_positive_travel_m__n,measured_reverse_travel_m__mean,measured_reverse_travel_m__min,measured_reverse_travel_m__max,measured_reverse_travel_m__n,scan_angular_travel_rad__mean,scan_angular_travel_rad__min,scan_angular_travel_rad__max,scan_angular_travel_rad__n,scan_aperture_active_fraction__mean,scan_aperture_active_fraction__min,scan_aperture_active_fraction__max,scan_aperture_active_fraction__n,scan_center_acoustic_bad_fraction__mean,scan_center_acoustic_bad_fraction__min,scan_center_acoustic_bad_fraction__max,scan_center_acoustic_bad_fraction__n,scan_controller_p95_ms__mean,scan_controller_p95_ms__min,scan_controller_p95_ms__max,scan_controller_p95_ms__n,scan_end_s__mean,scan_end_s__min,scan_end_s__max,scan_end_s__n,scan_force_active_fraction__mean,scan_force_active_fraction__min,scan_force_active_fraction__max,scan_force_active_fraction__n,scan_max_abs_angle_rad__mean,scan_max_abs_angle_rad__min,scan_max_abs_angle_rad__max,scan_max_abs_angle_rad__n,scan_omega_width_complete_mean__mean,scan_omega_width_complete_mean__min,scan_omega_width_complete_mean__max,scan_omega_width_complete_mean__n,scan_omega_width_complete_samples__mean,scan_omega_width_complete_samples__min,scan_omega_width_complete_samples__max,scan_omega_width_complete_samples__n,scan_omega_width_force_mean__mean,scan_omega_width_force_mean__min,scan_omega_width_force_mean__max,scan_omega_width_force_mean__n,scan_omega_width_force_samples__mean,scan_omega_width_force_samples__min,scan_omega_width_force_samples__max,scan_omega_width_force_samples__n,scan_omega_width_mechanical_mean__mean,scan_omega_width_mechanical_mean__min,scan_omega_width_mechanical_mean__max,scan_omega_width_mechanical_mean__n,scan_omega_width_mechanical_samples__mean,scan_omega_width_mechanical_samples__min,scan_omega_width_mechanical_samples__max,scan_omega_width_mechanical_samples__n,scan_required_acoustic_bad_fraction__mean,scan_required_acoustic_bad_fraction__min,scan_required_acoustic_bad_fraction__max,scan_required_acoustic_bad_fraction__n,scan_samples__mean,scan_samples__min,scan_samples__max,scan_samples__n,recovery_events,recovery_confirmed,recovery_unconfirmed,recovery_no_deficit_runs,recovery_median_s
left_gap,full,10,10,10,0,10,0,0,0.20454039857183764,0.20128938324951787,0.20699335258661059,10,0.0011907118527602323,6.555529847310442e-05,0.0018913755719935598,10,0.3201827740442428,0.3153459882589287,0.3225747335990694,10,0.002771046430932916,0.0,0.004560311851192739,10,0.0173101106889717,0.016598709026589,0.0182648401826484,10,0.9538158928177847,0.923994802480121,1.0,10,0.05648205391466281,0.054538672940610655,0.059798290278446325,10,0.9538158928177847,0.923994802480121,1.0,10,0.016551433923819563,0.010636015916323816,0.024296321597115745,10,0.06000000000000001,0.06,0.06,10,3.3064999999999998,3.2800000000000002,3.34,10,0.7154677868338913,0.6681681681681682,0.760670731707317,10,0.0,0.0,0.0,10,0.02999999999999999,0.02999999999999999,0.03,10,0.02999999999999999,0.02999999999999999,0.03,10,0.029914827214524632,0.02988103478303576,0.029942735877966697,10,1.7371990950778127,1.6636690124869347,1.8543490441516042,10,2.6713889196980745,2.423903727903962,3.8463853462599222,10,2.955161686986685,2.502047922462225,4.715336952358484,10,0.0,0.0,0.0,10,0.06080029183411462,0.06074948613762308,0.06084242264778417,10,0.0,0.0,0.0,10,0.01655030548239581,0.010636015810236894,0.024296199628747725,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.3176628490909934,2.20227416139096,2.4807998444885015,10,3.051499999999925,3.0249999999999257,3.0849999999999245,10,0.733063369392442,0.7224025974025974,0.7462932454695222,10,0.01652845299991261,0.010590989538895909,0.024171139414392473,10,0.02991010206208151,0.029879981127944818,0.029942735877966697,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.04408100480602262,0.0,0.0744336569579288,10,611.3,606.0,618.0,10,9,9,0,1,0.1499999999999968
left_gap,full_consistency,10,10,10,0,10,0,0,0.2043185522422662,0.20093886655572307,0.20693268072441287,10,0.000791173405781861,6.609580754200223e-05,0.0017150310039428377,10,0.32015640457720906,0.3153459869897568,0.32257473514393586,10,0.00277104643092212,0.0,0.004560311851192794,10,0.017310110688974985,0.016598709026588984,0.0182648401826484,10,0.9538158928179646,0.9239948024801201,1.0,10,0.05648205391404064,0.05453867294034859,0.0597982902785934,10,0.9538158928179646,0.9239948024801201,1.0,10,0.014945575655440552,0.01058121069787959,0.021373980437421374,10,0.06000000000000001,0.06,0.06,10,3.3064999999999998,3.2800000000000002,3.34,10,0.7144108186880818,0.6681681681681682,0.760670731707317,10,0.0,0.0,0.0,10,0.02999999999999999,0.02999999999999999,0.03,10,0.02999999999999999,0.02999999999999999,0.03,10,0.029922026162498373,0.029893021623666454,0.029942863965464996,10,1.7474326421506703,1.6852179542183876,1.9006254151463509,10,2.902385880472138,2.4472481478005648,4.532010771799833,10,3.475901880301535,2.5716829113662243,5.077844951301813,10,0.1,0.0,1.0,10,0.06080029183346046,0.06074948613439411,0.060842422647931244,10,0.0,0.0,0.0,10,0.014944744096302537,0.010581210591793922,0.021373980437421336,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.5729709223378445,2.2140998858958447,3.7584404228255153,10,3.051499999999925,3.0249999999999257,3.0849999999999245,10,0.7319200837998527,0.7224025974025974,0.7446457990115322,10,0.014927540828151958,0.010536184391912822,0.02137033020266603,10,0.02991823758072302,0.029893021623666454,0.029942863965464996,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.04408100480602262,0.0,0.0744336569579288,10,611.3,606.0,618.0,10,9,9,0,1,0.1499999999999968
left_gap,matched_scan_speed,10,10,10,0,10,0,0,0.2042134065704931,0.20026239142315322,0.20673465796798654,10,0.0006308004432430492,0.00014410489850872759,0.001592437141601579,10,0.3201155922305433,0.3153343079911042,0.3225747325747834,10,0.002821046839543124,0.0,0.004560311851192739,10,0.017294967927126204,0.016598709026589,0.0182648401826484,10,0.9529825526742812,0.923994802480121,1.0,10,0.056402054689050476,0.054538672940448625,0.0597982902782843,10,0.9529825526742812,0.923994802480121,1.0,10,0.015724488413150696,0.011958449502033454,0.021370299659321308,10,0.06000000000000001,0.06,0.06,10,3.3064999999999998,3.2800000000000002,3.34,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2547952821478248,1.231422065757215,1.2741355458274484,10,1.7905791157390905,1.3908961205743253,2.5084837619215246,10,1.9696274772286415,1.4076870866119862,2.726617967709899,10,0.0,0.0,0.0,10,0.06080029183396392,0.06074948613746102,0.060842422647622144,10,0.0,0.0,0.0,10,0.0157244884131507,0.011958449502033454,0.021370299659321287,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.395860740449279,1.3559647952206433,1.5239301836118044,10,3.051499999999925,3.0249999999999257,3.0849999999999245,10,0.0,0.0,0.0,10,0.015724488413150696,0.011958449502033454,0.021370299659321308,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.04490015875767699,0.0,0.0744336569579288,10,611.3,606.0,618.0,10,9,9,0,1,0.1499999999999968
left_gap,matched_rocking,10,10,10,0,10,0,0,0.2056050959614184,0.2025669609462038,0.2074204558695927,10,0.0002387476289642333,0.00013004654716682333,0.0005826004419192778,10,0.3193281643551965,0.31430917626822374,0.3223394155685577,10,0.0032799999999999227,0.0011999999999999858,0.0048999999999998906,10,0.017398773006134988,0.016901840490797577,0.018036809815950922,10,0.9453333333333346,0.9183333333333351,0.9800000000000002,10,0.05543800431024028,0.0538380043102403,0.0578380043102402,10,0.9453333333333346,0.9183333333333351,0.9800000000000002,10,0.01363051127940032,0.009837806820329779,0.01863902606076702,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2788633350282907,1.2456105323508382,1.3810209929943085,10,1.9956313748843968,1.4098246418870986,2.6437875675037508,10,2.2270512767136097,1.439293147996068,2.8554939199239016,10,0.0,0.0,0.0,10,0.060781466524967874,0.060781466524967874,0.06078146652496788,10,0.0,0.0,0.0,10,0.013630511279400324,0.009837806820329786,0.018639026060767044,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.5941376972477883,1.384276116732508,2.490287809632718,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.01363051127940032,0.009837806820329779,0.01863902606076702,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.05282392026578072,0.018272425249169437,0.07973421926910298,10,602.0,602.0,602.0,10,10,10,0,0,0.16249999999999654
right_gap,baseline,10,10,10,0,10,0,0,0.2050844339521279,0.20187484410560755,0.20857185864607658,10,0.00026988176068554453,8.958747899498925e-06,0.0006231938107065994,10,0.31841124930134634,0.31307443441100347,0.3245841282591524,10,0.002949999999999931,0.0,0.005099999999999889,10,0.017500000000000016,0.016840490797546043,0.01840490797546012,10,0.9508333333333343,0.9150000000000018,1.0,10,0.055918004310240264,0.0538380043102403,0.05943800431024018,10,0.9508333333333343,0.9150000000000018,1.0,10,0.01566203792277178,0.012677394887450835,0.018695183442798326,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2456657830625772,1.2353509664535522,1.2591968988999724,10,1.8358699746895581,1.3958584540523589,2.4405656359158456,10,2.0176028832793236,1.4374339953064919,2.8614159673452377,10,0.0,0.0,0.0,10,0.060781466524967874,0.060781466524967874,0.06078146652496788,10,0.0,0.0,0.0,10,0.015662037922771783,0.012677394887450842,0.01869518344279832,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.5365449478849769,1.3541779248043895,2.217563730664551,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.01566203792277178,0.012677394887450835,0.018695183442798326,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.047674418604651166,0.0,0.08305647840531562,10,602.0,602.0,602.0,10,8,8,0,2,0.18499999999999606
right_gap,image_only,10,10,10,0,10,0,0,0.9897623126680424,0.9208526371739733,1.0640117858613891,10,0.5413147521712075,0.5047310604151324,0.5854480404939824,10,1.835618057713392,1.651598387315805,1.97063158530956,10,0.0029999999994932817,0.0,0.005099999999999896,10,0.017479434230089946,0.016840490797546043,0.01840490797546012,10,0.9500000000084453,0.9150000000000017,1.0,10,0.055899545086067336,0.05375593632863855,0.05943800341773467,10,0.9500000000084453,0.9150000000000017,1.0,10,0.033300692546728745,0.026460542009404776,0.038702227698425226,10,0.06000000000000001,0.06,0.06,10,3.261,3.2600000000000002,3.265,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,1.7668378655798733,1.7021255334839225,1.808811561204493,10,2.7662789409514517,2.177525288425386,4.055708933155984,10,3.113372507505119,2.2775218822062016,4.532684106379747,10,0.0,0.0,0.0,10,0.06078300729149714,0.0607436793596468,0.06083973472181051,10,0.0,0.0,0.0,10,0.033004105135631435,0.026135485196886372,0.03843468904157062,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.4089374439790836,2.04582834849134,3.783950768411159,10,3.0059999999999265,3.004999999999926,3.009999999999926,10,0.0,0.0,0.0,10,0.017982683530409778,0.01391923342764685,0.023354878974067014,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.048481567797777445,0.0,0.08305647840531562,10,602.2,602.0,603.0,10,8,8,0,2,0.19499999999999584
right_gap,no_aperture,10,10,10,1,9,0,0,0.2035158795375327,0.19890448002746441,0.2081966112811059,10,0.0011206979245374782,3.912212030958039e-05,0.0045225469564809245,10,0.32206328087526165,0.3157876836184643,0.3396327618430428,10,0.0029952500382042354,0.0,0.0050378972182423265,10,0.017228200516421682,0.016406597845300797,0.018348623853211007,10,0.9500791660299294,0.9160350463626279,1.0,10,0.05604410468144326,0.053283809164813775,0.05990531362251137,10,0.9500791660299294,0.9160350463626279,1.0,10,0.016796829021309613,0.010499390915004497,0.021644780307822985,10,0.06000000000000001,0.06,0.06,10,3.31,3.27,3.37,10,0.6954610638069181,0.6602373887240356,0.7629969418960245,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,1.7386197461746633,1.661153044551611,1.885710982605815,10,2.647169158328324,2.3078538803383704,3.7278623157180815,10,2.898607589304447,2.345919841900468,4.262078087776899,10,0.0,0.0,0.0,10,0.060797465750348015,0.060749920615581064,0.060843459063779026,10,0.0,0.0,0.0,10,0.016796527498127933,0.01049939091458056,0.021644780307823002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.332245494471863,2.059644646942616,3.173397609498352,10,3.054999999999925,3.014999999999926,3.114999999999924,10,0.7278788951976242,0.7112903225806452,0.7487603305785124,10,0.01642042924469327,0.010434828894625938,0.021644780002399788,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.04794467417318142,0.0,0.08387096774193549,10,612.0,604.0,624.0,10,8,8,0,2,0.1924999999999959
right_gap,full,10,10,10,1,9,0,0,0.20353293659873004,0.19892108564850525,0.20820602265881233,10,0.0011924706379407978,5.400457630516908e-05,0.004922070301106332,10,0.3220715070117078,0.3157996053629484,0.3396353818053064,10,0.0029657250261750116,0.0,0.005037897218120979,10,0.017239503272260325,0.01640659784533702,0.018348623853211007,10,0.9505712495637496,0.9160350463646504,1.0,10,0.056044779841999924,0.053283809173540475,0.05990531293207219,10,0.9505712495637496,0.9160350463646504,1.0,10,0.01665354850167542,0.010814362011870946,0.021521019005371546,10,0.06000000000000001,0.06,0.06,10,3.3095,3.27,3.365,10,0.6949537238840116,0.6597325408618128,0.764525993883792,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029919768451231316,0.029895872056531204,0.029963206270348115,10,1.7390001681633294,1.6553739551454782,1.8961860332638025,10,2.8355470430105925,2.4291233625262976,4.448267491534351,10,3.20694528054446,2.520464127883315,4.7808438539505005,10,0.0,0.0,0.0,10,0.06078814132211985,0.060743615243950784,0.06084345777826599,10,0.0,0.0,0.0,10,0.01665336952222591,0.01081436201165463,0.021521019005371542,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.4075489956885576,2.1566647104918957,3.5941634443588555,10,3.0544999999999254,3.014999999999926,3.109999999999924,10,0.7273383419512661,0.7096774193548387,0.7454545454545455,10,0.016423457475855434,0.010777239663476561,0.021521016310514788,10,0.029909860501771184,0.029893687437363467,0.029938999869261337,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.0474697226520925,0.0,0.08387096774193549,10,611.9,604.0,623.0,10,8,8,0,2,0.187499999999996
right_gap,full_consistency,10,10,10,1,9,0,0,0.20342363355686133,0.1987908676558236,0.20817097947212237,10,0.0011600192166023823,4.602596901421362e-05,0.0046974024595601085,10,0.3220480456266772,0.3157733168123382,0.339635382719329,10,0.0029657250261899775,0.0,0.005037897218098802,10,0.017239503272255846,0.01640659784534364,0.018348623853211007,10,0.9505712495635004,0.91603504636502,1.0,10,0.05604477986811851,0.05328380917411776,0.059905312937331985,10,0.9505712495635004,0.91603504636502,1.0,10,0.015575157509068622,0.010799740899840881,0.01946035348362843,10,0.06000000000000001,0.06,0.06,10,3.3095,3.27,3.365,10,0.6946539019562746,0.6612184249628529,0.764525993883792,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.02992523802211951,0.029903967275013172,0.0299632062705973,10,1.7328159417957067,1.666950061917305,1.8647790420800447,10,2.669640462147072,2.418303624726832,4.490996059030294,10,3.1907411059364676,2.4798421654850245,4.804908996447921,10,0.0,0.0,0.0,10,0.06078814134818174,0.06074361524426395,0.06084345777826577,10,0.0,0.0,0.0,10,0.015575027994565324,0.01079974089971975,0.019460353483628436,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.3783521563746035,2.1515303291380405,3.6158799659460783,10,3.0544999999999254,3.014999999999926,3.109999999999924,10,0.7270142284564524,0.7080645161290322,0.7471074380165289,10,0.015347872781491861,0.010777239675577331,0.01923143713536283,10,0.029915996810151817,0.029903967275013172,0.02993899986967447,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.0474697226520925,0.0,0.08387096774193549,10,611.9,604.0,623.0,10,8,8,0,2,0.187499999999996
right_gap,matched_scan_speed,10,10,10,1,9,0,0,0.20364191116747005,0.1993725131911336,0.20802979128585208,10,0.00048389328455889175,3.0694837397195085e-05,0.001022374682226902,10,0.3219524792035787,0.31576639468387757,0.3395159971285313,10,0.0029293057388678134,0.0,0.004959155922043976,10,0.017250363523270203,0.016430102709837618,0.018348623853211007,10,0.9511782376855363,0.9173474012992671,1.0,10,0.05612492562636866,0.05329364767872872,0.05990531293191014,10,0.9511782376855363,0.9173474012992671,1.0,10,0.01637778960491005,0.01269838728940074,0.01965452715174529,10,0.06000000000000001,0.06,0.06,10,3.3095,3.27,3.365,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2547254213131964,1.2303490657359362,1.2915749102830887,10,1.7439717594534159,1.389429443515837,2.5882369815371926,10,1.9657293101772666,1.419105101376772,2.875496167689562,10,0.0,0.0,0.0,10,0.06078912517250655,0.06074361524378873,0.06084345777810394,10,0.0,0.0,0.0,10,0.01637778960491005,0.012698387289400741,0.019654527151745285,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.5656739892438054,1.3485397212207317,2.376370457932353,10,3.0544999999999254,3.014999999999926,3.109999999999924,10,0.0,0.0,0.0,10,0.01637778960491005,0.01269838728940074,0.01965452715174529,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.046825338040690855,0.0,0.08225806451612903,10,611.9,604.0,623.0,10,8,8,0,2,0.18499999999999606
right_gap,matched_rocking,10,10,10,0,10,0,0,0.20510585124002573,0.20186575546989666,0.20860052287456252,10,0.0002940653868818993,2.7617685721878964e-05,0.0007172140805510543,10,0.31849771622353706,0.31307443441100347,0.3246956405322754,10,0.0033199999999999263,0.0,0.005199999999999885,10,0.017386503067484686,0.01680981595092028,0.01840490797546012,10,0.944666666666668,0.9133333333333352,1.0,10,0.05543800431024026,0.0538380043102403,0.05943800431024019,10,0.944666666666668,0.9133333333333352,1.0,10,0.013869807146245574,0.010227702898997439,0.01701667854846934,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2651732889935374,1.2495460687205195,1.2813059147447348,10,1.636205039685592,1.4030583738349378,2.5079140113666654,10,1.7266652779653668,1.4314958825707436,2.6443330571055412,10,0.0,0.0,0.0,10,0.060781466524967874,0.060781466524967874,0.06078146652496788,10,0.0,0.0,0.0,10,0.013869807146245578,0.010227702898997439,0.017016678548469343,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.5712535730563104,1.362570293713361,2.3525449098087847,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.013869807146245574,0.010227702898997439,0.01701667854846934,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.05365448504983389,0.0,0.08471760797342193,10,602.0,602.0,602.0,10,9,9,0,1,0.19499999999999584
both_edges,baseline,10,10,10,0,10,0,0,0.19149595259203797,0.1894984367298092,0.19412542964243112,10,0.0013660967247005893,0.0010264830117405605,0.0017564046428911882,10,0.29587991204690056,0.2925194812399168,0.29985756106432415,10,0.0,0.0,0.0,10,0.01840490797546012,0.01840490797546012,0.01840490797546012,10,1.0,1.0,1.0,10,0.059438004310240176,0.05943800431024018,0.05943800431024018,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2398213264532387,1.2207025429233909,1.2690866133198142,10,1.5587804995011538,1.3558838539756835,2.405278161168099,10,1.7034308053553104,1.3853868003934622,2.671856200322509,10,0.0,0.0,0.0,10,0.060781466524967874,0.06078146652496788,0.06078146652496788,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.490110632730648,1.3222025474533439,2.1579196793027218,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.0,0.0,0.0,10,602.0,602.0,602.0,10,0,0,0,10,
both_edges,image_only,10,10,10,0,10,0,0,0.7746534404952454,0.7211924182896065,0.8298197751866025,10,0.40589769229796246,0.37073818123453933,0.4421171237879521,10,1.4551369919463741,1.3693616215815672,1.545854730436914,10,0.0,0.0,0.0,10,0.018402089459690525,0.018376722817764164,0.01840490797546012,10,1.0,1.0,1.0,10,0.05943160249937113,0.05939627600944118,0.05943800338802032,10,1.0,1.0,1.0,10,0.020502724511596366,0.013625189381175849,0.030197119648486023,10,0.06000000000000001,0.06,0.06,10,3.2605000000000004,3.2600000000000002,3.265,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,1.6962074325419962,1.6471331473439932,1.7919325036928058,10,2.519380377139896,2.104653851129115,3.4414492221549153,10,2.765231137163937,2.2015520371496677,4.0237861685454845,10,0.0,0.0,0.0,10,0.060785064329313444,0.06077032646874717,0.06083973822391633,10,0.0,0.0,0.0,10,0.019616048519774675,0.013467904282245003,0.028768722047918673,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.1191337727941564,1.9531450350768857,2.906515332870185,10,3.005499999999926,3.004999999999926,3.009999999999926,10,0.0,0.0,0.0,10,0.009193819995603994,0.006471446942059042,0.016136539830087417,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.0,0.0,0.0,10,602.1,602.0,603.0,10,0,0,0,10,
both_edges,no_aperture,10,10,9,5,4,1,0,0.1911195661951073,0.1876532548075996,0.19403421389033246,10,0.0009975432516630505,7.069259339869297e-05,0.003162611382081579,10,0.29653694223827565,0.29218765176660977,0.3007895620836605,10,0.0,0.0,0.0,10,0.018279427158150643,0.018072289156626505,0.018376722817764164,10,1.0,1.0,1.0,10,0.059698003081396,0.05930103412080626,0.05993582774174006,10,1.0,1.0,1.0,10,0.00029455235006703407,4.7114423058751906e-05,0.0011094312537555616,10,0.06000000000000001,0.06,0.06,10,3.2825,3.265,3.3200000000000003,10,0.7076517995254502,0.665648854961832,0.766566265060241,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,1.6807812615297735,1.643968978896737,1.7256841529160738,10,2.698434279067443,2.273011985234916,3.692105356603862,10,3.362267604097724,2.4013840593397617,5.55814104154706,10,0.1,0.0,1.0,10,0.060760262615290286,0.0607349348876936,0.060791375348574546,10,0.0,0.0,0.0,10,0.0002909262326553027,4.7114423050755394e-05,0.0011093808582746303,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,2.2607476369012147,2.0518322475254536,3.148174029774964,10,3.027499999999926,3.009999999999926,3.064999999999925,10,0.7332014115850057,0.7206611570247934,0.747557003257329,10,0.0002478992920802128,4.711442164616402e-05,0.0011087738402928392,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,75.9,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,75.9,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,75.9,75.0,77.0,10,0.0,0.0,0.0,10,606.5,603.0,614.0,10,0,0,0,10,
