scenario,seed,comparator,full_valid,comparator_valid,angular_travel_rad_ratio_to_full,angular_travel_rad_difference_from_full,scan_angular_travel_rad_ratio_to_full,scan_angular_travel_rad_difference_from_full,measured_positive_travel_m_ratio_to_full,measured_positive_travel_m_difference_from_full,measured_forward_m_ratio_to_full,measured_forward_m_difference_from_full,elapsed_s_ratio_to_full,elapsed_s_difference_from_full
nonmonotonic,5,matched_scan_speed,True,True,1.0348175301969256,0.0006235805308222528,1.0373790669031062,0.0006678044970633533,0.9999999999973315,-1.620439893379455e-13,1.0,0.0,1.0,0.0
nonmonotonic,6,matched_scan_speed,True,True,1.2539512719380872,0.0026308920512991742,1.2539512719475763,0.0026308920513775716,0.9999999999973335,-1.620439893379455e-13,1.0,0.0,1.0,0.0
nonmonotonic,7,matched_scan_speed,True,True,0.9962933814500848,-4.920726035539079e-05,0.9962933814500844,-4.920726035539773e-05,1.000000000000497,3.019112737590035e-14,1.0,0.0,1.0,0.0
nonmonotonic,8,matched_scan_speed,True,True,0.8583726232534535,-0.001954545510079458,0.8583726232534522,-0.001954545510079479,0.9999999999973346,-1.620439893379455e-13,1.0,0.0,1.0,0.0
nonmonotonic,9,matched_scan_speed,True,True,0.8094802118190939,-0.004218287106734046,0.8094802126765783,-0.004218287083280092,0.9999999999991865,-4.9460435747050724e-14,1.0,0.0,1.0,0.0
nonmonotonic,0,matched_rocking,True,True,0.6309525313027299,-0.010119781787741169,0.6309542804935404,-0.01011970576768028,0.9991557796345826,-5.135630792135748e-05,1.0,0.0,0.9716840536512669,-0.09499999999999975
nonmonotonic,1,matched_rocking,True,True,0.7563524511239921,-0.0050290125021484056,0.7563524511241086,-0.005029012502145224,0.9991952164813445,-4.895532093444899e-05,1.0,0.0,0.978978978978979,-0.06999999999999984
nonmonotonic,2,matched_rocking,True,True,0.660835049002377,-0.0067107044571504786,0.6608350490023773,-0.006710704457150472,0.9992600024644065,-4.5011443795719974e-05,1.0,0.0,0.9745889387144993,-0.08499999999999996
nonmonotonic,3,matched_rocking,True,True,0.6285371142178698,-0.006687487381180884,0.6288680947542235,-0.0066780121363391905,0.9997810305296908,-1.3312200495080306e-05,1.0,0.0,0.978978978978979,-0.06999999999999984
nonmonotonic,4,matched_rocking,True,True,0.8409308669428613,-0.0024487191520679765,0.8409308669428607,-0.002448719152067987,0.999980771997527,-1.1687286609746161e-06,1.0,0.0,0.9878787878787879,-0.040000000000000036
nonmonotonic,5,matched_rocking,True,True,0.8400275286810721,-0.0028651003680557723,0.8421068917437652,-0.0028208764018146735,1.0009458743096549,5.7437299223361826e-05,1.0,0.0,0.9819277108433735,-0.06000000000000005
nonmonotonic,6,matched_rocking,True,True,0.7400567458072298,-0.002692967969899868,0.7400567458128302,-0.0026929679698214698,1.0001775625510525,1.079059624709e-05,1.0,0.0,0.9287749287749287,-0.25
nonmonotonic,7,matched_rocking,True,True,0.9211438179057111,-0.001046856219676184,0.9211438179057101,-0.001046856219676198,1.00057150811765,3.4717260325591026e-05,1.0,0.0,0.9969418960244649,-0.009999999999999787
nonmonotonic,8,matched_rocking,True,True,0.7620773485036801,-0.003283479938066925,0.7620773485036796,-0.0032834799380669372,0.9998001101631602,-1.2152026493156276e-05,1.0,0.0,0.9878787878787879,-0.040000000000000036
nonmonotonic,9,matched_rocking,True,True,0.68486385998428,-0.006977410215425972,0.6848638607097585,-0.006977410191972008,0.9996052735787252,-2.400152479722223e-05,1.0,0.0,0.973134328358209,-0.08999999999999986
curvature,0,matched_scan_speed,True,True,0.0,-0.0001193090968166823,0.0,-0.00011843767252557908,0.9999999999973335,-1.6205786712575332e-13,1.0,0.0,1.0,0.0
curvature,1,matched_scan_speed,True,True,0.0,-7.333685321947472e-05,0.0,-7.333685321947479e-05,0.9999999999973328,-1.620439893379455e-13,1.0,0.0,1.0,0.0
curvature,2,matched_scan_speed,True,True,0.0,-0.0007477314913328506,0.0,-0.0007477289946733254,0.9999999999973685,-1.5996232116677334e-13,1.0,0.0,1.0,0.0
curvature,3,matched_scan_speed,True,True,0.0,-0.00039529832408722194,0.0,-0.0003952983238755774,1.0001090104875154,6.631778971720459e-06,1.0,0.0,1.0,0.0
curvature,4,matched_scan_speed,True,True,0.0,-4.270309190632184e-05,0.0,-4.270309190632188e-05,0.9999999999973346,-1.620509282318494e-13,1.0,0.0,1.0,0.0
curvature,5,matched_scan_speed,True,True,0.0,-0.00026764009601169147,0.0,-0.00026764009209975917,0.9999999999973361,-1.620439893379455e-13,1.0,0.0,1.0,0.0
curvature,6,matched_scan_speed,True,True,0.0,-0.0002143909195396941,0.0,-0.00021316472593868846,0.9999999999973337,-1.620439893379455e-13,1.0,0.0,1.0,0.0
curvature,7,matched_scan_speed,True,True,0.0,-0.00027753149082594897,0.0,-0.0002771897248064032,0.9999999999973361,-1.620370504440416e-13,1.0,0.0,1.0,0.0
curvature,8,matched_scan_speed,False,False,0.0,-0.00022105607137015414,0.0,-0.00021159578163636235,0.9999999999973319,-1.620370504440416e-13,1.0,0.0,1.0,0.0
curvature,9,matched_scan_speed,True,True,0.0,-2.6518475311546052e-05,0.0,-2.651847531154607e-05,0.9999999999973358,-1.620439893379455e-13,1.0,0.0,1.0,0.0
curvature,0,matched_rocking,True,True,0.0,-0.0001193090968166823,0.0,-0.00011843767252557908,1.0000926212577061,5.629134497253663e-06,1.0,0.0,0.9863842662632375,-0.04499999999999993
curvature,1,matched_rocking,True,True,0.0,-7.333685321947472e-05,0.0,-7.333685321947479e-05,1.0004623153490948,2.8087219762169824e-05,1.0,0.0,0.9939024390243902,-0.020000000000000018
curvature,2,matched_rocking,True,True,0.0,-0.0007477314913328506,0.0,-0.0007477289946733254,0.9998965094187862,-6.290960352844932e-06,1.0,0.0,0.9848942598187311,-0.04999999999999982
curvature,3,matched_rocking,True,True,0.0,-0.00039529832408722194,0.0,-0.0003952983238755774,0.9991010445377912,-5.4688994303830896e-05,1.0,0.0,0.9848942598187311,-0.04999999999999982
curvature,4,matched_rocking,True,True,0.0,-4.270309190632184e-05,0.0,-4.270309190632188e-05,0.9997434277822452,-1.5598837893128492e-05,1.0,0.0,0.9969418960244649,-0.009999999999999787
