t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
24.5601,0.035385,0.035626,-0.241,-0.00168,-0.29601,-0.00992,-0.30396
24.5801,0.035293,0.035557,-0.264,-0.00749,-0.28503,-0.01678,-0.34327
24.6001,0.035087,0.035354,-0.267,-0.01305,-0.26949,-0.02216,-0.26891
24.6201,0.034773,0.035004,-0.231,-0.01824,-0.25011,-0.02562,-0.17282
24.6401,0.034360,0.034551,-0.191,-0.02302,-0.22756,-0.02900,-0.16892
24.6601,0.033855,0.034025,-0.170,-0.02734,-0.20255,-0.03284,-0.19193
24.6801,0.033270,0.033431,-0.161,-0.03112,-0.17600,-0.03650,-0.18298
24.7001,0.032614,0.032763,-0.149,-0.03437,-0.14856,-0.03925,-0.13794
24.7201,0.031899,0.032018,-0.119,-0.03706,-0.12105,-0.04073,-0.07403
24.7401,0.031135,0.031223,-0.088,-0.03921,-0.09414,-0.04180,-0.05348
24.7601,0.030334,0.030402,-0.069,-0.04084,-0.06846,-0.04291,-0.05542
24.7801,0.029505,0.029559,-0.054,-0.04196,-0.04463,-0.04359,-0.03384
24.8001,0.028658,0.028698,-0.039,-0.04264,-0.02306,-0.04380,-0.01032
24.8201,0.027802,0.027821,-0.019,-0.04290,-0.00415,-0.04327,0.02623
24.8401,0.026945,0.026945,0.000,-0.04282,0.01184,-0.04258,0.03479
24.8601,0.026092,0.026079,0.012,-0.04245,0.02481,-0.04186,0.03562
24.8801,0.025248,0.025234,0.014,-0.04185,0.03469,-0.04133,0.02657
24.9001,0.024419,0.024398,0.021,-0.04108,0.04157,-0.04028,0.05269
24.9201,0.023605,0.023574,0.031,-0.04021,0.04566,-0.03900,0.06369
24.9401,0.022811,0.022775,0.035,-0.03927,0.04723,-0.03802,0.04923
24.9601,0.022035,0.021997,0.038,-0.03833,0.04665,-0.03702,0.04976
24.9801,0.021277,0.021244,0.034,-0.03742,0.04437,-0.03633,0.03484
25.0001,0.020538,0.020507,0.031,-0.03656,0.04088,-0.03556,0.03852
25.0201,0.019814,0.019786,0.029,-0.03579,0.03671,-0.03484,0.03605
25.0401,0.019105,0.019080,0.025,-0.03510,0.03239,-0.03431,0.02632
25.0601,0.018410,0.018385,0.025,-0.03449,0.02848,-0.03364,0.03338
25.0801,0.017725,0.017703,0.022,-0.03395,0.02548,-0.03322,0.02103
25.1001,0.017051,0.017033,0.018,-0.03346,0.02388,-0.03288,0.01686
25.1201,0.016387,0.016372,0.015,-0.03298,0.02409,-0.03250,0.01909
25.1401,0.015732,0.015717,0.015,-0.03248,0.02646,-0.03198,0.02593
25.1601,0.015089,0.015070,0.019,-0.03191,0.03124,-0.03122,0.03834
25.1801,0.014457,0.014434,0.023,-0.03122,0.03860,-0.03037,0.04229
25.2001,0.013840,0.013815,0.026,-0.03035,0.04860,-0.02943,0.04691
25.2201,0.013244,0.013213,0.031,-0.02925,0.06117,-0.02811,0.06603
25.2401,0.012673,0.012628,0.044,-0.02789,0.07616,-0.02621,0.09516
25.2601,0.012131,0.012071,0.060,-0.02619,0.09330,-0.02393,0.11397
25.2801,0.011627,0.011558,0.069,-0.02414,0.11222,-0.02166,0.11327
25.3001,0.011168,0.011089,0.080,-0.02170,0.13244,-0.01886,0.14023
25.3201,0.010762,0.010668,0.094,-0.01884,0.15342,-0.01547,0.16967
25.3401,0.010417,0.010301,0.117,-0.01556,0.17454,-0.01130,0.20842
25.3601,0.010142,0.010003,0.139,-0.01185,0.19517,-0.00683,0.22328
25.3801,0.009946,0.009796,0.149,-0.00776,0.21453,-0.00255,0.21406
25.4001,0.009835,0.009673,0.161,-0.00329,0.23200,0.00234,0.24474
25.4201,0.009816,0.009642,0.174,0.00150,0.24685,0.00761,0.26318
25.4401,0.009896,0.009680,0.216,0.00656,0.25841,0.01446,0.34247
25.4601,0.010080,0.009836,0.244,0.01181,0.26608,0.02048,0.30135
25.4801,0.010370,0.010137,0.233,0.01718,0.26932,0.02495,0.22356
25.5001,0.010767,0.010556,0.211,0.02255,0.26767,0.02946,0.22527
25.5201,0.011271,0.011069,0.203,0.02785,0.26081,0.03462,0.25788
25.5401,0.011880,0.011674,0.205,0.03295,0.24850,0.03997,0.26745
25.5601,0.012587,0.012383,0.204,0.03775,0.23067,0.04466,0.23483
25.5801,0.013388,0.013199,0.189,0.04215,0.20733,0.04839,0.18619
25.6001,0.014269,0.014109,0.160,0.04601,0.17882,0.05106,0.13368
25.6201,0.015223,0.015089,0.133,0.04926,0.14531,0.05344,0.11920
25.6401,0.016234,0.016122,0.113,0.05179,0.10739,0.05535,0.09514
25.6601,0.017290,0.017203,0.087,0.05353,0.06560,0.05615,0.04019
25.6801,0.018369,0.018315,0.054,0.05440,0.02082,0.05580,-0.01751
25.7001,0.019458,0.019440,0.018,0.05434,-0.02623,0.05448,-0.06603
25.7201,0.020538,0.020555,-0.017,0.05334,-0.07460,0.05230,-0.10906
25.7401,0.021586,0.021640,-0.053,0.05136,-0.12320,0.04908,-0.16088
25.7601,0.022587,0.022678,-0.091,0.04841,-0.17103,0.04482,-0.21331
25.7801,0.023516,0.023645,-0.128,0.04453,-0.21688,0.03968,-0.25666
25.8001,0.024361,0.024525,-0.164,0.03976,-0.25984,0.03370,-0.29902
25.8201,0.025101,0.025302,-0.201,0.03416,-0.29879,0.02686,-0.34191
25.8401,0.025723,0.025960,-0.237,0.02783,-0.33278,0.01932,-0.37712
25.8601,0.026211,0.026476,-0.265,0.02090,-0.36077,0.01152,-0.39022
25.8801,0.026555,0.026842,-0.287,0.01345,-0.38212,0.00340,-0.40586
25.9001,0.026747,0.027056,-0.309,0.00566,-0.39606,-0.00515,-0.42760
25.9201,0.026780,0.027104,-0.324,-0.00233,-0.40210,-0.01355,-0.41965
25.9401,0.026653,0.027010,-0.357,-0.01037,-0.39988,-0.02292,-0.46899
25.9601,0.026366,0.026736,-0.370,-0.01827,-0.38922,-0.03102,-0.40465
25.9801,0.025924,0.026265,-0.341,-0.02588,-0.37012,-0.03710,-0.30432
26.0001,0.025334,0.025629,-0.295,-0.03302,-0.34277,-0.04248,-0.26858
26.0201,0.024607,0.024871,-0.264,-0.03954,-0.30760,-0.04809,-0.28066
26.0401,0.023758,0.024003,-0.245,-0.04527,-0.26516,-0.05334,-0.26257
26.0601,0.022802,0.023022,-0.220,-0.05010,-0.21616,-0.05727,-0.19648
26.0801,0.021757,0.021937,-0.180,-0.05390,-0.16144,-0.05950,-0.11155
26.1001,0.020654,0.020777,-0.123,-0.05654,-0.10251,-0.05999,-0.02421
26.1201,0.019507,0.019580,-0.073,-0.05797,-0.04009,-0.05979,0.00965
26.1401,0.018344,0.018378,-0.034,-0.05812,0.02438,-0.05876,0.05169
26.1601,0.017191,0.017183,0.009,-0.05699,0.08953,-0.05615,0.13060
26.1801,0.016074,0.016010,0.064,-0.05455,0.15398,-0.05167,0.22364
26.2001,0.015018,0.014898,0.120,-0.05084,0.21627,-0.04603,0.28234
26.2201,0.014048,0.013879,0.169,-0.04592,0.27503,-0.03953,0.32481
26.2401,0.013188,0.012975,0.213,-0.03987,0.32893,-0.03206,0.37356
26.2601,0.012460,0.012203,0.257,-0.03280,0.37672,-0.02350,0.42805
26.2801,0.011882,0.011581,0.301,-0.02485,0.41720,-0.01402,0.47398
26.3001,0.011470,0.011129,0.341,-0.01616,0.44944,-0.00404,0.49917
26.3201,0.011239,0.010868,0.370,-0.00693,0.47254,0.00605,0.50408
26.3401,0.011196,0.010806,0.390,0.00267,0.48589,0.01618,0.50671
26.3601,0.011347,0.010910,0.436,0.01243,0.48909,0.02788,0.58477
26.3801,0.011693,0.011236,0.457,0.02217,0.48188,0.03799,0.50571
26.4001,0.012231,0.011796,0.435,0.03163,0.46432,0.04611,0.40599
26.4201,0.012955,0.012568,0.387,0.04066,0.43658,0.05321,0.35501
26.4401,0.013854,0.013508,0.345,0.04904,0.39917,0.06024,0.35138
26.4601,0.014911,0.014590,0.321,0.05657,0.35281,0.06717,0.34649
26.4801,0.016111,0.015814,0.297,0.06310,0.29830,0.07288,0.28585
26.5001,0.017427,0.017178,0.249,0.06846,0.23688,0.07631,0.17120
26.5201,0.018838,0.018653,0.185,0.07253,0.16972,0.07800,0.08479
26.5401,0.020321,0.020194,0.127,0.07522,0.09804,0.07876,0.03801
26.5601,0.021839,0.021762,0.077,0.07644,0.02369,0.07840,-0.01841
26.5801,0.023368,0.023341,0.026,0.07616,-0.05195,0.07640,-0.09994
26.6001,0.024875,0.024904,-0.030,0.07436,-0.12717,0.07262,-0.18883
26.6201,0.026331,0.026423,-0.092,0.07108,-0.20040,0.06715,-0.27341
26.6401,0.027708,0.027865,-0.157,0.06637,-0.27001,0.06020,-0.34751
26.6601,0.028978,0.029193,-0.215,0.06031,-0.33446,0.05223,-0.39846
26.6801,0.030113,0.030379,-0.266,0.05304,-0.39222,0.04332,-0.44549
26.7001,0.031092,0.031405,-0.314,0.04468,-0.44202,0.03340,-0.49606
26.7201,0.031895,0.032256,-0.361,0.03541,-0.48275,0.02250,-0.54507
26.7401,0.032503,0.032904,-0.401,0.02545,-0.51334,0.01130,-0.55996
26.7601,0.032908,0.033341,-0.433,0.01496,-0.53313,-0.00018,-0.57408
26.7801,0.033100,0.033555,-0.455,0.00419,-0.54156,-0.01157,-0.56935
26.8001,0.033076,0.033549,-0.474,-0.00662,-0.53834,-0.02296,-0.56976
26.8201,0.032837,0.033331,-0.495,-0.01726,-0.52344,-0.03435,-0.56924
26.8401,0.032388,0.032870,-0.482,-0.02748,-0.49708,-0.04372,-0.46846
26.8601,0.031741,0.032173,-0.432,-0.03707,-0.45975,-0.05111,-0.36946
26.8801,0.030911,0.031285,-0.374,-0.04580,-0.41214,-0.05778,-0.33363
26.9001,0.029916,0.030243,-0.327,-0.05349,-0.35520,-0.06401,-0.31160
26.9201,0.028778,0.029066,-0.288,-0.05997,-0.29000,-0.06924,-0.26156
26.9401,0.027525,0.027765,-0.239,-0.06506,-0.21803,-0.07256,-0.16598
26.9601,0.026186,0.026363,-0.178,-0.06865,-0.14070,-0.07388,-0.06622
26.9801,0.024791,0.024900,-0.110,-0.07066,-0.05966,-0.07351,0.01850
27.0001,0.023371,0.023420,-0.050,-0.07102,0.02350,-0.07192,0.07954
27.0201,0.021962,0.021951,0.011,-0.06972,0.10683,-0.06855,0.16882
27.0401,0.020595,0.020519,0.076,-0.06676,0.18880,-0.06333,0.26070
27.0601,0.019301,0.019159,0.142,-0.06218,0.26768,-0.05652,0.34093
27.0801,0.018116,0.017907,0.209,-0.05608,0.34162,-0.04811,0.42048
27.1001,0.017068,0.016796,0.273,-0.04857,0.40899,-0.03847,0.48168
27.1201,0.016183,0.015847,0.335,-0.03978,0.46860,-0.02756,0.54576
27.1401,0.015484,0.015092,0.392,-0.02989,0.51901,-0.01581,0.58725
27.1601,0.014993,0.014555,0.438,-0.01909,0.55921,-0.00359,0.61098
27.1801,0.014726,0.014248,0.478,-0.00759,0.58828,0.00918,0.63851
27.2001,0.014693,0.014181,0.512,0.00438,0.60565,0.02222,0.65219
27.2201,0.014902,0.014342,0.560,0.01657,0.61086,0.03623,0.70018
27.2401,0.015355,0.014779,0.576,0.02872,0.60384,0.04850,0.61394
27.2601,0.016049,0.015499,0.549,0.04062,0.58472,0.05896,0.52285
27.2801,0.016977,0.016475,0.502,0.05204,0.55384,0.06849,0.47644
27.3001,0.018125,0.017671,0.454,0.06270,0.51196,0.07753,0.45221
27.3201,0.019478,0.019059,0.419,0.07244,0.45983,0.08623,0.43498
27.3401,0.021017,0.020631,0.386,0.08105,0.39848,0.09375,0.37575
27.3601,0.022711,0.022376,0.335,0.08833,0.32944,0.09905,0.26485
27.3801,0.024538,0.024273,0.266,0.09417,0.25389,0.10231,0.16299
27.4001,0.026467,0.026273,0.194,0.09845,0.17346,0.10410,0.08994
27.4201,0.028465,0.028335,0.130,0.10109,0.08983,0.10467,0.02847
27.4401,0.030499,0.030427,0.073,0.10203,0.00469,0.10376,-0.04553
27.4601,0.032538,0.032522,0.016,0.10128,-0.08033,0.10106,-0.13496
27.4801,0.034539,0.034594,-0.054,0.09884,-0.16319,0.09609,-0.24859
27.5001,0.036478,0.036604,-0.126,0.09477,-0.24253,0.08955,-0.32715
27.5201,0.038321,0.038515,-0.194,0.08917,-0.31674,0.08169,-0.39282
27.5401,0.040036,0.040289,-0.252,0.08215,-0.38424,0.07280,-0.44459
27.5601,0.041598,0.041905,-0.307,0.07385,-0.44381,0.06271,-0.50447
27.5801,0.042983,0.043346,-0.362,0.06445,-0.49431,0.05141,-0.56491
27.6001,0.044170,0.044582,-0.412,0.05415,-0.53481,0.03951,-0.59543
27.6201,0.045144,0.045598,-0.454,0.04314,-0.56463,0.02715,-0.61780
27.6401,0.045892,0.046376,-0.483,0.03164,-0.58330,0.01482,-0.61630
27.6601,0.046408,0.046907,-0.499,0.01987,-0.59056,0.00269,-0.60674
27.6801,0.046687,0.047195,-0.508,0.00809,-0.58644,-0.00930,-0.59923
27.7001,0.046733,0.047233,-0.500,-0.00350,-0.57119,-0.02042,-0.55623
27.7201,0.046550,0.047067,-0.517,-0.01469,-0.54527,-0.03250,-0.60401
27.7401,0.046150,0.046656,-0.506,-0.02524,-0.50941,-0.04232,-0.49071
27.7601,0.045546,0.046001,-0.455,-0.03500,-0.46444,-0.04980,-0.37423
27.7801,0.044756,0.045141,-0.385,-0.04377,-0.41146,-0.05593,-0.30671
27.8001,0.043802,0.044125,-0.322,-0.05141,-0.35172,-0.06156,-0.28118
27.8201,0.042707,0.042986,-0.279,-0.05781,-0.28641,-0.06673,-0.25879
27.8401,0.041499,0.041734,-0.235,-0.06284,-0.21726,-0.07026,-0.17656
27.8601,0.040204,0.040382,-0.178,-0.06648,-0.14546,-0.07179,-0.07623
27.8801,0.038849,0.038963,-0.115,-0.06866,-0.07255,-0.07173,0.00311
27.9001,0.037466,0.037522,-0.056,-0.06938,-0.00018,-0.07052,0.06055
27.9201,0.036084,0.036088,-0.004,-0.06868,0.07022,-0.06814,0.11876
27.9401,0.034729,0.034684,0.045,-0.06660,0.13740,-0.06443,0.18575
27.9601,0.033429,0.033328,0.101,-0.06321,0.20001,-0.05905,0.26864
27.9801,0.032209,0.032050,0.159,-0.05863,0.25693,-0.05249,0.32810
28.0001,0.031091,0.030887,0.203,-0.05298,0.30714,-0.04548,0.35053
28.0201,0.030095,0.029854,0.242,-0.04640,0.34981,-0.03767,0.39030
28.0401,0.029240,0.028962,0.278,-0.03904,0.38429,-0.02914,0.42684
28.0601,0.028538,0.028226,0.312,-0.03109,0.41013,-0.02005,0.45458
28.0801,0.028000,0.027663,0.337,-0.02270,0.42713,-0.01091,0.45663
28.1001,0.027632,0.027282,0.350,-0.01406,0.43521,-0.00199,0.44627
28.1201,0.027438,0.027083,0.355,-0.00534,0.43452,0.00677,0.43799
28.1401,0.027417,0.027062,0.355,0.00327,0.42540,0.01535,0.42876
28.1601,0.027567,0.027189,0.377,0.01162,0.40837,0.02473,0.46898
28.1801,0.027879,0.027503,0.376,0.01955,0.38408,0.03232,0.37952
28.2001,0.028345,0.028006,0.339,0.02694,0.35333,0.03798,0.28328
28.2201,0.028952,0.028667,0.285,0.03365,0.31708,0.04264,0.23309
28.2401,0.029686,0.029445,0.241,0.03959,0.27632,0.04724,0.22958
28.2601,0.030531,0.030314,0.216,0.04468,0.23213,0.05171,0.22352
28.2801,0.031467,0.031275,0.192,0.04886,0.18564,0.05508,0.16850
28.3001,0.032479,0.032324,0.154,0.05210,0.13790,0.05686,0.08894
28.3201,0.033545,0.033437,0.109,0.05438,0.09007,0.05747,0.03097
28.3401,0.034647,0.034579,0.068,0.05571,0.04323,0.05747,-0.00022
28.3601,0.035767,0.035733,0.034,0.05612,-0.00173,0.05684,-0.03132
28.3801,0.036886,0.036883,0.003,0.05566,-0.04380,0.05538,-0.07345
28.4001,0.037988,0.038016,-0.029,0.05439,-0.08226,0.05299,-0.11902
28.4201,0.039057,0.039116,-0.059,0.05240,-0.11648,0.04999,-0.15004
28.4401,0.040080,0.040169,-0.089,0.04976,-0.14586,0.04636,-0.18184
28.4601,0.041044,0.041156,-0.112,0.04660,-0.17004,0.04250,-0.19287
28.4801,0.041941,0.042069,-0.128,0.04300,-0.18883,0.03843,-0.20363
28.5001,0.042763,0.042901,-0.138,0.03907,-0.20212,0.03425,-0.20870
28.5201,0.043504,0.043658,-0.154,0.03494,-0.20997,0.02950,-0.23782
28.5401,0.044160,0.044329,-0.169,0.03071,-0.21260,0.02479,-0.23524
28.5601,0.044732,0.044900,-0.168,0.02647,-0.21034,0.02079,-0.20032
28.5801,0.045219,0.045378,-0.159,0.02233,-0.20366,0.01703,-0.18796
28.6001,0.045626,0.045779,-0.154,0.01836,-0.19308,0.01321,-0.19076
28.6201,0.045955,0.046105,-0.150,0.01463,-0.17924,0.00960,-0.18076
28.6401,0.046213,0.046351,-0.138,0.01120,-0.16282,0.00668,-0.14560
28.6601,0.046406,0.046529,-0.123,0.00813,-0.14458,0.00412,-0.12805
28.6801,0.046541,0.046647,-0.107,0.00543,-0.12519,0.00202,-0.10503
28.7001,0.046626,0.046715,-0.089,0.00313,-0.10543,0.00032,-0.08497
28.7201,0.046668,0.046743,-0.075,0.00121,-0.08596,-0.00115,-0.07390
28.7401,0.046677,0.046743,-0.066,-0.00032,-0.06749,-0.00246,-0.06525
28.7601,0.046658,0.046730,-0.072,-0.00150,-0.05059,-0.00403,-0.07863
28.7801,0.046619,0.046687,-0.068,-0.00236,-0.03575,-0.00461,-0.02866
28.8001,0.046565,0.046616,-0.051,-0.00294,-0.02339,-0.00444,0.00824
28.8201,0.046502,0.046527,-0.025,-0.00331,-0.01381,-0.00382,0.03110
28.8401,0.046434,0.046448,-0.015,-0.00352,-0.00723,-0.00388,-0.00301
28.8601,0.046362,0.046375,-0.012,-0.00362,-0.00371,-0.00400,-0.00619
28.8801,0.046289,0.046300,-0.011,-0.00369,-0.00323,-0.00404,-0.00204
28.9001,0.046215,0.046222,-0.007,-0.00377,-0.00564,-0.00396,0.00412
28.9203,0.046137,0.046140,-0.003,-0.00393,-0.01075,-0.00400,-0.00178
28.9402,0.046056,0.046068,-0.012,-0.00422,-0.01807,-0.00474,-0.03707
28.9601,0.045968,0.045987,-0.019,-0.00466,-0.02721,-0.00539,-0.03233
28.9801,0.045869,0.045897,-0.028,-0.00531,-0.03776,-0.00638,-0.04986
29.0001,0.045755,0.045788,-0.033,-0.00618,-0.04912,-0.00739,-0.05020
29.0201,0.045620,0.045653,-0.033,-0.00728,-0.06074,-0.00840,-0.05048
29.0401,0.045462,0.045503,-0.041,-0.00861,-0.07199,-0.01012,-0.08612
29.0601,0.045275,0.045331,-0.057,-0.01015,-0.08230,-0.01228,-0.10817
29.0801,0.045055,0.045117,-0.063,-0.01189,-0.09112,-0.01410,-0.09104
29.1001,0.044798,0.044868,-0.070,-0.01378,-0.09790,-0.01624,-0.10688
29.1201,0.044503,0.044572,-0.069,-0.01579,-0.10222,-0.01812,-0.09411
29.1401,0.044166,0.044236,-0.070,-0.01785,-0.10370,-0.02022,-0.10493
29.1601,0.043789,0.043865,-0.077,-0.01991,-0.10204,-0.02261,-0.11921
29.1801,0.043370,0.043451,-0.081,-0.02191,-0.09706,-0.02471,-0.10534
29.2001,0.042913,0.042988,-0.075,-0.02377,-0.08870,-0.02624,-0.07616
29.2201,0.042421,0.042484,-0.064,-0.02544,-0.07700,-0.02747,-0.06157
29.2401,0.041897,0.041953,-0.056,-0.02683,-0.06209,-0.02865,-0.05898
29.2601,0.041349,0.041397,-0.048,-0.02790,-0.04429,-0.02942,-0.03862
29.2801,0.040784,0.040819,-0.035,-0.02859,-0.02394,-0.02962,-0.00984
29.3001,0.040209,0.040225,-0.016,-0.02884,-0.00152,-0.02915,0.02302
29.3201,0.039633,0.039631,0.002,-0.02864,0.02242,-0.02834,0.04084
29.3401,0.039067,0.039052,0.014,-0.02794,0.04720,-0.02729,0.05259
29.3601,0.038518,0.038487,0.031,-0.02675,0.07221,-0.02549,0.08985
29.3801,0.038000,0.037946,0.054,-0.02506,0.09662,-0.02292,0.12834
29.4001,0.037520,0.037446,0.074,-0.02289,0.11978,-0.02013,0.13968
29.4201,0.037087,0.036998,0.090,-0.02028,0.14092,-0.01702,0.15527
29.4401,0.036711,0.036606,0.105,-0.01727,0.15935,-0.01350,0.17598
29.4601,0.036398,0.036276,0.122,-0.01393,0.17442,-0.00957,0.19685
29.4801,0.036156,0.036020,0.136,-0.01033,0.18549,-0.00551,0.20272
29.5001,0.035987,0.035849,0.138,-0.00653,0.19213,-0.00181,0.18491
29.5201,0.035895,0.035757,0.137,-0.00267,0.19390,0.00199,0.19039
29.5401,0.035880,0.035733,0.147,0.00118,0.19055,0.00632,0.21609
29.5601,0.035941,0.035765,0.176,0.00491,0.18193,0.01129,0.24887
29.5801,0.036075,0.035893,0.182,0.00843,0.16799,0.01469,0.16992
29.6001,0.036276,0.036125,0.151,0.01160,0.14900,0.01632,0.08123
29.6201,0.036537,0.036420,0.116,0.01435,0.12506,0.01787,0.07768
29.6401,0.036846,0.036749,0.097,0.01658,0.09677,0.01963,0.08806
29.6601,0.037195,0.037113,0.082,0.01820,0.06458,0.02078,0.05756
29.6801,0.037570,0.037512,0.057,0.01914,0.02919,0.02077,-0.00042
29.7002,0.037958,0.037929,0.029,0.01935,-0.00879,0.01998,-0.03963
29.7201,0.038339,0.038343,-0.004,0.01878,-0.04790,0.01820,-0.08881
29.7401,0.038702,0.038734,-0.032,0.01743,-0.08772,0.01596,-0.11221
29.7601,0.039031,0.039092,-0.061,0.01528,-0.12716,0.01281,-0.15741
29.7801,0.039308,0.039400,-0.092,0.01235,-0.16504,0.00881,-0.20017
29.8001,0.039520,0.039645,-0.125,0.00869,-0.20048,0.00400,-0.24023
29.8201,0.039651,0.039805,-0.154,0.00436,-0.23233,-0.00124,-0.26231
29.8401,0.039690,0.039869,-0.179,-0.00057,-0.25977,-0.00699,-0.28759
29.8601,0.039625,0.039848,-0.223,-0.00600,-0.28187,-0.01415,-0.35786
29.8801,0.039448,0.039711,-0.263,-0.01180,-0.29788,-0.02126,-0.35565
29.9001,0.039151,0.039421,-0.270,-0.01787,-0.30715,-0.02711,-0.29246
29.9201,0.038732,0.038982,-0.250,-0.02405,-0.30918,-0.03228,-0.25848
29.9401,0.038189,0.038423,-0.234,-0.03019,-0.30364,-0.03792,-0.28198
29.9601,0.037526,0.037761,-0.235,-0.03614,-0.29036,-0.04417,-0.31215
29.9801,0.036747,0.036985,-0.238,-0.04175,-0.26940,-0.04988,-0.28586
30.0001,0.035860,0.036084,-0.224,-0.04686,-0.24091,-0.05428,-0.21999
30.0201,0.034876,0.035069,-0.192,-0.05134,-0.20528,-0.05747,-0.15951
30.0401,0.033812,0.033966,-0.154,-0.05503,-0.16316,-0.05977,-0.11469
30.0601,0.032682,0.032803,-0.121,-0.05782,-0.11522,-0.06150,-0.08681
30.0801,0.031504,0.031594,-0.090,-0.05961,-0.06232,-0.06227,-0.03852
30.1001,0.030304,0.030357,-0.053,-0.06029,-0.00571,-0.06162,0.03280
30.1201,0.029102,0.029110,-0.009,-0.05982,0.05357,-0.05954,0.10409
30.1401,0.027920,0.027881,0.039,-0.05814,0.11433,-0.05620,0.16690
30.1601,0.026783,0.026700,0.082,-0.05524,0.17518,-0.05187,0.21630
30.1801,0.025718,0.025588,0.130,-0.05114,0.23461,-0.04610,0.28855
30.2001,0.024746,0.024566,0.180,-0.04588,0.29142,-0.03909,0.35059
30.2201,0.023890,0.023659,0.232,-0.03951,0.34422,-0.03097,0.40589
30.2401,0.023172,0.022894,0.277,-0.03214,0.39173,-0.02213,0.44225
30.2601,0.022610,0.022292,0.318,-0.02388,0.43265,-0.01255,0.47878
30.2801,0.022222,0.021867,0.354,-0.01489,0.46591,-0.00237,0.50917
30.3001,0.022019,0.021633,0.386,-0.00531,0.49065,0.00823,0.52995
30.3201,0.022012,0.021604,0.408,0.00467,0.50604,0.01881,0.52916
30.3401,0.022207,0.021750,0.456,0.01486,0.51150,0.03102,0.61021
30.3601,0.022606,0.022131,0.476,0.02506,0.50666,0.04149,0.52359
30.3801,0.023209,0.022751,0.458,0.03507,0.49132,0.05042,0.44653
30.4001,0.024006,0.023593,0.414,0.04465,0.46564,0.05814,0.38585
30.4201,0.024990,0.024618,0.371,0.05362,0.42985,0.06570,0.37791
30.4401,0.026146,0.025802,0.344,0.06178,0.38447,0.07311,0.37075
30.4601,0.027453,0.027136,0.317,0.06893,0.33034,0.07938,0.31348
30.4801,0.028895,0.028620,0.275,0.07494,0.26824,0.08375,0.21828
30.5001,0.030443,0.030229,0.214,0.07962,0.19945,0.08610,0.11788
30.5201,0.032072,0.031919,0.153,0.08288,0.12520,0.08729,0.05916
30.5401,0.033748,0.033653,0.095,0.08461,0.04706,0.08710,-0.00952
30.5601,0.035446,0.035403,0.043,0.08474,-0.03364,0.08553,-0.07817
30.5801,0.037127,0.037144,-0.017,0.08326,-0.11496,0.08189,-0.18227
30.6001,0.038764,0.038847,-0.084,0.08015,-0.19548,0.07645,-0.27203
30.6201,0.040321,0.040473,-0.151,0.07546,-0.27340,0.06944,-0.35061
30.6401,0.041772,0.041988,-0.217,0.06924,-0.34722,0.06103,-0.42029
30.6601,0.043082,0.043362,-0.280,0.06161,-0.41519,0.05128,-0.48768
30.6801,0.044228,0.044564,-0.335,0.05267,-0.47600,0.04055,-0.53609
30.7001,0.045182,0.045576,-0.394,0.04263,-0.52811,0.02848,-0.60388
30.7201,0.045926,0.046372,-0.446,0.03162,-0.57050,0.01578,-0.63471
30.7401,0.046442,0.046931,-0.488,0.01988,-0.60215,0.00272,-0.65315
30.7601,0.046718,0.047240,-0.522,0.00761,-0.62231,-0.01058,-0.66522
30.7801,0.046745,0.047290,-0.545,-0.00493,-0.63044,-0.02373,-0.65748
30.8001,0.046520,0.047101,-0.580,-0.01751,-0.62629,-0.03772,-0.69915
30.8201,0.046046,0.046634,-0.589,-0.02990,-0.60981,-0.05001,-0.61471
30.8401,0.045327,0.045884,-0.556,-0.04183,-0.58124,-0.06031,-0.51515
30.8601,0.044377,0.044879,-0.501,-0.05307,-0.54109,-0.06941,-0.45463
30.8801,0.043211,0.043655,-0.445,-0.06340,-0.49008,-0.07779,-0.41892
30.9001,0.041844,0.042249,-0.405,-0.07264,-0.42897,-0.08589,-0.40546
30.9201,0.040313,0.040671,-0.358,-0.08052,-0.35949,-0.09208,-0.30904
30.9401,0.038636,0.038932,-0.295,-0.08695,-0.28257,-0.09618,-0.20527
30.9601,0.036847,0.037068,-0.221,-0.09178,-0.19989,-0.09832,-0.10716
30.9801,0.034978,0.035129,-0.151,-0.09491,-0.11299,-0.09915,-0.04114
31.0001,0.033064,0.033151,-0.088,-0.09628,-0.02373,-0.09844,0.03536
31.0201,0.031138,0.031165,-0.027,-0.09586,0.06625,-0.09598,0.12283
31.0401,0.029240,0.029199,0.042,-0.09364,0.15498,-0.09132,0.23303
31.0601,0.027404,0.027287,0.117,-0.08968,0.24073,-0.08472,0.33028
31.0801,0.025664,0.025474,0.190,-0.08404,0.32178,-0.07664,0.40406
31.1001,0.024053,0.023796,0.257,-0.07685,0.39646,-0.06723,0.47042
31.1201,0.022600,0.022279,0.321,-0.06824,0.46332,-0.05648,0.53747
31.1401,0.021333,0.020952,0.380,-0.05838,0.52097,-0.04469,0.58928
31.1601,0.020272,0.019836,0.436,-0.04746,0.56838,-0.03191,0.63930
31.1801,0.019439,0.018954,0.485,-0.03571,0.60454,-0.01858,0.66627
31.2001,0.018847,0.018324,0.523,-0.02335,0.62880,-0.00506,0.67590
31.2201,0.018507,0.017959,0.548,-0.01064,0.64068,0.00833,0.66943
