t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
20.2001,0.033011,0.032793,0.218,0.02465,0.26047,0.03192,0.18433
20.2201,0.033554,0.033371,0.182,0.02950,0.22403,0.03560,0.18429
20.2401,0.034186,0.034025,0.161,0.03359,0.18373,0.03910,0.17467
20.2601,0.034892,0.034751,0.141,0.03683,0.14069,0.04167,0.12841
20.2801,0.035653,0.035547,0.106,0.03920,0.09605,0.04254,0.04390
20.3001,0.036454,0.036387,0.067,0.04067,0.05079,0.04260,0.00285
20.3201,0.037275,0.037241,0.034,0.04124,0.00615,0.04203,-0.02871
20.3401,0.038099,0.038095,0.003,0.04093,-0.03696,0.04064,-0.06919
20.3601,0.038907,0.038930,-0.023,0.03978,-0.07747,0.03859,-0.10278
20.3801,0.039684,0.039739,-0.055,0.03785,-0.11457,0.03547,-0.15576
20.4001,0.040416,0.040502,-0.086,0.03522,-0.14749,0.03173,-0.18721
20.4201,0.041088,0.041201,-0.112,0.03199,-0.17559,0.02760,-0.20637
20.4401,0.041691,0.041821,-0.130,0.02824,-0.19844,0.02334,-0.21304
20.4601,0.042216,0.042357,-0.142,0.02408,-0.21569,0.01883,-0.22548
20.4801,0.042654,0.042807,-0.153,0.01965,-0.22711,0.01398,-0.24268
20.5001,0.043000,0.043172,-0.172,0.01504,-0.23271,0.00863,-0.26720
20.5201,0.043254,0.043434,-0.180,0.01038,-0.23260,0.00379,-0.24200
20.5401,0.043416,0.043589,-0.173,0.00577,-0.22704,-0.00035,-0.20702
20.5601,0.043487,0.043649,-0.163,0.00132,-0.21642,-0.00440,-0.20273
20.5801,0.043471,0.043639,-0.168,-0.00286,-0.20125,-0.00898,-0.22866
20.6001,0.043374,0.043558,-0.184,-0.00670,-0.18215,-0.01351,-0.22691
20.6201,0.043205,0.043376,-0.170,-0.01012,-0.15978,-0.01608,-0.12848
20.6401,0.042973,0.043098,-0.125,-0.01307,-0.13491,-0.01701,-0.04613
20.6601,0.042686,0.042776,-0.090,-0.01551,-0.10832,-0.01828,-0.06352
20.6801,0.042356,0.042428,-0.072,-0.01740,-0.08077,-0.01975,-0.07369
20.7001,0.041994,0.042054,-0.060,-0.01874,-0.05308,-0.02077,-0.05078
20.7201,0.041610,0.041655,-0.045,-0.01953,-0.02601,-0.02092,-0.00784
20.7401,0.041216,0.041237,-0.021,-0.01979,-0.00026,-0.02025,0.03356
20.7601,0.040822,0.040821,0.000,-0.01955,0.02352,-0.01925,0.04989
20.7801,0.040437,0.040415,0.022,-0.01886,0.04479,-0.01781,0.07229
20.8001,0.040070,0.040031,0.039,-0.01778,0.06308,-0.01615,0.08274
20.8201,0.039728,0.039685,0.043,-0.01636,0.07805,-0.01476,0.06976
20.8401,0.039417,0.039369,0.048,-0.01468,0.08945,-0.01289,0.09356
20.8601,0.039142,0.039080,0.062,-0.01281,0.09717,-0.01039,0.12483
20.8801,0.038906,0.038835,0.071,-0.01082,0.10122,-0.00816,0.11134
20.9001,0.038710,0.038634,0.075,-0.00878,0.10171,-0.00601,0.10764
20.9201,0.038554,0.038478,0.076,-0.00677,0.09887,-0.00404,0.09866
20.9401,0.038438,0.038368,0.070,-0.00485,0.09303,-0.00239,0.08227
20.9601,0.038359,0.038297,0.063,-0.00307,0.08461,-0.00091,0.07408
20.9801,0.038314,0.038258,0.057,-0.00148,0.07410,0.00048,0.06939
21.0001,0.038299,0.038246,0.053,-0.00012,0.06204,0.00173,0.06290
21.0201,0.038308,0.038251,0.057,0.00100,0.04901,0.00310,0.06821
21.0401,0.038337,0.038275,0.062,0.00184,0.03563,0.00413,0.05175
21.0601,0.038380,0.038332,0.047,0.00242,0.02246,0.00394,-0.00974
21.0801,0.038432,0.038405,0.027,0.00275,0.01011,0.00346,-0.02371
21.1001,0.038488,0.038478,0.010,0.00284,-0.00089,0.00298,-0.02417
21.1201,0.038544,0.038537,0.006,0.00272,-0.01006,0.00291,-0.00376
21.1401,0.038596,0.038590,0.006,0.00245,-0.01702,0.00267,-0.01188
21.1601,0.038641,0.038646,-0.004,0.00206,-0.02141,0.00176,-0.04529
21.1801,0.038678,0.038691,-0.013,0.00161,-0.02303,0.00103,-0.03651
21.2001,0.038706,0.038720,-0.014,0.00116,-0.02177,0.00063,-0.02004
21.2201,0.038725,0.038736,-0.012,0.00076,-0.01761,0.00000,-0.03160
21.2401,0.038737,0.038747,-0.010,0.00047,-0.01066,0.00000,0.00000
21.2602,0.038745,0.038747,-0.003,0.00035,-0.00109,0.00000,0.00000
21.2802,0.038752,0.038748,0.005,0.00044,0.01069,0.00000,0.00000
21.3002,0.038764,0.038748,0.016,0.00079,0.02429,0.00000,0.00000
21.3202,0.038786,0.038748,0.038,0.00142,0.03919,0.00307,0.15350
21.3401,0.038823,0.038754,0.069,0.00236,0.05476,0.00522,0.10750
21.3601,0.038882,0.038827,0.055,0.00361,0.07053,0.00542,0.00986
21.3801,0.038969,0.038934,0.035,0.00517,0.08577,0.00616,0.03694
21.4001,0.039091,0.039050,0.040,0.00703,0.09978,0.00856,0.12009
21.4201,0.039252,0.039183,0.069,0.00915,0.11191,0.01202,0.17336
21.4401,0.039458,0.039363,0.095,0.01149,0.12149,0.01526,0.16157
21.4601,0.039713,0.039617,0.095,0.01399,0.12794,0.01743,0.10856
21.4801,0.040019,0.039934,0.084,0.01658,0.13073,0.01948,0.10266
21.5001,0.040376,0.040293,0.084,0.01919,0.12940,0.02219,0.13546
21.5201,0.040786,0.040694,0.092,0.02173,0.12362,0.02517,0.14916
21.5401,0.041244,0.041149,0.095,0.02411,0.11317,0.02758,0.12042
21.5601,0.041748,0.041665,0.083,0.02623,0.09795,0.02904,0.07317
21.5801,0.042291,0.042226,0.065,0.02799,0.07799,0.03011,0.05322
21.6001,0.042865,0.042810,0.055,0.02931,0.05348,0.03115,0.05214
21.6201,0.043459,0.043421,0.038,0.03010,0.02478,0.03124,0.00434
21.6401,0.044064,0.044049,0.015,0.03028,-0.00775,0.03054,-0.03474
21.6601,0.044665,0.044670,-0.004,0.02977,-0.04343,0.02936,-0.05910
21.6801,0.045250,0.045275,-0.025,0.02852,-0.08164,0.02733,-0.10153
21.7001,0.045802,0.045858,-0.057,0.02649,-0.12155,0.02405,-0.16387
21.7202,0.046308,0.046394,-0.086,0.02364,-0.16247,0.02014,-0.19568
21.7401,0.046742,0.046861,-0.118,0.02001,-0.20266,0.01533,-0.24068
21.7601,0.047100,0.047252,-0.152,0.01555,-0.24202,0.00966,-0.28346
21.7801,0.047360,0.047545,-0.185,0.01034,-0.27909,0.00322,-0.32166
21.8001,0.047509,0.047718,-0.209,0.00441,-0.31292,-0.00344,-0.33339
21.8201,0.047532,0.047763,-0.231,-0.00215,-0.34252,-0.01074,-0.36505
21.8401,0.047419,0.047701,-0.282,-0.00926,-0.36695,-0.02006,-0.46589
21.8601,0.047159,0.047487,-0.328,-0.01679,-0.38537,-0.02920,-0.45685
21.8801,0.046745,0.047082,-0.337,-0.02463,-0.39704,-0.03688,-0.38412
21.9001,0.046173,0.046488,-0.316,-0.03262,-0.40136,-0.04371,-0.34118
21.9201,0.045440,0.045737,-0.297,-0.04063,-0.39784,-0.05107,-0.36826
21.9401,0.044549,0.044847,-0.299,-0.04848,-0.38621,-0.05927,-0.40998
21.9601,0.043503,0.043808,-0.306,-0.05602,-0.36633,-0.06712,-0.39272
21.9801,0.042311,0.042605,-0.294,-0.06308,-0.33829,-0.07352,-0.31987
22.0001,0.040984,0.041242,-0.258,-0.06950,-0.30233,-0.07832,-0.24000
22.0201,0.039536,0.039752,-0.216,-0.07513,-0.25889,-0.08233,-0.20064
22.0401,0.037985,0.038164,-0.179,-0.07981,-0.20861,-0.08580,-0.17307
22.0601,0.036351,0.036500,-0.149,-0.08343,-0.15229,-0.08842,-0.13114
22.0801,0.034656,0.034769,-0.113,-0.08587,-0.09089,-0.08946,-0.05190
22.1001,0.032924,0.032989,-0.065,-0.08704,-0.02553,-0.08873,0.03611
22.1201,0.031182,0.031197,-0.015,-0.08687,0.04260,-0.08676,0.09878
22.1401,0.029459,0.029428,0.031,-0.08533,0.11208,-0.08360,0.15774
22.1601,0.027779,0.027698,0.082,-0.08239,0.18163,-0.07880,0.24036
22.1801,0.026172,0.026035,0.137,-0.07807,0.24979,-0.07242,0.31895
22.2001,0.024665,0.024473,0.192,-0.07242,0.31504,-0.06478,0.38209
22.2201,0.023284,0.023039,0.246,-0.06550,0.37608,-0.05597,0.44040
22.2401,0.022053,0.021759,0.294,-0.05741,0.43151,-0.04619,0.48897
22.2601,0.020995,0.020655,0.339,-0.04828,0.48008,-0.03548,0.53531
22.2801,0.020128,0.019748,0.380,-0.03826,0.52064,-0.02406,0.57131
22.3001,0.019469,0.019051,0.418,-0.02752,0.55220,-0.01196,0.60489
22.3201,0.019031,0.018581,0.449,-0.01624,0.57394,0.00033,0.61468
22.3401,0.018822,0.018349,0.473,-0.00463,0.58524,0.01270,0.61830
22.3601,0.018846,0.018350,0.496,0.00710,0.58568,0.02525,0.62755
22.3801,0.019105,0.018588,0.517,0.01872,0.57506,0.03761,0.61788
22.4001,0.019593,0.019093,0.500,0.03003,0.55343,0.04783,0.51083
22.4201,0.020302,0.019850,0.452,0.04079,0.52107,0.05644,0.43092
22.4401,0.021219,0.020820,0.399,0.05079,0.47851,0.06446,0.40084
22.4601,0.022325,0.021968,0.358,0.05985,0.42649,0.07220,0.38676
22.4801,0.023604,0.023278,0.326,0.06779,0.36584,0.07913,0.34670
22.5001,0.025029,0.024743,0.286,0.07443,0.29778,0.08420,0.25372
22.5201,0.026578,0.026347,0.231,0.07967,0.22328,0.08728,0.15379
22.5401,0.028207,0.028050,0.157,0.08335,0.14462,0.08803,0.03754
22.5601,0.029897,0.029806,0.091,0.08543,0.06266,0.08784,-0.00937
22.5801,0.031613,0.031576,0.037,0.08585,-0.02077,0.08645,-0.06950
22.6001,0.033318,0.033327,-0.009,0.08460,-0.10386,0.08367,-0.13938
22.6201,0.034984,0.035052,-0.068,0.08170,-0.18519,0.07851,-0.25798
22.6401,0.036576,0.036716,-0.140,0.07722,-0.26288,0.07124,-0.36343
22.6601,0.038062,0.038277,-0.215,0.07123,-0.33533,0.06249,-0.43751
22.6801,0.039415,0.039685,-0.269,0.06385,-0.40115,0.05344,-0.45231
22.7001,0.040608,0.040915,-0.307,0.05523,-0.45882,0.04368,-0.48802
22.7201,0.041617,0.041970,-0.353,0.04556,-0.50721,0.03226,-0.57106
22.7401,0.042424,0.042829,-0.405,0.03502,-0.54529,0.01976,-0.62480
22.7601,0.043014,0.043466,-0.452,0.02382,-0.57222,0.00692,-0.64212
22.7801,0.043375,0.043854,-0.479,0.01218,-0.58747,-0.00543,-0.61737
22.8001,0.043500,0.043992,-0.492,0.00039,-0.59064,-0.01747,-0.60214
22.8201,0.043390,0.043902,-0.511,-0.01136,-0.58169,-0.03002,-0.62769
22.8401,0.043048,0.043554,-0.506,-0.02281,-0.56080,-0.04094,-0.54599
22.8601,0.042482,0.042954,-0.473,-0.03372,-0.52842,-0.05030,-0.46784
22.8801,0.041705,0.042119,-0.414,-0.04387,-0.48525,-0.05803,-0.38668
22.9001,0.040734,0.041098,-0.364,-0.05306,-0.43216,-0.06552,-0.37458
22.9201,0.039590,0.039916,-0.326,-0.06110,-0.37029,-0.07234,-0.34060
22.9401,0.038298,0.038585,-0.287,-0.06782,-0.30094,-0.07765,-0.26552
22.9601,0.036886,0.037116,-0.230,-0.07310,-0.22557,-0.08065,-0.15016
22.9801,0.035386,0.035544,-0.158,-0.07681,-0.14595,-0.08156,-0.04531
23.0001,0.033827,0.033920,-0.093,-0.07891,-0.06354,-0.08142,0.00684
23.0201,0.032242,0.032285,-0.043,-0.07935,0.01987,-0.08024,0.05915
23.0401,0.030664,0.030656,0.007,-0.07812,0.10252,-0.07721,0.15122
23.0602,0.029118,0.029058,0.061,-0.07524,0.18303,-0.07237,0.24229
23.0801,0.027663,0.027524,0.138,-0.07084,0.25844,-0.06485,0.37583
23.1001,0.026302,0.026091,0.211,-0.06496,0.32847,-0.05643,0.42110
23.1201,0.025073,0.024810,0.263,-0.05775,0.39114,-0.04761,0.44093
23.1401,0.023999,0.023696,0.304,-0.04937,0.44528,-0.03790,0.48561
23.1601,0.023105,0.022761,0.344,-0.04002,0.48963,-0.02710,0.53968
23.1801,0.022405,0.022017,0.389,-0.02987,0.52345,-0.01529,0.59071
23.2001,0.021914,0.021489,0.425,-0.01914,0.54602,-0.00336,0.59627
23.2201,0.021642,0.021192,0.450,-0.00811,0.55686,0.00840,0.58796
23.2401,0.021591,0.021138,0.453,0.00304,0.55586,0.01938,0.54922
23.2601,0.021762,0.021285,0.477,0.01405,0.54309,0.03154,0.60823
23.2801,0.022151,0.021675,0.476,0.02470,0.51887,0.04180,0.51287
23.3001,0.022746,0.022307,0.439,0.03474,0.48383,0.05008,0.41395
23.3201,0.023534,0.023155,0.379,0.04397,0.43879,0.05685,0.33844
23.3401,0.024498,0.024173,0.325,0.05222,0.38472,0.06321,0.31775
23.3601,0.025616,0.025328,0.288,0.05931,0.32282,0.06920,0.29986
23.3801,0.026862,0.026612,0.250,0.06509,0.25455,0.07359,0.21935
23.4001,0.028210,0.028017,0.193,0.06946,0.18137,0.07569,0.10510
23.4201,0.029629,0.029504,0.125,0.07233,0.10493,0.07594,0.01222
23.4401,0.031092,0.031025,0.067,0.07364,0.02678,0.07529,-0.03230
23.4601,0.032566,0.032547,0.019,0.07340,-0.05136,0.07346,-0.09154
23.4801,0.034018,0.034052,-0.033,0.07160,-0.12777,0.06972,-0.18717
23.5001,0.035421,0.035513,-0.092,0.06830,-0.20094,0.06425,-0.27329
23.5201,0.036741,0.036894,-0.154,0.06360,-0.26912,0.05726,-0.34958
23.5401,0.037957,0.038164,-0.208,0.05757,-0.33124,0.04940,-0.39270
23.5601,0.039038,0.039294,-0.256,0.05039,-0.38574,0.04056,-0.44199
23.5801,0.039966,0.040265,-0.299,0.04220,-0.43165,0.03088,-0.48444
23.6001,0.040721,0.041058,-0.337,0.03319,-0.46807,0.02054,-0.51662
23.6201,0.041289,0.041658,-0.369,0.02355,-0.49435,0.00986,-0.53398
23.6401,0.041660,0.042054,-0.394,0.01348,-0.51004,-0.00102,-0.54430
23.6601,0.041827,0.042234,-0.407,0.00322,-0.51493,-0.01159,-0.52861
23.6801,0.041789,0.042214,-0.425,-0.00702,-0.50907,-0.02255,-0.54786
23.7001,0.041547,0.041987,-0.440,-0.01706,-0.49268,-0.03311,-0.52779
23.7201,0.041108,0.041535,-0.426,-0.02668,-0.46625,-0.04186,-0.43747
23.7401,0.040484,0.040863,-0.379,-0.03567,-0.43050,-0.04870,-0.34199
23.7601,0.039687,0.040009,-0.322,-0.04385,-0.38635,-0.05468,-0.29930
23.7801,0.038736,0.039019,-0.282,-0.05107,-0.33481,-0.06072,-0.30200
23.8001,0.037654,0.037904,-0.250,-0.05719,-0.27723,-0.06578,-0.25292
23.8201,0.036458,0.036672,-0.213,-0.06212,-0.21470,-0.06931,-0.17647
23.8401,0.035177,0.035336,-0.159,-0.06575,-0.14874,-0.07077,-0.07279
23.8601,0.033838,0.033937,-0.100,-0.06805,-0.08085,-0.07086,-0.00486
23.8801,0.032465,0.032516,-0.052,-0.06898,-0.01240,-0.07021,0.03254
23.9001,0.031083,0.031099,-0.016,-0.06855,0.05525,-0.06865,0.07794
23.9201,0.029727,0.029698,0.029,-0.06679,0.12033,-0.06518,0.17373
23.9401,0.028421,0.028331,0.091,-0.06377,0.18154,-0.05970,0.27387
23.9601,0.027188,0.027040,0.148,-0.05957,0.23781,-0.05348,0.31101
23.9801,0.026047,0.025861,0.187,-0.05430,0.28812,-0.04709,0.31962
24.0001,0.025021,0.024809,0.212,-0.04809,0.33144,-0.04012,0.34852
24.0206,0.024108,0.023840,0.268,-0.04091,0.36769,-0.03055,0.47830
24.0407,0.023362,0.023058,0.304,-0.03323,0.39470,-0.02182,0.43640
24.0601,0.022793,0.022486,0.307,-0.02539,0.41234,-0.01431,0.37559
24.0801,0.022368,0.022063,0.305,-0.01704,0.42171,-0.00608,0.41149
24.1001,0.022112,0.021799,0.313,-0.00859,0.42215,0.00277,0.44260
24.1201,0.022024,0.021698,0.327,-0.00020,0.41382,0.01174,0.44848
24.1401,0.022102,0.021747,0.355,0.00792,0.39715,0.02104,0.46522
24.1601,0.022338,0.021986,0.352,0.01563,0.37269,0.02827,0.36145
24.1801,0.022723,0.022413,0.310,0.02277,0.34124,0.03338,0.25523
24.2001,0.023244,0.022995,0.248,0.02922,0.30356,0.03737,0.19969
24.2201,0.023886,0.023677,0.209,0.03488,0.26065,0.04190,0.22665
24.2401,0.024634,0.024439,0.195,0.03963,0.21351,0.04649,0.22917
24.2601,0.025466,0.025291,0.176,0.04340,0.16341,0.04947,0.14895
24.2801,0.026362,0.026237,0.126,0.04615,0.11151,0.05003,0.02809
24.3001,0.027305,0.027234,0.071,0.04786,0.05878,0.04972,-0.01520
24.3201,0.028269,0.028236,0.033,0.04851,0.00661,0.04921,-0.02579
24.3401,0.029238,0.029229,0.008,0.04813,-0.04414,0.04811,-0.05480
24.3601,0.030189,0.030212,-0.023,0.04676,-0.09236,0.04553,-0.12914
24.3801,0.031101,0.031168,-0.067,0.04446,-0.13700,0.04147,-0.20276
24.4001,0.031961,0.032068,-0.107,0.04131,-0.17747,0.03693,-0.22692
24.4201,0.032748,0.032882,-0.134,0.03740,-0.21289,0.03224,-0.23481
24.4401,0.033452,0.033608,-0.156,0.03283,-0.24288,0.02693,-0.26566
24.4601,0.034059,0.034238,-0.179,0.02771,-0.26697,0.02098,-0.29720
24.4801,0.034559,0.034757,-0.198,0.02218,-0.28491,0.01479,-0.30960
24.5001,0.034945,0.035162,-0.217,0.01636,-0.29664,0.00830,-0.32448
24.5201,0.035212,0.035438,-0.226,0.01036,-0.30223,0.00209,-0.31074
24.5401,0.035359,0.035586,-0.227,0.00431,-0.30190,-0.00390,-0.29910
24.5636,0.035377,0.035600,-0.223,-0.00271,-0.29445,-0.01066,-0.33799
24.5813,0.035283,0.035543,-0.260,-0.00785,-0.28417,-0.01770,-0.35195
24.6002,0.035085,0.035362,-0.277,-0.01307,-0.26940,-0.02326,-0.27847
24.6201,0.034773,0.035003,-0.230,-0.01825,-0.25009,-0.02589,-0.13148
24.6401,0.034360,0.034527,-0.167,-0.02303,-0.22753,-0.02824,-0.11752
24.6601,0.033855,0.034000,-0.145,-0.02733,-0.20259,-0.03225,-0.20030
24.6801,0.033269,0.033425,-0.156,-0.03112,-0.17597,-0.03687,-0.23107
24.7001,0.032613,0.032766,-0.152,-0.03437,-0.14854,-0.03981,-0.14678
24.7201,0.031898,0.032013,-0.115,-0.03707,-0.12102,-0.04074,-0.04677
24.7401,0.031134,0.031210,-0.076,-0.03921,-0.09410,-0.04144,-0.03496
24.7601,0.030333,0.030390,-0.057,-0.04084,-0.06844,-0.04266,-0.06105
24.7801,0.029504,0.029553,-0.049,-0.04196,-0.04459,-0.04362,-0.04778
24.8001,0.028657,0.028695,-0.037,-0.04264,-0.02304,-0.04382,-0.01016
24.8201,0.027801,0.027818,-0.017,-0.04290,-0.00412,-0.04324,0.02888
24.8401,0.026943,0.026942,0.001,-0.04282,0.01187,-0.04254,0.03517
24.8601,0.026090,0.026079,0.011,-0.04245,0.02482,-0.04193,0.03071
24.8801,0.025247,0.025233,0.014,-0.04185,0.03470,-0.04133,0.02994
24.9001,0.024417,0.024394,0.023,-0.04108,0.04158,-0.04013,0.05987
24.9201,0.023604,0.023571,0.033,-0.04020,0.04566,-0.03887,0.06311
24.9401,0.022810,0.022776,0.034,-0.03927,0.04723,-0.03804,0.04120
24.9601,0.022034,0.022001,0.033,-0.03833,0.04665,-0.03716,0.04442
24.9801,0.021276,0.021247,0.030,-0.03742,0.04437,-0.03639,0.03813
25.0001,0.020537,0.020507,0.030,-0.03656,0.04088,-0.03549,0.04513
25.0201,0.019813,0.019786,0.028,-0.03579,0.03671,-0.03482,0.03375
25.0401,0.019105,0.019080,0.025,-0.03510,0.03239,-0.03424,0.02885
25.0601,0.018409,0.018386,0.023,-0.03449,0.02848,-0.03369,0.02770
25.0801,0.017725,0.017706,0.018,-0.03395,0.02548,-0.03335,0.01692
25.1001,0.017051,0.017035,0.015,-0.03346,0.02388,-0.03296,0.01940
25.1201,0.016386,0.016371,0.015,-0.03298,0.02409,-0.03244,0.02616
25.1401,0.015731,0.015714,0.018,-0.03248,0.02646,-0.03182,0.03088
25.1601,0.015087,0.015067,0.021,-0.03191,0.03125,-0.03112,0.03470
25.1801,0.014456,0.014434,0.022,-0.03121,0.03862,-0.03041,0.03581
25.2001,0.013840,0.013814,0.026,-0.03035,0.04861,-0.02937,0.05192
25.2201,0.013244,0.013213,0.031,-0.02925,0.06119,-0.02809,0.06383
25.2401,0.012672,0.012631,0.040,-0.02788,0.07619,-0.02630,0.08977
25.2601,0.012130,0.012073,0.057,-0.02619,0.09333,-0.02392,0.11867
25.2801,0.011626,0.011557,0.069,-0.02414,0.11225,-0.02148,0.12238
25.3001,0.011168,0.011088,0.079,-0.02169,0.13247,-0.01871,0.13845
25.3201,0.010762,0.010672,0.090,-0.01883,0.15345,-0.01546,0.16245
25.3401,0.010417,0.010307,0.110,-0.01555,0.17457,-0.01133,0.20660
25.3601,0.010142,0.010009,0.133,-0.01185,0.19517,-0.00676,0.22854
25.3801,0.009945,0.009802,0.144,-0.00775,0.21456,-0.00245,0.21543
25.4001,0.009834,0.009679,0.156,-0.00329,0.23202,0.00248,0.24649
25.4201,0.009816,0.009647,0.170,0.00151,0.24686,0.00779,0.26556
25.4401,0.009897,0.009688,0.209,0.00657,0.25842,0.01460,0.34048
25.4601,0.010080,0.009847,0.233,0.01182,0.26609,0.02052,0.29602
25.4801,0.010370,0.010151,0.219,0.01718,0.26932,0.02491,0.21905
25.5001,0.010768,0.010569,0.199,0.02256,0.26767,0.02943,0.22644
25.5201,0.011272,0.011078,0.194,0.02785,0.26079,0.03476,0.26611
25.5401,0.011880,0.011684,0.196,0.03296,0.24848,0.04004,0.26426
25.5601,0.012587,0.012396,0.191,0.03775,0.23067,0.04457,0.22631
25.5801,0.013388,0.013211,0.177,0.04214,0.20733,0.04831,0.18725
25.6001,0.014270,0.014118,0.152,0.04601,0.17876,0.05119,0.14361
25.6201,0.015225,0.015099,0.126,0.04926,0.14524,0.05345,0.11346
25.6401,0.016236,0.016134,0.102,0.05179,0.10731,0.05515,0.08495
25.6601,0.017291,0.017214,0.076,0.05353,0.06556,0.05594,0.03942
25.6801,0.018371,0.018324,0.047,0.05440,0.02076,0.05570,-0.01191
25.7001,0.019460,0.019445,0.015,0.05434,-0.02632,0.05449,-0.06078
25.7201,0.020538,0.020557,-0.019,0.05334,-0.07460,0.05219,-0.11493
25.7401,0.021588,0.021642,-0.054,0.05135,-0.12325,0.04895,-0.16175
25.7601,0.022585,0.022676,-0.091,0.04841,-0.17097,0.04465,-0.21515
25.7801,0.023517,0.023644,-0.126,0.04453,-0.21694,0.03951,-0.25688
25.8001,0.024362,0.024521,-0.159,0.03975,-0.25989,0.03358,-0.29646
25.8201,0.025102,0.025295,-0.193,0.03416,-0.29884,0.02676,-0.34129
25.8401,0.025723,0.025953,-0.230,0.02783,-0.33278,0.01907,-0.38430
25.8601,0.026211,0.026470,-0.258,0.02089,-0.36081,0.01122,-0.39278
25.8801,0.026555,0.026830,-0.275,0.01344,-0.38214,0.00332,-0.39492
25.9001,0.026747,0.027038,-0.292,0.00565,-0.39607,-0.00506,-0.41909
25.9201,0.026780,0.027085,-0.305,-0.00235,-0.40211,-0.01349,-0.42147
25.9401,0.026653,0.026994,-0.342,-0.01038,-0.39987,-0.02317,-0.48366
25.9601,0.026366,0.026722,-0.356,-0.01828,-0.38920,-0.03129,-0.40624
25.9801,0.025923,0.026249,-0.325,-0.02589,-0.37008,-0.03721,-0.29601
26.0001,0.025333,0.025607,-0.274,-0.03303,-0.34273,-0.04224,-0.25159
26.0202,0.024602,0.024806,-0.204,-0.03958,-0.30732,-0.04603,-0.18938
26.0401,0.023756,0.023993,-0.237,-0.04529,-0.26507,-0.05423,-0.41018
26.0601,0.022801,0.023057,-0.257,-0.05011,-0.21608,-0.05962,-0.26926
26.0801,0.021759,0.021956,-0.197,-0.05389,-0.16152,-0.06021,-0.02936
26.1001,0.020653,0.020754,-0.102,-0.05654,-0.10242,-0.05895,0.06263
26.1201,0.019506,0.019550,-0.044,-0.05797,-0.03999,-0.05880,0.00744
26.1401,0.018342,0.018368,-0.026,-0.05812,0.02450,-0.05882,-0.00095
26.1602,0.017183,0.017130,0.052,-0.05697,0.09003,-0.05407,0.23744
26.1801,0.016072,0.016014,0.058,-0.05454,0.15409,-0.05240,0.08380
26.2001,0.015016,0.014944,0.072,-0.05083,0.21637,-0.04804,0.21816
26.2201,0.014047,0.013907,0.140,-0.04591,0.27514,-0.04000,0.40180
26.2401,0.013187,0.012962,0.225,-0.03986,0.32902,-0.03064,0.46797
26.2601,0.012459,0.012176,0.283,-0.03279,0.37678,-0.02186,0.43893
26.2801,0.011882,0.011578,0.304,-0.02485,0.41719,-0.01362,0.41203
26.3001,0.011471,0.011159,0.311,-0.01617,0.44942,-0.00486,0.43788
26.3201,0.011239,0.010908,0.331,-0.00692,0.47256,0.00526,0.50613
26.3401,0.011196,0.010829,0.367,0.00268,0.48591,0.01636,0.55512
26.3601,0.011347,0.010921,0.426,0.01245,0.48908,0.02855,0.60966
26.3801,0.011693,0.011247,0.446,0.02217,0.48187,0.03850,0.49744
26.4001,0.012232,0.011817,0.415,0.03165,0.46427,0.04618,0.38400
26.4201,0.012957,0.012598,0.358,0.04068,0.43653,0.05283,0.33232
26.4401,0.013855,0.013539,0.316,0.04905,0.39911,0.05989,0.35295
26.4601,0.014913,0.014618,0.295,0.05658,0.35272,0.06695,0.35299
26.4801,0.016112,0.015835,0.277,0.06310,0.29825,0.07283,0.29385
26.5001,0.017429,0.017191,0.238,0.06847,0.23678,0.07654,0.18558
26.5201,0.018842,0.018666,0.176,0.07254,0.16957,0.07806,0.07587
26.5401,0.020322,0.020215,0.106,0.07522,0.09801,0.07814,0.00431
26.5601,0.021841,0.021781,0.060,0.07644,0.02363,0.07799,-0.00766
26.5801,0.023369,0.023342,0.027,0.07616,-0.05202,0.07669,-0.06487
26.6001,0.024875,0.024900,-0.026,0.07436,-0.12718,0.07276,-0.19649
26.6201,0.026334,0.026432,-0.098,0.07108,-0.20051,0.06661,-0.30766
26.6401,0.027710,0.027877,-0.166,0.06636,-0.27010,0.05948,-0.35627
26.6601,0.028979,0.029191,-0.212,0.06031,-0.33451,0.05210,-0.36904
26.6801,0.030114,0.030364,-0.250,0.05303,-0.39225,0.04353,-0.42879
26.7001,0.031093,0.031392,-0.299,0.04467,-0.44209,0.03327,-0.51301
26.7201,0.031895,0.032247,-0.351,0.03540,-0.48279,0.02208,-0.55952
26.7401,0.032505,0.032895,-0.390,0.02543,-0.51339,0.01086,-0.56065
26.7601,0.032909,0.033324,-0.415,0.01494,-0.53316,-0.00030,-0.55830
26.7801,0.033100,0.033529,-0.428,0.00417,-0.54156,-0.01143,-0.55613
26.8001,0.033076,0.033519,-0.444,-0.00664,-0.53832,-0.02281,-0.56938
26.8201,0.032836,0.033299,-0.464,-0.01728,-0.52340,-0.03423,-0.57070
26.8401,0.032387,0.032841,-0.454,-0.02750,-0.49702,-0.04373,-0.47489
26.8601,0.031740,0.032149,-0.409,-0.03709,-0.45966,-0.05121,-0.37416
26.8801,0.030909,0.031262,-0.352,-0.04582,-0.41203,-0.05778,-0.32842
26.9001,0.029914,0.030219,-0.305,-0.05351,-0.35509,-0.06385,-0.30359
