t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
65.6001,0.014564,0.014442,0.122,0.02210,0.17363,0.02622,0.16397
65.6201,0.015040,0.014912,0.128,0.02533,0.14850,0.03002,0.19043
65.6401,0.015574,0.015447,0.126,0.02801,0.11895,0.03254,0.12559
65.6601,0.016156,0.016060,0.095,0.03006,0.08549,0.03309,0.02784
65.6812,0.016806,0.016748,0.058,0.03146,0.04674,0.03306,-0.00140
65.7001,0.017406,0.017345,0.061,0.03200,0.00978,0.03422,0.05798
65.7201,0.018046,0.018013,0.032,0.03179,-0.03085,0.03258,-0.08219
65.7401,0.018673,0.018723,-0.051,0.03076,-0.07205,0.02786,-0.23624
65.7601,0.019271,0.019365,-0.094,0.02891,-0.11282,0.02495,-0.14531
65.7801,0.019824,0.019910,-0.085,0.02625,-0.15215,0.02330,-0.08234
65.8001,0.020317,0.020399,-0.083,0.02284,-0.18892,0.01990,-0.17019
65.8201,0.020733,0.020854,-0.121,0.01872,-0.22220,0.01386,-0.30199
65.8401,0.021061,0.021238,-0.177,0.01398,-0.25098,0.00687,-0.34946
65.8601,0.021289,0.021501,-0.212,0.00872,-0.27445,0.00064,-0.31173
65.8801,0.021407,0.021618,-0.211,0.00304,-0.29180,-0.00455,-0.25926
65.9001,0.021409,0.021618,-0.209,-0.00291,-0.30241,-0.01042,-0.29371
65.9201,0.021290,0.021537,-0.247,-0.00901,-0.30578,-0.01839,-0.39851
65.9401,0.021049,0.021323,-0.274,-0.01509,-0.30155,-0.02533,-0.34668
65.9618,0.020650,0.020923,-0.272,-0.02152,-0.28816,-0.03130,-0.29841
65.9801,0.020211,0.020460,-0.249,-0.02661,-0.26989,-0.03526,-0.19837
66.0001,0.019627,0.019787,-0.160,-0.03175,-0.24264,-0.03636,-0.05463
66.0201,0.018945,0.019109,-0.164,-0.03627,-0.20826,-0.04223,-0.29370
66.0401,0.018181,0.018370,-0.189,-0.04004,-0.16730,-0.04715,-0.24584
66.0601,0.017350,0.017509,-0.159,-0.04292,-0.12051,-0.04828,-0.05645
66.0801,0.016471,0.016557,-0.086,-0.04482,-0.06881,-0.04697,0.06541
66.1001,0.015563,0.015544,0.019,-0.04565,-0.01315,-0.04359,0.16882
66.1201,0.014652,0.014654,-0.001,-0.04533,0.04508,-0.04565,-0.10312
66.1401,0.013758,0.013729,0.029,-0.04384,0.10486,-0.04238,0.16388
66.1601,0.012906,0.012823,0.084,-0.04114,0.16472,-0.03742,0.24770
66.1801,0.012120,0.011984,0.136,-0.03725,0.22334,-0.03168,0.28709
66.2001,0.011423,0.011251,0.172,-0.03221,0.27944,-0.02556,0.30596
66.2201,0.010838,0.010635,0.204,-0.02610,0.33139,-0.01836,0.36029
66.2401,0.010386,0.010160,0.226,-0.01901,0.37809,-0.01056,0.38976
66.2601,0.010085,0.009810,0.274,-0.01103,0.41837,-0.00053,0.50150
66.2801,0.009950,0.009613,0.337,-0.00230,0.45114,0.01064,0.55831
66.3001,0.009996,0.009618,0.378,0.00696,0.47529,0.02110,0.52318
66.3201,0.010231,0.009812,0.419,0.01664,0.49021,0.03225,0.55736
66.3401,0.010662,0.010238,0.424,0.02650,0.49526,0.04182,0.47881
66.3601,0.011291,0.010885,0.406,0.03637,0.49006,0.05076,0.44697
66.3801,0.012115,0.011735,0.380,0.04603,0.47447,0.05939,0.43122
66.4001,0.013129,0.012708,0.421,0.05528,0.44856,0.07095,0.57797
66.4201,0.014324,0.013977,0.347,0.06392,0.41253,0.07548,0.22660
66.4401,0.015681,0.015409,0.272,0.07172,0.36712,0.08052,0.25207
66.4601,0.017187,0.016940,0.247,0.07855,0.31283,0.08713,0.33059
66.4826,0.019025,0.018747,0.279,0.08480,0.24264,0.09524,0.40529
66.5003,0.020561,0.020325,0.236,0.08856,0.18150,0.09649,0.06242
66.5201,0.022345,0.022139,0.207,0.09144,0.10819,0.09850,0.10055
66.5401,0.024190,0.024084,0.107,0.09283,0.03022,0.09537,-0.15650
66.5601,0.026048,0.026052,-0.004,0.09263,-0.05010,0.09103,-0.21693
66.5801,0.027886,0.028041,-0.155,0.09082,-0.13119,0.08327,-0.38799
66.6001,0.029669,0.029763,-0.094,0.08739,-0.21127,0.08482,0.07782
66.6201,0.031372,0.031519,-0.147,0.08238,-0.28890,0.07640,-0.42107
66.6401,0.032956,0.033205,-0.250,0.07586,-0.36209,0.06554,-0.54320
66.6601,0.034395,0.034646,-0.251,0.06794,-0.42945,0.05889,-0.33272
66.6801,0.035664,0.035956,-0.292,0.05874,-0.48958,0.04772,-0.55850
66.7001,0.036737,0.037110,-0.372,0.04842,-0.54106,0.03396,-0.68782
66.7201,0.037594,0.038056,-0.462,0.03716,-0.58273,0.01937,-0.72934
66.7401,0.038219,0.038732,-0.513,0.02518,-0.61362,0.00603,-0.66719
66.7601,0.038598,0.039126,-0.527,0.01269,-0.63297,-0.00647,-0.62506
66.7801,0.038725,0.039237,-0.512,-0.00006,-0.64025,-0.01831,-0.59163
66.8001,0.038596,0.039116,-0.520,-0.01284,-0.63519,-0.03167,-0.66814
66.8201,0.038213,0.038771,-0.558,-0.02539,-0.61777,-0.04597,-0.71532
66.8401,0.037583,0.038107,-0.525,-0.03748,-0.58820,-0.05593,-0.49798
66.8601,0.036718,0.037186,-0.468,-0.04885,-0.54703,-0.06496,-0.45127
66.8801,0.035635,0.036052,-0.417,-0.05929,-0.49499,-0.07362,-0.43311
66.9001,0.034356,0.034805,-0.449,-0.06857,-0.43310,-0.08514,-0.57613
66.9201,0.032900,0.033232,-0.332,-0.07655,-0.36233,-0.08696,-0.09086
66.9401,0.031302,0.031517,-0.215,-0.08303,-0.28430,-0.08925,-0.11461
66.9601,0.029590,0.029760,-0.170,-0.08788,-0.20043,-0.09344,-0.20932
66.9801,0.027799,0.027954,-0.155,-0.09102,-0.11246,-0.09638,-0.14702
67.0001,0.025964,0.026164,-0.201,-0.09236,-0.02207,-0.10018,-0.19000
67.0201,0.024118,0.024117,0.001,-0.09189,0.06901,-0.08926,0.54627
67.0401,0.022300,0.022214,0.086,-0.08961,0.15889,-0.08540,0.19275
67.0601,0.020545,0.020424,0.121,-0.08556,0.24582,-0.08074,0.23311
67.0801,0.018889,0.018652,0.237,-0.07981,0.32798,-0.06976,0.54871
67.1001,0.017364,0.017129,0.234,-0.07248,0.40381,-0.06409,0.28361
67.1201,0.015999,0.015668,0.331,-0.06371,0.47182,-0.05054,0.67737
67.1401,0.014822,0.014405,0.417,-0.05366,0.53067,-0.03752,0.65118
67.1601,0.013859,0.013392,0.467,-0.04255,0.57912,-0.02507,0.62278
67.1801,0.013126,0.012648,0.478,-0.03057,0.61637,-0.01321,0.59271
67.2001,0.012640,0.012152,0.488,-0.01796,0.64166,-0.00028,0.64670
67.2201,0.012410,0.011905,0.505,-0.00498,0.65458,0.01343,0.68543
67.2401,0.012442,0.011894,0.547,0.00812,0.65496,0.02838,0.74731
67.2601,0.012735,0.012142,0.593,0.02113,0.64285,0.04307,0.73471
67.2801,0.013285,0.012691,0.594,0.03377,0.61863,0.05514,0.60347
67.3002,0.014085,0.013543,0.542,0.04585,0.58271,0.06469,0.47767
67.3212,0.015172,0.014699,0.474,0.05758,0.53365,0.07374,0.45229
67.3401,0.016353,0.015860,0.493,0.06718,0.48036,0.08517,0.57162
67.3601,0.017789,0.017345,0.444,0.07615,0.41580,0.09150,0.31659
67.3801,0.019390,0.019061,0.329,0.08376,0.34423,0.09413,0.13112
67.4001,0.021134,0.021007,0.126,0.08990,0.26694,0.09180,-0.11653
67.4201,0.022979,0.022891,0.089,0.09443,0.18598,0.09713,0.26670
67.4401,0.024900,0.024744,0.155,0.09732,0.10284,0.10377,0.33223
67.4601,0.026861,0.026707,0.154,0.09854,0.01925,0.10407,0.01496
67.4801,0.028831,0.028791,0.040,0.09810,-0.06313,0.09807,-0.29999
67.5001,0.030774,0.030868,-0.094,0.09604,-0.14253,0.09093,-0.35715
67.5201,0.032661,0.032817,-0.155,0.09243,-0.21748,0.08604,-0.24471
67.5401,0.034462,0.034622,-0.161,0.08738,-0.28648,0.08153,-0.22554
67.5602,0.036157,0.036328,-0.171,0.08098,-0.34853,0.07467,-0.34297
67.5801,0.037692,0.037942,-0.250,0.07352,-0.40147,0.06350,-0.55849
67.6001,0.039079,0.039418,-0.340,0.06504,-0.44548,0.05165,-0.59238
67.6202,0.040293,0.040686,-0.393,0.05572,-0.47957,0.04090,-0.53742
67.6401,0.041306,0.041683,-0.377,0.04593,-0.50282,0.03254,-0.41782
67.6601,0.042123,0.042491,-0.368,0.03573,-0.51538,0.02260,-0.49731
67.6801,0.042734,0.043121,-0.387,0.02539,-0.51708,0.01120,-0.56991
67.7001,0.043139,0.043557,-0.418,0.01512,-0.50814,-0.00033,-0.57661
67.7201,0.043341,0.043767,-0.426,0.00513,-0.48897,-0.01033,-0.49981
67.7401,0.043347,0.043760,-0.413,-0.00440,-0.46016,-0.01908,-0.43763
67.7601,0.043170,0.043552,-0.383,-0.01323,-0.42272,-0.02661,-0.37663
67.7801,0.042823,0.043164,-0.341,-0.02125,-0.37749,-0.03297,-0.31770
67.8001,0.042326,0.042615,-0.289,-0.02829,-0.32576,-0.03800,-0.25172
67.8201,0.041700,0.041937,-0.237,-0.03424,-0.26878,-0.04210,-0.20511
67.8401,0.040966,0.041204,-0.239,-0.03901,-0.20790,-0.04761,-0.27548
67.8601,0.040147,0.040295,-0.148,-0.04254,-0.14440,-0.04669,0.04616
67.8801,0.039271,0.039339,-0.067,-0.04478,-0.07996,-0.04614,0.02739
67.9001,0.038365,0.038404,-0.039,-0.04574,-0.01596,-0.04678,-0.03177
67.9201,0.037451,0.037522,-0.071,-0.04543,0.04624,-0.04840,-0.08090
67.9416,0.036490,0.036482,0.008,-0.04375,0.10966,-0.04242,0.29887
67.9601,0.035703,0.035564,0.138,-0.04125,0.16014,-0.03458,0.39181
67.9801,0.034913,0.034727,0.186,-0.03754,0.20949,-0.03024,0.21698
68.0001,0.034207,0.034048,0.159,-0.03291,0.25247,-0.02752,0.13619
68.0201,0.033602,0.033459,0.143,-0.02749,0.28828,-0.02257,0.24743
68.0401,0.033112,0.032926,0.186,-0.02143,0.31634,-0.01417,0.41988
68.0601,0.032747,0.032490,0.258,-0.01488,0.33630,-0.00466,0.47547
68.0801,0.032518,0.032220,0.298,-0.00802,0.34786,0.00323,0.39479
68.1001,0.032428,0.032142,0.286,-0.00102,0.35106,0.00911,0.29407
68.1201,0.032477,0.032197,0.280,0.00595,0.34610,0.01595,0.34192
68.1401,0.032665,0.032384,0.280,0.01276,0.33332,0.02286,0.34521
68.1601,0.032986,0.032714,0.272,0.01925,0.31325,0.02894,0.30413
68.1801,0.033431,0.033185,0.246,0.02525,0.28665,0.03376,0.24097
68.2001,0.033991,0.033781,0.210,0.03067,0.25428,0.03776,0.20017
68.2201,0.034653,0.034472,0.180,0.03539,0.21708,0.04150,0.18670
68.2402,0.035406,0.035237,0.169,0.03934,0.17583,0.04527,0.18862
68.2601,0.036220,0.036039,0.181,0.04241,0.13232,0.04907,0.19026
68.2801,0.037092,0.036956,0.135,0.04461,0.08694,0.04889,-0.00922
68.3001,0.037998,0.037942,0.056,0.04589,0.04106,0.04687,-0.10085
68.3201,0.038921,0.038916,0.004,0.04625,-0.00423,0.04574,-0.05656
68.3401,0.039842,0.039895,-0.053,0.04573,-0.04793,0.04307,-0.13345
68.3601,0.040745,0.040802,-0.057,0.04435,-0.08906,0.04224,-0.04144
68.3801,0.041611,0.041657,-0.046,0.04219,-0.12670,0.04066,-0.07922
68.4001,0.042427,0.042454,-0.027,0.03931,-0.16016,0.03860,-0.10288
68.4201,0.043180,0.043298,-0.118,0.03581,-0.18883,0.03039,-0.41045
68.4401,0.043856,0.044031,-0.175,0.03180,-0.21211,0.02477,-0.28105
68.4601,0.044449,0.044649,-0.200,0.02736,-0.22979,0.01984,-0.24636
68.4801,0.044949,0.045108,-0.159,0.02264,-0.24160,0.01745,-0.11988
68.5001,0.045353,0.045492,-0.139,0.01774,-0.24757,0.01301,-0.22203
68.5201,0.045658,0.045839,-0.181,0.01278,-0.24779,0.00572,-0.36447
68.5401,0.045864,0.046083,-0.218,0.00787,-0.24252,-0.00048,-0.30963
68.5601,0.045974,0.046178,-0.204,0.00311,-0.23215,-0.00404,-0.17825
68.5801,0.045991,0.046163,-0.172,-0.00139,-0.21721,-0.00717,-0.15633
68.6001,0.045921,0.046089,-0.168,-0.00555,-0.19825,-0.01156,-0.21968
68.6201,0.045771,0.045942,-0.171,-0.00930,-0.17600,-0.01549,-0.19644
68.6401,0.045552,0.045706,-0.155,-0.01257,-0.15124,-0.01793,-0.12183
68.6601,0.045272,0.045389,-0.117,-0.01534,-0.12468,-0.01905,-0.05631
68.6801,0.044942,0.045022,-0.081,-0.01756,-0.09711,-0.01999,-0.04694
68.7001,0.044573,0.044640,-0.066,-0.01922,-0.06941,-0.02143,-0.07189
68.7201,0.044176,0.044231,-0.055,-0.02034,-0.04222,-0.02215,-0.03592
68.7401,0.043763,0.043800,-0.037,-0.02092,-0.01635,-0.02203,0.00613
68.7601,0.043344,0.043356,-0.013,-0.02100,0.00756,-0.02115,0.04381
68.7801,0.042926,0.042939,-0.012,-0.02063,0.02903,-0.02106,0.00433
68.8001,0.042521,0.042495,0.026,-0.01986,0.04758,-0.01842,0.13191
68.8216,0.042105,0.042061,0.044,-0.01865,0.06388,-0.01685,0.07891
68.8401,0.041773,0.041719,0.054,-0.01737,0.07456,-0.01531,0.07684
68.8601,0.041441,0.041390,0.051,-0.01579,0.08264,-0.01401,0.06484
68.8801,0.041141,0.041089,0.052,-0.01409,0.08709,-0.01219,0.09100
68.9001,0.040877,0.040831,0.047,-0.01233,0.08802,-0.01073,0.07303
68.9201,0.040648,0.040583,0.065,-0.01059,0.08565,-0.00801,0.13596
68.9401,0.040453,0.040378,0.075,-0.00893,0.08031,-0.00611,0.09506
68.9601,0.040290,0.040224,0.066,-0.00739,0.07242,-0.00513,0.04918
68.9801,0.040156,0.040108,0.048,-0.00604,0.06247,-0.00455,0.02909
69.0001,0.040047,0.040010,0.036,-0.00491,0.05100,-0.00375,0.03975
69.0201,0.039958,0.039931,0.026,-0.00401,0.03860,-0.00318,0.02838
69.0401,0.039885,0.039856,0.029,-0.00336,0.02587,-0.00231,0.04360
69.0601,0.039822,0.039800,0.022,-0.00297,0.01337,-0.00227,0.00225
69.0801,0.039764,0.039756,0.008,-0.00282,0.00171,-0.00272,-0.02277
69.1001,0.039707,0.039705,0.002,-0.00290,-0.00859,-0.00290,-0.00888
69.1201,0.039647,0.039651,-0.004,-0.00316,-0.01704,-0.00338,-0.02411
69.1401,0.039580,0.039597,-0.017,-0.00356,-0.02323,-0.00434,-0.04772
69.1601,0.039504,0.039525,-0.021,-0.00407,-0.02686,-0.00488,-0.02703
69.1801,0.039417,0.039440,-0.023,-0.00462,-0.02770,-0.00545,-0.02871
69.2001,0.039319,0.039336,-0.016,-0.00516,-0.02564,-0.00567,-0.01076
69.2202,0.039211,0.039225,-0.014,-0.00563,-0.02066,-0.00609,-0.02100
69.2401,0.039095,0.039111,-0.016,-0.00597,-0.01293,-0.00659,-0.02511
69.2602,0.038973,0.038985,-0.012,-0.00612,-0.00256,-0.00649,0.00491
69.2801,0.038852,0.038852,-0.001,-0.00605,0.00998,-0.00593,0.02789
69.3026,0.038719,0.038709,0.010,-0.00565,0.02627,-0.00514,0.03973
69.3203,0.038624,0.038599,0.025,-0.00506,0.04024,-0.00398,0.05813
69.3401,0.038533,0.038501,0.032,-0.00411,0.05655,-0.00287,0.05504
69.3601,0.038463,0.038430,0.034,-0.00281,0.07315,-0.00158,0.06483
69.3812,0.038422,0.038367,0.054,-0.00109,0.09004,0.00114,0.13609
69.4001,0.038418,0.038344,0.074,0.00075,0.10401,0.00369,0.12744
69.4201,0.038455,0.038356,0.099,0.00296,0.11692,0.00683,0.15672
69.4401,0.038538,0.038428,0.110,0.00541,0.12729,0.00951,0.13438
69.4601,0.038673,0.038562,0.110,0.00804,0.13451,0.01202,0.12516
69.4801,0.038861,0.038753,0.107,0.01077,0.13804,0.01460,0.12894
69.5001,0.039104,0.039004,0.100,0.01353,0.13744,0.01705,0.12250
69.5201,0.039401,0.039304,0.097,0.01623,0.13238,0.01970,0.13282
69.5401,0.039752,0.039654,0.098,0.01879,0.12261,0.02232,0.13062
69.5601,0.040152,0.040059,0.093,0.02111,0.10803,0.02442,0.10502
69.5801,0.040594,0.040511,0.083,0.02309,0.08871,0.02594,0.07604
69.6001,0.041072,0.041006,0.067,0.02463,0.06481,0.02682,0.04404
69.6216,0.041614,0.041559,0.055,0.02570,0.03441,0.02755,0.03650
69.6401,0.042093,0.042046,0.047,0.02607,0.00472,0.02767,0.00609
69.6601,0.042614,0.042623,-0.010,0.02582,-0.03049,0.02472,-0.14736
69.6801,0.043121,0.043173,-0.052,0.02483,-0.06818,0.02242,-0.11495
69.7001,0.043603,0.043655,-0.052,0.02307,-0.10776,0.02120,-0.06138
69.7201,0.044040,0.044101,-0.061,0.02052,-0.14793,0.01818,-0.15057
69.7401,0.044418,0.044513,-0.095,0.01716,-0.18804,0.01331,-0.24394
69.7601,0.044720,0.044847,-0.127,0.01301,-0.22692,0.00804,-0.26304
69.7801,0.044933,0.045103,-0.170,0.00810,-0.26369,0.00140,-0.33213
69.8001,0.045040,0.045243,-0.204,0.00248,-0.29728,-0.00528,-0.33408
69.8201,0.045028,0.045253,-0.225,-0.00376,-0.32666,-0.01215,-0.34364
69.8401,0.044885,0.045156,-0.271,-0.01055,-0.35091,-0.02089,-0.43688
69.8601,0.044603,0.044930,-0.327,-0.01776,-0.36919,-0.03027,-0.46922
69.8801,0.044173,0.044481,-0.308,-0.02527,-0.38078,-0.03610,-0.29119
69.9001,0.043591,0.043860,-0.269,-0.03294,-0.38504,-0.04213,-0.30171
69.9201,0.042855,0.043123,-0.267,-0.04062,-0.38152,-0.05023,-0.40468
69.9401,0.041967,0.042262,-0.295,-0.04815,-0.36992,-0.05912,-0.44457
69.9601,0.040931,0.041243,-0.311,-0.05536,-0.35013,-0.06678,-0.38308
69.9801,0.039756,0.040107,-0.351,-0.06210,-0.32220,-0.07527,-0.42469
70.0001,0.038452,0.038679,-0.227,-0.06820,-0.28639,-0.07475,0.02632
70.0201,0.037033,0.037167,-0.133,-0.07351,-0.24315,-0.07709,-0.11697
70.0401,0.035518,0.035658,-0.141,-0.07788,-0.19311,-0.08303,-0.29729
70.0601,0.033925,0.034096,-0.171,-0.08119,-0.13706,-0.08775,-0.23592
70.0801,0.032278,0.032418,-0.140,-0.08333,-0.07596,-0.08797,-0.01105
70.1001,0.030600,0.030655,-0.055,-0.08420,-0.01094,-0.08507,0.14494
70.1201,0.028918,0.028898,0.020,-0.08375,0.05679,-0.08204,0.15152
70.1401,0.027258,0.027206,0.052,-0.08192,0.12595,-0.07963,0.12054
70.1601,0.025650,0.025575,0.075,-0.07871,0.19503,-0.07571,0.19591
70.1801,0.024120,0.023990,0.130,-0.07413,0.26264,-0.06875,0.34808
70.2001,0.022694,0.022492,0.202,-0.06823,0.32741,-0.05999,0.43794
70.2201,0.021400,0.021196,0.203,-0.06107,0.38788,-0.05374,0.31286
70.2401,0.020260,0.020005,0.254,-0.05275,0.44275,-0.04293,0.54028
70.2601,0.019296,0.018906,0.391,-0.04340,0.49074,-0.02756,0.76854
70.2801,0.018529,0.018061,0.468,-0.03316,0.53072,-0.01533,0.61151
70.3001,0.017974,0.017498,0.476,-0.02222,0.56164,-0.00499,0.51702
70.3201,0.017643,0.017202,0.441,-0.01076,0.58270,0.00466,0.48259
70.3401,0.017545,0.017122,0.423,0.00102,0.59330,0.01603,0.56817
70.3601,0.017685,0.017206,0.479,0.01290,0.59302,0.03085,0.74128
70.3801,0.018061,0.017526,0.535,0.02467,0.58166,0.04466,0.69047
70.4001,0.018669,0.018129,0.540,0.03609,0.55928,0.05559,0.54654
70.4201,0.019500,0.019019,0.482,0.04696,0.52615,0.06355,0.39769
70.4401,0.020541,0.020146,0.395,0.05706,0.48284,0.07014,0.32976
70.4601,0.021777,0.021436,0.341,0.06621,0.42989,0.07778,0.38185
70.4801,0.023183,0.022860,0.323,0.07421,0.36844,0.08559,0.39074
70.5001,0.024734,0.024439,0.295,0.08089,0.29965,0.09116,0.27828
70.5215,0.026529,0.026266,0.262,0.08646,0.21916,0.09547,0.21552
70.5401,0.028169,0.028013,0.156,0.08984,0.14498,0.09409,-0.06889
70.5601,0.029990,0.029927,0.063,0.09192,0.06217,0.09297,-0.05592
70.5801,0.031835,0.031811,0.024,0.09232,-0.02207,0.09268,-0.01459
70.6001,0.033672,0.033672,-0.000,0.09104,-0.10611,0.09071,-0.09867
70.6201,0.035469,0.035522,-0.054,0.08808,-0.18834,0.08546,-0.26223
70.6401,0.037187,0.037327,-0.140,0.08353,-0.26681,0.07734,-0.40594
70.6601,0.038799,0.039023,-0.224,0.07745,-0.34009,0.06829,-0.45260
70.6801,0.040275,0.040555,-0.280,0.06997,-0.40664,0.05917,-0.45630
70.7001,0.041589,0.041908,-0.318,0.06124,-0.46509,0.04928,-0.49442
70.7201,0.042716,0.043074,-0.358,0.05144,-0.51416,0.03804,-0.56176
70.7401,0.043641,0.044047,-0.406,0.04073,-0.55303,0.02551,-0.62681
70.7601,0.044343,0.044792,-0.449,0.02937,-0.58066,0.01264,-0.64340
70.7802,0.044815,0.045293,-0.478,0.01752,-0.59661,-0.00006,-0.63470
70.8001,0.045045,0.045543,-0.498,0.00562,-0.60040,-0.01259,-0.62694
70.8202,0.045036,0.045544,-0.507,-0.00643,-0.59200,-0.02481,-0.61093
70.8401,0.044794,0.045308,-0.515,-0.01799,-0.57187,-0.03662,-0.59024
70.8601,0.044320,0.044812,-0.492,-0.02915,-0.54005,-0.04656,-0.49729
70.8801,0.043633,0.044071,-0.437,-0.03952,-0.49749,-0.05456,-0.39984
70.9001,0.042746,0.043127,-0.380,-0.04897,-0.44493,-0.06191,-0.36733
70.9201,0.041683,0.042016,-0.333,-0.05726,-0.38359,-0.06866,-0.33764
70.9401,0.040463,0.040760,-0.297,-0.06427,-0.31459,-0.07448,-0.29079
70.9601,0.039120,0.039365,-0.245,-0.06982,-0.23971,-0.07797,-0.17485
70.9801,0.037680,0.037853,-0.173,-0.07382,-0.16035,-0.07911,-0.05682
71.0002,0.036170,0.036283,-0.113,-0.07622,-0.07786,-0.07949,-0.01905
71.0201,0.034645,0.034693,-0.048,-0.07695,0.00471,-0.07784,0.08268
71.0401,0.033112,0.033103,0.009,-0.07603,0.08704,-0.07494,0.14464
71.0616,0.031505,0.031477,0.027,-0.07323,0.17268,-0.07201,0.14668
71.0801,0.030184,0.030057,0.127,-0.06938,0.24244,-0.06350,0.42550
71.1001,0.028850,0.028629,0.221,-0.06383,0.31227,-0.05465,0.44259
71.1201,0.027640,0.027370,0.269,-0.05694,0.37488,-0.04662,0.40134
71.1401,0.026580,0.026294,0.286,-0.04889,0.42891,-0.03837,0.41267
71.1601,0.025690,0.025378,0.311,-0.03983,0.47336,-0.02830,0.50345
71.1801,0.024990,0.024630,0.360,-0.03002,0.50714,-0.01641,0.59424
71.2001,0.024494,0.024100,0.393,-0.01964,0.52970,-0.00505,0.56825
71.2201,0.024208,0.023768,0.439,-0.00890,0.54066,0.00750,0.62756
71.2401,0.024138,0.023684,0.453,0.00192,0.53977,0.01842,0.54613
71.2601,0.024283,0.023815,0.469,0.01261,0.52715,0.02968,0.56274
71.2801,0.024640,0.024188,0.451,0.02293,0.50314,0.03895,0.46374
71.3001,0.025197,0.024785,0.413,0.03267,0.46828,0.04703,0.40355
71.3201,0.025941,0.025580,0.360,0.04160,0.42353,0.05389,0.34335
71.3405,0.026873,0.026537,0.336,0.04968,0.36867,0.06145,0.37812
71.3601,0.027913,0.027634,0.279,0.05633,0.30833,0.06564,0.20922
71.3801,0.029097,0.028883,0.215,0.06183,0.24043,0.06872,0.15409
71.4001,0.030377,0.030215,0.162,0.06591,0.16770,0.07107,0.11759
71.4201,0.031727,0.031601,0.125,0.06851,0.09151,0.07253,0.07304
71.4401,0.033110,0.033032,0.077,0.06957,0.01389,0.07174,-0.03977
71.4601,0.034499,0.034483,0.016,0.06907,-0.06368,0.06884,-0.14468
71.4801,0.035862,0.035913,-0.051,0.06703,-0.13953,0.06434,-0.22512
71.5001,0.037170,0.037280,-0.110,0.06351,-0.21204,0.05878,-0.27809
71.5201,0.038393,0.038553,-0.160,0.05858,-0.27967,0.05219,-0.32954
71.5401,0.039505,0.039715,-0.211,0.05237,-0.34102,0.04413,-0.40317
71.5601,0.040479,0.040741,-0.262,0.04501,-0.39477,0.03488,-0.46215
71.5801,0.041297,0.041608,-0.311,0.03665,-0.43999,0.02481,-0.50342
71.6001,0.041939,0.042290,-0.350,0.02747,-0.47573,0.01434,-0.52362
71.6201,0.042392,0.042768,-0.375,0.01767,-0.50132,0.00383,-0.52582
71.6401,0.042644,0.043044,-0.400,0.00748,-0.51625,-0.00726,-0.55407
71.6601,0.042690,0.043106,-0.416,-0.00291,-0.52038,-0.01808,-0.54113
71.6801,0.042528,0.042975,-0.448,-0.01327,-0.51372,-0.02980,-0.58627
71.7001,0.042160,0.042614,-0.453,-0.02339,-0.49653,-0.03979,-0.49921
71.7201,0.041595,0.042013,-0.418,-0.03306,-0.46932,-0.04764,-0.39275
71.7401,0.040842,0.041204,-0.362,-0.04210,-0.43277,-0.05442,-0.33876
71.7601,0.039917,0.040234,-0.317,-0.05032,-0.38781,-0.06115,-0.33640
71.7801,0.038838,0.039124,-0.286,-0.05755,-0.33554,-0.06744,-0.31485
71.8001,0.037622,0.037879,-0.258,-0.06370,-0.27696,-0.07260,-0.25793
71.8201,0.036299,0.036510,-0.211,-0.06860,-0.21371,-0.07559,-0.14960
71.8401,0.034889,0.035115,-0.226,-0.07221,-0.14696,-0.08056,-0.24836
71.8601,0.033419,0.033500,-0.081,-0.07447,-0.07818,-0.07549,0.25345
71.8801,0.031919,0.031892,0.027,-0.07534,-0.00896,-0.07297,0.12615
71.9001,0.030416,0.030465,-0.049,-0.07483,0.05925,-0.07760,-0.23152
71.9201,0.028934,0.028915,0.019,-0.07298,0.12514,-0.07140,0.30971
71.9401,0.027504,0.027367,0.138,-0.06985,0.18724,-0.06336,0.40223
71.9601,0.026148,0.025953,0.196,-0.06552,0.24437,-0.05772,0.28180
71.9801,0.024891,0.024703,0.188,-0.06012,0.29538,-0.05345,0.21356
72.0001,0.023750,0.023565,0.185,-0.05376,0.33940,-0.04713,0.31623
72.0201,0.022746,0.022511,0.234,-0.04659,0.37561,-0.03753,0.48002
72.0401,0.021891,0.021586,0.305,-0.03879,0.40340,-0.02687,0.53295
72.0601,0.021197,0.020852,0.345,-0.03052,0.42241,-0.01757,0.46502
72.0801,0.020671,0.020328,0.343,-0.02194,0.43244,-0.00962,0.39767
72.1001,0.020320,0.019994,0.326,-0.01328,0.43347,-0.00175,0.39308
72.1201,0.020141,0.019825,0.315,-0.00467,0.42573,0.00655,0.41504
72.1401,0.020131,0.019810,0.321,0.00371,0.40959,0.01535,0.43991
72.1601,0.020286,0.019929,0.357,0.01166,0.38569,0.02498,0.48161
72.1801,0.020595,0.020240,0.355,0.01909,0.35463,0.03183,0.34279
72.2001,0.021045,0.020747,0.298,0.02581,0.31740,0.03579,0.19779
72.2201,0.021622,0.021400,0.222,0.03175,0.27487,0.03877,0.14919
72.2426,0.022401,0.022210,0.191,0.03734,0.22218,0.04380,0.25124
72.2601,0.023088,0.022911,0.177,0.04086,0.17835,0.04706,0.16335
72.2801,0.023935,0.023803,0.131,0.04391,0.12686,0.04804,0.04896
72.3001,0.024835,0.024750,0.085,0.04592,0.07445,0.04836,0.01556
