t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
33.6601,0.017478,0.017135,0.344,0.06062,0.37708,0.07223,0.37883
33.6801,0.018764,0.018449,0.315,0.06780,0.33894,0.07819,0.29789
33.7001,0.020186,0.019913,0.273,0.07414,0.29383,0.08298,0.23956
33.7201,0.021724,0.021498,0.225,0.07952,0.24270,0.08665,0.18335
33.7401,0.023360,0.023177,0.183,0.08382,0.18642,0.08958,0.14637
33.7601,0.025069,0.024928,0.141,0.08695,0.12621,0.09130,0.08618
33.7801,0.026830,0.026731,0.099,0.08885,0.06318,0.09174,0.02190
33.8001,0.028612,0.028564,0.047,0.08947,-0.00124,0.09051,-0.06129
33.8201,0.030397,0.030397,0.000,0.08879,-0.06599,0.08829,-0.11113
33.8401,0.032155,0.032202,-0.047,0.08683,-0.12957,0.08473,-0.17807
33.8601,0.033862,0.033959,-0.097,0.08363,-0.19073,0.07976,-0.24861
33.8801,0.035492,0.035641,-0.148,0.07923,-0.24822,0.07363,-0.30628
33.9001,0.037023,0.037145,-0.123,0.07373,-0.30078,0.06984,-0.18971
33.9201,0.038436,0.038676,-0.240,0.06723,-0.34750,0.05779,-0.60229
33.9401,0.039709,0.040056,-0.347,0.05987,-0.38730,0.04688,-0.54554
33.9601,0.040825,0.041205,-0.380,0.05180,-0.41934,0.03852,-0.41804
33.9801,0.041776,0.042130,-0.354,0.04316,-0.44313,0.03141,-0.35529
34.0001,0.042549,0.042877,-0.329,0.03413,-0.45816,0.02324,-0.40889
34.0201,0.043139,0.043458,-0.319,0.02490,-0.46421,0.01416,-0.45399
34.0401,0.043545,0.043921,-0.376,0.01561,-0.46122,0.00221,-0.59737
34.0601,0.043765,0.044182,-0.417,0.00649,-0.44932,-0.00813,-0.51685
34.0801,0.043807,0.044221,-0.414,-0.00229,-0.42892,-0.01635,-0.41113
34.1001,0.043677,0.044094,-0.417,-0.01059,-0.40052,-0.02480,-0.42244
34.1201,0.043387,0.043767,-0.380,-0.01826,-0.36475,-0.03079,-0.29944
34.1401,0.042951,0.043226,-0.275,-0.02515,-0.32256,-0.03333,-0.12687
34.1601,0.042387,0.042594,-0.208,-0.03113,-0.27492,-0.03745,-0.20606
34.1801,0.041713,0.041952,-0.239,-0.03611,-0.22296,-0.04458,-0.35690
34.2001,0.040950,0.041186,-0.236,-0.04002,-0.16785,-0.04803,-0.17221
34.2201,0.040120,0.040275,-0.156,-0.04281,-0.11079,-0.04723,0.03991
34.2403,0.039236,0.039267,-0.030,-0.04446,-0.05257,-0.04412,0.15550
34.2601,0.038349,0.038325,0.024,-0.04494,0.00392,-0.04353,0.02934
34.2801,0.037454,0.037448,0.006,-0.04431,0.05908,-0.04429,-0.03795
34.3001,0.036583,0.036618,-0.035,-0.04260,0.11115,-0.04424,0.00259
34.3201,0.035756,0.035687,0.069,-0.03989,0.15911,-0.03639,0.39250
34.3401,0.034994,0.034807,0.187,-0.03627,0.20187,-0.02864,0.38780
34.3601,0.034311,0.034089,0.222,-0.03185,0.23870,-0.02393,0.23542
34.3801,0.033724,0.033535,0.189,-0.02677,0.26886,-0.02069,0.16170
34.4001,0.033244,0.033071,0.173,-0.02115,0.29183,-0.01543,0.26323
34.4201,0.032881,0.032669,0.212,-0.01515,0.30729,-0.00753,0.39499
34.4401,0.032640,0.032375,0.265,-0.00891,0.31508,0.00067,0.41007
34.4601,0.032525,0.032247,0.278,-0.00259,0.31522,0.00700,0.31611
34.4802,0.032536,0.032265,0.271,0.00368,0.30789,0.01281,0.29061
34.5001,0.032669,0.032392,0.277,0.00968,0.29362,0.01917,0.31836
34.5201,0.032921,0.032673,0.248,0.01536,0.27277,0.02349,0.21552
34.5401,0.033281,0.033066,0.215,0.02056,0.24620,0.02749,0.20046
34.5601,0.033739,0.033549,0.190,0.02517,0.21468,0.03134,0.19233
34.5801,0.034282,0.034109,0.173,0.02911,0.17921,0.03480,0.17318
34.6001,0.034898,0.034745,0.153,0.03232,0.14071,0.03731,0.12511
34.6201,0.035570,0.035451,0.118,0.03473,0.10032,0.03837,0.05336
34.6401,0.036282,0.036205,0.077,0.03632,0.05913,0.03849,0.00556
34.6601,0.037018,0.036974,0.045,0.03710,0.01822,0.03826,-0.01116
34.6801,0.037760,0.037745,0.015,0.03706,-0.02117,0.03724,-0.05095
34.7001,0.038495,0.038476,0.019,0.03627,-0.05823,0.03695,-0.01472
34.7201,0.039207,0.039253,-0.046,0.03476,-0.09195,0.03249,-0.22313
34.7401,0.039881,0.039985,-0.104,0.03262,-0.12142,0.02842,-0.20326
34.7601,0.040507,0.040621,-0.114,0.02993,-0.14600,0.02594,-0.12394
34.7801,0.041075,0.041176,-0.101,0.02681,-0.16513,0.02354,-0.11994
34.8001,0.041577,0.041686,-0.109,0.02337,-0.17836,0.01957,-0.19870
34.8201,0.042009,0.042144,-0.136,0.01972,-0.18548,0.01481,-0.23789
34.8401,0.042366,0.042521,-0.155,0.01599,-0.18640,0.01049,-0.21619
34.8601,0.042648,0.042790,-0.141,0.01231,-0.18122,0.00766,-0.14135
34.8801,0.042859,0.042985,-0.127,0.00878,-0.17022,0.00464,-0.15105
34.9001,0.043001,0.043123,-0.122,0.00553,-0.15382,0.00145,-0.15951
34.9201,0.043083,0.043203,-0.120,0.00266,-0.13260,-0.00139,-0.14211
34.9401,0.043111,0.043220,-0.109,0.00025,-0.10718,-0.00332,-0.09655
34.9601,0.043097,0.043206,-0.109,-0.00161,-0.07861,-0.00533,-0.10037
34.9801,0.043051,0.043144,-0.094,-0.00287,-0.04764,-0.00588,-0.02758
35.0001,0.042986,0.043044,-0.058,-0.00350,-0.01523,-0.00506,0.04104
35.0201,0.042915,0.042928,-0.013,-0.00348,0.01756,-0.00343,0.08157
35.0401,0.042851,0.042837,0.015,-0.00280,0.04967,-0.00201,0.07126
35.0601,0.042807,0.042779,0.028,-0.00150,0.08009,-0.00041,0.07960
35.0801,0.042795,0.042751,0.044,0.00038,0.10788,0.00207,0.12431
35.1001,0.042826,0.042753,0.073,0.00279,0.13206,0.00559,0.17574
35.1201,0.042909,0.042784,0.126,0.00564,0.15189,0.01049,0.24519
35.1401,0.043054,0.042893,0.160,0.00883,0.16663,0.01466,0.20855
35.1601,0.043264,0.043108,0.156,0.01227,0.17571,0.01754,0.14386
35.1801,0.043545,0.043412,0.133,0.01582,0.17873,0.02008,0.12687
35.2001,0.043897,0.043768,0.129,0.01937,0.17543,0.02373,0.18241
35.2201,0.044319,0.044181,0.139,0.02280,0.16574,0.02761,0.19427
35.2401,0.044807,0.044666,0.141,0.02596,0.14975,0.03078,0.15867
35.2601,0.045355,0.045232,0.123,0.02874,0.12773,0.03272,0.09693
35.2801,0.045954,0.045860,0.093,0.03103,0.10009,0.03388,0.05805
35.3001,0.046591,0.046488,0.104,0.03271,0.06748,0.03635,0.12316
35.3201,0.047257,0.047170,0.086,0.03370,0.03059,0.03644,0.00460
35.3401,0.047934,0.047903,0.031,0.03391,-0.00968,0.03436,-0.10390
35.3601,0.048607,0.048627,-0.020,0.03330,-0.05240,0.03204,-0.11621
35.3801,0.049259,0.049308,-0.048,0.03181,-0.09650,0.02987,-0.10830
35.4001,0.049874,0.049940,-0.067,0.02943,-0.14088,0.02697,-0.14524
35.4201,0.050431,0.050530,-0.099,0.02618,-0.18432,0.02247,-0.22490
35.4401,0.050917,0.051074,-0.157,0.02205,-0.22594,0.01606,-0.32046
35.4601,0.051309,0.051512,-0.203,0.01716,-0.26408,0.00977,-0.31425
35.4801,0.051597,0.051816,-0.219,0.01153,-0.29814,0.00390,-0.29353
35.5001,0.051767,0.051993,-0.226,0.00526,-0.32703,-0.00252,-0.32100
35.5201,0.051805,0.052049,-0.245,-0.00150,-0.34975,-0.01002,-0.37496
35.5401,0.051704,0.051998,-0.295,-0.00867,-0.36571,-0.01924,-0.46093
35.5601,0.051456,0.051795,-0.339,-0.01608,-0.37427,-0.02810,-0.44329
35.5801,0.051060,0.051430,-0.371,-0.02359,-0.37500,-0.03654,-0.42183
35.6001,0.050513,0.050824,-0.311,-0.03103,-0.36766,-0.04093,-0.21958
35.6201,0.049820,0.050119,-0.299,-0.03824,-0.35219,-0.04826,-0.36675
35.6401,0.048986,0.049234,-0.248,-0.04506,-0.32872,-0.05294,-0.23399
35.6601,0.048021,0.048249,-0.228,-0.05134,-0.29759,-0.05885,-0.29542
35.6801,0.046937,0.047171,-0.234,-0.05692,-0.25928,-0.06495,-0.30501
35.7001,0.045751,0.046040,-0.289,-0.06166,-0.21456,-0.07207,-0.35594
35.7201,0.044478,0.044720,-0.242,-0.06546,-0.16414,-0.07317,-0.05479
35.7401,0.043140,0.043267,-0.127,-0.06820,-0.10905,-0.07126,0.09525
35.7601,0.041756,0.041804,-0.048,-0.06980,-0.05036,-0.07054,0.03601
35.7801,0.040354,0.040307,0.047,-0.07020,0.01065,-0.06757,0.14864
35.8001,0.038957,0.038904,0.053,-0.06937,0.07273,-0.06749,0.00409
35.8201,0.037589,0.037624,-0.035,-0.06729,0.13461,-0.06945,-0.09819
35.8401,0.036274,0.036264,0.010,-0.06399,0.19497,-0.06314,0.31566
35.8601,0.035038,0.034881,0.156,-0.05951,0.25254,-0.05259,0.52723
35.8801,0.033901,0.033632,0.269,-0.05392,0.30609,-0.04353,0.45293
35.9001,0.032888,0.032588,0.300,-0.04731,0.35443,-0.03678,0.33772
35.9201,0.032015,0.031736,0.279,-0.03978,0.39655,-0.03051,0.31345
35.9401,0.031301,0.031022,0.279,-0.03149,0.43149,-0.02201,0.42504
35.9601,0.030760,0.030428,0.331,-0.02257,0.45851,-0.01073,0.56386
35.9801,0.030401,0.030010,0.391,-0.01320,0.47701,0.00076,0.57445
36.0001,0.030233,0.029805,0.429,-0.00353,0.48659,0.01145,0.53458
36.0201,0.030260,0.029819,0.441,0.00620,0.48699,0.02134,0.49488
36.0401,0.030481,0.030038,0.443,0.01587,0.47825,0.03093,0.47930
36.0601,0.030893,0.030474,0.419,0.02527,0.46054,0.03925,0.41618
36.0801,0.031488,0.031102,0.386,0.03423,0.43424,0.04701,0.38773
36.1001,0.032258,0.031906,0.352,0.04258,0.39990,0.05416,0.35758
36.1201,0.033187,0.032863,0.323,0.05018,0.35825,0.06086,0.33507
36.1401,0.034260,0.034028,0.232,0.05688,0.31018,0.06376,0.14495
36.1601,0.035455,0.035197,0.258,0.06255,0.25681,0.07161,0.39239
36.1801,0.036754,0.036565,0.189,0.06712,0.19914,0.07277,0.05828
36.2001,0.038133,0.038011,0.123,0.07050,0.13844,0.07394,0.05827
36.2201,0.039566,0.039403,0.163,0.07265,0.07609,0.07863,0.23454
36.2401,0.041031,0.040982,0.050,0.07354,0.01323,0.07399,-0.23191
36.2601,0.042501,0.042551,-0.050,0.07318,-0.04873,0.07037,-0.18115
36.2801,0.043951,0.044019,-0.068,0.07160,-0.10852,0.06908,-0.06444
36.3001,0.045356,0.045417,-0.061,0.06887,-0.16493,0.06687,-0.11051
36.3201,0.046696,0.046724,-0.028,0.06504,-0.21692,0.06447,-0.11988
36.3401,0.047952,0.048116,-0.163,0.06022,-0.26356,0.05317,-0.56505
36.3601,0.049100,0.049395,-0.295,0.05454,-0.30378,0.04308,-0.50482
36.3801,0.050129,0.050453,-0.324,0.04811,-0.33708,0.03679,-0.31410
36.4001,0.051022,0.051296,-0.274,0.04110,-0.36278,0.03234,-0.22269
36.4201,0.051769,0.051982,-0.213,0.03367,-0.38058,0.02709,-0.26257
36.4401,0.052366,0.052644,-0.278,0.02593,-0.39039,0.01576,-0.56668
36.4601,0.052806,0.053165,-0.359,0.01810,-0.39216,0.00501,-0.53745
36.4801,0.053090,0.053476,-0.386,0.01030,-0.38613,-0.00310,-0.40531
36.5001,0.053220,0.053555,-0.335,0.00270,-0.37270,-0.00813,-0.25156
36.5201,0.053201,0.053498,-0.298,-0.00455,-0.35242,-0.01426,-0.30654
36.5401,0.053041,0.053333,-0.293,-0.01135,-0.32599,-0.02124,-0.34870
36.5601,0.052751,0.053038,-0.288,-0.01756,-0.29425,-0.02729,-0.30264
36.5801,0.052343,0.052597,-0.254,-0.02309,-0.25818,-0.03134,-0.20271
36.6001,0.051832,0.052035,-0.203,-0.02786,-0.21879,-0.03422,-0.14393
36.6201,0.051234,0.051398,-0.164,-0.03182,-0.17719,-0.03695,-0.13653
36.6401,0.050564,0.050663,-0.099,-0.03495,-0.13443,-0.03761,-0.03311
36.6601,0.049841,0.049916,-0.075,-0.03721,-0.09175,-0.03951,-0.09485
36.6801,0.049082,0.049198,-0.116,-0.03862,-0.05029,-0.04300,-0.17456
36.7001,0.048303,0.048392,-0.089,-0.03923,-0.01093,-0.04196,0.05204
36.7201,0.047519,0.047533,-0.014,-0.03908,0.02531,-0.03874,0.16106
36.7401,0.046744,0.046698,0.046,-0.03824,0.05758,-0.03603,0.13536
36.7601,0.045992,0.045935,0.058,-0.03681,0.08512,-0.03471,0.06601
36.7801,0.045274,0.045224,0.050,-0.03487,0.10736,-0.03324,0.07352
36.8001,0.044600,0.044503,0.097,-0.03255,0.12383,-0.02874,0.22500
36.8201,0.043975,0.043880,0.095,-0.02996,0.13429,-0.02676,0.09892
36.8401,0.043403,0.043318,0.084,-0.02722,0.13866,-0.02447,0.11482
36.8601,0.042886,0.042791,0.095,-0.02446,0.13700,-0.02112,0.16738
36.8801,0.042424,0.042313,0.111,-0.02178,0.12956,-0.01781,0.16535
36.9001,0.042013,0.041904,0.109,-0.01931,0.11674,-0.01563,0.10939
36.9201,0.041649,0.041545,0.104,-0.01714,0.09907,-0.01368,0.09739
36.9401,0.041325,0.041257,0.067,-0.01537,0.07732,-0.01348,0.00999
36.9601,0.041031,0.040988,0.043,-0.01407,0.05222,-0.01287,0.03035
36.9801,0.040758,0.040721,0.037,-0.01330,0.02470,-0.01210,0.03881
37.0001,0.040495,0.040452,0.043,-0.01309,-0.00428,-0.01156,0.02672
37.0201,0.040231,0.040230,0.000,-0.01347,-0.03371,-0.01393,-0.11837
37.0401,0.039953,0.039995,-0.042,-0.01444,-0.06256,-0.01634,-0.12040
37.0601,0.039650,0.039710,-0.060,-0.01596,-0.08986,-0.01819,-0.09250
37.0801,0.039311,0.039374,-0.063,-0.01801,-0.11462,-0.02019,-0.10043
37.1001,0.038926,0.038982,-0.056,-0.02053,-0.13597,-0.02238,-0.10918
37.1201,0.038487,0.038590,-0.103,-0.02343,-0.15303,-0.02742,-0.25229
37.1401,0.037986,0.038101,-0.114,-0.02662,-0.16517,-0.03063,-0.16052
37.1601,0.037420,0.037538,-0.118,-0.03000,-0.17179,-0.03403,-0.16993
37.1801,0.036786,0.036910,-0.124,-0.03345,-0.17249,-0.03775,-0.18584
37.2001,0.036082,0.036213,-0.131,-0.03686,-0.16701,-0.04138,-0.18167
37.2201,0.035313,0.035445,-0.133,-0.04009,-0.15529,-0.04461,-0.16151
37.2401,0.034481,0.034603,-0.123,-0.04303,-0.13739,-0.04710,-0.12417
37.2601,0.033594,0.033698,-0.103,-0.04555,-0.11362,-0.04885,-0.08752
37.2801,0.032662,0.032744,-0.082,-0.04754,-0.08436,-0.05007,-0.06121
37.3001,0.031697,0.031759,-0.061,-0.04889,-0.05024,-0.05076,-0.03420
37.3201,0.030713,0.030803,-0.090,-0.04952,-0.01200,-0.05288,-0.10633
37.3401,0.029722,0.029724,-0.003,-0.04935,0.02963,-0.04848,0.21991
37.3601,0.028743,0.028672,0.071,-0.04832,0.07352,-0.04508,0.17043
37.3801,0.027794,0.027715,0.080,-0.04640,0.11869,-0.04359,0.07417
37.4001,0.026893,0.026824,0.070,-0.04357,0.16401,-0.04131,0.11405
37.4201,0.026058,0.025958,0.100,-0.03984,0.20834,-0.03613,0.25919
37.4401,0.025306,0.025146,0.159,-0.03525,0.25058,-0.02917,0.34790
37.4602,0.024651,0.024435,0.216,-0.02982,0.28976,-0.02186,0.36530
37.4801,0.024117,0.023871,0.246,-0.02369,0.32437,-0.01499,0.34358
37.5001,0.023711,0.023470,0.240,-0.01691,0.35383,-0.00880,0.30937
37.5201,0.023445,0.023192,0.253,-0.00960,0.37723,-0.00084,0.39827
37.5401,0.023330,0.023032,0.297,-0.00187,0.39381,0.00873,0.47835
37.5601,0.023372,0.023026,0.346,0.00611,0.40295,0.01840,0.48375
37.5801,0.023575,0.023188,0.387,0.01420,0.40424,0.02781,0.47046
37.6002,0.023941,0.023585,0.356,0.02226,0.39741,0.03405,0.31175
37.6201,0.024462,0.024123,0.339,0.03004,0.38255,0.04137,0.36596
37.6401,0.025138,0.024818,0.320,0.03747,0.35963,0.04815,0.33940
37.6601,0.025957,0.025660,0.297,0.04437,0.32904,0.05421,0.30268
37.6801,0.026908,0.026642,0.266,0.05059,0.29128,0.05928,0.25379
37.7001,0.027976,0.027745,0.231,0.05598,0.24701,0.06344,0.20802
37.7201,0.029141,0.028951,0.190,0.06043,0.19717,0.06644,0.14981
37.7401,0.030386,0.030238,0.148,0.06383,0.14258,0.06842,0.09876
37.7601,0.031687,0.031580,0.107,0.06611,0.08446,0.06932,0.04495
37.7801,0.033022,0.032955,0.067,0.06720,0.02397,0.06904,-0.01362
37.8001,0.034366,0.034345,0.022,0.06706,-0.03765,0.06730,-0.08727
37.8201,0.035696,0.035721,-0.025,0.06569,-0.09909,0.06432,-0.14901
37.8401,0.036986,0.037060,-0.074,0.06311,-0.15909,0.06006,-0.21309
37.8601,0.038214,0.038397,-0.183,0.05934,-0.21639,0.05190,-0.40759
37.8801,0.039354,0.039527,-0.173,0.05447,-0.26963,0.04873,-0.15887
37.9001,0.040385,0.040558,-0.173,0.04860,-0.31770,0.04271,-0.30105
37.9201,0.041290,0.041515,-0.225,0.04182,-0.35963,0.03360,-0.45549
37.9401,0.042053,0.042351,-0.298,0.03425,-0.39455,0.02330,-0.51482
37.9601,0.042657,0.043006,-0.349,0.02608,-0.42160,0.01367,-0.48126
37.9801,0.043094,0.043477,-0.384,0.01743,-0.44026,0.00400,-0.48347
38.0001,0.043353,0.043729,-0.376,0.00851,-0.45008,-0.00419,-0.40953
38.0201,0.043433,0.043797,-0.364,-0.00052,-0.45089,-0.01276,-0.42885
38.0401,0.043333,0.043723,-0.389,-0.00946,-0.44268,-0.02298,-0.51076
38.0601,0.043057,0.043478,-0.421,-0.01814,-0.42570,-0.03279,-0.49072
38.0801,0.042610,0.042997,-0.387,-0.02643,-0.40020,-0.03921,-0.32093
38.1001,0.042004,0.042321,-0.318,-0.03411,-0.36691,-0.04415,-0.24686
38.1201,0.041251,0.041565,-0.315,-0.04106,-0.32648,-0.05173,-0.37905
38.1401,0.040368,0.040664,-0.296,-0.04713,-0.27988,-0.05697,-0.26222
38.1601,0.039373,0.039612,-0.239,-0.05221,-0.22808,-0.05972,-0.13708
38.1801,0.038287,0.038455,-0.168,-0.05622,-0.17222,-0.06116,-0.07248
38.2001,0.037132,0.037252,-0.120,-0.05908,-0.11357,-0.06265,-0.07410
38.2201,0.035930,0.035954,-0.024,-0.06075,-0.05332,-0.06051,0.10709
38.2401,0.034710,0.034763,-0.052,-0.06122,0.00700,-0.06331,-0.14034
38.2601,0.033492,0.033544,-0.052,-0.06048,0.06633,-0.06227,0.05230
38.2801,0.032299,0.032276,0.023,-0.05858,0.12337,-0.05696,0.26524
38.3001,0.031156,0.031038,0.118,-0.05557,0.17688,-0.05052,0.32229
38.3201,0.030083,0.029909,0.174,-0.05153,0.22577,-0.04500,0.27558
38.3401,0.029100,0.028916,0.184,-0.04657,0.26908,-0.04022,0.23941
38.3601,0.028225,0.028033,0.192,-0.04081,0.30590,-0.03420,0.30061
38.3801,0.027473,0.027247,0.225,-0.03439,0.33556,-0.02637,0.39180
38.4001,0.026853,0.026580,0.273,-0.02744,0.35759,-0.01764,0.43627
38.4201,0.026377,0.026052,0.324,-0.02013,0.37162,-0.00852,0.45592
38.4401,0.026049,0.025720,0.329,-0.01262,0.37750,-0.00140,0.35605
38.4601,0.025872,0.025566,0.306,-0.00508,0.37530,0.00507,0.32379
38.4801,0.025845,0.025557,0.288,0.00234,0.36523,0.01195,0.34390
38.5001,0.025964,0.025652,0.312,0.00948,0.34775,0.02034,0.41925
38.5201,0.026221,0.025882,0.338,0.01619,0.32345,0.02799,0.38244
38.5401,0.026608,0.026294,0.314,0.02237,0.29296,0.03278,0.23978
38.5601,0.027111,0.026866,0.245,0.02788,0.25725,0.03545,0.13353
38.5801,0.027718,0.027536,0.181,0.03263,0.21726,0.03810,0.13227
38.6001,0.028412,0.028297,0.115,0.03655,0.17399,0.03974,0.08199
38.6201,0.029175,0.029066,0.108,0.03958,0.12872,0.04319,0.17286
38.6401,0.029989,0.029873,0.116,0.04169,0.08246,0.04574,0.12715
38.6601,0.030837,0.030748,0.088,0.04288,0.03643,0.04557,-0.00809
38.6801,0.031699,0.031664,0.035,0.04316,-0.00828,0.04374,-0.09164
38.7001,0.032556,0.032529,0.027,0.04257,-0.05054,0.04341,-0.01647
38.7201,0.033396,0.033400,-0.004,0.04116,-0.08950,0.04068,-0.13650
38.7401,0.034199,0.034302,-0.103,0.03901,-0.12419,0.03444,-0.31230
38.7601,0.034951,0.035068,-0.117,0.03623,-0.15378,0.03209,-0.11757
38.7801,0.035643,0.035751,-0.108,0.03291,-0.17783,0.02935,-0.13676
38.8001,0.036265,0.036386,-0.121,0.02916,-0.19580,0.02490,-0.22261
38.8201,0.036807,0.036954,-0.147,0.02512,-0.20740,0.01985,-0.25227
38.8401,0.037268,0.037437,-0.170,0.02091,-0.21255,0.01489,-0.24822
38.8601,0.037643,0.037819,-0.175,0.01666,-0.21130,0.01064,-0.21259
38.8801,0.037935,0.038098,-0.163,0.01249,-0.20388,0.00708,-0.17773
38.9001,0.038145,0.038299,-0.155,0.00854,-0.19070,0.00337,-0.18534
38.9201,0.038278,0.038422,-0.144,0.00490,-0.17229,0.00014,-0.16182
38.9401,0.038343,0.038472,-0.128,0.00168,-0.14939,-0.00252,-0.13298
38.9601,0.038349,0.038465,-0.117,-0.00105,-0.12275,-0.00489,-0.11821
38.9801,0.038305,0.038427,-0.122,-0.00321,-0.09329,-0.00742,-0.12650
39.0001,0.038224,0.038332,-0.108,-0.00477,-0.06196,-0.00827,-0.04259
39.0201,0.038119,0.038191,-0.072,-0.00568,-0.02980,-0.00776,0.02529
39.0401,0.038001,0.038028,-0.027,-0.00596,0.00217,-0.00639,0.06859
39.0601,0.037885,0.037881,0.004,-0.00561,0.03289,-0.00513,0.06295
39.0801,0.037781,0.037765,0.016,-0.00466,0.06144,-0.00398,0.05769
39.1001,0.037702,0.037667,0.035,-0.00317,0.08690,-0.00179,0.10934
39.1201,0.037657,0.037598,0.059,-0.00121,0.10839,0.00107,0.14282
39.1401,0.037656,0.037574,0.082,0.00114,0.12522,0.00417,0.15532
39.1601,0.037705,0.037585,0.120,0.00377,0.13678,0.00826,0.20441
39.1801,0.037808,0.037672,0.136,0.00657,0.14266,0.01137,0.15550
39.2001,0.037968,0.037841,0.127,0.00943,0.14257,0.01365,0.11385
39.2201,0.038185,0.038055,0.130,0.01223,0.13640,0.01669,0.15223
39.2401,0.038456,0.038355,0.102,0.01485,0.12420,0.01799,0.06488
39.2601,0.038776,0.038667,0.109,0.01716,0.10626,0.02094,0.14764
39.2801,0.039139,0.039034,0.106,0.01906,0.08288,0.02262,0.08376
39.3001,0.039536,0.039461,0.074,0.02044,0.05466,0.02262,-0.00002
39.3202,0.039956,0.039940,0.016,0.02122,0.02212,0.02112,-0.07484
39.3401,0.040380,0.040391,-0.011,0.02131,-0.01338,0.02064,-0.02422
39.3601,0.040801,0.040810,-0.009,0.02067,-0.05143,0.02040,-0.01187
39.3801,0.041201,0.041198,0.004,0.01925,-0.09078,0.01951,-0.04459
39.4001,0.041565,0.041604,-0.038,0.01704,-0.13050,0.01528,-0.21160
39.4201,0.041878,0.042000,-0.122,0.01403,-0.16946,0.00894,-0.31657
39.4401,0.042122,0.042284,-0.162,0.01027,-0.20642,0.00433,-0.23045
39.4601,0.042284,0.042456,-0.172,0.00579,-0.24042,-0.00017,-0.22549
39.4801,0.042350,0.042521,-0.172,0.00068,-0.27039,-0.00515,-0.24861
39.5001,0.042307,0.042512,-0.205,-0.00499,-0.29539,-0.01233,-0.35911
39.5201,0.042147,0.042420,-0.273,-0.01109,-0.31459,-0.02112,-0.43931
39.5401,0.041861,0.042152,-0.291,-0.01753,-0.32729,-0.02760,-0.32437
39.5601,0.041445,0.041748,-0.302,-0.02413,-0.33290,-0.03455,-0.34712
39.5801,0.040896,0.041187,-0.291,-0.03079,-0.33106,-0.04057,-0.30118
39.6001,0.040214,0.040479,-0.265,-0.03733,-0.32151,-0.04604,-0.27350
39.6201,0.039405,0.039655,-0.250,-0.04360,-0.30424,-0.05195,-0.29573
39.6401,0.038471,0.038718,-0.246,-0.04946,-0.27932,-0.05779,-0.29173
39.6601,0.037431,0.037661,-0.230,-0.05472,-0.24726,-0.06236,-0.22866
39.6801,0.036289,0.036484,-0.194,-0.05929,-0.20842,-0.06550,-0.15715
39.7001,0.035064,0.035222,-0.157,-0.06302,-0.16351,-0.06796,-0.12291
39.7201,0.033775,0.033898,-0.123,-0.06580,-0.11340,-0.06960,-0.08203
39.7401,0.032440,0.032525,-0.085,-0.06753,-0.05907,-0.07002,-0.02076
39.7601,0.031082,0.031127,-0.045,-0.06814,-0.00161,-0.06923,0.03941
39.7801,0.029722,0.029727,-0.004,-0.06758,0.05787,-0.06728,0.09771
39.8001,0.028386,0.028346,0.040,-0.06582,0.11804,-0.06397,0.16538
39.8201,0.027097,0.027009,0.088,-0.06286,0.17769,-0.05935,0.23088
39.8401,0.025879,0.025738,0.141,-0.05872,0.23540,-0.05335,0.30026
39.8601,0.024756,0.024567,0.189,-0.05347,0.29000,-0.04651,0.34197
39.8801,0.023748,0.023517,0.231,-0.04715,0.34030,-0.03883,0.38374
39.9002,0.022870,0.022562,0.309,-0.03983,0.38545,-0.02849,0.51712
39.9201,0.022159,0.021840,0.318,-0.03180,0.42350,-0.02087,0.38085
39.9401,0.021609,0.021278,0.331,-0.02299,0.45456,-0.01158,0.46439
39.9601,0.021242,0.020880,0.362,-0.01366,0.47751,-0.00103,0.52785
39.9801,0.021065,0.020662,0.403,-0.00395,0.49184,0.01022,0.56252
40.0001,0.021085,0.020651,0.434,0.00595,0.49716,0.02105,0.54113
40.0201,0.021304,0.020838,0.466,0.01588,0.49329,0.03208,0.55155
40.0401,0.021719,0.021257,0.462,0.02563,0.48028,0.04131,0.46179
40.0601,0.022327,0.021944,0.383,0.03504,0.45833,0.04719,0.29377
40.0801,0.023117,0.022788,0.330,0.04391,0.42788,0.05454,0.36777
40.1001,0.024079,0.023750,0.329,0.05210,0.38952,0.06329,0.43718
40.1201,0.025193,0.024797,0.396,0.05943,0.34415,0.07363,0.51740
40.1401,0.026447,0.026078,0.369,0.06581,0.29247,0.07807,0.22164
40.1601,0.027818,0.027566,0.252,0.07110,0.23566,0.07839,0.01618
40.1801,0.029283,0.029135,0.148,0.07521,0.17488,0.07909,0.03509
40.2001,0.030819,0.030712,0.107,0.07807,0.11133,0.08126,0.10812
40.2201,0.032400,0.032310,0.089,0.07965,0.04637,0.08250,0.06242
40.2401,0.033997,0.033945,0.051,0.07993,-0.01861,0.08125,-0.06246
40.2601,0.035588,0.035594,-0.006,0.07892,-0.08244,0.07808,-0.15870
40.2801,0.037148,0.037292,-0.145,0.07665,-0.14378,0.07021,-0.39371
40.3001,0.038646,0.038770,-0.125,0.07319,-0.20124,0.06917,-0.05178
40.3201,0.040065,0.040176,-0.111,0.06863,-0.25395,0.06503,-0.20714
40.3401,0.041385,0.041549,-0.164,0.06307,-0.30087,0.05692,-0.40552
40.3601,0.042585,0.042892,-0.307,0.05663,-0.34109,0.04462,-0.61485
