t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
60.0402,0.013557,0.013304,0.253,0.04459,0.28904,0.05322,0.31839
60.0601,0.014501,0.014261,0.240,0.05007,0.25960,0.05809,0.24370
60.0801,0.015551,0.015341,0.210,0.05491,0.22342,0.06173,0.18213
60.1001,0.016691,0.016523,0.168,0.05896,0.18127,0.06421,0.12406
60.1201,0.017903,0.017770,0.133,0.06212,0.13396,0.06626,0.10220
60.1401,0.019169,0.019066,0.103,0.06429,0.08245,0.06747,0.06066
60.1601,0.020468,0.020403,0.065,0.06540,0.02783,0.06717,-0.01507
60.1801,0.021777,0.021755,0.022,0.06539,-0.02873,0.06568,-0.07470
60.2001,0.023077,0.023096,-0.019,0.06424,-0.08608,0.06314,-0.12654
60.2201,0.024340,0.024404,-0.064,0.06195,-0.14286,0.05928,-0.19314
60.2401,0.025547,0.025657,-0.109,0.05854,-0.19784,0.05433,-0.24774
60.2601,0.026675,0.026829,-0.155,0.05406,-0.24974,0.04830,-0.30134
60.2801,0.027702,0.027900,-0.198,0.04858,-0.29743,0.04138,-0.34609
60.3001,0.028612,0.028850,-0.238,0.04220,-0.33982,0.03366,-0.38574
60.3201,0.029386,0.029658,-0.272,0.03502,-0.37589,0.02539,-0.41353
60.3401,0.030010,0.030313,-0.304,0.02720,-0.40477,0.01652,-0.44361
60.3601,0.030471,0.030800,-0.329,0.01888,-0.42572,0.00741,-0.45569
60.3801,0.030762,0.031108,-0.345,0.01023,-0.43825,-0.00168,-0.45459
60.4001,0.030879,0.031240,-0.361,0.00141,-0.44202,-0.01102,-0.46674
60.4201,0.030819,0.031210,-0.391,-0.00739,-0.43685,-0.02101,-0.49977
60.4401,0.030585,0.030987,-0.402,-0.01600,-0.42280,-0.02978,-0.43803
60.4601,0.030182,0.030558,-0.376,-0.02424,-0.40012,-0.03675,-0.34895
60.4801,0.029619,0.029948,-0.329,-0.03194,-0.36922,-0.04262,-0.29309
60.5001,0.028908,0.029197,-0.288,-0.03896,-0.33069,-0.04831,-0.28456
60.5201,0.028067,0.028324,-0.257,-0.04513,-0.28541,-0.05354,-0.26142
60.5401,0.027110,0.027341,-0.231,-0.05033,-0.23421,-0.05791,-0.21865
60.5601,0.026059,0.026251,-0.192,-0.05447,-0.17816,-0.06056,-0.13266
60.5801,0.024939,0.025081,-0.142,-0.05744,-0.11861,-0.06170,-0.05692
60.6001,0.023771,0.023861,-0.090,-0.05919,-0.05662,-0.06167,0.00128
60.6201,0.022580,0.022623,-0.043,-0.05970,0.00644,-0.06066,0.05082
60.6401,0.021392,0.021391,0.001,-0.05894,0.06923,-0.05843,0.11163
60.6601,0.020231,0.020181,0.049,-0.05694,0.13046,-0.05472,0.18507
60.6801,0.019122,0.019021,0.101,-0.05374,0.18885,-0.04975,0.24863
60.7001,0.018089,0.017940,0.149,-0.04941,0.24319,-0.04383,0.29632
60.7201,0.017152,0.016958,0.194,-0.04404,0.29240,-0.03695,0.34373
60.7401,0.016332,0.016098,0.234,-0.03775,0.33548,-0.02936,0.37970
60.7601,0.015647,0.015376,0.271,-0.03066,0.37154,-0.02103,0.41629
60.7801,0.015110,0.014807,0.303,-0.02294,0.39992,-0.01228,0.43766
60.8001,0.014733,0.014403,0.330,-0.01472,0.42017,-0.00321,0.45361
60.8201,0.014523,0.014177,0.346,-0.00618,0.43192,0.00575,0.44778
60.8401,0.014486,0.014134,0.352,0.00250,0.43506,0.01453,0.43900
60.8601,0.014623,0.014240,0.383,0.01116,0.42967,0.02454,0.50039
60.8801,0.014931,0.014534,0.397,0.01962,0.41602,0.03326,0.43632
60.9001,0.015405,0.015031,0.374,0.02774,0.39455,0.04022,0.34775
60.9201,0.016038,0.015713,0.325,0.03536,0.36585,0.04587,0.28248
60.9401,0.016816,0.016533,0.283,0.04233,0.33073,0.05148,0.28031
60.9601,0.017726,0.017468,0.258,0.04855,0.29010,0.05703,0.27795
60.9801,0.018751,0.018518,0.233,0.05390,0.24497,0.06156,0.22625
61.0001,0.019877,0.019677,0.200,0.05833,0.19633,0.06476,0.16024
61.0201,0.021080,0.020925,0.155,0.06175,0.14551,0.06652,0.08793
61.0401,0.022340,0.022234,0.106,0.06414,0.09369,0.06721,0.03427
61.0601,0.023638,0.023570,0.068,0.06550,0.04199,0.06738,0.00868
61.0801,0.024953,0.024917,0.037,0.06583,-0.00842,0.06673,-0.03253
61.1001,0.026265,0.026264,0.002,0.06518,-0.05638,0.06484,-0.09439
61.1201,0.027554,0.027593,-0.039,0.06360,-0.10086,0.06181,-0.15172
61.1401,0.028803,0.028882,-0.079,0.06117,-0.14097,0.05804,-0.18826
61.1601,0.029996,0.030109,-0.113,0.05799,-0.17590,0.05378,-0.21339
61.1801,0.031116,0.031253,-0.137,0.05418,-0.20496,0.04926,-0.22592
61.2001,0.032157,0.032318,-0.160,0.04985,-0.22777,0.04414,-0.25584
61.2201,0.033107,0.033286,-0.178,0.04512,-0.24394,0.03886,-0.26417
61.2401,0.033961,0.034153,-0.192,0.04013,-0.25334,0.03344,-0.27076
61.2601,0.034712,0.034910,-0.197,0.03503,-0.25599,0.02827,-0.25870
61.2801,0.035362,0.035563,-0.201,0.02993,-0.25211,0.02306,-0.26017
61.3001,0.035911,0.036110,-0.199,0.02498,-0.24207,0.01821,-0.24262
61.3201,0.036363,0.036552,-0.189,0.02029,-0.22641,0.01396,-0.21249
61.3401,0.036725,0.036895,-0.171,0.01596,-0.20579,0.01036,-0.18014
61.3601,0.037004,0.037158,-0.154,0.01208,-0.18102,0.00705,-0.16567
61.3801,0.037212,0.037352,-0.140,0.00874,-0.15295,0.00413,-0.14565
61.4001,0.037358,0.037478,-0.120,0.00598,-0.12263,0.00212,-0.10047
61.4201,0.037455,0.037544,-0.089,0.00384,-0.09100,0.00115,-0.04892
61.4401,0.037516,0.037580,-0.064,0.00234,-0.05911,0.00044,-0.03533
61.4601,0.037553,0.037599,-0.046,0.00147,-0.02800,0.00010,-0.01707
61.4801,0.037579,0.037606,-0.027,0.00121,0.00133,0.00048,0.01935
61.5001,0.037605,0.037609,-0.004,0.00151,0.02798,0.00161,0.05620
61.5201,0.037642,0.037622,0.020,0.00230,0.05105,0.00327,0.08287
61.5401,0.037700,0.037660,0.040,0.00352,0.06983,0.00511,0.09237
61.5601,0.037785,0.037730,0.055,0.00506,0.08372,0.00709,0.09861
61.5801,0.037904,0.037846,0.058,0.00683,0.09223,0.00885,0.08834
61.6001,0.038059,0.037995,0.064,0.00872,0.09506,0.01096,0.10553
61.6201,0.038253,0.038180,0.073,0.01060,0.09207,0.01317,0.11019
61.6401,0.038483,0.038411,0.072,0.01236,0.08327,0.01478,0.08082
61.6601,0.038745,0.038678,0.067,0.01389,0.06887,0.01612,0.06696
61.6801,0.039036,0.038980,0.055,0.01508,0.04923,0.01684,0.03573
61.7001,0.039346,0.039310,0.036,0.01583,0.02486,0.01683,-0.00057
61.7202,0.039667,0.039649,0.018,0.01605,-0.00375,0.01645,-0.01880
61.7401,0.039984,0.039987,-0.004,0.01566,-0.03533,0.01530,-0.05751
61.7601,0.040287,0.040315,-0.027,0.01462,-0.06942,0.01343,-0.09366
61.7801,0.040563,0.040614,-0.050,0.01288,-0.10496,0.01091,-0.12576
61.8001,0.040798,0.040874,-0.077,0.01041,-0.14091,0.00753,-0.16926
61.8201,0.040975,0.041074,-0.098,0.00724,-0.17612,0.00366,-0.19342
61.8401,0.041083,0.041214,-0.131,0.00338,-0.20956,-0.00143,-0.25461
61.8601,0.041106,0.041279,-0.172,-0.00112,-0.24020,-0.00743,-0.29970
61.8801,0.041034,0.041256,-0.222,-0.00620,-0.26704,-0.01428,-0.34277
61.9001,0.040855,0.041105,-0.250,-0.01177,-0.28915,-0.02059,-0.31552
61.9201,0.040561,0.040807,-0.247,-0.01773,-0.30571,-0.02609,-0.27454
61.9401,0.040144,0.040383,-0.238,-0.02396,-0.31605,-0.03197,-0.29447
61.9601,0.039602,0.039848,-0.246,-0.03032,-0.31961,-0.03878,-0.34018
61.9801,0.038932,0.039195,-0.262,-0.03669,-0.31603,-0.04579,-0.35051
62.0001,0.038135,0.038400,-0.265,-0.04291,-0.30507,-0.05195,-0.30821
62.0201,0.037217,0.037468,-0.251,-0.04884,-0.28671,-0.05720,-0.26242
62.0401,0.036184,0.036410,-0.225,-0.05433,-0.26109,-0.06172,-0.22600
62.0601,0.035048,0.035249,-0.201,-0.05924,-0.22859,-0.06579,-0.20336
62.0801,0.033820,0.033997,-0.177,-0.06343,-0.18966,-0.06919,-0.17028
62.1001,0.032516,0.032664,-0.148,-0.06679,-0.14501,-0.07149,-0.11493
62.1201,0.031154,0.031267,-0.114,-0.06920,-0.09542,-0.07269,-0.05992
62.1401,0.029754,0.029827,-0.073,-0.07058,-0.04193,-0.07264,0.00274
62.1602,0.028328,0.028370,-0.042,-0.07086,0.01479,-0.07193,0.03512
62.1801,0.026929,0.026917,0.011,-0.06999,0.07240,-0.06902,0.14566
62.2001,0.025546,0.025482,0.064,-0.06796,0.13098,-0.06522,0.19026
62.2201,0.024216,0.024111,0.105,-0.06476,0.18872,-0.06074,0.22374
62.2401,0.022963,0.022821,0.142,-0.06042,0.24437,-0.05518,0.27813
62.2601,0.021807,0.021622,0.185,-0.05500,0.29680,-0.04826,0.34599
62.2801,0.020769,0.020535,0.234,-0.04858,0.34476,-0.04007,0.40931
62.3001,0.019869,0.019586,0.283,-0.04125,0.38716,-0.03109,0.44928
62.3201,0.019125,0.018802,0.322,-0.03314,0.42303,-0.02175,0.46690
62.3401,0.018548,0.018196,0.352,-0.02438,0.45154,-0.01208,0.48336
62.3601,0.018153,0.017780,0.373,-0.01513,0.47198,-0.00224,0.49196
62.3801,0.017945,0.017556,0.389,-0.00555,0.48384,0.00785,0.50464
62.4001,0.017931,0.017527,0.405,0.00417,0.48676,0.01811,0.51273
62.4201,0.018112,0.017673,0.439,0.01386,0.48062,0.02917,0.55327
62.4401,0.018484,0.018039,0.446,0.02334,0.46547,0.03856,0.46941
62.4601,0.019042,0.018626,0.416,0.03241,0.44162,0.04623,0.38365
62.4801,0.019777,0.019409,0.368,0.04094,0.40943,0.05291,0.33389
62.5001,0.020675,0.020350,0.325,0.04874,0.36958,0.05932,0.32043
62.5201,0.021720,0.021425,0.296,0.05567,0.32286,0.06541,0.30446
62.5401,0.022895,0.022631,0.265,0.06162,0.27020,0.07027,0.24334
62.5601,0.024178,0.023957,0.220,0.06645,0.21273,0.07346,0.15928
62.5801,0.025544,0.025381,0.164,0.07010,0.15166,0.07503,0.07847
62.6001,0.026973,0.026864,0.109,0.07250,0.08813,0.07560,0.02873
62.6201,0.028436,0.028371,0.065,0.07362,0.02352,0.07535,-0.01272
62.6401,0.029909,0.029887,0.023,0.07344,-0.04082,0.07374,-0.08050
62.6601,0.031366,0.031390,-0.024,0.07199,-0.10357,0.07064,-0.15482
62.6801,0.032781,0.032857,-0.076,0.06932,-0.16346,0.06618,-0.22337
62.7001,0.034130,0.034261,-0.131,0.06548,-0.21924,0.06044,-0.28683
62.7201,0.035393,0.035571,-0.178,0.06058,-0.26987,0.05400,-0.32202
62.7401,0.036547,0.036764,-0.217,0.05473,-0.31434,0.04693,-0.35330
62.7601,0.037576,0.037827,-0.251,0.04806,-0.35177,0.03916,-0.38856
62.7801,0.038464,0.038749,-0.284,0.04072,-0.38153,0.03067,-0.42444
62.8001,0.039201,0.039515,-0.314,0.03285,-0.40311,0.02184,-0.44172
62.8201,0.039776,0.040113,-0.336,0.02465,-0.41617,0.01298,-0.44307
62.8401,0.040186,0.040532,-0.346,0.01626,-0.42061,0.00440,-0.42895
62.8601,0.040427,0.040772,-0.344,0.00787,-0.41649,-0.00382,-0.41094
62.8801,0.040502,0.040838,-0.336,-0.00035,-0.40409,-0.01170,-0.39392
62.9001,0.040415,0.040770,-0.355,-0.00824,-0.38385,-0.02050,-0.43997
62.9201,0.040176,0.040528,-0.353,-0.01565,-0.35643,-0.02762,-0.35615
62.9401,0.039793,0.040111,-0.318,-0.02245,-0.32257,-0.03288,-0.26277
62.9601,0.039282,0.039545,-0.263,-0.02852,-0.28317,-0.03685,-0.19874
62.9801,0.038658,0.038873,-0.215,-0.03375,-0.23929,-0.04053,-0.18399
63.0001,0.037939,0.038121,-0.183,-0.03807,-0.19212,-0.04392,-0.16948
63.0201,0.037142,0.037298,-0.156,-0.04142,-0.14267,-0.04643,-0.12556
63.0401,0.036288,0.036405,-0.116,-0.04377,-0.09220,-0.04728,-0.04260
63.0601,0.035398,0.035467,-0.069,-0.04511,-0.04198,-0.04694,0.01722
63.0801,0.034492,0.034518,-0.026,-0.04546,0.00685,-0.04588,0.05294
63.1001,0.033587,0.033581,0.006,-0.04485,0.05324,-0.04431,0.07873
63.1201,0.032703,0.032668,0.035,-0.04335,0.09611,-0.04183,0.12383
63.1401,0.031857,0.031788,0.070,-0.04103,0.13453,-0.03828,0.17729
63.1601,0.031064,0.030963,0.101,-0.03800,0.16774,-0.03420,0.20403
63.1801,0.030342,0.030208,0.134,-0.03437,0.19490,-0.02947,0.23670
63.2001,0.029695,0.029540,0.155,-0.03025,0.21575,-0.02476,0.23541
63.2201,0.029133,0.028967,0.167,-0.02578,0.22989,-0.01998,0.23929
63.2401,0.028664,0.028482,0.182,-0.02109,0.23717,-0.01475,0.26119
63.2601,0.028290,0.028102,0.188,-0.01634,0.23762,-0.00989,0.24312
63.2801,0.028010,0.027822,0.188,-0.01163,0.23147,-0.00523,0.23313
63.3001,0.027823,0.027644,0.179,-0.00712,0.21911,-0.00112,0.20524
63.3201,0.027724,0.027559,0.165,-0.00291,0.20107,0.00255,0.18359
63.3401,0.027704,0.027549,0.155,0.00089,0.17803,0.00606,0.17554
63.3601,0.027756,0.027590,0.166,0.00418,0.15081,0.00994,0.19389
63.3801,0.027868,0.027710,0.157,0.00690,0.12029,0.01216,0.11098
63.4001,0.028028,0.027914,0.113,0.00898,0.08747,0.01234,0.00900
63.4201,0.028223,0.028156,0.066,0.01039,0.05332,0.01212,-0.01098
63.4401,0.028439,0.028403,0.036,0.01111,0.01896,0.01199,-0.00643
63.4601,0.028662,0.028638,0.024,0.01115,-0.01459,0.01185,-0.00707
63.4801,0.028880,0.028875,0.005,0.01054,-0.04635,0.01050,-0.06733
63.5001,0.029080,0.029103,-0.023,0.00932,-0.07533,0.00824,-0.11313
63.5201,0.029250,0.029309,-0.059,0.00755,-0.10065,0.00514,-0.15475
63.5401,0.029379,0.029460,-0.081,0.00532,-0.12156,0.00233,-0.14090
63.5601,0.029460,0.029548,-0.088,0.00272,-0.13747,-0.00036,-0.13412
63.5801,0.029486,0.029585,-0.099,-0.00014,-0.14786,-0.00363,-0.16396
63.6001,0.029453,0.029576,-0.123,-0.00316,-0.15242,-0.00760,-0.19826
63.6201,0.029360,0.029510,-0.151,-0.00620,-0.15096,-0.01163,-0.20130
63.6401,0.029206,0.029358,-0.153,-0.00916,-0.14350,-0.01437,-0.13715
63.6601,0.028995,0.029123,-0.129,-0.01190,-0.13023,-0.01602,-0.08237
63.6801,0.028732,0.028829,-0.097,-0.01433,-0.11146,-0.01728,-0.06315
63.7001,0.028425,0.028502,-0.078,-0.01633,-0.08777,-0.01875,-0.07349
63.7201,0.028083,0.028155,-0.073,-0.01781,-0.05973,-0.02022,-0.07344
63.7401,0.027716,0.027778,-0.061,-0.01869,-0.02806,-0.02066,-0.02196
63.7601,0.027339,0.027373,-0.034,-0.01891,0.00625,-0.01975,0.04550
63.7801,0.026964,0.026963,0.002,-0.01843,0.04227,-0.01799,0.08804
63.8001,0.026607,0.026571,0.036,-0.01722,0.07889,-0.01562,0.11809
63.8201,0.026281,0.026221,0.060,-0.01528,0.11524,-0.01297,0.13251
63.8401,0.026001,0.025918,0.083,-0.01262,0.15009,-0.00954,0.17168
63.8601,0.025781,0.025673,0.108,-0.00929,0.18249,-0.00536,0.20896
63.8801,0.025633,0.025494,0.140,-0.00534,0.21139,-0.00024,0.25597
63.9001,0.025570,0.025406,0.164,-0.00086,0.23591,0.00498,0.26119
63.9201,0.025602,0.025414,0.187,0.00406,0.25517,0.01070,0.28569
63.9401,0.025735,0.025505,0.230,0.00931,0.26853,0.01761,0.34570
63.9601,0.025976,0.025721,0.255,0.01476,0.27541,0.02370,0.30438
63.9801,0.026326,0.026083,0.243,0.02027,0.27543,0.02841,0.23542
64.0001,0.026786,0.026568,0.218,0.02573,0.26836,0.03289,0.22404
64.0201,0.027354,0.027148,0.206,0.03097,0.25415,0.03783,0.24694
64.0401,0.028022,0.027817,0.205,0.03585,0.23295,0.04283,0.25008
64.0601,0.028785,0.028589,0.196,0.04024,0.20504,0.04680,0.19863
64.0801,0.029628,0.029463,0.164,0.04401,0.17098,0.04925,0.12231
64.1001,0.030542,0.030415,0.128,0.04705,0.13123,0.05099,0.08722
64.1201,0.031503,0.031404,0.099,0.04923,0.08702,0.05226,0.06345
64.1401,0.032502,0.032433,0.069,0.05049,0.03883,0.05251,0.01276
64.1602,0.033521,0.033487,0.034,0.05076,-0.01232,0.05154,-0.04886
64.1801,0.034525,0.034535,-0.011,0.05000,-0.06456,0.04915,-0.11937
64.2001,0.035508,0.035560,-0.052,0.04818,-0.11752,0.04596,-0.15933
64.2201,0.036445,0.036532,-0.087,0.04531,-0.16969,0.04195,-0.20052
64.2401,0.037314,0.037442,-0.129,0.04141,-0.21983,0.03658,-0.26850
64.2601,0.038095,0.038268,-0.173,0.03654,-0.26674,0.03016,-0.32124
64.2801,0.038769,0.038980,-0.211,0.03077,-0.30929,0.02317,-0.34952
64.3001,0.039320,0.039567,-0.247,0.02420,-0.34640,0.01541,-0.38798
64.3201,0.039733,0.040013,-0.280,0.01695,-0.37715,0.00706,-0.41732
64.3401,0.039995,0.040302,-0.307,0.00915,-0.40070,-0.00160,-0.43328
64.3601,0.040097,0.040425,-0.329,0.00097,-0.41637,-0.01044,-0.44186
64.3801,0.040032,0.040395,-0.362,-0.00744,-0.42368,-0.02013,-0.48446
64.4001,0.039798,0.040186,-0.387,-0.01592,-0.42234,-0.02937,-0.46178
64.4201,0.039396,0.039781,-0.385,-0.02428,-0.41224,-0.03734,-0.39850
64.4401,0.038829,0.039187,-0.358,-0.03236,-0.39342,-0.04426,-0.34604
64.4601,0.038105,0.038422,-0.317,-0.03996,-0.36624,-0.05027,-0.30047
64.4801,0.037235,0.037518,-0.283,-0.04695,-0.33109,-0.05622,-0.29751
64.5001,0.036233,0.036492,-0.259,-0.05315,-0.28870,-0.06168,-0.27297
64.5201,0.035114,0.035350,-0.236,-0.05845,-0.23975,-0.06620,-0.22645
64.5401,0.033901,0.034096,-0.195,-0.06271,-0.18535,-0.06891,-0.13533
64.5601,0.032614,0.032757,-0.143,-0.06584,-0.12652,-0.07014,-0.06161
64.5801,0.031277,0.031370,-0.093,-0.06775,-0.06456,-0.07037,-0.01111
64.6001,0.029914,0.029961,-0.048,-0.06840,-0.00059,-0.06952,0.04232
64.6201,0.028549,0.028555,-0.006,-0.06777,0.06406,-0.06750,0.10082
64.6401,0.027210,0.027170,0.040,-0.06584,0.12799,-0.06396,0.17723
64.6601,0.025923,0.025826,0.096,-0.06266,0.18989,-0.05877,0.25949
64.6801,0.024711,0.024558,0.153,-0.05827,0.24847,-0.05243,0.31681
64.7001,0.023601,0.023397,0.203,-0.05276,0.30248,-0.04530,0.35668
64.7201,0.022609,0.022361,0.247,-0.04621,0.35098,-0.03731,0.39940
64.7401,0.021756,0.021475,0.282,-0.03875,0.39295,-0.02878,0.42632
64.7601,0.021063,0.020744,0.319,-0.03053,0.42742,-0.01929,0.47486
64.7801,0.020540,0.020187,0.353,-0.02172,0.45381,-0.00935,0.49685
64.8001,0.020198,0.019818,0.380,-0.01245,0.47169,0.00077,0.50589
64.8201,0.020044,0.019649,0.395,-0.00290,0.48073,0.01071,0.49692
64.8401,0.020082,0.019665,0.417,0.00674,0.48082,0.02115,0.52221
64.8601,0.020312,0.019877,0.436,0.01628,0.47209,0.03130,0.50768
64.8801,0.020732,0.020299,0.433,0.02556,0.45481,0.04026,0.44786
64.9001,0.021332,0.020923,0.409,0.03442,0.42950,0.04804,0.38910
64.9201,0.022104,0.021742,0.362,0.04269,0.39678,0.05449,0.32216
64.9401,0.023033,0.022718,0.315,0.05023,0.35754,0.06041,0.29626
64.9600,0.024104,0.023829,0.276,0.05693,0.31268,0.06588,0.27321
64.9801,0.025304,0.025054,0.250,0.06270,0.26309,0.07091,0.25184
65.0001,0.026610,0.026392,0.219,0.06745,0.20999,0.07454,0.18148
65.0201,0.027997,0.027826,0.171,0.07110,0.15481,0.07640,0.09309
65.0401,0.029448,0.029330,0.118,0.07363,0.09857,0.07706,0.03276
65.0601,0.030936,0.030864,0.072,0.07504,0.04264,0.07698,-0.00378
65.0801,0.032441,0.032408,0.033,0.07535,-0.01187,0.07603,-0.04760
65.1001,0.033941,0.033947,-0.007,0.07459,-0.06373,0.07393,-0.10498
65.1201,0.035416,0.035463,-0.047,0.07283,-0.11198,0.07079,-0.15697
65.1401,0.036849,0.036934,-0.085,0.07014,-0.15569,0.06682,-0.19853
65.1601,0.038217,0.038341,-0.124,0.06664,-0.19385,0.06199,-0.24171
65.1801,0.039507,0.039663,-0.156,0.06243,-0.22590,0.05676,-0.26136
65.2001,0.040709,0.040887,-0.178,0.05765,-0.25137,0.05134,-0.27104
65.2201,0.041811,0.042008,-0.197,0.05242,-0.26986,0.04554,-0.29024
65.2401,0.042804,0.043016,-0.212,0.04690,-0.28120,0.03952,-0.30076
65.2601,0.043686,0.043909,-0.223,0.04122,-0.28543,0.03351,-0.30034
65.2801,0.044453,0.044679,-0.226,0.03553,-0.28273,0.02780,-0.28544
65.3001,0.045108,0.045329,-0.221,0.02995,-0.27349,0.02249,-0.26593
65.3201,0.045653,0.045868,-0.215,0.02463,-0.25823,0.01739,-0.25486
65.3401,0.046095,0.046298,-0.203,0.01966,-0.23762,0.01288,-0.22544
65.3601,0.046442,0.046624,-0.182,0.01515,-0.21246,0.00919,-0.18450
65.3801,0.046705,0.046862,-0.158,0.01119,-0.18366,0.00610,-0.15474
65.4001,0.046894,0.047026,-0.132,0.00783,-0.15218,0.00360,-0.12475
65.4201,0.047022,0.047137,-0.115,0.00511,-0.11905,0.00140,-0.11004
65.4401,0.047102,0.047196,-0.093,0.00307,-0.08532,0.00013,-0.06336
65.4601,0.047149,0.047213,-0.064,0.00170,-0.05205,-0.00016,-0.01455
65.4801,0.047175,0.047213,-0.038,0.00098,-0.02026,-0.00005,0.00566
65.5001,0.047192,0.047212,-0.020,0.00087,0.00910,0.00038,0.02127
65.5201,0.047213,0.047213,0.000,0.00132,0.03517,0.00155,0.05833
65.5401,0.047248,0.047218,0.030,0.00225,0.05712,0.00359,0.10210
65.5601,0.047306,0.047257,0.049,0.00357,0.07434,0.00544,0.09237
65.5801,0.047393,0.047339,0.054,0.00519,0.08631,0.00707,0.08158
65.6001,0.047514,0.047456,0.059,0.00699,0.09270,0.00904,0.09844
65.6201,0.047673,0.047600,0.073,0.00886,0.09332,0.01148,0.12223
65.6401,0.047869,0.047792,0.078,0.01069,0.08813,0.01338,0.09487
65.6601,0.048099,0.048030,0.069,0.01235,0.07737,0.01462,0.06200
65.6801,0.048361,0.048306,0.055,0.01374,0.06127,0.01544,0.04134
65.7001,0.048647,0.048601,0.046,0.01477,0.04034,0.01622,0.03865
65.7201,0.048949,0.048915,0.034,0.01533,0.01519,0.01635,0.00657
65.7401,0.049256,0.049240,0.016,0.01535,-0.01338,0.01570,-0.03233
65.7601,0.049559,0.049567,-0.008,0.01477,-0.04458,0.01423,-0.07365
65.7801,0.049843,0.049877,-0.034,0.01356,-0.07739,0.01210,-0.10667
65.8001,0.050096,0.050153,-0.057,0.01168,-0.11086,0.00951,-0.12938
65.8201,0.050306,0.050389,-0.084,0.00912,-0.14395,0.00598,-0.17662
65.8401,0.050457,0.050564,-0.107,0.00593,-0.17555,0.00204,-0.19678
65.8601,0.050539,0.050670,-0.131,0.00212,-0.20470,-0.00261,-0.23237
65.8801,0.050538,0.050692,-0.153,-0.00224,-0.23042,-0.00770,-0.25459
65.9001,0.050446,0.050647,-0.201,-0.00706,-0.25177,-0.01441,-0.33579
65.9201,0.050253,0.050491,-0.238,-0.01227,-0.26798,-0.02076,-0.31718
65.9401,0.049953,0.050202,-0.249,-0.01775,-0.27836,-0.02632,-0.27793
65.9601,0.049542,0.049775,-0.232,-0.02336,-0.28236,-0.03109,-0.23875
65.9801,0.049019,0.049236,-0.217,-0.02899,-0.27960,-0.03620,-0.25527
66.0001,0.048384,0.048596,-0.212,-0.03450,-0.26987,-0.04166,-0.27338
66.0201,0.047641,0.047858,-0.218,-0.03974,-0.25311,-0.04720,-0.27656
66.0401,0.046796,0.047010,-0.214,-0.04458,-0.22948,-0.05180,-0.23036
66.0601,0.045861,0.046048,-0.187,-0.04888,-0.19931,-0.05496,-0.15807
66.0801,0.044846,0.044996,-0.150,-0.05251,-0.16306,-0.05721,-0.11204
66.1001,0.043766,0.043883,-0.117,-0.05536,-0.12142,-0.05898,-0.08895
66.1201,0.042638,0.042728,-0.091,-0.05734,-0.07518,-0.06013,-0.05716
66.1401,0.041479,0.041540,-0.061,-0.05835,-0.02525,-0.06011,0.00065
66.1601,0.040309,0.040332,-0.023,-0.05833,0.02733,-0.05869,0.07126
66.1801,0.039152,0.039133,0.019,-0.05724,0.08135,-0.05615,0.12696
66.2001,0.038028,0.037966,0.062,-0.05508,0.13564,-0.05248,0.18328
66.2201,0.036956,0.036852,0.104,-0.05182,0.18915,-0.04783,0.23290
66.2401,0.035960,0.035813,0.147,-0.04752,0.24044,-0.04206,0.28846
66.2601,0.035063,0.034873,0.190,-0.04223,0.28831,-0.03530,0.33779
66.2801,0.034279,0.034051,0.228,-0.03603,0.33179,-0.02784,0.37292
66.3001,0.033627,0.033361,0.267,-0.02900,0.36977,-0.01951,0.41650
66.3201,0.033123,0.032822,0.301,-0.02127,0.40131,-0.01066,0.44280
66.3401,0.032780,0.032447,0.333,-0.01299,0.42556,-0.00134,0.46582
66.3601,0.032606,0.032256,0.350,-0.00430,0.44190,0.00778,0.45621
66.3801,0.032609,0.032248,0.361,0.00463,0.44983,0.01701,0.46127
66.4001,0.032792,0.032393,0.399,0.01362,0.44908,0.02760,0.52949
66.4201,0.033153,0.032734,0.419,0.02252,0.43952,0.03700,0.46995
66.4401,0.033691,0.033294,0.397,0.03115,0.42123,0.04441,0.37051
66.4601,0.034397,0.034048,0.349,0.03932,0.39452,0.05065,0.31186
66.4801,0.035260,0.034951,0.310,0.04688,0.35985,0.05698,0.31690
66.5001,0.036267,0.035984,0.283,0.05367,0.31792,0.06298,0.29986
66.5201,0.037401,0.037143,0.257,0.05955,0.26948,0.06803,0.25247
66.5401,0.038641,0.038425,0.216,0.06441,0.21559,0.07132,0.16427
66.5601,0.039969,0.039802,0.167,0.06814,0.15720,0.07329,0.09859
66.5801,0.041360,0.041241,0.119,0.07068,0.09564,0.07419,0.04510
66.6001,0.042788,0.042717,0.072,0.07196,0.03211,0.07388,-0.01565
66.6201,0.044229,0.044203,0.026,0.07196,-0.03198,0.07233,-0.07754
66.6401,0.045657,0.045678,-0.021,0.07068,-0.09541,0.06947,-0.14266
66.6601,0.047047,0.047117,-0.070,0.06816,-0.15682,0.06523,-0.21199
66.6801,0.048375,0.048499,-0.124,0.06443,-0.21496,0.05963,-0.28025
66.7001,0.049618,0.049787,-0.169,0.05958,-0.26866,0.05334,-0.31442
66.7201,0.050754,0.050965,-0.211,0.05371,-0.31679,0.04606,-0.36377
66.7401,0.051760,0.052014,-0.254,0.04696,-0.35822,0.03784,-0.41106
66.7601,0.052627,0.052916,-0.289,0.03943,-0.39246,0.02923,-0.43038
