scan,mode,moving_samples,acceptance_mask_differences,deferral_count_before,deferral_count_after,max_component_abs_difference,max_z_abs_difference_m_s,max_omega_abs_difference_rad_s,max_reconstructed_alpha_abs_difference,max_tank_trace_abs_difference_j,tank_end_abs_difference_j,omega_error_max_before,omega_error_max_after,pairing_error_max_before,pairing_error_max_after,energy_margin_min_before,energy_margin_min_after,mean_cost_before_s,mean_cost_after_s,p95_cost_before_s,p95_cost_after_s,max_cost_before_s,max_cost_after_s,before_velocity_violation,before_angle_violation_rad,before_consecutive_moving_slew_violation,before_aperture_violation_m_s,after_velocity_violation,after_angle_violation_rad,after_consecutive_moving_slew_violation,after_aperture_violation_m_s
007/LH_Per_L_PtD,confidence_cop_v1,3327,0,0,0,3.3320950345234683e-10,1.5981440346438114e-12,3.3320950345234683e-10,9.999221450840423e-10,2.1974741470920378e-11,2.1974741470920378e-11,9.875281215765617e-11,5.293955920339377e-23,1.5164611609670506e-12,4.557079649234529e-19,1.1113475720839192,1.1113475716444625,0.002407990159583698,0.0018408934602134675,0.002507598701777169,0.0018647311975655612,0.0034442830001353286,0.0026309050008421764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/LH_Per_S_DtP,confidence_angular_v1,3418,0,0,0,1.0204103319519972e-09,1.957204439586086e-12,1.0204103319519972e-09,3.7076548498049533e-09,8.579470467395822e-12,7.049916206369744e-15,1.2126139247456771e-10,1.3552527156068805e-20,1.957204439586086e-12,4.336808689942018e-19,1.070926468966785,1.070926468976211,0.0024000707899831213,0.001847421842314527,0.0024838235549395904,0.0018686261544644367,0.0029579529946204275,0.0024109689984470606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/LH_Per_S_DtP,confidence_cop_v1,3418,0,0,0,1.0204103319519972e-09,4.724241024691312e-12,1.0204103319519972e-09,3.7076548498049533e-09,3.510136625806126e-12,4.3021142204224816e-15,1.2126139247456771e-10,1.3552527156068805e-20,1.9669649711179226e-12,5.183519036757422e-19,1.0709264682770168,1.070926468287343,0.00240062239705306,0.001849932892922259,0.00248414659545233,0.0018719711519224803,0.003452112003287766,0.0026731530015240423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/LH_Per_S_PtD,confidence_angular_v1,3460,0,0,0,2.738722532024259e-10,1.7448399137412835e-12,2.738722532024259e-10,9.99123450640127e-10,1.901641344392857e-11,1.901641344392857e-11,9.936534301465453e-11,1.0587911840678754e-22,1.7448399137412835e-12,4.336808689942018e-19,1.1523659172074554,1.1523659171863274,0.0023874372586040493,0.0018390187953901274,0.002475812098782626,0.0018610337996506133,0.0034466279976186343,0.001909795006213244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/LH_Per_S_PtD,confidence_cop_v1,3460,0,0,0,2.738722532024259e-10,2.3393470320598464e-12,2.738722532024259e-10,9.99123450640127e-10,2.1038934483463834e-11,2.1038934483463834e-11,9.936534301465453e-11,1.0587911840678754e-22,1.7624244970712405e-12,5.210770502037982e-19,1.152365917644978,1.1523659176240009,0.0023871298366892617,0.001842162339174511,0.002475865196902305,0.0018631060935149434,0.0032211050056503154,0.002727398998104036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_C_DtP,confidence_angular_v1,3595,0,0,0,1.0346405595617705e-09,1.8381054048563147e-12,1.0346405595617705e-09,3.5316044533217905e-09,7.432887638714192e-12,7.405479007793758e-12,1.1329394478313002e-10,2.168404344971009e-19,1.8381054048563147e-12,4.336808689942018e-19,1.2084854591647352,1.2084854591819902,0.0023901735468876387,0.0018387711964241134,0.0024801071973342913,0.0018629596968821715,0.0025970640053856187,0.002079338999465108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_C_DtP,confidence_cop_v1,3595,0,0,0,1.0346405595617705e-09,1.5544726855547253e-11,1.0346405595617705e-09,3.5316044533217905e-09,6.1970706344283144e-12,6.190950530005068e-12,1.1329394478313002e-10,2.168404344971009e-19,1.831610693052469e-12,5.294605257120231e-19,1.2084854701693728,1.2084854701869108,0.002390335497627458,0.0018412758057780132,0.002480011799343629,0.0018656916021427606,0.003130323995719664,0.002611894000438042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_C_PtD,confidence_angular_v1,3539,0,0,0,8.516925707443071e-10,1.9597347190642554e-12,8.516925707443071e-10,3.993327779561184e-09,6.705427879616366e-12,6.702055577179067e-12,1.0916897003358447e-10,1.0842021724855044e-19,1.9597347190642554e-12,4.336808689942018e-19,1.178642649480312,1.1786426494439508,0.002393540612260136,0.001839436955337025,0.002477002501836978,0.0018626351993589196,0.0036402169935172424,0.0019215109932702035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_C_PtD,confidence_cop_v1,3539,0,0,0,8.516925707443071e-10,8.85318034160587e-12,8.516925707443071e-10,3.993327779561184e-09,3.4336700149850685e-12,3.4301728124574993e-12,1.0916897003358447e-10,1.0842021724855044e-19,1.9659099608592853e-12,6.101256280845458e-19,1.1786426465728432,1.1786426465364388,0.0023931521593190458,0.0018425397524448911,0.0024774188990704716,0.0018637085995578673,0.0031737999961478636,0.0024917379996622913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_L_DtP,confidence_angular_v1,3581,0,0,0,1.2113269265569413e-09,1.908540605423992e-12,1.2113269265569413e-09,9.9984764911909e-10,4.5844716911602745e-12,4.5844716911602745e-12,9.981196796263365e-11,2.710505431213761e-20,1.908540605397522e-12,4.336808689942018e-19,1.1796257950066742,1.1796257949929911,0.0023887559029280385,0.001838464393467683,0.002469444996677339,0.0018619089969433844,0.0025302320063929074,0.0020221790036885068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_L_DtP,confidence_cop_v1,3581,0,0,0,1.2113269265569413e-09,1.1422632547828244e-11,1.2113269265569413e-09,9.9984764911909e-10,5.728598151399922e-12,5.710806827430304e-12,9.981196796263365e-11,2.710505431213761e-20,1.9060159133917315e-12,6.35536099514292e-19,1.1796257940985488,1.1796257940847692,0.002388558451899532,0.001841106096440222,0.0024688159974175505,0.0018623889991431497,0.002961010002763942,0.0025548580015311018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_L_PtD,confidence_angular_v1,3549,0,0,0,4.997251464367429e-10,1.9907679294062756e-12,4.997251464367429e-10,9.989803428922528e-10,2.817232558349758e-12,8.961581476896185e-13,9.969112742901136e-11,5.293955920339377e-23,1.9907679294062756e-12,4.336808689942018e-19,1.1670383377568663,1.1670383378129021,0.0023626156235813903,0.001847567857643653,0.0024457762032398024,0.001870833200518973,0.0027725969994207844,0.0019980120050604455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_L_PtD,confidence_cop_v1,3549,0,0,0,4.997251464367429e-10,3.2798400497260904e-12,4.997251464367429e-10,9.989803428922528e-10,2.849040448005269e-12,3.6673442060930483e-13,9.969112742901136e-11,5.293955920339377e-23,1.9920437724421498e-12,6.1867616822711235e-19,1.1670383386838838,1.1670383387399794,0.002364410269160166,0.0018517661304541949,0.0024472207995131614,0.001871370202570688,0.009959904004062992,0.010197725998295937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_S_DtP,confidence_angular_v1,3809,0,0,0,1.1135260468943053e-09,1.6881067002461301e-12,1.1135260468943053e-09,6.3557815677128815e-09,1.315071662677525e-11,1.315071662677525e-11,1.070003693699344e-10,4.336808689942018e-19,1.6881067002461301e-12,4.336808689942018e-19,1.2173028353686062,1.2173028353664987,0.0023690897789548134,0.0018426521136261005,0.0024502551998011766,0.0018660183966858312,0.0029052839963696897,0.0019206400029361248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_S_DtP,confidence_cop_v1,3809,0,0,0,1.1135260468943053e-09,8.71612114081155e-12,1.1135260468943053e-09,6.3557815677128815e-09,6.430841970050949e-12,6.3266891725533014e-12,1.070003693699344e-10,4.336808689942018e-19,1.6950053228329639e-12,6.113551286675294e-19,1.2173028463813482,1.2173028463815239,0.0023680764956708457,0.0018447740997420867,0.002450661397597287,0.0018686444032937287,0.0030948970015742816,0.0025378709979122505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_S_PtD,confidence_angular_v1,3782,0,0,0,1.1132112232241405e-09,1.9843980990502206e-12,1.1132112232241405e-09,8.226130665534015e-09,1.7034568200458011e-12,5.247885459525037e-13,1.3014266682549736e-10,4.336808689942018e-19,1.9843980990502206e-12,4.336808689942018e-19,1.1387972600263208,1.1387972599927285,0.002366103200721467,0.001848011676314261,0.0024473448040225774,0.0018799517976731295,0.002940646001661662,0.002550347002397757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007/RH_Per_S_PtD,confidence_cop_v1,3782,0,0,0,1.1132112232241405e-09,1.547297359683064e-11,1.1132112232241405e-09,8.226130665534015e-09,2.833483447872709e-12,1.007263716878981e-12,1.3014266682549736e-10,4.336808689942018e-19,1.9671907934825546e-12,8.334804200982315e-19,1.1387972586066075,1.1387972585738362,0.002366169034138102,0.0018494455142924354,0.0024464652025926624,0.0018792365459376014,0.0032780430046841502,0.0025846569988061674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_C_DtP,confidence_angular_v1,4154,0,0,0,1.1284267283537502e-09,2.0395215464402705e-12,1.1284267283537502e-09,4.1505029413357875e-09,6.3951899331726736e-12,0.0,1.3488285662e-10,4.336808689942018e-19,2.0395215464402705e-12,4.336808689942018e-19,1.0730913617790216,1.0730913617865594,0.0023435851707560742,0.0018010409139978258,0.002428636898912373,0.0018220495530840708,0.0033714890014380217,0.002564082999015227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_C_DtP,confidence_cop_v1,4154,0,0,0,1.1284267283537502e-09,5.263513474899895e-12,1.1284267283537502e-09,4.1505029413357875e-09,6.0822458181064576e-12,0.0,1.3488285662e-10,4.336808689942018e-19,2.039522142815824e-12,6.113795304955997e-19,1.073091363280688,1.0730913632869938,0.002343142436517408,0.0018011437932377548,0.002429650200792821,0.0018216656499134842,0.0033901590068126097,0.0023988199973246083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_C_PtD,confidence_angular_v1,4712,0,0,0,1.018141077523127e-09,2.2876805701524394e-12,1.018141077523127e-09,3.825947780811134e-09,3.4745956112303134e-12,2.813804744761228e-12,1.1478983128615505e-10,8.673617379884035e-19,2.2876805701524394e-12,8.673617379884035e-19,1.0663229776746719,1.0663229777131016,0.002448842185028447,0.0017975956439556836,0.002583352548026596,0.0018192530020314734,0.0031141520012170076,0.002510504004021641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_C_PtD,confidence_cop_v1,4712,0,0,0,1.018141077523127e-09,7.51267526920979e-12,1.018141077523127e-09,3.825947780811134e-09,6.479594638619801e-12,6.1916721749710746e-12,1.1478983128615505e-10,8.673617379884035e-19,2.287794665590937e-12,7.829870924600985e-19,1.0663229774193417,1.0663229774568217,0.0024484004886177048,0.0017978854847213197,0.0025819319536822148,0.0018193813528341706,0.003185280002071522,0.0025342320004710928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_L_DtP,confidence_angular_v1,4159,0,0,0,8.988627853644647e-10,2.0343301695979754e-12,8.988627853644647e-10,3.7697981403184144e-09,1.0168532682541809e-11,0.0,9.929115818189731e-11,2.710505431213761e-20,2.0343301695979754e-12,8.673617379884035e-19,1.1278322723565513,1.1278322724401337,0.0024688466823596074,0.0017948354938914426,0.002642318303696811,0.0018171938994782978,0.0035258489951957017,0.002678662000107579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_L_DtP,confidence_cop_v1,4159,0,0,0,8.988627853644647e-10,5.579332243606239e-12,8.988627853644647e-10,3.7697981403184144e-09,4.471992220977938e-12,0.0,9.929115818195025e-11,2.710505431213761e-20,2.034351398244506e-12,7.717528940670744e-19,1.1278322648799468,1.1278322649646872,0.0024683829620175293,0.0017961656215417915,0.0026434295949002264,0.0018175929981225636,0.003427482006372884,0.0025666950023151003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_L_PtD,confidence_angular_v1,4147,0,0,0,4.539719511899808e-10,1.9981758388203163e-12,4.539719511899808e-10,9.991324434466264e-10,4.299671729768306e-12,9.217626661950362e-14,1.0054833929891612e-10,5.293955920339377e-23,1.9981758388203163e-12,4.336808689942018e-19,1.0842170380682854,1.0842170381521299,0.0024331765966433207,0.001802518062231925,0.0025418504999834115,0.001824553497863235,0.0032021259976318106,0.0028131220024079084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_L_PtD,confidence_cop_v1,4147,0,0,0,4.539719511899808e-10,2.7613497426137723e-12,4.539719511899808e-10,9.991324434466264e-10,4.877362402844199e-12,4.820518983983391e-12,1.0054833929891612e-10,5.293955920339377e-23,1.996993836426329e-12,6.433497057416047e-19,1.0842170379932925,1.084217038077082,0.0024332581191217418,0.0018032711963659558,0.0025425540989090223,0.0018252808986289892,0.0031041809997987,0.002340683997317683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_S_DtP,confidence_angular_v1,4334,0,0,0,7.89246573875635e-10,1.913410535883312e-12,7.89246573875635e-10,7.062753382136577e-09,1.5938361741518747e-11,1.5207141101925004e-11,1.2704783026399463e-10,1.0842021724855044e-19,1.913410535883312e-12,4.336808689942018e-19,1.0675174140681376,1.0675174140440646,0.002415836807592138,0.0017948630414869051,0.0025083307045861147,0.0018166830519476206,0.003405072995519731,0.002696409006603062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_S_DtP,confidence_cop_v1,4334,0,0,0,7.89246573875635e-10,7.967787454127295e-12,7.89246573875635e-10,7.062753382136577e-09,6.8595962243733766e-12,6.8577366008071294e-12,1.2704783026399463e-10,1.0842021724855044e-19,1.91820356310352e-12,9.851611494075396e-19,1.0675174133253253,1.0675174133013203,0.0024138936871821027,0.0017957979441868954,0.002503975047147833,0.0018174149499827763,0.0030357130017364398,0.001927010998770129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_S_PtD,confidence_angular_v1,4809,0,0,0,1.243274801584701e-09,1.8146906352379245e-12,1.243274801584701e-09,1.9791834060534086e-08,1.3262585474294042e-11,1.1377496167419565e-11,1.749637240644475e-10,8.673617379884035e-19,1.8146906352379245e-12,4.336808689942018e-19,1.089321974734448,1.0893219747946457,0.0024092975273078947,0.001793917267410152,0.0025006387993926184,0.0018180724000558257,0.0029110010000295006,0.002057256999250967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/LH_Per_S_PtD,confidence_cop_v1,4809,0,0,0,1.243274801584701e-09,1.803439667567852e-11,1.243274801584701e-09,1.9791834060534086e-08,8.984771260323043e-12,8.950479246649934e-12,1.749637240644475e-10,8.673617379884035e-19,1.8382034384916934e-12,8.475779558803962e-19,1.0893219752119188,1.0893219752721572,0.0024082954266989084,0.0017958886097105913,0.0024995632003992794,0.001820320004480891,0.0031689800016465597,0.0026086750003742054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_C_DtP,confidence_angular_v1,3949,0,0,0,1.1603856583562114e-09,8.341513244025656e-13,1.1603856583562114e-09,4.98602881204846e-09,8.487446856442205e-12,2.9836133563776457e-12,1.3100955411661508e-10,2.168404344971009e-19,8.341513244025656e-13,4.336808689942018e-19,1.1049621107973748,1.104962110838553,0.0024335010493602596,0.0017937321812990306,0.002510727402113844,0.001815608200558927,0.0032327700027963147,0.0019883509958162904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_C_DtP,confidence_cop_v1,3949,0,0,0,1.1603856583562114e-09,9.386933287960919e-12,1.1603856583562114e-09,4.986030144316089e-09,6.255204687555249e-12,6.110265071690435e-12,1.3100955411661508e-10,2.168404344971009e-19,1.579143743936709e-12,1.0816188874325013e-18,1.1049491254103878,1.1049491254516501,0.002432271801937357,0.0017963599333695463,0.0025103315987507814,0.001817369995114859,0.0035053819956374355,0.0022787029956816696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_C_PtD,confidence_angular_v1,4068,0,0,0,1.1335613463517302e-09,2.407203234487676e-12,1.1335613463517302e-09,3.485845234685314e-08,1.4616918786458655e-11,6.005404507014589e-12,1.4448220050922167e-10,4.336808689942018e-19,2.407203234487676e-12,4.336808689942018e-19,1.1232952483084298,1.123295248456876,0.002451361472277253,0.001794692012529683,0.0025227309513866205,0.0018174074961279985,0.002953354000055697,0.002101785001286771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_C_PtD,confidence_cop_v1,4068,0,0,0,1.1335613463517302e-09,1.185315365824502e-11,1.1335613463517302e-09,3.485845234685314e-08,2.1644255832065085e-11,2.1644255832065085e-11,1.4448220050922167e-10,4.336808689942018e-19,2.4072025584044704e-12,6.124048208648591e-19,1.1232952475237779,1.1232952476717717,0.002450664160008317,0.001798462406298017,0.0025218790480721507,0.0018193181531387381,0.0030537929997080937,0.011427468998590484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_L_DtP,confidence_angular_v1,3906,0,0,0,1.3991374451567283e-09,1.8704414642089567e-12,1.3991374451567283e-09,3.975208717754697e-09,4.8719084322357276e-12,4.717115587027365e-12,1.0992342305558606e-10,2.168404344971009e-19,1.8704414642089567e-12,8.673617379884035e-19,1.1037690320295033,1.10376903208936,0.0023873165351293024,0.001796391824940427,0.002468654500262346,0.0018186535035056295,0.0026759750035125762,0.0027007749959011562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_L_DtP,confidence_cop_v1,3906,0,0,0,1.3991374451567283e-09,6.445803960031249e-12,1.3991374451567283e-09,3.975208717754697e-09,2.995478864953327e-12,1.2305573227067157e-12,1.0992342305558606e-10,2.168404344971009e-19,1.868694749431165e-12,1.250855904857788e-18,1.1037707982721625,1.1037707983319724,0.00238618194288063,0.0017989198166490441,0.0024634434976178454,0.0018208120036433684,0.011019445999409072,0.0022924190052435733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_L_PtD,confidence_angular_v1,3755,0,0,0,1.0779378557292107e-09,1.6588712230493022e-12,1.0779378557292107e-09,1.3770308116001218e-08,1.2540593563592495e-11,1.2473563848480751e-11,1.4002062009854654e-10,4.336808689942018e-19,1.6588712230493022e-12,4.336808689942018e-19,1.0920881741600108,1.0920881741340924,0.002406818926436768,0.0017986726764464452,0.0024781992942735087,0.0018211715010693296,0.0032137189991772175,0.00216299100429751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_L_PtD,confidence_cop_v1,3755,0,0,0,1.0779378557292107e-09,8.770437934929598e-12,1.0779378557292107e-09,1.377030822702352e-08,7.825184944465491e-12,7.825184944465491e-12,1.4002062009854654e-10,4.336808689942018e-19,1.6705521409175726e-12,6.297689962835723e-19,1.0920881663685171,1.0920881663419721,0.0024035951784046458,0.001800713163450439,0.0024756667997280603,0.0018220310979813804,0.0031748199980938807,0.0027350720047252253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_S_DtP,confidence_angular_v1,4335,0,0,0,1.1271806554135526e-09,1.7771480329710064e-12,1.1271806554135526e-09,4.284521848418876e-09,1.400228544223836e-11,5.992914497987556e-12,1.3915524830522552e-10,4.336808689942018e-19,1.7771480329710064e-12,4.336808689942018e-19,1.0840072770482452,1.0840072769950575,0.0023893747101867524,0.0017929403126360488,0.0024762406028457917,0.00183138519860222,0.0034104310034308583,0.0024973799954750575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_S_DtP,confidence_cop_v1,4335,0,0,0,1.1271806554135526e-09,1.7544615933673402e-11,1.1271806554135526e-09,4.284521848418876e-09,1.149697004265704e-11,1.1420100975989556e-11,1.3915524830522552e-10,4.336808689942018e-19,1.7321063023763553e-12,6.42898006966014e-19,1.0840084207558973,1.0840084207027114,0.002387486593309718,0.0017934562513443498,0.0024746596012846568,0.0018309467042854522,0.0030680090058012865,0.002627846995892469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_S_PtD,confidence_angular_v1,4317,0,0,0,1.1043263083501675e-09,1.713308691119079e-12,1.1043263083501675e-09,3.647681523499813e-08,3.6869063357869436e-11,3.1585081772256274e-11,1.1944631655297355e-10,8.673617379884035e-19,1.713308691119079e-12,4.336808689942018e-19,1.0904945897982652,1.0904945898675573,0.002369448317333487,0.001770603737331532,0.0024510264047421515,0.001812380000774283,0.002686466003069654,0.0020877860006294213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jiaqi/RH_Per_S_PtD,confidence_cop_v1,4317,0,0,0,1.1043263083501675e-09,1.4935729302639755e-11,1.1043263083501675e-09,3.647681523499813e-08,1.1655287845968587e-11,1.1655287845968587e-11,1.1944631655297355e-10,8.673617379884035e-19,1.7180624214725111e-12,6.030874584450618e-19,1.0904945892064035,1.0904945892757065,0.0023641961378955156,0.0017714801304071221,0.002444821604876779,0.0018137863997253589,0.003063504002057016,0.002646066997840535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/LH_Per_C_DtP,confidence_angular_v1,3080,0,0,0,6.591897990069503e-10,1.931381087630586e-12,6.591897990069503e-10,1.592745901835002e-08,1.878165678537158e-11,9.992007221626409e-16,1.0529806405036398e-10,4.336808689942018e-19,1.931381087630586e-12,4.336808689942018e-19,1.1416895612163551,1.1416895614824494,0.0024319486893439823,0.0017930415103518346,0.0025428332504816354,0.0018160200012061977,0.002895306999562308,0.0025766489998204634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/LH_Per_C_DtP,confidence_cop_v1,3080,0,0,0,6.591897990069503e-10,6.842888614685266e-12,6.591897990069503e-10,1.5927447805097472e-08,1.8542556379230746e-11,8.770761894538737e-15,1.0529806405036398e-10,4.336808689942018e-19,1.8754167836159963e-12,5.539595475043124e-19,1.1416895611527627,1.1416895614189388,0.0024304630928604814,0.0017950092125687803,0.002542643453853088,0.001818525504131685,0.0030224599977373146,0.002710395994654391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/LH_Per_L_DtP,confidence_angular_v1,3012,0,0,0,1.2862022130474414e-09,1.8974558932749274e-12,1.2862022130474414e-09,9.999836514396065e-10,8.836237297416005e-12,2.581268532253489e-15,1.2728022376330922e-10,5.421010862427522e-20,1.8974558932484577e-12,4.336808689942018e-19,1.1604279581148333,1.1604279582638863,0.002433323145403214,0.0017917409425223052,0.0026174958988121944,0.0018133057968952927,0.003264361002948135,0.0023332880009547807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/LH_Per_L_DtP,confidence_cop_v1,3012,0,0,0,1.2862022130474414e-09,8.94818557629646e-12,1.2862022130474414e-09,9.999836514396065e-10,1.2094769630266455e-11,0.0,1.2728022376330922e-10,5.421010862427522e-20,1.9999311040765223e-12,6.241408593957615e-19,1.1604279577955112,1.1604279579447885,0.0024325917968081806,0.0017935718399484362,0.00261230005089601,0.0018140070507797646,0.003508820002025459,0.002047391993983183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_C_DtP,confidence_angular_v1,4063,0,0,0,9.527893335414817e-10,1.8435166834954667e-12,9.527893335414817e-10,3.7117616757953442e-09,3.6747715981277906e-11,2.9411528768008566e-11,1.1250901555889814e-10,4.336808689942018e-19,1.8435166834954667e-12,8.673617379884035e-19,1.123328641541688,1.1233286415449828,0.0024129578168959514,0.0017942370995975446,0.0025146377003693486,0.001817665703856619,0.003619625000283122,0.0020562930003507063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_C_DtP,confidence_cop_v1,4063,0,0,0,9.527247094541502e-10,1.015678882144988e-11,9.527247094541502e-10,3.7117616757953442e-09,8.9362128807835e-12,8.893080716276813e-12,1.1250901555889814e-10,4.336808689942018e-19,1.4063904155028981e-12,1.0299920638612292e-18,1.1232200709698128,1.1232200709753999,0.0024122792770554877,0.0017981703618123234,0.0025144696970528456,0.0018204187021183317,0.002949066001747269,0.010695274999307003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_C_PtD,confidence_angular_v1,3910,0,0,0,1.0864318131316073e-09,1.8349448909901968e-12,1.0864318131316073e-09,2.2917958752977086e-08,1.6936368973929916e-11,1.6097512212098763e-11,1.374027202780126e-10,8.673617379884035e-19,1.8349448909901968e-12,4.336808689942018e-19,1.1542384697885826,1.1542384697972685,0.0024410154595391263,0.0018003702386962118,0.0025435125000512924,0.0018239858476590599,0.0033938710039365105,0.002403114005574025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_C_PtD,confidence_cop_v1,3910,0,0,0,1.0864318131316073e-09,1.171362529542308e-11,1.0864318131316073e-09,2.291575751378616e-08,6.451617018399247e-12,6.445954880973659e-12,1.374027202780126e-10,8.673617379884035e-19,1.8331036284009135e-12,9.486769009248164e-19,1.1542384699530694,1.1542384699617703,0.0024393944319861176,0.001802185895309225,0.002536652299386333,0.0018251581001095473,0.0030485730021609925,0.0026843480009119958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_L_DtP,confidence_angular_v1,3893,0,0,0,1.1833530605791096e-09,1.914656565923832e-12,1.1833530605791096e-09,6.987065370722689e-09,4.0530495626356355e-12,3.5206698667522573e-12,1.095602616033309e-10,2.168404344971009e-19,1.914656565923832e-12,4.336808689942018e-19,1.1032279833507195,1.1032279833974505,0.002397141169426723,0.0017973308533200678,0.0024872776004485784,0.001820105999649968,0.0035527279978850856,0.0020046510035172105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_L_DtP,confidence_cop_v1,3893,0,0,0,1.1833530605791096e-09,9.821640625361922e-12,1.1833530605791096e-09,6.987065370722689e-09,4.028236078035263e-12,4.028236078035263e-12,1.095602616033309e-10,2.168404344971009e-19,1.9214771568371385e-12,6.20446541533129e-19,1.1032270025080766,1.1032270025549187,0.002393410721502254,0.0017999976375608691,0.002484686201205477,0.0018223936000140383,0.0031533860019408166,0.0026143479990423657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_L_PtD,confidence_angular_v1,3692,0,0,0,1.0158054604718011e-09,2.3129322892709303e-12,1.0158054604718011e-09,3.927889458132938e-09,7.875644580934704e-13,3.6225189514738076e-13,1.4405304293169108e-10,4.336808689942018e-19,2.3129322892709303e-12,4.336808689942018e-19,1.0854522714773698,1.0854522714797434,0.0024230311368305143,0.0017981898214588638,0.002505905699217692,0.0018350440532231005,0.0034413679968565702,0.002102900994941592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pei/RH_Per_L_PtD,confidence_cop_v1,3692,0,0,0,1.0158054604718011e-09,8.250371523119138e-12,1.0158054604718011e-09,3.927889458132938e-09,1.15238929510042e-11,1.15238929510042e-11,1.4405304293169108e-10,4.336808689942018e-19,2.183612658723966e-12,6.075169072277067e-19,1.0854522681728078,1.0854522681743628,0.0024191440286868483,0.0017987812356540134,0.0025018087515491063,0.0018333461481233825,0.002925816996139474,0.0025014909988385625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
