t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,v_cmd_m_s,rpm_cmd
20.3801,0.029362,0.029399,-0.037,-0.00154,-0.00250,-15.0
20.4001,0.029328,0.029354,-0.025,-0.00164,-0.00229,-13.7
20.4201,0.029296,0.029305,-0.009,-0.00164,-0.00180,-10.8
20.4401,0.029266,0.029261,0.004,-0.00153,-0.00133,-8.0
20.4601,0.029240,0.029232,0.008,-0.00133,-0.00108,-6.5
20.4801,0.029221,0.029212,0.009,-0.00103,-0.00076,-4.5
20.5001,0.029210,0.029195,0.015,-0.00063,0.00000,0.0
20.5201,0.029210,0.029182,0.028,-0.00015,0.00071,4.3
20.5401,0.029221,0.029183,0.038,0.00041,0.00152,9.1
20.5601,0.029245,0.029188,0.057,0.00104,0.00275,16.5
20.5801,0.029283,0.029208,0.075,0.00173,0.00394,23.6
20.6001,0.029336,0.029254,0.082,0.00248,0.00481,28.9
20.6202,0.029406,0.029324,0.081,0.00328,0.00555,33.3
20.6401,0.029491,0.029423,0.069,0.00409,0.00594,35.6
20.6601,0.029594,0.029528,0.066,0.00494,0.00679,40.7
20.6801,0.029715,0.029648,0.067,0.00579,0.00766,46.0
20.7001,0.029852,0.029785,0.067,0.00665,0.00854,51.3
20.7201,0.030006,0.029938,0.068,0.00749,0.00938,56.3
20.7402,0.030177,0.030111,0.066,0.00834,0.01017,61.0
20.7601,0.030362,0.030298,0.063,0.00906,0.01081,64.9
20.7801,0.030562,0.030503,0.058,0.00981,0.01141,68.5
20.8001,0.030774,0.030727,0.048,0.01047,0.01174,70.4
20.8201,0.030998,0.030954,0.045,0.01105,0.01229,73.7
20.8401,0.031232,0.031190,0.042,0.01157,0.01272,76.3
20.8601,0.031474,0.031437,0.037,0.01198,0.01297,77.8
20.8801,0.031721,0.031696,0.025,0.01227,0.01291,77.5
20.9001,0.031972,0.031955,0.017,0.01249,0.01291,77.5
20.9201,0.032223,0.032208,0.015,0.01254,0.01294,77.6
20.9401,0.032473,0.032467,0.006,0.01251,0.01261,75.7
20.9601,0.032718,0.032729,-0.011,0.01231,0.01190,71.4
20.9801,0.032957,0.032978,-0.021,0.01202,0.01138,68.3
21.0001,0.033186,0.033213,-0.027,0.01155,0.01076,64.6
21.0200,0.033401,0.033436,-0.034,0.01094,0.00993,59.6
21.0401,0.033603,0.033652,-0.049,0.01025,0.00878,52.7
21.0601,0.033786,0.033843,-0.058,0.00936,0.00769,46.1
21.0801,0.033947,0.034016,-0.069,0.00835,0.00636,38.2
21.1001,0.034086,0.034162,-0.076,0.00720,0.00503,30.2
21.1201,0.034198,0.034280,-0.082,0.00594,0.00362,21.7
21.1401,0.034282,0.034373,-0.091,0.00453,0.00193,11.6
21.1601,0.034335,0.034441,-0.106,0.00303,-0.00004,-0.3
21.1801,0.034355,0.034471,-0.117,0.00141,-0.00192,-11.5
21.2001,0.034340,0.034467,-0.127,-0.00030,-0.00391,-23.4
21.2201,0.034289,0.034444,-0.155,-0.00210,-0.00659,-39.6
21.2401,0.034200,0.034374,-0.173,-0.00397,-0.00893,-53.6
21.2601,0.034073,0.034236,-0.164,-0.00591,-0.01044,-62.6
21.2801,0.033905,0.034055,-0.150,-0.00789,-0.01202,-72.1
21.3001,0.033697,0.033843,-0.146,-0.00990,-0.01397,-83.8
21.3201,0.033448,0.033597,-0.149,-0.01194,-0.01612,-96.7
21.3401,0.033158,0.033313,-0.155,-0.01400,-0.01838,-110.3
21.3601,0.032828,0.032983,-0.155,-0.01599,-0.02032,-121.9
21.3801,0.032458,0.032606,-0.147,-0.01799,-0.02207,-132.4
21.4001,0.032049,0.032192,-0.143,-0.01995,-0.02391,-143.5
21.4201,0.031603,0.031741,-0.138,-0.02183,-0.02567,-154.0
21.4401,0.031121,0.031256,-0.136,-0.02367,-0.02745,-164.7
21.4601,0.030604,0.030733,-0.129,-0.02539,-0.02896,-173.8
21.4801,0.030056,0.030175,-0.119,-0.02701,-0.03028,-181.7
21.5001,0.029478,0.029587,-0.109,-0.02851,-0.03150,-189.0
21.5201,0.028875,0.028976,-0.101,-0.02983,-0.03259,-195.6
21.5401,0.028245,0.028340,-0.094,-0.03116,-0.03376,-202.6
21.5601,0.027597,0.027677,-0.080,-0.03216,-0.03433,-206.0
21.5801,0.026933,0.026997,-0.065,-0.03300,-0.03471,-208.3
21.6001,0.026253,0.026309,-0.056,-0.03379,-0.03531,-211.9
21.6201,0.025565,0.025611,-0.046,-0.03428,-0.03549,-213.0
21.6401,0.024871,0.024903,-0.032,-0.03463,-0.03545,-212.7
21.6601,0.024175,0.024192,-0.018,-0.03477,-0.03517,-211.0
21.6801,0.023481,0.023483,-0.002,-0.03471,-0.03466,-207.9
21.7001,0.022794,0.022781,0.013,-0.03442,-0.03397,-203.8
21.7201,0.022118,0.022090,0.029,-0.03391,-0.03301,-198.1
21.7401,0.021458,0.021415,0.043,-0.03321,-0.03192,-191.5
21.7601,0.020816,0.020760,0.056,-0.03230,-0.03064,-183.8
21.7801,0.020198,0.020126,0.072,-0.03119,-0.02909,-174.5
21.8001,0.019607,0.019519,0.088,-0.02988,-0.02733,-164.0
21.8201,0.019048,0.018946,0.102,-0.02834,-0.02540,-152.4
21.8401,0.018522,0.018411,0.111,-0.02670,-0.02352,-141.1
21.8601,0.018036,0.017911,0.125,-0.02480,-0.02122,-127.3
21.8801,0.017590,0.017453,0.138,-0.02277,-0.01884,-113.1
21.9001,0.017190,0.017040,0.150,-0.02056,-0.01630,-97.8
21.9202,0.016835,0.016676,0.158,-0.01833,-0.01386,-83.1
21.9401,0.016533,0.016367,0.166,-0.01575,-0.01105,-66.3
21.9601,0.016281,0.016099,0.182,-0.01319,-0.00799,-47.9
21.9801,0.016084,0.015895,0.188,-0.01054,-0.00523,-31.4
22.0001,0.015941,0.015748,0.193,-0.00781,-0.00237,-14.2
22.0200,0.015856,0.015664,0.191,-0.00498,0.00037,2.2
22.0401,0.015827,0.015631,0.197,-0.00214,0.00339,20.4
22.0601,0.015857,0.015641,0.216,0.00074,0.00690,41.4
22.0801,0.015943,0.015703,0.241,0.00362,0.01051,63.1
22.1001,0.016088,0.015842,0.246,0.00650,0.01343,80.6
22.1201,0.016289,0.016060,0.229,0.00935,0.01568,94.1
22.1401,0.016547,0.016333,0.214,0.01218,0.01808,108.5
22.1601,0.016858,0.016658,0.200,0.01489,0.02040,122.4
22.1801,0.017222,0.017027,0.195,0.01751,0.02294,137.7
22.2001,0.017636,0.017445,0.191,0.02009,0.02540,152.4
22.2201,0.018099,0.017915,0.183,0.02251,0.02760,165.6
22.2401,0.018607,0.018430,0.177,0.02485,0.02978,178.7
22.2601,0.019157,0.018992,0.165,0.02696,0.03149,189.0
22.2801,0.019746,0.019600,0.146,0.02894,0.03291,197.4
22.3001,0.020370,0.020235,0.134,0.03075,0.03443,206.6
22.3201,0.021027,0.020901,0.125,0.03243,0.03589,215.4
22.3401,0.021711,0.021597,0.114,0.03384,0.03697,221.8
22.3601,0.022419,0.022320,0.099,0.03510,0.03777,226.6
22.3801,0.023145,0.023065,0.081,0.03608,0.03823,229.4
22.4001,0.023888,0.023827,0.061,0.03691,0.03850,231.0
22.4201,0.024641,0.024593,0.048,0.03750,0.03875,232.5
22.4401,0.025400,0.025365,0.035,0.03788,0.03880,232.8
22.4602,0.026167,0.026143,0.024,0.03823,0.03883,233.0
22.4802,0.026926,0.026920,0.007,0.03804,0.03813,228.8
22.5001,0.027673,0.027695,-0.022,0.03749,0.03671,220.3
22.5201,0.028415,0.028451,-0.036,0.03717,0.03608,216.5
22.5401,0.029141,0.029181,-0.040,0.03646,0.03531,211.9
22.5601,0.029847,0.029897,-0.050,0.03553,0.03407,204.4
22.5801,0.030530,0.030598,-0.067,0.03445,0.03245,194.7
22.6000,0.031187,0.031271,-0.084,0.03315,0.03069,184.2
22.6201,0.031814,0.031912,-0.097,0.03173,0.02894,173.6
22.6401,0.032409,0.032515,-0.106,0.03014,0.02711,162.7
22.6601,0.032967,0.033086,-0.120,0.02832,0.02489,149.4
22.6801,0.033487,0.033621,-0.134,0.02646,0.02262,135.7
22.7001,0.033965,0.034105,-0.140,0.02444,0.02050,123.0
22.7201,0.034400,0.034547,-0.146,0.02229,0.01816,109.0
22.7401,0.034791,0.034946,-0.154,0.02009,0.01572,94.3
22.7600,0.035136,0.035296,-0.161,0.01779,0.01325,79.5
22.7800,0.035433,0.035598,-0.164,0.01547,0.01085,65.1
22.8001,0.035683,0.035850,-0.167,0.01310,0.00842,50.5
22.8201,0.035885,0.036055,-0.169,0.01069,0.00592,35.5
22.8401,0.036039,0.036209,-0.170,0.00828,0.00350,21.0
22.8601,0.036144,0.036311,-0.167,0.00588,0.00123,7.4
22.8801,0.036202,0.036369,-0.167,0.00350,-0.00116,-7.0
22.9001,0.036214,0.036385,-0.171,0.00117,-0.00363,-21.8
22.9202,0.036181,0.036370,-0.189,-0.00111,-0.00652,-39.1
22.9401,0.036104,0.036300,-0.196,-0.00330,-0.00885,-53.1
22.9601,0.035984,0.036169,-0.185,-0.00543,-0.01055,-63.3
22.9801,0.035825,0.035994,-0.169,-0.00747,-0.01211,-72.7
23.0002,0.035627,0.035776,-0.149,-0.00941,-0.01347,-80.8
23.0201,0.035395,0.035534,-0.139,-0.01113,-0.01496,-89.8
23.0401,0.035130,0.035258,-0.129,-0.01285,-0.01639,-98.3
23.0601,0.034834,0.034955,-0.121,-0.01439,-0.01773,-106.4
23.0801,0.034510,0.034622,-0.111,-0.01583,-0.01889,-113.4
23.1001,0.034162,0.034266,-0.103,-0.01709,-0.01993,-119.6
23.1201,0.033793,0.033882,-0.089,-0.01820,-0.02060,-123.6
23.1402,0.033404,0.033479,-0.076,-0.01921,-0.02126,-127.5
23.1601,0.033002,0.033062,-0.060,-0.01993,-0.02152,-129.1
23.1801,0.032586,0.032634,-0.048,-0.02062,-0.02189,-131.3
23.2001,0.032159,0.032202,-0.042,-0.02117,-0.02232,-133.9
23.2201,0.031727,0.031760,-0.033,-0.02152,-0.02240,-134.4
23.2401,0.031291,0.031316,-0.025,-0.02175,-0.02240,-134.4
23.2601,0.030854,0.030868,-0.014,-0.02184,-0.02216,-132.9
23.2801,0.030418,0.030423,-0.005,-0.02181,-0.02189,-131.3
23.3001,0.029987,0.029979,0.007,-0.02160,-0.02132,-127.9
23.3201,0.029560,0.029542,0.018,-0.02139,-0.02082,-124.9
23.3401,0.029142,0.029119,0.023,-0.02100,-0.02034,-122.0
23.3601,0.028734,0.028702,0.032,-0.02050,-0.01955,-117.3
23.3801,0.028338,0.028305,0.033,-0.01996,-0.01903,-114.2
23.4001,0.027954,0.027913,0.041,-0.01933,-0.01813,-108.8
23.4201,0.027586,0.027538,0.048,-0.01863,-0.01725,-103.5
23.4401,0.027231,0.027180,0.051,-0.01789,-0.01643,-98.6
23.4601,0.026893,0.026840,0.053,-0.01711,-0.01562,-93.7
23.4801,0.026571,0.026517,0.054,-0.01630,-0.01479,-88.7
23.5001,0.026264,0.026206,0.058,-0.01553,-0.01387,-83.2
23.5201,0.025975,0.025914,0.062,-0.01466,-0.01291,-77.4
23.5401,0.025702,0.025642,0.060,-0.01387,-0.01222,-73.3
23.5601,0.025444,0.025392,0.052,-0.01310,-0.01168,-70.1
23.5801,0.025201,0.025152,0.050,-0.01232,-0.01095,-65.7
23.6001,0.024972,0.024922,0.050,-0.01164,-0.01023,-61.4
23.6201,0.024755,0.024705,0.050,-0.01099,-0.00959,-57.6
23.6401,0.024550,0.024510,0.041,-0.01040,-0.00931,-55.9
23.6601,0.024356,0.024320,0.036,-0.00987,-0.00889,-53.3
23.6802,0.024169,0.024131,0.038,-0.00945,-0.00838,-50.3
23.7001,0.023990,0.023958,0.032,-0.00904,-0.00819,-49.2
23.7201,0.023815,0.023789,0.027,-0.00878,-0.00807,-48.4
23.7401,0.023645,0.023629,0.016,-0.00859,-0.00821,-49.3
23.7601,0.023475,0.023474,0.001,-0.00849,-0.00854,-51.2
23.7801,0.023306,0.023308,-0.002,-0.00849,-0.00856,-51.4
23.8002,0.023133,0.023136,-0.003,-0.00862,-0.00871,-52.3
23.8201,0.022958,0.022967,-0.009,-0.00871,-0.00899,-54.0
23.8401,0.022776,0.022789,-0.013,-0.00902,-0.00941,-56.5
23.8601,0.022587,0.022611,-0.024,-0.00936,-0.01009,-60.6
23.8801,0.022389,0.022423,-0.035,-0.00981,-0.01085,-65.1
23.9001,0.022180,0.022213,-0.033,-0.01030,-0.01122,-67.3
23.9201,0.021959,0.021995,-0.035,-0.01089,-0.01189,-71.3
23.9401,0.021725,0.021764,-0.039,-0.01154,-0.01266,-76.0
23.9601,0.021477,0.021528,-0.051,-0.01223,-0.01373,-82.4
23.9801,0.021214,0.021269,-0.055,-0.01299,-0.01456,-87.4
24.0001,0.020935,0.020992,-0.057,-0.01374,-0.01534,-92.0
24.0201,0.020640,0.020694,-0.054,-0.01454,-0.01603,-96.2
24.0401,0.020329,0.020387,-0.058,-0.01535,-0.01701,-102.0
24.0601,0.020003,0.020061,-0.058,-0.01613,-0.01775,-106.5
24.0801,0.019660,0.019713,-0.053,-0.01693,-0.01837,-110.2
24.1001,0.019302,0.019357,-0.055,-0.01770,-0.01926,-115.5
24.1201,0.018930,0.018985,-0.055,-0.01844,-0.01998,-119.9
24.1401,0.018544,0.018592,-0.048,-0.01912,-0.02042,-122.5
24.1601,0.018145,0.018190,-0.045,-0.01977,-0.02099,-126.0
24.1801,0.017737,0.017774,-0.037,-0.02029,-0.02128,-127.7
24.2001,0.017319,0.017355,-0.037,-0.02079,-0.02181,-130.9
24.2201,0.016893,0.016924,-0.031,-0.02120,-0.02205,-132.3
24.2401,0.016462,0.016487,-0.025,-0.02145,-0.02211,-132.7
24.2601,0.016029,0.016044,-0.015,-0.02163,-0.02199,-132.0
24.2801,0.015595,0.015600,-0.006,-0.02169,-0.02180,-130.8
24.3001,0.015163,0.015162,0.001,-0.02161,-0.02155,-129.3
24.3201,0.014734,0.014725,0.009,-0.02146,-0.02116,-126.9
24.3401,0.014314,0.014301,0.013,-0.02112,-0.02074,-124.4
24.3601,0.013903,0.013876,0.027,-0.02064,-0.01978,-118.7
24.3801,0.013506,0.013468,0.037,-0.02003,-0.01892,-113.5
24.4001,0.013124,0.013074,0.050,-0.01927,-0.01779,-106.8
24.4201,0.012761,0.012698,0.063,-0.01836,-0.01653,-99.2
24.4401,0.012419,0.012352,0.067,-0.01737,-0.01548,-92.9
24.4601,0.012101,0.012025,0.077,-0.01618,-0.01397,-83.8
24.4801,0.011811,0.011720,0.091,-0.01486,-0.01222,-73.3
24.5001,0.011549,0.011453,0.096,-0.01343,-0.01070,-64.2
24.5201,0.011320,0.011215,0.105,-0.01186,-0.00889,-53.3
24.5401,0.011124,0.011012,0.113,-0.01018,-0.00698,-41.9
24.5601,0.010965,0.010844,0.122,-0.00840,-0.00493,-29.6
24.5801,0.010844,0.010714,0.130,-0.00652,-0.00283,-17.0
24.6001,0.010763,0.010627,0.136,-0.00456,-0.00070,-4.2
24.6201,0.010723,0.010584,0.139,-0.00252,0.00138,8.3
24.6401,0.010725,0.010582,0.143,-0.00042,0.00359,21.6
24.6601,0.010770,0.010599,0.171,0.00172,0.00667,40.0
24.6802,0.010859,0.010666,0.193,0.00391,0.00943,56.6
24.7001,0.010991,0.010802,0.189,0.00607,0.01135,68.1
24.7201,0.011168,0.010992,0.175,0.00828,0.01312,78.7
24.7401,0.011388,0.011223,0.164,0.01046,0.01499,89.9
24.7601,0.011650,0.011490,0.160,0.01258,0.01702,102.1
24.7801,0.011955,0.011799,0.156,0.01472,0.01907,114.4
24.8001,0.012301,0.012146,0.155,0.01679,0.02113,126.8
24.8201,0.012686,0.012535,0.151,0.01873,0.02294,137.6
24.8401,0.013106,0.012968,0.138,0.02055,0.02434,146.0
24.8601,0.013563,0.013435,0.128,0.02238,0.02589,155.4
24.8801,0.014049,0.013928,0.121,0.02394,0.02729,163.8
24.9001,0.014568,0.014454,0.114,0.02553,0.02868,172.1
24.9201,0.015111,0.015008,0.104,0.02686,0.02970,178.2
24.9401,0.015679,0.015588,0.092,0.02809,0.03058,183.5
24.9601,0.016267,0.016186,0.080,0.02911,0.03130,187.8
24.9801,0.016870,0.016802,0.068,0.02996,0.03180,190.8
25.0001,0.017487,0.017431,0.055,0.03064,0.03211,192.6
25.0306,0.018441,0.018392,0.049,0.04432,0.04566,274.0
25.0483,0.019000,0.018987,0.013,0.03121,0.03136,188.2
25.0662,0.019563,0.019806,-0.243,0.02877,0.02043,122.6
25.0853,0.020159,0.020383,-0.225,0.02958,0.02340,140.4
25.1033,0.020713,0.020746,-0.032,0.02811,0.02836,170.2
25.1213,0.021257,0.021171,0.086,0.02735,0.03046,182.8
25.1401,0.021810,0.021721,0.090,0.02761,0.03014,180.8
25.1601,0.022381,0.022330,0.050,0.02834,0.02952,177.1
25.1801,0.022927,0.022931,-0.004,0.02753,0.02709,162.5
25.2001,0.023445,0.023513,-0.068,0.02621,0.02392,143.5
25.2201,0.023931,0.024043,-0.112,0.02468,0.02129,127.7
25.2401,0.024383,0.024510,-0.127,0.02302,0.01938,116.3
25.2601,0.024796,0.024926,-0.130,0.02114,0.01750,105.0
25.2801,0.025170,0.025303,-0.133,0.01915,0.01539,92.4
25.3002,0.025501,0.025643,-0.142,0.01711,0.01309,78.5
25.3201,0.025783,0.025937,-0.155,0.01466,0.01026,61.5
25.3401,0.026018,0.026187,-0.169,0.01234,0.00751,45.1
25.3601,0.026203,0.026375,-0.172,0.00988,0.00506,30.3
25.3801,0.026337,0.026514,-0.177,0.00734,0.00235,14.1
25.4001,0.026419,0.026605,-0.186,0.00473,-0.00053,-3.2
25.4201,0.026447,0.026634,-0.187,0.00209,-0.00315,-18.9
25.4401,0.026422,0.026623,-0.201,-0.00058,-0.00631,-37.8
25.4601,0.026344,0.026569,-0.225,-0.00326,-0.00970,-58.2
25.4801,0.026212,0.026440,-0.228,-0.00593,-0.01235,-74.1
25.5001,0.026027,0.026237,-0.209,-0.00855,-0.01430,-85.8
25.5201,0.025792,0.025987,-0.195,-0.01113,-0.01650,-99.0
25.5401,0.025506,0.025690,-0.184,-0.01366,-0.01876,-112.6
25.5601,0.025172,0.025354,-0.182,-0.01608,-0.02116,-127.0
25.5801,0.024793,0.024968,-0.175,-0.01837,-0.02323,-139.4
25.6001,0.024370,0.024534,-0.164,-0.02061,-0.02513,-150.8
25.6201,0.023906,0.024061,-0.155,-0.02270,-0.02700,-162.0
25.6401,0.023403,0.023548,-0.144,-0.02462,-0.02859,-171.5
25.6601,0.022866,0.023000,-0.134,-0.02643,-0.03012,-180.7
25.6801,0.022297,0.022419,-0.122,-0.02803,-0.03136,-188.1
25.7001,0.021701,0.021808,-0.106,-0.02945,-0.03234,-194.0
25.7201,0.021080,0.021173,-0.093,-0.03073,-0.03326,-199.5
25.7401,0.020439,0.020523,-0.085,-0.03180,-0.03412,-204.7
25.7601,0.019784,0.019850,-0.067,-0.03257,-0.03434,-206.0
25.7801,0.019115,0.019165,-0.050,-0.03326,-0.03455,-207.3
25.8001,0.018439,0.018477,-0.038,-0.03369,-0.03469,-208.2
25.8201,0.017760,0.017784,-0.024,-0.03391,-0.03451,-207.1
25.8401,0.017082,0.017091,-0.009,-0.03391,-0.03407,-204.4
25.8601,0.016407,0.016404,0.003,-0.03375,-0.03360,-201.6
25.8801,0.015743,0.015724,0.019,-0.03332,-0.03267,-196.0
25.9001,0.015091,0.015055,0.036,-0.03275,-0.03164,-189.9
25.9201,0.014455,0.014408,0.048,-0.03197,-0.03057,-183.4
25.9401,0.013842,0.013779,0.063,-0.03095,-0.02909,-174.5
25.9601,0.013252,0.013175,0.077,-0.02979,-0.02754,-165.3
25.9801,0.012687,0.012600,0.087,-0.02853,-0.02605,-156.3
26.0001,0.012154,0.012057,0.097,-0.02702,-0.02422,-145.3
26.0201,0.011654,0.011546,0.109,-0.02541,-0.02230,-133.8
26.0401,0.011190,0.011072,0.118,-0.02366,-0.02030,-121.8
26.0601,0.010763,0.010636,0.127,-0.02179,-0.01818,-109.1
26.0801,0.010376,0.010241,0.135,-0.01983,-0.01600,-96.0
26.1001,0.010031,0.009888,0.144,-0.01777,-0.01370,-82.2
26.1201,0.009728,0.009579,0.150,-0.01567,-0.01143,-68.6
26.1401,0.009469,0.009322,0.148,-0.01350,-0.00938,-56.3
26.1601,0.009254,0.009099,0.155,-0.01130,-0.00691,-41.5
26.1801,0.009084,0.008927,0.157,-0.00908,-0.00468,-28.1
26.2001,0.008958,0.008799,0.158,-0.00685,-0.00240,-14.4
26.2201,0.008876,0.008721,0.155,-0.00464,-0.00031,-1.9
26.2401,0.008838,0.008689,0.149,-0.00246,0.00168,10.1
26.2601,0.008842,0.008691,0.151,-0.00032,0.00392,23.5
26.2801,0.008888,0.008713,0.174,0.00175,0.00677,40.6
26.3001,0.008973,0.008785,0.187,0.00375,0.00907,54.4
26.3201,0.009095,0.008922,0.174,0.00566,0.01045,62.7
26.3401,0.009254,0.009105,0.149,0.00747,0.01148,68.9
26.3601,0.009446,0.009312,0.134,0.00917,0.01283,77.0
26.3801,0.009669,0.009547,0.122,0.01075,0.01410,84.6
26.4001,0.009919,0.009808,0.112,0.01217,0.01525,91.5
26.4201,0.010196,0.010094,0.102,0.01349,0.01629,97.7
26.4401,0.010495,0.010399,0.095,0.01465,0.01729,103.7
26.4601,0.010812,0.010733,0.079,0.01563,0.01774,106.4
26.4801,0.011146,0.011082,0.065,0.01649,0.01822,109.3
26.5001,0.011493,0.011435,0.058,0.01716,0.01876,112.5
26.5201,0.011849,0.011804,0.046,0.01768,0.01889,113.3
26.5401,0.012213,0.012179,0.033,0.01808,0.01895,113.7
26.5601,0.012578,0.012557,0.021,0.01824,0.01877,112.6
26.5801,0.012945,0.012938,0.006,0.01831,0.01840,110.4
26.6001,0.013309,0.013313,-0.005,0.01822,0.01803,108.2
26.6201,0.013666,0.013681,-0.015,0.01794,0.01747,104.8
26.6401,0.014016,0.014036,-0.020,0.01759,0.01700,102.0
26.6601,0.014353,0.014382,-0.030,0.01697,0.01609,96.5
26.6801,0.014678,0.014722,-0.044,0.01638,0.01505,90.3
26.7001,0.014986,0.015040,-0.054,0.01562,0.01406,84.3
26.7201,0.015276,0.015333,-0.057,0.01473,0.01311,78.6
26.7401,0.015547,0.015612,-0.065,0.01377,0.01190,71.4
26.7602,0.015798,0.015867,-0.069,0.01279,0.01083,65.0
26.7801,0.016023,0.016100,-0.077,0.01157,0.00937,56.2
26.8001,0.016226,0.016304,-0.078,0.01044,0.00824,49.5
26.8201,0.016405,0.016486,-0.081,0.00923,0.00695,41.7
26.8401,0.016559,0.016647,-0.088,0.00800,0.00550,33.0
26.8601,0.016687,0.016778,-0.091,0.00674,0.00419,25.1
26.8801,0.016791,0.016878,-0.088,0.00549,0.00306,18.3
26.9001,0.016869,0.016956,-0.088,0.00422,0.00176,10.6
26.9201,0.016922,0.017008,-0.086,0.00299,0.00061,3.6
26.9401,0.016952,0.017040,-0.088,0.00180,-0.00067,-4.0
26.9601,0.016960,0.017049,-0.089,0.00065,-0.00185,-11.1
26.9801,0.016945,0.017043,-0.098,-0.00044,-0.00323,-19.4
27.0002,0.016911,0.017019,-0.108,-0.00148,-0.00458,-27.5
27.0202,0.016857,0.016960,-0.103,-0.00243,-0.00528,-31.7
27.0401,0.016788,0.016877,-0.089,-0.00327,-0.00567,-34.0
27.0601,0.016703,0.016770,-0.067,-0.00404,-0.00580,-34.8
27.0801,0.016605,0.016665,-0.060,-0.00472,-0.00635,-38.1
27.1001,0.016497,0.016553,-0.056,-0.00529,-0.00684,-41.0
27.1201,0.016379,0.016427,-0.047,-0.00575,-0.00702,-42.1
27.1401,0.016256,0.016287,-0.031,-0.00610,-0.00689,-41.3
27.1601,0.016128,0.016148,-0.020,-0.00632,-0.00680,-40.8
27.1802,0.015997,0.016015,-0.018,-0.00650,-0.00698,-41.9
27.2001,0.015869,0.015875,-0.006,-0.00644,-0.00653,-39.2
27.2201,0.015742,0.015736,0.006,-0.00637,-0.00613,-36.8
27.2401,0.015620,0.015610,0.009,-0.00616,-0.00588,-35.3
27.2601,0.015504,0.015493,0.011,-0.00585,-0.00553,-33.2
27.2801,0.015397,0.015377,0.020,-0.00545,-0.00482,-28.9
27.3001,0.015301,0.015267,0.033,-0.00495,-0.00394,-23.6
27.3201,0.015216,0.015178,0.038,-0.00437,-0.00326,-19.6
27.3402,0.015145,0.015099,0.046,-0.00372,-0.00239,-14.3
27.3601,0.015089,0.015042,0.047,-0.00298,-0.00165,-9.9
27.3801,0.015049,0.014999,0.049,-0.00221,-0.00082,-4.9
27.4001,0.015025,0.014968,0.057,-0.00139,0.00026,1.6
27.4201,0.015019,0.014956,0.063,-0.00053,0.00127,7.6
27.4401,0.015030,0.014959,0.071,0.00035,0.00237,14.2
27.4601,0.015059,0.014973,0.087,0.00124,0.00376,22.6
27.4801,0.015107,0.015012,0.095,0.00213,0.00483,29.0
27.5002,0.015171,0.015086,0.086,0.00302,0.00536,32.2
27.5201,0.015253,0.015173,0.080,0.00386,0.00606,36.4
27.5401,0.015350,0.015279,0.071,0.00467,0.00661,39.7
27.5601,0.015463,0.015396,0.067,0.00545,0.00732,43.9
27.5801,0.015590,0.015529,0.061,0.00616,0.00783,47.0
27.6001,0.015729,0.015679,0.051,0.00680,0.00817,49.0
27.6201,0.015879,0.015832,0.047,0.00736,0.00866,52.0
27.6401,0.016039,0.015996,0.043,0.00784,0.00901,54.1
27.6601,0.016205,0.016170,0.035,0.00821,0.00915,54.9
27.6801,0.016376,0.016346,0.030,0.00849,0.00930,55.8
27.7001,0.016550,0.016535,0.015,0.00865,0.00899,54.0
27.7201,0.016724,0.016722,0.002,0.00870,0.00866,52.0
27.7401,0.016896,0.016899,-0.003,0.00863,0.00853,51.2
27.7601,0.017064,0.017073,-0.009,0.00842,0.00812,48.7
27.7801,0.017224,0.017238,-0.014,0.00810,0.00769,46.2
27.8001,0.017375,0.017399,-0.024,0.00767,0.00695,41.7
27.8201,0.017514,0.017552,-0.038,0.00708,0.00594,35.7
27.8401,0.017638,0.017687,-0.049,0.00639,0.00496,29.8
27.8601,0.017746,0.017800,-0.055,0.00557,0.00400,24.0
27.8801,0.017834,0.017893,-0.059,0.00464,0.00297,17.8
27.9001,0.017901,0.017965,-0.065,0.00360,0.00176,10.6
27.9201,0.017944,0.018018,-0.074,0.00246,0.00032,1.9
27.9401,0.017962,0.018051,-0.089,0.00122,-0.00135,-8.1
27.9601,0.017954,0.018053,-0.099,-0.00011,-0.00295,-17.7
27.9801,0.017917,0.018040,-0.123,-0.00151,-0.00510,-30.6
28.0001,0.017850,0.017985,-0.135,-0.00297,-0.00682,-40.9
28.0201,0.017752,0.017883,-0.130,-0.00449,-0.00811,-48.7
28.0401,0.017623,0.017746,-0.122,-0.00605,-0.00943,-56.6
28.0601,0.017463,0.017586,-0.123,-0.00762,-0.01106,-66.4
28.0801,0.017270,0.017396,-0.126,-0.00923,-0.01278,-76.7
28.1001,0.017046,0.017170,-0.124,-0.01083,-0.01430,-85.8
28.1201,0.016789,0.016907,-0.118,-0.01242,-0.01568,-94.1
28.1401,0.016502,0.016616,-0.114,-0.01397,-0.01714,-102.8
28.1601,0.016185,0.016299,-0.114,-0.01547,-0.01866,-112.0
28.1801,0.015839,0.015947,-0.108,-0.01693,-0.01991,-119.4
28.2000,0.015467,0.015566,-0.100,-0.01830,-0.02105,-126.3
28.2201,0.015067,0.015166,-0.099,-0.01963,-0.02240,-134.4
28.2401,0.014645,0.014739,-0.094,-0.02082,-0.02344,-140.6
28.2601,0.014202,0.014288,-0.086,-0.02190,-0.02427,-145.6
28.2801,0.013740,0.013811,-0.071,-0.02284,-0.02474,-148.4
