scenario,variant,recorded_n,expected_n,valid_n,complete_n,gaps_n,aborted_n,missing_n,rmse__mean,rmse__min,rmse__max,rmse__n,absolute_mean_bias__mean,absolute_mean_bias__min,absolute_mean_bias__max,absolute_mean_bias__n,peak_absolute_error__mean,peak_absolute_error__min,peak_absolute_error__max,peak_absolute_error__n,bad_path_m__mean,bad_path_m__min,bad_path_m__max,bad_path_m__n,valid_coverage_rate_m_s__mean,valid_coverage_rate_m_s__min,valid_coverage_rate_m_s__max,valid_coverage_rate_m_s__n,valid_coverage_fraction__mean,valid_coverage_fraction__min,valid_coverage_fraction__max,valid_coverage_fraction__n,registered_image_coverage_m__mean,registered_image_coverage_m__min,registered_image_coverage_m__max,registered_image_coverage_m__n,acoustic_coverage_fraction__mean,acoustic_coverage_fraction__min,acoustic_coverage_fraction__max,acoustic_coverage_fraction__n,angular_travel_rad__mean,angular_travel_rad__min,angular_travel_rad__max,angular_travel_rad__n,measured_forward_m__mean,measured_forward_m__min,measured_forward_m__max,measured_forward_m__n,elapsed_s__mean,elapsed_s__min,elapsed_s__max,elapsed_s__n,force_active_fraction__mean,force_active_fraction__min,force_active_fraction__max,force_active_fraction__n,aperture_active_fraction__mean,aperture_active_fraction__min,aperture_active_fraction__max,aperture_active_fraction__n,omega_width_mechanical_mean__mean,omega_width_mechanical_mean__min,omega_width_mechanical_mean__max,omega_width_mechanical_mean__n,omega_width_force_mean__mean,omega_width_force_mean__min,omega_width_force_mean__max,omega_width_force_mean__n,omega_width_complete_mean__mean,omega_width_complete_mean__min,omega_width_complete_mean__max,omega_width_complete_mean__n,controller_p50_ms__mean,controller_p50_ms__min,controller_p50_ms__max,controller_p50_ms__n,controller_p99_ms__mean,controller_p99_ms__min,controller_p99_ms__max,controller_p99_ms__n,controller_max_ms__mean,controller_max_ms__min,controller_max_ms__max,controller_max_ms__n,simulated_deadline_overruns__mean,simulated_deadline_overruns__min,simulated_deadline_overruns__max,simulated_deadline_overruns__n,measured_positive_travel_m__mean,measured_positive_travel_m__min,measured_positive_travel_m__max,measured_positive_travel_m__n,measured_reverse_travel_m__mean,measured_reverse_travel_m__min,measured_reverse_travel_m__max,measured_reverse_travel_m__n,scan_angular_travel_rad__mean,scan_angular_travel_rad__min,scan_angular_travel_rad__max,scan_angular_travel_rad__n,scan_aperture_active_fraction__mean,scan_aperture_active_fraction__min,scan_aperture_active_fraction__max,scan_aperture_active_fraction__n,scan_controller_p95_ms__mean,scan_controller_p95_ms__min,scan_controller_p95_ms__max,scan_controller_p95_ms__n,scan_end_s__mean,scan_end_s__min,scan_end_s__max,scan_end_s__n,scan_force_active_fraction__mean,scan_force_active_fraction__min,scan_force_active_fraction__max,scan_force_active_fraction__n,scan_max_abs_angle_rad__mean,scan_max_abs_angle_rad__min,scan_max_abs_angle_rad__max,scan_max_abs_angle_rad__n,scan_omega_width_complete_mean__mean,scan_omega_width_complete_mean__min,scan_omega_width_complete_mean__max,scan_omega_width_complete_mean__n,scan_omega_width_complete_samples__mean,scan_omega_width_complete_samples__min,scan_omega_width_complete_samples__max,scan_omega_width_complete_samples__n,scan_omega_width_force_mean__mean,scan_omega_width_force_mean__min,scan_omega_width_force_mean__max,scan_omega_width_force_mean__n,scan_omega_width_force_samples__mean,scan_omega_width_force_samples__min,scan_omega_width_force_samples__max,scan_omega_width_force_samples__n,scan_omega_width_mechanical_mean__mean,scan_omega_width_mechanical_mean__min,scan_omega_width_mechanical_mean__max,scan_omega_width_mechanical_mean__n,scan_omega_width_mechanical_samples__mean,scan_omega_width_mechanical_samples__min,scan_omega_width_mechanical_samples__max,scan_omega_width_mechanical_samples__n,scan_required_acoustic_bad_fraction__mean,scan_required_acoustic_bad_fraction__min,scan_required_acoustic_bad_fraction__max,scan_required_acoustic_bad_fraction__n,scan_samples__mean,scan_samples__min,scan_samples__max,scan_samples__n,recovery_events,recovery_confirmed,recovery_unconfirmed,recovery_no_deficit_runs,recovery_median_s
left_gap,full,10,10,10,0,10,0,0,0.20452650815025356,0.20128936330345748,0.20699354018137475,10,0.0012000028684968256,6.592201325150873e-05,0.0018913735276674382,10,0.32018266597606426,0.31534600448272965,0.32257473257028124,10,0.0027710464305734797,0.0,0.00456031185116007,10,0.01730746681928329,0.016598709026598782,0.0182648401826484,10,0.9538158928237752,0.9239948024806655,1.0,10,0.056481344790103125,0.05453867293994208,0.059798290278338405,10,0.9538158928237752,0.9239948024806655,1.0,10,0.016551310893573486,0.0106359431712692,0.024295460560519924,10,0.06000000000000001,0.06,0.06,10,3.307,3.285,3.34,10,0.709407205023331,0.6681681681681682,0.7537993920972644,10,0.0,0.0,0.0,10,0.02999999999999999,0.02999999999999999,0.03,10,0.02999999999999999,0.02999999999999999,0.03,10,0.029914830984534235,0.029881034070382093,0.02994276099774036,10,1.7153285327367485,1.6460909973829985,1.8511649686843157,10,2.6406189524568617,2.399625945836305,3.542564692907035,10,2.9931258875876665,2.482605865225196,4.960331134498119,10,0.0,0.0,0.0,10,0.060809582709489586,0.06075769365653035,0.06084242264767624,10,0.0,0.0,0.0,10,0.01655018247987855,0.010635943101074106,0.024295338593480143,10,0.0,0.0,0.0,10,2.3615340201649815,2.1673836279660454,2.9154900927096605,10,3.051999999999925,3.0299999999999256,3.0849999999999245,10,0.7347432776215879,0.7224025974025974,0.7512355848434926,10,0.016528327146380025,0.010590884750377115,0.02417027787097943,10,0.029910106081661808,0.02987998746704033,0.02994276099774036,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.044072849130488014,0.0,0.0744336569579288,10,611.4,607.0,618.0,10,9,9,0,1,0.1499999999999968
left_gap,full_consistency,10,10,10,0,10,0,0,0.20430466019739316,0.20093884714648405,0.2069328708857223,10,0.0008003994250063918,6.572080067987405e-05,0.001715023599142531,10,0.3201562688012745,0.31534600448848726,0.32257473258735025,10,0.0027710464306079014,0.0,0.0045603118515854385,10,0.017307466819273018,0.016598709026471425,0.0182648401826484,10,0.9538158928232017,0.923994802473576,1.0,10,0.05648134478963596,0.05453867294016572,0.059798290278366056,10,0.9538158928232017,0.923994802473576,1.0,10,0.014945671289208212,0.010582347377412427,0.02137395672830402,10,0.06000000000000001,0.06,0.06,10,3.307,3.285,3.34,10,0.7080485777523329,0.6681681681681682,0.7537993920972644,10,0.0,0.0,0.0,10,0.02999999999999999,0.02999999999999999,0.03,10,0.02999999999999999,0.02999999999999999,0.03,10,0.029922029122590055,0.029893020756150156,0.029942886346650013,10,1.6825716942548752,1.6288100741803646,1.8219175981357694,10,2.519444314297288,2.36020490527153,3.477649078704416,10,3.051332151517272,2.4678451009094715,4.751160973683,10,0.0,0.0,0.0,10,0.06080958270902792,0.06075769365697839,0.0608424226477039,10,0.0,0.0,0.0,10,0.014944839756975381,0.010582347307218134,0.021373956728303996,10,0.0,0.0,0.0,10,2.255386917386203,2.1922349813394253,2.374895859975368,10,3.051999999999925,3.0299999999999256,3.0849999999999245,10,0.7332737277549366,0.7224025974025974,0.7495881383855024,10,0.01492763361323041,0.010537289025926854,0.021370306762317114,10,0.029918240536924524,0.029893020756150156,0.029942886346650013,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999992,10,76.4,76.0,77.0,10,0.044072849130488014,0.0,0.0744336569579288,10,611.4,607.0,618.0,10,9,9,0,1,0.1499999999999968
left_gap,matched_scan_speed,10,10,10,0,10,0,0,0.2041994891769529,0.20026239142315108,0.20673465796803725,10,0.0006216015937550854,0.00014410489697854598,0.0015924371420573899,10,0.3201154095291522,0.3153343079952853,0.32257473257337876,10,0.002821046839183691,0.0,0.00456031185116007,10,0.017292324057437795,0.016598709026598782,0.0182648401826484,10,0.952982552680272,0.9239948024806655,1.0,10,0.05640134556449157,0.05453867293978003,0.05979829027817636,10,0.952982552680272,0.9239948024806655,1.0,10,0.01572450662401078,0.011958449502073084,0.021370299659068434,10,0.06000000000000001,0.06,0.06,10,3.307,3.285,3.34,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2337893014773726,1.209964044392109,1.2588478857651353,10,1.7729289273265745,1.3387361727654932,2.580175187904388,10,2.039131196215749,1.365856034681201,2.9417029581964016,10,0.0,0.0,0.0,10,0.06080958270933966,0.06075769365648955,0.0608424226475142,10,0.0,0.0,0.0,10,0.015724506624010776,0.011958449502073086,0.021370299659068434,10,0.0,0.0,0.0,10,1.4465114986523986,1.288960874080658,2.2764067165553565,10,3.051999999999925,3.0299999999999256,3.0849999999999245,10,0.0,0.0,0.0,10,0.01572450662401078,0.011958449502073084,0.021370299659068434,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.04489200308214239,0.0,0.0744336569579288,10,611.4,607.0,618.0,10,9,9,0,1,0.1499999999999968
left_gap,matched_rocking,10,10,10,0,10,0,0,0.20560511509035834,0.2025669609097499,0.20742045580699986,10,0.00023875509561960742,0.0001300465472466504,0.0005826007016468411,10,0.31932824961384093,0.31430917642499256,0.32233941571229163,10,0.0032799999999999227,0.0011999999999999858,0.0048999999999998906,10,0.017398773006134988,0.016901840490797577,0.018036809815950922,10,0.9453333333333346,0.9183333333333351,0.9800000000000002,10,0.05543800431024028,0.0538380043102403,0.0578380043102402,10,0.9453333333333346,0.9183333333333351,0.9800000000000002,10,0.013629299083166669,0.009825687682102164,0.018639026800160864,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2529317871667445,1.230342430062592,1.2834080262109637,10,1.6533853418659419,1.359101093839854,2.720497250556946,10,1.9505248172208667,1.3809208758175373,2.806656062602997,10,0.0,0.0,0.0,10,0.060781466524967874,0.060781466524967874,0.06078146652496788,10,0.0,0.0,0.0,10,0.01362929908316667,0.00982568768210216,0.01863902680016088,10,0.0,0.0,0.0,10,1.5661497751716524,1.3165283133275807,2.5071005802601576,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.013629299083166669,0.009825687682102164,0.018639026800160864,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.05282392026578072,0.018272425249169437,0.07973421926910298,10,602.0,602.0,602.0,10,10,10,0,0,0.16249999999999654
right_gap,baseline,10,10,10,0,10,0,0,0.2050844339521279,0.20187484410560755,0.20857185864607658,10,0.00026988176068554453,8.958747899498925e-06,0.0006231938107065994,10,0.31841124930134634,0.31307443441100347,0.3245841282591524,10,0.002949999999999931,0.0,0.005099999999999889,10,0.017500000000000016,0.016840490797546043,0.01840490797546012,10,0.9508333333333343,0.9150000000000018,1.0,10,0.055918004310240264,0.0538380043102403,0.05943800431024018,10,0.9508333333333343,0.9150000000000018,1.0,10,0.01566203792277178,0.012677394887450835,0.018695183442798326,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2381353066302836,1.2234300374984741,1.268616528250277,10,1.4395881537348039,1.3607591344043612,1.7860929248854585,10,1.6068925615400076,1.4034390915185213,2.270564902573824,10,0.0,0.0,0.0,10,0.060781466524967874,0.060781466524967874,0.06078146652496788,10,0.0,0.0,0.0,10,0.015662037922771783,0.012677394887450842,0.01869518344279832,10,0.0,0.0,0.0,10,1.3484675390645862,1.3123180717229843,1.391132059507072,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.01566203792277178,0.012677394887450835,0.018695183442798326,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.047674418604651166,0.0,0.08305647840531562,10,602.0,602.0,602.0,10,8,8,0,2,0.18499999999999606
right_gap,image_only,10,10,10,0,10,0,0,0.9897798782422431,0.9208845022159824,1.0640117861501295,10,0.5413496871319359,0.5048470102189379,0.5854480406855193,10,1.8355854076451963,1.651397577468165,1.9706315868276585,10,0.0029999999994931663,0.0,0.005099999999999882,10,0.017479434230089984,0.016840490797546046,0.01840490797546012,10,0.9500000000084473,0.9150000000000019,1.0,10,0.05590204504682639,0.05376843805072943,0.05943800348070763,10,0.9500000000084473,0.9150000000000019,1.0,10,0.03329951518964718,0.026460542013491246,0.03869831096465155,10,0.06000000000000001,0.06,0.06,10,3.261,3.2600000000000002,3.265,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,1.7213927465490997,1.6411654651165009,1.7786009702831507,10,2.672973843291402,2.1086019510403275,3.6371853225864474,10,2.919598715379834,2.178726950660348,4.245836986228824,10,0.0,0.0,0.0,10,0.06078550725071143,0.06074367905157671,0.06083973352370298,10,0.0,0.0,0.0,10,0.03300292773318998,0.026135485200872787,0.038426763868665774,10,0.0,0.0,0.0,10,2.234916818561032,1.9871259923093016,3.0217160820029663,10,3.0059999999999265,3.004999999999926,3.009999999999926,10,0.0,0.0,0.0,10,0.017978089222234615,0.013919303345453278,0.02332728142345777,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.048481567797777445,0.0,0.08305647840531562,10,602.2,602.0,603.0,10,8,8,0,2,0.19499999999999584
right_gap,no_aperture,10,10,10,1,9,0,0,0.20351587993886708,0.19890447275853326,0.2081966042409212,10,0.0011206985587027597,3.912199174301817e-05,0.004522546690662793,10,0.32206328121858185,0.3157876820724086,0.3396327619048636,10,0.0029952500384906287,0.0,0.0050378972181689685,10,0.01722820051633504,0.016406597845322696,0.018348623853211007,10,0.9500791660251562,0.9160350463638505,1.0,10,0.0560441047126341,0.053283809166864475,0.05990531337603422,10,0.9500791660251562,0.9160350463638505,1.0,10,0.01679682765774816,0.010499390920466043,0.021644779688779574,10,0.06000000000000001,0.06,0.06,10,3.31,3.27,3.37,10,0.6956139690056947,0.6602373887240356,0.764525993883792,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,1.733280112966895,1.6359591390937567,1.8371314508840442,10,2.84672907157801,2.308941166847944,3.715923265554,10,3.466085810214281,2.4318471550941467,4.468934144824743,10,0.0,0.0,0.0,10,0.06079746578516173,0.060749920630490006,0.06084345906355299,10,0.0,0.0,0.0,10,0.016796526133637336,0.01049939092004212,0.021644779688779578,10,0.0,0.0,0.0,10,2.467867013765499,2.0849088905379176,3.252709424123168,10,3.054999999999925,3.014999999999926,3.114999999999924,10,0.7280444581115314,0.7112903225806452,0.7487603305785124,10,0.01642042829619777,0.010434828889999664,0.02164477958864006,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.04794467417318142,0.0,0.08387096774193549,10,612.0,604.0,624.0,10,8,8,0,2,0.1924999999999959
right_gap,full,10,10,10,1,9,0,0,0.20352090749258195,0.19892104860009382,0.2082060841613419,10,0.0012042310642565819,5.40351422113805e-05,0.0049168248993830405,10,0.3220699530399431,0.31579963147433165,0.33963007712052606,10,0.0029657250171621443,0.0,0.005037897199798282,10,0.017237060864522515,0.016406597850806483,0.018348623853211007,10,0.9505712497139642,0.9160350466700287,1.0,10,0.056044112825650604,0.05328380932785611,0.05990531372528787,10,0.9505712497139642,0.9160350466700287,1.0,10,0.016653422610289736,0.010814348080383718,0.02152100233886224,10,0.06000000000000001,0.06,0.06,10,3.31,3.27,3.37,10,0.6957659475170315,0.6602373887240356,0.7660550458715596,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.02991977652066997,0.029895877115187697,0.029963206383173742,10,1.709555962588638,1.645050011575222,1.8547220388427377,10,2.866796896327287,2.3745977878570557,4.087847974151374,10,3.416633140295744,2.528937067836523,5.1475579384714365,10,0.1,0.0,1.0,10,0.06079747389891169,0.060749920612530074,0.06084345921345793,10,0.0,0.0,0.0,10,0.016653243626216625,0.010814348080167385,0.02152100233886225,10,0.0,0.0,0.0,10,2.3270213464275002,2.1456114016473298,2.8994014603085816,10,3.054999999999925,3.014999999999926,3.114999999999924,10,0.7282089353817199,0.7096774193548387,0.7487603305785124,10,0.01642332796788472,0.0107772258890833,0.02152100146899282,10,0.029909868657153837,0.02989368917404518,0.029939000056314346,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.04745788991554066,0.0,0.08387096774193549,10,612.0,604.0,624.0,10,8,8,0,2,0.187499999999996
right_gap,full_consistency,10,10,10,1,9,0,0,0.20341161135952116,0.19879082783280266,0.20817103496039469,10,0.001171758870860478,4.599829123052028e-05,0.004691874639881527,10,0.32204648977697825,0.3157733276546688,0.3396300771207348,10,0.0029657250191079112,0.0,0.005037897214702783,10,0.017237060863942492,0.01640659784635738,0.018348623853211007,10,0.9505712496815348,0.9160350464216203,1.0,10,0.05604411280699596,0.05328380932520609,0.0599053134793243,10,0.9505712496815348,0.9160350464216203,1.0,10,0.015575193583980268,0.010799727232716128,0.01946066316786547,10,0.06000000000000001,0.06,0.06,10,3.31,3.27,3.37,10,0.6950131203551801,0.6602373887240356,0.7660550458715596,10,0.0,0.0,0.0,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.029999999999999992,0.02999999999999999,0.030000000000000002,10,0.02992524449419771,0.02990399671279053,0.02996320638321135,10,1.7186886630952358,1.6471755225211382,1.8210819689556956,10,2.7581425299867997,2.3697650036774562,3.6967294150963426,10,3.483977890573442,2.5441900361329317,4.446519073098898,10,0.0,0.0,0.0,10,0.060797473885251786,0.06074992061223114,0.06084345921352822,10,0.0,0.0,0.0,10,0.015575064066752482,0.010799727232594996,0.01946066316786547,10,0.0,0.0,0.0,10,2.273614826845005,2.124154707416892,2.481326088309287,10,3.054999999999925,3.014999999999926,3.114999999999924,10,0.7273948153745686,0.7080645161290322,0.7487603305785124,10,0.015347905290026387,0.010777226081314591,0.019231713923316997,10,0.02991600337554004,0.02990399671279053,0.029939000056376702,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.4,75.0,78.0,10,0.04745788991554066,0.0,0.08387096774193549,10,612.0,604.0,624.0,10,8,8,0,2,0.187499999999996
right_gap,matched_scan_speed,10,10,10,1,9,0,0,0.20362990107409873,0.19937251319677657,0.20802979142707423,10,0.00047068234099964984,2.2739878062391927e-05,0.001022374357781879,10,0.32195114836814187,0.3157663939901614,0.3395101870511379,10,0.002929305729963429,0.0,0.004959155904104701,10,0.017247917411600613,0.016430102715192626,0.018348623853211007,10,0.951178237833943,0.917347401598255,1.0,10,0.0561242586100283,0.05329364783306218,0.059905313725125815,10,0.951178237833943,0.917347401598255,1.0,10,0.016377842802456855,0.012698385708745525,0.019654527151530033,10,0.06000000000000001,0.06,0.06,10,3.31,3.27,3.37,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2347145820967853,1.218239078298211,1.2571715051308274,10,1.6945748957805304,1.34222328197211,2.5651087355799977,10,2.1218539215624332,1.3937689363956451,3.7365660537034273,10,0.0,0.0,0.0,10,0.06079845774930727,0.06074992061236803,0.06084345921329588,10,0.0,0.0,0.0,10,0.016377842802456858,0.012698385708745525,0.019654527151530037,10,0.0,0.0,0.0,10,1.4468091761227697,1.3072125148028135,2.3810982471331954,10,3.054999999999925,3.014999999999926,3.114999999999924,10,0.0,0.0,0.0,10,0.016377842802456855,0.012698385708745525,0.019654527151530033,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.04681376253754231,0.0,0.08225806451612903,10,612.0,604.0,624.0,10,8,8,0,2,0.18499999999999606
right_gap,matched_rocking,10,10,10,0,10,0,0,0.20510585781201057,0.20186575548790314,0.20860052287427022,10,0.0002941138641398318,2.761768544755716e-05,0.0007172140774683669,10,0.31849774444526024,0.31307443441100347,0.324695640532112,10,0.0033199999999999263,0.0,0.005199999999999885,10,0.017386503067484686,0.01680981595092028,0.01840490797546012,10,0.944666666666668,0.9133333333333352,1.0,10,0.05543800431024026,0.0538380043102403,0.05943800431024019,10,0.944666666666668,0.9133333333333352,1.0,10,0.013868878471222396,0.010227702479580113,0.01701155356049565,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.252510107588023,1.2410798808559775,1.271913992241025,10,1.5686023703310639,1.3702521589584649,2.3081260360777383,10,1.7991989152505994,1.3968278653919697,2.524784067645669,10,0.0,0.0,0.0,10,0.060781466524967874,0.060781466524967874,0.06078146652496788,10,0.0,0.0,0.0,10,0.0138688784712224,0.010227702479580119,0.017011553560495656,10,0.0,0.0,0.0,10,1.4304551237728447,1.333931041881442,2.134829643182456,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.013868878471222396,0.010227702479580113,0.01701155356049565,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.05365448504983389,0.0,0.08471760797342193,10,602.0,602.0,602.0,10,9,9,0,1,0.19499999999999584
both_edges,baseline,9,10,9,0,9,0,1,0.1917178987989523,0.18963930571248488,0.19412542964243112,9,0.0013227291782349675,0.0010264830117405605,0.0015400755327089793,9,0.2962469683492654,0.2925194812399168,0.29985756106432415,9,0.0,0.0,0.0,9,0.01840490797546012,0.01840490797546012,0.01840490797546012,9,1.0,1.0,1.0,9,0.05943800431024018,0.05943800431024018,0.05943800431024018,9,1.0,1.0,1.0,9,0.0,0.0,0.0,9,0.060000000000000005,0.06,0.06,9,3.2600000000000002,3.2600000000000002,3.2600000000000002,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,,,,0,,,,0,1.2335054990318086,1.2138900347054005,1.2604095973074436,9,1.6907314917383094,1.3482540659606457,2.463240663055331,9,1.8309708167281415,1.395144034177065,2.5584569666534662,9,0.0,0.0,0.0,9,0.06078146652496788,0.06078146652496788,0.06078146652496788,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,1.5309358015656471,1.3135816669091582,2.253154735080898,9,3.004999999999926,3.004999999999926,3.004999999999926,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,0.0,0.0,0.0,9,602.0,602.0,602.0,9,0,0,0,9,
both_edges,image_only,9,10,9,0,9,0,1,0.7793607882714895,0.7211924524081336,0.8298197931554347,9,0.408517116376236,0.3707382051221159,0.4421171374989221,9,1.4646676114039014,1.4034813735778364,1.545854755452286,9,0.0,0.0,0.0,9,0.018401776291271682,0.018376722817764164,0.01840490797546012,9,1.0,1.0,1.0,9,0.05943212978178821,0.05939627619975591,0.059438003894224496,9,1.0,1.0,1.0,9,0.02002104735538209,0.013625189385667928,0.030197119643390533,9,0.060000000000000005,0.06,0.06,9,3.260555555555556,3.2600000000000002,3.265,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.029999999999999995,0.029999999999999995,0.029999999999999995,9,0.029999999999999995,0.029999999999999995,0.029999999999999995,9,0.029999999999999995,0.029999999999999995,0.029999999999999995,9,1.707490844031175,1.6617784276604652,1.7904071137309074,9,2.596083805999822,2.1171211497858167,3.6817772337235515,9,3.1258501371161804,2.2190241143107414,4.13290411233902,9,0.0,0.0,0.0,9,0.06078670268009134,0.060770331788658885,0.06083973841373134,9,0.0,0.0,0.0,9,0.019141249527491227,0.013467904286795139,0.0287687220429447,9,0.0,0.0,0.0,9,2.237964910455047,1.9720130716450512,3.360587079077958,9,3.005555555555482,3.004999999999926,3.009999999999926,9,0.0,0.0,0.0,9,0.009298215805670763,0.006471446944981627,0.016136539827534234,9,0.029999999999999995,0.029999999999999995,0.029999999999999995,9,75.0,75.0,75.0,9,0.029999999999999995,0.029999999999999995,0.029999999999999995,9,75.0,75.0,75.0,9,0.029999999999999995,0.029999999999999995,0.029999999999999995,9,75.0,75.0,75.0,9,0.0,0.0,0.0,9,602.1111111111111,602.0,603.0,9,0,0,0,9,
both_edges,no_aperture,9,10,9,5,4,0,1,0.1915047101551431,0.18957176392309452,0.19403421300232981,9,0.0007569820188212533,7.069008716868877e-05,0.001406954057004948,9,0.297020196028516,0.29288527035452594,0.30078956208179974,9,0.0,0.0,0.0,9,0.01830244249165332,0.018072289156626505,0.018376722817764164,9,1.0,1.0,1.0,9,0.05968772716279242,0.059301034121412875,0.059935827741812095,9,1.0,1.0,1.0,9,0.00020400997908086055,4.711442260397894e-05,0.0006818052342296686,9,0.060000000000000005,0.06,0.06,9,3.2783333333333338,3.265,3.3200000000000003,9,0.7024444358850384,0.665648854961832,0.766566265060241,9,0.0,0.0,0.0,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,1.672099771288534,1.6327598132193089,1.745494082570076,9,2.6910446902426584,2.26378332823515,3.9193080365657824,9,3.2344729794810214,2.346700057387352,4.506796132773161,9,0.0,0.0,0.0,9,0.06076037088367508,0.060734934887726806,0.06079137534864949,9,0.0,0.0,0.0,9,0.00019998664906556516,4.7114422595982456e-05,0.0006474990325911053,9,0.0,0.0,0.0,9,2.3108760076057577,2.046765945851803,3.5632259910926223,9,3.0233333333332593,3.009999999999926,3.064999999999925,9,0.7330540476170712,0.7206611570247934,0.747557003257329,9,0.00015224638161325391,4.711441696642657e-05,0.00029809232074326714,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.0,0.0,0.0,9,605.6666666666666,603.0,614.0,9,0,0,0,9,
