scenario,variant,recorded_n,expected_n,valid_n,complete_n,gaps_n,aborted_n,missing_n,rmse__mean,rmse__min,rmse__max,rmse__n,absolute_mean_bias__mean,absolute_mean_bias__min,absolute_mean_bias__max,absolute_mean_bias__n,peak_absolute_error__mean,peak_absolute_error__min,peak_absolute_error__max,peak_absolute_error__n,bad_path_m__mean,bad_path_m__min,bad_path_m__max,bad_path_m__n,valid_coverage_rate_m_s__mean,valid_coverage_rate_m_s__min,valid_coverage_rate_m_s__max,valid_coverage_rate_m_s__n,valid_coverage_fraction__mean,valid_coverage_fraction__min,valid_coverage_fraction__max,valid_coverage_fraction__n,registered_image_coverage_m__mean,registered_image_coverage_m__min,registered_image_coverage_m__max,registered_image_coverage_m__n,acoustic_coverage_fraction__mean,acoustic_coverage_fraction__min,acoustic_coverage_fraction__max,acoustic_coverage_fraction__n,angular_travel_rad__mean,angular_travel_rad__min,angular_travel_rad__max,angular_travel_rad__n,measured_forward_m__mean,measured_forward_m__min,measured_forward_m__max,measured_forward_m__n,elapsed_s__mean,elapsed_s__min,elapsed_s__max,elapsed_s__n,force_active_fraction__mean,force_active_fraction__min,force_active_fraction__max,force_active_fraction__n,aperture_active_fraction__mean,aperture_active_fraction__min,aperture_active_fraction__max,aperture_active_fraction__n,omega_width_mechanical_mean__mean,omega_width_mechanical_mean__min,omega_width_mechanical_mean__max,omega_width_mechanical_mean__n,omega_width_force_mean__mean,omega_width_force_mean__min,omega_width_force_mean__max,omega_width_force_mean__n,omega_width_complete_mean__mean,omega_width_complete_mean__min,omega_width_complete_mean__max,omega_width_complete_mean__n,controller_p50_ms__mean,controller_p50_ms__min,controller_p50_ms__max,controller_p50_ms__n,controller_p99_ms__mean,controller_p99_ms__min,controller_p99_ms__max,controller_p99_ms__n,controller_max_ms__mean,controller_max_ms__min,controller_max_ms__max,controller_max_ms__n,simulated_deadline_overruns__mean,simulated_deadline_overruns__min,simulated_deadline_overruns__max,simulated_deadline_overruns__n,measured_positive_travel_m__mean,measured_positive_travel_m__min,measured_positive_travel_m__max,measured_positive_travel_m__n,measured_reverse_travel_m__mean,measured_reverse_travel_m__min,measured_reverse_travel_m__max,measured_reverse_travel_m__n,scan_angular_travel_rad__mean,scan_angular_travel_rad__min,scan_angular_travel_rad__max,scan_angular_travel_rad__n,scan_aperture_active_fraction__mean,scan_aperture_active_fraction__min,scan_aperture_active_fraction__max,scan_aperture_active_fraction__n,scan_controller_p95_ms__mean,scan_controller_p95_ms__min,scan_controller_p95_ms__max,scan_controller_p95_ms__n,scan_end_s__mean,scan_end_s__min,scan_end_s__max,scan_end_s__n,scan_force_active_fraction__mean,scan_force_active_fraction__min,scan_force_active_fraction__max,scan_force_active_fraction__n,scan_max_abs_angle_rad__mean,scan_max_abs_angle_rad__min,scan_max_abs_angle_rad__max,scan_max_abs_angle_rad__n,scan_omega_width_complete_mean__mean,scan_omega_width_complete_mean__min,scan_omega_width_complete_mean__max,scan_omega_width_complete_mean__n,scan_omega_width_complete_samples__mean,scan_omega_width_complete_samples__min,scan_omega_width_complete_samples__max,scan_omega_width_complete_samples__n,scan_omega_width_force_mean__mean,scan_omega_width_force_mean__min,scan_omega_width_force_mean__max,scan_omega_width_force_mean__n,scan_omega_width_force_samples__mean,scan_omega_width_force_samples__min,scan_omega_width_force_samples__max,scan_omega_width_force_samples__n,scan_omega_width_mechanical_mean__mean,scan_omega_width_mechanical_mean__min,scan_omega_width_mechanical_mean__max,scan_omega_width_mechanical_mean__n,scan_omega_width_mechanical_samples__mean,scan_omega_width_mechanical_samples__min,scan_omega_width_mechanical_samples__max,scan_omega_width_mechanical_samples__n,scan_required_acoustic_bad_fraction__mean,scan_required_acoustic_bad_fraction__min,scan_required_acoustic_bad_fraction__max,scan_required_acoustic_bad_fraction__n,scan_samples__mean,scan_samples__min,scan_samples__max,scan_samples__n,recovery_events,recovery_confirmed,recovery_unconfirmed,recovery_no_deficit_runs,recovery_median_s
both_edges,full,9,10,9,5,4,0,1,0.1915115787946397,0.18957862535925638,0.19400581924527527,9,0.0007385579716969041,1.0684602551387825e-05,0.0013632087445672892,9,0.2970200654152944,0.2928852703757534,0.3007894979537804,9,0.0,0.0,0.0,9,0.01830244249165332,0.018072289156626505,0.018376722817764164,9,1.0,1.0,1.0,9,0.059687727157050716,0.05930103412149399,0.05993582773763422,9,1.0,1.0,1.0,9,0.00012039517616115045,2.9667627209965953e-05,0.00038011220325235575,9,0.060000000000000005,0.06,0.06,9,3.2783333333333338,3.265,3.3200000000000003,9,0.7027814071798869,0.665648854961832,0.7680722891566265,9,0.0001673360107095047,0.0,0.0015060240963855422,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,0.02999999970653039,0.029999999320759058,0.029999999984586606,9,1.7192507576611307,1.641143811866641,1.9080480560660362,9,2.8680275313349233,2.407146543264389,4.081659037619829,9,3.612576828648647,2.5724521838128567,4.503059200942516,9,0.0,0.0,0.0,9,0.06076037087806005,0.060734934902010304,0.06079137534446951,9,0.0,0.0,0.0,9,0.00011781062019779377,2.966762720517195e-05,0.0003579688798048783,9,0.00018096272167933406,0.0,0.0016286644951140066,9,2.451128957586156,2.143873088061809,3.45283462665975,9,3.0233333333332593,3.009999999999926,3.064999999999925,9,0.7334186650678597,0.7206611570247934,0.749185667752443,9,9.127844359762116e-05,2.9665280873564066e-05,0.0001645621647245217,9,0.02999999962925168,0.029999999320759058,0.029999999984586606,9,75.77777777777777,75.0,77.0,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.0,0.0,0.0,9,605.6666666666666,603.0,614.0,9,0,0,0,9,
both_edges,full_consistency,9,10,9,5,4,0,1,0.1914008205766669,0.1894580975118353,0.19365152087040868,9,0.0007776901387868525,6.188220621359468e-05,0.0013174956215839064,9,0.2970200605116513,0.29288527036759326,0.30078949795397936,9,0.0,0.0,0.0,9,0.01830244249165332,0.018072289156626505,0.018376722817764164,9,1.0,1.0,1.0,9,0.05968772712509726,0.05930103412156595,0.05993582773750949,9,1.0,1.0,1.0,9,7.62404569768009e-05,2.6807623939337905e-05,0.00022360512654048532,9,0.060000000000000005,0.06,0.06,9,3.2783333333333338,3.265,3.3200000000000003,9,0.6931580183181089,0.665648854961832,0.7635542168674698,9,0.0,0.0,0.0,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,0.029999999999999995,0.02999999999999999,0.030000000000000002,9,0.02999999977348193,0.029999999339590418,0.02999999998463473,9,1.7167382433803544,1.6404748894274235,1.8622360657900572,9,3.1043079560105182,2.396801626309753,3.962238561362029,9,4.835007996815774,2.454006113111973,13.197873020544648,9,0.3333333333333333,0.0,2.0,9,0.06076037084937754,0.06073493464377722,0.06079137534434524,9,0.0,0.0,0.0,9,7.505802446078943e-05,2.680762393508431e-05,0.00021351410367026418,9,0.0,0.0,0.0,9,2.6683268240756455,2.151876594871282,3.3699387684464455,9,3.0233333333332593,3.009999999999926,3.064999999999925,9,0.7321414550407356,0.7206611570247934,0.744299674267101,9,5.9959759400103496e-05,2.680515590301647e-05,0.00010486937760218912,9,0.029999999732432257,0.029999999339590418,0.02999999998463473,9,75.77777777777777,75.0,77.0,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.02999999999999999,0.02999999999999999,0.029999999999999995,9,75.77777777777777,75.0,77.0,9,0.0,0.0,0.0,9,605.6666666666666,603.0,614.0,9,0,0,0,9,
both_edges,matched_scan_speed,9,10,9,5,4,0,1,0.19124525443438814,0.18954589127303503,0.19272438970583772,9,0.0013888165157938089,0.0011159376250064656,0.0018931127091109353,9,0.29701329689431577,0.29288527036945,0.3007895619088412,9,0.0,0.0,0.0,9,0.01830244249165332,0.018072289156626505,0.018376722817764164,9,1.0,1.0,1.0,9,0.059687727156898324,0.05930103412133195,0.05993582773747217,9,1.0,1.0,1.0,9,0.0,0.0,0.0,9,0.060000000000000005,0.06,0.06,9,3.2783333333333338,3.265,3.3200000000000003,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,,,,0,,,,0,1.245675569710632,1.2230200227349997,1.2641039211302996,9,1.794624178049465,1.3657939760014415,2.6156074600294232,9,2.575835290675362,1.3972301967442036,7.113173138350248,9,0.3333333333333333,0.0,3.0,9,0.06076037087790766,0.06073493490184826,0.06079137534430746,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,1.6166429087105725,1.325575984083116,2.3859077133238316,9,3.0233333333332593,3.009999999999926,3.064999999999925,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,0.0,0.0,0.0,9,605.6666666666666,603.0,614.0,9,0,0,0,9,
both_edges,matched_rocking,9,10,9,0,9,0,1,0.1917178987989523,0.18963930571248488,0.19412542964243112,9,0.0013227291782349675,0.0010264830117405605,0.0015400755327089793,9,0.2962469683492654,0.2925194812399168,0.29985756106432415,9,0.0,0.0,0.0,9,0.01840490797546012,0.01840490797546012,0.01840490797546012,9,1.0,1.0,1.0,9,0.05943800431024018,0.05943800431024018,0.05943800431024018,9,1.0,1.0,1.0,9,0.0,0.0,0.0,9,0.060000000000000005,0.06,0.06,9,3.2600000000000002,3.2600000000000002,3.2600000000000002,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,,,,0,,,,0,1.2637661097364292,1.2470375513657928,1.289455103687942,9,1.9395075391771073,1.3995251338928938,2.6296714367344975,9,2.241450594738126,1.429306110367179,2.8881740290671587,9,0.0,0.0,0.0,9,0.06078146652496788,0.06078146652496788,0.06078146652496788,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,1.39927890850231,1.3522896799258886,1.5126774436794197,9,3.004999999999926,3.004999999999926,3.004999999999926,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,,,,0,0.0,0.0,0.0,9,0.0,0.0,0.0,9,602.0,602.0,602.0,9,0,0,0,9,
central_gap,baseline,10,10,10,0,10,0,0,0.1488376516131435,0.14383778473917955,0.15251458356063805,10,0.010884495844939886,0.010303398800469722,0.012080569557812554,10,0.26350097390774946,0.2567496313495914,0.2669395718999201,10,0.0,0.0,0.0,10,0.01840490797546012,0.01840490797546012,0.01840490797546012,10,1.0,1.0,1.0,10,0.059438004310240176,0.05943800431024018,0.05943800431024018,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.251440541818738,1.2358060339465737,1.2675115140154958,10,1.6322226678021259,1.3810041593387723,2.5265751010738313,10,1.843727519735694,1.4100039843469858,2.6231841184198856,10,0.0,0.0,0.0,10,0.060781466524967874,0.06078146652496788,0.06078146652496788,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.4592867495957762,1.339597802143544,2.3748305276967585,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.0,0.0,0.0,10,602.0,602.0,602.0,10,0,0,0,10,
central_gap,image_only,10,10,10,0,10,0,0,0.32803754514824723,0.28923748595906046,0.3696150325616771,10,0.11888527409186182,0.09228977415794176,0.14839332619385454,10,0.6736778038839406,0.5266185964660073,0.7579499397571947,10,0.0,0.0,0.0,10,0.01839927094392093,0.018376722817764164,0.01840490797546012,10,1.0,1.0,1.0,10,0.05942697555811126,0.05937629067006582,0.05943800359579528,10,1.0,1.0,1.0,10,0.017368257488629434,0.012534928693869019,0.024395193922786794,10,0.06000000000000001,0.06,0.06,10,3.261,3.2600000000000002,3.265,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,1.6877370770089328,1.640965580008924,1.8253999296575785,10,2.589625733904541,2.131029844749719,3.6414846312254707,10,2.8069650987163186,2.2046039812266827,4.424371989443898,10,0.0,0.0,0.0,10,0.06079043778489172,0.06078146020361,0.060832908921300104,10,0.0,0.0,0.0,10,0.016831447162328348,0.012124952017552924,0.023674317399238403,10,0.0,0.0,0.0,10,2.3282701300922777,1.9431059597991405,3.217402449809012,10,3.0059999999999265,3.004999999999926,3.009999999999926,10,0.0,0.0,0.0,10,0.008930304446194772,0.0049942528411889685,0.014537441758019921,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.0,0.0,0.0,10,602.2,602.0,603.0,10,0,0,0,10,
central_gap,no_aperture,10,10,10,3,7,0,0,0.14876795647483093,0.142822114594921,0.1525628436775415,10,0.00875404346712635,0.006473375490646359,0.011206951793919381,10,0.2613728109826024,0.24673491688544136,0.26677306976305815,10,0.0,0.0,0.0,10,0.01824302068916907,0.018099547511312215,0.018376722817764164,10,1.0,1.0,1.0,10,0.05974501818539992,0.059328939460489866,0.0599599722843905,10,1.0,1.0,1.0,10,0.00034860247030783916,1.1985377773992624e-11,0.000666811738878359,10,0.06000000000000001,0.06,0.06,10,3.289,3.265,3.315,10,0.6451685804321001,0.5996955859969558,0.7071320182094082,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,1.6692610690370202,1.6259369440376759,1.8516071140766144,10,2.719799635000527,2.244397103786469,3.7077354686334725,10,3.605448780581355,2.3218581918627024,5.232831928879023,10,0.1,0.0,1.0,10,0.0607872600022772,0.06075677904687282,0.06082443993454994,10,0.0,0.0,0.0,10,0.00034665954436717875,1.1985377773992624e-11,0.0006668117388783204,10,0.0,0.0,0.0,10,2.217784906970337,1.9810058875009418,3.130770102143287,10,3.0339999999999256,3.009999999999926,3.059999999999925,10,0.6653605884061251,0.6490939044481054,0.6830870279146142,10,0.00021269544084504024,4.828000894069013e-12,0.0006283480748058616,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.0,0.0,0.0,10,607.8,603.0,613.0,10,0,0,0,10,
central_gap,full,10,10,10,3,7,0,0,0.14877460306561124,0.1427941526016426,0.15256328134900868,10,0.008690882627961563,0.006323464716541196,0.011206973517937858,10,0.2613427927775144,0.24671674417581446,0.266766433636354,10,0.0,0.0,0.0,10,0.01824302068916907,0.018099547511312215,0.018376722817764164,10,1.0,1.0,1.0,10,0.059743930396456715,0.059328939460482205,0.05995997217215783,10,1.0,1.0,1.0,10,0.00021217237374833447,2.380958243812115e-09,0.00040383134091933806,10,0.06000000000000001,0.06,0.06,10,3.289,3.265,3.315,10,0.6453214709196555,0.5981735159817352,0.7071320182094082,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,0.02999579828542832,0.029979005145496392,0.02999999995032587,10,1.68242200743407,1.6444380162283778,1.7236440908163786,10,2.627307861810552,2.414679320063442,3.3703281916677996,10,3.114730608649552,2.5462389457970858,4.294797079637647,10,0.0,0.0,0.0,10,0.060786172219009504,0.060756779042483035,0.06082443993087271,10,0.0,0.0,0.0,10,0.0002118594702316857,2.3809582438121128e-09,0.00040382993631007773,10,0.0,0.0,0.0,10,2.242793459445238,2.1206557285040617,2.4568857625126834,10,3.0339999999999256,3.009999999999926,3.059999999999925,10,0.6655261326759268,0.6474464579901154,0.6830870279146142,10,0.00012257883345042516,1.1650368562062038e-09,0.00034112341131125733,10,0.02999571091099022,0.029979005145496392,0.02999999995032587,10,76.1,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.0,0.0,0.0,10,607.8,603.0,613.0,10,0,0,0,10,
central_gap,full_consistency,10,10,10,3,7,0,0,0.1485756964016387,0.14261646473760112,0.15250191247000044,10,0.009473439384671207,0.007280311031454486,0.011206973206620782,10,0.2617399062316797,0.24611117842896135,0.26644926075635134,10,0.0,0.0,0.0,10,0.01824302068916907,0.018099547511312215,0.018376722817764164,10,1.0,1.0,1.0,10,0.05974393044032058,0.05932893945175097,0.059959972208764256,10,1.0,1.0,1.0,10,0.00012090334057943768,2.2783503257557794e-09,0.00025828048120711045,10,0.06000000000000001,0.06,0.06,10,3.289,3.265,3.315,10,0.6380255663507832,0.5981735159817352,0.6998491704374057,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,0.029999999999999992,0.029999999999999992,0.030000000000000002,10,0.02999792432159909,0.029993159462950943,0.029999999787811996,10,1.660995394922793,1.6392809338867664,1.6798614524304867,10,2.5353103468660265,2.3932373151183124,3.127248242963105,10,3.0049734050408006,2.5551561266183853,4.9293611664325,10,0.0,0.0,0.0,10,0.060786172257606776,0.060756779042442824,0.060824439931551864,10,0.0,0.0,0.0,10,0.0001199002001935277,2.2783503257557786e-09,0.0002582796006742015,10,0.0,0.0,0.0,10,2.2349031071644276,2.135508763603866,2.458201115950942,10,3.0339999999999256,3.009999999999926,3.059999999999925,10,0.6658403291140333,0.6474464579901154,0.6765188834154351,10,6.910902146455963e-05,1.2441158690031635e-09,0.00017417591618632192,10,0.02999761163550326,0.029992059548354037,0.029999999787811996,10,76.1,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.02999999999999999,0.02999999999999999,0.029999999999999995,10,76.1,75.0,77.0,10,0.0,0.0,0.0,10,607.8,603.0,613.0,10,0,0,0,10,
central_gap,matched_scan_speed,10,10,10,3,7,0,0,0.1484542017345675,0.14343085772691144,0.15245220941000712,10,0.01102720881114316,0.010576007370561543,0.011937419398183017,10,0.26147859329495005,0.24470520663328532,0.2664494995421842,10,0.0,0.0,0.0,10,0.01824302068916907,0.018099547511312215,0.018376722817764164,10,1.0,1.0,1.0,10,0.059742436414186896,0.05932893946032016,0.05995997217199579,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.06000000000000001,0.06,0.06,10,3.289,3.265,3.315,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2414619093760848,1.2253790628165007,1.264662016183138,10,1.3863627554383129,1.3579454203136263,1.431951061822474,10,1.5328173991292715,1.37339998036623,2.4775860365480185,10,0.0,0.0,0.0,10,0.06078471703067766,0.060756779042320984,0.06082443993089018,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.344983015442267,1.312122750096023,1.389674236997962,10,3.0339999999999256,3.009999999999926,3.059999999999925,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.0,0.0,0.0,10,607.8,603.0,613.0,10,0,0,0,10,
central_gap,matched_rocking,10,10,10,0,10,0,0,0.1488376516131435,0.14383778473917955,0.15251458356063805,10,0.010884495844939886,0.010303398800469722,0.012080569557812554,10,0.26350097390774946,0.2567496313495914,0.2669395718999201,10,0.0,0.0,0.0,10,0.01840490797546012,0.01840490797546012,0.01840490797546012,10,1.0,1.0,1.0,10,0.059438004310240176,0.05943800431024018,0.05943800431024018,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.26655736239627,1.2525829952210188,1.2814545771107078,10,1.7188059582840651,1.3889376143924892,2.51734257908538,10,1.8600315088406205,1.4026581775397062,2.622517989948392,10,0.0,0.0,0.0,10,0.060781466524967874,0.06078146652496788,0.06078146652496788,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.5261181641835713,1.3415801106020808,2.338790253270417,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,0.0,0.0,0.0,10,602.0,602.0,602.0,10,0,0,0,10,
shadow,baseline,10,10,10,0,10,0,0,0.06098282740823082,0.059415145766184826,0.06228600003794264,10,0.06005391089944082,0.05846367897552956,0.06138062208772161,10,0.07505432585302296,0.07340852930218178,0.07643046216919114,10,0.0,0.0,0.0,10,0.01840490797546012,0.01840490797546012,0.01840490797546012,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.06000000000000001,0.06,0.06,10,3.2600000000000002,3.2600000000000002,3.2600000000000002,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,,,,0,,,,0,1.2522671837359667,1.2352770427241921,1.2749384623020887,10,1.708133129402995,1.372879813425243,2.5684513873420656,10,1.8511217087507248,1.3956830371171236,2.838829066604376,10,0.0,0.0,0.0,10,0.060781466524967874,0.06078146652496788,0.06078146652496788,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,1.595254053827375,1.3324239407666028,2.3808071389794345,10,3.0049999999999257,3.004999999999926,3.004999999999926,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,,,,0,0.0,0.0,0.0,10,1.0,1.0,1.0,10,602.0,602.0,602.0,10,10,0,10,0,
shadow,image_only,10,10,10,0,10,0,0,0.47633860130130723,0.41440832430298324,0.5919768605183763,10,0.4275837222133322,0.3732757554737669,0.5270250675912542,10,0.7127087148575912,0.5926547292967017,0.9513365765289592,10,0.0,0.0,0.0,10,0.018379541333533762,0.018376722817764164,0.01840490797546012,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.22251705970112848,0.20549706296630724,0.2335239484636007,10,0.06000000000000001,0.06,0.06,10,3.2645000000000004,3.2600000000000002,3.265,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,1.8688461976125836,1.8466231413185596,1.8903929740190506,10,2.7342187908943743,2.229098696261645,3.5688137635588655,10,3.2145876670256257,2.3717419244349003,4.117470001801848,10,0.0,0.0,0.0,10,0.060784786029965655,0.06075197380190484,0.06080293705975135,10,0.0,0.0,0.0,10,0.2195237614890611,0.2037951234629682,0.22930637277283797,10,0.0,0.0,0.0,10,2.305013396544382,2.1412553032860155,3.3453725511208177,10,3.0094999999999263,3.004999999999926,3.009999999999926,10,0.0,0.0,0.0,10,0.2195237614890611,0.20379512346296835,0.229306372772838,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,0.029999999999999992,0.029999999999999995,0.029999999999999995,10,75.0,75.0,75.0,10,1.0,1.0,1.0,10,602.9,602.0,603.0,10,10,0,10,0,
shadow,no_aperture,10,10,10,0,10,0,0,0.12373997078273495,0.12339061725040752,0.12423276300196222,10,0.12068757694759569,0.12030850964639685,0.12114506141507152,10,0.15288592656811587,0.1520139520431094,0.1576664690156484,10,0.0,0.0,0.0,10,0.008053691275167783,0.008053691275167784,0.008053691275167784,10,1.0,1.0,1.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.034499405244010635,0.031579231538363436,0.03661743011172555,10,0.06000000000000001,0.06,0.06,10,7.45,7.45,7.45,10,0.8599328859060403,0.8295302013422818,0.8684563758389262,10,0.0,0.0,0.0,10,0.030000000000000006,0.030000000000000002,0.030000000000000002,10,0.030000000000000006,0.030000000000000002,0.030000000000000002,10,0.030000000000000006,0.030000000000000002,0.030000000000000002,10,1.8726844107732177,1.858412055298686,1.8914114916697145,10,2.901575425174085,2.3057787702418864,3.9407105883583395,10,3.486789367161691,2.526553114876151,4.683393053710461,10,0.0,0.0,0.0,10,0.06027459183082323,0.06027128542818409,0.06028022670365945,10,0.0,0.0,0.0,10,0.03439716057289128,0.031579213468976186,0.03660325693553036,10,0.0,0.0,0.0,10,2.2621907270513475,2.2216759040020406,2.322122815530747,10,7.19499999999996,7.194999999999959,7.194999999999959,10,0.8585416666666665,0.8555555555555555,0.8638888888888889,10,0.03439716057289128,0.03157921346897618,0.036603256935530314,10,0.030000000000000006,0.030000000000000002,0.030000000000000002,10,180.0,180.0,180.0,10,0.030000000000000006,0.030000000000000002,0.030000000000000002,10,180.0,180.0,180.0,10,0.030000000000000006,0.030000000000000002,0.030000000000000002,10,180.0,180.0,180.0,10,1.0,1.0,1.0,10,1440.0,1440.0,1440.0,10,10,0,10,0,
shadow,full,10,10,5,0,5,5,0,0.12074551821363673,0.11353974371590873,0.12209146529719035,10,0.11647649025000942,0.10104815404339057,0.11925044884842424,10,0.1500402307600864,0.14691278734107005,0.15275990792922922,10,0.013831673887277024,0.0,0.05254226601936887,10,0.007865613676964886,0.00668855065527455,0.008085072065472975,10,0.7694721018787162,0.12429556634385204,1.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.02246837942881632,0.011363592657611497,0.02774322202033326,10,0.04616832611272297,0.0074577339806311226,0.06,10,5.774500000000001,1.115,7.45,10,0.8444368931715278,0.726457399103139,0.8671140939597315,10,0.041315105180304915,0.03587443946188341,0.042953020134228186,10,0.030000000000000006,0.029999999999999992,0.03000000000000001,10,0.030000000000000006,0.029999999999999992,0.03000000000000001,10,0.029370779452625267,0.02765017934999395,0.02958174105134752,10,1.8964379443787038,1.8663450609892607,1.9218919333070517,10,2.785895031644028,2.380759618245065,3.8942160294391006,10,3.8015072233974934,2.4365640711039305,5.108402110636234,10,0.2,0.0,1.0,10,0.046305581881907774,0.007457733980631123,0.06027642014670434,10,0.0,0.0,0.0,10,0.02228339850926809,0.010984031496819821,0.027743205139786262,10,0.04407509408560805,0.043055555555555555,0.046242774566473986,10,2.545505752786994,2.298610797151923,3.2708806567825377,10,5.519499999999944,0.8599999999999719,7.194999999999959,10,0.8304789257575192,0.6473988439306358,0.8625,10,0.02228339848096396,0.010984031496801881,0.02774320513976835,10,0.029546442534740952,0.029406810171150818,0.02958174105134752,10,138.1,22.0,180.0,10,0.030000000000000006,0.029999999999999992,0.03000000000000001,10,138.1,22.0,180.0,10,0.030000000000000006,0.029999999999999992,0.03000000000000001,10,138.1,22.0,180.0,10,1.0,1.0,1.0,10,1104.9,173.0,1440.0,10,10,0,10,0,
