scenario,seed,variant,status,reason,valid,elapsed_s,reference_s,measured_forward_m,bad_path_m,valid_coverage_fraction,valid_coverage_rate_m_s,acoustic_bad_path_m,acoustic_coverage_fraction,registered_image_coverage_m,invalid_forward_travel_m,qp_failure,mechanical_violations,angular_travel_rad,force_active_fraction,aperture_active_fraction,controller_p50_ms,controller_p99_ms,controller_max_ms,simulated_deadline_overruns,wall_s,rmse,absolute_mean_bias,peak_absolute_error,omega_width_mechanical_mean,omega_width_force_mean,omega_width_complete_mean,source_metrics,trace_available,trace_samples,scan_samples,stop_tail_samples,measured_positive_travel_m,measured_reverse_travel_m,scan_angular_travel_rad,scan_max_abs_angle_rad,scan_end_s,scan_controller_p95_ms,scan_force_active_fraction,scan_aperture_active_fraction,scan_required_acoustic_bad_fraction,recovery_events,recovered_events,unconfirmed_events,no_acoustic_deficit,recovery_confirmed_during_scan,recovery_confirmed_during_stop_tail,scan_omega_width_mechanical_mean,scan_omega_width_mechanical_samples,scan_omega_width_force_mean,scan_omega_width_force_samples,scan_omega_width_complete_mean,scan_omega_width_complete_samples
delayed_execution,7,full_consistency,complete_with_gaps,,True,3.295,3.0,0.06,0.0031998250550074187,0.946669582416543,0.01723829285128758,0.0031998250550074187,0.946669582416543,0.056389066560411635,0.003199825055007422,,[],0.014036637139133688,0.56752655538695,0.0,1.6714499797672033,2.9697504313662626,4.052696051076055,0,2.298043192131445,0.20531422038822317,0.016816277853813504,0.4026741168095347,0.029999999999999992,0.029999999999999992,0.02992668207893101,MD/contact_qp/design_v1/delayed_execution/7/metrics.json,True,659,609,50,0.061532295267321575,0.0,0.01403663713913368,0.013981806161630705,3.0399999999999254,2.2824881598353386,0.6141215106732348,0.0,0.05090311986863711,1,1,0,False,1,0,0.029999999999999992,76,0.029999999999999992,76,0.02992668207893101,76
delayed_execution,7,matched_scan_speed,complete_with_gaps,,True,3.295,3.0,0.06,0.003099827725909207,0.9483362045681799,0.017268641054352288,0.003099827725909207,0.9483362045681799,0.05638906657784776,0.0030998277259092107,,[],0.0161371167507426,0.0,0.0,1.220181817188859,1.3485679682344198,1.3781881425529718,0,1.918364227982238,0.20503675131978222,0.014669330304990479,0.4061838786575258,,,,MD/contact_qp/design_v1/delayed_execution/7/metrics.json,True,659,609,50,0.06153229528863395,0.0,0.016137116750742603,0.0161371167507426,3.0399999999999254,1.3148762751370668,0.0,0.0,0.04926108374384237,1,1,0,False,1,0,,0,,0,,0
delayed_execution,7,matched_rocking,complete_with_gaps,,True,3.2600000000000002,3.0,0.06,0.003699776382224601,0.9383370602962566,0.01727000724471638,0.003699776382224601,0.9383370602962566,0.05463815218824384,0.0036997763822246045,,[],0.012910706466324855,0.0,0.0,1.2410599738359451,1.3677741633728147,1.4026961289346218,0,1.9044324881397188,0.20505896143723015,0.01944382115421715,0.3828003155846895,,,,MD/contact_qp/design_v1/delayed_execution/7/metrics.json,True,652,602,50,0.06148146649202434,0.0,0.01291070646632487,0.012910706466324855,3.004999999999926,1.335118699353188,0.0,0.0,0.059800664451827246,1,1,0,False,1,0,,0,,0,,0
delayed_execution,8,full,complete_with_gaps,,True,3.31,3.0,0.06,0.0,1.0,0.018126888217522657,0.0,1.0,0.05931120151538811,0.0,,[],0.010481560003247107,0.5422960725075529,0.0015105740181268882,1.64414057508111,2.427881413605064,4.839718108996749,0,2.286672699963674,0.21078685331136157,0.02376831824251181,0.43545056494412515,0.029999999999999992,0.029999999999999992,0.029943778974540643,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,662,612,50,0.06152447721964961,0.0,0.010477836134425893,0.010065603570434366,3.054999999999925,2.2398565197363487,0.5866013071895425,0.0016339869281045752,0.0,0,0,0,True,0,0,0.029999999999999992,76,0.029999999999999992,76,0.029943778974540643,76
delayed_execution,8,baseline,complete_with_gaps,,True,3.2600000000000002,3.0,0.06,0.0,1.0,0.01840490797546012,0.0,1.0,0.059438004308267706,0.0,,[],0.010053234973396906,0.0,0.0,1.2321574613451958,1.3668043748475611,1.4092109631747007,0,1.9312104100827128,0.20983776108288565,0.01845630982450623,0.38558051537357585,,,,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,652,602,50,0.06148146649202434,0.0,0.010053234973396925,0.010053234973396906,3.004999999999926,1.3322018668986855,0.0,0.0,0.0,0,0,0,True,0,0,,0,,0,,0
delayed_execution,8,image_only,complete_with_gaps,,True,3.2600000000000002,3.0,0.06,0.0,1.0,0.01840490797546012,0.0,1.0,0.059438001649811854,0.0,,[],0.031955892009727496,0.0,0.0,1.675877021625638,3.5932138073258106,4.212710075080395,0,2.357456858968362,0.9878997455839226,0.5618843402131111,1.801116192392092,0.029999999999999995,0.029999999999999995,0.029999999999999995,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,652,602,50,0.06148146344496935,0.0,0.031630752439920175,0.020333986621655982,3.004999999999926,3.2772957580164057,0.0,0.0,0.0,0,0,0,True,0,0,0.029999999999999995,75,0.029999999999999995,75,0.029999999999999995,75
delayed_execution,8,no_aperture,complete_with_gaps,,True,3.31,3.0,0.06,0.0,1.0,0.018126888217522657,0.0,1.0,0.0593112015160715,0.0,,[],0.010663717609907294,0.5422960725075529,0.0,1.6415574355050921,2.3235059552825987,2.4892250075936317,0,2.2828826589975506,0.21072115869739116,0.02359185757658963,0.4354437134141751,0.029999999999999992,0.029999999999999992,0.029999999999999992,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,662,612,50,0.061524477220376406,0.0,0.010658977278694146,0.010067607342944805,3.054999999999925,2.150284277740866,0.5866013071895425,0.0,0.0,0,0,0,True,0,0,0.029999999999999992,76,0.029999999999999992,76,0.029999999999999992,76
delayed_execution,8,full_consistency,complete_with_gaps,,True,3.31,3.0,0.06,0.0,1.0,0.018126888217522657,0.0,1.0,0.059311201515239456,0.0,,[],0.010377911648841482,0.5422960725075529,0.0,1.7438235227018595,2.474159717094153,3.0574409756809473,0,2.3068617628887296,0.21046580951230454,0.022872094104122477,0.43545056494412515,0.029999999999999992,0.029999999999999992,0.029943778978501756,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,662,612,50,0.061524477219510196,0.0,0.010376597102375255,0.010065603567860633,3.054999999999925,2.2514054551720615,0.5866013071895425,0.0,0.0,0,0,0,True,0,0,0.029999999999999992,76,0.029999999999999992,76,0.029943778978501756,76
delayed_execution,8,matched_scan_speed,complete_with_gaps,,True,3.31,3.0,0.06,0.0,1.0,0.018126888217522657,0.0,1.0,0.05931120151522606,0.0,,[],0.01006035053008021,0.0,0.0,1.234750496223569,2.223333092406392,2.474128967151046,0,2.0043046311475337,0.2096906409709667,0.020224519014216954,0.4361891546084027,,,,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,662,612,50,0.06152447721948756,0.0,0.010060350530080213,0.01006035053008021,3.054999999999925,1.3724562479183073,0.0,0.0,0.0,0,0,0,True,0,0,,0,,0,,0
delayed_execution,8,matched_rocking,complete_with_gaps,,True,3.2600000000000002,3.0,0.06,0.0,1.0,0.01840490797546012,0.0,1.0,0.059438004308267706,0.0,,[],0.008548123304383794,0.0,0.0,1.2485974002629519,2.1449784678407013,2.3744290228933096,0,1.9778719937894493,0.20987750528596857,0.018392755568695407,0.38558051537357585,,,,MD/contact_qp/design_v1/delayed_execution/8/metrics.json,True,652,602,50,0.06148146649202434,0.0,0.008548123304383795,0.008548123304383794,3.004999999999926,1.5086981235071988,0.0,0.0,0.0,0,0,0,True,0,0,,0,,0,,0
delayed_execution,9,full,complete_with_gaps,,True,3.31,3.0,0.06,0.0033019202320316993,0.944967996132805,0.01712932923503574,0.0033019202320316993,0.944967996132805,0.05528205872536486,0.003301920232031696,,[],0.01805782197628152,0.5694864048338368,0.0,1.6759204445406795,2.4458669661544263,2.566235838457942,0,2.3002072479575872,0.20508251678979506,0.02084210726306546,0.4135603743667797,0.029999999999999992,0.029999999999999992,0.02991819353791659,MD/contact_qp/design_v1/delayed_execution/9/metrics.json,True,662,612,50,0.061525610741100314,0.0,0.018057821976281297,0.017923262367267614,3.054999999999925,2.177754486910999,0.6160130718954249,0.0,0.05228758169934641,1,1,0,False,1,0,0.029999999999999992,76,0.029999999999999992,76,0.02991819353791659,76
delayed_execution,9,baseline,complete_with_gaps,,True,3.2600000000000002,3.0,0.06,0.0032997826630407,0.945003622282655,0.01739270470458874,0.0032997826630407,0.945003622282655,0.055438147267770965,0.0032997826630407,,[],0.015795243297599283,0.0,0.0,1.222389517351985,1.3760047382675111,1.615236047655344,0,1.9104988409671932,0.2045214769404675,0.019019354501432717,0.3821704183608512,,,,MD/contact_qp/design_v1/delayed_execution/9/metrics.json,True,652,602,50,0.06148146649202434,0.0,0.01579524329759929,0.015795243297599283,3.004999999999926,1.3326845015399158,0.0,0.0,0.053156146179401995,1,1,0,False,1,0,,0,,0,,0
delayed_execution,9,image_only,complete_with_gaps,,True,3.265,3.0,0.06,0.003199797758175943,0.9466700373637342,0.01739669287651579,0.003199797758175943,0.9466700373637342,0.056195106037691386,0.0031997977581759394,,[],0.04014322126678432,0.0,0.0,1.7289069946855307,2.1193553227931266,2.225941978394985,0,2.2001759950071573,0.9484831210650901,0.5450489354513968,1.8286028318614473,0.029999999999999995,0.029999999999999995,0.029999999999999995,MD/contact_qp/design_v1/delayed_execution/9/metrics.json,True,653,603,50,0.061538365964808044,0.0,0.039940825214540523,0.02078368786251205,3.009999999999926,1.9931446295231579,0.0,0.0,0.05140961857379768,1,1,0,False,1,0,0.029999999999999995,75,0.029999999999999995,75,0.029999999999999995,75
delayed_execution,9,no_aperture,complete_with_gaps,,True,3.305,3.0,0.06,0.0033019202320396374,0.9449679961326727,0.01715524350013929,0.0033019202320396374,0.9449679961326727,0.05530970918746379,0.003301920232039634,,[],0.017752489033869587,0.5703479576399395,0.0,1.6562819946557283,2.4177117738872758,3.8242500741034746,0,2.2882433841004968,0.2050689819374011,0.020563941567813476,0.41322100744644086,0.029999999999999992,0.029999999999999992,0.029999999999999992,MD/contact_qp/design_v1/delayed_execution/9/metrics.json,True,661,611,50,0.06145333756446697,0.0,0.017752489033868994,0.01755341304874031,3.049999999999925,2.1768040023744106,0.6170212765957447,0.0,0.05237315875613748,1,1,0,False,1,0,0.029999999999999992,76,0.029999999999999992,76,0.029999999999999992,76
delayed_execution,9,full_consistency,complete_with_gaps,,True,3.31,3.0,0.06,0.0033019202320316993,0.944967996132805,0.01712932923503574,0.0033019202320316993,0.944967996132805,0.05528205841871053,0.0033019202320316993,,[],0.015964336572732905,0.56797583081571,0.0,1.6636354848742485,2.904211012646556,4.471693187952042,0,2.3053574070800096,0.2048942998767225,0.019662888445096255,0.4169739149138003,0.029999999999999992,0.029999999999999992,0.029925906049460743,MD/contact_qp/design_v1/delayed_execution/9/metrics.json,True,662,612,50,0.06152561043443469,0.0,0.01596433657273266,0.015811222967085665,3.054999999999925,2.307499339804053,0.6143790849673203,0.0,0.05228758169934641,1,1,0,False,1,0,0.029999999999999992,76,0.029999999999999992,76,0.029925906049460743,76
delayed_execution,9,matched_scan_speed,complete_with_gaps,,True,3.31,3.0,0.06,0.003301920232031713,0.9449679961328048,0.017129329235035736,0.003301920232031713,0.9449679961328048,0.055282058725201116,0.0033019202320317097,,[],0.01680306585787277,0.0,0.0,1.2364694848656654,2.3789669200778003,2.62271985411644,0,2.067944871960208,0.20431832253684515,0.016291556163916615,0.41742565388628705,,,,MD/contact_qp/design_v1/delayed_execution/9/metrics.json,True,662,612,50,0.061525610740936584,0.0,0.01680306585787275,0.01680306585787277,3.054999999999925,2.185283624567091,0.0,0.0,0.05228758169934641,1,1,0,False,1,0,,0,,0,,0
