frame,image_time_s,effective_time_s,left,center,right,valid,force_n,torque_y_nm,aligned_covered,window_version,registration_version
0,0.0,-0.15196365053143768,0.017319158766486403,0.00865982408129631,0.014185535724325578,True,,,False,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
1,0.03190779685974121,-0.12005585367169647,0.0014674251409528601,0.0015882640733789377,0.0022442549049975207,True,,,False,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
2,0.06799936294555664,-0.08396428758588104,0.0006940351240041427,0.0009381780407198897,0.0013299329817104968,True,,,False,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
3,0.09996724128723145,-0.05199640924420623,0.0018283406275997284,0.003608205339375111,0.005602978125348101,True,,,False,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
4,0.13210630416870117,-0.019857346362736505,0.004751216593594568,0.009637603833708654,0.014948523230070272,True,3.7885003924916956,0.005758568435849291,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
5,0.16797566413879395,0.016012013607356268,4.057201736945971e-05,6.381267206266406e-05,9.722652759385285e-05,True,3.7308699640717133,-0.002314325202552066,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
6,0.20001530647277832,0.04805165594134064,3.876478622355768e-05,6.005384156037353e-05,9.31811090417762e-05,True,3.8289738897568744,-0.00029167485447295855,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
7,0.23193693161010742,0.07997328107866974,0.0072246432952760885,0.010622890680207253,0.016494664894722327,True,3.825184435841239,0.007266584951754462,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
8,0.26798462867736816,0.11602097814593049,0.006736789589243577,0.016800247935506215,0.033699708607946716,True,3.882354145625519,-0.005305453475590888,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
9,0.2999246120452881,0.1479609615138504,0.008256827759955513,0.01738341875865635,0.034757970766017256,True,3.8408365299285934,0.008304263211960424,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
10,0.3326082229614258,0.1806445724299881,0.0009756194296801378,0.0006039507141308424,0.000587097139092526,True,3.8382451368165005,0.012514255619815574,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
11,0.3679344654083252,0.21597081487688752,0.0012486118904122365,0.0007461895775267938,0.0007501600446561406,True,3.7238108205223677,0.008733951334597125,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
12,0.39989304542541504,0.24792939489397736,0.001890739923328742,0.004072011544252122,0.003947685401867844,True,3.820625125493846,0.008366126510214497,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
13,0.4320046901702881,0.2800410396388504,0.002838170887195504,0.006498870301777191,0.006662585224389042,True,3.9237515383122252,0.009738128171034826,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
14,0.4679539203643799,0.3159902698329422,0.0009206836207441621,0.0009057868030331298,0.0010353948703888268,True,3.819831199957174,-0.0036989171506496203,True,fecfe5c107ef36f7ce31,b9dfb1ed3b0e6764e400
