t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0513,,0.457329,0.457329,0.457329,-0.059783,-0.059781,-0.023358,-140.150606,1,1,0,1,29.198043,-140,0,0,0
0.0786,,0.457329,0.457329,0.457303,-0.011957,-0.011298,-0.011298,-67.790564,1,1,0,1,28.555846,-68,0,0,0
0.1213,,0.457329,0.457329,0.456925,-0.002392,0.007911,0.007911,47.468672,1,1,0,1,27.316504,47,0,0,0
0.1607,,0.457328,0.457328,0.456565,-0.000487,0.015102,0.015102,90.613575,1,1,0,1,42.642890,91,0,0,0
0.1956,,0.457327,0.457327,0.456875,-0.000135,0.006245,0.006245,37.468979,1,1,0,1,39.462149,37,0,0,0
0.2181,,0.457323,0.457323,0.457284,-0.000108,-0.002003,-0.002003,-12.018760,1,1,0,1,34.848123,-12,0,0,0
0.2529,,0.457316,0.457316,0.457408,-0.000277,-0.003215,-0.003215,-19.292391,1,1,0,1,22.499020,-19,0,0,0
0.2866,,0.457299,0.457299,0.457367,-0.000445,-0.001519,-0.001519,-9.112719,1,1,0,1,34.784771,-9,0,0,0
0.3184,,0.457267,0.457267,0.457283,-0.000849,0.000000,0.000000,0.000000,1,1,0,1,33.733694,0,0,0,0
0.3556,,0.457201,0.457201,0.457256,-0.001814,-0.003063,-0.003063,-18.380926,1,1,0,1,31.786047,-18,0,0,0
0.3917,,0.457119,0.457119,0.457243,-0.002134,-0.004760,-0.004760,-28.559212,1,1,0,1,37.160311,-29,0,0,0
0.4223,,0.457030,0.457030,0.457148,-0.002410,-0.004504,-0.004504,-27.024602,1,1,0,1,36.087455,-27,0,0,0
0.4574,,0.456919,0.456919,0.456975,-0.003365,-0.003927,-0.003927,-23.559107,1,1,0,1,30.635002,-24,0,0,0
0.4902,,0.456727,0.456727,0.456807,-0.005067,-0.006679,-0.006679,-40.072120,1,1,0,1,35.093821,-40,0,0,0
0.5232,,0.456560,0.456560,0.456680,-0.005084,-0.007521,-0.007521,-45.124931,1,1,0,1,32.803119,-45,0,0,0
0.5572,,0.456325,0.456325,0.456476,-0.006694,-0.009605,-0.009605,-57.629263,1,1,0,1,33.033530,-58,0,0,0
0.5820,,0.456147,0.456147,0.456215,-0.005526,-0.006207,-0.006207,-37.242606,1,1,0,1,33.980279,-37,0,0,0
0.6138,,0.455900,0.455900,0.455933,-0.009096,-0.009368,-0.009368,-56.210238,1,1,0,1,24.770847,-56,0,0,0
0.6456,,0.455738,0.455738,0.455762,-0.005897,-0.006281,-0.006281,-37.687919,1,1,0,1,31.814857,-38,0,0,0
0.6691,,0.455444,0.455444,0.455492,-0.008555,-0.009587,-0.009587,-57.521379,1,1,0,1,31.847775,-58,0,0,0
0.7049,,0.455188,0.455188,0.455285,-0.010432,-0.012644,-0.012644,-75.863979,1,1,0,1,23.505063,-76,0,0,0
0.7301,,0.454913,0.454913,0.454992,-0.008245,-0.009566,-0.009566,-57.393556,1,1,0,1,35.791451,-57,0,0,0
0.7749,,0.454618,0.454618,0.454678,-0.011035,-0.011966,-0.011966,-71.797929,1,1,0,1,25.139756,-72,0,0,0
0.8025,,0.454383,0.454383,0.454225,-0.006380,-0.002445,-0.002445,-14.668062,1,1,0,1,44.871374,-15,0,0,0
0.8482,,0.453882,0.453882,0.453811,-0.015814,-0.015234,-0.015234,-91.406784,1,1,0,1,27.592203,-91,0,0,0
0.8862,,0.453336,0.453336,0.453648,-0.012734,-0.020200,-0.020200,-121.202768,1,1,0,1,45.626919,-121,0,0,0
0.9136,,0.452643,0.452643,0.452967,-0.017114,-0.023005,-0.023005,-138.029596,1,1,0,1,38.055245,-138,0,0,0
0.9414,,0.452111,0.452111,0.452380,-0.018934,-0.023322,-0.023322,-139.934860,1,1,0,1,27.423524,-140,0,0,0
0.9823,,0.451778,0.451778,0.451842,-0.013385,-0.012911,-0.012911,-77.466319,1,1,0,1,27.805862,-77,0,0,0
