t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0070,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.380786,0,0,0,0
0.0407,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,29.355350,0,0,0,0
0.0613,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.276511,0,0,0,0
0.0763,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.063499,0,0,0,0
0.1061,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,24.923006,0,0,0,0
0.1312,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,24.710623,0,0,0,0
0.1459,,0.000000,0.000000,-0.000000,0.000001,0.000000,0.000000,0.000000,1,1,0,1,20.285299,0,0,0,0
0.1736,,0.000000,0.000000,-0.000000,0.000002,0.000000,0.000000,0.000000,1,1,0,1,21.719866,0,0,0,0
0.1960,,0.000000,0.000000,-0.000000,0.000006,0.000000,0.000000,0.000000,1,1,0,1,23.558177,0,0,0,0
0.2161,,0.000000,0.000000,-0.000000,0.000008,0.000000,0.000000,0.000000,1,1,0,1,25.320231,0,0,0,0
0.2411,,0.000001,0.000001,-0.000000,0.000016,0.000000,0.000000,0.000000,1,1,0,1,24.370365,0,0,0,0
0.2761,,0.000002,0.000002,-0.000000,0.000049,0.000000,0.000000,0.000000,1,1,0,1,20.559180,0,0,0,0
0.2966,,0.000003,0.000003,-0.000000,0.000046,0.000000,0.000000,0.000000,1,1,0,1,24.533517,0,0,0,0
0.3111,,0.000004,0.000004,0.000000,0.000036,0.000000,0.000000,0.000000,1,1,0,1,21.566978,0,0,0,0
0.3323,,0.000006,0.000006,0.000000,0.000085,0.000000,0.000000,0.000000,1,1,0,1,23.862941,0,0,0,0
0.3711,,0.000012,0.000012,-0.000000,0.000189,0.000000,0.000000,0.000000,1,1,0,1,24.642137,0,0,0,0
0.4029,,0.000017,0.000017,-0.000000,0.000186,0.000000,0.000000,0.000000,1,1,0,1,29.737798,0,0,0,0
0.4110,,0.000019,0.000019,-0.000000,0.000116,0.000000,0.000000,0.000000,1,1,0,1,21.946767,0,0,0,0
0.4527,,0.000024,0.000024,-0.000000,0.000190,0.000675,0.000675,4.047284,1,1,0,1,23.153550,4,0,0,0
0.4821,,0.000033,0.000033,0.000003,0.000298,0.000883,0.000883,5.295457,1,1,0,1,26.684170,5,0,0,0
0.4869,,0.000039,0.000039,0.000007,0.000244,0.000843,0.000843,5.056492,1,1,0,1,29.429452,5,0,0,0
0.5371,,0.000049,0.000049,0.000026,0.000358,0.000707,0.000707,4.240023,1,1,0,1,25.139456,4,0,0,0
0.5712,,0.000065,0.000065,0.000047,0.000502,0.000000,0.000000,0.000000,1,1,0,1,29.808283,0,0,0,0
0.5769,,0.000079,0.000079,0.000059,0.000413,0.000000,0.000000,0.000000,1,1,0,1,34.147895,0,0,0,0
0.6207,,0.000094,0.000094,0.000059,0.000582,0.001338,0.001338,8.030733,1,1,0,1,24.085985,8,0,0,0
0.6681,,0.000125,0.000125,0.000061,0.001107,0.002515,0.002515,15.087251,1,1,0,1,25.506844,15,0,0,0
0.7068,,0.000163,0.000163,0.000147,0.000862,0.000000,0.000000,0.000000,1,1,0,1,47.290945,0,0,0,0
0.7372,,0.000192,0.000192,0.000216,0.000771,0.000115,0.000115,0.690027,1,1,0,1,38.710644,1,0,0,0
0.7663,,0.000224,0.000224,0.000216,0.001000,0.001379,0.001379,8.273888,1,1,0,1,30.413758,8,0,0,0
0.7976,,0.000260,0.000260,0.000222,0.001178,0.002086,0.002086,12.514170,1,1,0,1,29.035721,13,0,0,0
0.8273,,0.000299,0.000299,0.000277,0.001231,0.001512,0.001512,9.072867,1,1,0,1,31.295474,9,0,0,0
0.8712,,0.000356,0.000356,0.000344,0.001794,0.001931,0.001931,11.588628,1,1,0,1,29.778431,12,0,0,0
0.9067,,0.000404,0.000404,0.000401,0.001228,0.001226,0.001226,7.357926,1,1,0,1,43.829259,7,0,0,0
0.9369,,0.000474,0.000474,0.000467,0.001815,0.001951,0.001951,11.706301,1,1,0,1,35.505277,12,0,0,0
0.9467,,0.000521,0.000521,0.000502,0.001614,0.002055,0.002055,12.328153,1,1,0,1,30.228802,12,0,0,0
