t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0008,,0.327457,0.327457,0.328078,0.006602,0.000000,0.000000,0.000000,0,1,0,1,20.870197,0,0,0,0
0.0504,,0.328078,0.328078,0.328078,0.019863,0.019863,0.019863,119.179128,1,1,0,1,25.367283,119,0,0,0
0.0844,,0.328078,0.328078,0.328099,0.003973,0.003420,0.003420,20.518323,1,1,0,1,27.884595,21,0,0,0
0.1124,,0.328078,0.328078,0.328509,0.000796,-0.009620,-0.009620,-57.717011,1,1,0,1,34.039804,-58,0,0,0
0.1360,,0.328078,0.328078,0.328647,0.000162,-0.011154,-0.011154,-66.922431,1,1,0,1,28.001543,-67,0,0,0
0.1636,,0.328079,0.328079,0.328531,0.000048,-0.007001,-0.007001,-42.008426,1,1,0,1,23.591395,-42,0,0,0
0.1862,,0.328080,0.328080,0.328236,0.000047,-0.000393,-0.000393,-2.355188,1,1,0,1,27.555931,-2,0,0,0
0.2251,,0.328084,0.328084,0.328077,0.000149,0.000000,0.000000,0.000000,1,1,0,1,22.662615,0,0,0,0
0.2368,,0.328093,0.328093,0.328078,0.000219,0.000000,0.000000,0.000000,1,1,0,1,38.884727,0,0,0,0
0.2698,,0.328101,0.328101,0.328078,0.000326,0.000810,0.000810,4.861540,1,1,0,1,22.242183,5,0,0,0
0.3025,,0.328127,0.328127,0.328082,0.000988,0.002003,0.002003,12.019882,1,1,0,1,22.385062,12,0,0,0
0.3360,,0.328163,0.328163,0.328093,0.001088,0.002517,0.002517,15.101302,1,1,0,1,32.717144,15,0,0,0
0.3647,,0.328228,0.328228,0.328159,0.001766,0.003009,0.003009,18.051826,1,1,0,1,33.521522,18,0,0,0
0.3873,,0.328270,0.328270,0.328207,0.001518,0.002606,0.002606,15.636514,1,1,0,1,28.641051,16,0,0,0
0.4148,,0.328374,0.328374,0.328281,0.003983,0.005946,0.005946,35.678387,1,1,0,1,22.613241,36,0,0,0
0.4368,,0.328437,0.328437,0.328328,0.002629,0.004719,0.004719,28.316535,1,1,0,1,27.560998,28,0,0,0
0.4702,,0.328560,0.328560,0.328460,0.004997,0.006695,0.006695,40.170014,1,1,0,1,22.013277,40,0,0,0
0.4990,,0.328772,0.328772,0.328679,0.006095,0.007732,0.007732,46.389869,1,1,0,1,33.335738,46,0,0,0
0.5214,,0.328878,0.328878,0.328835,0.004164,0.004572,0.004572,27.433482,1,1,0,1,28.851600,27,0,0,0
0.5545,,0.329164,0.329164,0.329059,0.011052,0.013556,0.013556,81.337096,1,1,0,1,22.349733,81,0,0,0
0.5870,,0.329352,0.329352,0.329159,0.006747,0.010807,0.010807,64.842884,1,1,0,1,33.116818,65,0,0,0
0.6101,,0.329669,0.329669,0.329558,0.009152,0.010591,0.010591,63.544745,1,1,0,1,32.483676,64,0,0,0
0.6445,,0.329904,0.329904,0.329805,0.009980,0.011633,0.011633,69.800410,1,1,0,1,23.101922,70,0,0,0
0.6730,,0.330364,0.330364,0.330168,0.012690,0.016834,0.016834,101.003326,1,1,0,1,34.394845,101,0,0,0
0.7162,,0.330730,0.330730,0.330507,0.012820,0.017046,0.017046,102.273298,1,1,0,1,28.529887,102,0,0,0
0.7447,,0.331298,0.331298,0.331240,0.013091,0.013311,0.013311,79.865154,1,1,0,1,43.176124,80,0,0,0
0.7910,,0.331932,0.331932,0.331797,0.020340,0.023344,0.023344,140.063726,1,1,0,1,28.581473,140,0,0,0
0.8200,,0.332527,0.332527,0.332374,0.014351,0.017194,0.017194,103.164429,1,1,0,1,46.296524,103,0,0,0
0.8469,,0.333060,0.333060,0.333050,0.017603,0.016681,0.016681,100.084482,1,1,0,1,28.948564,100,0,0,0
0.8743,,0.333627,0.333627,0.333522,0.020359,0.023031,0.023031,138.184912,1,1,0,1,26.938480,138,0,0,0
0.9127,,0.334352,0.334352,0.333974,0.025255,0.034254,0.034254,205.524938,1,1,0,1,27.382517,206,0,0,0
0.9463,,0.335259,0.335259,0.334892,0.023943,0.030481,0.030481,182.883931,1,1,0,1,38.416424,183,0,0,0
0.9748,,0.336089,0.336089,0.336196,0.024577,0.019530,0.019530,117.177255,1,1,0,1,33.541486,117,0,0,0
1.0086,,0.336966,0.336966,0.337140,0.029522,0.025877,0.025877,155.261640,1,1,0,1,28.515162,155,0,0,0
1.0465,,0.337890,0.337890,0.337859,0.027737,0.029628,0.029628,177.767437,1,1,0,1,33.846130,178,0,0,0
1.0684,,0.338531,0.338531,0.338556,0.019114,0.018337,0.018337,110.019351,1,1,0,1,37.812545,110,0,0,0
1.0923,,0.339360,0.339360,0.339210,0.034023,0.038495,0.035918,215.508500,1,1,0,1,21.976906,216,0,0,0
1.1194,,0.340221,0.340221,0.339738,0.035680,0.047430,0.047430,284.578283,1,1,0,1,23.830978,285,0,0,0
1.1417,,0.340930,0.340930,0.340525,0.028069,0.034725,0.034725,208.350704,1,1,0,1,27.120353,208,0,0,0
1.1700,,0.341658,0.341658,0.341515,0.031715,0.031733,0.031733,190.395215,1,1,0,1,22.322057,190,0,0,0
1.1758,,0.342594,0.342594,0.342599,0.032842,0.031606,0.031606,189.634619,1,1,0,1,28.254205,190,0,0,0
1.2203,,0.343363,0.343363,0.343296,0.034505,0.036421,0.036421,218.525225,1,1,0,1,22.009635,219,0,0,0
1.2425,,0.344348,0.344348,0.344183,0.034713,0.038437,0.038437,230.623408,1,1,0,1,28.325487,231,0,0,0
1.2755,,0.345358,0.345358,0.345183,0.043335,0.046600,0.046600,279.599355,1,1,0,1,22.213246,280,0,0,0
1.2975,,0.346393,0.346393,0.346264,0.033798,0.035822,0.035822,214.933947,1,1,0,1,32.951260,215,0,0,0
1.3197,,0.347238,0.347238,0.347270,0.037488,0.035320,0.035320,211.917295,1,1,0,1,22.001944,212,0,0,0
1.3458,,0.348315,0.348315,0.348121,0.046245,0.051968,0.051968,311.805550,1,1,0,1,22.228636,312,0,0,0
1.3680,,0.349192,0.349192,0.349075,0.036068,0.037531,0.037531,225.188438,1,1,0,1,26.153179,225,0,0,0
1.3962,,0.350306,0.350306,0.350055,0.047453,0.053295,0.053295,319.767314,1,1,0,1,22.151249,320,0,0,0
1.4191,,0.351211,0.351211,0.351171,0.035154,0.034229,0.034229,205.371868,1,1,0,1,28.216882,205,0,0,0
1.4518,,0.352359,0.352359,0.352513,0.047173,0.042539,0.042539,255.234418,1,1,0,1,22.870947,255,0,0,0
1.4967,,0.353993,0.353993,0.353820,0.049345,0.054667,0.054667,328.001481,1,1,0,1,32.760242,328,0,0,0
1.5249,,0.355417,0.355417,0.355728,0.035269,0.027294,0.027294,163.762141,1,1,0,1,44.849955,164,0,0,0
1.5599,,0.356860,0.356860,0.357266,0.048023,0.039964,0.039964,239.781917,1,1,0,1,28.172788,240,0,0,0
1.5869,,0.358319,0.358319,0.358550,0.042906,0.039844,0.039844,239.066556,1,1,0,1,35.049540,239,0,0,0
1.6148,,0.359545,0.359545,0.359427,0.044869,0.049837,0.049837,299.024390,1,1,0,1,27.037173,299,0,0,0
1.6424,,0.360780,0.360780,0.360769,0.044341,0.043694,0.043694,262.166371,1,1,0,1,27.921170,262,0,0,0
1.6694,,0.361772,0.361772,0.362083,0.037705,0.029532,0.029532,177.189609,1,1,0,1,27.526825,177,0,0,0
1.6969,,0.363017,0.363017,0.363035,0.044374,0.046419,0.046419,278.513529,1,1,0,1,27.039860,279,0,0,0
1.7236,,0.364516,0.364516,0.363938,0.052454,0.067625,0.067625,405.751656,1,1,0,1,27.512323,406,0,0,0
