t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
2.1768,ARMED,-0.000001,-0.000001,-0.000001,,,,,0,1,0,1,20.086120,0,0,0,30
2.1968,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.198798,0,0,0,0
2.2179,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.072735,0,0,0,0
2.2366,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.072256,0,0,0,0
2.2566,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.082935,0,0,0,0
2.2766,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.073523,0,0,0,0
2.2966,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.070616,0,0,0,0
2.3168,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.209621,0,0,0,0
2.3377,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.246140,0,0,0,0
2.3577,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.238676,0,0,0,0
2.3790,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.086811,0,0,0,0
2.3976,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.073993,0,0,0,0
2.4176,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.072923,0,0,0,0
2.4376,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.071555,0,0,0,0
2.4576,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.070735,0,0,0,0
2.4778,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.224922,0,0,0,0
2.4988,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.219079,0,0,0,0
2.5188,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.200434,0,0,0,0
2.5387,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.089590,0,0,0,0
2.5588,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.186897,0,0,0,0
2.5788,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.206068,0,0,0,0
2.5988,,-0.000001,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.210176,0,0,0,0
2.6198,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.081034,0,0,0,0
2.6397,,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0,1,0,1,20.203921,0,0,0,0
