t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0394,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,28.153667,0,0,0,0
0.0450,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,21.536189,0,0,0,0
0.0666,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,21.194396,0,0,0,0
0.0935,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,22.464078,0,0,0,0
0.1203,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.676510,0,0,0,0
0.1365,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,22.119608,0,0,0,0
0.1529,,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1,1,0,1,21.254479,0,0,0,0
0.1793,,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,1,1,0,1,21.471950,0,0,0,0
0.1962,,0.000001,0.000001,0.000001,0.000002,0.000000,0.000000,0.000000,1,1,0,1,21.525698,0,0,0,0
0.2175,,0.000001,0.000001,0.000001,0.000003,0.000000,0.000000,0.000000,1,1,0,1,21.760263,0,0,0,0
0.2393,,0.000001,0.000001,0.000001,0.000003,0.000000,0.000000,0.000000,1,1,0,1,20.468688,0,0,0,0
0.2618,,0.000001,0.000001,0.000001,0.000006,0.000000,0.000000,0.000000,1,1,0,1,23.190695,0,0,0,0
0.2886,,0.000001,0.000001,0.000001,0.000011,0.000000,0.000000,0.000000,1,1,0,1,22.072185,0,0,0,0
0.3052,,0.000002,0.000002,0.000001,0.000017,0.000000,0.000000,0.000000,1,1,0,1,21.958599,0,0,0,0
0.3308,,0.000002,0.000002,0.000001,0.000022,0.000000,0.000000,0.000000,1,1,0,1,24.733748,0,0,0,0
0.3530,,0.000003,0.000003,0.000001,0.000023,0.000000,0.000000,0.000000,1,1,0,1,23.252589,0,0,0,0
0.3762,,0.000004,0.000004,0.000001,0.000047,0.000000,0.000000,0.000000,1,1,0,1,21.956892,0,0,0,0
0.3991,,0.000005,0.000005,0.000001,0.000050,0.000000,0.000000,0.000000,1,1,0,1,23.097273,0,0,0,0
0.4317,,0.000007,0.000007,0.000001,0.000090,0.000000,0.000000,0.000000,1,1,0,1,22.212530,0,0,0,0
0.4423,,0.000008,0.000008,0.000001,0.000034,0.000000,0.000000,0.000000,1,1,0,1,21.914052,0,0,0,0
0.4638,,0.000010,0.000010,0.000001,0.000096,0.000000,0.000000,0.000000,1,1,0,1,21.752917,0,0,0,0
0.4853,,0.000013,0.000013,0.000001,0.000105,0.000000,0.000000,0.000000,1,1,0,1,21.204074,0,0,0,0
0.5119,,0.000016,0.000016,0.000001,0.000122,0.000000,0.000000,0.000000,1,1,0,1,26.264155,0,0,0,0
0.5348,,0.000019,0.000019,0.000001,0.000129,0.000000,0.000000,0.000000,1,1,0,1,23.337997,0,0,0,0
0.5781,,0.000022,0.000022,0.000001,0.000153,0.000571,0.000571,3.427045,1,1,0,1,21.605135,3,0,0,0
0.6129,,0.000028,0.000028,0.000002,0.000205,0.000718,0.000718,4.309884,1,1,0,1,27.161891,4,0,0,0
0.6248,,0.000034,0.000034,0.000009,0.000172,0.000607,0.000607,3.640030,1,1,0,1,34.841328,4,0,0,0
0.6480,,0.000040,0.000040,0.000017,0.000255,0.000652,0.000652,3.909922,1,1,0,1,23.225082,4,0,0,0
0.6883,,0.000046,0.000046,0.000029,0.000249,0.000000,0.000000,0.000000,1,1,0,1,22.903731,0,0,0,0
0.7013,,0.000054,0.000054,0.000042,0.000263,0.000000,0.000000,0.000000,1,1,0,1,29.256359,0,0,0,0
0.7192,,0.000057,0.000057,0.000042,0.000163,0.000000,0.000000,0.000000,1,1,0,1,24.367047,0,0,0,0
0.7738,,0.000066,0.000066,0.000042,0.000340,0.000865,0.000865,5.190604,1,1,0,1,23.375800,5,0,0,0
0.7898,,0.000082,0.000082,0.000060,0.000412,0.000811,0.000811,4.867336,1,1,0,1,37.790295,5,0,0,0
0.8291,,0.000091,0.000091,0.000073,0.000421,0.000000,0.000000,0.000000,1,1,0,1,21.383830,0,0,0,0
0.8463,,0.000109,0.000109,0.000094,0.000494,0.000000,0.000000,0.000000,1,1,0,1,33.856435,0,0,0,0
0.8579,,0.000114,0.000114,0.000094,0.000290,0.000000,0.000000,0.000000,1,1,0,1,22.299869,0,0,0,0
0.9181,,0.000134,0.000134,0.000095,0.000768,0.001669,0.001669,10.013245,1,1,0,1,22.535964,10,0,0,0
0.9607,,0.000153,0.000153,0.000108,0.000495,0.001331,0.001331,7.983710,1,1,0,1,44.207443,8,0,0,0
0.9934,,0.000181,0.000181,0.000163,0.000621,0.000000,0.000000,0.000000,1,1,0,1,42.551642,0,0,0,0
1.0164,,0.000212,0.000212,0.000196,0.000878,0.000000,0.000000,0.000000,1,1,0,1,32.753443,0,0,0,0
1.0490,,0.000220,0.000220,0.000196,0.000462,0.000974,0.000974,5.841844,1,1,0,1,22.956779,6,0,0,0
1.0892,,0.000250,0.000250,0.000203,0.000838,0.001839,0.001839,11.033628,1,1,0,1,32.633816,11,0,0,0
1.1168,,0.000278,0.000278,0.000242,0.000728,0.001333,0.001333,7.998341,1,1,0,1,40.158691,8,0,0,0
1.1393,,0.000298,0.000298,0.000295,0.000722,0.000000,0.000000,0.000000,1,1,0,1,27.572286,0,0,0,0
1.1450,,0.000319,0.000319,0.000319,0.000883,0.000000,0.000000,0.000000,1,1,0,1,22.508279,0,0,0,0
1.1846,,0.000341,0.000341,0.000319,0.000947,0.001549,0.001549,9.291765,1,1,0,1,22.518359,9,0,0,0
1.1898,,0.000358,0.000358,0.000322,0.000782,0.001558,0.001558,9.346703,1,1,0,1,22.790240,9,0,0,0
1.2287,,0.000387,0.000387,0.000353,0.001252,0.001855,0.001855,11.130767,1,1,0,1,21.436494,11,0,0,0
1.2399,,0.000418,0.000418,0.000389,0.001338,0.001806,0.001806,10.837968,1,1,0,1,22.703549,11,0,0,0
1.3105,,0.000471,0.000471,0.000433,0.002210,0.002971,0.002971,17.826796,1,1,0,1,21.676394,18,0,0,0
