t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0465,,0.488578,0.488578,0.488578,0.043498,0.043500,0.017034,102.203832,1,1,0,1,21.292465,102,0,0,0
0.0694,,0.488578,0.488578,0.488581,0.008700,0.008613,0.008613,51.676915,1,1,0,1,33.478536,52,0,0,0
0.1088,,0.488578,0.488578,0.488898,0.001739,-0.007071,-0.007071,-42.428972,1,1,0,1,22.902027,-42,0,0,0
0.1371,,0.488578,0.488578,0.489140,0.000345,-0.011124,-0.011124,-66.744823,1,1,0,1,39.402698,-67,0,0,0
0.1596,,0.488577,0.488577,0.489086,0.000059,-0.008689,-0.008689,-52.132813,1,1,0,1,28.326595,-52,0,0,0
0.1928,,0.488576,0.488576,0.488802,-0.000016,-0.001319,-0.001319,-7.912295,1,1,0,1,22.507641,-8,0,0,0
0.2328,,0.488573,0.488573,0.488600,-0.000074,0.000772,0.000772,4.633742,1,1,0,1,33.146072,5,0,0,0
0.2664,,0.488566,0.488566,0.488566,-0.000156,0.000000,0.000000,0.000000,1,1,0,1,40.021269,0,0,0,0
0.2940,,0.488552,0.488552,0.488577,-0.000382,-0.000999,-0.000999,-5.991470,1,1,0,1,33.620745,-6,0,0,0
0.3216,,0.488530,0.488530,0.488575,-0.000710,-0.001673,-0.001673,-10.036821,1,1,0,1,27.601523,-10,0,0,0
0.3600,,0.488478,0.488478,0.488554,-0.001633,-0.003236,-0.003236,-19.416241,1,1,0,1,27.600177,-19,0,0,0
0.3876,,0.488426,0.488426,0.488496,-0.001429,-0.002665,-0.002665,-15.990799,1,1,0,1,38.325293,-16,0,0,0
0.4151,,0.488357,0.488357,0.488407,-0.002250,-0.002970,-0.002970,-17.822402,1,1,0,1,27.740937,-18,0,0,0
0.4371,,0.488272,0.488272,0.488325,-0.002935,-0.003913,-0.003913,-23.479770,1,1,0,1,27.364553,-23,0,0,0
0.4590,,0.488213,0.488213,0.488255,-0.002761,-0.003410,-0.003410,-20.459502,1,1,0,1,21.983195,-20,0,0,0
0.4820,,0.488122,0.488122,0.488171,-0.003853,-0.004796,-0.004796,-28.773655,1,1,0,1,21.934560,-29,0,0,0
0.5101,,0.487962,0.487962,0.488067,-0.006334,-0.008767,-0.008767,-52.603801,1,1,0,1,23.062344,-53,0,0,0
0.5328,,0.487838,0.487838,0.487947,-0.004809,-0.006800,-0.006800,-40.800743,1,1,0,1,28.069646,-41,0,0,0
0.5605,,0.487662,0.487662,0.487751,-0.007159,-0.008583,-0.008583,-51.498021,1,1,0,1,22.716082,-51,0,0,0
0.5826,,0.487504,0.487504,0.487565,-0.005996,-0.006880,-0.006880,-41.278429,1,1,0,1,27.683480,-41,0,0,0
0.6115,,0.487330,0.487330,0.487341,-0.007490,-0.007186,-0.007186,-43.114851,1,1,0,1,22.096063,-43,0,0,0
0.6350,,0.487090,0.487090,0.487186,-0.008144,-0.010523,-0.010523,-63.137014,1,1,0,1,28.906886,-63,0,0,0
0.6636,,0.486879,0.486879,0.487021,-0.008816,-0.011798,-0.011798,-70.785502,1,1,0,1,23.488471,-71,0,0,0
0.6924,,0.486591,0.486591,0.486706,-0.009815,-0.011700,-0.011700,-70.197568,1,1,0,1,28.620689,-70,0,0,0
0.7154,,0.486340,0.486340,0.486363,-0.008933,-0.008629,-0.008629,-51.775793,1,1,0,1,28.729315,-52,0,0,0
0.7381,,0.486072,0.486072,0.486089,-0.011112,-0.011367,-0.011367,-68.203442,1,1,0,1,23.016953,-68,0,0,0
0.7616,,0.485785,0.485785,0.485886,-0.012289,-0.014905,-0.014905,-89.427699,1,1,0,1,22.776106,-89,0,0,0
0.7857,,0.485401,0.485401,0.485603,-0.015587,-0.020184,-0.020184,-121.106573,1,1,0,1,23.417612,-121,0,0,0
0.8080,,0.485073,0.485073,0.485258,-0.014023,-0.017196,-0.017196,-103.177361,1,1,0,1,24.105773,-103,0,0,0
0.8351,,0.484725,0.484725,0.484799,-0.015254,-0.015495,-0.015495,-92.969040,1,1,0,1,22.335854,-93,0,0,0
0.8581,,0.484264,0.484264,0.484351,-0.016649,-0.018323,-0.018323,-109.937174,1,1,0,1,27.143428,-110,0,0,0
0.8962,,0.483772,0.483772,0.483984,-0.020486,-0.025491,-0.025491,-152.943037,1,1,0,1,22.919382,-153,0,0,0
0.9195,,0.483357,0.483357,0.483238,-0.012807,-0.008751,-0.008751,-52.507171,1,1,0,1,38.115950,-53,0,0,0
0.9588,,0.482698,0.482698,0.482679,-0.025136,-0.025735,-0.025735,-154.410025,1,1,0,1,23.348941,-154,0,0,0
0.9978,,0.481752,0.481752,0.482057,-0.024318,-0.031623,-0.031623,-189.737374,1,1,0,1,39.249732,-190,0,0,0
1.0259,,0.481121,0.481121,0.481224,-0.017802,-0.018524,-0.018524,-111.146649,1,1,0,1,39.007245,-111,0,0,0
1.0641,,0.480187,0.480187,0.480228,-0.030129,-0.030380,-0.030380,-182.280641,1,1,0,1,28.112196,-182,0,0,0
1.1027,,0.479195,0.479195,0.479614,-0.026817,-0.036533,-0.036533,-219.199468,1,1,0,1,38.167206,-219,0,0,0
1.1364,,0.478146,0.478146,0.478284,-0.027083,-0.027978,-0.027978,-167.867447,1,1,0,1,38.647891,-168,0,0,0
1.1695,,0.477362,0.477362,0.477257,-0.024042,-0.020565,-0.020565,-123.388604,1,1,0,1,33.675853,-123,0,0,0
1.2088,,0.476217,0.476217,0.476084,-0.032434,-0.029852,-0.029852,-179.113338,1,1,0,1,33.157235,-179,0,0,0
1.2360,,0.475193,0.475193,0.475340,-0.027388,-0.031625,-0.031625,-189.752303,1,1,0,1,39.210300,-190,0,0,0
1.2629,,0.474488,0.474488,0.474685,-0.026132,-0.030059,-0.030059,-180.356408,1,1,0,1,27.284477,-180,0,0,0
1.2959,,0.473400,0.473400,0.473677,-0.037639,-0.043277,-0.043277,-259.662209,1,1,0,1,26.856742,-260,0,0,0
1.3236,,0.472275,0.472275,0.472662,-0.034778,-0.042471,-0.042471,-254.827234,1,1,0,1,33.021301,-255,0,0,0
1.3558,,0.471311,0.471311,0.471695,-0.034860,-0.041761,-0.041761,-250.566194,1,1,0,1,27.648741,-251,0,0,0
1.3781,,0.470323,0.470323,0.470380,-0.031496,-0.030289,-0.030289,-181.734903,1,1,0,1,32.236561,-182,0,0,0
1.4059,,0.469516,0.469516,0.469231,-0.035224,-0.026735,-0.026735,-160.412969,1,1,0,1,22.323698,-160,0,0,0
1.4280,,0.468487,0.468487,0.468528,-0.036704,-0.040042,-0.040042,-240.254402,1,1,0,1,27.753470,-240,0,0,0
1.4550,,0.467436,0.467436,0.467943,-0.045229,-0.058953,-0.057784,-346.701727,1,1,0,1,22.176526,-347,0,0,0
1.4774,,0.466581,0.466581,0.466948,-0.034477,-0.039944,-0.039944,-239.666000,1,1,0,1,26.896153,-240,0,0,0
1.4990,,0.465714,0.465714,0.465855,-0.037796,-0.038132,-0.038132,-228.793343,1,1,0,1,22.461783,-229,0,0,0
1.5265,,0.464612,0.464612,0.464672,-0.048316,-0.048557,-0.048557,-291.343910,1,1,0,1,21.620059,-291,0,0,0
1.5606,,0.463493,0.463493,0.463576,-0.042320,-0.044002,-0.044002,-264.011029,1,1,0,1,27.420654,-264,0,0,0
1.5888,,0.462357,0.462357,0.462228,-0.035130,-0.031449,-0.031449,-188.695102,1,1,0,1,34.086177,-189,0,0,0
1.6121,,0.461436,0.461436,0.460953,-0.033066,-0.021602,-0.021602,-129.609111,1,1,0,1,28.275137,-130,0,0,0
1.6447,,0.459803,0.459803,0.460157,-0.062800,-0.077088,-0.040205,-241.230510,1,1,0,1,23.254458,-241,0,0,0
1.6675,,0.459095,0.459095,0.459439,-0.029925,-0.036043,-0.036043,-216.256441,1,1,0,1,32.624639,-216,0,0,0
1.6914,,0.457905,0.457905,0.458720,-0.047665,-0.066881,-0.054319,-325.914471,1,1,0,1,22.845423,-326,0,0,0
1.7302,,0.456461,0.456461,0.457635,-0.057962,-0.082403,-0.073394,-440.364586,1,1,0,1,23.843774,-440,0,0,0
1.7529,,0.455491,0.455491,0.455873,-0.031614,-0.033991,-0.042372,-254.230714,1,1,0,1,38.777890,-254,0,0,0
1.7801,,0.454024,0.454024,0.454072,-0.058024,-0.055637,-0.055637,-333.820693,1,1,0,1,22.692648,-334,0,0,0
1.8136,,0.453040,0.453040,0.452786,-0.040445,-0.033449,-0.033801,-202.805605,1,1,0,1,27.294810,-203,0,0,0
1.8416,,0.451556,0.451556,0.451037,-0.043540,-0.032439,-0.032439,-194.632687,1,1,0,1,33.486975,-195,0,0,0
1.8691,,0.450314,0.450314,0.449937,-0.044273,-0.038604,-0.038604,-231.624171,1,1,0,1,27.948832,-232,0,0,0
1.8987,,0.449067,0.449067,0.449008,-0.045078,-0.046548,-0.046548,-279.290570,1,1,0,1,27.531284,-279,0,0,0
1.9278,,0.447568,0.447568,0.447879,-0.049600,-0.057972,-0.057972,-347.832041,1,1,0,1,29.558359,-348,0,0,0
1.9511,,0.446817,0.446817,0.446491,-0.030524,-0.019852,-0.034656,-207.937981,1,1,0,1,29.144596,-208,0,0,0
1.9807,,0.445316,0.445316,0.444889,-0.057715,-0.049078,-0.049078,-294.469958,1,1,0,1,23.276347,-294,0,0,0
2.0096,,0.444315,0.444315,0.443897,-0.038608,-0.031157,-0.031157,-186.941253,1,1,0,1,29.573637,-187,0,0,0
2.0332,,0.443066,0.443066,0.442486,-0.042283,-0.030607,-0.030607,-183.641783,1,1,0,1,28.907365,-184,0,0,0
2.0630,,0.441820,0.441820,0.441468,-0.050629,-0.046410,-0.046410,-278.459767,1,1,0,1,23.631346,-278,0,0,0
2.0915,,0.440579,0.440579,0.440531,-0.043405,-0.044787,-0.044787,-268.723669,1,1,0,1,29.841140,-269,0,0,0
2.1136,,0.439837,0.439837,0.439529,-0.029573,-0.022033,-0.022051,-132.303047,1,1,0,1,28.420963,-132,0,0,0
2.1469,,0.438114,0.438114,0.438549,-0.068299,-0.083514,-0.039722,-238.333405,1,1,0,1,22.089658,-238,0,0,0
2.1763,,0.436893,0.436893,0.437522,-0.042963,-0.055571,-0.055571,-333.425767,1,1,0,1,33.334118,-333,0,0,0
