t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0104,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.656402,0,0,0,0
0.0405,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,24.498030,0,0,0,0
0.0602,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.276061,0,0,0,0
0.0805,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.145991,0,0,0,0
0.1019,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,20.232824,0,0,0,0
0.1303,,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,21.378647,0,0,0,0
0.1403,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,1,23.125106,0,0,0,0
0.1755,,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,1,1,0,1,25.201832,0,0,0,0
0.1904,,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,1,1,0,1,25.485553,0,0,0,0
0.2302,,0.000001,0.000001,-0.000000,0.000012,0.000000,0.000000,0.000000,1,1,0,1,24.587528,0,0,0,0
0.2505,,0.000001,0.000001,-0.000000,0.000013,0.000000,0.000000,0.000000,1,1,0,1,25.110048,0,0,0,0
0.2754,,0.000002,0.000002,0.000000,0.000025,0.000000,0.000000,0.000000,1,1,0,1,25.070900,0,0,0,0
0.2905,,0.000002,0.000002,-0.000000,0.000024,0.000000,0.000000,0.000000,1,1,0,1,24.567275,0,0,0,0
0.3203,,0.000004,0.000004,0.000000,0.000073,0.000000,0.000000,0.000000,1,1,0,1,20.323665,0,0,0,0
0.3448,,0.000005,0.000005,0.000000,0.000066,0.000000,0.000000,0.000000,1,1,0,1,24.735717,0,0,0,0
0.3704,,0.000009,0.000009,0.000000,0.000136,0.000000,0.000000,0.000000,1,1,0,1,20.279210,0,0,0,0
0.3852,,0.000010,0.000010,0.000000,0.000077,0.000000,0.000000,0.000000,1,1,0,1,20.019271,0,0,0,0
