t_wall_s,event,target_m,commanded_m,measured_m,v_ff,v_des,v_cmd,rpm,follow,armed,panic,poll_ok,dt_wall_ms,last_rpm_cmd,mb_fail_n,freeze_flag,arm_good
0.0405,,0.002000,0.002000,-0.000000,0.000000,0.085871,0.036930,221.582763,1,1,0,1,24.620307,222,0,0,0
0.0807,,0.006000,0.006000,0.000083,0.107612,0.150000,0.081535,489.210948,1,1,0,1,29.736465,489,0,0,0
0.1391,,0.009290,0.009290,0.000901,0.087017,0.150000,0.141815,850.890078,1,1,0,1,40.186570,851,0,0,0
0.3008,,0.012212,0.012212,0.009861,0.057459,0.114635,0.114635,687.810033,1,1,0,1,58.369555,688,0,0,0
0.3245,reject_unarmed,0.015736,0.012212,0.009861,,,,,0,0,1,1,,0,0,0,0
0.3247,PANIC,0.015341,0.012212,0.009861,,,,,0,0,1,1,,0,0,0,0
0.3343,,0.015341,0.015341,0.026255,0.057459,0.000000,0.000000,0.000000,0,0,1,0,161.660818,0,0,0,0
0.3445,,0.015341,0.015341,0.027906,0.057459,0.000000,0.000000,0.000000,0,0,1,1,33.536257,0,0,0,0
0.3644,,0.015341,0.015341,0.029529,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.085836,0,0,0,0
0.3892,,0.015341,0.015341,0.031457,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.072748,0,0,0,0
0.4040,,0.015341,0.015341,0.033489,0.057459,0.000000,0.000000,0.000000,0,0,1,1,24.618404,0,0,0,0
0.4244,,0.015341,0.015341,0.034753,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.124339,0,0,0,0
0.4492,,0.015341,0.015341,0.036092,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.073149,0,0,0,0
0.4640,,0.015341,0.015341,0.036626,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.057012,0,0,0,0
0.4891,,0.015341,0.015341,0.037254,0.057459,0.000000,0.000000,0.000000,0,0,1,1,24.637680,0,0,0,0
0.5094,,0.015341,0.015341,0.037458,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.226341,0,0,0,0
0.5342,,0.015341,0.015341,0.037458,0.057459,0.000000,0.000000,0.000000,0,0,1,1,24.808302,0,0,0,0
0.5539,,0.015341,0.015341,0.037456,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.315547,0,0,0,0
0.5809,,0.015341,0.015341,0.037454,0.057459,0.000000,0.000000,0.000000,0,0,1,1,24.643003,0,0,0,0
0.6044,,0.015341,0.015341,0.037452,0.057459,0.000000,0.000000,0.000000,0,0,1,1,25.065636,0,0,0,0
0.6292,,0.015341,0.015341,0.037452,0.057459,0.000000,0.000000,0.000000,0,0,1,1,24.822400,0,0,0,0
0.6639,,0.015341,0.015341,0.037451,0.057459,0.000000,0.000000,0.000000,0,0,1,1,25.407353,0,0,0,0
0.6742,,0.015341,0.015341,0.037451,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.196274,0,0,0,0
0.6993,,0.015341,0.015341,0.037451,0.057459,0.000000,0.000000,0.000000,0,0,1,1,24.611760,0,0,0,0
0.7289,,0.015341,0.015341,0.037451,0.057459,0.000000,0.000000,0.000000,0,0,1,1,25.257842,0,0,0,0
0.8005,,0.015341,0.015341,0.037451,0.057459,0.000000,0.000000,0.000000,0,0,1,0,63.653697,0,0,0,0
0.9006,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,21.272147,0,0,0,0
0.9602,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,0,96.323813,0,0,0,0
1.0139,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,59.618118,0,0,0,0
1.0638,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,53.689545,0,0,0,0
1.1772,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,49.930250,0,0,0,0
1.2776,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,0,113.392769,0,0,0,0
1.2971,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,0,100.433740,0,0,0,0
1.4478,reject_unarmed,0.053154,0.015341,0.037450,,,,,0,0,1,1,,0,0,0,0
1.4481,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,0,103.600650,0,0,0,0
1.4740,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,0,66.825581,0,0,0,0
1.5149,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,25.959257,0,0,0,0
1.5294,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,40.860125,0,0,0,0
1.8368,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,0,301.297242,0,0,0,0
10.2422,,0.015341,0.015341,0.037450,0.057459,0.000000,0.000000,0.000000,0,0,1,1,20.577871,0,0,0,0
10.2500,reject_unarmed,0.054634,0.015341,0.037450,,,,,0,0,1,1,,0,0,0,0
10.3096,STOP,0.037450,0.037450,0.037450,,,,,0,0,1,1,,0,0,0,0
