scan,mode,moving_samples,source_age_at_proposal_p95_s,source_age_at_proposal_max_s,deadline_15ms_count_lower,deadline_15ms_count_upper,deadline_15ms_fraction_lower,deadline_15ms_fraction_upper,cost_p95_deadline_scenario_count,compute_over_5ms_count_lower,compute_over_5ms_count_upper,compute_over_5ms_fraction_lower,compute_over_5ms_fraction_upper,cost_mean_s,cost_p95_s,cost_max_s
003/RH_Per_L_PtD,confidence_angular_v1,3682,0.005149691450060345,0.007085413002641872,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018026278587121422,0.0018251048990350683,0.0024135709973052144
003/RH_Per_L_PtD,confidence_cop_v1,3682,0.005149691450060345,0.007085413002641872,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018049261832670414,0.0018270031992869916,0.0026637260016286746
003/RH_Per_S_DtP,confidence_angular_v1,4202,0.00516486590313434,0.00784054999530781,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017950600849508365,0.0018402188496111193,0.0025098109981627204
003/RH_Per_S_DtP,confidence_cop_v1,4202,0.00516486590313434,0.00784054999530781,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017956398817091266,0.0018398076001176376,0.0026355199952377006
003/RH_Per_S_PtD,confidence_angular_v1,3920,0.005108725298487116,0.008964654000010341,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017815071417020107,0.0018210674043075414,0.0021756170026492327
003/RH_Per_S_PtD,confidence_cop_v1,3920,0.005108725298487116,0.008964654000010341,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017828743198522864,0.001822207244549645,0.0025716439995449036
007/LH_Per_C_DtP,confidence_angular_v1,3827,0.0052138368992018505,0.009810076997382566,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018490467405822219,0.001871972198568983,0.002483118005329743
007/LH_Per_C_DtP,confidence_cop_v1,3827,0.0052138368992018505,0.009810076997382566,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018494654321960745,0.0018711215991061181,0.0024728610005695373
007/LH_Per_C_PtD,confidence_angular_v1,3308,0.005223279699202972,0.007374161999905482,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001838590932010598,0.001861453249512124,0.001993089994357433
007/LH_Per_C_PtD,confidence_cop_v1,3308,0.005223279699202972,0.007374161999905482,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018406410053264837,0.0018625754506501834,0.002284886999404989
007/LH_Per_L_DtP,confidence_angular_v1,3325,0.00529425780114252,0.009931282998877577,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018348025416612232,0.001857003195618745,0.002368705994740594
007/LH_Per_L_DtP,confidence_cop_v1,3325,0.00529425780114252,0.009931282998877577,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018368228376296847,0.0018590506006148644,0.0025455720024183393
007/LH_Per_L_PtD,confidence_angular_v1,3327,0.005255638700327833,0.0110943550025695,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018384908325554655,0.0018633567000506447,0.002594883000710979
007/LH_Per_L_PtD,confidence_cop_v1,3327,0.005255638700327833,0.0110943550025695,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018408934602134675,0.0018647311975655612,0.0026309050008421764
007/LH_Per_S_DtP,confidence_angular_v1,3418,0.005172742549984832,0.008888844000466634,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001847421842314527,0.0018686261544644367,0.0024109689984470606
007/LH_Per_S_DtP,confidence_cop_v1,3418,0.005172742549984832,0.008888844000466634,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001849932892922259,0.0018719711519224803,0.0026731530015240423
007/LH_Per_S_PtD,confidence_angular_v1,3460,0.005164036349742673,0.008858708002662752,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018390187953901274,0.0018610337996506133,0.001909795006213244
007/LH_Per_S_PtD,confidence_cop_v1,3460,0.005164036349742673,0.008858708002662752,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001842162339174511,0.0018631060935149434,0.002727398998104036
007/RH_Per_C_DtP,confidence_angular_v1,3595,0.0052937406966520936,0.008792669999820646,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018387711964241134,0.0018629596968821715,0.002079338999465108
