scan,mode,moving_controls,accepted_controls,strict_moving_coverage,counterfactual_segment_restarts,tank_min_j,tank_end_j,weak_side_mean_m_s,omega_error_p95_rad_s,pair_residual_p95_m_s,alpha_mean,cost_mean_s,cost_p95_s,deferrals,publication_rejections,old_candidate_final_omega_p95_rad_s
jiaqi/RH_Per_S_DtP,confidence_cop_v1,4335,4335,1.0,0,0.1,0.11282674324100032,-0.0006453546184047659,2.168404344971009e-19,1.3132472611019776e-19,0.9580466219632536,0.0017934562513443498,0.0018309467042854522,0,,
jiaqi/RH_Per_S_PtD,recorded_old,4317,4315,,0,0.1,0.11619803397896956,0.00158113088805062,,,0.8635301717084691,0.00275545371746174,0.0036277449980843804,0,2,0.005678488421661371
jiaqi/RH_Per_S_PtD,confidence_angular_v1,4317,4317,1.0,0,0.1,0.12023166498015887,0.001398157579739654,2.168404344971009e-19,0.0,0.8975602992123006,0.001770603737331532,0.001812380000774283,0,,
jiaqi/RH_Per_S_PtD,confidence_cop_v1,4317,4317,1.0,0,0.1,0.11987261641023082,0.0014225987613359521,2.168404344971009e-19,1.614283497247248e-19,0.8975602992123006,0.0017714801304071221,0.0018137863997253589,0,,
pei/LH_Per_C_DtP,recorded_old,3080,3074,,0,0.1,0.15,0.00025106554626011046,,,0.9620378931363268,0.002951253333507244,0.004049669150481349,0,5,0.014927304471976623
pei/LH_Per_C_DtP,confidence_angular_v1,3080,3080,1.0,0,0.1,0.14999995462758203,2.8513381340278175e-05,2.117582368135751e-22,0.0,0.981605707951285,0.0017930415103518346,0.0018160200012061977,0,,
pei/LH_Per_C_DtP,confidence_cop_v1,3080,3080,1.0,0,0.1,0.14999871881368546,2.0114873655409218e-05,2.117582368135751e-22,9.564927495870708e-20,0.981605707951285,0.0017950092125687803,0.001818525504131685,0,,
pei/LH_Per_L_DtP,recorded_old,3012,3007,,0,0.1,0.15,2.8433001598546586e-05,,,0.9819322100500933,0.0027470721221568334,0.003778031899855705,0,5,0.004927980116351489
pei/LH_Per_L_DtP,confidence_angular_v1,3012,3012,1.0,0,0.1,0.14999999998503608,-1.33964537560278e-06,1.0587911840678754e-22,0.0,0.9999200694944035,0.0017917409425223052,0.0018133057968952927,0,,
pei/LH_Per_L_DtP,confidence_cop_v1,3012,3012,1.0,0,0.1,0.15,-1.4378663867274159e-06,1.0587911840678754e-22,9.67762025607946e-20,0.9999200694944035,0.0017935718399484362,0.0018140070507797646,0,,
pei/RH_Per_C_DtP,recorded_old,4063,4054,,0,0.0997294917025791,0.14339158684148598,0.0007422117465749248,,,0.8657579639793831,0.0031643288424770925,0.004311134300223784,0,8,0.0362884145089502
pei/RH_Per_C_DtP,confidence_angular_v1,4063,4063,1.0,0,0.1,0.14162901078682302,3.0295377137365093e-05,2.117582368135751e-22,0.0,0.9444617487469745,0.0017942370995975446,0.001817665703856619,0,,
pei/RH_Per_C_DtP,confidence_cop_v1,4063,4063,1.0,0,0.1,0.14142006654391126,5.7409184326522414e-05,2.117582368135751e-22,1.424966003517673e-19,0.9444617487469745,0.0017981703618123234,0.0018204187021183317,0,,
pei/RH_Per_C_PtD,recorded_old,3910,3897,,0,0.09984988809380298,0.11083462159032195,0.0013296786871989017,,,0.8105609771263464,0.0033756583263302464,0.0044484763489890606,0,13,0.013915363912445442
pei/RH_Per_C_PtD,confidence_angular_v1,3910,3910,1.0,0,0.1,0.11379043946477435,0.0010516795503525125,4.336808689942018e-19,0.0,0.8677399836164372,0.0018003702386962118,0.0018239858476590599,0,,
pei/RH_Per_C_PtD,confidence_cop_v1,3910,3910,1.0,0,0.1,0.1135778322178129,0.0010747986483740975,4.336808689942018e-19,1.5585406229479126e-19,0.8677399836164372,0.001802185895309225,0.0018251581001095473,0,,
pei/RH_Per_L_DtP,recorded_old,3893,3884,,0,0.09964510145948147,0.10804574553019929,8.924143870940101e-05,,,0.9212541460151102,0.002972633226826232,0.004100312196533196,0,4,0.02026507703638126
pei/RH_Per_L_DtP,confidence_angular_v1,3893,3893,1.0,0,0.1,0.1173430059823179,-0.0002432080021706277,5.421010862427522e-20,0.0,0.9930416259713969,0.0017973308533200678,0.001820105999649968,0,,
pei/RH_Per_L_DtP,confidence_cop_v1,3893,3893,1.0,0,0.1,0.11731936868778094,-0.000235506529464809,5.421010862427522e-20,1.0785393974095422e-19,0.9930416259713969,0.0017999976375608691,0.0018223936000140383,0,,
pei/RH_Per_L_PtD,recorded_old,3692,3680,,0,0.1,0.10514969188690719,0.0010108584903848617,,,0.8649259832581129,0.003276753251120602,0.004384801349806365,0,10,0.00505373235316068
pei/RH_Per_L_PtD,confidence_angular_v1,3692,3692,1.0,0,0.1,0.10613696813187236,0.0008889668990426732,4.336808689942018e-19,0.0,0.9161702945171708,0.0017981898214588638,0.0018350440532231005,0,,
pei/RH_Per_L_PtD,confidence_cop_v1,3692,3692,1.0,0,0.1,0.10606315268096297,0.0009083426662495934,4.336808689942018e-19,1.0786225807598922e-19,0.9161702945171708,0.0017987812356540134,0.0018333461481233825,0,,
pei/RH_Per_S_DtP,recorded_old,4222,4212,,0,0.09997572386516061,0.1373093780269012,0.0006715197260597032,,,0.9017830587249676,0.0031548043425530187,0.004266809849650598,0,12,0.08425926802880153
pei/RH_Per_S_DtP,confidence_angular_v1,4222,4222,1.0,0,0.1,0.13979976505126654,6.462061675639387e-05,2.168404344971009e-19,0.0,0.9634480220670164,0.0017762978234893614,0.001819001853800728,0,,
pei/RH_Per_S_DtP,confidence_cop_v1,4222,4222,1.0,0,0.1,0.139739950361757,7.948514724778625e-05,2.168404344971009e-19,1.608949935208321e-19,0.9634480220670164,0.0017769575156714977,0.0018207461023848736,0,,
pei/RH_Per_S_PtD,recorded_old,3976,3968,,0,0.1,0.11423540539268297,0.0013224019666110618,,,0.8536111289309019,0.003185210451975915,0.004285944496587035,0,8,0.016361428195668597
pei/RH_Per_S_PtD,confidence_angular_v1,3976,3976,1.0,0,0.1,0.12030226159652065,0.001028897858637719,8.673617379884035e-19,0.0,0.916608464304333,0.0017256522983161466,0.0017577137441548984,0,,
pei/RH_Per_S_PtD,confidence_cop_v1,3976,3976,1.0,0,0.1,0.12014131878606962,0.0010570111684757235,8.673617379884035e-19,1.500612922312754e-19,0.916608464304333,0.001727238113180903,0.0017578179995325627,0,,
