t_mono_s,stage,t_ref_s,fz_n,contact,vz_cmd_mm_s,vz_pose_diff_mm_s,surface_gap_mm,slack,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,rail_m,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad
937583.864009195,tracking,8.04,4.001263291789058,1,0.7,-0.4902040034151072,nan,9.410139734919125e-10,0.335396469946045,0.14828283629515326,0.16336409786627282,-3.111955335771925,0.015548837926073533,-3.092025329057468,0.3334288024902344,-1.3842205871461253,-1.5556119143656464,0.973422462942141,1.932061984989361,1.5538142806298427,1.2611400673650777,1.2733922062760963
937583.914540178,tracking,8.09,4.0926929364438145,1,0.0,2.6805002402940117,nan,2.914905365440115e-09,0.3360357335680918,0.1474091396605425,0.1632628161296369,-3.115191087928845,0.017616829674061307,-3.0919952897878904,0.3326763153076172,-1.384028706389585,-1.5544250766258525,0.9769655324563823,1.9357271604395825,1.5580903852341286,1.255956357461293,1.2707044109459338
937583.965126091,tracking,8.14,4.14289749502944,1,-0.1,-1.380529499954477,nan,1.8060211981376154e-09,0.3366054550415609,0.14697625361083305,0.1633540273258918,-3.1181988554174973,0.01932935445739914,-3.0916752804975847,0.33202972412109377,-1.3840111295263906,-1.5524528726805944,0.9802117926671344,1.9385197511586396,1.561999905714365,1.2512091396601723,1.2681212778466115
937584.015810379,tracking,8.19,4.005187550669677,1,-0.5,0.6146201875089423,nan,5.439182095460273e-09,0.3371793759767295,0.14642522579098713,0.1633451778000493,-3.122036282351191,0.020280543052560773,-3.091379129406505,0.33155059814453125,-1.3844649321761402,-1.5502537674104613,0.9830916019118916,1.9404570676936177,1.5654207361345716,1.2478057529451054,1.266026967965373
937584.066571184,tracking,8.24,3.9359407518542797,1,-1.0,0.6822983222484391,nan,1.0628578596248336e-08,0.3378792390005842,0.1457023066932011,0.1633365973611584,-3.1256297277357694,0.020872826724109173,-3.0913519477994598,0.33097610473632816,-1.3859484460613687,-1.547618303195719,0.9861459147870762,1.9426561729637506,1.5694174751405081,1.244559359576299,1.2627980183017067
937584.117018659,tracking,8.29,4.2102891772924655,1,-0.3,-0.16498250387954363,nan,7.482373649412334e-09,0.3385229951517315,0.14479296028624955,0.16336919633302482,-3.1292712578750774,0.021210873566145816,-3.0913901346982002,0.3300665283203125,-1.3873796288311773,-1.5448258456347164,0.9890257240318334,1.9440175809129991,1.5728557492658548,1.2416795503315416,1.2604942508007335
937584.167630803,tracking,8.34,4.058733148878805,1,0.4,1.5126233991448694,nan,3.317203884537185e-10,0.33915926040185784,0.14400392571901105,0.1633124710712811,-3.132833287941295,0.02110427603142706,-3.0920609184025865,0.3294567108154297,-1.3892820579558753,-1.542225268830254,0.9916960756568559,1.9452916371784932,1.575997347245767,1.2394455576511287,1.2585220468554754
937584.218039284,tracking,8.39,4.090562026924303,1,0.4,-0.05466841513794745,nan,8.312750651462644e-09,0.33979833619549005,0.1436220689499943,0.16333024086683512,-3.136639634672905,0.0209312837388409,-3.091598813128037,0.32890342712402343,-1.3910972685548735,-1.539048783440062,0.9946107723118931,1.9460072285633974,1.579662655854043,1.2371766775604358,1.256008688576713
937584.2687404,tracking,8.44,4.109682580796992,1,0.0,1.9547188716286519,nan,1.1172688783662619e-08,0.340350950764009,0.14287531782198812,0.16324229652572375,-3.140522933076591,0.019915181338578725,-3.0914871356471956,0.32816612243652343,-1.3932614864147264,-1.5354533828104004,0.9975080252617903,1.9468274821791418,1.582891472359655,1.2356406994017326,1.2532685621311306
937584.319106662,tracking,8.49,4.169084199397286,1,-0.8,0.4390703593682559,nan,5.421181598015804e-09,0.34092508286617496,0.14228967481195334,0.16322854762678532,3.138597989567056,0.018766870745330122,-3.0916982532486084,0.32767913818359373,-1.3957747115354342,-1.5315961934455842,1.0001085354872254,1.947508186153766,1.5858933875403922,1.2344888822302733,1.250615654211248
