t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0013,move->d,0.0000,0.005000,-0.084243,0.293003,0.164990,0.427243,-0.017921,1.383380,0.279194,-0.000000,-0.083793,0.292570,0.165440,0.427693,-0.017471,1.383331,0.279514,0.539602,-0.376221,0.451364,2.646522,0.959756,2.641411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.49264,0,1,0,1,0.208,-0.228,-0.015,nan,nan,nan,nan,nan,nan,0,0.0001,1.0000,0.03679,0.58875,5.5002,0.00000,0.0000,1.0000,4.370,0.40000,4.0000,0.005000,0.000000,,0,0.000000
0.0062,move->d,0.0001,0.009993,-0.084271,0.293138,0.164990,0.426946,-0.017921,1.383553,0.279156,0.000000,-0.083758,0.292604,0.165440,0.427658,-0.017471,1.383348,0.279480,0.539606,-0.376203,0.451356,2.646574,0.959755,2.641504,-0.00001,-0.00004,0.00002,0.00005,-0.00003,-0.00010,0.020,0.2865,0.00556,0,0,1,0,0.208,-0.228,-0.014,nan,nan,nan,nan,nan,nan,0,0.0167,1.0000,0.03675,0.07484,0.0757,0.00511,0.0000,0.9167,4.970,0.39500,4.0000,0.009993,0.000000,,0,-0.005000
0.0112,move->d,0.0003,0.014978,-0.084748,0.293245,0.164943,0.426717,-0.017471,1.383699,0.278802,0.000000,-0.083758,0.292604,0.165440,0.427658,-0.017471,1.383348,0.279480,0.539606,-0.376203,0.451356,2.646574,0.959755,2.641504,-0.00001,-0.00004,0.00002,0.00005,-0.00003,-0.00010,0.020,0.5725,0.00372,0,0,1,0,0.206,-0.227,-0.013,nan,nan,nan,nan,nan,nan,0,0.0333,1.0000,0.03672,0.16244,0.2566,0.01008,0.0000,0.8335,4.868,0.39001,4.0000,0.014978,0.000000,,0,-0.009993
0.0162,move->d,0.0005,0.019955,-0.085676,0.293329,0.164846,0.426541,-0.016571,1.383827,0.278128,0.000000,-0.083793,0.292622,0.165475,0.427763,-0.017471,1.383331,0.279514,0.539609,-0.376204,0.451304,2.646609,0.959645,2.641519,-0.00002,-0.00003,0.00012,-0.00002,-0.00024,-0.00007,0.063,0.8582,0.00248,0,0,1,0,0.203,-0.226,-0.010,nan,nan,nan,nan,nan,nan,0,0.0500,1.0000,0.03670,0.29916,0.4425,0.01508,0.0000,0.7504,4.764,0.38502,4.0000,0.019955,0.000000,,0,-0.014978
0.0212,move->d,0.0008,0.024926,-0.086154,0.293201,0.164880,0.426816,-0.016121,1.383688,0.277835,0.000000,-0.083793,0.292622,0.165475,0.427658,-0.017471,1.383348,0.279480,0.539609,-0.376206,0.451347,2.646570,0.959735,2.641500,-0.00002,-0.00003,0.00003,0.00003,-0.00006,-0.00010,0.024,1.1434,0.01773,0,0,1,0,0.199,-0.224,-0.007,nan,nan,nan,nan,nan,nan,0,0.0667,1.0000,0.03668,0.15857,0.0608,0.02017,0.0000,0.6674,4.904,0.38004,4.0000,0.024926,0.000000,,0,-0.019956
0.0262,move->d,0.0013,0.029888,-0.086181,0.293187,0.164907,0.426848,-0.016121,1.383670,0.277829,0.000000,-0.083811,0.292570,0.165440,0.427658,-0.017471,1.383348,0.279514,0.539600,-0.376231,0.451374,2.646506,0.959770,2.641378,0.00000,0.00002,-0.00002,-0.00000,0.00003,0.00004,0.015,1.4281,0.00059,0,0,1,0,0.194,-0.223,-0.003,nan,nan,nan,nan,nan,nan,0,0.0833,1.0000,0.03670,0.01109,0.0041,0.02516,0.0000,0.5846,4.961,0.37507,4.0000,0.029888,0.000001,,0,-0.024926
0.0312,move->d,0.0018,0.034843,-0.086170,0.293187,0.164880,0.426848,-0.016104,1.383670,0.277826,0.000001,-0.083811,0.292570,0.165440,0.427658,-0.017471,1.383348,0.279514,0.539600,-0.376230,0.451374,2.646506,0.959770,2.641378,0.00000,0.00002,-0.00002,-0.00000,0.00003,0.00004,0.014,1.7124,0.00000,0,0,1,0,0.187,-0.221,0.001,nan,nan,nan,nan,nan,nan,0,0.1000,1.0000,0.03670,0.00678,0.0034,0.03009,0.0000,0.5019,4.955,0.37011,4.0000,0.034843,0.000001,,0,-0.029888
0.0362,move->d,0.0023,0.039791,-0.086176,0.293187,0.164896,0.426848,-0.016114,1.383669,0.277828,0.000001,-0.083811,0.292604,0.165440,0.427658,-0.017436,1.383383,0.279514,0.539600,-0.376218,0.451345,2.646528,0.959697,2.641424,0.00000,-0.00001,0.00004,-0.00005,-0.00011,-0.00002,0.019,1.9963,0.00000,0,0,1,0,0.179,-0.220,0.005,nan,nan,nan,nan,nan,nan,0,0.1167,1.0000,0.03670,0.00395,0.0020,0.03501,0.0000,0.4193,4.948,0.36516,4.0000,0.039791,0.000001,,0,-0.034844
0.0412,move->d,0.0030,0.044731,-0.086171,0.293186,0.164882,0.426848,-0.016106,1.383669,0.277826,0.000001,-0.083811,0.292604,0.165492,0.427710,-0.017436,1.383383,0.279514,0.539596,-0.376193,0.451321,2.646553,0.959647,2.641498,0.00001,-0.00006,0.00009,-0.00007,-0.00021,-0.00012,0.051,2.2798,0.00000,0,0,1,0,0.171,-0.218,0.010,nan,nan,nan,nan,nan,nan,0,0.1333,1.0000,0.03670,0.00348,0.0018,0.03994,0.0000,0.3368,4.940,0.36021,4.0000,0.044731,0.000001,,0,-0.039791
0.0462,move->d,0.0038,0.049664,-0.086173,0.293186,0.164887,0.426848,-0.016109,1.383669,0.277827,0.000001,-0.083811,0.292639,0.165440,0.427693,-0.017418,1.383313,0.279514,0.539619,-0.376211,0.451333,2.646503,0.959690,2.641416,-0.00003,-0.00002,0.00006,-0.00008,-0.00011,-0.00004,0.037,2.5629,0.00000,0,0,1,0,0.164,-0.216,0.014,nan,nan,nan,nan,nan,nan,0,0.1500,1.0000,0.03670,0.00136,0.0007,0.04486,0.0000,0.2545,4.933,0.35527,4.0000,0.049664,0.000148,,0,-0.044731
0.0512,move->d,0.0046,0.054589,-0.086176,0.293185,0.164878,0.426848,-0.016098,1.383669,0.277820,0.000148,-0.083811,0.292639,0.165440,0.427693,-0.017418,1.383313,0.279514,0.539619,-0.376064,0.451333,2.646503,0.959690,2.641416,-0.00003,-0.00031,0.00006,-0.00008,-0.00011,-0.00004,0.161,2.8370,0.00000,0,0,1,0,0.158,-0.214,0.019,nan,nan,nan,nan,nan,nan,0,0.1667,1.0000,0.03670,0.00322,0.0014,0.04978,0.0000,0.1723,4.924,0.35034,4.0000,0.054589,0.000148,,0,-0.049664
0.0562,move->d,0.0055,0.059507,-0.086182,0.293185,0.164875,0.426848,-0.016090,1.383670,0.277816,0.000148,-0.083793,0.292604,0.165492,0.427693,-0.017488,1.383348,0.279514,0.539604,-0.376056,0.451340,2.646557,0.959709,2.641476,-0.00001,-0.00033,0.00005,-0.00001,-0.00010,-0.00008,0.167,3.1192,0.00000,0,0,1,0,0.152,-0.211,0.024,nan,nan,nan,nan,nan,nan,0,0.1833,1.0000,0.03670,0.00226,0.0010,0.05470,0.0000,0.0902,4.916,0.34541,4.0000,0.059507,0.000148,,0,-0.054589
0.0612,move->d,0.0065,0.064417,-0.086186,0.293184,0.164869,0.426847,-0.016080,1.383670,0.277810,0.000148,-0.083793,0.292604,0.165440,0.427710,-0.017471,1.383331,0.279480,0.539608,-0.376073,0.451337,2.646607,0.959726,2.641499,-0.00001,-0.00030,0.00005,0.00006,-0.00010,-0.00004,0.150,3.4010,0.00000,0,0,1,0,0.149,-0.209,0.028,nan,nan,nan,nan,nan,nan,0,0.2000,1.0000,0.03670,0.00272,0.0013,0.05961,0.0000,0.0082,4.909,0.34049,4.0000,0.064417,0.000148,,0,-0.059507
0.0662,move->d,0.0076,0.069319,-0.086192,0.293184,0.164865,0.426847,-0.016072,1.383670,0.277805,0.000148,-0.083758,0.292604,0.165440,0.427710,-0.017471,1.383348,0.279514,0.539604,-0.376054,0.451331,2.646580,0.959694,2.641494,-0.00001,-0.00033,0.00007,-0.00000,-0.00014,-0.00007,0.170,3.6823,0.00000,0,0,1,0,0.147,-0.208,0.031,nan,nan,nan,nan,nan,nan,0,0.2167,1.0000,0.03670,0.00252,0.0011,0.06451,0.0000,0.0000,4.901,0.33558,4.0000,0.069319,0.000579,,0,-0.064417
0.0712,move->d,0.0088,0.074215,-0.086214,0.293184,0.164851,0.426846,-0.016039,1.383671,0.277785,0.000579,-0.083758,0.292604,0.165440,0.427710,-0.017471,1.383348,0.279514,0.539604,-0.375623,0.451331,2.646580,0.959694,2.641494,-0.00001,-0.00119,0.00007,-0.00000,-0.00014,-0.00007,0.598,3.9386,0.00000,0,0,1,0,0.145,-0.207,0.033,nan,nan,nan,nan,nan,nan,0,0.2333,1.0000,0.03670,0.00917,0.0041,0.06941,0.0000,0.0000,4.889,0.33068,4.0000,0.074215,0.000579,,0,-0.069319
0.0762,move->d,0.0100,0.079102,-0.086236,0.293184,0.164839,0.426845,-0.016008,1.383672,0.277765,0.000579,-0.083758,0.292604,0.165475,0.427693,-0.017436,1.383348,0.279480,0.539603,-0.375595,0.451340,2.646556,0.959710,2.641551,-0.00000,-0.00125,0.00005,-0.00001,-0.00010,-0.00023,0.627,4.2190,0.00000,0,0,1,0,0.142,-0.207,0.035,nan,nan,nan,nan,nan,nan,0,0.2500,1.0000,0.03670,0.00903,0.0040,0.07430,0.0000,0.0000,4.881,0.32579,4.0000,0.079102,0.000579,,0,-0.074215
0.0812,move->d,0.0113,0.083982,-0.086258,0.293184,0.164826,0.426844,-0.015976,1.383673,0.277745,0.000579,-0.083758,0.292622,0.165475,0.427658,-0.017471,1.383348,0.279480,0.539609,-0.375609,0.451347,2.646570,0.959735,2.641535,-0.00001,-0.00122,0.00003,0.00003,-0.00006,-0.00017,0.612,4.4991,0.00000,0,0,1,0,0.140,-0.208,0.036,nan,nan,nan,nan,nan,nan,0,0.2667,1.0000,0.03670,0.00909,0.0040,0.07918,0.0000,0.0000,4.874,0.32090,4.0000,0.083982,0.000579,,0,-0.079102
0.0862,move->d,0.0128,0.088855,-0.086280,0.293184,0.164813,0.426843,-0.015945,1.383675,0.277725,0.000579,-0.083811,0.292604,0.165475,0.427693,-0.017436,1.383348,0.279532,0.539604,-0.375623,0.451340,2.646491,0.959685,2.641418,-0.00001,-0.00120,0.00005,-0.00010,-0.00011,-0.00007,0.598,4.7787,0.00000,0,0,1,0,0.141,-0.209,0.038,nan,nan,nan,nan,nan,nan,0,0.2833,1.0000,0.03670,0.00900,0.0040,0.08406,0.0000,0.0000,4.867,0.31602,4.0000,0.088855,0.001283,,0,-0.083982
0.0912,move->d,0.0143,0.093720,-0.086330,0.293185,0.164788,0.426841,-0.015878,1.383677,0.277681,0.001283,-0.083863,0.292604,0.165475,0.427658,-0.017366,1.383383,0.279514,0.539598,-0.374922,0.451346,2.646442,0.959671,2.641388,0.00001,-0.00260,0.00004,-0.00016,-0.00011,-0.00009,1.299,5.0175,0.00000,0,0,1,0,0.142,-0.210,0.039,nan,nan,nan,nan,nan,nan,0,0.3000,1.0000,0.03670,0.01954,0.0086,0.08893,0.0000,0.0000,4.852,0.31114,4.0000,0.093720,0.001283,,0,-0.088855
0.0962,move->d,0.0158,0.098578,-0.086379,0.293186,0.164763,0.426839,-0.015811,1.383680,0.277637,0.001283,-0.083863,0.292604,0.165475,0.427658,-0.017366,1.383383,0.279514,0.539598,-0.374922,0.451346,2.646442,0.959671,2.641388,0.00001,-0.00260,0.00004,-0.00016,-0.00011,-0.00009,1.299,5.2963,0.00000,0,0,1,0,0.139,-0.211,0.041,nan,nan,nan,nan,nan,nan,0,0.3167,1.0000,0.03670,0.01952,0.0086,0.09379,0.0000,0.0000,4.845,0.30628,4.0000,0.098578,0.001283,,0,-0.093720
0.1012,move->d,0.0175,0.103428,-0.086428,0.293186,0.164738,0.426837,-0.015744,1.383683,0.277593,0.001283,-0.083863,0.292639,0.165440,0.427693,-0.017314,1.383331,0.279480,0.539614,-0.374918,0.451328,2.646459,0.959657,2.641425,-0.00003,-0.00261,0.00007,-0.00016,-0.00014,-0.00013,1.304,5.5746,0.00000,0,0,1,0,0.135,-0.211,0.044,nan,nan,nan,nan,nan,nan,0,0.3333,1.0000,0.03670,0.01944,0.0085,0.09865,0.0000,0.0000,4.837,0.30142,4.0000,0.103428,0.001283,,0,-0.098577
0.1062,move->d,0.0193,0.108271,-0.086477,0.293187,0.164714,0.426834,-0.015677,1.383686,0.277549,0.001283,-0.083933,0.292604,0.165440,0.427693,-0.017314,1.383331,0.279514,0.539609,-0.374955,0.451347,2.646391,0.959673,2.641281,-0.00001,-0.00253,0.00003,-0.00021,-0.00007,0.00004,1.266,5.8525,0.00000,0,0,1,0,0.131,-0.212,0.046,nan,nan,nan,nan,nan,nan,0,0.3500,1.0000,0.03670,0.01936,0.0085,0.10008,0.0000,0.0000,4.830,0.29657,4.0000,0.108271,0.001283,,0,-0.100000
0.1112,move->d,0.0211,0.113106,-0.086565,0.293188,0.164672,0.426830,-0.015559,1.383691,0.277472,0.002261,-0.083933,0.292604,0.165440,0.427693,-0.017314,1.383331,0.279514,0.539609,-0.373977,0.451347,2.646391,0.959673,2.641281,-0.00001,-0.00449,0.00003,-0.00021,-0.00007,0.00004,2.244,6.0739,0.00000,0,0,1,0,0.126,-0.216,0.047,nan,nan,nan,nan,nan,nan,0,0.3667,1.0000,0.03670,0.03426,0.0150,0.10008,0.0000,0.0000,4.813,0.29173,4.0000,0.113106,0.002261,,0,-0.100000
0.1162,move->d,0.0230,0.117934,-0.086652,0.293189,0.164630,0.426826,-0.015442,1.383696,0.277395,0.002261,-0.084003,0.292622,0.165475,0.427710,-0.017314,1.383331,0.279514,0.539612,-0.373999,0.451330,2.646404,0.959638,2.641256,-0.00002,-0.00444,0.00007,-0.00023,-0.00014,0.00011,2.222,6.3509,0.00000,0,0,1,0,0.121,-0.223,0.048,nan,nan,nan,nan,nan,nan,0,0.3833,1.0000,0.03669,0.03411,0.0149,0.10009,0.0000,0.0000,4.805,0.28689,4.0000,0.117934,0.002261,,0,-0.100000
0.1212,move->d,0.0250,0.122754,-0.086739,0.293191,0.164588,0.426821,-0.015325,1.383702,0.277317,0.002261,-0.084003,0.292622,0.165475,0.427710,-0.017314,1.383331,0.279514,0.539612,-0.373999,0.451330,2.646404,0.959638,2.641256,-0.00002,-0.00444,0.00007,-0.00023,-0.00014,0.00011,2.222,6.6275,0.00000,0,0,1,0,0.119,-0.229,0.049,nan,nan,nan,nan,nan,nan,0,0.4000,1.0000,0.03669,0.03412,0.0150,0.10009,0.0000,0.0000,4.798,0.28207,4.0000,0.122754,0.002261,,0,-0.100000
0.1262,move->d,0.0271,0.127566,-0.086826,0.293192,0.164547,0.426817,-0.015207,1.383707,0.277240,0.002261,-0.084003,0.292622,0.165475,0.427710,-0.017314,1.383331,0.279514,0.539612,-0.373999,0.451330,2.646404,0.959638,2.641256,-0.00002,-0.00444,0.00007,-0.00023,-0.00014,0.00011,2.222,6.9037,0.00000,0,0,1,0,0.120,-0.233,0.049,nan,nan,nan,nan,nan,nan,0,0.4167,1.0000,0.03669,0.03411,0.0149,0.10010,0.0000,0.0000,4.790,0.27725,4.0000,0.127566,0.003503,,0,-0.100000
