t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0010,move->d,0.0000,0.152602,0.150255,-0.391949,-0.098908,1.508540,-0.074491,0.549395,0.173067,0.152602,0.150255,-0.391949,-0.098908,1.508540,-0.074491,0.549395,0.173067,0.312899,-0.328422,0.536008,-1.714447,-0.097013,-3.118198,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,0,-0.852,6.022,1.091,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.12223,0.00000,0.0000,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0064,move->d,0.0001,0.152602,0.150256,-0.391948,-0.098908,1.508540,-0.074490,0.549395,0.173067,0.152601,0.150186,-0.392001,-0.098925,1.508540,-0.074508,0.549395,0.173049,0.312877,-0.328456,0.536025,-1.714427,-0.096962,-3.118292,0.00004,0.00007,-0.00003,0.00004,0.00010,0.00018,0.044,0.0040,0.00000,0,0,0,0,-0.852,6.022,1.091,nan,nan,nan,nan,nan,nan,0,0.0183,1.0000,0.12223,0.00018,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0120,move->d,0.0003,0.152602,0.150256,-0.391947,-0.098907,1.508540,-0.074490,0.549395,0.173067,0.152601,0.150273,-0.392018,-0.098925,1.508558,-0.074508,0.549395,0.173049,0.312880,-0.328429,0.536023,-1.714429,-0.096962,-3.118204,0.00004,0.00001,-0.00003,0.00003,0.00010,0.00001,0.026,0.0040,0.00000,0,0,0,0,-0.850,6.023,1.092,nan,nan,nan,nan,nan,nan,0,0.0370,1.0000,0.12223,0.00017,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0171,move->d,0.0005,0.152602,0.150256,-0.391947,-0.098907,1.508540,-0.074491,0.549395,0.173068,0.152601,0.150255,-0.391966,-0.098960,1.508558,-0.074491,0.549377,0.173049,0.312893,-0.328444,0.536009,-1.714452,-0.096998,-3.118243,0.00001,0.00004,-0.00000,-0.00001,0.00003,0.00009,0.022,0.0030,0.00000,0,0,0,0,-0.846,6.028,1.095,nan,nan,nan,nan,nan,nan,0,0.0539,1.0000,0.12223,0.00014,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0221,move->d,0.0009,0.152602,0.150257,-0.391947,-0.098906,1.508540,-0.074490,0.549395,0.173068,0.152601,0.150186,-0.392001,-0.098978,1.508540,-0.074508,0.549377,0.173067,0.312874,-0.328477,0.536025,-1.714465,-0.096947,-3.118338,0.00005,0.00011,-0.00003,-0.00004,0.00013,0.00028,0.062,0.0040,0.00000,0,0,0,0,-0.841,6.035,1.100,nan,nan,nan,nan,nan,nan,0,0.0704,1.0000,0.12223,0.00023,0.0001,0.00000,0.0000,0.0000,0.001,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0271,move->d,0.0013,0.152602,0.150257,-0.391946,-0.098906,1.508540,-0.074490,0.549395,0.173068,0.152601,0.150203,-0.392001,-0.098960,1.508540,-0.074491,0.549377,0.173049,0.312877,-0.328462,0.536026,-1.714457,-0.096946,-3.118296,0.00004,0.00008,-0.00004,-0.00002,0.00013,0.00020,0.049,0.0031,0.00000,0,0,0,0,-0.836,6.042,1.106,nan,nan,nan,nan,nan,nan,0,0.0873,1.0000,0.12223,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0322,move->d,0.0019,0.152602,0.150258,-0.391946,-0.098905,1.508540,-0.074490,0.549395,0.173068,0.152601,0.150203,-0.392001,-0.098960,1.508540,-0.074491,0.549377,0.173049,0.312877,-0.328462,0.536026,-1.714457,-0.096946,-3.118296,0.00004,0.00008,-0.00004,-0.00002,0.00013,0.00020,0.049,0.0031,0.00000,0,0,0,0,-0.831,6.049,1.112,nan,nan,nan,nan,nan,nan,0,0.1043,1.0000,0.12223,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152601,0.000000,1,0.000000
0.0385,move->d,0.0025,0.152602,0.150258,-0.391945,-0.098905,1.508540,-0.074490,0.549396,0.173068,0.152601,0.150220,-0.391966,-0.098960,1.508593,-0.074508,0.549377,0.173067,0.312891,-0.328456,0.535995,-1.714452,-0.097033,-3.118286,0.00002,0.00007,0.00003,-0.00001,-0.00004,0.00018,0.037,0.0031,0.00000,0,0,0,0,-0.826,6.055,1.118,nan,nan,nan,nan,nan,nan,0,0.1250,1.0000,0.12223,0.00018,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152613,0.000000,1,0.000000
0.0435,move->d,0.0032,0.152602,0.150258,-0.391945,-0.098905,1.508539,-0.074489,0.549396,0.173067,0.152613,0.150255,-0.392001,-0.098925,1.508558,-0.074508,0.549377,0.173067,0.312884,-0.328422,0.536021,-1.714444,-0.096962,-3.118221,0.00003,-0.00000,-0.00003,0.00000,0.00010,0.00005,0.020,0.0032,0.00000,0,0,0,0,-0.822,6.061,1.124,nan,nan,nan,nan,nan,nan,0,0.1418,1.0000,0.12223,0.00029,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152613,0.000000,1,0.000000
0.0483,move->d,0.0040,0.152602,0.150259,-0.391944,-0.098906,1.508539,-0.074488,0.549396,0.173066,0.152613,0.150255,-0.392001,-0.098925,1.508558,-0.074508,0.549377,0.173067,0.312884,-0.328422,0.536021,-1.714444,-0.096962,-3.118221,0.00003,-0.00000,-0.00003,0.00000,0.00010,0.00005,0.020,0.0032,0.00000,0,0,0,0,-0.820,6.063,1.128,nan,nan,nan,nan,nan,nan,0,0.1578,1.0000,0.12223,0.00029,0.0001,0.00000,0.0000,0.0000,0.000,0.24740,4.0000,0.152602,0.152613,0.000000,1,0.000000
