t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,force_reference_fast_clear,force_fast_z,retract_guard_armed,retract_fast_hold,retract_fast_stop_count,retract_fast_rearm_count,force_task_latched,physical_contact_state,physical_contact_acquire_event,physical_contact_loss_event,physical_contact_reacquire_event,physical_contact_low_timer_s,physical_contact_high_timer_s,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0009,move->d,none,0.0000,0.000000,-0.149959,0.282726,0.115209,1.437017,-0.284524,0.205303,2.169183,-0.000003,-0.149994,0.282674,0.115227,1.437069,-0.284541,0.205338,2.169183,0.538590,-0.435990,0.346291,2.807372,0.314139,2.814659,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0030,0.00000,0,0,0,1,0.325,0.478,0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005000,0.000526,0.325,0.478,0.518,0.000000,0,0.0002,1.0000,0.11608,0.00000,0.0000,0.00009,0.0000,1.0000,0.003,0.40401,4.0000,0.000000,-0.000003,0.000000,1,0.000000
0.0062,move->d,none,0.0001,0.000000,-0.149959,0.282726,0.115209,1.437017,-0.284524,0.205304,2.169182,-0.000003,-0.149994,0.282691,0.115209,1.437052,-0.284506,0.205286,2.169183,0.538600,-0.435993,0.346302,2.807323,0.314178,2.814635,-0.00002,0.00001,-0.00002,-0.00006,0.00010,0.00002,-0.00002,0.00001,-0.00002,-0.00006,0.00010,0.00002,0.00197,-0.00069,0.00237,0.00657,-0.01062,-0.00197,0.015,0.0020,0.00000,0,0,0,0,0.325,0.479,0.517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005236,0.000995,0.301,0.561,0.483,-0.001522,0,0.0176,1.0000,0.11608,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0113,move->d,none,0.0003,0.000000,-0.149959,0.282726,0.115209,1.437018,-0.284524,0.205304,2.169182,-0.000003,-0.149959,0.282674,0.115192,1.436999,-0.284471,0.205338,2.169183,0.538600,-0.435985,0.346322,2.807292,0.314188,2.814623,-0.00002,-0.00001,-0.00006,-0.00011,0.00014,0.00002,-0.00002,-0.00001,-0.00006,-0.00011,0.00014,0.00002,0.00009,0.00169,0.00399,0.00492,-0.00381,-0.00031,0.034,0.0030,0.00000,0,0,0,0,0.325,0.481,0.517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005187,0.001133,0.362,0.549,0.514,-0.003184,0,0.0349,1.0000,0.11608,0.00017,0.0001,0.00000,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0168,move->d,none,0.0005,0.000000,-0.149959,0.282726,0.115209,1.437018,-0.284524,0.205304,2.169182,-0.000003,-0.149994,0.282656,0.115192,1.437017,-0.284506,0.205286,2.169183,0.538600,-0.436002,0.346337,2.807311,0.314246,2.814613,-0.00002,0.00002,-0.00009,-0.00004,0.00024,0.00005,-0.00002,0.00002,-0.00009,-0.00004,0.00024,0.00005,0.00004,-0.00291,0.00249,-0.00613,-0.00835,-0.00276,0.049,0.0040,0.00000,0,0,0,0,0.326,0.485,0.515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005488,0.000698,0.399,0.535,0.471,-0.002855,0,0.0532,1.0000,0.11608,0.00016,0.0001,0.00000,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0217,move->d,none,0.0009,0.000000,-0.149958,0.282726,0.115209,1.437018,-0.284524,0.205305,2.169182,-0.000003,-0.150011,0.282674,0.115227,1.437052,-0.284506,0.205286,2.169183,0.538598,-0.435994,0.346312,2.807315,0.314194,2.814631,-0.00002,0.00001,-0.00004,-0.00007,0.00014,0.00002,-0.00002,0.00001,-0.00004,-0.00007,0.00014,0.00002,-0.00051,0.00159,-0.00499,0.00268,0.00999,0.00339,0.023,0.0030,0.00000,0,0,0,0,0.327,0.489,0.514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.004909,0.000533,0.259,0.417,0.480,0.004631,0,0.0696,1.0000,0.11608,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0269,move->d,none,0.0013,0.000000,-0.149958,0.282725,0.115210,1.437019,-0.284525,0.205305,2.169182,-0.000003,-0.150011,0.282726,0.115209,1.437052,-0.284524,0.205286,2.169183,0.538603,-0.436004,0.346283,2.807347,0.314148,2.814627,-0.00003,0.00003,0.00001,-0.00004,0.00003,0.00005,-0.00003,0.00003,0.00001,-0.00004,0.00003,0.00005,0.00104,-0.00223,-0.00595,-0.00300,0.01119,-0.00300,0.020,0.0030,0.00000,0,0,0,0,0.328,0.491,0.511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005149,0.000961,0.309,0.518,0.464,0.005260,0,0.0867,1.0000,0.11608,0.00016,0.0001,0.00001,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0323,move->d,none,0.0018,0.000000,-0.149958,0.282725,0.115210,1.437019,-0.284525,0.205306,2.169182,-0.000003,-0.149994,0.282691,0.115209,1.437052,-0.284506,0.205286,2.169183,0.538600,-0.435993,0.346302,2.807323,0.314178,2.814635,-0.00002,0.00001,-0.00002,-0.00006,0.00010,0.00002,-0.00002,0.00001,-0.00002,-0.00006,0.00010,0.00002,-0.00058,0.00217,0.00362,0.00234,-0.00682,0.00290,0.015,0.0020,0.00000,0,0,0,0,0.328,0.494,0.508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005368,0.001170,0.426,0.667,0.478,-0.003001,0,0.1046,1.0000,0.11608,0.00013,0.0001,0.00001,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0374,move->d,none,0.0024,0.000000,-0.149958,0.282725,0.115210,1.437019,-0.284525,0.205307,2.169182,-0.000003,-0.150011,0.282726,0.115209,1.437052,-0.284506,0.205251,2.169183,0.538607,-0.436001,0.346292,2.807318,0.314175,2.814624,-0.00003,0.00002,-0.00000,-0.00007,0.00010,0.00004,-0.00003,0.00002,-0.00000,-0.00007,0.00010,0.00004,0.00126,-0.00142,-0.00183,0.00098,0.00012,-0.00163,0.020,0.0031,0.00000,0,0,0,0,0.330,0.500,0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005164,0.000884,0.388,0.586,0.456,0.001820,0,0.1218,1.0000,0.11608,0.00022,0.0001,0.00001,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0430,move->d,none,0.0031,0.000000,-0.149958,0.282724,0.115210,1.437019,-0.284525,0.205307,2.169182,-0.000003,-0.149994,0.282691,0.115227,1.437052,-0.284506,0.205286,2.169165,0.538600,-0.435985,0.346302,2.807335,0.314181,2.814661,-0.00002,-0.00001,-0.00002,-0.00004,0.00010,-0.00003,-0.00002,-0.00001,-0.00002,-0.00004,0.00010,-0.00003,-0.00114,0.00286,0.00181,-0.00304,0.00001,0.00565,0.016,0.0020,0.00000,0,0,0,0,0.333,0.507,0.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005615,0.001055,0.227,0.413,0.492,-0.001440,0,0.1405,1.0000,0.11608,0.00013,0.0001,0.00001,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0485,move->d,none,0.0039,0.000000,-0.149958,0.282725,0.115210,1.437019,-0.284526,0.205307,2.169182,-0.000003,-0.149994,0.282656,0.115227,1.437052,-0.284471,0.205303,2.169183,0.538595,-0.435983,0.346316,2.807282,0.314185,2.814629,-0.00001,-0.00001,-0.00005,-0.00013,0.00014,0.00000,-0.00001,-0.00001,-0.00005,-0.00013,0.00014,0.00000,-0.00095,0.00037,0.00245,0.00792,-0.00351,-0.00266,0.027,0.0039,0.00000,0,0,0,0,0.333,0.511,0.496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005420,0.000557,0.294,0.511,0.459,-0.002485,0,0.1586,1.0000,0.11608,0.00016,0.0001,0.00001,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.0534,move->d,none,0.0048,0.000000,-0.149958,0.282724,0.115210,1.437020,-0.284526,0.205308,2.169182,-0.000003,-0.149959,0.282691,0.115209,1.436999,-0.284524,0.205286,2.169165,0.538608,-0.435977,0.346327,2.807342,0.314237,2.814682,-0.00004,-0.00003,-0.00007,0.00001,0.00020,-0.00006,-0.00004,-0.00003,-0.00007,0.00001,0.00020,-0.00006,0.00274,0.00120,0.00210,-0.01422,-0.00624,0.00700,0.042,0.0019,0.00000,0,0,0,0,0.332,0.514,0.493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.004919,0.000565,0.432,0.666,0.532,-0.000577,0,0.1750,1.0000,0.11608,0.00019,0.0001,0.00001,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0588,move->d,none,0.0058,0.000000,-0.149958,0.282724,0.115210,1.437020,-0.284526,0.205308,2.169182,-0.000003,-0.149994,0.282691,0.115209,1.437069,-0.284506,0.205303,2.169200,0.538595,-0.435994,0.346290,2.807317,0.314141,2.814623,-0.00001,0.00001,0.00000,-0.00010,0.00004,0.00004,-0.00001,0.00001,0.00000,-0.00010,0.00004,0.00004,-0.00244,-0.00320,-0.00708,0.01007,0.01586,-0.00981,0.007,0.0028,0.00000,0,0,0,0,0.334,0.520,0.491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005477,0.000801,0.383,0.525,0.467,0.004733,0,0.1933,1.0000,0.11608,0.00012,0.0000,0.00002,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0641,move->d,none,0.0068,0.000000,-0.149958,0.282724,0.115210,1.437020,-0.284527,0.205309,2.169181,-0.000003,-0.149994,0.282691,0.115209,1.437069,-0.284506,0.205303,2.169200,0.538595,-0.435994,0.346290,2.807317,0.314141,2.814623,-0.00001,0.00001,0.00000,-0.00010,0.00004,0.00004,-0.00001,0.00001,0.00000,-0.00010,0.00004,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.007,0.0028,0.00000,0,0,0,0,0.337,0.525,0.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005225,0.001098,0.383,0.525,0.467,0.000000,0,0.2107,1.0000,0.11608,0.00012,0.0000,0.00002,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0691,move->d,none,0.0080,0.000000,-0.149958,0.282724,0.115210,1.437021,-0.284527,0.205309,2.169181,-0.000003,-0.149994,0.282691,0.115209,1.436999,-0.284524,0.205338,2.169200,0.538601,-0.435999,0.346314,2.807325,0.314181,2.814617,-0.00002,0.00002,-0.00005,-0.00006,0.00011,0.00005,-0.00002,0.00002,-0.00005,-0.00006,0.00011,0.00005,0.00115,-0.00098,0.00475,-0.00397,-0.00697,-0.00164,0.027,0.0020,0.00000,0,0,0,0,0.340,0.529,0.487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005021,0.001057,0.298,0.503,0.485,-0.004041,0,0.2274,1.0000,0.11608,0.00016,0.0001,0.00002,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0743,move->d,none,0.0092,0.000000,-0.149958,0.282724,0.115210,1.437021,-0.284527,0.205309,2.169181,-0.000003,-0.149941,0.282674,0.115209,1.437052,-0.284506,0.205286,2.169183,0.538600,-0.435965,0.346311,2.807320,0.314195,2.814686,-0.00002,-0.00005,-0.00004,-0.00006,0.00014,-0.00009,-0.00002,-0.00005,-0.00004,-0.00006,0.00014,-0.00009,-0.00029,0.00668,-0.00042,0.00010,-0.00294,0.01385,0.034,0.0029,0.00000,0,0,0,0,0.342,0.531,0.485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005182,0.001169,0.298,0.503,0.485,0.001716,0,0.2447,1.0000,0.11608,0.00013,0.0001,0.00002,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0799,move->d,none,0.0105,0.000000,-0.149958,0.282724,0.115210,1.437021,-0.284527,0.205310,2.169181,-0.000003,-0.149994,0.282621,0.115227,1.437052,-0.284471,0.205286,2.169200,0.538593,-0.435981,0.346340,2.807253,0.314232,2.814619,-0.00001,-0.00002,-0.00010,-0.00015,0.00025,0.00001,-0.00001,-0.00002,-0.00010,-0.00015,0.00025,0.00001,-0.00519,-0.01243,0.02163,0.03681,-0.04238,-0.03585,0.050,0.0059,0.00000,0,0,0,0,0.343,0.533,0.483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005608,0.005486,0.451,0.601,0.439,-0.024113,0,0.2634,1.0000,0.11608,0.00020,0.0001,0.00002,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0855,move->d,none,0.0119,0.000000,-0.149958,0.282725,0.115210,1.437022,-0.284528,0.205310,2.169181,-0.000003,-0.149994,0.282656,0.115209,1.436999,-0.284471,0.205303,2.169183,0.538601,-0.435993,0.346341,2.807272,0.314236,2.814608,-0.00002,0.00001,-0.00010,-0.00012,0.00024,0.00004,-0.00002,0.00001,-0.00010,-0.00012,0.00024,0.00004,0.00087,-0.00118,0.00011,-0.00186,0.00014,-0.00174,0.051,0.0039,0.00000,0,0,0,0,0.346,0.535,0.481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005572,0.001354,0.422,0.538,0.447,-0.000021,0,0.2820,1.0000,0.11608,0.00021,0.0001,0.00002,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0905,move->d,none,0.0134,0.000000,-0.149958,0.282725,0.115210,1.437022,-0.284528,0.205310,2.169180,-0.000003,-0.149941,0.282674,0.115192,1.436999,-0.284506,0.205286,2.169183,0.538606,-0.435974,0.346336,2.807309,0.314246,2.814664,-0.00003,-0.00003,-0.00009,-0.00004,0.00024,-0.00005,-0.00003,-0.00003,-0.00009,-0.00004,0.00024,-0.00005,0.00088,0.00315,-0.00085,-0.00638,0.00039,0.00783,0.050,0.0029,0.00000,0,0,0,0,0.349,0.537,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005044,0.000645,0.297,0.470,0.502,0.001783,0,0.2988,1.0000,0.11608,0.00021,0.0001,0.00002,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.0963,move->d,none,0.0150,0.000000,-0.149958,0.282724,0.115210,1.437023,-0.284528,0.205311,2.169180,-0.000003,-0.149941,0.282691,0.115192,1.437017,-0.284506,0.205286,2.169200,0.538606,-0.435974,0.346318,2.807301,0.314208,2.814656,-0.00003,-0.00003,-0.00006,-0.00008,0.00017,-0.00004,-0.00003,-0.00003,-0.00006,-0.00008,0.00017,-0.00004,-0.00011,0.00006,-0.00344,0.00386,0.00654,-0.00105,0.036,0.0019,0.00000,0,0,0,0,0.352,0.536,0.477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005781,0.001353,0.297,0.470,0.502,0.003064,0,0.3180,1.0000,0.11608,0.00019,0.0001,0.00003,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1019,move->d,none,0.0167,0.000000,-0.149958,0.282724,0.115210,1.437024,-0.284528,0.205311,2.169180,-0.000003,-0.150011,0.282674,0.115209,1.436964,-0.284524,0.205286,2.169183,0.538609,-0.436005,0.346353,2.807311,0.314284,2.814613,-0.00004,0.00003,-0.00012,-0.00002,0.00031,0.00005,-0.00004,0.00003,-0.00012,-0.00002,0.00031,0.00005,0.00055,-0.00508,0.00554,-0.00542,-0.01105,-0.00749,0.067,0.0033,0.00000,0,0,0,0,0.352,0.534,0.476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005584,0.000747,0.341,0.457,0.475,-0.005869,0,0.3367,1.0000,0.11608,0.00024,0.0001,0.00003,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1070,move->d,none,0.0185,0.000000,-0.149958,0.282725,0.115210,1.437024,-0.284528,0.205312,2.169179,-0.000003,-0.149941,0.282656,0.115209,1.437052,-0.284506,0.205303,2.169200,0.538596,-0.435965,0.346317,2.807305,0.314192,2.814671,-0.00001,-0.00005,-0.00005,-0.00009,0.00014,-0.00007,-0.00001,-0.00005,-0.00005,-0.00009,0.00014,-0.00007,-0.00268,0.00807,-0.00725,0.00693,0.01708,0.01207,0.036,0.0039,0.00000,0,0,0,0,0.351,0.529,0.476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005169,0.000963,0.228,0.397,0.505,0.007238,0,0.3539,1.0000,0.11608,0.00013,0.0001,0.00003,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1125,move->d,none,0.0203,0.000000,-0.149958,0.282725,0.115210,1.437025,-0.284527,0.205312,2.169179,-0.000003,-0.149959,0.282674,0.115157,1.436999,-0.284506,0.205303,2.169183,0.538603,-0.436002,0.346331,2.807325,0.314232,2.814614,-0.00003,0.00002,-0.00008,-0.00003,0.00020,0.00006,-0.00003,0.00002,-0.00008,-0.00003,0.00020,0.00006,0.00119,-0.00636,0.00251,-0.00526,-0.00546,-0.01106,0.044,0.0030,0.00000,0,0,0,0,0.348,0.523,0.477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005439,0.000652,0.355,0.519,0.484,-0.003176,0,0.3720,1.0000,0.11608,0.00021,0.0001,0.00003,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1177,move->d,none,0.0223,0.000000,-0.149958,0.282725,0.115210,1.437025,-0.284528,0.205312,2.169179,-0.000003,-0.149994,0.282674,0.115227,1.437052,-0.284506,0.205303,2.169200,0.538596,-0.435985,0.346307,2.807304,0.314174,2.814635,-0.00001,-0.00001,-0.00003,-0.00010,0.00011,0.00001,-0.00001,-0.00001,-0.00003,-0.00010,0.00011,0.00001,-0.00132,0.00344,-0.00488,0.00781,0.00993,0.00579,0.018,0.0029,0.00000,0,0,0,0,0.345,0.518,0.477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005254,0.001083,0.418,0.610,0.466,0.004630,0,0.3895,1.0000,0.11608,0.00014,0.0001,0.00003,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1233,move->d,none,0.0243,0.000000,-0.149958,0.282725,0.115210,1.437025,-0.284529,0.205313,2.169179,-0.000003,-0.149994,0.282674,0.115227,1.437052,-0.284506,0.205303,2.169200,0.538596,-0.435985,0.346307,2.807304,0.314174,2.814635,-0.00001,-0.00001,-0.00003,-0.00010,0.00011,0.00001,-0.00001,-0.00001,-0.00003,-0.00010,0.00011,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.018,0.0029,0.00000,0,0,0,0,0.344,0.515,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005583,0.001535,0.334,0.515,0.466,0.000000,0,0.4081,1.0000,0.11608,0.00014,0.0001,0.00003,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1285,move->d,none,0.0264,0.000000,-0.149958,0.282724,0.115210,1.437026,-0.284528,0.205313,2.169178,-0.000003,-0.149959,0.282691,0.115192,1.436964,-0.284506,0.205303,2.169200,0.538611,-0.435986,0.346338,2.807291,0.314242,2.814630,-0.00004,-0.00001,-0.00010,-0.00008,0.00024,0.00001,-0.00004,-0.00001,-0.00010,-0.00008,0.00024,0.00001,0.00234,-0.00005,0.00512,-0.00172,-0.01129,-0.00023,0.052,0.0035,0.00000,0,0,0,0,0.344,0.514,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005182,0.000648,0.280,0.539,0.505,-0.003718,0,0.4254,1.0000,0.11608,0.00025,0.0001,0.00003,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1334,move->d,none,0.0286,0.000000,-0.149958,0.282724,0.115210,1.437027,-0.284528,0.205314,2.169177,-0.000003,-0.149959,0.282691,0.115192,1.436964,-0.284506,0.205303,2.169200,0.538611,-0.435986,0.346338,2.807291,0.314242,2.814630,-0.00004,-0.00001,-0.00010,-0.00008,0.00025,0.00001,-0.00004,-0.00001,-0.00010,-0.00008,0.00025,0.00001,0.00234,-0.00005,0.00512,-0.00172,-0.01129,-0.00023,0.052,0.0035,0.00000,0,0,0,0,0.341,0.514,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.004913,0.005504,0.280,0.539,0.505,-0.003718,0,0.4418,1.0000,0.11608,0.00025,0.0001,0.00003,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,-0.000001,1,-0.000001
0.1390,move->d,none,0.0309,0.000000,-0.149958,0.282724,0.115210,1.437028,-0.284528,0.205314,2.169177,-0.000003,-0.149959,0.282691,0.115192,1.436964,-0.284506,0.205303,2.169200,0.538611,-0.435986,0.346338,2.807291,0.314242,2.814630,-0.00004,-0.00001,-0.00010,-0.00008,0.00025,0.00001,-0.00004,-0.00001,-0.00010,-0.00008,0.00025,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.052,0.0036,0.00000,0,0,0,0,0.339,0.515,0.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005590,0.000688,0.366,0.570,0.487,0.000000,0,0.4604,1.0000,0.11608,0.00025,0.0001,0.00004,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.1445,move->d,none,0.0333,0.000000,-0.149958,0.282724,0.115210,1.437029,-0.284528,0.205314,2.169177,-0.000003,-0.149994,0.282674,0.115227,1.437052,-0.284524,0.205286,2.169183,0.538598,-0.435986,0.346312,2.807332,0.314199,2.814657,-0.00002,-0.00001,-0.00004,-0.00003,0.00014,-0.00002,-0.00002,-0.00001,-0.00004,-0.00003,0.00014,-0.00002,-0.00238,-0.00001,-0.00513,-0.00447,0.01035,0.00275,0.023,0.0029,0.00000,0,0,0,0,0.337,0.518,0.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005527,0.001045,0.433,0.636,0.411,0.003702,0,0.4788,1.0000,0.11608,0.00015,0.0001,0.00004,0.0000,1.0000,0.000,0.40400,4.0000,0.000000,-0.000003,-0.000000,1,-0.000000
0.1497,move->d,none,0.0358,0.000000,-0.149958,0.282724,0.115210,1.437029,-0.284529,0.205315,2.169177,-0.000003,-0.150011,0.282621,0.115227,1.436999,-0.284471,0.205286,2.169165,0.538599,-0.435992,0.346364,2.807272,0.314290,2.814617,-0.00002,0.00001,-0.00015,-0.00009,0.00035,0.00002,-0.00002,0.00001,-0.00015,-0.00009,0.00035,0.00002,0.00021,-0.00112,0.00933,0.00455,-0.01868,-0.00373,0.074,0.0059,0.00000,0,0,0,0,0.337,0.521,0.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,,0,0,0,nan,nan,nan,0,0.005138,0.000600,0.289,0.448,0.466,-0.008543,0,0.4960,1.0000,0.11608,0.00025,0.0001,0.00004,0.0000,1.0000,0.001,0.40400,4.0000,0.000000,-0.000003,0.000000,1,0.000000
