t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0012,move->d,0.0000,0.000001,0.085207,-0.244905,-0.024958,1.627851,-0.359136,0.421654,1.839874,0.000001,0.085207,-0.244905,-0.024958,1.627851,-0.359136,0.421654,1.839874,0.342700,-0.416772,0.404299,-3.056154,-0.208472,3.056310,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,0,-1.645,0.853,6.982,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.12497,0.00000,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0070,move->d,0.0001,0.000001,0.085207,-0.244904,-0.024958,1.627851,-0.359136,0.421654,1.839873,0.000001,0.085172,-0.244957,-0.024923,1.627886,-0.359136,0.421619,1.839909,0.342692,-0.416767,0.404309,-3.056186,-0.208421,3.056320,0.00001,-0.00001,-0.00002,-0.00006,0.00011,-0.00001,0.014,0.0030,0.00000,0,0,0,0,-1.644,0.854,6.982,nan,nan,nan,nan,nan,nan,0,0.0196,1.0000,0.12497,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0126,move->d,0.0003,0.000001,0.085207,-0.244904,-0.024958,1.627850,-0.359136,0.421655,1.839873,0.000001,0.085172,-0.244957,-0.024923,1.627886,-0.359136,0.421619,1.839909,0.342692,-0.416767,0.404309,-3.056186,-0.208421,3.056320,0.00001,-0.00001,-0.00002,-0.00006,0.00011,-0.00001,0.014,0.0030,0.00000,0,0,0,0,-1.641,0.857,6.983,nan,nan,nan,nan,nan,nan,0,0.0381,1.0000,0.12497,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0180,move->d,0.0006,0.000001,0.085207,-0.244903,-0.024959,1.627850,-0.359136,0.421655,1.839872,0.000001,0.085172,-0.244957,-0.024923,1.627886,-0.359136,0.421619,1.839909,0.342692,-0.416767,0.404309,-3.056186,-0.208421,3.056320,0.00001,-0.00001,-0.00002,-0.00006,0.00011,-0.00001,0.014,0.0031,0.00000,0,0,0,0,-1.635,0.863,6.986,nan,nan,nan,nan,nan,nan,0,0.0563,1.0000,0.12497,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0243,move->d,0.0010,0.000001,0.085207,-0.244903,-0.024959,1.627850,-0.359135,0.421655,1.839872,0.000001,0.085207,-0.244905,-0.024941,1.627886,-0.359154,0.421619,1.839874,0.342701,-0.416766,0.404292,-3.056129,-0.208471,3.056330,-0.00000,-0.00001,0.00001,0.00005,-0.00000,-0.00005,0.009,0.0021,0.00000,0,0,0,0,-1.629,0.869,6.990,nan,nan,nan,nan,nan,nan,0,0.0774,1.0000,0.12497,0.00011,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0297,move->d,0.0014,0.000001,0.085207,-0.244903,-0.024959,1.627850,-0.359135,0.421656,1.839872,0.000001,0.085207,-0.244922,-0.024923,1.627851,-0.359136,0.421619,1.839909,0.342702,-0.416754,0.404311,-3.056186,-0.208421,3.056355,-0.00000,-0.00004,-0.00003,-0.00005,0.00011,-0.00008,0.022,0.0021,0.00000,0,0,0,0,-1.622,0.874,6.993,nan,nan,nan,nan,nan,nan,0,0.0951,1.0000,0.12497,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0348,move->d,0.0020,0.000001,0.085207,-0.244903,-0.024959,1.627849,-0.359135,0.421656,1.839871,0.000001,0.085207,-0.244905,-0.024993,1.627886,-0.359119,0.421619,1.839909,0.342701,-0.416777,0.404290,-3.056212,-0.208478,3.056296,-0.00000,0.00001,0.00002,-0.00011,-0.00000,0.00005,0.010,0.0021,0.00000,0,0,0,0,-1.615,0.880,6.995,nan,nan,nan,nan,nan,nan,0,0.1123,1.0000,0.12497,0.00014,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0401,move->d,0.0026,0.000001,0.085207,-0.244903,-0.024959,1.627849,-0.359135,0.421656,1.839871,0.000001,0.085172,-0.244905,-0.024941,1.627904,-0.359154,0.421654,1.839874,0.342695,-0.416780,0.404279,-3.056124,-0.208521,3.056283,0.00001,0.00002,0.00004,0.00005,-0.00010,0.00004,0.022,0.0031,0.00000,0,0,0,0,-1.607,0.887,6.998,nan,nan,nan,nan,nan,nan,0,0.1298,1.0000,0.12497,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0455,move->d,0.0034,0.000001,0.085207,-0.244903,-0.024959,1.627848,-0.359135,0.421656,1.839871,0.000001,0.085207,-0.244922,-0.024941,1.627904,-0.359119,0.421619,1.839909,0.342697,-0.416758,0.404290,-3.056199,-0.208476,3.056344,0.00001,-0.00003,0.00002,-0.00009,0.00000,-0.00005,0.017,0.0031,0.00000,0,0,0,0,-1.599,0.895,7.002,nan,nan,nan,nan,nan,nan,0,0.1478,1.0000,0.12497,0.00016,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0508,move->d,0.0042,0.000001,0.085207,-0.244903,-0.024959,1.627848,-0.359135,0.421656,1.839871,0.000001,0.085224,-0.244905,-0.024941,1.627904,-0.359136,0.421672,1.839874,0.342693,-0.416761,0.404275,-3.056140,-0.208539,3.056336,0.00001,-0.00002,0.00005,0.00001,-0.00014,-0.00006,0.027,0.0032,0.00000,0,0,0,0,-1.592,0.899,7.005,nan,nan,nan,nan,nan,nan,0,0.1654,1.0000,0.12497,0.00012,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000001,0.000001,0.000000,1,0.000000
