t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0013,move->d,none,0.0000,0.000000,-0.487732,0.376241,0.194849,0.944974,0.054140,0.962584,1.358337,-0.000000,-0.487732,0.376241,0.194849,0.944974,0.054140,0.962584,1.358337,0.390798,-0.534949,0.328190,-3.090802,-0.698704,2.953719,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,1,0.039,1.282,0.305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.003791,0.039,1.282,0.305,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.0003,1.0000,0.08493,0.00000,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0070,move->d,none,0.0001,0.000000,-0.487732,0.376240,0.194849,0.944974,0.054140,0.962584,1.358337,-0.000000,-0.487732,0.376345,0.194849,0.944956,0.054105,0.962584,1.358372,0.390806,-0.534959,0.328152,-3.090831,-0.698792,2.953705,-0.00002,0.00002,0.00008,-0.00008,-0.00016,0.00007,-0.00002,0.00002,0.00008,-0.00008,-0.00016,0.00007,0.00099,-0.00119,-0.00438,0.00442,0.00948,-0.00377,0.040,0.0060,0.00000,0,0,0,0,0.040,1.283,0.305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005747,0.000966,0.153,1.413,0.408,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002630,nan,nan,nan,0,0,0,,0,0,0,0.0194,1.0000,0.08493,0.00023,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0120,move->d,none,0.0003,0.000000,-0.487733,0.376239,0.194849,0.944974,0.054140,0.962584,1.358337,-0.000000,-0.487732,0.376328,0.194883,0.944921,0.054140,0.962619,1.358355,0.390809,-0.534941,0.328168,-3.090865,-0.698766,2.953782,-0.00002,-0.00002,0.00004,-0.00012,-0.00010,-0.00004,-0.00002,-0.00002,0.00004,-0.00012,-0.00010,-0.00004,0.00059,0.00387,0.00320,0.00445,-0.00614,0.01121,0.026,0.0051,0.00000,0,0,0,0,0.044,1.288,0.309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004973,0.001100,0.213,1.527,0.527,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002550,nan,nan,nan,0,0,0,,0,0,0,0.0360,1.0000,0.08493,0.00022,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0173,move->d,none,0.0005,0.000000,-0.487732,0.376238,0.194849,0.944975,0.054140,0.962584,1.358337,-0.000000,-0.487750,0.376293,0.194849,0.944921,0.054140,0.962584,1.358337,0.390807,-0.534962,0.328185,-3.090814,-0.698702,2.953705,-0.00002,0.00002,0.00001,-0.00002,0.00001,0.00004,-0.00002,0.00002,0.00001,-0.00002,0.00001,0.00004,-0.00047,-0.00397,0.00333,-0.00962,-0.01051,-0.00814,0.016,0.0031,0.00000,0,0,0,0,0.050,1.297,0.317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005319,0.001134,0.080,1.352,0.377,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002521,nan,nan,nan,0,0,0,,0,0,0,0.0538,1.0000,0.08493,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0225,move->d,none,0.0009,0.000000,-0.487733,0.376237,0.194849,0.944975,0.054141,0.962584,1.358337,-0.000000,-0.487697,0.376328,0.194849,0.944956,0.054088,0.962567,1.358355,0.390812,-0.534951,0.328161,-3.090782,-0.698760,2.953713,-0.00003,0.00000,0.00006,0.00001,-0.00012,-0.00001,-0.00003,0.00000,0.00006,0.00001,-0.00012,-0.00001,0.00090,0.00188,-0.00443,-0.00240,0.01126,0.00520,0.032,0.0051,0.00000,0,0,0,0,0.057,1.306,0.326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005232,0.000944,0.086,1.275,0.326,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002941,nan,nan,nan,0,0,0,,0,0,0,0.0712,1.0000,0.08493,0.00023,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0277,move->d,none,0.0013,0.000000,-0.487733,0.376237,0.194849,0.944975,0.054141,0.962584,1.358337,-0.000000,-0.487732,0.376276,0.194849,0.944956,0.054140,0.962567,1.358355,0.390806,-0.534952,0.328183,-3.090828,-0.698703,2.953721,-0.00002,0.00000,0.00001,-0.00004,0.00001,0.00003,-0.00002,0.00000,0.00001,-0.00004,0.00001,0.00003,-0.00094,-0.00004,0.00404,0.00431,-0.01147,-0.00398,0.011,0.0022,0.00000,0,0,0,0,0.064,1.314,0.334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005206,0.000704,0.098,1.412,0.477,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002489,nan,nan,nan,0,0,0,,0,0,0,0.0885,1.0000,0.08493,0.00010,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0327,move->d,none,0.0019,0.000000,-0.487733,0.376237,0.194849,0.944976,0.054140,0.962584,1.358337,-0.000000,-0.487732,0.376241,0.194883,0.944921,0.054140,0.962584,1.358337,0.390809,-0.534941,0.328208,-3.090810,-0.698649,2.953753,-0.00002,-0.00002,-0.00004,0.00001,0.00011,-0.00006,-0.00002,-0.00002,-0.00004,0.00001,0.00011,-0.00006,0.00047,0.00211,0.00480,-0.00468,-0.01008,0.00857,0.022,0.0031,0.00000,0,0,0,0,0.070,1.322,0.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004970,0.000612,0.152,1.412,0.483,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003822,nan,nan,nan,0,0,0,,0,0,0,0.1051,1.0000,0.08493,0.00012,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0374,move->d,none,0.0025,0.000000,-0.487733,0.376237,0.194849,0.944976,0.054140,0.962584,1.358337,-0.000000,-0.487750,0.376223,0.194849,0.944956,0.054140,0.962567,1.358355,0.390800,-0.534956,0.328205,-3.090807,-0.698653,2.953690,-0.00000,0.00001,-0.00003,0.00001,0.00010,0.00006,-0.00000,0.00001,-0.00003,0.00001,0.00010,0.00006,-0.00183,-0.00320,-0.00060,-0.00018,0.00098,-0.01267,0.017,0.0011,0.00000,0,0,0,0,0.077,1.330,0.354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004718,0.000529,0.099,1.334,0.384,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001407,nan,nan,nan,0,0,0,,0,0,0,0.1208,1.0000,0.08493,0.00009,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0426,move->d,none,0.0032,0.000000,-0.487733,0.376237,0.194848,0.944976,0.054140,0.962584,1.358337,-0.000000,-0.487697,0.376276,0.194901,0.944921,0.054140,0.962567,1.358355,0.390822,-0.534923,0.328196,-3.090846,-0.698663,2.953814,-0.00005,-0.00005,-0.00001,-0.00005,0.00009,-0.00013,-0.00005,-0.00005,-0.00001,-0.00005,0.00009,-0.00013,0.00454,0.00702,-0.00189,0.00651,0.00085,0.02066,0.036,0.0031,0.00000,0,0,0,0,0.082,1.338,0.365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005222,0.000981,0.042,1.355,0.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000975,nan,nan,nan,0,0,0,,0,0,0,0.1382,1.0000,0.08493,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0475,move->d,none,0.0039,0.000000,-0.487733,0.376236,0.194849,0.944977,0.054140,0.962585,1.358336,-0.000000,-0.487732,0.376293,0.194849,0.944921,0.054105,0.962567,1.358372,0.390810,-0.534961,0.328187,-3.090803,-0.698690,2.953682,-0.00003,0.00002,0.00001,0.00000,0.00003,0.00007,-0.00003,0.00002,0.00001,0.00000,0.00003,0.00007,-0.00216,-0.00725,-0.00168,-0.00528,0.00623,-0.01975,0.017,0.0032,0.00000,0,0,0,0,0.087,1.345,0.374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004813,0.000550,0.138,1.463,0.467,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002162,nan,nan,nan,0,0,0,,0,0,0,0.1543,1.0000,0.08493,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0523,move->d,none,0.0048,0.000000,-0.487734,0.376236,0.194849,0.944977,0.054141,0.962585,1.358336,-0.000000,-0.487732,0.376293,0.194849,0.944921,0.054105,0.962567,1.358372,0.390810,-0.534961,0.328187,-3.090803,-0.698690,2.953682,-0.00003,0.00002,0.00001,0.00000,0.00003,0.00007,-0.00003,0.00002,0.00001,0.00000,0.00003,0.00007,-0.00216,-0.00725,-0.00168,-0.00528,0.00623,-0.01975,0.017,0.0032,0.00000,0,0,0,0,0.091,1.353,0.384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004789,0.005279,0.138,1.463,0.467,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002162,nan,nan,nan,0,0,0,,0,0,0,0.1703,1.0000,0.08493,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0573,move->d,none,0.0057,0.000000,-0.487734,0.376235,0.194849,0.944978,0.054141,0.962585,1.358336,-0.000000,-0.487750,0.376293,0.194901,0.944956,0.054105,0.962567,1.358337,0.390809,-0.534951,0.328177,-3.090797,-0.698719,2.953735,-0.00002,0.00000,0.00003,0.00000,-0.00003,-0.00004,-0.00002,0.00000,0.00003,0.00000,-0.00003,-0.00004,-0.00018,0.00106,-0.00102,0.00013,0.00301,0.00581,0.017,0.0033,0.00000,0,0,0,0,0.096,1.362,0.394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005072,0.000745,0.175,1.471,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000968,nan,nan,nan,0,0,0,,0,0,0,0.1872,1.0000,0.08493,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0628,move->d,none,0.0068,0.000000,-0.487734,0.376235,0.194849,0.944978,0.054141,0.962585,1.358336,-0.000000,-0.487750,0.376293,0.194831,0.944921,0.054140,0.962584,1.358372,0.390805,-0.534965,0.328185,-3.090841,-0.698704,2.953684,-0.00001,0.00003,0.00001,-0.00006,0.00001,0.00012,-0.00001,0.00003,0.00001,-0.00006,0.00001,0.00012,-0.00061,-0.00254,0.00139,0.00539,-0.00365,-0.01413,0.018,0.0033,0.00000,0,0,0,0,0.101,1.372,0.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005501,0.000657,0.054,1.292,0.426,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000854,nan,nan,nan,0,0,0,,0,0,0,0.2055,1.0000,0.08493,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0679,move->d,none,0.0079,0.000000,-0.487733,0.376234,0.194849,0.944978,0.054141,0.962585,1.358336,-0.000000,-0.487750,0.376293,0.194883,0.944956,0.054105,0.962567,1.358337,0.390807,-0.534956,0.328177,-3.090789,-0.698721,2.953714,-0.00002,0.00001,0.00003,0.00001,-0.00004,-0.00001,-0.00002,0.00001,0.00003,0.00001,-0.00004,-0.00001,0.00031,0.00176,-0.00171,-0.00748,0.00489,0.01311,0.018,0.0033,0.00000,0,0,0,0,0.104,1.378,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005037,0.000908,0.067,1.355,0.418,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001236,nan,nan,nan,0,0,0,,0,0,0,0.2223,1.0000,0.08493,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0729,move->d,none,0.0091,0.000000,-0.487733,0.376234,0.194849,0.944979,0.054141,0.962585,1.358336,-0.000000,-0.487750,0.376293,0.194883,0.944956,0.054105,0.962567,1.358337,0.390807,-0.534956,0.328177,-3.090789,-0.698721,2.953714,-0.00002,0.00001,0.00003,0.00001,-0.00004,-0.00001,-0.00002,0.00001,0.00003,0.00001,-0.00004,-0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.018,0.0034,0.00000,0,0,0,0,0.106,1.382,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005028,0.000708,0.067,1.355,0.418,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.2390,1.0000,0.08493,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0781,move->d,none,0.0103,0.000000,-0.487733,0.376233,0.194849,0.944979,0.054141,0.962585,1.358336,-0.000000,-0.487732,0.376276,0.194814,0.944956,0.054140,0.962567,1.358372,0.390803,-0.534962,0.328182,-3.090829,-0.698707,2.953678,-0.00001,0.00003,0.00002,-0.00004,0.00000,0.00012,-0.00001,0.00003,0.00002,-0.00004,0.00000,0.00012,-0.00079,-0.00114,0.00118,0.00561,-0.00392,-0.01251,0.016,0.0024,0.00000,0,0,0,0,0.106,1.385,0.422,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005164,0.000995,0.166,1.420,0.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000480,nan,nan,nan,0,0,0,,0,0,0,0.2563,1.0000,0.08493,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0830,move->d,none,0.0117,0.000000,-0.487734,0.376233,0.194849,0.944979,0.054141,0.962585,1.358335,-0.000000,-0.487697,0.376293,0.194883,0.944956,0.054105,0.962584,1.358355,0.390811,-0.534933,0.328175,-3.090809,-0.698738,2.953770,-0.00003,-0.00003,0.00003,-0.00002,-0.00006,-0.00009,-0.00003,-0.00003,0.00003,-0.00002,-0.00006,-0.00009,0.00155,0.00567,-0.00156,-0.00184,0.00658,0.02066,0.026,0.0034,0.00000,0,0,0,0,0.108,1.387,0.427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004956,0.000900,0.166,1.420,0.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000599,nan,nan,nan,0,0,0,,0,0,0,0.2728,1.0000,0.08493,0.00021,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0880,move->d,none,0.0132,0.000000,-0.487734,0.376233,0.194849,0.944979,0.054141,0.962586,1.358335,-0.000000,-0.487697,0.376276,0.194831,0.944974,0.054140,0.962567,1.358355,0.390807,-0.534943,0.328177,-3.090822,-0.698722,2.953737,-0.00002,-0.00001,0.00003,-0.00004,-0.00003,-0.00001,-0.00002,-0.00001,0.00003,-0.00004,-0.00003,-0.00001,-0.00075,-0.00187,0.00055,0.00142,-0.00341,-0.00813,0.017,0.0024,0.00000,0,0,0,0,0.110,1.390,0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005018,0.000889,0.046,1.418,0.404,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000065,nan,nan,nan,0,0,0,,0,0,0,0.2895,1.0000,0.08493,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0929,move->d,none,0.0147,0.000000,-0.487734,0.376233,0.194849,0.944979,0.054142,0.962586,1.358335,-0.000000,-0.487732,0.376223,0.194849,0.944956,0.054088,0.962584,1.358355,0.390795,-0.534960,0.328202,-3.090744,-0.698677,2.953656,0.00000,0.00002,-0.00002,0.00010,0.00004,0.00005,0.00000,0.00002,-0.00002,0.00010,0.00004,0.00005,-0.00238,-0.00352,0.00517,-0.01402,-0.00693,-0.00647,0.016,0.0031,0.00000,0,0,0,0,0.110,1.394,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004877,0.000978,0.046,1.419,0.404,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002674,nan,nan,nan,0,0,0,,0,0,0,0.3058,1.0000,0.08493,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0978,move->d,none,0.0163,0.000000,-0.487734,0.376232,0.194849,0.944979,0.054142,0.962586,1.358335,-0.000000,-0.487697,0.376276,0.194849,0.944974,0.054140,0.962584,1.358355,0.390805,-0.534936,0.328176,-3.090833,-0.698738,2.953762,-0.00002,-0.00003,0.00003,-0.00006,-0.00006,-0.00005,-0.00002,-0.00003,0.00003,-0.00006,-0.00006,-0.00005,0.00188,0.00451,-0.00496,0.01464,0.00880,0.00929,0.021,0.0025,0.00000,0,0,0,0,0.110,1.398,0.435,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004850,0.000517,0.209,1.504,0.517,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002906,nan,nan,nan,0,0,0,,0,0,0,0.3219,1.0000,0.08493,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1027,move->d,none,0.0180,0.000000,-0.487734,0.376232,0.194849,0.944979,0.054143,0.962586,1.358335,-0.000000,-0.487732,0.376223,0.194831,0.944974,0.054088,0.962584,1.358355,0.390791,-0.534964,0.328196,-3.090739,-0.698696,2.953638,0.00001,0.00003,-0.00001,0.00010,-0.00000,0.00008,0.00001,0.00003,-0.00001,0.00010,-0.00000,0.00008,-0.00312,-0.00623,0.00444,-0.01704,-0.00590,-0.01402,0.018,0.0031,0.00000,0,0,0,0,0.111,1.403,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004918,0.000841,0.159,1.476,0.472,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001831,nan,nan,nan,0,0,0,,0,0,0,0.3383,1.0000,0.08493,0.00020,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1076,move->d,none,0.0198,0.000000,-0.487734,0.376233,0.194849,0.944980,0.054142,0.962586,1.358335,-0.000000,-0.487750,0.376241,0.194883,0.944921,0.054140,0.962549,1.358337,0.390813,-0.534950,0.328212,-3.090805,-0.698614,2.953728,-0.00003,0.00000,-0.00004,0.00003,0.00018,-0.00001,-0.00003,0.00000,-0.00004,0.00003,0.00018,-0.00001,0.00419,0.00265,0.00298,0.00655,-0.01722,0.00910,0.027,0.0033,0.00000,0,0,0,0,0.113,1.408,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004913,0.000517,0.064,1.304,0.426,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004779,nan,nan,nan,0,0,0,,0,0,0,0.3547,1.0000,0.08493,0.00020,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1129,move->d,none,0.0216,0.000000,-0.487735,0.376233,0.194850,0.944980,0.054142,0.962586,1.358335,-0.000000,-0.487750,0.376241,0.194883,0.944921,0.054140,0.962549,1.358337,0.390813,-0.534950,0.328212,-3.090805,-0.698614,2.953728,-0.00003,0.00000,-0.00004,0.00003,0.00018,-0.00001,-0.00003,0.00000,-0.00004,0.00003,0.00018,-0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.027,0.0033,0.00000,0,0,0,0,0.114,1.411,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005278,0.001021,0.056,1.396,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.3723,1.0000,0.08493,0.00020,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1178,move->d,none,0.0236,0.000000,-0.487734,0.376232,0.194849,0.944980,0.054143,0.962586,1.358335,-0.000000,-0.487680,0.376293,0.194761,0.944956,0.054140,0.962584,1.358337,0.390802,-0.534961,0.328172,-3.090779,-0.698746,2.953674,-0.00001,0.00003,0.00004,0.00002,-0.00009,0.00006,-0.00001,0.00003,0.00004,0.00002,-0.00009,0.00006,-0.00210,-0.00201,-0.00727,0.00098,0.02460,-0.00682,0.022,0.0051,0.00000,0,0,0,0,0.114,1.414,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004943,0.000529,0.168,1.560,0.525,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006764,nan,nan,nan,0,0,0,,0,0,0,0.3888,1.0000,0.08493,0.00023,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1229,move->d,none,0.0256,0.000000,-0.487734,0.376231,0.194849,0.944980,0.054143,0.962586,1.358334,-0.000000,-0.487680,0.376293,0.194761,0.944956,0.054140,0.962584,1.358337,0.390802,-0.534961,0.328172,-3.090779,-0.698746,2.953674,-0.00001,0.00003,0.00004,0.00002,-0.00009,0.00006,-0.00001,0.00003,0.00004,0.00002,-0.00009,0.00006,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.022,0.0050,0.00000,0,0,0,0,0.114,1.418,0.448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005081,0.000899,0.187,1.457,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000002,nan,nan,nan,0,0,0,,0,0,0,0.4057,1.0000,0.08493,0.00023,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1281,move->d,none,0.0277,0.000000,-0.487734,0.376231,0.194850,0.944981,0.054143,0.962586,1.358334,-0.000000,-0.487750,0.376293,0.194831,0.944956,0.054140,0.962567,1.358355,0.390804,-0.534965,0.328176,-3.090826,-0.698722,2.953686,-0.00001,0.00003,0.00003,-0.00004,-0.00003,0.00010,-0.00001,0.00003,0.00003,-0.00004,-0.00003,0.00010,0.00033,-0.00069,0.00066,0.00559,-0.00564,-0.00331,0.022,0.0035,0.00000,0,0,0,0,0.116,1.422,0.451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005209,0.000600,0.036,1.267,0.404,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000762,nan,nan,nan,0,0,0,,0,0,0,0.4231,1.0000,0.08493,0.00021,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1338,move->d,none,0.0299,0.000000,-0.487734,0.376230,0.194849,0.944981,0.054144,0.962587,1.358334,-0.000000,-0.487697,0.376293,0.194849,0.944974,0.054105,0.962549,1.358355,0.390811,-0.534947,0.328172,-3.090791,-0.698724,2.953722,-0.00003,-0.00000,0.00004,0.00001,-0.00004,-0.00002,-0.00003,-0.00000,0.00004,0.00001,-0.00004,-0.00002,0.00139,0.00346,-0.00066,-0.00483,0.00145,0.01090,0.022,0.0036,0.00000,0,0,0,0,0.116,1.422,0.453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005691,0.000885,0.090,1.349,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000142,nan,nan,nan,0,0,0,,0,0,0,0.4420,1.0000,0.08493,0.00027,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1391,move->d,none,0.0322,0.000000,-0.487735,0.376230,0.194850,0.944981,0.054143,0.962587,1.358334,-0.000000,-0.487732,0.376276,0.194849,0.944956,0.054140,0.962567,1.358372,0.390807,-0.534950,0.328183,-3.090845,-0.698703,2.953721,-0.00002,0.00000,0.00001,-0.00006,0.00001,0.00005,-0.00002,0.00000,0.00001,-0.00006,0.00001,0.00005,-0.00079,-0.00071,0.00200,0.00665,-0.00521,-0.00659,0.011,0.0026,0.00000,0,0,0,0,0.116,1.420,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005305,0.000681,0.247,1.538,0.550,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001076,nan,nan,nan,0,0,0,,0,0,0,0.4597,1.0000,0.08493,0.00020,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
