t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
23.6669,scan,legacy_symmetric,6.8700,0.491660,-0.091435,-0.444929,-0.031787,1.446953,0.107853,1.127556,1.458540,0.491604,-0.091787,-0.449370,-0.032044,1.454732,0.107826,1.124289,1.459287,0.211481,0.080173,0.399415,3.129810,-0.552199,-3.139343,0.02328,0.00025,0.03779,-0.00072,-0.00169,0.00027,0.02328,0.00025,0.03779,-0.00072,-0.00169,0.00027,0.01716,-0.00524,0.03472,-0.00682,-0.02152,-0.00544,0.274,0.3679,0.00006,0,0,0,0,-0.242,2.054,4.121,0.2575,81.94,25.00,0.00,0.00,-0.04438,1078.1,2.000,-0.01891,0.3000,-1.000000,0.4851,0,0.005721,0.000721,-0.311,1.924,3.970,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.038617,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12035,0.33432,0.1728,0.00000,0.9942,0.0000,0.222,-0.01318,0.0000,0.491660,0.491649,,0,
23.6727,scan,legacy_symmetric,6.8750,0.491691,-0.091418,-0.444148,-0.031887,1.445607,0.107891,1.128118,1.458513,0.491649,-0.091787,-0.449370,-0.032044,1.454732,0.107826,1.124289,1.459287,0.211481,0.080217,0.399415,3.129810,-0.552199,-3.139343,0.02309,0.00023,0.03748,-0.00072,-0.00169,0.00027,0.02309,0.00023,0.03748,-0.00072,-0.00169,0.00027,0.00000,0.00761,0.00000,0.00000,0.00000,0.00000,0.257,0.4457,0.00005,0,0,0,0,-0.245,2.037,4.100,0.2584,82.08,25.00,0.00,0.00,-0.04402,1078.1,2.000,-0.01883,0.3000,-1.000000,0.4832,0,0.005723,0.000625,-0.356,1.742,3.926,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000081,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12027,0.33189,0.1715,0.00000,0.9943,0.0000,0.220,-0.01321,0.0000,0.491691,0.491649,,0,
23.6784,scan,legacy_symmetric,6.8800,0.491722,-0.091401,-0.443377,-0.031990,1.444276,0.107930,1.128672,1.458484,0.491649,-0.091787,-0.448881,-0.032062,1.453894,0.107879,1.125214,1.459235,0.211450,0.080227,0.399448,3.129799,-0.552766,-3.139212,0.02292,0.00021,0.03715,-0.00074,-0.00254,0.00008,0.02292,0.00021,0.03715,-0.00074,-0.00254,0.00008,-0.00552,0.00176,0.00577,0.00145,0.09825,0.02167,0.223,0.4748,0.00005,0,0,0,0,-0.249,2.017,4.076,0.2600,82.22,25.00,0.00,0.00,-0.04365,1078.1,2.000,-0.01876,0.3000,-1.000000,0.4800,0,0.005785,0.000645,-0.281,1.784,3.676,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001993,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12018,0.32783,0.1696,0.00000,0.9943,0.0000,0.218,-0.01324,0.0000,0.491722,0.491649,,0,
23.6841,scan,legacy_symmetric,6.8850,0.491753,-0.091384,-0.442610,-0.032092,1.442951,0.107969,1.129225,1.458454,0.491649,-0.091752,-0.447241,-0.032271,1.450945,0.108001,1.126104,1.459217,0.211755,0.080168,0.399925,3.129767,-0.552333,-3.139222,0.02270,0.00019,0.03683,-0.00078,-0.00189,0.00012,0.02270,0.00019,0.03683,-0.00078,-0.00189,0.00012,0.24397,-0.04695,0.38098,0.02215,-0.34569,-0.02164,0.251,0.3821,0.00005,0,0,0,0,-0.254,1.995,4.046,0.2631,82.37,25.00,0.00,0.00,-0.04326,1078.1,2.000,-0.01868,0.3000,-1.000000,0.4738,0,0.005704,0.005097,-0.298,1.877,3.461,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.452808,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12009,0.32635,0.1687,0.00000,0.9943,0.0000,0.216,-0.01327,0.0000,0.491753,0.491649,,0,
23.6900,scan,legacy_symmetric,6.8900,0.491784,-0.091367,-0.441850,-0.032195,1.441639,0.108008,1.129773,1.458423,0.491649,-0.091752,-0.447241,-0.032271,1.450945,0.108001,1.126104,1.459217,0.211755,0.080168,0.399925,3.129767,-0.552333,-3.139222,0.02247,0.00017,0.03646,-0.00078,-0.00189,0.00012,0.02247,0.00017,0.03646,-0.00078,-0.00189,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.253,0.4580,0.00005,0,0,0,0,-0.259,1.972,4.007,0.2661,82.53,25.00,0.00,0.00,-0.04283,1078.1,2.000,-0.01861,0.3000,-1.000000,0.4678,0,0.005835,0.005000,-0.261,1.747,3.624,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12001,0.32341,0.1672,0.00000,0.9943,0.0000,0.214,-0.01330,0.0000,0.491784,0.491733,,0,
23.6958,scan,legacy_symmetric,6.8950,0.491815,-0.091350,-0.441099,-0.032299,1.440341,0.108048,1.130315,1.458391,0.491733,-0.091700,-0.445879,-0.032341,1.448868,0.108036,1.126942,1.459235,0.211964,0.080231,0.400184,3.129766,-0.552452,-3.139164,0.02223,0.00015,0.03606,-0.00078,-0.00207,0.00004,0.02223,0.00015,0.03606,-0.00078,-0.00207,0.00004,0.02071,0.00613,0.02564,0.00003,0.01175,0.00571,0.265,0.4142,0.00005,0,0,0,0,-0.264,1.947,3.962,0.2703,82.69,25.00,0.00,0.00,-0.04235,1078.1,2.000,-0.01853,0.3000,-1.000000,0.4595,0,0.005801,0.000661,-0.398,1.586,3.323,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.032628,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11992,0.31979,0.1653,0.00000,0.9944,0.0000,0.211,-0.01333,0.0000,0.491815,0.491733,,0,
23.7013,scan,legacy_symmetric,6.9000,0.491846,-0.091333,-0.440358,-0.032404,1.439062,0.108090,1.130848,1.458356,0.491733,-0.091700,-0.445356,-0.032446,1.447873,0.108141,1.127727,1.459165,0.211974,0.080222,0.400282,3.129706,-0.552750,-3.139066,0.02196,0.00013,0.03560,-0.00085,-0.00252,-0.00006,0.02196,0.00013,0.03560,-0.00085,-0.00252,-0.00006,0.00178,-0.00145,0.01750,0.00893,0.05350,0.01204,0.234,0.4315,0.00005,0,0,0,0,-0.270,1.918,3.911,0.2739,82.86,25.00,0.00,0.00,-0.04183,1078.1,2.000,-0.01844,0.3000,-1.000000,0.4522,0,0.005500,0.000597,-0.247,1.560,3.507,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015848,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11984,0.31530,0.1630,0.00000,0.9944,0.0000,0.209,-0.01336,0.0000,0.491846,0.491733,,0,
23.7069,scan,legacy_symmetric,6.9050,0.491877,-0.091317,-0.439628,-0.032511,1.437800,0.108132,1.131373,1.458318,0.491733,-0.091665,-0.444535,-0.032533,1.446511,0.108193,1.128408,1.459113,0.212076,0.080204,0.400448,3.129718,-0.552882,-3.139008,0.02167,0.00012,0.03511,-0.00084,-0.00272,-0.00016,0.02167,0.00012,0.03511,-0.00084,-0.00272,-0.00016,0.01814,-0.00336,0.02968,-0.00185,0.02350,0.01143,0.243,0.4268,0.00005,0,0,0,0,-0.275,1.884,3.857,0.2776,83.04,25.00,0.00,0.00,-0.04126,1078.1,2.000,-0.01836,0.3000,-1.000000,0.4448,0,0.005654,0.000637,-0.231,1.454,3.316,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.034816,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11975,0.31090,0.1608,0.00000,0.9944,0.0000,0.206,-0.01339,0.0000,0.491877,0.491733,,0,
23.7126,scan,legacy_symmetric,6.9100,0.491908,-0.091302,-0.438909,-0.032620,1.436556,0.108176,1.131890,1.458278,0.491733,-0.091647,-0.443645,-0.032620,1.445115,0.108228,1.128931,1.459113,0.212220,0.080175,0.400634,3.129704,-0.552895,-3.139007,0.02134,0.00010,0.03458,-0.00086,-0.00274,-0.00015,0.02134,0.00010,0.03458,-0.00086,-0.00274,-0.00015,0.02405,-0.00472,0.03102,0.00198,0.00217,-0.00120,0.279,0.4191,0.00005,0,0,0,0,-0.279,1.843,3.798,0.2817,83.22,25.00,0.00,0.00,-0.04063,1078.1,2.000,-0.01827,0.3000,-1.000000,0.4366,0,0.005673,0.000358,-0.436,1.134,3.153,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.039074,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11967,0.30647,0.1584,0.00000,0.9944,0.0000,0.203,-0.01342,0.0000,0.491908,0.491912,,0,
23.7183,scan,legacy_symmetric,6.9150,0.491940,-0.091287,-0.438203,-0.032730,1.435334,0.108221,1.132397,1.458234,0.491912,-0.091630,-0.443034,-0.032655,1.444068,0.108263,1.129595,1.459095,0.212270,0.080351,0.400746,3.129704,-0.553117,-3.138938,0.02099,0.00008,0.03400,-0.00086,-0.00307,-0.00025,0.02099,0.00008,0.03400,-0.00086,-0.00307,-0.00025,0.00881,0.03103,0.01973,-0.00004,0.03918,0.01215,0.233,0.4304,0.00005,0,0,0,0,-0.286,1.793,3.734,0.2861,83.42,25.00,0.00,0.00,-0.03996,1078.1,2.000,-0.01818,0.3000,-1.000000,0.4278,0,0.005741,0.000431,-0.468,1.262,3.057,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.021090,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11959,0.30106,0.1556,0.00000,0.9944,0.0000,0.200,-0.01345,0.0000,0.491940,0.491912,,0,
23.7241,scan,legacy_symmetric,6.9200,0.491972,-0.091272,-0.437511,-0.032842,1.434137,0.108268,1.132892,1.458186,0.491912,-0.091577,-0.441708,-0.032882,1.441869,0.108402,1.130816,1.459043,0.212411,0.080316,0.400997,3.129585,-0.553443,-3.138828,0.02062,0.00006,0.03337,-0.00101,-0.00356,-0.00032,0.02062,0.00006,0.03337,-0.00101,-0.00356,-0.00032,0.02421,-0.00600,0.04285,0.01701,0.05568,0.00811,0.224,0.3744,0.00005,0,0,0,0,-0.295,1.735,3.658,0.2968,83.65,25.00,0.00,0.00,-0.03922,1078.1,2.000,-0.01808,0.3000,-1.000000,0.4064,0,0.005741,0.000349,-0.369,1.068,2.244,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049242,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11951,0.29490,0.1525,0.00000,0.9945,0.0000,0.196,-0.01348,0.0000,0.491972,0.491912,,0,
23.7300,scan,legacy_symmetric,6.9250,0.492004,-0.091258,-0.436835,-0.032957,1.432966,0.108317,1.133376,1.458134,0.491912,-0.091577,-0.440992,-0.032969,1.440682,0.108472,1.131445,1.459025,0.212494,0.080299,0.401137,3.129536,-0.553590,-3.138785,0.02019,0.00004,0.03266,-0.00107,-0.00378,-0.00035,0.02019,0.00004,0.03266,-0.00107,-0.00378,-0.00035,0.01499,-0.00311,0.02542,0.00751,0.02676,0.00315,0.224,0.3750,0.00005,0,0,0,0,-0.307,1.670,3.560,0.3123,83.93,25.00,0.00,0.00,-0.03839,1078.1,2.000,-0.01797,0.3000,-1.000000,0.3754,0,0.005887,0.000676,-0.512,0.948,2.002,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.029535,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11943,0.28853,0.1492,0.00000,0.9945,0.0000,0.192,-0.01351,0.0000,0.492004,0.491912,,0,
23.7355,scan,legacy_symmetric,6.9300,0.492037,-0.091245,-0.436178,-0.033075,1.431828,0.108368,1.133843,1.458077,0.491912,-0.091525,-0.440469,-0.033039,1.439897,0.108577,1.132090,1.458956,0.212516,0.080310,0.401187,3.129475,-0.553958,-3.138614,0.01969,0.00003,0.03184,-0.00114,-0.00433,-0.00056,0.01969,0.00003,0.03184,-0.00114,-0.00433,-0.00056,0.00392,0.00197,0.00883,0.00901,0.06573,0.02487,0.223,0.3971,0.00005,0,0,0,0,-0.321,1.600,3.438,0.3292,84.26,25.00,0.00,0.00,-0.03743,1078.1,2.000,-0.01784,0.3000,-1.000000,0.3416,0,0.005498,0.000574,-0.400,0.987,2.032,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009556,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11935,0.28062,0.1451,0.00000,0.9945,0.0000,0.187,-0.01354,0.0000,0.492037,0.492064,,0,
23.7413,scan,legacy_symmetric,6.9350,0.492070,-0.091233,-0.435541,-0.033195,1.430723,0.108422,1.134297,1.458014,0.492064,-0.091577,-0.439701,-0.033109,1.438605,0.108594,1.132736,1.458956,0.212610,0.080426,0.401345,3.129477,-0.554077,-3.138671,0.01912,0.00002,0.03090,-0.00114,-0.00451,-0.00047,0.01912,0.00002,0.03090,-0.00114,-0.00451,-0.00047,0.01550,0.01922,0.02626,-0.00034,0.01974,-0.00934,0.246,0.3883,0.00005,0,0,0,0,-0.334,1.526,3.295,0.3513,84.67,25.00,0.00,0.00,-0.03634,1078.1,2.000,-0.01769,0.3000,-1.000000,0.2974,0,0.005828,0.000368,-0.365,0.940,1.309,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.030282,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11928,0.27239,0.1407,0.00000,0.9945,0.0000,0.181,-0.01358,0.0000,0.492070,0.492064,,0,
23.7471,scan,legacy_symmetric,6.9400,0.492104,-0.091222,-0.434923,-0.033318,1.429653,0.108479,1.134737,1.457945,0.492064,-0.091560,-0.438933,-0.033196,1.437279,0.108664,1.133050,1.458956,0.212768,0.080403,0.401564,3.129450,-0.553826,-3.138666,0.01846,0.00000,0.02985,-0.00118,-0.00414,-0.00046,0.01846,0.00000,0.02985,-0.00118,-0.00414,-0.00046,0.02904,-0.00423,0.04010,0.00439,-0.04605,-0.00172,0.251,0.3756,0.00004,0,0,0,0,-0.345,1.451,3.128,0.3752,85.14,25.00,0.00,0.00,-0.03509,1077.3,2.000,-0.01752,0.3000,-1.000000,0.2495,0,0.005783,0.000688,-0.371,0.966,1.272,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049421,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11921,0.26404,0.1362,0.00000,0.9945,0.0000,0.175,-0.01361,0.0000,0.492104,0.492064,,0,
23.7529,scan,legacy_symmetric,6.9450,0.492138,-0.091212,-0.434332,-0.033446,1.428629,0.108539,1.135157,1.457868,0.492064,-0.091455,-0.438165,-0.033301,1.436092,0.108734,1.133696,1.458851,0.212856,0.080396,0.401690,3.129473,-0.554042,-3.138525,0.01772,-0.00000,0.02865,-0.00115,-0.00446,-0.00069,0.01772,-0.00000,0.02865,-0.00115,-0.00446,-0.00069,0.01523,-0.00115,0.02159,-0.00351,0.03709,0.02648,0.262,0.3689,0.00004,0,0,0,0,-0.356,1.377,2.941,0.4001,85.69,25.00,0.00,0.00,-0.03369,1077.2,2.000,-0.01733,0.3000,-1.000000,0.1998,0,0.005831,0.000707,-0.446,0.739,1.050,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026381,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11914,0.25329,0.1305,0.00000,0.9945,0.0000,0.168,-0.01364,0.0000,0.492138,0.492064,,0,
23.7586,scan,legacy_symmetric,6.9500,0.492173,-0.091204,-0.433770,-0.033579,1.427655,0.108604,1.135554,1.457782,0.492064,-0.091473,-0.437676,-0.033371,1.435359,0.108769,1.134324,1.458833,0.212870,0.080381,0.401731,3.129426,-0.554418,-3.138497,0.01691,-0.00001,0.02732,-0.00120,-0.00502,-0.00070,0.01691,-0.00001,0.02732,-0.00120,-0.00502,-0.00070,0.00241,-0.00264,0.00717,0.00669,0.06554,0.00055,0.254,0.3856,0.00004,0,0,0,0,-0.362,1.303,2.740,0.4246,86.31,25.00,0.00,0.00,-0.03213,1083.2,2.000,-0.01711,0.3000,-1.000000,0.1509,0,0.005707,0.000682,-0.040,0.901,0.940,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007393,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11907,0.24103,0.1241,0.00000,0.9946,0.0000,0.160,-0.01368,0.0000,0.492173,0.492172,,0,
23.7645,scan,legacy_symmetric,6.9550,0.492208,-0.091196,-0.433237,-0.033716,1.426733,0.108674,1.135930,1.457687,0.492172,-0.091473,-0.436332,-0.033598,1.433212,0.108769,1.135110,1.458711,0.213088,0.080393,0.402021,3.129541,-0.554396,-3.138646,0.01602,-0.00002,0.02587,-0.00106,-0.00499,-0.00056,0.01602,-0.00002,0.02587,-0.00106,-0.00499,-0.00056,0.03557,0.00185,0.04726,-0.01595,-0.00356,-0.01455,0.289,0.3184,0.00004,0,0,0,0,-0.360,1.235,2.525,0.4508,87.00,25.00,0.00,0.00,-0.03043,1089.2,2.000,-0.01688,0.3000,-1.000000,0.0984,0,0.005843,0.000401,0.106,1.107,0.294,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.058884,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11901,0.22885,0.1175,0.00000,0.9946,0.0000,0.152,-0.01371,0.0000,0.492208,0.492172,,0,
23.7702,scan,legacy_symmetric,6.9600,0.492244,-0.091191,-0.432737,-0.033858,1.425867,0.108749,1.136282,1.457582,0.492172,-0.091438,-0.435721,-0.033737,1.432182,0.108804,1.135599,1.458659,0.213167,0.080358,0.402151,3.129536,-0.554458,-3.138652,0.01506,-0.00003,0.02431,-0.00106,-0.00508,-0.00055,0.01506,-0.00003,0.02431,-0.00106,-0.00508,-0.00055,0.01374,-0.00599,0.02264,0.00070,0.01076,-0.00144,0.281,0.3122,0.00004,0,0,0,0,-0.343,1.177,2.296,0.4760,87.76,25.00,0.00,0.00,-0.02859,1095.2,2.000,-0.01661,0.3000,-0.488177,0.0479,0,0.005696,0.000326,0.243,1.214,0.381,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026541,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11895,0.21552,0.1102,0.00000,0.9946,0.0000,0.143,-0.01375,0.0000,0.492244,0.492172,,0,
23.7757,scan,legacy_symmetric,6.9650,0.492281,-0.091187,-0.432272,-0.034006,1.425061,0.108830,1.136609,1.457466,0.492172,-0.091473,-0.435303,-0.033842,1.431484,0.108856,1.136105,1.458607,0.213189,0.080330,0.402214,3.129502,-0.554675,-3.138665,0.01408,-0.00003,0.02273,-0.00111,-0.00541,-0.00050,0.01408,-0.00003,0.02273,-0.00111,-0.00541,-0.00050,0.00419,-0.00541,0.01187,0.00528,0.04108,-0.00578,0.267,0.3218,0.00003,0,0,0,0,-0.314,1.133,2.058,0.5006,91.06,25.00,0.00,0.00,-0.02673,1101.2,2.000,-0.01633,0.3000,0.000000,1.0000,0,0.005582,0.000636,0.143,1.186,0.007,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012353,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11889,0.20169,0.1027,0.00000,0.9946,0.0000,0.133,-0.01378,0.0000,0.492281,0.492172,,0,
23.7814,scan,legacy_symmetric,6.9700,0.492319,-0.091184,-0.431836,-0.034159,1.424308,0.108915,1.136914,1.457341,0.492172,-0.091508,-0.434639,-0.033982,1.430350,0.108874,1.136506,1.458519,0.213299,0.080269,0.402379,3.129566,-0.554601,-3.138778,0.01316,-0.00004,0.02124,-0.00103,-0.00530,-0.00038,0.01316,-0.00004,0.02124,-0.00103,-0.00530,-0.00038,0.01842,-0.01021,0.02770,-0.00903,-0.01251,-0.01344,0.276,0.3030,0.00003,0,0,0,0,-0.274,1.102,1.818,0.5219,94.11,25.00,0.00,0.00,-0.02499,1107.2,2.000,-0.01606,0.3000,0.251678,0.0000,0,0.005654,0.000340,0.411,1.222,0.509,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.033353,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11884,0.18951,0.0960,0.00000,0.9946,0.0000,0.125,-0.01382,0.0000,0.492319,0.492172,,0,
23.7874,scan,legacy_symmetric,6.9750,0.492357,-0.091183,-0.431431,-0.034316,1.423609,0.109006,1.137197,1.457206,0.492172,-0.091473,-0.433994,-0.034104,1.429355,0.108926,1.136715,1.458450,0.213433,0.080234,0.402531,3.129583,-0.554454,-3.138790,0.01219,-0.00004,0.01969,-0.00101,-0.00508,-0.00038,0.01219,-0.00004,0.01969,-0.00101,-0.00508,-0.00038,0.02359,-0.00614,0.02674,-0.00246,-0.02583,-0.00051,0.314,0.2892,0.00003,0,0,0,0,-0.227,1.080,1.587,0.5404,96.86,25.00,0.00,0.00,-0.02316,1113.2,2.000,-0.01579,0.3000,0.877619,0.0000,0,0.006009,0.000654,0.134,1.046,0.231,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.035219,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11879,0.17714,0.0890,0.00000,0.9946,0.0000,0.116,-0.01386,0.0000,0.492357,0.492319,,0,
23.7932,scan,legacy_symmetric,6.9800,0.492396,-0.091183,-0.431060,-0.034479,1.422969,0.109101,1.137456,1.457060,0.492319,-0.091473,-0.433348,-0.034261,1.428290,0.108996,1.137099,1.458397,0.213540,0.080339,0.402681,3.129545,-0.554407,-3.138822,0.01118,-0.00005,0.01806,-0.00105,-0.00501,-0.00030,0.01118,-0.00005,0.01806,-0.00105,-0.00501,-0.00030,0.01840,0.01823,0.02587,0.00553,-0.00801,-0.00895,0.316,0.2682,0.00003,0,0,0,0,-0.177,1.065,1.372,0.5557,99.33,25.00,0.00,0.00,-0.02124,1119.2,2.000,-0.01553,0.3000,1.000000,0.0000,0,0.005792,0.000655,0.130,1.274,0.572,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.031490,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11874,0.16406,0.0815,0.00000,0.9946,0.0000,0.106,-0.01390,0.0000,0.492396,0.492319,,0,
23.7989,scan,legacy_symmetric,6.9850,0.492435,-0.091186,-0.430724,-0.034647,1.422392,0.109203,1.137687,1.456903,0.492319,-0.091455,-0.432929,-0.034383,1.427714,0.109048,1.137553,1.458258,0.213563,0.080311,0.402711,3.129577,-0.554693,-3.138790,0.01016,-0.00005,0.01640,-0.00101,-0.00543,-0.00037,0.01016,-0.00005,0.01640,-0.00101,-0.00543,-0.00037,0.01612,-0.01971,0.02101,-0.01905,0.19532,0.03300,0.323,0.2719,0.00003,0,0,0,0,-0.129,1.059,1.180,0.5681,101.54,25.00,0.00,0.00,-0.01929,1125.2,2.000,-0.01527,0.3000,1.000000,0.0000,0,0.005736,0.004933,0.130,1.274,0.572,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026559,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11870,0.15020,0.0796,0.00000,0.9947,0.0000,0.096,-0.01394,0.0000,0.492435,0.492319,,0,
23.8048,scan,legacy_symmetric,6.9900,0.492476,-0.091190,-0.430422,-0.034821,1.421874,0.109309,1.137895,1.456736,0.492319,-0.091438,-0.432056,-0.034627,1.426143,0.109223,1.138182,1.458066,0.213697,0.080259,0.402941,3.129565,-0.554597,-3.138748,0.00914,-0.00006,0.01476,-0.00103,-0.00529,-0.00043,0.00914,-0.00006,0.01476,-0.00103,-0.00529,-0.00043,0.01324,-0.00511,0.02269,0.00101,-0.00943,0.00350,0.319,0.2149,0.00002,0,0,0,0,-0.084,1.061,1.012,0.5780,103.50,25.00,0.00,0.00,-0.01736,1131.2,2.000,-0.01501,0.3000,1.000000,0.0000,0,0.005909,0.000718,0.196,1.312,0.306,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026313,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11866,0.13769,0.0813,0.00000,0.9947,0.0000,0.087,-0.01398,0.0000,0.492476,0.492319,,0,
23.8105,scan,legacy_symmetric,6.9950,0.492518,-0.091197,-0.430154,-0.035000,1.421414,0.109420,1.138077,1.456558,0.492319,-0.091438,-0.431637,-0.034767,1.425515,0.109327,1.138478,1.457961,0.213754,0.080232,0.403012,3.129522,-0.554668,-3.138718,0.00815,-0.00006,0.01315,-0.00108,-0.00540,-0.00044,0.00815,-0.00006,0.01315,-0.00108,-0.00540,-0.00044,0.00993,-0.00476,0.01249,0.00633,0.01250,0.00135,0.336,0.2086,0.00002,0,0,0,0,-0.041,1.069,0.863,0.5855,105.22,25.00,0.00,0.00,-0.01547,1137.2,2.000,-0.01476,0.3000,1.000000,0.0000,0,0.005642,0.000678,0.195,1.167,0.329,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015901,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.11863,0.12562,0.0831,0.00000,0.9947,0.0000,0.077,-0.01402,0.0000,0.492518,0.492462,,0,
