t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0695,move->d,none,0.0063,0.000000,0.075678,0.033407,-0.256301,1.696599,0.286826,0.306045,1.362961,0.000000,0.075643,0.033406,-0.256284,1.696582,0.286827,0.306061,1.362928,0.376845,-0.443764,0.295163,3.043259,-0.451398,3.051836,-0.00000,-0.00001,-0.00002,-0.00007,0.00005,0.00000,-0.00000,-0.00001,-0.00002,-0.00007,0.00005,0.00000,0.00023,-0.00049,0.00136,0.00065,-0.00085,0.00035,0.012,0.0020,0.00000,0,0,0,0,0.117,1.332,0.539,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006756,0.001505,0.084,1.291,0.513,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001382,nan,nan,nan,0,0,0,0,0.2276,1.0000,0.12761,0.00009,0.0000,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.0761,move->d,none,0.0075,0.000000,0.075678,0.033408,-0.256301,1.696598,0.286826,0.306044,1.362961,0.000000,0.075660,0.033406,-0.256284,1.696652,0.286827,0.306061,1.362963,0.376832,-0.443753,0.295138,3.043217,-0.451468,3.051856,0.00002,-0.00003,0.00003,-0.00016,-0.00008,-0.00000,0.00002,-0.00003,0.00003,-0.00016,-0.00008,-0.00000,-0.00194,0.00178,-0.00391,0.00672,0.01007,0.00024,0.025,0.0030,0.00000,0,0,0,0,0.114,1.329,0.541,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006524,0.001765,0.081,1.303,0.560,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004571,nan,nan,nan,0,0,0,0,0.2494,1.0000,0.12761,0.00015,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.0856,move->d,none,0.0089,0.000000,0.075678,0.033408,-0.256301,1.696598,0.286825,0.306044,1.362960,0.000000,0.075677,0.033423,-0.256302,1.696600,0.286827,0.306061,1.362963,0.376843,-0.443754,0.295151,3.043227,-0.451433,3.051853,0.00000,-0.00003,0.00000,-0.00014,-0.00001,-0.00000,0.00000,-0.00003,0.00000,-0.00014,-0.00001,-0.00000,0.00124,-0.00017,0.00142,-0.00124,-0.00374,0.00005,0.016,0.0009,0.00000,0,0,0,0,0.125,1.354,0.550,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.009531,0.001904,0.178,1.475,0.584,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001819,nan,nan,nan,0,0,0,0,0.2811,1.0000,0.12761,0.00011,0.0000,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.0920,move->d,none,0.0105,0.000000,0.075677,0.033408,-0.256301,1.696598,0.286825,0.306044,1.362960,0.000000,0.075677,0.033423,-0.256284,1.696600,0.286827,0.306026,1.362928,0.376849,-0.443753,0.295156,3.043266,-0.451400,3.051859,-0.00001,-0.00003,-0.00001,-0.00006,0.00005,-0.00005,-0.00001,-0.00003,-0.00001,-0.00006,0.00005,-0.00005,0.00083,0.00014,0.00073,-0.00544,-0.00424,0.00330,0.018,0.0019,0.00000,0,0,0,0,0.128,1.361,0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006462,0.001343,0.129,1.344,0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000986,nan,nan,nan,0,0,0,0,0.3027,1.0000,0.12761,0.00009,0.0000,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.0983,move->d,none,0.0121,0.000000,0.075677,0.033408,-0.256301,1.696599,0.286825,0.306044,1.362960,0.000000,0.075660,0.033353,-0.256302,1.696582,0.286827,0.306043,1.362963,0.376845,-0.443763,0.295186,3.043218,-0.451330,3.051834,-0.00000,-0.00001,-0.00007,-0.00013,0.00019,0.00004,-0.00000,-0.00001,-0.00007,-0.00013,0.00019,0.00004,-0.00066,-0.00153,0.00468,0.00572,-0.01141,-0.00705,0.034,0.0031,0.00000,0,0,0,0,0.122,1.345,0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006262,0.001171,0.051,1.166,0.492,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004118,nan,nan,nan,0,0,0,0,0.3236,1.0000,0.12761,0.00017,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.1049,move->d,none,0.0138,0.000000,0.075677,0.033408,-0.256301,1.696598,0.286824,0.306045,1.362960,0.000000,0.075677,0.033406,-0.256302,1.696617,0.286845,0.306026,1.362928,0.376844,-0.443757,0.295156,3.043243,-0.451398,3.051849,-0.00000,-0.00003,-0.00001,-0.00010,0.00005,-0.00001,-0.00000,-0.00003,-0.00001,-0.00010,0.00005,-0.00001,-0.00007,0.00096,-0.00460,-0.00248,0.01087,0.00388,0.014,0.0019,0.00000,0,0,0,0,0.119,1.332,0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006572,0.001322,0.114,1.289,0.516,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004278,nan,nan,nan,0,0,0,0,0.3455,1.0000,0.12761,0.00012,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.1117,move->d,none,0.0156,0.000000,0.075677,0.033409,-0.256301,1.696598,0.286824,0.306045,1.362960,0.000000,0.075660,0.033353,-0.256284,1.696617,0.286845,0.306043,1.362963,0.376839,-0.443753,0.295173,3.043195,-0.451363,3.051859,0.00001,-0.00003,-0.00004,-0.00018,0.00013,0.00001,0.00001,-0.00003,-0.00004,-0.00018,0.00013,0.00001,-0.00074,0.00056,0.00241,0.00563,-0.00548,-0.00150,0.027,0.0032,0.00000,0,0,0,0,0.125,1.331,0.543,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006779,0.001037,0.190,1.385,0.574,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001770,nan,nan,nan,0,0,0,0,0.3681,1.0000,0.12761,0.00019,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.1177,move->d,none,0.0176,0.000000,0.075677,0.033409,-0.256301,1.696598,0.286823,0.306045,1.362959,0.000000,0.075643,0.033388,-0.256284,1.696617,0.286845,0.306026,1.362980,0.376843,-0.443759,0.295163,3.043186,-0.451381,3.051833,0.00000,-0.00002,-0.00002,-0.00020,0.00010,0.00007,0.00000,-0.00002,-0.00002,-0.00020,0.00010,0.00007,0.00068,-0.00110,-0.00172,0.00156,0.00288,-0.00503,0.015,0.0020,0.00000,0,0,0,0,0.129,1.336,0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006087,0.001192,0.151,1.384,0.533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001096,nan,nan,nan,0,0,0,0,0.3883,1.0000,0.12761,0.00017,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.1244,move->d,none,0.0196,0.000000,0.075677,0.033410,-0.256302,1.696598,0.286823,0.306045,1.362959,0.000000,0.075677,0.033388,-0.256267,1.696617,0.286827,0.306043,1.362928,0.376842,-0.443745,0.295160,3.043255,-0.451399,3.051886,0.00000,-0.00005,-0.00001,-0.00008,0.00005,-0.00009,0.00000,-0.00005,-0.00001,-0.00008,0.00005,-0.00009,-0.00023,0.00226,-0.00055,-0.00926,0.00369,0.01285,0.026,0.0020,0.00000,0,0,0,0,0.118,1.327,0.537,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006634,0.001401,-0.000,1.228,0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000897,nan,nan,nan,0,0,0,0,0.4105,1.0000,0.12761,0.00013,0.0000,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000000,1,0.000000
0.1308,move->d,none,0.0218,0.000000,0.075677,0.033410,-0.256302,1.696598,0.286822,0.306045,1.362959,0.000000,0.075660,0.033388,-0.256284,1.696600,0.286827,0.305991,1.362928,0.376852,-0.443763,0.295174,3.043265,-0.451332,3.051832,-0.00002,-0.00001,-0.00004,-0.00005,0.00018,0.00000,-0.00002,-0.00001,-0.00004,-0.00005,0.00018,0.00000,0.00141,-0.00251,0.00205,-0.00210,-0.00927,-0.00684,0.024,0.0031,0.00000,0,0,0,0,0.110,1.326,0.533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006383,0.000635,0.087,1.363,0.512,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002773,nan,nan,nan,0,0,0,0,0.4317,1.0000,0.12761,0.00015,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000001,1,0.000001
0.1370,move->d,none,0.0241,0.000000,0.075677,0.033410,-0.256302,1.696598,0.286822,0.306045,1.362959,0.000000,0.075677,0.033423,-0.256302,1.696547,0.286827,0.306043,1.362963,0.376856,-0.443757,0.295173,3.043234,-0.451364,3.051845,-0.00003,-0.00002,-0.00004,-0.00011,0.00012,0.00001,-0.00003,-0.00002,-0.00004,-0.00011,0.00012,0.00001,0.00078,0.00095,-0.00026,0.00522,0.00513,-0.00011,0.027,0.0029,0.00000,0,0,0,0,0.113,1.336,0.535,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006282,0.001177,0.181,1.433,0.574,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000030,nan,nan,nan,0,0,0,0,0.4527,1.0000,0.12761,0.00015,0.0001,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000001,1,0.000001
0.1441,move->d,none,0.0264,0.000000,0.075677,0.033410,-0.256302,1.696598,0.286822,0.306045,1.362959,0.000000,0.075643,0.033388,-0.256284,1.696617,0.286845,0.306043,1.362928,0.376840,-0.443762,0.295160,3.043236,-0.451398,3.051839,0.00001,-0.00001,-0.00002,-0.00011,0.00005,0.00002,0.00001,-0.00001,-0.00002,-0.00011,0.00005,0.00002,-0.00244,-0.00072,-0.00190,0.00019,0.00501,-0.00082,0.012,0.0020,0.00000,0,0,0,0,0.100,1.328,0.533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.007026,0.001502,-0.013,1.225,0.516,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002637,nan,nan,nan,0,0,0,0,0.4761,1.0000,0.12761,0.00013,0.0001,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000001,1,0.000001
0.1508,move->d,none,0.0289,0.000000,0.075677,0.033411,-0.256302,1.696598,0.286821,0.306045,1.362958,0.000000,0.075643,0.033353,-0.256302,1.696600,0.286792,0.306061,1.362963,0.376837,-0.443773,0.295176,3.043252,-0.451367,3.051812,0.00001,0.00001,-0.00005,-0.00008,0.00011,0.00006,0.00001,0.00001,-0.00005,-0.00008,0.00011,0.00006,-0.00047,-0.00158,0.00243,-0.00258,-0.00447,-0.00301,0.025,0.0033,0.00000,0,0,0,0,0.092,1.320,0.533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006680,0.001644,0.079,1.281,0.534,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002196,nan,nan,nan,0,0,0,0,0.4984,1.0000,0.12761,0.00016,0.0001,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000001,1,0.000001
0.1571,move->d,none,0.0315,0.000000,0.075677,0.033411,-0.256302,1.696598,0.286821,0.306045,1.362958,0.000000,0.075660,0.033406,-0.256284,1.696617,0.286827,0.306026,1.362963,0.376844,-0.443757,0.295156,3.043226,-0.451400,3.051843,-0.00000,-0.00002,-0.00001,-0.00013,0.00005,0.00002,-0.00000,-0.00002,-0.00001,-0.00013,0.00005,0.00002,0.00112,0.00240,-0.00299,0.00395,0.00461,0.00300,0.014,0.0011,0.00000,0,0,0,0,0.097,1.328,0.533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006359,0.001396,0.173,1.440,0.536,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002537,nan,nan,nan,0,0,0,0,0.5196,1.0000,0.12761,0.00012,0.0000,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000001,1,0.000001
0.1637,move->d,none,0.0342,0.000000,0.075677,0.033411,-0.256302,1.696598,0.286821,0.306045,1.362958,0.000000,0.075643,0.033406,-0.256284,1.696617,0.286845,0.306043,1.362928,0.376841,-0.443762,0.295154,3.043239,-0.451415,3.051837,0.00001,-0.00001,-0.00000,-0.00011,0.00002,0.00002,0.00001,-0.00001,-0.00000,-0.00011,0.00002,0.00002,-0.00050,-0.00081,-0.00038,-0.00159,0.00240,-0.00003,0.008,0.0020,0.00000,0,0,0,0,0.107,1.343,0.533,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006633,0.001324,0.173,1.440,0.536,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000443,nan,nan,nan,0,0,0,0,0.5417,1.0000,0.12761,0.00012,0.0001,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000002,1,0.000002
0.1702,move->d,none,0.0370,0.000000,0.075676,0.033411,-0.256302,1.696598,0.286820,0.306046,1.362958,0.000000,0.075660,0.033458,-0.256284,1.696547,0.286845,0.306026,1.362928,0.376861,-0.443759,0.295163,3.043259,-0.451380,3.051842,-0.00004,-0.00002,-0.00002,-0.00007,0.00009,-0.00001,-0.00004,-0.00002,-0.00002,-0.00007,0.00009,-0.00001,0.00310,0.00047,0.00139,-0.00312,-0.00504,0.00205,0.023,0.0029,0.00000,0,0,0,0,0.109,1.344,0.534,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006442,0.001262,0.087,1.285,0.538,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002496,nan,nan,nan,0,0,0,0,0.5631,1.0000,0.12761,0.00017,0.0001,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000002,1,0.000002
0.1764,move->d,none,0.0400,0.000000,0.075676,0.033411,-0.256302,1.696598,0.286820,0.306046,1.362958,0.000000,0.075677,0.033388,-0.256284,1.696600,0.286792,0.306026,1.362963,0.376846,-0.443755,0.295168,3.043263,-0.451368,3.051850,-0.00001,-0.00003,-0.00003,-0.00006,0.00011,-0.00003,-0.00001,-0.00003,-0.00003,-0.00006,0.00011,-0.00003,-0.00216,0.00053,0.00085,-0.00071,-0.00173,0.00148,0.022,0.0016,0.00000,0,0,0,0,0.103,1.339,0.536,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006173,0.000706,0.026,1.275,0.549,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000233,nan,nan,nan,0,0,0,0,0.5837,1.0000,0.12761,0.00011,0.0000,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,0.000000,0.000003,1,0.000003
0.1829,move->d,none,0.0430,0.000000,0.075676,0.033412,-0.256302,1.696598,0.286820,0.306046,1.362957,0.000000,0.075677,0.033388,-0.256284,1.696600,0.286792,0.306026,1.362963,0.376846,-0.443755,0.295168,3.043263,-0.451368,3.051850,-0.00001,-0.00003,-0.00003,-0.00006,0.00011,-0.00003,-0.00001,-0.00003,-0.00003,-0.00006,0.00011,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.022,0.0016,0.00000,0,0,0,0,0.108,1.337,0.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006526,0.001253,0.189,1.351,0.574,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,0,0.6055,1.0000,0.12761,0.00011,0.0000,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000003,1,0.000003
