t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w
0.3262,move->d,0.1882,0.313908,-0.028721,-0.416935,0.546723,1.465738,-0.040348,1.575685,0.519393,0.309395,-0.018710,-0.428356,0.510526,1.477735,-0.034715,1.573955,0.488989,0.244105,0.012185,0.236830,3.139140,0.523910,-3.138106,0.00007,-0.09997,0.00002,0.00163,0.00028,-0.00674,325.561,1.7040,0.00022,0,1,1,0,0.519,0.819,0.091,nan,nan,nan,nan,nan,nan,0,0.2283,0.0000,0.12945,1.78695,3.0927,0.35053,0.0000,0.0000,5.561,0.00000,0.0000
0.3312,move->d,0.1893,0.318412,-0.030475,-0.414923,0.553364,1.463591,-0.041296,1.575949,0.524363,0.313908,-0.020124,-0.426558,0.516425,1.475868,-0.035448,1.574112,0.495569,0.244109,0.017702,0.236826,3.137913,0.523892,-3.140446,0.00007,-0.09997,0.00002,-0.00049,0.00024,-0.00329,331.079,1.7359,0.00023,0,1,1,0,0.518,0.806,0.084,nan,nan,nan,nan,nan,nan,0,0.2226,0.0000,0.12952,1.83271,3.1378,0.35870,0.0000,0.0000,5.576,0.00000,0.0000
0.3362,move->d,0.1904,0.322910,-0.032319,-0.412853,0.560191,1.461377,-0.042280,1.576228,0.529452,0.318412,-0.021537,-0.424743,0.522552,1.473948,-0.036408,1.574287,0.498134,0.244129,0.023197,0.236842,3.139269,0.524001,-3.137896,0.00006,-0.09997,0.00001,0.00186,0.00047,-0.00703,336.573,1.7654,0.00023,0,1,1,0,0.501,0.792,0.076,nan,nan,nan,nan,nan,nan,0,0.2170,0.0000,0.12958,1.88319,3.1828,0.36705,0.0000,0.0000,5.591,0.00000,0.0000
0.3412,move->d,0.1915,0.327400,-0.034260,-0.410722,0.567217,1.459089,-0.043304,1.576523,0.534646,0.322910,-0.023056,-0.422823,0.529376,1.471697,-0.037053,1.574496,0.503423,0.244087,0.028974,0.236880,3.138930,0.524095,-3.137814,0.00007,-0.09997,0.00000,0.00127,0.00065,-0.00754,342.350,1.7656,0.00024,0,1,1,0,0.475,0.771,0.063,nan,nan,nan,nan,nan,nan,0,0.2116,0.0000,0.12965,1.93527,3.2278,0.37561,0.0000,0.0000,5.606,0.00000,0.0000
0.3462,move->d,0.1925,0.331882,-0.036288,-0.408535,0.574424,1.456735,-0.044364,1.576831,0.539909,0.327400,-0.024173,-0.421410,0.533460,1.470353,-0.038118,1.574741,0.508798,0.244155,0.033933,0.236879,3.138076,0.524099,-3.140537,0.00005,-0.09997,0.00000,-0.00021,0.00066,-0.00294,347.309,1.9342,0.00025,0,1,1,0,0.444,0.754,0.043,nan,nan,nan,nan,nan,nan,0,0.2063,0.0000,0.12972,1.97971,3.2726,0.38438,0.0000,0.0000,5.621,0.00000,0.0000
0.3512,move->d,0.1935,0.336357,-0.038412,-0.406287,0.581829,1.454310,-0.045468,1.577154,0.545274,0.331882,-0.024173,-0.421410,0.533460,1.470353,-0.038118,1.574741,0.508798,0.244155,0.038416,0.236879,3.138076,0.524099,-3.140537,0.00005,-0.09997,0.00000,-0.00021,0.00066,-0.00294,351.792,2.3471,0.00026,0,1,1,0,0.408,0.758,0.026,nan,nan,nan,nan,nan,nan,0,0.2011,0.0000,0.12979,2.03102,3.3175,0.39336,0.0000,0.0000,5.636,0.00000,0.0000
0.3562,move->d,0.1945,0.340825,-0.040652,-0.403971,0.589457,1.451804,-0.046621,1.577500,0.550771,0.336357,-0.027768,-0.417203,0.547510,1.465658,-0.039497,1.574933,0.517159,0.244180,0.045474,0.236950,3.138585,0.524301,-3.137954,0.00004,-0.09997,-0.00002,0.00067,0.00106,-0.00760,358.850,1.9663,0.00027,0,1,1,0,0.375,0.780,0.019,nan,nan,nan,nan,nan,nan,0,0.1961,0.0000,0.12987,2.09134,3.3622,0.40255,0.0000,0.0000,5.651,0.00000,0.0000
0.3612,move->d,0.1954,0.345285,-0.043000,-0.401594,0.597294,1.449223,-0.047818,1.577864,0.556366,0.340825,-0.027768,-0.417203,0.547510,1.465658,-0.039497,1.574933,0.517159,0.244180,0.049942,0.236950,3.138585,0.524301,-3.137954,0.00004,-0.09997,-0.00002,0.00067,0.00106,-0.00760,363.317,2.4034,0.00027,0,1,1,0,0.354,0.800,0.020,nan,nan,nan,nan,nan,nan,0,0.1912,0.0000,0.12995,2.14492,3.4068,0.41199,0.0000,0.0000,5.666,0.00000,0.0000
0.3662,move->d,0.1964,0.349737,-0.044899,-0.399025,0.605144,1.446585,-0.049348,1.578254,0.562344,0.345285,-0.030089,-0.414690,0.555346,1.463057,-0.040666,1.575247,0.522936,0.244219,0.055600,0.236940,3.138618,0.524232,-3.138132,0.00003,-0.09997,-0.00002,0.00073,0.00093,-0.00721,368.976,2.4034,0.00149,0,1,1,0,0.345,0.803,0.023,nan,nan,nan,nan,nan,nan,0,0.1864,0.0000,0.13002,2.19084,3.4514,0.42166,0.0000,0.0000,5.676,0.00000,0.0000
0.3712,move->d,0.1973,0.354182,-0.046348,-0.396260,0.612994,1.443891,-0.051208,1.578672,0.568671,0.349737,-0.031311,-0.413451,0.560128,1.461486,-0.041713,1.575526,0.528695,0.244247,0.060706,0.237016,3.137675,0.524551,-3.140628,0.00002,-0.09997,-0.00004,-0.00090,0.00156,-0.00316,374.081,2.5792,0.00315,0,1,1,0,0.334,0.789,0.028,nan,nan,nan,nan,nan,nan,0,0.1818,0.0000,0.13010,2.23903,3.4959,0.43155,0.0000,0.0000,5.685,0.00000,0.0000
0.3762,move->d,0.1982,0.358619,-0.047347,-0.393302,0.620844,1.441149,-0.053402,1.579117,0.575392,0.354182,-0.033458,-0.410973,0.567773,1.459078,-0.042865,1.575771,0.531627,0.244258,0.066345,0.236963,3.139249,0.524405,-3.137570,0.00002,-0.09997,-0.00002,0.00182,0.00128,-0.00770,379.720,2.5910,0.00507,0,1,1,0,0.325,0.772,0.035,nan,nan,nan,nan,nan,nan,0,0.1772,0.0000,0.13018,2.29970,3.5404,0.44165,0.0000,0.0000,5.692,0.00000,0.0000
0.3812,move->d,0.1990,0.363049,-0.047896,-0.390144,0.628694,1.438358,-0.055937,1.579593,0.582478,0.358619,-0.035954,-0.408442,0.576081,1.456250,-0.043738,1.575962,0.537823,0.244275,0.072226,0.236990,3.138703,0.524442,-3.137902,0.00002,-0.09997,-0.00003,0.00087,0.00135,-0.00759,385.600,2.5647,0.00739,0,1,1,0,0.327,0.760,0.036,nan,nan,nan,nan,nan,nan,0,0.1728,0.0000,0.13025,2.36446,3.5847,0.45198,0.0000,0.0000,5.698,0.00000,0.0000
0.3862,move->d,0.1999,0.367472,-0.048895,-0.387149,0.636544,1.435627,-0.058196,1.580033,0.589135,0.363049,-0.037507,-0.407150,0.581107,1.454557,-0.045117,1.576329,0.545049,0.244359,0.077191,0.237098,3.137213,0.524894,3.141017,-0.00001,-0.09997,-0.00006,-0.00170,0.00225,-0.00055,390.566,2.7265,0.01709,0,1,1,0,0.336,0.745,0.032,nan,nan,nan,nan,nan,nan,0,0.1685,0.0000,0.13032,2.29738,3.6290,0.46254,0.0000,0.0000,5.674,0.00000,0.0000
0.3912,move->d,0.2007,0.371887,-0.049443,-0.383985,0.644394,1.432905,-0.060783,1.580472,0.596242,0.367472,-0.040998,-0.404271,0.590724,1.451346,-0.045658,1.576469,0.547091,0.244364,0.083310,0.237080,3.139052,0.524756,-3.137239,-0.00001,-0.09998,-0.00005,0.00148,0.00198,-0.00856,396.684,2.6253,0.02107,0,1,1,0,0.344,0.720,0.027,nan,nan,nan,nan,nan,nan,0,0.1643,0.0000,0.13040,2.36744,3.6732,0.47302,0.0000,0.0000,5.680,0.00000,0.0000
0.3962,move->d,0.2015,0.376294,-0.049542,-0.380583,0.652244,1.430082,-0.063726,1.580974,0.603636,0.371887,-0.042586,-0.401879,0.597496,1.449077,-0.047595,1.576992,0.555940,0.244411,0.088549,0.237065,3.137538,0.524720,-3.141492,-0.00002,-0.09998,-0.00005,-0.00114,0.00190,-0.00157,401.923,2.6870,0.02133,0,1,1,0,0.359,0.696,0.020,nan,nan,nan,nan,nan,nan,0,0.1601,0.0000,0.13047,2.43479,3.7174,0.48375,0.0000,0.0000,5.688,0.00000,0.0000
0.4012,move->d,0.2023,0.380694,-0.049191,-0.376838,0.660094,1.427139,-0.067118,1.581497,0.611480,0.376294,-0.044628,-0.398965,0.606676,1.445988,-0.048869,1.577289,0.559937,0.244336,0.094633,0.237059,3.138708,0.524671,-3.137899,0.00000,-0.09998,-0.00004,0.00088,0.00181,-0.00759,408.007,2.6108,0.02746,0,1,1,0,0.385,0.688,0.016,nan,nan,nan,nan,nan,nan,0,0.1561,0.0000,0.13054,2.53992,3.7614,0.49469,0.0000,0.0000,5.680,0.00000,0.0000
0.4062,move->d,0.2030,0.385086,-0.048698,-0.373121,0.667944,1.424237,-0.070548,1.582062,0.619330,0.380694,-0.045815,-0.397132,0.612942,1.443928,-0.051749,1.577935,0.567738,0.244480,0.099487,0.237205,3.138495,0.525434,-3.141123,-0.00003,-0.09998,-0.00008,0.00052,0.00333,-0.00135,412.861,2.7016,0.02809,0,1,1,0,0.419,0.703,0.022,nan,nan,nan,nan,nan,nan,0,0.1522,0.0000,0.13061,2.54113,3.8054,0.50595,0.0000,0.0000,5.691,0.00000,0.0000
0.4112,move->d,0.2038,0.389471,-0.048236,-0.369409,0.675794,1.421364,-0.074006,1.582624,0.627180,0.385086,-0.047543,-0.392909,0.623763,1.440106,-0.052552,1.578092,0.572241,0.244245,0.106341,0.237026,3.139026,0.524509,-3.136028,0.00002,-0.09998,-0.00003,0.00143,0.00148,-0.01101,419.716,2.6980,0.03603,0,1,1,0,0.458,0.741,0.034,nan,nan,nan,nan,nan,nan,0,0.1484,0.0000,0.13067,2.54144,3.8493,0.51729,0.0000,0.0000,5.674,0.00000,0.0000
0.4162,move->d,0.2045,0.393849,-0.047680,-0.365626,0.683644,1.418485,-0.077561,1.583192,0.635030,0.389471,-0.048154,-0.390779,0.628406,1.438413,-0.055606,1.578738,0.582137,0.244461,0.110844,0.237078,3.137139,0.524800,3.140224,-0.00003,-0.09998,-0.00005,-0.00183,0.00206,0.00097,424.218,2.7151,0.04030,0,1,1,0,0.497,0.797,0.047,nan,nan,nan,nan,nan,nan,0,0.1447,0.0000,0.13074,2.55264,3.8932,0.52871,0.0000,0.0000,5.672,0.00000,0.0000
0.4212,move->d,0.2052,0.398219,-0.047176,-0.361852,0.691494,1.415637,-0.081131,1.583758,0.642880,0.393849,-0.049183,-0.386922,0.639279,1.434643,-0.056653,1.578895,0.585418,0.244142,0.117798,0.236985,3.138520,0.524311,-3.135721,0.00005,-0.09998,-0.00002,0.00055,0.00109,-0.01213,431.172,2.8425,0.04864,0,1,1,0,0.527,0.855,0.071,nan,nan,nan,nan,nan,nan,0,0.1411,0.0000,0.13081,2.55181,3.9369,0.54023,0.0000,0.0000,5.653,0.00000,0.0000
0.4262,move->d,0.2059,0.402581,-0.046634,-0.358032,0.699344,1.412791,-0.084759,1.584327,0.650730,0.398219,-0.049602,-0.383676,0.646208,1.432235,-0.060825,1.579506,0.592906,0.244406,0.122661,0.237027,3.139350,0.524715,-3.137183,-0.00002,-0.09998,-0.00003,0.00199,0.00190,-0.00838,436.035,2.8633,0.05344,0,1,1,0,0.544,0.882,0.107,nan,nan,nan,nan,nan,nan,0,0.1376,0.0000,0.13087,2.55873,3.9806,0.55183,0.0000,0.0000,5.649,0.00000,0.0000
0.4312,move->d,0.2066,0.406936,-0.046060,-0.354185,0.707194,1.409969,-0.088455,1.584895,0.658580,0.402581,-0.049707,-0.379871,0.654359,1.429058,-0.062692,1.579890,0.601423,0.244246,0.128808,0.236930,3.137538,0.524079,-3.138185,0.00002,-0.09998,-0.00001,-0.00114,0.00062,-0.00819,442.182,2.8251,0.06033,0,1,1,0,0.544,0.855,0.139,nan,nan,nan,nan,nan,nan,0,0.1341,0.0000,0.13094,2.56419,4.0242,0.56351,0.0000,0.0000,5.636,0.00000,0.0000
0.4362,move->d,0.2072,0.411283,-0.045399,-0.350263,0.715044,1.407137,-0.092242,1.585474,0.666430,0.406936,-0.049480,-0.378073,0.658076,1.427627,-0.066602,1.580657,0.610324,0.244549,0.132958,0.237101,3.136626,0.524943,3.138976,-0.00005,-0.09998,-0.00005,-0.00272,0.00235,0.00295,446.332,2.8142,0.06435,0,1,1,0,0.518,0.768,0.154,nan,nan,nan,nan,nan,nan,0,0.1308,0.0000,0.13101,2.57599,4.0678,0.57526,0.0000,0.0000,5.634,0.00000,0.0000
0.4412,move->d,0.2079,0.415623,-0.044801,-0.346369,0.722894,1.404356,-0.096038,1.586042,0.674280,0.411283,-0.049288,-0.372872,0.669596,1.423316,-0.068068,1.580902,0.614286,0.244082,0.140332,0.236867,3.137581,0.523675,-3.135964,0.00006,-0.09998,0.00000,-0.00107,-0.00019,-0.01258,453.705,2.9876,0.07341,0,1,1,0,0.455,0.622,0.156,nan,nan,nan,nan,nan,nan,0,0.1275,0.0000,0.13108,2.57262,4.1112,0.58709,0.0000,0.0000,5.613,0.00000,0.0000
0.4462,move->d,0.2085,0.419956,-0.044150,-0.342414,0.730744,1.401569,-0.099899,1.586614,0.682130,0.415623,-0.048834,-0.368369,0.678078,1.420244,-0.074997,1.581879,0.625072,0.244580,0.144980,0.237017,3.138858,0.524699,-3.138788,-0.00005,-0.09998,-0.00003,0.00114,0.00186,-0.00566,458.353,2.8194,0.07730,0,1,1,0,0.371,0.449,0.158,nan,nan,nan,nan,nan,nan,0,0.1243,0.0000,0.13115,2.58169,4.1546,0.59898,0.0000,0.0000,5.612,0.00000,0.0000
0.4512,move->d,0.2091,0.424281,-0.043425,-0.338404,0.738594,1.398795,-0.103852,1.587193,0.689980,0.419956,-0.048764,-0.365769,0.683471,1.418342,-0.077458,1.582176,0.634322,0.244627,0.150128,0.236998,3.136529,0.524711,3.139646,-0.00006,-0.09998,-0.00003,-0.00289,0.00189,0.00151,463.501,2.7392,0.08290,0,1,1,0,0.296,0.289,0.173,nan,nan,nan,nan,nan,nan,0,0.1212,0.0000,0.13121,2.59164,4.1979,0.61095,0.0000,0.0000,5.604,0.00000,0.0000
0.4562,move->d,0.2097,0.428598,-0.042728,-0.334389,0.746444,1.396050,-0.107824,1.587765,0.697830,0.424281,-0.048363,-0.360655,0.693280,1.414677,-0.081996,1.582822,0.639611,0.244685,0.156018,0.236937,3.138845,0.524525,-3.138632,-0.00007,-0.09998,-0.00001,0.00112,0.00152,-0.00598,469.391,2.8860,0.08948,0,1,1,0,0.256,0.155,0.193,nan,nan,nan,nan,nan,nan,0,0.1182,0.0000,0.13128,2.59217,4.2412,0.62298,0.0000,0.0000,5.592,0.00000,0.0000
0.4612,move->d,0.2103,0.432908,-0.041962,-0.330329,0.754294,1.393326,-0.111885,1.588338,0.705680,0.428598,-0.048171,-0.357391,0.699336,1.412478,-0.084439,1.583171,0.649193,0.244655,0.161405,0.236821,3.136289,0.524061,3.140225,-0.00007,-0.09998,0.00001,-0.00331,0.00059,0.00012,474.778,2.7867,0.09541,0,1,1,0,0.257,0.042,0.201,nan,nan,nan,nan,nan,nan,0,0.1152,0.0000,0.13135,2.60114,4.2844,0.63507,0.0000,0.0000,5.583,0.00000,0.0000
0.4662,move->d,0.2108,0.437210,-0.041173,-0.326262,0.762144,1.390645,-0.115999,1.588895,0.713530,0.432908,-0.047333,-0.351108,0.708290,1.409406,-0.088890,1.583712,0.658495,0.244653,0.167148,0.236338,3.135967,0.522292,3.139941,-0.00007,-0.09998,0.00011,-0.00387,-0.00295,0.00036,480.521,2.7035,0.10145,0,1,1,0,0.284,-0.054,0.202,nan,nan,nan,nan,nan,nan,0,0.1124,0.0000,0.13142,2.60392,4.3274,0.64723,0.0000,0.0000,5.574,0.00000,0.0000
0.4712,move->d,0.2114,0.441505,-0.040354,-0.322139,0.769994,1.387967,-0.120175,1.589465,0.721380,0.437210,-0.046845,-0.348333,0.716702,1.406526,-0.093515,1.584410,0.666943,0.244738,0.172559,0.236654,3.136381,0.523896,3.139768,-0.00008,-0.09998,0.00005,-0.00315,0.00026,0.00112,485.932,2.6693,0.10722,0,1,1,0,0.318,-0.140,0.211,nan,nan,nan,nan,nan,nan,0,0.1095,0.0000,0.13149,2.61244,4.3705,0.65943,0.0000,0.0000,5.565,0.00000,0.0000
0.4762,move->d,0.2119,0.445793,-0.039488,-0.317969,0.777844,1.385305,-0.124423,1.590040,0.729230,0.441505,-0.046496,-0.345959,0.721990,1.404728,-0.096464,1.584899,0.673976,0.244775,0.177542,0.236699,3.135642,0.524255,3.137682,-0.00009,-0.09998,0.00004,-0.00443,0.00099,0.00455,490.915,2.7504,0.11288,0,1,1,0,0.365,-0.210,0.224,nan,nan,nan,nan,nan,nan,0,0.1068,0.0000,0.13156,2.62084,4.4134,0.67169,0.0000,0.0000,5.557,0.00000,0.0000
0.4812,move->d,0.2124,0.450073,-0.038656,-0.313820,0.785694,1.382701,-0.128693,1.590597,0.737080,0.445793,-0.045588,-0.340060,0.732567,1.401063,-0.099536,1.585283,0.680102,0.244384,0.184272,0.236300,3.136003,0.522630,-3.140304,-0.00001,-0.09998,0.00012,-0.00380,-0.00228,-0.00548,497.645,2.8148,0.12093,0,1,1,0,0.438,-0.247,0.219,nan,nan,nan,nan,nan,nan,0,0.1041,0.0000,0.13163,2.61873,4.4563,0.68402,0.0000,0.0000,5.539,0.00000,0.0000
0.4862,move->d,0.2129,0.454345,-0.037824,-0.309660,0.793544,1.380136,-0.133006,1.591147,0.744930,0.450073,-0.044576,-0.335435,0.741870,1.397956,-0.103376,1.585963,0.687642,0.244126,0.190320,0.236130,3.136184,0.522111,-3.138024,0.00004,-0.09998,0.00015,-0.00349,-0.00332,-0.00986,503.693,2.8326,0.12783,0,1,1,0,0.528,-0.248,0.190,nan,nan,nan,nan,nan,nan,0,0.1015,0.0000,0.13170,2.62127,4.4991,0.69637,0.0000,0.0000,5.526,0.00000,0.0000
0.4912,move->d,0.2134,0.458610,-0.037442,-0.305788,0.801280,1.377602,-0.136921,1.591726,0.752330,0.454345,-0.044576,-0.335435,0.741870,1.397956,-0.103376,1.585963,0.687642,0.244126,0.194592,0.236130,3.136184,0.522111,-3.138024,0.00004,-0.09998,0.00015,-0.00349,-0.00332,-0.00986,507.965,3.2824,0.14458,0,1,1,0,0.615,-0.225,0.141,nan,nan,nan,nan,nan,nan,0,0.0990,0.0000,0.13177,2.48897,4.5418,0.70877,0.0000,0.0000,5.491,0.00000,0.0000
0.4962,move->d,0.2139,0.462867,-0.036611,-0.301633,0.809130,1.375174,-0.141286,1.592217,0.760180,0.458610,-0.043022,-0.327179,0.758206,1.392406,-0.111806,1.586993,0.703821,0.244092,0.201513,0.236071,3.135682,0.522359,-3.137758,0.00005,-0.09998,0.00016,-0.00436,-0.00282,-0.01089,514.886,2.7793,0.14036,0,1,1,0,0.685,-0.187,0.078,nan,nan,nan,nan,nan,nan,0,0.0965,0.0000,0.13184,2.62029,4.5844,0.72084,0.0000,0.0000,5.505,0.00000,0.0000
0.5012,move->d,0.2144,0.467117,-0.036195,-0.297928,0.816530,1.373197,-0.145202,1.592462,0.767580,0.462867,-0.043022,-0.327179,0.758206,1.392406,-0.111806,1.586993,0.703821,0.244092,0.205771,0.236071,3.135682,0.522359,-3.137758,0.00005,-0.09998,0.00016,-0.00436,-0.00282,-0.01089,519.144,3.2291,0.00000,0,1,1,0,0.728,-0.149,0.008,nan,nan,nan,nan,nan,nan,0,0.0941,0.0000,0.13191,1.37041,4.6270,0.73329,0.0000,0.0000,5.388,0.00000,0.0000
1.6929,move->d,0.2148,0.471360,-0.035329,-0.293818,0.824380,1.370959,-0.149567,1.592879,0.775430,0.467117,-0.040736,-0.317022,0.779063,1.385006,-0.126257,1.589070,0.729548,0.244639,0.212397,0.236570,3.134657,0.525210,3.139945,-0.00006,-0.09998,0.00006,-0.00613,0.00289,-0.00096,525.769,2.1791,0.15170,0,1,1,0,0.749,-0.119,-0.053,nan,nan,nan,nan,nan,nan,0,0.0918,0.0000,0.13200,2.61208,4.6695,0.74509,0.0000,0.0000,5.499,0.00000,0.0000
1.6979,move->d,0.2153,0.475595,-0.034391,-0.289517,0.832230,1.368541,-0.154154,1.593426,0.783280,0.471360,-0.039619,-0.311000,0.789779,1.381288,-0.128177,1.589419,0.734906,0.243854,0.219610,0.236035,3.133971,0.522774,-3.136970,0.00009,-0.09998,0.00016,-0.00732,-0.00200,-0.01418,532.983,2.3219,0.15992,0,1,1,0,0.765,-0.085,-0.081,nan,nan,nan,nan,nan,nan,0,0.0895,0.0000,0.13209,2.64846,4.7119,0.75756,0.0000,0.0000,5.469,0.00000,0.0000
1.7029,move->d,0.2157,0.479822,-0.033362,-0.285122,0.840080,1.366115,-0.158841,1.593994,0.791130,0.475595,-0.039165,-0.308714,0.794456,1.379543,-0.133762,1.590152,0.744523,0.244451,0.223683,0.236442,3.133189,0.524849,3.140360,-0.00002,-0.09998,0.00008,-0.00867,0.00217,-0.00326,537.055,2.2206,0.16396,0,1,1,0,0.786,-0.058,-0.074,nan,nan,nan,nan,nan,nan,0,0.0872,0.0000,0.13216,2.66417,4.7542,0.77017,0.0000,0.0000,5.467,0.00000,0.0000
1.7079,move->d,0.2161,0.484042,-0.032349,-0.280737,0.847930,1.363748,-0.163562,1.594550,0.798980,0.479822,-0.037315,-0.299045,0.812695,1.374150,-0.141738,1.590990,0.759672,0.243926,0.231410,0.235942,3.132469,0.523562,-3.139260,0.00007,-0.09998,0.00017,-0.00993,-0.00042,-0.01110,544.783,1.8024,0.17201,0,1,1,0,0.813,-0.052,-0.039,nan,nan,nan,nan,nan,nan,0,0.0850,0.0000,0.13223,2.66425,4.7965,0.78285,0.0000,0.0000,5.449,0.00000,0.0000
1.7129,move->d,0.2166,0.488254,-0.031316,-0.276310,0.855780,1.361403,-0.168341,1.595115,0.806830,0.484042,-0.034750,-0.286723,0.835699,1.367361,-0.156120,1.592316,0.781977,0.244101,0.238932,0.235838,3.132407,0.524644,-3.138528,0.00004,-0.09999,0.00019,-0.01003,0.00174,-0.01263,552.305,0.9742,0.17846,0,1,1,0,0.835,-0.067,0.008,nan,nan,nan,nan,nan,nan,0,0.0829,0.0000,0.13230,2.67142,4.8387,0.79555,0.0000,0.0000,5.438,0.00000,0.0000
1.7179,move->d,0.2170,0.492459,-0.030210,-0.271832,0.863630,1.359090,-0.173218,1.595690,0.814680,0.488254,-0.033388,-0.279410,0.849050,1.362980,-0.163310,1.593433,0.799099,0.243910,0.245408,0.235705,3.128739,0.524363,3.139986,0.00008,-0.09999,0.00021,-0.01638,0.00121,-0.00696,558.782,0.4430,0.18496,0,1,1,0,0.850,-0.096,0.039,nan,nan,nan,nan,nan,nan,0,0.0808,0.0000,0.13237,2.68290,4.8808,0.80830,0.0000,0.0000,5.426,0.00000,0.0000
1.7229,move->d,0.2174,0.496657,-0.029060,-0.267317,0.871480,1.356815,-0.178177,1.596274,0.822530,0.492459,-0.031032,-0.267559,0.870937,1.356348,-0.175318,1.594812,0.822068,0.243613,0.253363,0.235465,3.125481,0.524223,3.138281,0.00013,-0.09999,0.00025,-0.02202,0.00095,-0.00681,566.737,0.4233,0.19253,0,1,1,0,0.856,-0.130,0.041,nan,nan,nan,nan,nan,nan,0,0.0788,0.0000,0.13245,2.69158,4.9228,0.82110,0.0000,0.0000,5.410,0.00000,0.0000
1.7279,move->d,0.2177,0.500847,-0.027885,-0.262767,0.879330,1.354573,-0.183197,1.596864,0.830380,0.496657,-0.030247,-0.264173,0.877831,1.354183,-0.179018,1.595231,0.828822,0.243496,0.258815,0.235496,3.124495,0.524541,3.138292,0.00015,-0.09999,0.00024,-0.02373,0.00159,-0.00782,572.189,0.3639,0.19922,0,1,1,0,0.852,-0.175,0.024,nan,nan,nan,nan,nan,nan,0,0.0769,0.0000,0.13252,2.69866,4.9648,0.83394,0.0000,0.0000,5.398,0.00000,0.0000
1.7329,move->d,0.2181,0.505029,-0.026707,-0.258198,0.887180,1.352374,-0.188264,1.597454,0.838230,0.500847,-0.029374,-0.260263,0.885789,1.351618,-0.182841,1.595789,0.834808,0.243239,0.264567,0.235486,3.124040,0.524602,3.140341,0.00019,-0.09999,0.00024,-0.02452,0.00169,-0.01238,577.942,0.3701,0.20643,0,1,1,0,0.846,-0.235,0.002,nan,nan,nan,nan,nan,nan,0,0.0749,0.0000,0.13259,2.70284,5.0067,0.84683,0.0000,0.0000,5.383,0.00000,0.0000
1.7379,move->d,0.2185,0.509204,-0.025549,-0.253641,0.895030,1.350241,-0.193364,1.598031,0.846080,0.505029,-0.027698,-0.258832,0.888041,1.350780,-0.182073,1.595528,0.835035,0.242577,0.270159,0.235244,3.123127,0.523305,-3.139101,0.00030,-0.09999,0.00028,-0.02611,-0.00095,-0.02076,583.535,0.3547,0.21464,0,1,1,0,0.878,-0.273,0.040,nan,nan,nan,nan,nan,nan,0,0.0731,0.0000,0.13267,2.70263,5.0485,0.85974,0.0000,0.0000,5.364,0.00000,0.0000
1.7429,move->d,0.2188,0.513372,-0.024357,-0.249046,0.902880,1.348146,-0.198537,1.598621,0.853930,0.509204,-0.027437,-0.259670,0.886278,1.351164,-0.179856,1.593486,0.834459,0.242666,0.275035,0.235366,3.120323,0.523645,-3.139973,0.00028,-0.09999,0.00026,-0.03096,-0.00026,-0.02183,588.411,0.7739,0.22223,0,1,1,0,0.976,-0.378,0.232,nan,nan,nan,nan,nan,nan,0,0.0712,0.0000,0.13274,2.71114,5.0903,0.87268,0.0000,0.0000,5.348,0.00000,0.0000
1.7479,move->d,0.2192,0.517531,-0.023128,-0.244420,0.910730,1.346092,-0.203774,1.599209,0.861780,0.513372,-0.027768,-0.259862,0.884603,1.351461,-0.178792,1.593084,0.833779,0.242776,0.279044,0.235299,3.119483,0.523152,-3.141276,0.00026,-0.09999,0.00027,-0.03242,-0.00123,-0.02005,592.420,1.1546,0.22811,0,1,1,0,1.087,-0.802,0.551,nan,nan,nan,nan,nan,nan,0,0.0695,0.0000,0.13282,2.71835,5.1319,0.88566,0.0000,0.0000,5.339,0.00000,0.0000
1.7529,move->d,0.2195,0.521684,-0.021871,-0.239756,0.918580,1.344070,-0.209063,1.599792,0.869630,0.517531,-0.027698,-0.261171,0.883154,1.352490,-0.178530,1.593695,0.832923,0.242667,0.282525,0.235226,3.120742,0.523211,-3.141563,0.00028,-0.09999,0.00028,-0.03024,-0.00110,-0.01822,595.901,1.6534,0.23295,0,1,1,0,1.126,-1.766,0.864,nan,nan,nan,nan,nan,nan,0,0.0677,0.0000,0.13289,2.72522,5.1735,0.89867,0.0000,0.0000,5.333,0.00000,0.0000
