t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0009,move->d,none,0.0000,0.000000,-0.025779,-0.543269,0.001047,1.597989,0.028100,1.066449,1.555734,-0.000000,-0.025779,-0.543269,0.001047,1.597989,0.028100,1.066449,1.555734,0.197059,-0.399505,0.379451,3.128628,-0.550035,-3.137956,0.00000,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,1,0.154,0.984,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.001956,0.154,0.984,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.0002,1.0000,0.12968,0.00000,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0070,move->d,none,0.0001,0.000000,-0.025778,-0.543268,0.001047,1.597989,0.028100,1.066449,1.555734,-0.000000,-0.025813,-0.543304,0.001030,1.597936,0.028065,1.066449,1.555734,0.197058,-0.399524,0.379475,3.128656,-0.549949,-3.138037,0.00000,0.00004,-0.00005,0.00005,0.00017,0.00013,0.00000,0.00004,-0.00005,0.00005,0.00017,0.00013,-0.00010,-0.00260,0.00326,-0.00320,-0.01178,-0.00911,0.031,0.0030,0.00000,0,0,0,0,0.150,0.981,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006048,0.000718,0.109,0.951,0.394,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002754,nan,nan,nan,0,0,0,,0,0,0,0.0204,1.0000,0.12968,0.00017,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0129,move->d,none,0.0003,0.000000,-0.025778,-0.543269,0.001047,1.597990,0.028100,1.066449,1.555734,-0.000000,-0.025813,-0.543216,0.001047,1.597936,0.028082,1.066449,1.555734,0.197070,-0.399516,0.379458,3.128645,-0.550036,-3.138009,-0.00002,0.00002,-0.00001,0.00003,-0.00000,0.00009,-0.00002,0.00002,-0.00001,0.00003,-0.00000,0.00009,0.00207,0.00135,-0.00291,0.00143,0.01476,0.00399,0.017,0.0030,0.00000,0,0,0,0,0.153,0.991,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005928,0.000747,0.214,1.119,0.497,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001414,nan,nan,nan,0,0,0,,0,0,0,0.0401,1.0000,0.12968,0.00017,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0187,move->d,none,0.0006,0.000000,-0.025778,-0.543269,0.001048,1.597990,0.028101,1.066449,1.555734,-0.000000,-0.025813,-0.543234,0.000995,1.597936,0.028082,1.066449,1.555734,0.197068,-0.399528,0.379462,3.128614,-0.550018,-3.138037,-0.00002,0.00005,-0.00002,-0.00002,0.00004,0.00018,-0.00002,0.00005,-0.00002,-0.00002,0.00004,0.00018,-0.00046,-0.00229,0.00066,0.00489,-0.00333,-0.00823,0.027,0.0031,0.00000,0,0,0,0,0.160,1.007,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005769,0.001062,0.214,1.119,0.497,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000347,nan,nan,nan,0,0,0,,0,0,0,0.0593,1.0000,0.12968,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0247,move->d,none,0.0010,0.000000,-0.025778,-0.543269,0.001048,1.597991,0.028101,1.066449,1.555734,-0.000000,-0.025761,-0.543286,0.001047,1.597936,0.028082,1.066449,1.555717,0.197061,-0.399507,0.379472,3.128665,-0.549966,-3.137957,-0.00000,0.00000,-0.00004,0.00006,0.00014,-0.00004,-0.00000,0.00000,-0.00004,0.00006,0.00014,-0.00004,-0.00123,0.00369,0.00173,-0.00736,-0.00880,0.01809,0.021,0.0031,0.00000,0,0,0,0,0.157,1.015,0.444,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005997,0.001184,0.087,1.014,0.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000788,nan,nan,nan,0,0,0,,0,0,0,0.0793,1.0000,0.12968,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0309,move->d,none,0.0015,0.000000,-0.025778,-0.543269,0.001048,1.597991,0.028101,1.066449,1.555734,-0.000000,-0.025813,-0.543269,0.001030,1.597936,0.028082,1.066449,1.555734,0.197063,-0.399520,0.379468,3.128637,-0.549983,-3.138019,-0.00001,0.00003,-0.00003,0.00001,0.00010,0.00012,-0.00001,0.00003,-0.00003,0.00001,0.00010,0.00012,0.00038,-0.00209,-0.00053,0.00386,0.00273,-0.01211,0.023,0.0031,0.00000,0,0,0,0,0.149,1.020,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006221,0.001256,0.087,1.014,0.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000231,nan,nan,nan,0,0,0,,0,0,0,0.1001,1.0000,0.12968,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0408,move->d,none,0.0022,0.000000,-0.025777,-0.543269,0.001048,1.597991,0.028101,1.066449,1.555734,-0.000000,-0.025831,-0.543286,0.001047,1.597971,0.028082,1.066449,1.555734,0.197058,-0.399519,0.379460,3.128647,-0.550001,-3.138027,0.00000,0.00003,-0.00002,0.00003,0.00007,0.00012,0.00000,0.00003,-0.00002,0.00003,0.00007,0.00012,-0.00056,0.00009,-0.00087,-0.00093,0.00191,-0.00027,0.017,0.0031,0.00000,0,0,0,0,0.149,1.031,0.451,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.009863,0.001838,0.175,1.068,0.492,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001039,nan,nan,nan,0,0,0,,0,0,0,0.1330,1.0000,0.12968,0.00011,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0474,move->d,none,0.0029,0.000000,-0.025777,-0.543269,0.001048,1.597991,0.028102,1.066449,1.555734,-0.000000,-0.025831,-0.543286,0.001047,1.597971,0.028082,1.066449,1.555734,0.197058,-0.399519,0.379460,3.128647,-0.550001,-3.138027,0.00000,0.00003,-0.00002,0.00003,0.00007,0.00012,0.00000,0.00003,-0.00002,0.00003,0.00007,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.017,0.0031,0.00000,0,0,0,0,0.151,1.031,0.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006646,0.000716,0.159,0.999,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.1551,1.0000,0.12968,0.00011,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0536,move->d,none,0.0038,0.000000,-0.025777,-0.543268,0.001048,1.597991,0.028102,1.066449,1.555734,-0.000000,-0.025779,-0.543286,0.001047,1.597989,0.028082,1.066414,1.555734,0.197063,-0.399509,0.379460,3.128647,-0.549983,-3.137975,-0.00001,0.00001,-0.00002,0.00003,0.00010,0.00002,-0.00001,0.00001,-0.00002,0.00003,0.00010,0.00002,0.00095,0.00194,-0.00012,0.00001,-0.00333,0.00983,0.010,0.0020,0.00000,0,0,0,0,0.144,1.022,0.448,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006149,0.001622,0.074,0.930,0.404,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000374,nan,nan,nan,0,0,0,,0,0,0,0.1756,1.0000,0.12968,0.00009,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0591,move->d,none,0.0048,0.000000,-0.025777,-0.543268,0.001048,1.597991,0.028102,1.066449,1.555734,-0.000000,-0.025779,-0.543286,0.001047,1.597989,0.028082,1.066414,1.555734,0.197063,-0.399509,0.379460,3.128647,-0.549983,-3.137975,-0.00001,0.00001,-0.00002,0.00003,0.00010,0.00002,-0.00001,0.00001,-0.00002,0.00003,0.00010,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.010,0.0020,0.00000,0,0,0,0,0.137,1.020,0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005584,0.001046,0.097,1.059,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.1942,1.0000,0.12968,0.00009,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0654,move->d,none,0.0059,0.000000,-0.025777,-0.543268,0.001048,1.597992,0.028102,1.066450,1.555734,-0.000000,-0.025779,-0.543269,0.001030,1.597936,0.028065,1.066414,1.555752,0.197069,-0.399516,0.379473,3.128638,-0.549949,-3.138003,-0.00002,0.00002,-0.00004,0.00002,0.00017,0.00008,-0.00002,0.00002,-0.00004,0.00002,0.00017,0.00008,0.00113,-0.00122,0.00239,0.00136,-0.00601,-0.00566,0.027,0.0032,0.00000,0,0,0,0,0.137,1.027,0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006228,0.001510,0.170,1.104,0.505,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002644,nan,nan,nan,0,0,0,,0,0,0,0.2150,1.0000,0.12968,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0712,move->d,none,0.0070,0.000000,-0.025776,-0.543268,0.001048,1.597993,0.028102,1.066450,1.555734,-0.000000,-0.025779,-0.543269,0.001030,1.597936,0.028065,1.066414,1.555752,0.197069,-0.399516,0.379473,3.128638,-0.549949,-3.138003,-0.00002,0.00002,-0.00004,0.00002,0.00017,0.00008,-0.00002,0.00002,-0.00004,0.00002,0.00017,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.027,0.0032,0.00000,0,0,0,0,0.139,1.031,0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005796,0.001163,0.163,1.030,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.2343,1.0000,0.12968,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0769,move->d,none,0.0083,0.000000,-0.025776,-0.543268,0.001048,1.597993,0.028103,1.066450,1.555734,-0.000000,-0.025813,-0.543269,0.001065,1.597971,0.028065,1.066414,1.555734,0.197067,-0.399516,0.379462,3.128675,-0.549984,-3.138019,-0.00002,0.00002,-0.00002,0.00008,0.00010,0.00008,-0.00002,0.00002,-0.00002,0.00008,0.00010,0.00008,-0.00047,0.00003,-0.00198,-0.00548,0.00603,0.00070,0.017,0.0021,0.00000,0,0,0,0,0.134,1.024,0.448,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005771,0.001069,0.075,0.934,0.426,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001935,nan,nan,nan,0,0,0,,0,0,0,0.2535,1.0000,0.12968,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0832,move->d,none,0.0097,0.000000,-0.025776,-0.543269,0.001048,1.597993,0.028103,1.066451,1.555734,-0.000000,-0.025813,-0.543216,0.001047,1.597971,0.028082,1.066414,1.555734,0.197074,-0.399516,0.379452,3.128645,-0.550036,-3.138009,-0.00003,0.00002,-0.00000,0.00003,-0.00000,0.00009,-0.00003,0.00002,-0.00000,0.00003,-0.00000,0.00009,0.00125,-0.00006,-0.00174,0.00436,0.00883,-0.00108,0.019,0.0030,0.00000,0,0,0,0,0.134,1.023,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006292,0.001500,0.157,1.048,0.419,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000830,nan,nan,nan,0,0,0,,0,0,0,0.2745,1.0000,0.12968,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0892,move->d,none,0.0111,0.000000,-0.025776,-0.543269,0.001048,1.597993,0.028104,1.066451,1.555733,-0.000000,-0.025813,-0.543286,0.001047,1.597971,0.028082,1.066414,1.555734,0.197064,-0.399516,0.379465,3.128647,-0.549966,-3.138010,-0.00001,0.00002,-0.00003,0.00003,0.00014,0.00009,-0.00001,0.00002,-0.00003,0.00003,0.00014,0.00009,-0.00157,0.00004,0.00223,-0.00029,-0.01130,0.00000,0.019,0.0021,0.00000,0,0,0,0,0.138,1.029,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005916,0.001236,0.178,1.099,0.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001077,nan,nan,nan,0,0,0,,0,0,0,0.2942,1.0000,0.12968,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0950,move->d,none,0.0127,0.000000,-0.025776,-0.543269,0.001048,1.597993,0.028104,1.066451,1.555734,-0.000000,-0.025779,-0.543269,0.001047,1.597989,0.028065,1.066449,1.555734,0.197059,-0.399513,0.379451,3.128663,-0.550036,-3.137992,0.00000,0.00002,0.00000,0.00006,-0.00000,0.00003,0.00000,0.00002,0.00000,0.00006,-0.00000,0.00003,-0.00094,0.00053,-0.00249,-0.00240,0.01212,0.00469,0.008,0.0022,0.00000,0,0,0,0,0.146,1.029,0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005832,0.001296,0.219,0.996,0.487,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002618,nan,nan,nan,0,0,0,,0,0,0,0.3137,1.0000,0.12968,0.00007,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1008,move->d,none,0.0144,0.000000,-0.025776,-0.543268,0.001048,1.597993,0.028104,1.066451,1.555734,-0.000000,-0.025779,-0.543304,0.001065,1.597971,0.028082,1.066414,1.555734,0.197062,-0.399505,0.379469,3.128658,-0.549949,-3.137966,-0.00001,-0.00000,-0.00004,0.00005,0.00017,-0.00001,-0.00001,-0.00000,-0.00004,0.00005,0.00017,-0.00001,0.00051,0.00136,0.00297,0.00074,-0.01458,0.00380,0.018,0.0021,0.00000,0,0,0,0,0.141,1.022,0.442,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005766,0.001059,0.035,0.934,0.379,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002779,nan,nan,nan,0,0,0,,0,0,0,0.3329,1.0000,0.12968,0.00013,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1066,move->d,none,0.0161,0.000000,-0.025776,-0.543269,0.001048,1.597993,0.028104,1.066451,1.555734,-0.000000,-0.025779,-0.543234,0.001065,1.597971,0.028082,1.066449,1.555734,0.197065,-0.399505,0.379450,3.128655,-0.550053,-3.137964,-0.00001,0.00000,0.00000,0.00005,-0.00004,-0.00001,-0.00001,0.00000,0.00000,0.00005,-0.00004,-0.00001,0.00054,-0.00001,-0.00308,0.00036,0.01709,0.00014,0.006,0.0020,0.00000,0,0,0,0,0.133,1.018,0.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005850,0.000801,0.070,1.025,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002346,nan,nan,nan,0,0,0,,0,0,0,0.3524,1.0000,0.12968,0.00009,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1127,move->d,none,0.0180,0.000000,-0.025776,-0.543269,0.001048,1.597994,0.028104,1.066452,1.555733,-0.000000,-0.025813,-0.543234,0.001030,1.597936,0.028082,1.066414,1.555734,0.197074,-0.399520,0.379467,3.128636,-0.549983,-3.138019,-0.00003,0.00003,-0.00003,0.00001,0.00010,0.00012,-0.00003,0.00003,-0.00003,0.00001,0.00010,0.00012,0.00160,-0.00270,0.00291,0.00292,-0.01222,-0.01142,0.027,0.0033,0.00000,0,0,0,0,0.132,1.031,0.442,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006146,0.001203,0.174,1.179,0.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003344,nan,nan,nan,0,0,0,,0,0,0,0.3729,1.0000,0.12968,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1186,move->d,none,0.0200,0.000000,-0.025775,-0.543269,0.001048,1.597994,0.028104,1.066452,1.555734,-0.000000,-0.025779,-0.543269,0.001065,1.597936,0.028082,1.066449,1.555717,0.197063,-0.399506,0.379468,3.128675,-0.549984,-3.137965,-0.00001,0.00000,-0.00003,0.00008,0.00010,-0.00003,-0.00001,0.00000,-0.00003,0.00008,0.00010,-0.00003,-0.00195,0.00246,0.00028,-0.00579,0.00007,0.01295,0.018,0.0033,0.00000,0,0,0,0,0.133,1.033,0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005838,0.001278,0.149,0.990,0.487,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000801,nan,nan,nan,0,0,0,,0,0,0,0.3923,1.0000,0.12968,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1245,move->d,none,0.0220,0.000000,-0.025775,-0.543270,0.001048,1.597995,0.028105,1.066452,1.555733,-0.000000,-0.025831,-0.543216,0.001047,1.597971,0.028082,1.066449,1.555734,0.197067,-0.399519,0.379447,3.128644,-0.550071,-3.138025,-0.00002,0.00003,0.00001,0.00003,-0.00007,0.00012,-0.00002,0.00003,0.00001,0.00003,-0.00007,0.00012,0.00073,-0.00216,-0.00354,0.00426,0.01419,-0.01246,0.018,0.0032,0.00000,0,0,0,0,0.128,1.023,0.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005959,0.001083,0.066,0.896,0.352,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002615,nan,nan,nan,0,0,0,,0,0,0,0.4122,1.0000,0.12968,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1322,move->d,none,0.0242,0.000000,-0.025775,-0.543270,0.001048,1.597995,0.028105,1.066452,1.555734,-0.000000,-0.025761,-0.543234,0.001047,1.597919,0.028065,1.066414,1.555734,0.197076,-0.399510,0.379472,3.128665,-0.549966,-3.137976,-0.00003,0.00001,-0.00004,0.00006,0.00014,0.00000,-0.00003,0.00001,-0.00004,0.00006,0.00014,0.00000,0.00113,0.00133,0.00360,-0.00242,-0.01459,0.00845,0.027,0.0043,0.00000,0,0,0,0,0.137,1.031,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.007628,0.001717,0.218,1.132,0.472,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003644,nan,nan,nan,0,0,0,,0,0,0,0.4376,1.0000,0.12968,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1403,move->d,none,0.0265,0.000000,-0.025775,-0.543270,0.001048,1.597995,0.028106,1.066452,1.555733,-0.000000,-0.025779,-0.543234,0.001047,1.597971,0.028065,1.066449,1.555752,0.197065,-0.399512,0.379450,3.128645,-0.550054,-3.137991,-0.00001,0.00001,0.00000,0.00003,-0.00004,0.00005,-0.00001,0.00001,0.00000,0.00003,-0.00004,0.00005,-0.00128,-0.00022,-0.00271,0.00201,0.01057,-0.00312,0.009,0.0023,0.00000,0,0,0,0,0.140,1.034,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.008133,0.001434,0.133,1.029,0.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002975,nan,nan,nan,0,0,0,,0,0,0,0.4647,1.0000,0.12968,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1460,move->d,none,0.0290,0.000000,-0.025775,-0.543271,0.001048,1.597996,0.028106,1.066452,1.555734,-0.000000,-0.025813,-0.543216,0.001047,1.597936,0.028065,1.066466,1.555734,0.197067,-0.399520,0.379455,3.128663,-0.550054,-3.138026,-0.00002,0.00003,-0.00001,0.00006,-0.00004,0.00010,-0.00002,0.00003,-0.00001,0.00006,-0.00004,0.00010,0.00034,-0.00139,0.00092,-0.00252,-0.00001,-0.00424,0.018,0.0034,0.00000,0,0,0,0,0.136,1.022,0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005734,0.001207,0.084,0.877,0.364,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000974,nan,nan,nan,0,0,0,,0,0,0,0.4838,1.0000,0.12968,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1519,move->d,none,0.0315,0.000000,-0.025775,-0.543271,0.001048,1.597996,0.028106,1.066452,1.555734,-0.000000,-0.025761,-0.543234,0.001030,1.597971,0.028082,1.066414,1.555734,0.197071,-0.399510,0.379455,3.128635,-0.550018,-3.137966,-0.00003,0.00001,-0.00001,0.00001,0.00003,0.00001,-0.00003,0.00001,-0.00001,0.00001,0.00003,0.00001,0.00075,0.00170,-0.00004,0.00409,-0.00603,0.00761,0.014,0.0022,0.00000,0,0,0,0,0.133,1.020,0.427,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005832,0.001141,0.120,1.064,0.416,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000336,nan,nan,nan,0,0,0,,0,0,0,0.5033,1.0000,0.12968,0.00012,0.0000,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000001,0.000001,1,0.000001
0.1575,move->d,none,0.0341,0.000000,-0.025775,-0.543272,0.001048,1.597996,0.028106,1.066452,1.555734,-0.000001,-0.025813,-0.543216,0.001030,1.597971,0.028065,1.066466,1.555717,0.197064,-0.399526,0.379444,3.128669,-0.550088,-3.138035,-0.00001,0.00004,0.00001,0.00007,-0.00011,0.00012,-0.00001,0.00004,0.00001,0.00007,-0.00011,0.00012,-0.00128,-0.00279,-0.00199,-0.00515,0.01244,-0.00898,0.023,0.0031,0.00000,0,0,0,0,0.145,1.029,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005619,0.001122,0.299,1.157,0.524,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002336,nan,nan,nan,0,0,0,,0,0,0,0.5220,1.0000,0.12968,0.00016,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000001,0.000002,1,0.000002
0.1639,move->d,none,0.0368,0.000000,-0.025775,-0.543271,0.001048,1.597997,0.028107,1.066452,1.555734,-0.000001,-0.025831,-0.543304,0.001065,1.597971,0.028082,1.066414,1.555717,0.197062,-0.399517,0.379469,3.128676,-0.549949,-3.138019,-0.00001,0.00003,-0.00003,0.00008,0.00017,0.00008,-0.00001,0.00003,-0.00003,0.00008,0.00017,0.00008,-0.00040,0.00153,0.00421,-0.00097,-0.02363,0.00335,0.021,0.0032,0.00000,0,0,0,0,0.149,1.033,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006418,0.001665,0.127,1.014,0.401,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003360,nan,nan,nan,0,0,0,,0,0,0,0.5434,1.0000,0.12968,0.00016,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000001,0.000002,1,0.000002
0.1698,move->d,none,0.0396,0.000000,-0.025774,-0.543271,0.001048,1.597997,0.028107,1.066452,1.555734,-0.000001,-0.025761,-0.543269,0.001047,1.597989,0.028065,1.066449,1.555734,0.197059,-0.399510,0.379451,3.128663,-0.550036,-3.137974,0.00000,0.00001,0.00000,0.00006,-0.00000,-0.00000,0.00000,0.00001,0.00000,0.00006,-0.00000,-0.00000,-0.00047,0.00108,-0.00273,0.00161,0.01345,0.00584,0.005,0.0024,0.00000,0,0,0,0,0.146,1.028,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005923,0.001066,0.089,0.951,0.406,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002588,nan,nan,nan,0,0,0,,0,0,0,0.5631,1.0000,0.12968,0.00007,0.0000,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000001,0.000002,1,0.000002
0.1757,move->d,none,0.0425,0.000000,-0.025774,-0.543271,0.001048,1.597997,0.028107,1.066452,1.555734,-0.000001,-0.025779,-0.543269,0.001065,1.597971,0.028065,1.066466,1.555752,0.197057,-0.399507,0.379454,3.128657,-0.550036,-3.137982,0.00000,0.00001,-0.00001,0.00005,-0.00000,0.00002,0.00000,0.00001,-0.00001,0.00005,-0.00000,0.00002,-0.00028,0.00035,0.00050,0.00089,0.00005,-0.00178,0.004,0.0024,0.00000,0,0,0,0,0.151,1.028,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005863,0.000635,0.225,1.065,0.482,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000276,nan,nan,nan,0,0,0,,0,0,0,0.5827,1.0000,0.12968,0.00011,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000001,0.000003,1,0.000003
