t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
29.3706,scan,force_tracking_v2,12.1920,0.421571,-0.093583,-0.632846,0.016323,1.741402,0.085614,1.013237,1.504848,0.421848,-0.093166,-0.632525,0.016179,1.740844,0.084840,1.012989,1.506237,0.183836,0.022595,0.357110,3.128393,-0.548150,3.139950,-0.00438,-0.01912,-0.00712,-0.00063,-0.00052,0.00013,-0.00438,-0.01912,-0.00712,-0.00063,-0.00052,0.00013,-0.00507,-0.07519,-0.01128,0.00043,0.02239,-0.00542,0.210,0.0768,0.00001,0,0,0,0,0.126,1.053,0.500,0.3108,170.90,167.93,0.62,0.00,0.00809,1500.0,2.000,0.00033,0,0.006140,0.000544,0.236,1.136,0.118,0.1673,0.5025,1.4975,0.000000,0.030000,0.003397,0.004386,0.001578,0.008085,0.011206,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13745,0.05852,0.1887,0.00000,0.9369,0.0000,0.128,-0.00017,1.9850,0.421571,0.421848,,0,
29.3769,scan,force_tracking_v2,12.1982,0.421454,-0.093602,-0.633025,0.016310,1.741676,0.085646,1.013141,1.504799,0.421848,-0.093183,-0.632595,0.016214,1.741018,0.084840,1.012919,1.506219,0.183825,0.022599,0.357074,3.128429,-0.548187,3.139944,-0.00441,-0.01913,-0.00717,-0.00058,-0.00057,0.00011,-0.00441,-0.01913,-0.00717,-0.00058,-0.00057,0.00011,-0.00173,0.00051,-0.00575,-0.00496,0.00592,0.00217,0.265,0.0786,0.00001,0,0,0,0,0.145,1.066,0.476,0.2921,170.74,167.65,0.58,0.00,0.00815,1500.0,2.000,0.00035,0,0.006209,0.000528,0.253,1.164,0.411,-0.2843,0.4714,1.5286,0.000000,0.030000,0.003605,0.004423,0.001635,0.008154,0.005814,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13746,0.05901,0.1889,0.00000,0.9368,0.0000,0.130,-0.00018,1.9853,0.421454,0.421848,,0,
29.3837,scan,force_tracking_v2,12.2051,0.421324,-0.093623,-0.633224,0.016296,1.741983,0.085681,1.013033,1.504746,0.421848,-0.093183,-0.632909,0.016179,1.741402,0.084910,1.012780,1.506097,0.183781,0.022600,0.357025,3.128459,-0.548111,3.139982,-0.00446,-0.01914,-0.00725,-0.00055,-0.00046,0.00003,-0.00446,-0.01914,-0.00725,-0.00055,-0.00046,0.00003,-0.00734,0.00019,-0.00811,-0.00423,-0.01240,0.00880,0.337,0.0743,0.00001,0,0,0,0,0.154,1.080,0.459,0.2727,170.55,167.33,0.55,0.00,0.00825,1500.0,2.000,0.00037,0,0.006887,0.001465,0.135,1.133,0.439,-0.5387,0.4512,1.5488,0.000000,0.030000,0.004176,0.004466,0.001825,0.008247,0.010749,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13748,0.05939,0.1890,0.00000,0.9366,0.0000,0.144,-0.00018,1.9856,0.421324,0.421848,,0,
29.3928,scan,force_tracking_v2,12.2141,0.421169,-0.093652,-0.633489,0.016277,1.742390,0.085728,1.012891,1.504676,0.421848,-0.093183,-0.633066,0.016197,1.741629,0.084928,1.012675,1.506080,0.183761,0.022607,0.356993,3.128471,-0.548077,3.139998,-0.00451,-0.01915,-0.00734,-0.00053,-0.00041,-0.00001,-0.00451,-0.01915,-0.00734,-0.00053,-0.00041,-0.00001,-0.00210,0.00079,-0.00350,-0.00115,-0.00382,0.00240,0.456,0.0764,0.00001,0,0,1,0,0.164,1.125,0.461,0.2491,170.28,166.90,0.50,0.00,0.00835,1500.0,2.000,0.00040,0,0.009043,0.001277,0.188,1.306,0.518,-0.4202,0.4550,1.5450,0.000000,0.001371,0.004651,0.004526,0.002313,0.008346,0.004088,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13749,0.05991,0.1892,0.00000,0.9364,0.0000,0.175,-0.00018,1.9860,0.421169,0.421215,,0,
29.4007,scan,force_tracking_v2,12.2221,0.421019,-0.093677,-0.633724,0.016260,1.742751,0.085769,1.012765,1.504616,0.421215,-0.093183,-0.633310,0.016179,1.742066,0.084980,1.012518,1.505957,0.183723,0.021974,0.356915,3.128520,-0.548107,3.140030,-0.00455,-0.01916,-0.00740,-0.00047,-0.00046,-0.00009,-0.00455,-0.01916,-0.00740,-0.00047,-0.00046,-0.00009,-0.00451,-0.07452,-0.00914,-0.00490,0.00362,0.00686,0.217,0.0734,0.00001,0,0,0,0,0.136,1.123,0.462,0.2301,170.02,166.51,0.46,0.00,0.00842,1500.0,2.000,0.00043,0,0.007944,0.000747,-0.066,1.000,0.460,-0.3534,0.4564,1.5436,0.000000,0.008361,0.005029,0.004583,0.002077,0.008418,0.009117,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13751,0.06039,0.1893,0.00000,0.9362,0.0000,0.167,-0.00018,1.9864,0.421019,0.421215,,0,
29.4077,scan,force_tracking_v2,12.2290,0.420883,-0.093700,-0.633931,0.016246,1.743068,0.085805,1.012654,1.504563,0.421215,-0.093201,-0.633485,0.016179,1.742310,0.085015,1.012500,1.505922,0.183685,0.021979,0.356868,3.128516,-0.548157,3.140046,-0.00458,-0.01917,-0.00744,-0.00047,-0.00053,-0.00011,-0.00458,-0.01917,-0.00744,-0.00047,-0.00053,-0.00011,-0.00589,0.00070,-0.00717,0.00059,0.00764,0.00196,0.235,0.0749,0.00001,0,0,1,0,0.102,1.108,0.462,0.2147,169.79,166.17,0.43,0.00,0.00847,1500.0,2.000,0.00046,0,0.006930,0.001081,-0.066,1.000,0.460,-0.3106,0.4571,1.5429,0.000000,0.009243,0.005343,0.004635,0.001851,0.008474,0.009197,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13753,0.06083,0.1895,0.00000,0.9359,0.0000,0.150,-0.00018,1.9868,0.420883,0.421215,,0,
29.4145,scan,force_tracking_v2,12.2359,0.420753,-0.093722,-0.634137,0.016233,1.743385,0.085840,1.012543,1.504510,0.421215,-0.093235,-0.633677,0.016144,1.742659,0.085102,1.012343,1.505835,0.183661,0.021978,0.356811,3.128484,-0.548150,3.140070,-0.00462,-0.01918,-0.00750,-0.00051,-0.00052,-0.00012,-0.00462,-0.01918,-0.00750,-0.00051,-0.00052,-0.00012,-0.00350,-0.00003,-0.00838,0.00401,-0.00111,0.00109,0.325,0.0729,0.00001,0,0,0,0,0.097,1.108,0.452,0.2004,169.56,165.82,0.40,0.00,0.00854,1500.0,2.000,0.00049,0,0.006862,0.001098,0.183,1.166,0.377,-0.4373,0.4459,1.5541,0.000000,0.025916,0.005886,0.004689,0.001857,0.008540,0.008972,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13755,0.06122,0.1896,0.00000,0.9357,0.0000,0.145,-0.00018,1.9871,0.420753,0.421215,,0,
29.4212,scan,force_tracking_v2,12.2426,0.420625,-0.093745,-0.634341,0.016219,1.743698,0.085876,1.012432,1.504458,0.421215,-0.093253,-0.633869,0.016127,1.742956,0.085102,1.012308,1.505800,0.183618,0.021971,0.356752,3.128501,-0.548219,3.140042,-0.00466,-0.01918,-0.00757,-0.00049,-0.00062,-0.00010,-0.00466,-0.01918,-0.00757,-0.00049,-0.00062,-0.00010,-0.00586,-0.00098,-0.00810,-0.00207,0.00947,-0.00254,0.426,0.0739,0.00001,0,0,0,0,0.107,1.111,0.437,0.1874,169.32,165.48,0.37,0.00,0.00862,1500.0,2.000,0.00052,0,0.006722,0.000562,0.216,1.138,0.346,-0.6583,0.4271,1.5729,0.000000,0.030000,0.006640,0.004744,0.001855,0.008624,0.009957,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13756,0.06188,0.1897,0.00000,0.9355,0.0000,0.142,-0.00019,1.9875,0.420625,0.420537,,0,
29.4279,scan,force_tracking_v2,12.2493,0.420498,-0.093767,-0.634546,0.016206,1.744012,0.085911,1.012322,1.504407,0.420537,-0.093253,-0.633869,0.016127,1.742956,0.085102,1.012308,1.505800,0.183618,0.021293,0.356752,3.128501,-0.548219,3.140042,-0.00469,-0.01919,-0.00763,-0.00049,-0.00062,-0.00010,-0.00469,-0.01919,-0.00763,-0.00049,-0.00062,-0.00010,0.00000,-0.10731,0.00000,0.00000,0.00000,0.00000,0.282,0.0769,0.00001,0,0,0,0,0.110,1.106,0.443,0.6296,168.68,165.35,1.26,0.00,0.00869,1500.0,2.000,0.00053,0,0.006699,0.000925,0.097,1.044,0.561,-0.4734,0.4359,1.5641,0.000000,-0.012749,0.006951,0.004801,0.001841,0.008688,-0.001491,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13758,0.06227,0.1898,0.00000,0.9353,0.0000,0.142,-0.00019,1.9878,0.420498,0.420537,,0,
29.4345,scan,force_tracking_v2,12.2559,0.420373,-0.093789,-0.634744,0.016192,1.744316,0.085947,1.012216,1.504356,0.420537,-0.093270,-0.634253,0.016092,1.743601,0.085120,1.011994,1.505695,0.183573,0.021279,0.356653,3.128560,-0.548164,3.140001,-0.00460,-0.01920,-0.00748,-0.00042,-0.00054,-0.00008,-0.00460,-0.01920,-0.00748,-0.00042,-0.00054,-0.00008,-0.00640,-0.00197,-0.01413,-0.00718,-0.00777,-0.00146,0.235,0.0738,0.00001,0,0,0,0,0.120,1.127,0.515,1.1646,169.06,167.99,2.33,0.00,0.00852,1500.0,2.000,0.00000,0,0.006596,0.000493,0.189,1.342,1.114,0.8516,0.5274,1.4726,0.000000,-0.030000,0.006684,0.004801,0.001564,0.008515,0.015366,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13759,0.06111,0.1900,0.00000,0.9351,0.0000,0.139,-0.00019,1.9881,0.420373,0.420537,,0,
29.4408,scan,force_tracking_v2,12.2621,0.420253,-0.093810,-0.634929,0.016180,1.744599,0.085980,1.012115,1.504308,0.420537,-0.093305,-0.634445,0.016092,1.744108,0.085207,1.011890,1.505608,0.183525,0.021288,0.356534,3.128535,-0.548367,3.140052,-0.00450,-0.01921,-0.00731,-0.00045,-0.00084,-0.00014,-0.00450,-0.01921,-0.00731,-0.00045,-0.00084,-0.00014,-0.00762,0.00143,-0.01892,0.00349,0.03254,0.00602,0.270,0.0718,0.00001,0,0,0,0,0.123,1.154,0.555,1.6282,170.10,170.50,3.26,0.00,0.00832,1500.0,2.000,0.00000,0,0.006268,0.000506,0.105,1.301,0.600,1.4740,0.5771,1.4229,0.000000,-0.030000,0.006029,0.004801,0.001437,0.008317,0.020131,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13761,0.06033,0.1901,0.00000,0.9349,0.0000,0.132,-0.00019,1.9884,0.420253,0.420537,,0,
29.4474,scan,force_tracking_v2,12.2687,0.420128,-0.093833,-0.635121,0.016168,1.744891,0.086015,1.012011,1.504258,0.420537,-0.093305,-0.634445,0.016092,1.744108,0.085207,1.011890,1.505608,0.183525,0.021288,0.356534,3.128535,-0.548367,3.140052,-0.00441,-0.01922,-0.00716,-0.00045,-0.00084,-0.00014,-0.00441,-0.01922,-0.00716,-0.00045,-0.00084,-0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.324,0.0745,0.00001,0,0,0,0,0.122,1.159,0.552,1.5242,171.51,173.14,3.05,0.00,0.00814,1500.0,2.000,0.00000,0,0.006599,0.001273,0.101,1.077,0.335,1.2511,0.5709,1.4291,0.000000,0.005398,0.005481,0.004801,0.001511,0.008143,0.000000,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13762,0.05928,0.1902,0.00000,0.9347,0.0000,0.139,-0.00019,1.9886,0.420128,0.420537,,0,
29.4543,scan,force_tracking_v2,12.2756,0.419997,-0.093857,-0.635317,0.016156,1.745191,0.086051,1.011905,1.504206,0.420537,-0.093358,-0.634776,0.016074,1.744561,0.085294,1.011732,1.505521,0.183476,0.021290,0.356467,3.128520,-0.548326,3.140063,-0.00435,-0.01923,-0.00706,-0.00047,-0.00078,-0.00014,-0.00435,-0.01923,-0.00706,-0.00047,-0.00078,-0.00014,-0.00685,0.00032,-0.00931,0.00176,-0.00571,0.00042,0.406,0.0724,0.00001,0,0,0,0,0.136,1.166,0.529,1.4231,172.60,173.21,2.85,0.00,0.00803,1500.0,2.000,0.00000,0,0.006869,0.000920,0.252,1.201,0.356,0.6941,0.5397,1.4603,0.000000,0.030000,0.005401,0.004801,0.001603,0.008027,0.011518,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13764,0.05849,0.1903,0.00000,0.9345,0.0000,0.144,-0.00019,1.9889,0.419997,0.419941,,0,
29.4606,scan,force_tracking_v2,12.2819,0.419877,-0.093879,-0.635496,0.016145,1.745464,0.086084,1.011808,1.504158,0.419941,-0.093393,-0.634968,0.016074,1.744893,0.085347,1.011680,1.505504,0.183434,0.020701,0.356400,3.128475,-0.548410,3.140077,-0.00430,-0.01924,-0.00698,-0.00053,-0.00091,-0.00013,-0.00430,-0.01924,-0.00698,-0.00053,-0.00091,-0.00013,-0.00630,-0.08885,-0.01020,0.00579,0.01260,-0.00139,0.293,0.0744,0.00001,0,0,0,0,0.135,1.140,0.532,1.3362,173.33,173.21,2.67,0.00,0.00793,1500.0,2.000,0.00000,0,0.006300,0.000572,0.057,0.861,0.662,0.6665,0.5421,1.4579,0.000000,0.005154,0.005341,0.004801,0.001480,0.007932,0.010750,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13765,0.05811,0.1905,0.00000,0.9343,0.0000,0.132,-0.00019,1.9892,0.419877,0.419941,,0,
29.4670,scan,force_tracking_v2,12.2883,0.419755,-0.093902,-0.635674,0.016134,1.745736,0.086118,1.011712,1.504110,0.419941,-0.093375,-0.635108,0.016022,1.745067,0.085347,1.011540,1.505451,0.183428,0.020688,0.356388,3.128497,-0.548302,3.140057,-0.00425,-0.01925,-0.00690,-0.00050,-0.00075,-0.00012,-0.00425,-0.01925,-0.00690,-0.00050,-0.00075,-0.00012,-0.00112,-0.00212,-0.00202,-0.00317,-0.01809,-0.00141,0.252,0.0741,0.00001,0,0,0,0,0.124,1.116,0.541,1.2534,173.87,173.21,2.51,0.00,0.00784,1500.0,2.000,0.00000,0,0.006395,0.001055,0.038,1.024,0.615,0.7581,0.5529,1.4471,0.000000,-0.016132,0.005016,0.004801,0.001488,0.007838,0.002278,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13766,0.05732,0.1906,0.00000,0.9342,0.0000,0.134,-0.00020,1.9895,0.419755,0.419941,,0,
29.4737,scan,force_tracking_v2,12.2950,0.419627,-0.093927,-0.635862,0.016123,1.746023,0.086153,1.011610,1.504060,0.419941,-0.093393,-0.635370,0.016057,1.745574,0.085399,1.011436,1.505381,0.183372,0.020702,0.356282,3.128523,-0.548440,3.140102,-0.00422,-0.01926,-0.00686,-0.00047,-0.00095,-0.00020,-0.00422,-0.01926,-0.00686,-0.00047,-0.00095,-0.00020,-0.00803,0.00199,-0.01526,-0.00310,0.01983,0.00841,0.289,0.0728,0.00001,0,0,0,0,0.126,1.107,0.522,1.1718,174.27,173.21,2.34,0.00,0.00779,1500.0,2.000,0.00000,0,0.006734,0.000843,0.189,1.143,0.311,0.3156,0.5263,1.4737,0.000000,0.030000,0.005104,0.004801,0.001589,0.007787,0.017234,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13768,0.05729,0.1907,0.00000,0.9340,0.0000,0.141,-0.00020,1.9897,0.419627,0.419941,,0,
29.4801,scan,force_tracking_v2,12.3014,0.419505,-0.093950,-0.636040,0.016112,1.746293,0.086187,1.011514,1.504013,0.419941,-0.093393,-0.635474,0.016022,1.745766,0.085416,1.011348,1.505329,0.183358,0.020695,0.356250,3.128530,-0.548437,3.140098,-0.00422,-0.01927,-0.00685,-0.00046,-0.00095,-0.00020,-0.00422,-0.01927,-0.00685,-0.00046,-0.00095,-0.00020,-0.00201,-0.00110,-0.00478,-0.00097,-0.00044,-0.00011,0.358,0.0727,0.00001,0,0,0,0,0.129,1.107,0.497,1.0995,174.52,173.21,2.20,0.00,0.00778,1500.0,2.000,0.00000,0,0.006365,0.000545,0.144,1.148,0.361,-0.1523,0.4950,1.5050,0.000000,0.030000,0.005488,0.004801,0.001547,0.007783,0.005111,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13769,0.05726,0.1908,0.00000,0.9338,0.0000,0.133,-0.00020,1.9900,0.419505,0.419572,,0,
29.4862,scan,force_tracking_v2,12.3075,0.419389,-0.093973,-0.636211,0.016103,1.746554,0.086219,1.011421,1.503968,0.419572,-0.093393,-0.635666,0.016005,1.746027,0.085469,1.011296,1.505312,0.183323,0.020335,0.356206,3.128480,-0.548451,3.140136,-0.00424,-0.01928,-0.00688,-0.00052,-0.00097,-0.00022,-0.00424,-0.01928,-0.00688,-0.00052,-0.00097,-0.00022,-0.00579,-0.05854,-0.00719,0.00702,0.00213,0.00200,0.267,0.0744,0.00001,0,0,0,0,0.134,1.112,0.474,1.0344,174.68,173.21,2.07,0.00,0.00781,1500.0,2.000,0.00000,0,0.006102,0.000484,0.171,1.152,0.367,-0.5461,0.4660,1.5340,0.000000,0.030000,0.006069,0.004801,0.001521,0.007810,0.008339,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13770,0.05744,0.1909,0.00000,0.9336,0.0000,0.128,-0.00020,1.9902,0.419389,0.419572,,0,
29.4921,scan,force_tracking_v2,12.3134,0.419276,-0.093995,-0.636377,0.016093,1.746807,0.086251,1.011331,1.503924,0.419572,-0.093393,-0.635806,0.015952,1.746219,0.085486,1.011174,1.505207,0.183312,0.020319,0.356185,3.128533,-0.548377,3.140119,-0.00425,-0.01929,-0.00690,-0.00045,-0.00086,-0.00024,-0.00425,-0.01929,-0.00690,-0.00045,-0.00086,-0.00024,-0.00199,-0.00277,-0.00360,-0.00812,-0.01305,0.00182,0.281,0.0710,0.00001,0,0,0,0,0.137,1.122,0.466,0.9748,174.78,173.19,1.95,0.00,0.00784,1500.0,2.000,0.00000,0,0.005934,0.000822,0.139,1.214,0.504,-0.6417,0.4560,1.5440,0.000000,0.022185,0.006700,0.004798,0.001494,0.007841,0.004069,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13772,0.05747,0.1910,0.00000,0.9334,0.0000,0.124,-0.00020,1.9905,0.419276,0.419572,,0,
29.5013,scan,force_tracking_v2,12.3226,0.419137,-0.094029,-0.636636,0.016079,1.747203,0.086300,1.011191,1.503856,0.419572,-0.093462,-0.636085,0.015952,1.746568,0.085539,1.011034,1.505137,0.183274,0.020315,0.356140,3.128552,-0.548304,3.140086,-0.00430,-0.01929,-0.00699,-0.00043,-0.00075,-0.00020,-0.00430,-0.01929,-0.00699,-0.00043,-0.00075,-0.00020,-0.00424,-0.00050,-0.00509,-0.00189,-0.00826,-0.00259,0.325,0.0695,0.00001,0,0,1,0,0.134,1.109,0.434,0.8894,174.82,173.12,1.78,0.00,0.00794,1500.0,2.000,0.00001,0,0.009177,0.001305,0.112,1.006,0.313,-1.0846,0.4179,1.5821,0.000000,0.030000,0.008001,0.004794,0.002250,0.007939,0.006549,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13773,0.05791,0.1912,0.00000,0.9333,0.0000,0.159,-0.00020,1.9907,0.419137,0.419146,,0,
29.5112,scan,force_tracking_v2,12.3325,0.418969,-0.094060,-0.636914,0.016012,1.747632,0.086370,1.011042,1.503729,0.419146,-0.093550,-0.636312,0.016005,1.746987,0.085626,1.010807,1.505050,0.183253,0.019898,0.356075,3.128581,-0.548267,3.140091,-0.00433,-0.01930,-0.00703,-0.00039,-0.00069,-0.00023,-0.00433,-0.01930,-0.00703,-0.00039,-0.00069,-0.00023,-0.00226,-0.04492,-0.00703,-0.00264,-0.00404,0.00214,0.265,0.0684,0.00001,0,0,1,0,0.139,1.111,0.440,1.6403,175.36,173.21,3.28,0.00,0.00799,1500.0,2.000,0.00000,0,0.009916,0.001813,0.161,1.144,0.520,-0.8015,0.4278,1.5722,0.000000,-0.000644,0.008724,0.004794,0.002382,0.007989,0.006554,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13775,0.05906,0.1808,0.00000,0.9330,0.0000,0.198,-0.00020,1.9910,0.418969,0.419146,,0,
29.5180,scan,force_tracking_v2,12.3394,0.418815,-0.094086,-0.637106,0.015997,1.747926,0.086407,1.010939,1.503675,0.419146,-0.093497,-0.636574,0.016022,1.747179,0.085678,1.010772,1.505015,0.183213,0.019923,0.356064,3.128585,-0.548160,3.140192,-0.00433,-0.01931,-0.00703,-0.00038,-0.00053,-0.00039,-0.00433,-0.01931,-0.00703,-0.00038,-0.00053,-0.00039,-0.00541,0.00343,-0.00148,-0.00051,-0.01430,0.01390,0.297,0.0737,0.00001,0,0,1,0,0.144,1.108,0.454,2.1012,175.85,173.21,4.20,0.00,0.00799,1500.0,2.000,0.00000,0,0.006820,0.001146,0.179,1.080,0.553,-0.4596,0.4468,1.5532,0.000000,-0.021275,0.008660,0.004794,0.001702,0.007987,0.004133,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13777,0.05791,0.1900,0.00000,0.9327,0.0000,0.166,-0.00022,1.9914,0.418815,0.419146,,0,
29.5241,scan,force_tracking_v2,12.3455,0.418672,-0.094116,-0.637283,0.016036,1.748192,0.086425,1.010845,1.503680,0.419146,-0.093515,-0.636853,0.015935,1.747651,0.085696,1.010615,1.504945,0.183167,0.019902,0.355981,3.128570,-0.548189,3.140141,-0.00433,-0.01932,-0.00704,-0.00040,-0.00058,-0.00030,-0.00433,-0.01932,-0.00704,-0.00040,-0.00058,-0.00030,-0.00677,-0.00314,-0.01213,0.00188,0.00428,-0.00857,0.379,0.0728,0.00001,0,0,1,0,0.142,1.102,0.442,1.9762,176.14,173.21,3.95,0.00,0.00800,1500.0,2.000,0.00000,0,0.006133,0.000460,0.097,1.055,0.263,-0.6130,0.4331,1.5669,0.000000,0.030000,0.008870,0.004794,0.001563,0.007998,0.013840,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13778,0.05858,0.2076,0.00000,0.9325,0.0000,0.143,-0.00022,1.9916,0.418672,0.419146,,0,
29.5303,scan,force_tracking_v2,12.3516,0.418540,-0.094148,-0.637461,0.016096,1.748458,0.086436,1.010751,1.503706,0.419146,-0.093567,-0.636975,0.015900,1.747790,0.085731,1.010598,1.504875,0.183143,0.019889,0.355960,3.128580,-0.548185,3.140105,-0.00434,-0.01933,-0.00706,-0.00039,-0.00057,-0.00025,-0.00434,-0.01933,-0.00706,-0.00039,-0.00057,-0.00025,-0.00386,-0.00218,-0.00353,-0.00143,-0.00069,-0.00517,0.462,0.0685,0.00001,0,0,0,0,0.150,1.114,0.433,1.8583,176.31,173.21,3.72,0.00,0.00802,1500.0,2.000,0.00000,0,0.006155,0.000631,0.239,1.264,0.403,-0.7096,0.4224,1.5776,0.000000,0.023670,0.009214,0.004794,0.001580,0.008017,0.004991,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13780,0.05962,0.2145,0.00000,0.9323,0.0000,0.129,-0.00021,1.9918,0.418540,0.418586,,0,
29.5385,scan,force_tracking_v2,12.3598,0.418388,-0.094180,-0.637694,0.016082,1.748814,0.086481,1.010627,1.503643,0.418586,-0.093567,-0.637150,0.015882,1.748034,0.085696,1.010511,1.504858,0.183117,0.019317,0.355923,3.128623,-0.548169,3.140055,-0.00435,-0.01934,-0.00707,-0.00034,-0.00055,-0.00021,-0.00435,-0.01934,-0.00707,-0.00034,-0.00055,-0.00021,-0.00326,-0.07003,-0.00458,-0.00441,-0.00194,-0.00350,0.225,0.0660,0.00001,0,0,1,0,0.151,1.145,0.433,1.7120,176.40,173.21,3.42,0.00,0.00804,1500.0,2.000,0.00000,0,0.008199,0.000658,0.130,1.281,0.464,-0.6170,0.4233,1.5767,0.000000,0.005432,0.009480,0.004794,0.002032,0.008035,0.004642,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13781,0.05821,0.1917,0.00000,0.9322,0.0000,0.168,-0.00020,1.9920,0.418388,0.418586,,0,
29.5455,scan,force_tracking_v2,12.3668,0.418250,-0.094207,-0.637889,0.016072,1.749113,0.086520,1.010524,1.503592,0.418586,-0.093637,-0.637551,0.015882,1.748628,0.085818,1.010214,1.504683,0.183073,0.019320,0.355842,3.128672,-0.548057,3.140079,-0.00431,-0.01935,-0.00701,-0.00027,-0.00038,-0.00029,-0.00431,-0.01935,-0.00701,-0.00027,-0.00038,-0.00029,-0.00621,0.00039,-0.01144,-0.00595,-0.01584,0.00704,0.247,0.0596,0.00001,0,0,1,0,0.133,1.145,0.485,1.5966,176.40,173.21,3.19,0.00,0.00796,1500.0,2.000,0.00000,0,0.006977,0.000546,-0.019,1.045,0.901,0.3871,0.4909,1.5091,0.000000,-0.030000,0.009052,0.004794,0.001681,0.007963,0.013005,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13783,0.05751,0.1920,0.00000,0.9319,0.0000,0.150,-0.00020,1.9923,0.418250,0.418586,,0,
29.5516,scan,force_tracking_v2,12.3730,0.418124,-0.094232,-0.638058,0.016063,1.749372,0.086553,1.010434,1.503548,0.418586,-0.093619,-0.637656,0.015865,1.748855,0.085888,1.010127,1.504631,0.183057,0.019331,0.355799,3.128633,-0.548086,3.140152,-0.00425,-0.01936,-0.00690,-0.00032,-0.00042,-0.00037,-0.00425,-0.01936,-0.00690,-0.00032,-0.00042,-0.00037,-0.00282,0.00210,-0.00771,0.00587,0.00521,0.00957,0.349,0.0595,0.00001,0,0,1,0,0.131,1.136,0.538,1.5016,176.36,173.21,3.00,0.00,0.00784,1500.0,2.000,0.00000,0,0.006133,0.001062,0.196,1.049,0.830,1.2944,0.5579,1.4421,0.000000,-0.030000,0.008291,0.004794,0.001425,0.007839,0.008078,0.0000,1.0000,0.200000,1,0,0,,2,0,0,1.0000,1.0000,0.13784,0.05681,0.1921,0.00000,0.9317,0.0000,0.137,-0.00020,1.9925,0.418124,0.418341,,0,
