t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w
0.0810,move->d,0.0850,0.255009,-0.019215,-0.230272,0.934211,1.340103,-0.219824,1.600906,0.885296,0.255008,-0.019216,-0.230279,0.934240,1.340116,-0.219824,1.600921,0.885283,0.243246,0.024755,0.234489,3.124780,0.525404,3.141122,0.00020,0.00012,0.00013,0.00034,-0.00043,-0.00006,0.029,0.0014,0.00000,0,0,0,0,0.756,-0.165,0.068,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00130,0.0014,0.00125,0.0000,0.0000,0.001,0.00000,0.0000
0.0860,move->d,0.0900,0.255009,-0.019214,-0.230274,0.934205,1.340104,-0.219824,1.600903,0.885292,0.255009,-0.019216,-0.230261,0.934257,1.340099,-0.219789,1.600921,0.885318,0.243236,0.024773,0.234485,3.124727,0.525370,3.141098,0.00025,0.00010,0.00015,0.00029,-0.00053,-0.00007,0.043,0.0027,0.00000,0,0,0,0,0.756,-0.162,0.068,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00152,0.0015,0.00141,0.0000,0.0000,0.002,0.00000,0.0000
0.0910,move->d,0.0950,0.255010,-0.019214,-0.230275,0.934199,1.340104,-0.219822,1.600900,0.885288,0.255009,-0.019234,-0.230261,0.934275,1.340116,-0.219824,1.600868,0.885318,0.243254,0.024776,0.234490,3.124728,0.525419,3.141102,0.00023,0.00012,0.00015,0.00034,-0.00047,-0.00009,0.030,0.0040,0.00000,0,0,0,0,0.754,-0.160,0.067,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00170,0.0017,0.00158,0.0000,0.0000,0.002,0.00000,0.0000
0.0960,move->d,0.1000,0.255011,-0.019213,-0.230277,0.934192,1.340104,-0.219821,1.600897,0.885283,0.255010,-0.019234,-0.230261,0.934257,1.340134,-0.219807,1.600921,0.885318,0.243239,0.024757,0.234476,3.124769,0.525362,3.141089,0.00029,0.00017,0.00019,0.00046,-0.00062,-0.00003,0.046,0.0033,0.00000,0,0,0,0,0.753,-0.157,0.067,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00190,0.0019,0.00175,0.0000,0.0000,0.002,0.00000,0.0000
0.1010,move->d,0.1050,0.255012,-0.019213,-0.230279,0.934184,1.340104,-0.219819,1.600893,0.885278,0.255011,-0.019216,-0.230261,0.934257,1.340116,-0.219807,1.600868,0.885283,0.243249,0.024782,0.234488,3.124733,0.525406,3.141142,0.00029,0.00014,0.00018,0.00045,-0.00057,-0.00018,0.038,0.0037,0.00000,0,0,0,0,0.752,-0.156,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00203,0.0021,0.00193,0.0000,0.0000,0.002,0.00000,0.0000
0.1060,move->d,0.1100,0.255013,-0.019213,-0.230281,0.934176,1.340105,-0.219817,1.600889,0.885272,0.255012,-0.019268,-0.230279,0.934240,1.340046,-0.219807,1.600886,0.885318,0.243266,0.024779,0.234513,3.124660,0.525455,3.141012,0.00029,0.00017,0.00015,0.00037,-0.00052,0.00000,0.019,0.0033,0.00000,0,0,0,0,0.751,-0.155,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00227,0.0023,0.00213,0.0000,0.0000,0.002,0.00000,0.0000
0.1110,move->d,0.1150,0.255015,-0.019212,-0.230283,0.934167,1.340105,-0.219815,1.600885,0.885266,0.255013,-0.019234,-0.230261,0.934240,1.340064,-0.219807,1.600886,0.885266,0.243258,0.024784,0.234503,3.124705,0.525427,3.141111,0.00033,0.00018,0.00018,0.00051,-0.00061,-0.00016,0.029,0.0036,0.00000,0,0,0,0,0.750,-0.155,0.067,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00243,0.0025,0.00233,0.0000,0.0000,0.002,0.00000,0.0000
0.1160,move->d,0.1200,0.255016,-0.019211,-0.230286,0.934157,1.340106,-0.219812,1.600880,0.885259,0.255015,-0.019234,-0.230261,0.934257,1.340064,-0.219807,1.600868,0.885318,0.243258,0.024795,0.234505,3.124666,0.525438,3.141070,0.00036,0.00018,0.00020,0.00050,-0.00064,-0.00013,0.037,0.0052,0.00000,0,0,0,0,0.751,-0.155,0.067,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00274,0.0028,0.00254,0.0000,0.0000,0.002,0.00000,0.0000
0.1210,move->d,0.1250,0.255018,-0.019211,-0.230288,0.934146,1.340107,-0.219810,1.600875,0.885251,0.255016,-0.019216,-0.230261,0.934275,1.340064,-0.219807,1.600938,0.885318,0.243238,0.024784,0.234495,3.124725,0.525393,3.141108,0.00044,0.00023,0.00023,0.00067,-0.00078,-0.00016,0.047,0.0067,0.00000,0,0,0,0,0.752,-0.156,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00305,0.0030,0.00276,0.0000,0.0000,0.003,0.00000,0.0000
0.1260,move->d,0.1300,0.255019,-0.019210,-0.230291,0.934134,1.340107,-0.219807,1.600869,0.885243,0.255018,-0.019234,-0.230261,0.934257,1.340099,-0.219807,1.600886,0.885336,0.243251,0.024784,0.234491,3.124701,0.525405,3.141059,0.00045,0.00025,0.00026,0.00069,-0.00081,-0.00010,0.041,0.0064,0.00000,0,0,0,0,0.753,-0.157,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00326,0.0033,0.00299,0.0000,0.0000,0.003,0.00000,0.0000
0.1310,move->d,0.1350,0.255021,-0.019210,-0.230294,0.934121,1.340108,-0.219804,1.600862,0.885234,0.255019,-0.019164,-0.230314,0.934275,1.340064,-0.219789,1.600921,0.885318,0.243229,0.024809,0.234507,3.124702,0.525443,3.141161,0.00052,0.00023,0.00025,0.00076,-0.00078,-0.00031,0.067,0.0081,0.00000,0,0,0,0,0.754,-0.158,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00354,0.0035,0.00322,0.0000,0.0000,0.003,0.00000,0.0000
0.1360,move->d,0.1400,0.255023,-0.019209,-0.230297,0.934107,1.340109,-0.219800,1.600856,0.885224,0.255021,-0.019216,-0.230226,0.934275,1.340064,-0.219824,1.600921,0.885318,0.243246,0.024790,0.234491,3.124721,0.525383,3.141106,0.00053,0.00029,0.00030,0.00087,-0.00096,-0.00020,0.049,0.0088,0.00000,0,0,0,0,0.755,-0.159,0.065,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00385,0.0038,0.00347,0.0000,0.0000,0.003,0.00000,0.0000
0.1410,move->d,0.1450,0.255025,-0.019209,-0.230301,0.934092,1.340109,-0.219797,1.600849,0.885214,0.255023,-0.019199,-0.230226,0.934257,1.340064,-0.219789,1.600886,0.885336,0.243244,0.024811,0.234491,3.124658,0.525378,3.141085,0.00057,0.00028,0.00032,0.00083,-0.00103,-0.00023,0.063,0.0086,0.00000,0,0,0,0,0.756,-0.158,0.064,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13312,0.00410,0.0041,0.00372,0.0000,0.0000,0.004,0.00000,0.0000
0.1460,move->d,0.1500,0.255027,-0.019208,-0.230304,0.934076,1.340110,-0.219792,1.600841,0.885202,0.255025,-0.019216,-0.230279,0.934257,1.340099,-0.219824,1.600886,0.885318,0.243252,0.024791,0.234498,3.124722,0.525436,3.141096,0.00059,0.00035,0.00033,0.00102,-0.00097,-0.00020,0.046,0.0095,0.00000,0,0,0,0,0.755,-0.158,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00438,0.0044,0.00398,0.0000,0.0000,0.004,0.00000,0.0000
0.1510,move->d,0.1550,0.255029,-0.019207,-0.230308,0.934058,1.340110,-0.219788,1.600832,0.885191,0.255027,-0.019216,-0.230279,0.934275,1.340099,-0.219807,1.600921,0.885266,0.243238,0.024791,0.234491,3.124773,0.525401,3.141177,0.00066,0.00038,0.00037,0.00119,-0.00110,-0.00033,0.063,0.0114,0.00000,0,0,0,0,0.753,-0.157,0.069,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00468,0.0047,0.00425,0.0000,0.0000,0.004,0.00000,0.0000
0.1560,move->d,0.1600,0.255032,-0.019207,-0.230311,0.934040,1.340111,-0.219782,1.600824,0.885178,0.255029,-0.019199,-0.230314,0.934257,1.340064,-0.219824,1.600868,0.885318,0.243257,0.024814,0.234520,3.124678,0.525503,3.141105,0.00066,0.00036,0.00033,0.00111,-0.00096,-0.00029,0.052,0.0114,0.00000,0,0,0,0,0.752,-0.158,0.071,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00500,0.0050,0.00453,0.0000,0.0000,0.004,0.00000,0.0000
0.1610,move->d,0.1650,0.255035,-0.019206,-0.230315,0.934020,1.340112,-0.219777,1.600814,0.885164,0.255032,-0.019216,-0.230331,0.934240,1.340099,-0.219807,1.600886,0.885318,0.243251,0.024798,0.234509,3.124708,0.525475,3.141078,0.00072,0.00043,0.00038,0.00125,-0.00108,-0.00022,0.052,0.0115,0.00000,0,0,0,0,0.752,-0.159,0.072,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00530,0.0053,0.00482,0.0000,0.0000,0.005,0.00000,0.0000
0.1660,move->d,0.1700,0.255037,-0.019206,-0.230319,0.934000,1.340113,-0.219771,1.600805,0.885150,0.255035,-0.019216,-0.230314,0.934240,1.340046,-0.219824,1.600886,0.885318,0.243262,0.024810,0.234524,3.124671,0.525503,3.141063,0.00075,0.00044,0.00037,0.00127,-0.00110,-0.00025,0.047,0.0126,0.00000,0,0,0,0,0.752,-0.160,0.073,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00566,0.0056,0.00511,0.0000,0.0000,0.005,0.00000,0.0000
0.1710,move->d,0.1750,0.255040,-0.019204,-0.230324,0.933977,1.340113,-0.219765,1.600794,0.885134,0.255037,-0.019216,-0.230261,0.934240,1.340116,-0.219807,1.600921,0.885336,0.243241,0.024789,0.234482,3.124739,0.525372,3.141062,0.00083,0.00051,0.00048,0.00148,-0.00143,-0.00019,0.077,0.0138,0.00000,0,0,0,0,0.751,-0.159,0.074,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00605,0.0060,0.00541,0.0000,0.0000,0.005,0.00000,0.0000
0.1760,move->d,0.1800,0.255044,-0.019203,-0.230329,0.933954,1.340114,-0.219759,1.600782,0.885118,0.255040,-0.019216,-0.230261,0.934240,1.340116,-0.219807,1.600921,0.885336,0.243241,0.024792,0.234482,3.124739,0.525372,3.141062,0.00088,0.00054,0.00051,0.00158,-0.00150,-0.00021,0.081,0.0150,0.00000,0,0,0,0,0.749,-0.159,0.076,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00643,0.0063,0.00573,0.0000,0.0000,0.006,0.00000,0.0000
0.1810,move->d,0.1850,0.255047,-0.019203,-0.230334,0.933929,1.340114,-0.219752,1.600770,0.885101,0.255044,-0.019234,-0.230331,0.934257,1.340064,-0.219807,1.600886,0.885283,0.243255,0.024819,0.234519,3.124701,0.525497,3.141111,0.00090,0.00053,0.00046,0.00161,-0.00133,-0.00036,0.064,0.0174,0.00000,0,0,0,0,0.750,-0.158,0.076,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00675,0.0066,0.00604,0.0000,0.0000,0.006,0.00000,0.0000
0.1860,move->d,0.1900,0.255050,-0.019202,-0.230339,0.933903,1.340115,-0.219744,1.600758,0.885083,0.255047,-0.019234,-0.230331,0.934257,1.340064,-0.219807,1.600886,0.885283,0.243255,0.024822,0.234519,3.124701,0.525497,3.141111,0.00095,0.00056,0.00049,0.00171,-0.00141,-0.00038,0.068,0.0188,0.00000,0,0,0,0,0.750,-0.158,0.075,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00713,0.0070,0.00637,0.0000,0.0000,0.006,0.00000,0.0000
0.1910,move->d,0.1950,0.255054,-0.019200,-0.230345,0.933875,1.340116,-0.219737,1.600744,0.885064,0.255050,-0.019234,-0.230209,0.934240,1.340099,-0.219789,1.600921,0.885266,0.243241,0.024806,0.234473,3.124752,0.525318,3.141121,0.00104,0.00063,0.00061,0.00190,-0.00184,-0.00037,0.101,0.0193,0.00000,0,0,0,0,0.751,-0.157,0.076,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00753,0.0074,0.00671,0.0000,0.0000,0.007,0.00000,0.0000
0.1960,move->d,0.2000,0.255058,-0.019198,-0.230352,0.933845,1.340117,-0.219729,1.600730,0.885045,0.255054,-0.019234,-0.230209,0.934240,1.340099,-0.219789,1.600921,0.885266,0.243241,0.024810,0.234473,3.124752,0.525318,3.141121,0.00109,0.00066,0.00064,0.00201,-0.00193,-0.00038,0.106,0.0209,0.00000,0,0,0,0,0.751,-0.155,0.076,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00795,0.0078,0.00705,0.0000,0.0000,0.007,0.00000,0.0000
0.2010,move->d,0.2050,0.255062,-0.019197,-0.230358,0.933814,1.340118,-0.219720,1.600715,0.885024,0.255058,-0.019199,-0.230261,0.934257,1.340046,-0.219807,1.600886,0.885283,0.243251,0.024846,0.234508,3.124684,0.525438,3.141141,0.00113,0.00063,0.00060,0.00200,-0.00177,-0.00051,0.095,0.0236,0.00000,0,0,0,0,0.753,-0.156,0.075,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00838,0.0081,0.00740,0.0000,0.0000,0.007,0.00000,0.0000
0.2060,move->d,0.2100,0.255066,-0.019196,-0.230365,0.933782,1.340119,-0.219711,1.600700,0.885002,0.255062,-0.019234,-0.230279,0.934275,1.340064,-0.219824,1.600886,0.885266,0.243257,0.024837,0.234508,3.124726,0.525458,3.141149,0.00117,0.00069,0.00063,0.00218,-0.00182,-0.00051,0.090,0.0264,0.00000,0,0,0,0,0.754,-0.157,0.074,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00883,0.0085,0.00776,0.0000,0.0000,0.008,0.00000,0.0000
0.2110,move->d,0.2150,0.255071,-0.019195,-0.230372,0.933747,1.340120,-0.219701,1.600683,0.884979,0.255066,-0.019199,-0.230314,0.934257,1.340099,-0.219789,1.600868,0.885266,0.243244,0.024850,0.234504,3.124718,0.525456,3.141176,0.00126,0.00071,0.00067,0.00229,-0.00191,-0.00059,0.112,0.0273,0.00000,0,0,0,0,0.755,-0.157,0.074,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00922,0.0090,0.00812,0.0000,0.0000,0.008,0.00000,0.0000
0.2160,move->d,0.2200,0.255075,-0.019194,-0.230379,0.933711,1.340122,-0.219691,1.600666,0.884955,0.255071,-0.019199,-0.230314,0.934257,1.340011,-0.219824,1.600921,0.885266,0.243253,0.024853,0.234529,3.124702,0.525503,3.141152,0.00130,0.00075,0.00065,0.00238,-0.00191,-0.00057,0.101,0.0292,0.00000,0,0,0,0,0.755,-0.158,0.075,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.00973,0.0094,0.00849,0.0000,0.0000,0.008,0.00000,0.0000
0.2210,move->d,0.2250,0.255080,-0.019192,-0.230386,0.933674,1.340123,-0.219680,1.600648,0.884929,0.255075,-0.019234,-0.230261,0.934205,1.340064,-0.219807,1.600868,0.885266,0.243267,0.024843,0.234507,3.124683,0.525439,3.141073,0.00133,0.00081,0.00073,0.00247,-0.00213,-0.00046,0.098,0.0283,0.00000,0,0,0,0,0.755,-0.158,0.076,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13311,0.01009,0.0098,0.00887,0.0000,0.0000,0.009,0.00000,0.0000
0.2260,move->d,0.2300,0.255085,-0.019190,-0.230395,0.933635,1.340124,-0.219669,1.600630,0.884903,0.255080,-0.019268,-0.230261,0.934170,1.340064,-0.219807,1.600886,0.885248,0.243275,0.024826,0.234506,3.124697,0.525428,3.141019,0.00138,0.00089,0.00077,0.00262,-0.00225,-0.00036,0.095,0.0284,0.00000,0,0,0,0,0.754,-0.158,0.076,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13310,0.01052,0.0102,0.00926,0.0000,0.0000,0.009,0.00000,0.0000
0.2310,move->d,0.2350,0.255091,-0.019188,-0.230403,0.933595,1.340125,-0.219657,1.600610,0.884876,0.255085,-0.019234,-0.230261,0.934188,1.340046,-0.219807,1.600868,0.885196,0.243272,0.024854,0.234513,3.124703,0.525450,3.141129,0.00145,0.00089,0.00079,0.00275,-0.00230,-0.00059,0.105,0.0316,0.00000,0,0,0,0,0.752,-0.159,0.078,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13310,0.01097,0.0107,0.00966,0.0000,0.0000,0.009,0.00000,0.0000
0.2360,move->d,0.2400,0.255096,-0.019185,-0.230412,0.933552,1.340127,-0.219645,1.600590,0.884848,0.255091,-0.019216,-0.230226,0.934170,1.340064,-0.219807,1.600886,0.885214,0.243266,0.024850,0.234497,3.124717,0.525394,3.141112,0.00153,0.00094,0.00086,0.00291,-0.00252,-0.00057,0.123,0.0330,0.00000,0,0,0,0,0.749,-0.160,0.079,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.13310,0.01148,0.0111,0.01006,0.0000,0.0000,0.010,0.00000,0.0000
