t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0016,move->d,0.0000,0.473644,0.039113,-0.344895,-0.228987,1.297827,-0.027437,1.094129,1.707403,0.473644,0.039148,-0.344895,-0.229005,1.297827,-0.027437,1.094112,1.707403,0.240975,0.020452,0.428802,2.943585,-0.484832,2.977706,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000,0.0020,0.00000,0,0,0,0,0.034,1.001,0.896,nan,nan,nan,nan,nan,nan,0,0.0004,1.0000,0.11190,0.00000,0.0000,0.00004,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0116,move->d,0.0002,0.473644,0.039113,-0.344895,-0.228987,1.297827,-0.027436,1.094129,1.707403,0.473644,0.039078,-0.344825,-0.229040,1.297827,-0.027437,1.094112,1.707403,0.240983,0.020426,0.428784,2.943588,-0.484903,2.977602,-0.00002,0.00005,0.00003,-0.00002,-0.00014,0.00021,0.032,0.0040,0.00000,0,0,0,0,0.032,1.000,0.895,nan,nan,nan,nan,nan,nan,0,0.0338,1.0000,0.11190,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0212,move->d,0.0005,0.473644,0.039113,-0.344895,-0.228987,1.297826,-0.027436,1.094129,1.707403,0.473644,0.039113,-0.344895,-0.229005,1.297914,-0.027437,1.094112,1.707403,0.240969,0.020447,0.428773,2.943584,-0.484919,2.977679,0.00001,0.00001,0.00006,-0.00003,-0.00017,0.00006,0.030,0.0050,0.00000,0,0,0,0,0.029,0.995,0.892,nan,nan,nan,nan,nan,nan,0,0.0656,1.0000,0.11190,0.00018,0.0001,0.00000,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0295,move->d,0.0010,0.473644,0.039114,-0.344895,-0.228986,1.297826,-0.027436,1.094130,1.707403,0.473644,0.039078,-0.344929,-0.229040,1.297827,-0.027454,1.094077,1.707386,0.240968,0.020418,0.428814,2.943599,-0.484767,2.977593,0.00001,0.00007,-0.00003,0.00005,0.00013,0.00021,0.037,0.0030,0.00000,0,0,0,0,0.023,0.988,0.887,nan,nan,nan,nan,nan,nan,0,0.0934,1.0000,0.11190,0.00018,0.0001,0.00000,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0363,move->d,0.0015,0.473644,0.039114,-0.344895,-0.228986,1.297826,-0.027435,1.094130,1.707402,0.473644,0.039060,-0.344860,-0.229040,1.297862,-0.027437,1.094112,1.707438,0.240974,0.020425,0.428782,2.943545,-0.484904,2.977591,0.00000,0.00005,0.00004,-0.00009,-0.00013,0.00027,0.034,0.0031,0.00000,0,0,0,0,0.016,0.980,0.881,nan,nan,nan,nan,nan,nan,0,0.1162,1.0000,0.11190,0.00021,0.0001,0.00000,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0426,move->d,0.0022,0.473644,0.039114,-0.344895,-0.228986,1.297826,-0.027435,1.094130,1.707403,0.473644,0.039113,-0.344929,-0.229005,1.297827,-0.027437,1.094112,1.707386,0.240966,0.020442,0.428810,2.943595,-0.484798,2.977675,0.00002,0.00002,-0.00002,0.00003,0.00006,0.00005,0.015,0.0020,0.00000,0,0,0,0,0.006,0.969,0.873,nan,nan,nan,nan,nan,nan,0,0.1370,1.0000,0.11190,0.00009,0.0000,0.00000,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0490,move->d,0.0030,0.473644,0.039115,-0.344895,-0.228985,1.297826,-0.027435,1.094130,1.707402,0.473644,0.039078,-0.344895,-0.229057,1.297809,-0.027454,1.094129,1.707403,0.240966,0.020416,0.428803,2.943581,-0.484837,2.977579,0.00002,0.00007,-0.00000,-0.00001,-0.00001,0.00026,0.037,0.0041,0.00000,0,0,0,0,-0.004,0.958,0.866,nan,nan,nan,nan,nan,nan,0,0.1583,1.0000,0.11190,0.00018,0.0001,0.00001,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0546,move->d,0.0039,0.473644,0.039115,-0.344895,-0.228984,1.297826,-0.027435,1.094130,1.707402,0.473644,0.039060,-0.344860,-0.229057,1.297827,-0.027454,1.094112,1.707386,0.240974,0.020411,0.428792,2.943607,-0.484871,2.977558,0.00000,0.00008,0.00002,0.00003,-0.00008,0.00028,0.042,0.0041,0.00000,0,0,0,0,-0.012,0.948,0.860,nan,nan,nan,nan,nan,nan,0,0.1772,1.0000,0.11190,0.00020,0.0001,0.00001,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473644,-0.000000,1,-0.000000
0.0608,move->d,0.0049,0.473644,0.039116,-0.344895,-0.228984,1.297826,-0.027434,1.094130,1.707402,0.473644,0.039078,-0.344860,-0.229005,1.297827,-0.027437,1.094112,1.707438,0.240979,0.020438,0.428794,2.943558,-0.484867,2.977633,-0.00001,0.00003,0.00002,-0.00006,-0.00006,0.00017,0.016,0.0021,0.00000,0,0,0,0,-0.020,0.940,0.854,nan,nan,nan,nan,nan,nan,0,0.1975,1.0000,0.11190,0.00016,0.0001,0.00001,0.0000,0.0000,0.000,-0.07364,4.0000,0.473644,0.473594,-0.000000,1,-0.000000
0.0672,move->d,0.0060,0.473644,0.039116,-0.344896,-0.228981,1.297825,-0.027437,1.094129,1.707405,0.473594,0.039130,-0.344825,-0.229040,1.297914,-0.027437,1.094129,1.707403,0.240979,0.020392,0.428753,2.943586,-0.485008,2.977663,-0.00001,0.00012,0.00010,-0.00005,-0.00035,0.00009,0.077,0.0051,0.00000,0,0,0,0,-0.028,0.932,0.847,nan,nan,nan,nan,nan,nan,0,0.2192,1.0000,0.11190,0.00096,0.0004,0.00001,0.0000,0.0000,0.001,-0.07364,4.0000,0.473644,0.473594,-0.000001,1,-0.000001
