t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0020,move->d,0.0000,0.000000,0.000000,-0.523581,0.000000,1.570761,0.000000,1.570779,0.000000,-0.000000,0.000000,-0.523581,0.000017,1.570796,0.000000,1.570779,0.000000,0.244471,-0.399997,0.237073,-3.141575,0.523599,-3.141570,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000,0.0020,0.00000,0,0,0,1,-0.323,-0.088,0.015,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.12634,0.00000,0.0000,0.00004,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0072,move->d,0.0001,0.000000,0.000000,-0.523582,0.000000,1.570761,-0.000000,1.570779,0.000000,-0.000000,0.000000,-0.523564,0.000000,1.570814,0.000000,1.570779,0.000000,0.244467,-0.400001,0.237062,-3.141585,0.523564,-3.141591,0.00001,0.00001,0.00002,-0.00002,-0.00007,0.00003,0.012,0.0030,0.00000,0,0,0,0,-0.323,-0.088,0.015,nan,nan,nan,nan,nan,nan,0,0.0175,1.0000,0.12634,0.00006,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0119,move->d,0.0003,0.000000,0.000000,-0.523582,0.000000,1.570762,-0.000000,1.570779,0.000000,-0.000000,-0.000017,-0.523564,0.000000,1.570761,0.000017,1.570814,-0.000017,0.244467,-0.399999,0.237075,-3.141592,0.523581,-3.141588,0.00001,0.00000,-0.00000,-0.00003,-0.00003,0.00002,0.004,0.0020,0.00000,0,0,0,0,-0.321,-0.089,0.013,nan,nan,nan,nan,nan,nan,0,0.0333,1.0000,0.12634,0.00012,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0169,move->d,0.0005,0.000000,-0.000000,-0.523582,0.000000,1.570762,-0.000000,1.570779,0.000000,-0.000000,0.000017,-0.523581,0.000017,1.570796,0.000017,1.570779,0.000000,0.244471,-0.399986,0.237073,-3.141592,0.523599,-3.141553,0.00000,-0.00002,0.00000,-0.00003,-0.00000,-0.00005,0.011,0.0020,0.00000,0,0,0,0,-0.319,-0.089,0.011,nan,nan,nan,nan,nan,nan,0,0.0500,1.0000,0.12634,0.00005,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0219,move->d,0.0008,0.000000,-0.000000,-0.523582,0.000000,1.570762,-0.000000,1.570779,0.000001,-0.000000,0.000017,-0.523581,0.000000,1.570761,-0.000017,1.570761,-0.000035,0.244485,-0.400003,0.237089,-3.141547,0.523651,-3.141533,-0.00003,0.00001,-0.00003,0.00005,0.00010,-0.00005,0.022,0.0020,0.00000,0,0,0,0,-0.318,-0.089,0.011,nan,nan,nan,nan,nan,nan,0,0.0667,1.0000,0.12634,0.00012,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0270,move->d,0.0013,0.000000,0.000000,-0.523582,0.000001,1.570762,-0.000000,1.570779,0.000001,-0.000000,-0.000017,-0.523581,-0.000017,1.570761,0.000000,1.570779,-0.000017,0.244479,-0.400009,0.237086,-3.141585,0.523634,3.141577,-0.00002,0.00002,-0.00003,-0.00002,0.00007,0.00007,0.019,0.0010,0.00000,0,0,0,0,-0.319,-0.089,0.012,nan,nan,nan,nan,nan,nan,0,0.0837,1.0000,0.12634,0.00011,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0319,move->d,0.0018,0.000000,0.000000,-0.523582,0.000001,1.570762,-0.000000,1.570778,0.000001,-0.000000,-0.000017,-0.523564,0.000000,1.570796,0.000035,1.570814,-0.000017,0.244459,-0.399992,0.237062,3.141576,0.523546,-3.141588,0.00002,-0.00001,0.00002,-0.00006,-0.00010,0.00000,0.017,0.0020,0.00000,0,0,0,0,-0.320,-0.087,0.013,nan,nan,nan,nan,nan,nan,0,0.1000,1.0000,0.12634,0.00010,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0369,move->d,0.0023,0.000000,-0.000000,-0.523582,0.000001,1.570762,-0.000000,1.570779,0.000001,-0.000000,0.000000,-0.523581,0.000000,1.570796,0.000000,1.570761,-0.000017,0.244477,-0.400001,0.237076,-3.141575,0.523616,-3.141570,-0.00001,0.00001,-0.00001,0.00000,0.00003,-0.00000,0.008,0.0019,0.00000,0,0,0,0,-0.320,-0.087,0.014,nan,nan,nan,nan,nan,nan,0,0.1167,1.0000,0.12634,0.00006,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0419,move->d,0.0030,0.000000,0.000000,-0.523582,0.000001,1.570763,-0.000001,1.570779,0.000001,-0.000000,-0.000017,-0.523616,0.000017,1.570761,0.000017,1.570761,0.000000,0.244485,-0.399995,0.237098,-3.141592,0.523686,-3.141588,-0.00003,-0.00000,-0.00005,-0.00003,0.00017,0.00002,0.028,0.0020,0.00000,0,0,0,0,-0.319,-0.086,0.014,nan,nan,nan,nan,nan,nan,0,0.1333,1.0000,0.12634,0.00011,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0469,move->d,0.0038,0.000000,-0.000000,-0.523582,0.000001,1.570763,-0.000001,1.570778,0.000001,-0.000000,0.000000,-0.523581,0.000000,1.570796,0.000000,1.570814,-0.000017,0.244460,-0.400001,0.237066,-3.141575,0.523564,-3.141570,0.00002,0.00001,0.00001,0.00000,-0.00007,-0.00000,0.014,0.0020,0.00000,0,0,0,0,-0.319,-0.085,0.015,nan,nan,nan,nan,nan,nan,0,0.1500,1.0000,0.12634,0.00008,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
