t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0013,move->d,none,0.0000,0.000001,-0.200329,0.778225,0.358700,0.867987,0.091124,0.456107,1.245816,0.000001,-0.200329,0.778225,0.358700,0.867987,0.091124,0.456107,1.245816,0.541068,-0.378530,0.242951,3.083385,-0.468863,-2.904936,-0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,0,0.419,1.270,0.152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.000967,0.419,1.270,0.152,0.000000,0,0.0002,1.0000,0.07456,0.00000,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0064,move->d,none,0.0001,0.000001,-0.200329,0.778226,0.358700,0.867987,0.091124,0.456107,1.245816,0.000001,-0.200294,0.778155,0.358665,0.867987,0.091141,0.456107,1.245816,0.541068,-0.378521,0.242985,3.083423,-0.468808,-2.904945,0.00000,-0.00002,-0.00007,0.00004,0.00012,-0.00002,0.00000,-0.00002,-0.00007,0.00004,0.00012,-0.00002,-0.00011,0.00164,0.00669,-0.00402,-0.01221,0.00183,0.035,0.0040,0.00000,0,0,0,0,0.418,1.270,0.152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005065,0.000988,0.293,1.179,0.144,-0.005986,0,0.0171,1.0000,0.07456,0.00021,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0117,move->d,none,0.0003,0.000001,-0.200329,0.778226,0.358700,0.867987,0.091125,0.456107,1.245815,0.000001,-0.200294,0.778172,0.358665,0.868040,0.091141,0.456107,1.245816,0.541058,-0.378517,0.242957,3.083405,-0.468873,-2.904923,0.00002,-0.00003,-0.00001,0.00004,-0.00001,-0.00004,0.00002,-0.00003,-0.00001,0.00004,-0.00001,-0.00004,-0.00172,0.00073,-0.00487,0.00007,0.01186,0.00226,0.017,0.0030,0.00000,0,0,0,0,0.414,1.267,0.151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005339,0.000615,0.236,1.159,0.103,0.005079,0,0.0349,1.0000,0.07456,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0166,move->d,none,0.0005,0.000001,-0.200329,0.778226,0.358699,0.867986,0.091125,0.456107,1.245815,0.000001,-0.200294,0.778172,0.358683,0.868040,0.091124,0.456089,1.245799,0.541061,-0.378515,0.242960,3.083433,-0.468855,-2.904921,0.00001,-0.00003,-0.00002,0.00008,0.00004,-0.00007,0.00001,-0.00003,-0.00002,0.00008,0.00004,-0.00007,0.00071,0.00041,0.00077,-0.00425,-0.00515,0.00331,0.019,0.0031,0.00000,0,0,0,0,0.406,1.262,0.150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004899,0.000909,0.249,1.192,0.104,-0.001027,0,0.0512,1.0000,0.07456,0.00022,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0221,move->d,none,0.0009,0.000001,-0.200329,0.778227,0.358700,0.867986,0.091125,0.456107,1.245815,0.000001,-0.200329,0.778190,0.358683,0.867987,0.091124,0.456089,1.245799,0.541072,-0.378538,0.242970,3.083434,-0.468821,-2.904969,-0.00001,0.00002,-0.00004,0.00007,0.00010,0.00002,-0.00001,0.00002,-0.00004,0.00007,0.00010,0.00002,0.00187,-0.00406,0.00167,0.00115,-0.00590,-0.00842,0.021,0.0021,0.00000,0,0,0,0,0.395,1.256,0.147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005501,0.000754,0.342,1.260,0.127,-0.002131,0,0.0695,1.0000,0.07456,0.00009,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0285,move->d,none,0.0013,0.000001,-0.200329,0.778227,0.358700,0.867986,0.091126,0.456108,1.245815,0.000001,-0.200346,0.778190,0.358665,0.867987,0.091141,0.456072,1.245816,0.541075,-0.378551,0.242972,3.083413,-0.468807,-2.905004,-0.00001,0.00004,-0.00004,0.00002,0.00012,0.00011,-0.00001,0.00004,-0.00004,0.00002,0.00012,0.00011,0.00055,-0.00214,0.00028,0.00362,-0.00154,-0.00750,0.031,0.0021,0.00000,0,0,0,0,0.384,1.250,0.144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006438,0.001265,0.271,1.132,0.114,-0.000388,0,0.0910,1.0000,0.07456,0.00013,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0333,move->d,none,0.0019,0.000001,-0.200329,0.778227,0.358700,0.867986,0.091126,0.456108,1.245815,0.000001,-0.200346,0.778190,0.358665,0.867987,0.091141,0.456072,1.245816,0.541075,-0.378551,0.242972,3.083413,-0.468807,-2.905004,-0.00001,0.00004,-0.00004,0.00002,0.00012,0.00011,-0.00001,0.00004,-0.00004,0.00002,0.00012,0.00011,0.00055,-0.00214,0.00028,0.00362,-0.00154,-0.00750,0.031,0.0021,0.00000,0,0,0,0,0.373,1.243,0.141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004779,0.005967,0.271,1.132,0.114,-0.000388,0,0.1069,1.0000,0.07456,0.00013,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0384,move->d,none,0.0025,0.000001,-0.200329,0.778227,0.358700,0.867986,0.091127,0.456108,1.245815,0.000001,-0.200277,0.778225,0.358683,0.868040,0.091089,0.456089,1.245799,0.541061,-0.378512,0.242932,3.083447,-0.468908,-2.904908,0.00001,-0.00004,0.00004,0.00013,-0.00006,-0.00011,0.00001,-0.00004,0.00004,0.00013,-0.00006,-0.00011,-0.00131,0.00377,-0.00379,-0.00500,0.00873,0.01060,0.027,0.0031,0.00000,0,0,0,0,0.361,1.234,0.138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005126,0.000678,0.252,1.123,0.112,0.003788,0,0.1240,1.0000,0.07456,0.00022,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0433,move->d,none,0.0032,0.000001,-0.200329,0.778228,0.358700,0.867986,0.091127,0.456108,1.245814,0.000001,-0.200329,0.778155,0.358683,0.867987,0.091124,0.456107,1.245816,0.541068,-0.378536,0.242986,3.083430,-0.468805,-2.904969,-0.00000,0.00001,-0.00007,0.00005,0.00013,0.00002,-0.00000,0.00001,-0.00007,0.00005,0.00013,0.00002,0.00153,-0.00531,0.01165,0.00824,-0.02085,-0.01485,0.036,0.0041,0.00000,0,0,0,0,0.349,1.224,0.135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004849,0.000897,0.351,1.256,0.158,-0.010809,0,0.1402,1.0000,0.07456,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
0.0480,move->d,none,0.0040,0.000001,-0.200329,0.778228,0.358700,0.867986,0.091127,0.456108,1.245814,0.000001,-0.200346,0.778190,0.358665,0.867970,0.091124,0.456107,1.245816,0.541072,-0.378554,0.242972,3.083429,-0.468826,-2.905003,-0.00001,0.00005,-0.00004,0.00006,0.00009,0.00009,-0.00001,0.00005,-0.00004,0.00006,0.00009,0.00009,0.00084,-0.00368,-0.00288,-0.00085,0.00415,-0.00716,0.032,0.0022,0.00000,0,0,0,0,0.339,1.216,0.133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004760,0.000881,0.314,1.159,0.135,0.002364,0,0.1560,1.0000,0.07456,0.00011,0.0000,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,0.000001,0.000000,1,0.000000
