t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w
0.0511,move->d,0.0536,0.054597,-0.204078,0.098465,0.244701,0.559617,0.030244,1.451003,0.273949,0.049671,-0.198060,0.098437,0.248709,0.559779,0.021398,1.450613,0.279724,0.479495,-0.323972,0.467672,2.649060,0.954853,2.648479,-0.00002,-0.09933,0.00000,0.00002,0.00000,-0.00002,49.670,0.4151,0.00004,0,0,1,0,0.247,-0.103,0.047,nan,nan,nan,nan,nan,nan,0,0.9157,0.2066,0.04754,0.46708,0.4966,0.05076,0.0000,0.1722,4.678,0.00000,0.0000
0.0561,move->d,0.0581,0.059515,-0.205066,0.098480,0.244032,0.559584,0.031708,1.451073,0.272983,0.054597,-0.198112,0.098437,0.248709,0.559814,0.021398,1.450630,0.279706,0.479492,-0.319071,0.467651,2.649129,0.954816,2.648493,-0.00001,-0.09999,0.00004,0.00005,-0.00010,0.00007,54.571,0.5068,0.00004,0,0,1,0,0.246,-0.101,0.044,nan,nan,nan,nan,nan,nan,0,0.8955,0.1086,0.04752,0.42812,0.5459,0.05607,0.0000,0.0901,4.692,0.00000,0.0000
0.0611,move->d,0.0624,0.064426,-0.205946,0.098495,0.243434,0.559553,0.033013,1.451136,0.272122,0.059515,-0.198112,0.098437,0.248709,0.559814,0.021398,1.450630,0.279706,0.479492,-0.314152,0.467651,2.649129,0.954816,2.648493,-0.00001,-0.09999,0.00004,0.00005,-0.00010,0.00007,59.490,0.5908,0.00003,0,0,1,0,0.246,-0.100,0.042,nan,nan,nan,nan,nan,nan,0,0.8734,0.0102,0.04750,0.38310,0.5950,0.06135,0.0000,0.0081,4.709,0.00000,0.0000
0.0661,move->d,0.0667,0.069329,-0.206718,0.098510,0.242910,0.559524,0.034158,1.451194,0.271367,0.064426,-0.198060,0.098402,0.248709,0.559779,0.021380,1.450630,0.279724,0.479484,-0.309222,0.467683,2.649074,0.954876,2.648477,0.00000,-0.09999,-0.00002,0.00005,0.00004,0.00001,64.420,0.6665,0.00003,0,0,1,0,0.246,-0.100,0.040,nan,nan,nan,nan,nan,nan,0,0.8515,0.0000,0.04749,0.33828,0.6441,0.06657,0.0000,0.0000,4.726,0.00000,0.0000
0.0711,move->d,0.0708,0.074225,-0.207384,0.098524,0.242458,0.559499,0.035145,1.451244,0.270715,0.069329,-0.198147,0.098437,0.248779,0.559779,0.021380,1.450630,0.279724,0.479492,-0.304330,0.467667,2.649080,0.954841,2.648465,-0.00001,-0.09999,0.00001,0.00002,-0.00003,0.00005,69.312,0.7321,0.00003,0,0,1,0,0.246,-0.101,0.039,nan,nan,nan,nan,nan,nan,0,0.8302,0.0000,0.04748,0.29462,0.6931,0.07174,0.0000,0.0000,4.743,0.00000,0.0000
0.0761,move->d,0.0749,0.079114,-0.207943,0.098536,0.242078,0.559477,0.035974,1.451287,0.270168,0.074225,-0.198112,0.098384,0.248709,0.559814,0.021415,1.450613,0.279724,0.479483,-0.299433,0.467681,2.649048,0.954868,2.648432,0.00000,-0.09998,-0.00001,0.00002,0.00004,0.00006,74.209,0.7867,0.00002,0,0,1,0,0.246,-0.101,0.040,nan,nan,nan,nan,nan,nan,0,0.8095,0.0000,0.04746,0.25171,0.7421,0.07684,0.0000,0.0000,4.760,0.00000,0.0000
0.0811,move->d,0.0788,0.083995,-0.208396,0.098545,0.241771,0.559459,0.036645,1.451322,0.269725,0.079114,-0.198165,0.098437,0.248744,0.559814,0.021485,1.450630,0.279724,0.479490,-0.294530,0.467652,2.649021,0.954781,2.648448,-0.00001,-0.09998,0.00002,-0.00009,-0.00010,-0.00002,79.112,0.8302,0.00002,0,0,1,0,0.244,-0.101,0.042,nan,nan,nan,nan,nan,nan,0,0.7892,0.0000,0.04745,0.21001,0.7909,0.08187,0.0000,0.0000,4.777,0.00000,0.0000
0.0861,move->d,0.0827,0.088868,-0.208742,0.098552,0.241536,0.559446,0.037158,1.451348,0.269385,0.083995,-0.198165,0.098437,0.248744,0.559814,0.021485,1.450630,0.279724,0.479490,-0.289649,0.467652,2.649021,0.954781,2.648448,-0.00001,-0.09998,0.00002,-0.00010,-0.00010,-0.00002,83.993,0.8686,0.00001,0,0,1,0,0.243,-0.099,0.043,nan,nan,nan,nan,nan,nan,0,0.7695,0.0000,0.04745,0.17106,0.8397,0.08683,0.0000,0.0000,4.793,0.00000,0.0000
0.0911,move->d,0.0864,0.093734,-0.208965,0.098559,0.241384,0.559434,0.037478,1.451368,0.269166,0.088868,-0.199386,0.098402,0.248133,0.559779,0.024155,1.450613,0.278694,0.479470,-0.284631,0.467722,2.647878,0.954569,2.648325,0.00001,-0.09998,-0.00006,-0.00146,0.00015,-0.00164,89.011,0.7450,0.00001,0,0,1,0,0.242,-0.090,0.044,nan,nan,nan,nan,nan,nan,0,0.7503,0.0000,0.04744,0.12974,0.8884,0.09173,0.0000,0.0000,4.810,0.00000,0.0000
0.0961,move->d,0.0901,0.098592,-0.209081,0.098563,0.241303,0.559426,0.037641,1.451380,0.269050,0.093734,-0.199386,0.098402,0.248133,0.559779,0.024155,1.450613,0.278694,0.479470,-0.279765,0.467722,2.647878,0.954569,2.648325,0.00001,-0.09998,-0.00005,-0.00146,0.00015,-0.00164,93.877,0.7633,0.00001,0,0,1,0,0.240,-0.071,0.046,nan,nan,nan,nan,nan,nan,0,0.7315,0.0000,0.04744,0.10585,0.9371,0.09656,0.0000,0.0000,4.827,0.00000,0.0000
0.1011,move->d,0.0936,0.103443,-0.209084,0.098562,0.241299,0.559425,0.037630,1.451381,0.269045,0.098592,-0.200102,0.098454,0.247819,0.559849,0.025656,1.450630,0.278188,0.479467,-0.274828,0.467678,2.647281,0.954247,2.648259,0.00001,-0.09998,-0.00001,-0.00237,-0.00009,-0.00248,98.814,0.6867,0.00000,0,0,1,0,0.232,-0.065,0.044,nan,nan,nan,nan,nan,nan,0,0.7132,0.0000,0.04744,0.09860,0.9856,0.10134,0.0000,0.0000,4.844,0.00000,0.0000
0.1061,move->d,0.0971,0.108287,-0.208988,0.098561,0.241362,0.559425,0.037478,1.451377,0.269131,0.103443,-0.200852,0.098402,0.247400,0.559797,0.026197,1.450630,0.277926,0.479476,-0.270322,0.467730,2.647103,0.954318,2.647507,0.00001,-0.09998,-0.00006,-0.00249,0.00013,-0.00127,103.320,0.6550,0.00000,0,1,1,0,0.212,-0.100,0.039,nan,nan,nan,nan,nan,nan,0,0.6954,0.0000,0.04744,0.11154,1.0341,0.10606,0.0000,0.0000,4.861,0.00000,0.0000
0.1111,move->d,0.1005,0.113123,-0.208778,0.098557,0.241503,0.559430,0.037150,1.451365,0.269328,0.108287,-0.201952,0.098437,0.246842,0.559797,0.028257,1.450665,0.277141,0.479472,-0.265484,0.467727,2.646321,0.954033,2.647248,0.00001,-0.09998,-0.00005,-0.00356,0.00006,-0.00202,108.157,0.5283,0.00001,0,1,1,0,0.182,-0.175,0.031,nan,nan,nan,nan,nan,nan,0,0.6780,0.0000,0.04744,0.14186,1.0825,0.11074,0.0000,0.0000,4.877,0.00000,0.0000
0.1161,move->d,0.1038,0.117951,-0.208463,0.098551,0.241715,0.559439,0.036667,1.451344,0.269627,0.113123,-0.201952,0.098437,0.246842,0.559797,0.028257,1.450665,0.277141,0.479472,-0.260648,0.467727,2.646321,0.954033,2.647248,0.00001,-0.09997,-0.00005,-0.00356,0.00006,-0.00202,112.993,0.5095,0.00001,0,1,1,0,0.147,-0.276,0.023,nan,nan,nan,nan,nan,nan,0,0.6611,0.0000,0.04744,0.17742,1.1309,0.11538,0.0000,0.0000,4.894,0.00000,0.0000
0.1211,move->d,0.1070,0.122772,-0.208038,0.098545,0.242001,0.559449,0.036019,1.451317,0.270034,0.117951,-0.202284,0.098402,0.246650,0.559779,0.028990,1.450630,0.276757,0.479467,-0.255788,0.467772,2.646088,0.954082,2.647310,0.00001,-0.09997,-0.00009,-0.00375,0.00027,-0.00253,117.853,0.4399,0.00001,0,1,1,0,0.109,-0.392,0.016,nan,nan,nan,nan,nan,nan,0,0.6445,0.0000,0.04744,0.21882,1.1791,0.11999,0.0000,0.0000,4.911,0.00000,0.0000
0.1261,move->d,0.1102,0.127585,-0.207524,0.098537,0.242348,0.559461,0.035247,1.451285,0.270525,0.122772,-0.202964,0.098402,0.246249,0.559779,0.028990,1.450630,0.276513,0.479497,-0.251476,0.467767,2.646456,0.954210,2.646654,-0.00001,-0.09997,-0.00008,-0.00325,0.00030,-0.00062,122.165,0.4027,0.00002,0,1,1,0,0.078,-0.506,0.012,nan,nan,nan,nan,nan,nan,0,0.6284,0.0000,0.04745,0.25284,1.2273,0.12456,0.0000,0.0000,4.927,0.00000,0.0000
0.1311,move->d,0.1132,0.132391,-0.206906,0.098527,0.242766,0.559476,0.034321,1.451245,0.271117,0.127585,-0.202964,0.098402,0.246249,0.559779,0.028990,1.450630,0.276513,0.479497,-0.246663,0.467767,2.646456,0.954210,2.646654,-0.00001,-0.09997,-0.00008,-0.00325,0.00030,-0.00062,126.978,0.3585,0.00002,0,1,1,0,0.061,-0.602,0.015,nan,nan,nan,nan,nan,nan,0,0.6127,0.0000,0.04746,0.29499,1.2754,0.12913,0.0000,0.0000,4.944,0.00000,0.0000
0.1361,move->d,0.1162,0.137190,-0.206198,0.098517,0.243247,0.559495,0.033270,1.451198,0.271795,0.132391,-0.203296,0.098384,0.245830,0.559849,0.028780,1.450613,0.276460,0.479521,-0.242284,0.467741,2.646820,0.954280,2.646064,-0.00003,-0.09997,-0.00005,-0.00282,0.00022,0.00116,131.356,0.3174,0.00003,0,1,1,0,0.059,-0.665,0.023,nan,nan,nan,nan,nan,nan,0,0.5974,0.0000,0.04747,0.33079,1.3235,0.13368,0.0000,0.0000,4.960,0.00000,0.0000
0.1411,move->d,0.1191,0.141981,-0.205394,0.098507,0.243793,0.559513,0.032079,1.451148,0.272565,0.137190,-0.203453,0.098332,0.245760,0.559779,0.028466,1.450613,0.276460,0.479525,-0.237710,0.467791,2.647033,0.954485,2.645761,-0.00003,-0.09997,-0.00009,-0.00240,0.00047,0.00211,135.931,0.2752,0.00003,0,1,1,0,0.070,-0.676,0.035,nan,nan,nan,nan,nan,nan,0,0.5825,0.0000,0.04748,0.37036,1.3714,0.13823,0.0000,0.0000,4.977,0.00000,0.0000
0.1461,move->d,0.1220,0.146764,-0.204492,0.098493,0.244406,0.559540,0.030747,1.451087,0.273430,0.141981,-0.203680,0.098454,0.245760,0.559814,0.028344,1.450665,0.276460,0.479549,-0.233079,0.467699,2.647286,0.954330,2.645646,-0.00005,-0.09997,-0.00002,-0.00229,0.00006,0.00275,140.561,0.2232,0.00004,0,1,1,0,0.096,-0.622,0.048,nan,nan,nan,nan,nan,nan,0,0.5679,0.0000,0.04749,0.41082,1.4193,0.14279,0.0000,0.0000,4.993,0.00000,0.0000
0.1511,move->d,0.1248,0.151540,-0.203488,0.098482,0.245088,0.559565,0.029266,1.451022,0.274393,0.146764,-0.203645,0.098402,0.245760,0.559779,0.028100,1.450630,0.276513,0.479551,-0.228369,0.467747,2.647357,0.954487,2.645517,-0.00005,-0.09997,-0.00005,-0.00207,0.00029,0.00313,145.271,0.1766,0.00004,0,1,1,0,0.132,-0.509,0.059,nan,nan,nan,nan,nan,nan,0,0.5537,0.0000,0.04751,0.45336,1.4671,0.14735,0.0000,0.0000,5.010,0.00000,0.0000
0.1561,move->d,0.1274,0.156308,-0.202383,0.098469,0.245838,0.559593,0.027638,1.450951,0.275456,0.151540,-0.203575,0.098437,0.245987,0.559797,0.027611,1.450630,0.276582,0.479561,-0.223642,0.467718,2.647717,0.954543,2.645684,-0.00006,-0.09997,-0.00003,-0.00165,0.00019,0.00338,149.998,0.1254,0.00005,0,1,1,0,0.173,-0.359,0.069,nan,nan,nan,nan,nan,nan,0,0.5399,0.0000,0.04752,0.49563,1.5148,0.15192,0.0000,0.0000,5.026,0.00000,0.0000
0.1611,move->d,0.1301,0.161069,-0.201175,0.098457,0.246658,0.559622,0.025856,1.450874,0.276620,0.156308,-0.203296,0.098402,0.246214,0.559797,0.027140,1.450630,0.276879,0.479551,-0.218813,0.467730,2.647729,0.954569,2.645673,-0.00005,-0.09997,-0.00004,-0.00162,0.00023,0.00342,154.827,0.0816,0.00005,0,1,1,0,0.217,-0.199,0.077,nan,nan,nan,nan,nan,nan,0,0.5264,0.0000,0.04754,0.53980,1.5625,0.15652,0.0000,0.0000,5.042,0.00000,0.0000
0.1661,move->d,0.1326,0.165823,-0.199867,0.098447,0.247546,0.559650,0.023930,1.450794,0.277880,0.161069,-0.202912,0.098402,0.246406,0.559727,0.026267,1.450665,0.277228,0.479552,-0.214110,0.467739,2.648038,0.954687,2.645631,-0.00005,-0.09997,-0.00004,-0.00119,0.00027,0.00401,159.529,0.0995,0.00006,0,1,1,0,0.264,-0.038,0.083,nan,nan,nan,nan,nan,nan,0,0.5132,0.0000,0.04756,0.58135,1.6101,0.16114,0.0000,0.0000,5.058,0.00000,0.0000
0.1711,move->d,0.1351,0.170569,-0.198465,0.098437,0.248498,0.559682,0.021869,1.450708,0.279235,0.165823,-0.201655,0.098384,0.247226,0.559797,0.023859,1.450630,0.278188,0.479555,-0.209288,0.467701,2.648952,0.954909,2.646053,-0.00005,-0.09997,-0.00002,-0.00005,0.00016,0.00466,164.351,0.1025,0.00006,0,1,1,0,0.317,0.130,0.090,nan,nan,nan,nan,nan,nan,0,0.5004,0.0000,0.04758,0.62124,1.6576,0.16580,0.0000,0.0000,5.075,0.00000,0.0000
0.1761,move->d,0.1376,0.175307,-0.196958,0.098430,0.249520,0.559712,0.019653,1.450618,0.280692,0.170569,-0.201655,0.098384,0.247226,0.559797,0.023859,1.450630,0.278188,0.479555,-0.204542,0.467701,2.648952,0.954909,2.646053,-0.00005,-0.09997,-0.00002,-0.00005,0.00016,0.00466,169.097,0.1828,0.00007,0,1,1,0,0.370,0.310,0.099,nan,nan,nan,nan,nan,nan,0,0.4879,0.0000,0.04760,0.66593,1.7050,0.17051,0.0000,0.0000,5.091,0.00000,0.0000
0.1811,move->d,0.1400,0.180038,-0.195339,0.098424,0.250618,0.559742,0.017267,1.450524,0.282260,0.175307,-0.200416,0.098384,0.247732,0.559779,0.022742,1.450630,0.278939,0.479537,-0.199401,0.467699,2.648949,0.954887,2.646525,-0.00004,-0.09997,-0.00002,-0.00008,0.00012,0.00371,174.238,0.1981,0.00007,0,1,1,0,0.419,0.496,0.108,nan,nan,nan,nan,nan,nan,0,0.4757,0.0000,0.04763,0.71425,1.7524,0.17526,0.0000,0.0000,5.107,0.00000,0.0000
0.1861,move->d,0.1423,0.184761,-0.193604,0.098421,0.251792,0.559773,0.014702,1.450425,0.283947,0.180038,-0.198566,0.098402,0.249198,0.559797,0.020508,1.450613,0.280178,0.479507,-0.193959,0.467674,2.649232,0.954908,2.647664,-0.00002,-0.09997,-0.00000,0.00023,0.00001,0.00190,179.680,0.1857,0.00008,0,1,1,0,0.466,0.682,0.118,nan,nan,nan,nan,nan,nan,0,0.4638,0.0000,0.04765,0.76517,1.7997,0.18006,0.0000,0.0000,5.123,0.00000,0.0000
0.1911,move->d,0.1445,0.189477,-0.191762,0.098422,0.253037,0.559800,0.011981,1.450326,0.285736,0.184761,-0.198566,0.098402,0.249198,0.559797,0.020508,1.450613,0.280178,0.479507,-0.189236,0.467674,2.649232,0.954908,2.647664,-0.00002,-0.09996,-0.00000,0.00023,0.00001,0.00190,184.403,0.3326,0.00009,0,1,1,0,0.513,0.864,0.130,nan,nan,nan,nan,nan,nan,0,0.4522,0.0000,0.04768,0.81025,1.8469,0.18494,0.0000,0.0000,5.139,0.00000,0.0000
0.1961,move->d,0.1468,0.194186,-0.189815,0.098428,0.254353,0.559823,0.009102,1.450226,0.287628,0.189477,-0.198566,0.098402,0.249198,0.559797,0.020508,1.450613,0.280178,0.479507,-0.184520,0.467674,2.649232,0.954908,2.647664,-0.00002,-0.09996,-0.00000,0.00023,0.00001,0.00190,189.119,0.4885,0.00009,0,1,1,0,0.560,1.036,0.143,nan,nan,nan,nan,nan,nan,0,0.4409,0.0000,0.04771,0.85545,1.8940,0.18988,0.0000,0.0000,5.155,0.00000,0.0000
0.2011,move->d,0.1489,0.198887,-0.187744,0.098440,0.255750,0.559842,0.006033,1.450126,0.289644,0.194186,-0.195669,0.098402,0.251013,0.559779,0.017349,1.450561,0.282150,0.479465,-0.178788,0.467678,2.649321,0.954929,2.648929,0.00000,-0.09996,-0.00001,0.00034,-0.00001,-0.00049,194.850,0.4725,0.00010,0,1,1,0,0.602,1.196,0.153,nan,nan,nan,nan,nan,nan,0,0.4299,0.0000,0.04774,0.90952,1.9411,0.19491,0.0000,0.0000,5.171,0.00000,0.0000
0.2061,move->d,0.1510,0.203580,-0.185566,0.098460,0.257217,0.559853,0.002805,1.450028,0.291763,0.198887,-0.195669,0.098402,0.251013,0.559779,0.017349,1.450561,0.282150,0.479465,-0.174087,0.467678,2.649321,0.954929,2.648929,0.00000,-0.09996,-0.00001,0.00034,-0.00001,-0.00049,199.551,0.6484,0.00011,0,1,1,0,0.637,1.335,0.160,nan,nan,nan,nan,nan,nan,0,0.4191,0.0000,0.04777,0.95500,1.9881,0.20004,0.0000,0.0000,5.187,0.00000,0.0000
0.2111,move->d,0.1530,0.208266,-0.183292,0.098489,0.258747,0.559855,-0.000559,1.449935,0.293976,0.203580,-0.192859,0.098402,0.252636,0.559745,0.012758,1.450438,0.284524,0.479481,-0.169040,0.467694,2.650167,0.955278,2.649193,-0.00000,-0.09996,-0.00001,0.00153,0.00015,0.00036,204.599,0.5703,0.00012,0,1,1,0,0.664,1.446,0.163,nan,nan,nan,nan,nan,nan,0,0.4086,0.0000,0.04781,0.99541,2.0350,0.20526,0.0000,0.0000,5.203,0.00000,0.0000
0.2161,move->d,0.1550,0.212944,-0.180910,0.098529,0.260349,0.559847,-0.004082,1.449846,0.296290,0.208266,-0.192859,0.098402,0.252636,0.559745,0.012758,1.450438,0.284524,0.479481,-0.164354,0.467694,2.650167,0.955278,2.649193,-0.00000,-0.09996,-0.00001,0.00153,0.00015,0.00036,209.284,0.7630,0.00013,0,1,1,0,0.684,1.527,0.162,nan,nan,nan,nan,nan,nan,0,0.3984,0.0000,0.04785,1.04114,2.0818,0.21058,0.0000,0.0000,5.219,0.00000,0.0000
0.2211,move->d,0.1570,0.217615,-0.178417,0.098578,0.262023,0.559831,-0.007772,1.449761,0.298709,0.212944,-0.191061,0.098402,0.253858,0.559727,0.010315,1.450438,0.286374,0.479457,-0.159179,0.467687,2.649884,0.955124,2.649096,0.00001,-0.09996,-0.00001,0.00110,0.00003,0.00010,214.458,0.8249,0.00014,0,1,1,0,0.699,1.577,0.156,nan,nan,nan,nan,nan,nan,0,0.3885,0.0000,0.04788,1.08864,2.1286,0.21601,0.0000,0.0000,5.235,0.00000,0.0000
0.2261,move->d,0.1589,0.222279,-0.175792,0.098636,0.263781,0.559808,-0.011667,1.449679,0.301254,0.217615,-0.189124,0.098454,0.255324,0.559779,0.008674,1.450386,0.288119,0.479418,-0.153533,0.467654,2.648998,0.954706,2.649579,0.00002,-0.09996,0.00001,-0.00020,-0.00022,-0.00232,220.105,0.9423,0.00015,0,1,1,0,0.708,1.592,0.147,nan,nan,nan,nan,nan,nan,0,0.3787,0.0000,0.04792,1.14582,2.1753,0.22157,0.0000,0.0000,5.251,0.00000,0.0000
0.2311,move->d,0.1607,0.226935,-0.173085,0.098709,0.265594,0.559769,-0.015669,1.449607,0.303865,0.222279,-0.188216,0.098384,0.255970,0.559779,0.005690,1.450369,0.290004,0.479440,-0.149263,0.467667,2.649217,0.954791,2.647982,0.00001,-0.09996,-0.00000,0.00010,-0.00019,0.00123,224.374,0.9945,0.00016,0,1,1,0,0.706,1.570,0.134,nan,nan,nan,nan,nan,nan,0,0.3693,0.0000,0.04796,1.17801,2.2219,0.22726,0.0000,0.0000,5.267,0.00000,0.0000
0.2361,move->d,0.1625,0.231583,-0.170253,0.098795,0.267485,0.559718,-0.019862,1.449543,0.306599,0.226935,-0.185302,0.098437,0.257768,0.559727,0.002409,1.450351,0.292098,0.479402,-0.143633,0.467659,2.649268,0.954767,2.649058,0.00003,-0.09996,0.00000,0.00013,-0.00026,-0.00083,230.005,1.0358,0.00017,0,1,1,0,0.690,1.514,0.121,nan,nan,nan,nan,nan,nan,0,0.3600,0.0000,0.04800,1.23204,2.2684,0.23307,0.0000,0.0000,5.282,0.00000,0.0000
