t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0010,move->d,0.0050,0.005000,-0.000415,-0.523582,-0.000467,1.570744,-0.000450,1.570831,-0.000433,0.000000,0.000000,-0.523564,-0.000017,1.570744,0.000000,1.570831,0.000017,0.244465,-0.400004,0.237078,3.141580,0.523581,3.141554,0.00003,-0.00000,0.00002,-0.00002,-0.00010,-0.00000,0.016,0.0020,0.49968,0,1,0,1,-0.370,-0.061,0.067,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.12634,0.57866,5.4995,0.00008,0.0000,1.0000,4.623,0.40000,4.0000,0.005000,0.000000,,0,-0.000000
0.0059,move->d,0.0100,0.009992,-0.000416,-0.523581,-0.001367,1.570744,-0.000457,1.570830,-0.001333,0.005000,0.000000,-0.523564,-0.000017,1.570744,0.000000,1.570831,0.000017,0.244465,-0.395004,0.237078,3.141580,0.523581,3.141554,0.00003,-0.01000,0.00002,-0.00002,-0.00010,-0.00000,5.000,0.0258,0.00251,0,0,1,0,-0.370,-0.061,0.067,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.12634,0.25637,0.3038,0.00508,0.0000,0.9167,4.800,0.39500,4.0000,0.009992,0.000000,,0,-0.005000
0.0112,move->d,0.0150,0.014977,-0.000417,-0.523579,-0.002717,1.570742,-0.000463,1.570829,-0.002683,0.009992,-0.000017,-0.523581,-0.000017,1.570761,0.000000,1.570779,0.000035,0.244479,-0.390017,0.237086,3.141570,0.523634,3.141517,0.00000,-0.01998,0.00000,-0.00003,-0.00000,0.00006,9.988,0.0783,0.00208,0,0,1,0,-0.370,-0.060,0.066,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.12634,0.38381,0.3886,0.01019,0.0000,0.8335,4.699,0.39001,4.0000,0.014977,0.000000,,0,-0.009991
0.0159,move->d,0.0200,0.019954,-0.000419,-0.523574,-0.004517,1.570738,-0.000467,1.570827,-0.004483,0.014977,0.000000,-0.523616,0.000017,1.570761,0.000017,1.570814,0.000017,0.244467,-0.385014,0.237088,3.141583,0.523634,-3.141591,0.00002,-0.02998,-0.00000,-0.00001,-0.00000,-0.00008,14.991,0.1567,0.00165,0,0,1,0,-0.369,-0.060,0.064,nan,nan,nan,nan,nan,nan,0,0.9975,0.9002,0.12634,0.51132,0.4734,0.01547,0.0000,0.7504,4.597,0.38502,4.0000,0.019954,0.000000,,0,-0.014975
0.0209,move->d,0.0250,0.024923,-0.000420,-0.523566,-0.006767,1.570729,-0.000471,1.570825,-0.006733,0.019954,0.000017,-0.523564,0.000000,1.570796,0.000017,1.570831,0.000000,0.244454,-0.380036,0.237058,3.141583,0.523529,-3.141573,0.00005,-0.03994,0.00005,-0.00001,-0.00021,-0.00012,19.968,0.2588,0.00122,0,0,1,0,-0.367,-0.058,0.060,nan,nan,nan,nan,nan,nan,0,0.9926,0.8006,0.12634,0.63885,0.5585,0.02096,0.0000,0.6674,4.495,0.38005,4.0000,0.024923,0.000000,,0,-0.019952
0.0259,move->d,0.0299,0.029885,-0.000420,-0.523550,-0.009467,1.570714,-0.000473,1.570823,-0.009433,0.024923,-0.000017,-0.523564,0.000000,1.570796,0.000017,1.570814,0.000017,0.244459,-0.375075,0.237062,3.141573,0.523546,3.141557,0.00004,-0.04986,0.00005,-0.00003,-0.00018,-0.00002,24.929,0.3877,0.00079,0,0,1,0,-0.367,-0.055,0.057,nan,nan,nan,nan,nan,nan,0,0.9853,0.7014,0.12635,0.76640,0.6437,0.02670,0.0000,0.5846,4.394,0.37508,4.0000,0.029885,0.000000,,0,-0.024921
0.0322,move->d,0.0348,0.034840,-0.000420,-0.523524,-0.012617,1.570689,-0.000474,1.570820,-0.012583,0.029885,-0.000035,-0.523616,0.000000,1.570761,0.000017,1.570814,0.000035,0.244467,-0.370117,0.237088,3.141563,0.523634,3.141520,0.00002,-0.05977,-0.00000,-0.00005,-0.00000,0.00005,29.887,0.5424,0.00036,0,0,1,0,-0.365,-0.052,0.052,nan,nan,nan,nan,nan,nan,0,0.9757,0.6023,0.12635,0.89396,0.7289,0.03275,0.0000,0.5019,4.293,0.37011,4.0000,0.034840,0.000000,,0,-0.029882
0.0367,move->d,0.0396,0.039787,-0.000532,-0.523486,-0.016120,1.570652,-0.000417,1.570817,-0.016183,0.034840,0.000035,-0.523564,-0.000017,1.570796,0.000000,1.570831,0.000035,0.244454,-0.365156,0.237058,3.141570,0.523529,3.141569,0.00005,-0.06969,0.00006,-0.00003,-0.00021,-0.00005,34.848,0.7229,0.00006,0,0,1,0,-0.362,-0.049,0.047,nan,nan,nan,nan,nan,nan,0,0.9639,0.5030,0.12635,1.00805,0.7871,0.03914,0.0000,0.4193,4.205,0.36516,4.0000,0.039787,0.000000,,0,-0.034835
0.0410,move->d,0.0443,0.044726,-0.000602,-0.523434,-0.019868,1.570602,-0.000381,1.570814,-0.019991,0.039787,0.000000,-0.523581,0.000000,1.570761,0.000000,1.570814,0.000035,0.244467,-0.360214,0.237079,3.141580,0.523599,3.141554,0.00003,-0.07958,0.00002,-0.00001,-0.00008,-0.00001,39.791,0.9292,0.00007,0,0,1,0,-0.359,-0.045,0.041,nan,nan,nan,nan,nan,nan,0,0.9499,0.4042,0.12635,1.07173,0.7864,0.04588,0.0000,0.3369,4.149,0.36021,4.0000,0.044726,0.000000,,0,-0.039781
0.0459,move->d,0.0490,0.049658,-0.000707,-0.523367,-0.023841,1.570536,-0.000326,1.570811,-0.024055,0.044726,-0.000035,-0.523564,-0.000017,1.570814,-0.000017,1.570814,0.000070,0.244456,-0.355293,0.237055,3.141568,0.523529,3.141459,0.00005,-0.08942,0.00006,-0.00004,-0.00022,0.00017,44.711,1.1494,0.00007,0,0,1,0,-0.356,-0.040,0.036,nan,nan,nan,nan,nan,nan,0,0.9338,0.3058,0.12635,1.13980,0.7858,0.05287,0.0000,0.2546,4.092,0.35527,4.0000,0.049658,0.000000,,0,-0.044719
