t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.4579,move->d,none,0.2761,0.482026,-0.145790,-0.692298,-0.038445,1.838383,0.166482,0.991607,1.376543,0.482258,-0.145770,-0.693384,-0.038554,1.840432,0.166644,0.990492,1.375948,0.172946,0.072025,0.339760,3.129079,-0.550433,-3.138142,0.00348,-0.00526,0.00595,0.00030,0.00042,-0.00012,0.00348,-0.00526,0.00595,0.00030,0.00042,-0.00012,0.00563,-0.00099,0.00708,-0.00394,-0.01834,0.00347,0.353,0.1075,0.00001,0,0,0,0,0.367,1.269,0.171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005564,0.000676,0.296,1.264,0.157,-0.008988,0,1.0000,1.0000,0.14162,0.04412,0.0559,0.00698,0.0000,0.0000,0.043,-0.07814,4.0000,0.482026,0.482258,-0.005585,1,-0.005585
0.4634,move->d,none,0.2811,0.481997,-0.145791,-0.692180,-0.038423,1.838205,0.166474,0.991667,1.376579,0.482258,-0.145822,-0.693280,-0.038554,1.840223,0.166627,0.990492,1.375965,0.172975,0.072007,0.339811,3.129105,-0.550334,-3.138229,0.00357,-0.00543,0.00608,0.00034,0.00062,0.00003,0.00357,-0.00543,0.00608,0.00034,0.00062,0.00003,0.00531,-0.00335,0.00942,-0.00403,-0.01812,-0.01343,0.338,0.1054,0.00001,0,0,0,0,0.368,1.272,0.168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005473,0.000640,0.297,1.264,0.157,-0.010843,0,1.0000,1.0000,0.14161,0.04538,0.0577,0.00726,0.0000,0.0000,0.044,-0.07811,4.0000,0.481997,0.482258,-0.005771,1,-0.005771
0.4688,move->d,none,0.2861,0.481967,-0.145792,-0.692059,-0.038401,1.838021,0.166466,0.991728,1.376615,0.482258,-0.145787,-0.693192,-0.038554,1.840153,0.166644,0.990544,1.375965,0.172982,0.072016,0.339813,3.129079,-0.550400,-3.138167,0.00370,-0.00566,0.00632,0.00030,0.00048,-0.00007,0.00370,-0.00566,0.00632,0.00030,0.00048,-0.00007,0.00124,0.00173,0.00024,0.00403,0.01232,0.00924,0.383,0.1116,0.00001,0,0,0,0,0.366,1.274,0.166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005426,0.000701,0.290,1.217,0.236,-0.000836,0,1.0000,1.0000,0.14160,0.04690,0.0596,0.00755,0.0000,0.0000,0.046,-0.07808,4.0000,0.481967,0.482088,-0.005960,1,-0.005960
0.4750,move->d,none,0.2911,0.481936,-0.145795,-0.691935,-0.038371,1.837832,0.166456,0.991792,1.376660,0.482088,-0.145787,-0.693105,-0.038554,1.840031,0.166644,0.990544,1.375965,0.173002,0.071842,0.339839,3.129090,-0.550366,-3.138175,0.00381,-0.00553,0.00651,0.00032,0.00055,-0.00007,0.00381,-0.00553,0.00651,0.00032,0.00055,-0.00007,0.00359,-0.03089,0.00460,-0.00153,-0.00602,-0.00053,0.296,0.1151,0.00001,0,0,0,0,0.363,1.274,0.166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006194,0.001275,0.290,1.217,0.236,-0.006127,0,1.0000,1.0000,0.14160,0.04867,0.0615,0.00784,0.0000,0.0000,0.047,-0.07805,4.0000,0.481936,0.482088,-0.006151,1,-0.006151
0.4802,move->d,none,0.2961,0.481905,-0.145797,-0.691808,-0.038340,1.837637,0.166446,0.991857,1.376705,0.482088,-0.145770,-0.692948,-0.038589,1.839874,0.166644,0.990544,1.376018,0.173032,0.071836,0.339864,3.129017,-0.550364,-3.138177,0.00391,-0.00574,0.00671,0.00019,0.00055,0.00001,0.00391,-0.00574,0.00671,0.00019,0.00055,0.00001,0.00508,-0.00100,0.00440,0.01052,-0.00039,-0.00689,0.307,0.1170,0.00001,0,0,0,0,0.357,1.273,0.168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005222,0.000576,0.269,1.324,0.346,-0.006419,0,1.0000,1.0000,0.14159,0.05005,0.0634,0.00814,0.0000,0.0000,0.048,-0.07802,4.0000,0.481905,0.482088,-0.006344,1,-0.006344
0.4856,move->d,none,0.3011,0.481872,-0.145799,-0.691675,-0.038310,1.837434,0.166435,0.991925,1.376750,0.482088,-0.145770,-0.692948,-0.038589,1.839874,0.166644,0.990544,1.376018,0.173032,0.071836,0.339864,3.129017,-0.550364,-3.138177,0.00406,-0.00596,0.00696,0.00019,0.00055,0.00001,0.00406,-0.00596,0.00696,0.00019,0.00055,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.351,0.1282,0.00001,0,0,0,0,0.351,1.272,0.175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005414,0.000876,0.270,1.262,0.238,0.000000,0,1.0000,1.0000,0.14158,0.05187,0.0654,0.00845,0.0000,0.0000,0.050,-0.07799,4.0000,0.481872,0.482088,-0.006539,1,-0.006539
0.4915,move->d,none,0.3061,0.481838,-0.145801,-0.691538,-0.038279,1.837224,0.166425,0.991995,1.376796,0.482088,-0.145770,-0.692948,-0.038589,1.839874,0.166644,0.990544,1.376018,0.173032,0.071836,0.339864,3.129017,-0.550364,-3.138177,0.00422,-0.00619,0.00722,0.00019,0.00054,0.00001,0.00422,-0.00619,0.00722,0.00019,0.00054,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.397,0.1398,0.00001,0,0,0,0,0.343,1.272,0.182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005892,0.006718,0.270,1.262,0.238,0.000000,0,1.0000,1.0000,0.14157,0.05372,0.0674,0.00876,0.0000,0.0000,0.052,-0.07796,4.0000,0.481838,0.481913,-0.006736,1,-0.006736
0.4970,move->d,none,0.3111,0.481804,-0.145805,-0.691398,-0.038240,1.837009,0.166413,0.992066,1.376850,0.481913,-0.145787,-0.692756,-0.038554,1.839682,0.166592,0.990614,1.376035,0.173055,0.071650,0.339884,3.129078,-0.550445,-3.138223,0.00433,-0.00604,0.00744,0.00030,0.00038,0.00004,0.00433,-0.00604,0.00744,0.00030,0.00038,0.00004,0.00202,-0.01608,0.00169,-0.00452,0.00703,-0.00119,0.354,0.1408,0.00001,0,0,0,0,0.334,1.271,0.189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005477,0.000684,0.170,1.147,0.153,-0.002671,0,1.0000,1.0000,0.14156,0.05539,0.0694,0.00909,0.0000,0.0000,0.053,-0.07793,4.0000,0.481804,0.481913,-0.006935,1,-0.006935
0.5029,move->d,none,0.3161,0.481768,-0.145808,-0.691256,-0.038202,1.836789,0.166400,0.992140,1.376905,0.481913,-0.145752,-0.692512,-0.038554,1.839385,0.166627,0.990579,1.376070,0.173115,0.071654,0.339947,3.129030,-0.550355,-3.138181,0.00438,-0.00628,0.00758,0.00022,0.00056,0.00001,0.00438,-0.00628,0.00758,0.00022,0.00056,0.00001,0.01014,0.00069,0.01069,0.00694,-0.01524,0.00297,0.325,0.1361,0.00001,0,0,0,0,0.326,1.268,0.193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005941,0.000707,0.476,1.349,0.114,-0.014402,0,1.0000,1.0000,0.14156,0.05659,0.0714,0.00942,0.0000,0.0000,0.054,-0.07789,4.0000,0.481768,0.481913,-0.007136,1,-0.007136
0.5086,move->d,none,0.3211,0.481731,-0.145812,-0.691109,-0.038163,1.836563,0.166388,0.992216,1.376960,0.481913,-0.145787,-0.692424,-0.038589,1.839263,0.166627,0.990649,1.376087,0.173122,0.071641,0.339964,3.128988,-0.550386,-3.138220,0.00453,-0.00649,0.00782,0.00015,0.00049,0.00013,0.00453,-0.00649,0.00782,0.00015,0.00049,0.00013,0.00125,-0.00238,0.00304,0.00666,0.00586,-0.01155,0.351,0.1417,0.00001,0,0,0,0,0.320,1.267,0.195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005633,0.000978,0.351,1.333,0.133,-0.003271,0,1.0000,1.0000,0.14155,0.05819,0.0734,0.00975,0.0000,0.0000,0.056,-0.07786,4.0000,0.481731,0.481913,-0.007340,1,-0.007340
0.5139,move->d,none,0.3261,0.481693,-0.145815,-0.690958,-0.038124,1.836330,0.166375,0.992294,1.377015,0.481913,-0.145787,-0.692250,-0.038589,1.839123,0.166592,0.990684,1.376087,0.173145,0.071629,0.339974,3.129019,-0.550461,-3.138248,0.00465,-0.00671,0.00807,0.00020,0.00034,0.00015,0.00465,-0.00671,0.00807,0.00020,0.00034,0.00015,0.00428,-0.00229,0.00200,-0.00494,0.01396,-0.00216,0.381,0.1467,0.00001,0,0,0,0,0.317,1.267,0.194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005341,0.000936,0.232,1.151,0.102,-0.003967,0,1.0000,1.0000,0.14154,0.05972,0.0755,0.01010,0.0000,0.0000,0.057,-0.07782,4.0000,0.481693,0.481913,-0.007545,1,-0.007545
0.5193,move->d,none,0.3311,0.481655,-0.145817,-0.690802,-0.038086,1.836089,0.166363,0.992374,1.377071,0.481913,-0.145787,-0.692250,-0.038589,1.839123,0.166592,0.990684,1.376087,0.173145,0.071629,0.339974,3.129019,-0.550461,-3.138248,0.00482,-0.00695,0.00834,0.00020,0.00033,0.00015,0.00482,-0.00695,0.00834,0.00020,0.00033,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.431,0.1601,0.00001,0,0,0,0,0.314,1.266,0.190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005359,0.000645,0.385,1.266,0.172,0.000000,0,1.0000,1.0000,0.14153,0.06170,0.0775,0.01045,0.0000,0.0000,0.059,-0.07778,4.0000,0.481655,0.481913,-0.007752,1,-0.007752
0.5248,move->d,none,0.3361,0.481615,-0.145820,-0.690641,-0.038047,1.835839,0.166350,0.992457,1.377127,0.481913,-0.145787,-0.692250,-0.038589,1.839123,0.166592,0.990684,1.376087,0.173145,0.071629,0.339974,3.129019,-0.550461,-3.138248,0.00499,-0.00720,0.00862,0.00020,0.00033,0.00015,0.00499,-0.00720,0.00862,0.00020,0.00033,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.483,0.1739,0.00001,0,0,0,0,0.313,1.264,0.187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005507,0.006094,0.385,1.266,0.172,0.000000,0,1.0000,1.0000,0.14152,0.06371,0.0796,0.01081,0.0000,0.0000,0.061,-0.07774,4.0000,0.481615,0.481913,-0.007961,1,-0.007961
0.5301,move->d,none,0.3411,0.481574,-0.145823,-0.690474,-0.038009,1.835582,0.166337,0.992543,1.377183,0.481913,-0.145787,-0.692250,-0.038589,1.839123,0.166592,0.990684,1.376087,0.173145,0.071629,0.339974,3.129019,-0.550461,-3.138248,0.00517,-0.00745,0.00891,0.00020,0.00033,0.00015,0.00517,-0.00745,0.00891,0.00020,0.00033,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.538,0.1881,0.00001,0,0,0,0,0.314,1.262,0.184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005374,0.011470,0.385,1.266,0.172,0.000000,0,1.0000,1.0000,0.14151,0.06575,0.0817,0.01118,0.0000,0.0000,0.064,-0.07770,4.0000,0.481574,0.481913,-0.008172,1,-0.008172
0.5364,move->d,none,0.3461,0.481532,-0.145825,-0.690301,-0.037972,1.835318,0.166324,0.992631,1.377239,0.481913,-0.145787,-0.692232,-0.038554,1.838949,0.166592,0.990701,1.376140,0.173161,0.071636,0.340027,3.129024,-0.550327,-3.138252,0.00531,-0.00772,0.00909,0.00021,0.00059,0.00016,0.00531,-0.00772,0.00909,0.00021,0.00059,0.00016,0.00097,0.00044,0.00324,-0.00022,-0.00824,-0.00011,0.549,0.1929,0.00001,0,0,0,0,0.318,1.262,0.182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006219,0.001468,0.465,1.344,0.273,-0.003264,0,1.0000,1.0000,0.14150,0.06750,0.0839,0.01156,0.0000,0.0000,0.065,-0.07766,4.0000,0.481532,0.481913,-0.008385,1,-0.008385
0.5423,move->d,none,0.3511,0.481489,-0.145827,-0.690124,-0.037935,1.835047,0.166311,0.992721,1.377296,0.481913,-0.145718,-0.692006,-0.038589,1.838739,0.166574,0.990736,1.376122,0.173196,0.071629,0.340053,3.129034,-0.550379,-3.138212,0.00542,-0.00796,0.00933,0.00022,0.00048,0.00006,0.00542,-0.00796,0.00933,0.00022,0.00048,0.00006,0.00575,-0.00114,0.00418,-0.00136,0.00842,0.00740,0.574,0.1960,0.00001,0,0,0,0,0.325,1.263,0.183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005920,0.001177,0.405,1.313,0.278,-0.006583,0,1.0000,1.0000,0.14149,0.06904,0.0860,0.01194,0.0000,0.0000,0.067,-0.07762,4.0000,0.481489,0.481705,-0.008600,1,-0.008600
0.5478,move->d,none,0.3561,0.481445,-0.145831,-0.689944,-0.037888,1.834770,0.166296,0.992813,1.377363,0.481705,-0.145752,-0.691936,-0.038554,1.838582,0.166574,0.990806,1.376210,0.173206,0.071427,0.340083,3.128984,-0.550366,-3.138231,0.00558,-0.00781,0.00957,0.00014,0.00051,0.00015,0.00558,-0.00781,0.00957,0.00014,0.00051,0.00015,0.00156,-0.03314,0.00498,0.00695,-0.00224,-0.00744,0.524,0.2025,0.00001,0,0,0,0,0.332,1.265,0.185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005540,0.000648,0.347,1.218,0.134,-0.005422,0,1.0000,1.0000,0.14148,0.07115,0.0882,0.01234,0.0000,0.0000,0.068,-0.07758,4.0000,0.481445,0.481705,-0.008816,1,-0.008816
0.5534,move->d,none,0.3611,0.481400,-0.145835,-0.689760,-0.037841,1.834486,0.166280,0.992908,1.377429,0.481705,-0.145770,-0.691796,-0.038589,1.838390,0.166592,0.990841,1.376210,0.173231,0.071416,0.340119,3.128951,-0.550343,-3.138250,0.00572,-0.00806,0.00979,0.00008,0.00055,0.00023,0.00572,-0.00806,0.00979,0.00008,0.00055,0.00023,0.00494,-0.00218,0.00698,0.00544,-0.00444,-0.00693,0.539,0.2074,0.00001,0,0,0,0,0.339,1.267,0.187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005551,0.001031,0.398,1.351,0.232,-0.008559,0,1.0000,1.0000,0.14147,0.07284,0.0903,0.01274,0.0000,0.0000,0.070,-0.07753,4.0000,0.481400,0.481705,-0.009034,1,-0.009034
0.5590,move->d,none,0.3661,0.481354,-0.145838,-0.689570,-0.037795,1.834195,0.166265,0.993004,1.377496,0.481705,-0.145770,-0.691726,-0.038537,1.838198,0.166574,0.990946,1.376210,0.173238,0.071421,0.340156,3.129023,-0.550333,-3.138240,0.00589,-0.00833,0.01003,0.00020,0.00057,0.00013,0.00589,-0.00833,0.01003,0.00020,0.00057,0.00013,0.00117,0.00091,0.00639,-0.01075,-0.00168,0.00823,0.567,0.2127,0.00001,0,0,0,0,0.346,1.270,0.188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005634,0.000978,0.419,1.264,0.057,-0.006051,0,1.0000,1.0000,0.14145,0.07456,0.0925,0.01315,0.0000,0.0000,0.071,-0.07749,4.0000,0.481354,0.481705,-0.009253,1,-0.009253
0.5645,move->d,none,0.3711,0.481306,-0.145841,-0.689375,-0.037749,1.833898,0.166250,0.993102,1.377562,0.481705,-0.145822,-0.691604,-0.038537,1.837919,0.166574,0.991015,1.376279,0.173264,0.071412,0.340218,3.128981,-0.550248,-3.138302,0.00603,-0.00858,0.01021,0.00013,0.00073,0.00030,0.00603,-0.00858,0.01021,0.00013,0.00073,0.00030,0.00458,-0.00164,0.01123,0.00644,-0.01534,-0.01499,0.565,0.2134,0.00001,0,0,0,0,0.353,1.271,0.185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005474,0.000866,0.333,1.175,-0.043,-0.011985,0,1.0000,1.0000,0.14144,0.07613,0.0947,0.01357,0.0000,0.0000,0.073,-0.07744,4.0000,0.481306,0.481705,-0.009475,1,-0.009475
0.5703,move->d,none,0.3761,0.481258,-0.145844,-0.689175,-0.037704,1.833594,0.166235,0.993203,1.377628,0.481705,-0.145787,-0.691430,-0.038554,1.837692,0.166557,0.991068,1.376279,0.173293,0.071405,0.340257,3.128997,-0.550250,-3.138292,0.00616,-0.00884,0.01044,0.00016,0.00073,0.00026,0.00616,-0.00884,0.01044,0.00016,0.00073,0.00026,0.00523,-0.00131,0.00691,-0.00243,0.00035,0.00324,0.587,0.2174,0.00001,0,0,0,0,0.358,1.271,0.178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005858,0.001209,0.365,1.250,0.186,-0.008634,0,1.0000,1.0000,0.14143,0.07781,0.0970,0.01399,0.0000,0.0000,0.075,-0.07739,4.0000,0.481258,0.481535,-0.009698,1,-0.009698
0.5763,move->d,none,0.3811,0.481208,-0.145848,-0.688972,-0.037651,1.833284,0.166217,0.993306,1.377702,0.481535,-0.145770,-0.691307,-0.038502,1.837430,0.166574,0.991138,1.376332,0.173319,0.071251,0.340313,3.128989,-0.550183,-3.138245,0.00630,-0.00881,0.01064,0.00014,0.00086,0.00018,0.00630,-0.00881,0.01064,0.00014,0.00086,0.00018,0.00427,-0.02519,0.00930,0.00107,-0.01090,0.00712,0.538,0.2198,0.00001,0,0,0,0,0.363,1.270,0.173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005925,0.001038,0.398,1.358,0.330,-0.010432,0,1.0000,1.0000,0.14142,0.07978,0.0992,0.01443,0.0000,0.0000,0.076,-0.07734,4.0000,0.481208,0.481535,-0.009922,1,-0.009922
0.5817,move->d,none,0.3861,0.481157,-0.145852,-0.688762,-0.037599,1.832964,0.166200,0.993411,1.377776,0.481535,-0.145770,-0.691307,-0.038502,1.837430,0.166574,0.991138,1.376332,0.173319,0.071251,0.340313,3.128989,-0.550183,-3.138245,0.00650,-0.00909,0.01096,0.00014,0.00085,0.00018,0.00650,-0.00909,0.01096,0.00014,0.00085,0.00018,0.00427,-0.02519,0.00930,0.00107,-0.01090,0.00712,0.605,0.2376,0.00001,0,0,0,0,0.367,1.271,0.172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005460,0.006456,0.398,1.358,0.330,-0.010432,0,1.0000,1.0000,0.14141,0.08205,0.1015,0.01487,0.0000,0.0000,0.078,-0.07730,4.0000,0.481157,0.481535,-0.010148,1,-0.010148
0.5871,move->d,none,0.3911,0.481106,-0.145856,-0.688547,-0.037547,1.832637,0.166183,0.993519,1.377851,0.481535,-0.145787,-0.691220,-0.038537,1.837221,0.166557,0.991225,1.376349,0.173330,0.071236,0.340356,3.128982,-0.550148,-3.138292,0.00667,-0.00934,0.01120,0.00013,0.00092,0.00028,0.00667,-0.00934,0.01120,0.00013,0.00092,0.00028,0.00105,-0.00137,0.00387,0.00059,-0.00315,-0.00460,0.629,0.2439,0.00001,0,0,0,0,0.371,1.275,0.176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005409,0.000940,0.321,1.347,0.285,-0.003864,0,1.0000,1.0000,0.14139,0.08389,0.1038,0.01532,0.0000,0.0000,0.080,-0.07724,4.0000,0.481106,0.481535,-0.010376,1,-0.010376
0.5930,move->d,none,0.3961,0.481053,-0.145860,-0.688327,-0.037496,1.832303,0.166166,0.993628,1.377924,0.481535,-0.145770,-0.691046,-0.038485,1.836976,0.166522,0.991382,1.376402,0.173342,0.071244,0.340384,3.129006,-0.550245,-3.138266,0.00685,-0.00965,0.01147,0.00017,0.00072,0.00020,0.00685,-0.00965,0.01147,0.00017,0.00072,0.00020,0.00206,0.00136,0.00472,-0.00349,0.01640,0.00637,0.676,0.2486,0.00001,0,0,0,0,0.372,1.279,0.183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005903,0.000945,0.203,1.214,0.256,-0.005091,0,1.0000,1.0000,0.14138,0.08555,0.1060,0.01578,0.0000,0.0000,0.082,-0.07719,4.0000,0.481053,0.481535,-0.010605,1,-0.010605
0.5986,move->d,none,0.4011,0.480998,-0.145863,-0.688101,-0.037446,1.831962,0.166149,0.993739,1.377997,0.481535,-0.145822,-0.690906,-0.038485,1.836715,0.166522,0.991452,1.376454,0.173368,0.071234,0.340437,3.128975,-0.550194,-3.138324,0.00700,-0.00991,0.01169,0.00012,0.00082,0.00035,0.00700,-0.00991,0.01169,0.00012,0.00082,0.00035,0.00483,-0.00196,0.01014,0.00501,-0.00963,-0.01396,0.693,0.2528,0.00001,0,0,0,0,0.369,1.281,0.190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005516,0.001160,0.327,1.228,0.146,-0.011190,0,1.0000,1.0000,0.14137,0.08729,0.1083,0.01625,0.0000,0.0000,0.084,-0.07714,4.0000,0.480998,0.481535,-0.010835,1,-0.010835
0.6043,move->d,none,0.4061,0.480943,-0.145866,-0.687870,-0.037397,1.831613,0.166132,0.993853,1.378070,0.481535,-0.145770,-0.690819,-0.038415,1.836575,0.166504,0.991574,1.376506,0.173369,0.071258,0.340450,3.128991,-0.550272,-3.138243,0.00720,-0.01025,0.01200,0.00015,0.00066,0.00017,0.00720,-0.01025,0.01200,0.00015,0.00066,0.00017,0.00019,0.00415,0.00230,-0.00245,0.01361,0.01563,0.771,0.2643,0.00001,0,0,0,0,0.365,1.282,0.195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005695,0.001127,0.329,1.329,0.134,-0.002012,0,1.0000,1.0000,0.14135,0.08928,0.1107,0.01673,0.0000,0.0000,0.087,-0.07709,4.0000,0.480943,0.481535,-0.011067,1,-0.011067
0.6099,move->d,none,0.4111,0.480887,-0.145868,-0.687635,-0.037349,1.831256,0.166115,0.993968,1.378143,0.481535,-0.145787,-0.690592,-0.038397,1.836331,0.166504,0.991644,1.376541,0.173402,0.071255,0.340483,3.128971,-0.550326,-3.138249,0.00734,-0.01054,0.01227,0.00011,0.00055,0.00020,0.00734,-0.01054,0.01227,0.00011,0.00055,0.00020,0.02307,-0.00216,0.02261,0.01144,0.03756,-0.01115,0.811,0.2703,0.00001,0,0,0,0,0.360,1.283,0.199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005698,0.005387,0.335,1.348,0.402,-0.031354,0,1.0000,1.0000,0.14134,0.09102,0.1130,0.01722,0.0000,0.0000,0.089,-0.07703,4.0000,0.480887,0.481020,-0.011300,1,-0.011300
0.6155,move->d,none,0.4161,0.480829,-0.145875,-0.687397,-0.037278,1.830893,0.166092,0.994085,1.378239,0.481020,-0.145787,-0.690505,-0.038310,1.836139,0.166504,0.991801,1.376594,0.173402,0.070762,0.340509,3.128989,-0.550386,-3.138195,0.00755,-0.00986,0.01256,0.00014,0.00042,0.00008,0.00755,-0.00986,0.01256,0.00014,0.00042,0.00008,0.00001,-0.04976,0.00262,-0.00150,0.00600,0.00633,0.727,0.2797,0.00001,0,0,0,0,0.355,1.285,0.204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005529,0.001011,0.188,1.195,0.145,-0.002773,0,1.0000,1.0000,0.14132,0.09399,0.1153,0.01771,0.0000,0.0000,0.088,-0.07697,4.0000,0.480829,0.481020,-0.011534,1,-0.011534
0.6209,move->d,none,0.4211,0.480770,-0.145882,-0.687153,-0.037207,1.830522,0.166070,0.994204,1.378336,0.481020,-0.145822,-0.690348,-0.038275,1.835877,0.166522,0.991853,1.376611,0.173434,0.070761,0.340562,3.128999,-0.550335,-3.138208,0.00770,-0.01016,0.01279,0.00016,0.00052,0.00009,0.00770,-0.01016,0.01279,0.00016,0.00052,0.00009,0.00576,-0.00007,0.00966,-0.00161,-0.00920,-0.00129,0.733,0.2856,0.00001,0,0,0,0,0.348,1.285,0.209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005455,0.000963,0.304,1.241,0.278,-0.011242,0,1.0000,1.0000,0.14131,0.09579,0.1177,0.01822,0.0000,0.0000,0.090,-0.07692,4.0000,0.480770,0.481020,-0.011770,1,-0.011770
0.6264,move->d,none,0.4261,0.480710,-0.145888,-0.686905,-0.037137,1.830142,0.166048,0.994324,1.378431,0.481020,-0.145787,-0.690173,-0.038293,1.835685,0.166504,0.992045,1.376663,0.173434,0.070766,0.340569,3.128938,-0.550508,-3.138160,0.00791,-0.01047,0.01313,0.00006,0.00017,0.00006,0.00791,-0.01047,0.01313,0.00006,0.00017,0.00006,0.00008,0.00075,0.00116,0.00941,0.03145,0.00287,0.799,0.2958,0.00001,0,0,0,0,0.341,1.284,0.213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005460,0.000891,0.417,1.331,0.130,-0.001024,0,1.0000,1.0000,0.14130,0.09766,0.1201,0.01873,0.0000,0.0000,0.093,-0.07686,4.0000,0.480710,0.481020,-0.012007,1,-0.012007
0.6317,move->d,none,0.4311,0.480649,-0.145895,-0.686652,-0.037068,1.829756,0.166026,0.994447,1.378526,0.481020,-0.145822,-0.689894,-0.038223,1.835353,0.166504,0.992097,1.376698,0.173485,0.070766,0.340623,3.128968,-0.550516,-3.138174,0.00802,-0.01078,0.01337,0.00011,0.00015,0.00005,0.00802,-0.01078,0.01337,0.00011,0.00015,0.00005,0.00905,0.00008,0.00980,-0.00466,0.00135,0.00032,0.805,0.2986,0.00001,0,0,0,0,0.336,1.283,0.215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005280,0.000611,0.339,1.226,0.157,-0.013087,0,1.0000,1.0000,0.14128,0.09927,0.1225,0.01926,0.0000,0.0000,0.095,-0.07680,4.0000,0.480649,0.480785,-0.012245,1,-0.012245
