t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w
0.0510,move->d,0.0536,0.054392,-0.000173,-0.523547,-0.006450,1.570783,0.000079,1.570779,-0.006585,0.049487,0.000000,-0.523564,-0.000017,1.570761,0.000000,1.570814,0.000000,0.244467,-0.350518,0.237075,3.141590,0.523581,3.141575,-0.00002,-0.09892,-0.00004,-0.00003,0.00009,0.00006,49.463,0.3088,0.00002,0,0,1,0,-0.249,0.003,0.015,nan,nan,nan,nan,nan,nan,0,0.9161,0.2107,0.12635,0.33813,0.4946,0.05003,0.0000,0.1752,4.658,0.00000,0.0000
0.0560,move->d,0.0581,0.059290,-0.000199,-0.523540,-0.007529,1.570777,0.000092,1.570779,-0.007686,0.054392,0.000035,-0.523581,0.000000,1.570796,-0.000017,1.570814,-0.000017,0.244460,-0.345607,0.237066,-3.141557,0.523564,-3.141535,-0.00000,-0.09999,-0.00002,0.00003,0.00006,-0.00006,54.374,0.3763,0.00002,0,0,1,0,-0.251,0.004,0.015,nan,nan,nan,nan,nan,nan,0,0.8961,0.1125,0.12635,0.31323,0.5436,0.05514,0.0000,0.0935,4.670,0.00000,0.0000
0.0610,move->d,0.0624,0.064181,-0.000222,-0.523534,-0.008493,1.570771,0.000104,1.570780,-0.008671,0.059290,0.000000,-0.523529,-0.000035,1.570814,-0.000035,1.570779,-0.000035,0.244467,-0.340731,0.237053,-3.141550,0.523529,-3.141591,-0.00001,-0.09999,0.00001,0.00005,-0.00001,0.00006,59.250,0.4384,0.00002,0,0,1,0,-0.254,0.005,0.015,nan,nan,nan,nan,nan,nan,0,0.8740,0.0150,0.12635,0.28191,0.5926,0.06023,0.0000,0.0118,4.687,0.00000,0.0000
0.0660,move->d,0.0667,0.069064,-0.000242,-0.523529,-0.009342,1.570765,0.000114,1.570780,-0.009537,0.064181,0.000000,-0.523529,-0.000035,1.570814,-0.000035,1.570779,-0.000035,0.244467,-0.335841,0.237053,-3.141550,0.523529,-3.141591,-0.00001,-0.09999,0.00001,0.00005,-0.00002,0.00006,64.140,0.4948,0.00002,0,0,1,0,-0.257,0.007,0.016,nan,nan,nan,nan,nan,nan,0,0.8522,0.0000,0.12635,0.25088,0.6415,0.06528,0.0000,0.0000,4.704,0.00000,0.0000
0.0710,move->d,0.0708,0.073939,-0.000260,-0.523523,-0.010074,1.570759,0.000123,1.570780,-0.010285,0.069064,0.000017,-0.523564,-0.000017,1.570831,-0.000017,1.570814,0.000017,0.244452,-0.330943,0.237049,-3.141587,0.523512,3.141572,0.00001,-0.09999,0.00001,-0.00002,-0.00005,0.00007,69.038,0.5474,0.00001,0,0,1,0,-0.259,0.009,0.017,nan,nan,nan,nan,nan,nan,0,0.8309,0.0000,0.12635,0.22050,0.6903,0.07031,0.0000,0.0000,4.721,0.00000,0.0000
0.0760,move->d,0.0749,0.078807,-0.000274,-0.523517,-0.010692,1.570753,0.000131,1.570780,-0.010915,0.073939,-0.000017,-0.523616,-0.000035,1.570796,-0.000017,1.570779,-0.000017,0.244471,-0.326080,0.237081,-3.141577,0.523634,3.141557,-0.00001,-0.09998,-0.00003,0.00000,0.00019,0.00011,73.901,0.5883,0.00001,0,0,1,0,-0.259,0.009,0.017,nan,nan,nan,nan,nan,nan,0,0.8101,0.0000,0.12635,0.19140,0.7390,0.07529,0.0000,0.0000,4.738,0.00000,0.0000
0.0810,move->d,0.0788,0.083668,-0.000286,-0.523511,-0.011194,1.570749,0.000137,1.570781,-0.011428,0.078807,-0.000017,-0.523581,0.000000,1.570796,0.000000,1.570761,0.000000,0.244477,-0.321198,0.237076,-3.141585,0.523616,3.141577,-0.00002,-0.09998,-0.00002,-0.00001,0.00015,0.00006,78.783,0.6254,0.00001,0,0,1,0,-0.259,0.010,0.017,nan,nan,nan,nan,nan,nan,0,0.7898,0.0000,0.12635,0.16373,0.7877,0.08023,0.0000,0.0000,4.754,0.00000,0.0000
0.0860,move->d,0.0827,0.088520,-0.000295,-0.523507,-0.011581,1.570744,0.000141,1.570781,-0.011822,0.083668,0.000017,-0.523616,0.000000,1.570796,0.000000,1.570761,-0.000017,0.244477,-0.316329,0.237085,-3.141575,0.523651,-3.141553,-0.00002,-0.09998,-0.00003,0.00001,0.00022,-0.00004,83.652,0.6538,0.00001,0,0,1,0,-0.259,0.012,0.018,nan,nan,nan,nan,nan,nan,0,0.7701,0.0000,0.12635,0.13860,0.8363,0.08514,0.0000,0.0000,4.771,0.00000,0.0000
0.0910,move->d,0.0865,0.093366,-0.000301,-0.523503,-0.011853,1.570741,0.000145,1.570782,-0.012101,0.088520,0.000017,-0.523616,-0.000035,1.570814,-0.000035,1.570814,0.000000,0.244456,-0.311497,0.237068,-3.141570,0.523581,3.141572,0.00001,-0.09998,-0.00001,0.00002,0.00008,0.00008,88.484,0.6774,0.00001,0,0,1,0,-0.259,0.015,0.018,nan,nan,nan,nan,nan,nan,0,0.7509,0.0000,0.12635,0.11792,0.8848,0.09001,0.0000,0.0000,4.788,0.00000,0.0000
0.0960,move->d,0.0901,0.098204,-0.000305,-0.523502,-0.012009,1.570740,0.000146,1.570781,-0.012260,0.093366,0.000175,-0.523564,-0.000541,1.570814,0.000017,1.570814,-0.000332,0.244456,-0.306699,0.237055,3.141462,0.523529,3.141527,0.00001,-0.09998,0.00001,-0.00025,-0.00003,0.00002,93.281,0.6743,0.00000,0,0,1,0,-0.258,0.016,0.015,nan,nan,nan,nan,nan,nan,0,0.7321,0.0000,0.12635,0.10342,0.9332,0.09484,0.0000,0.0000,4.805,0.00000,0.0000
0.1010,move->d,0.0937,0.103034,-0.000306,-0.523502,-0.012043,1.570740,0.000141,1.570781,-0.012295,0.098204,0.000209,-0.523529,-0.001030,1.570796,0.000401,1.570814,-0.000942,0.244459,-0.301809,0.237053,3.141149,0.523512,-3.141482,0.00001,-0.09998,0.00001,-0.00079,-0.00006,-0.00065,98.171,0.6485,0.00000,0,0,1,0,-0.260,0.005,0.013,nan,nan,nan,nan,nan,nan,0,0.7138,0.0000,0.12635,0.09863,0.9815,0.09964,0.0000,0.0000,4.821,0.00000,0.0000
0.1060,move->d,0.0972,0.107857,-0.000304,-0.523501,-0.011959,1.570740,0.000133,1.570782,-0.012216,0.103034,0.000105,-0.523581,-0.002286,1.570761,0.000663,1.570779,-0.001518,0.244479,-0.297168,0.237086,3.140494,0.523634,3.140813,-0.00001,-0.09998,-0.00002,-0.00192,0.00018,0.00048,102.812,0.6174,0.00000,0,1,1,0,-0.259,-0.046,0.015,nan,nan,nan,nan,nan,nan,0,0.6959,0.0000,0.12635,0.10555,1.0298,0.10441,0.0000,0.0000,4.838,0.00000,0.0000
0.1110,move->d,0.1006,0.112673,-0.000299,-0.523503,-0.011761,1.570741,0.000123,1.570782,-0.012020,0.107857,0.000140,-0.523564,-0.002862,1.570814,0.000646,1.570779,-0.002077,0.244467,-0.292464,0.237062,3.140501,0.523565,3.140828,0.00000,-0.09998,0.00000,-0.00191,0.00004,0.00046,107.516,0.5809,0.00000,0,1,1,0,-0.248,-0.162,0.018,nan,nan,nan,nan,nan,nan,0,0.6785,0.0000,0.12635,0.12135,1.0780,0.10915,0.0000,0.0000,4.855,0.00000,0.0000
0.1160,move->d,0.1039,0.117481,-0.000291,-0.523506,-0.011452,1.570744,0.000114,1.570781,-0.011709,0.112673,0.000140,-0.523581,-0.003176,1.570831,0.000471,1.570831,-0.002635,0.244446,-0.287781,0.237050,3.140817,0.523513,3.141110,0.00002,-0.09997,0.00001,-0.00136,-0.00007,0.00021,112.199,0.5377,0.00000,0,1,1,0,-0.237,-0.324,0.017,nan,nan,nan,nan,nan,nan,0,0.6616,0.0000,0.12635,0.14273,1.1262,0.11387,0.0000,0.0000,4.871,0.00000,0.0000
0.1210,move->d,0.1071,0.122281,-0.000279,-0.523510,-0.011035,1.570748,0.000105,1.570781,-0.011291,0.117481,-0.000017,-0.523581,-0.003962,1.570831,0.000297,1.570814,-0.002967,0.244451,-0.283243,0.237052,3.140729,0.523530,3.140429,0.00002,-0.09997,0.00001,-0.00151,-0.00003,0.00148,116.737,0.5009,0.00001,0,1,1,0,-0.241,-0.483,0.012,nan,nan,nan,nan,nan,nan,0,0.6450,0.0000,0.12635,0.16657,1.1742,0.11856,0.0000,0.0000,4.888,0.00000,0.0000
0.1260,move->d,0.1102,0.127074,-0.000262,-0.523515,-0.010518,1.570753,0.000101,1.570781,-0.010776,0.122281,-0.000105,-0.523581,-0.005009,1.570814,-0.000384,1.570831,-0.003368,0.244447,-0.278943,0.237055,3.141037,0.523527,3.139596,0.00002,-0.09997,0.00001,-0.00098,-0.00004,0.00345,121.036,0.4539,0.00001,0,1,1,0,-0.253,-0.600,0.008,nan,nan,nan,nan,nan,nan,0,0.6289,0.0000,0.12635,0.19040,1.2222,0.12324,0.0000,0.0000,4.904,0.00000,0.0000
0.1310,move->d,0.1133,0.131860,-0.000240,-0.523520,-0.009896,1.570758,0.000099,1.570781,-0.010154,0.127074,-0.000140,-0.523634,-0.005219,1.570814,-0.000803,1.570831,-0.003473,0.244446,-0.274363,0.237067,3.141396,0.523578,3.139440,0.00002,-0.09997,-0.00000,-0.00036,0.00006,0.00412,125.617,0.4184,0.00001,0,1,1,0,-0.251,-0.655,0.008,nan,nan,nan,nan,nan,nan,0,0.6132,0.0000,0.12635,0.21707,1.2701,0.12790,0.0000,0.0000,4.921,0.00000,0.0000
0.1360,move->d,0.1163,0.136638,-0.000216,-0.523525,-0.009160,1.570763,0.000095,1.570781,-0.009417,0.131860,-0.000140,-0.523634,-0.005219,1.570814,-0.000803,1.570831,-0.003473,0.244446,-0.269577,0.237067,3.141396,0.523578,3.139440,0.00002,-0.09997,0.00000,-0.00036,0.00006,0.00412,130.402,0.3828,0.00001,0,1,1,0,-0.229,-0.652,0.012,nan,nan,nan,nan,nan,nan,0,0.5979,0.0000,0.12635,0.24656,1.3179,0.13255,0.0000,0.0000,4.937,0.00000,0.0000
0.1410,move->d,0.1192,0.141408,-0.000188,-0.523532,-0.008316,1.570770,0.000092,1.570781,-0.008568,0.136638,-0.000262,-0.523564,-0.005236,1.570814,-0.000960,1.570866,-0.003473,0.244434,-0.264892,0.237043,3.141543,0.523472,3.139298,0.00003,-0.09997,0.00002,-0.00010,-0.00015,0.00455,135.087,0.3405,0.00001,0,1,1,0,-0.198,-0.597,0.018,nan,nan,nan,nan,nan,nan,0,0.5829,0.0000,0.12635,0.27562,1.3657,0.13720,0.0000,0.0000,4.953,0.00000,0.0000
0.1460,move->d,0.1220,0.146171,-0.000157,-0.523540,-0.007360,1.570778,0.000088,1.570780,-0.007605,0.141408,-0.000279,-0.523529,-0.005149,1.570814,-0.000995,1.570866,-0.003491,0.244434,-0.260121,0.237035,-3.141547,0.523437,3.139401,0.00003,-0.09997,0.00002,0.00006,-0.00023,0.00444,139.858,0.2909,0.00001,0,1,1,0,-0.174,-0.470,0.022,nan,nan,nan,nan,nan,nan,0,0.5683,0.0000,0.12635,0.30614,1.4134,0.14184,0.0000,0.0000,4.970,0.00000,0.0000
0.1510,move->d,0.1248,0.150927,-0.000125,-0.523547,-0.006290,1.570784,0.000082,1.570780,-0.006523,0.146171,-0.000262,-0.523564,-0.004887,1.570796,-0.000925,1.570831,-0.003438,0.244450,-0.255273,0.237056,-3.141496,0.523525,3.139660,0.00002,-0.09997,0.00001,0.00015,-0.00005,0.00397,144.706,0.2387,0.00002,0,1,1,0,-0.164,-0.253,0.017,nan,nan,nan,nan,nan,nan,0,0.5541,0.0000,0.12635,0.33767,1.4610,0.14648,0.0000,0.0000,4.986,0.00000,0.0000
0.1560,move->d,0.1275,0.155675,-0.000090,-0.523554,-0.005103,1.570791,0.000074,1.570779,-0.005322,0.150927,-0.000192,-0.523494,-0.004625,1.570761,-0.000768,1.570831,-0.003281,0.244458,-0.250385,0.237053,-3.141593,0.523491,3.139851,0.00001,-0.09997,0.00001,-0.00001,-0.00012,0.00350,149.594,0.1857,0.00002,0,1,1,0,-0.165,0.035,0.005,nan,nan,nan,nan,nan,nan,0,0.5403,0.0000,0.12635,0.36991,1.5085,0.15112,0.0000,0.0000,5.002,0.00000,0.0000
0.1610,move->d,0.1301,0.160415,-0.000053,-0.523559,-0.003802,1.570795,0.000063,1.570780,-0.004003,0.155675,-0.000192,-0.523634,-0.004154,1.570814,-0.000646,1.570814,-0.002915,0.244453,-0.245492,0.237071,3.141531,0.523596,3.139972,0.00002,-0.09997,0.00000,-0.00012,0.00009,0.00319,154.487,0.1379,0.00002,0,1,1,0,-0.172,0.340,-0.008,nan,nan,nan,nan,nan,nan,0,0.5268,0.0000,0.12635,0.40193,1.5560,0.15577,0.0000,0.0000,5.019,0.00000,0.0000
0.1660,move->d,0.1327,0.165148,-0.000015,-0.523563,-0.002386,1.570800,0.000050,1.570780,-0.002563,0.160415,-0.000105,-0.523564,-0.003508,1.570814,-0.000541,1.570779,-0.002705,0.244465,-0.240554,0.237061,-3.141507,0.523562,3.140563,0.00001,-0.09997,0.00001,0.00013,0.00002,0.00216,159.424,0.0743,0.00002,0,1,1,0,-0.179,0.607,-0.015,nan,nan,nan,nan,nan,nan,0,0.5136,0.0000,0.12635,0.43470,1.6033,0.16043,0.0000,0.0000,5.035,0.00000,0.0000
0.1710,move->d,0.1352,0.169873,0.000027,-0.523566,-0.000859,1.570803,0.000035,1.570779,-0.001012,0.165148,-0.000140,-0.523564,-0.003211,1.570831,-0.000541,1.570814,-0.002025,0.244450,-0.235768,0.237048,3.141456,0.523510,3.140085,0.00002,-0.09997,0.00002,-0.00025,-0.00009,0.00289,164.211,0.0473,0.00002,0,1,1,0,-0.185,0.809,-0.015,nan,nan,nan,nan,nan,nan,0,0.5008,0.0000,0.12635,0.46564,1.6506,0.16510,0.0000,0.0000,5.051,0.00000,0.0000
0.1760,move->d,0.1377,0.174591,0.000071,-0.523568,0.000780,1.570804,0.000019,1.570779,0.000656,0.169873,-0.000105,-0.523564,-0.002129,1.570866,-0.000593,1.570814,-0.001326,0.244443,-0.230826,0.237035,-3.141455,0.523476,3.140563,0.00002,-0.09997,0.00002,0.00023,-0.00016,0.00221,169.152,0.0728,0.00003,0,1,1,0,-0.195,0.942,-0.010,nan,nan,nan,nan,nan,nan,0,0.4882,0.0000,0.12635,0.49757,1.6979,0.16979,0.0000,0.0000,5.067,0.00000,0.0000
0.1810,move->d,0.1400,0.179302,0.000118,-0.523567,0.002530,1.570803,0.000003,1.570778,0.002437,0.174591,-0.000105,-0.523564,-0.002129,1.570866,-0.000593,1.570814,-0.001326,0.244443,-0.226108,0.237035,-3.141455,0.523476,3.140563,0.00002,-0.09997,0.00002,0.00023,-0.00016,0.00221,173.870,0.1667,0.00003,0,1,1,0,-0.210,1.020,-0.001,nan,nan,nan,nan,nan,nan,0,0.4760,0.0000,0.12635,0.52919,1.7450,0.17451,0.0000,0.0000,5.083,0.00000,0.0000
0.1860,move->d,0.1424,0.184005,0.000167,-0.523563,0.004390,1.570800,-0.000014,1.570777,0.004331,0.179302,-0.000140,-0.523564,-0.000471,1.570796,-0.000681,1.570866,0.000262,0.244442,-0.221091,0.237052,-3.141327,0.523494,3.140609,0.00002,-0.09997,0.00001,0.00045,-0.00012,0.00224,178.886,0.1720,0.00003,0,1,1,0,-0.227,1.069,0.011,nan,nan,nan,nan,nan,nan,0,0.4641,0.0000,0.12635,0.56038,1.7921,0.17924,0.0000,0.0000,5.099,0.00000,0.0000
0.1910,move->d,0.1446,0.188700,0.000219,-0.523556,0.006361,1.570793,-0.000033,1.570776,0.006338,0.184005,-0.000140,-0.523564,-0.000471,1.570796,-0.000681,1.570866,0.000262,0.244442,-0.216389,0.237052,-3.141327,0.523494,3.140609,0.00002,-0.09997,0.00001,0.00045,-0.00012,0.00224,183.589,0.2785,0.00003,0,1,1,0,-0.243,1.110,0.024,nan,nan,nan,nan,nan,nan,0,0.4525,0.0000,0.12635,0.59203,1.8391,0.18401,0.0000,0.0000,5.115,0.00000,0.0000
0.1960,move->d,0.1468,0.193388,0.000272,-0.523545,0.008443,1.570782,-0.000051,1.570776,0.008465,0.188700,-0.000105,-0.523581,0.001257,1.570831,-0.000716,1.570831,0.001239,0.244446,-0.211335,0.237050,-3.140859,0.523512,3.141510,0.00002,-0.09997,0.00001,0.00126,-0.00009,0.00091,188.642,0.2924,0.00003,0,1,1,0,-0.254,1.151,0.037,nan,nan,nan,nan,nan,nan,0,0.4412,0.0000,0.12635,0.62457,1.8860,0.18882,0.0000,0.0000,5.131,0.00000,0.0000
0.2010,move->d,0.1490,0.198069,0.000327,-0.523529,0.010636,1.570767,-0.000071,1.570775,0.010707,0.193388,-0.000105,-0.523581,0.001937,1.570831,-0.000733,1.570831,0.001763,0.244446,-0.206511,0.237050,-3.140751,0.523513,-3.141494,0.00002,-0.09996,0.00001,0.00145,-0.00008,0.00065,193.467,0.3840,0.00004,0,1,1,0,-0.260,1.189,0.045,nan,nan,nan,nan,nan,nan,0,0.4302,0.0000,0.12635,0.65632,1.9329,0.19366,0.0000,0.0000,5.147,0.00000,0.0000
0.2060,move->d,0.1511,0.202742,0.000385,-0.523509,0.012941,1.570747,-0.000093,1.570774,0.013059,0.198069,-0.000035,-0.523512,0.004887,1.570814,-0.000663,1.570814,0.005114,0.244454,-0.201167,0.237042,-3.141052,0.523480,3.141298,0.00002,-0.09996,0.00002,0.00092,-0.00015,0.00114,198.810,0.3294,0.00004,0,1,1,0,-0.261,1.217,0.047,nan,nan,nan,nan,nan,nan,0,0.4194,0.0000,0.12635,0.68804,1.9797,0.19854,0.0000,0.0000,5.163,0.00000,0.0000
0.2110,move->d,0.1531,0.207407,0.000445,-0.523482,0.015357,1.570721,-0.000117,1.570773,0.015525,0.202742,-0.000035,-0.523512,0.004887,1.570814,-0.000663,1.570814,0.005114,0.244454,-0.196494,0.237042,-3.141052,0.523480,3.141298,0.00002,-0.09996,0.00002,0.00093,-0.00015,0.00114,203.483,0.4615,0.00004,0,1,1,0,-0.258,1.227,0.043,nan,nan,nan,nan,nan,nan,0,0.4089,0.0000,0.12635,0.71967,2.0264,0.20347,0.0000,0.0000,5.179,0.00000,0.0000
0.2160,move->d,0.1551,0.212065,0.000506,-0.523449,0.017884,1.570689,-0.000142,1.570773,0.018113,0.207407,0.000000,-0.523529,0.007383,1.570814,-0.000646,1.570814,0.006528,0.244452,-0.191290,0.237045,-3.140445,0.523498,-3.140603,0.00002,-0.09996,0.00002,0.00198,-0.00011,-0.00082,208.687,0.5155,0.00004,0,1,1,0,-0.251,1.217,0.032,nan,nan,nan,nan,nan,nan,0,0.3987,0.0000,0.12635,0.75284,2.0730,0.20845,0.0000,0.0000,5.195,0.00000,0.0000
0.2210,move->d,0.1571,0.216716,0.000570,-0.523410,0.020522,1.570651,-0.000168,1.570772,0.020807,0.212065,0.000000,-0.523529,0.008430,1.570814,-0.000663,1.570831,0.008360,0.244445,-0.186418,0.237041,-3.140881,0.523482,-3.141510,0.00002,-0.09996,0.00002,0.00122,-0.00015,0.00056,213.558,0.5588,0.00004,0,1,1,0,-0.241,1.196,0.018,nan,nan,nan,nan,nan,nan,0,0.3888,0.0000,0.12635,0.78335,2.1196,0.21348,0.0000,0.0000,5.210,0.00000,0.0000
0.2260,move->d,0.1590,0.221359,0.000634,-0.523362,0.023270,1.570604,-0.000195,1.570771,0.023621,0.216716,0.000017,-0.523581,0.010664,1.570814,-0.000663,1.570866,0.009634,0.244430,-0.181295,0.237045,-3.140326,0.523500,-3.140384,0.00003,-0.09996,0.00002,0.00218,-0.00011,-0.00114,218.682,0.6401,0.00005,0,1,1,0,-0.232,1.177,0.004,nan,nan,nan,nan,nan,nan,0,0.3790,0.0000,0.12635,0.81620,2.1661,0.21857,0.0000,0.0000,5.226,0.00000,0.0000
0.2310,move->d,0.1608,0.225994,0.000701,-0.523304,0.026131,1.570548,-0.000225,1.570770,0.026545,0.221359,0.000140,-0.523581,0.014259,1.570814,-0.000576,1.570779,0.013910,0.244451,-0.175833,0.237057,-3.140807,0.523589,-3.141048,0.00002,-0.09996,0.00001,0.00135,0.00007,-0.00030,224.143,0.5564,0.00005,0,1,1,0,-0.228,1.155,-0.008,nan,nan,nan,nan,nan,nan,0,0.3696,0.0000,0.12636,0.84774,2.2125,0.22372,0.0000,0.0000,5.242,0.00000,0.0000
