t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0013,move->d,0.0000,0.000000,-0.000017,-0.523616,0.000035,1.570761,-0.000017,1.570779,0.000017,-0.000000,-0.000017,-0.523616,0.000035,1.570761,-0.000017,1.570779,0.000017,0.244479,-0.400005,0.237094,-3.141557,0.523669,-3.141588,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000,0.0000,0.00000,0,0,0,1,-0.312,-0.055,0.034,nan,nan,nan,nan,nan,nan,0,0.0001,1.0000,0.12634,0.00000,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0063,move->d,0.0001,0.000000,-0.000017,-0.523616,0.000035,1.570761,-0.000017,1.570779,0.000017,-0.000000,-0.000017,-0.523616,0.000035,1.570761,-0.000017,1.570779,0.000017,0.244479,-0.400005,0.237094,-3.141557,0.523669,-3.141588,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000,0.0000,0.00000,0,0,0,0,-0.312,-0.055,0.034,nan,nan,nan,nan,nan,nan,0,0.0167,1.0000,0.12634,0.00000,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0113,move->d,0.0003,0.000000,-0.000017,-0.523616,0.000035,1.570761,-0.000018,1.570779,0.000018,-0.000000,0.000000,-0.523634,0.000000,1.570814,0.000000,1.570814,0.000017,0.244456,-0.400001,0.237072,3.141590,0.523599,3.141575,0.00005,-0.00001,0.00004,-0.00007,-0.00014,0.00001,0.032,0.0030,0.00000,0,0,0,0,-0.312,-0.055,0.034,nan,nan,nan,nan,nan,nan,0,0.0333,1.0000,0.12634,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0163,move->d,0.0005,0.000000,-0.000018,-0.523616,0.000035,1.570761,-0.000018,1.570779,0.000018,-0.000000,0.000017,-0.523616,0.000017,1.570761,0.000000,1.570779,0.000017,0.244479,-0.399993,0.237094,-3.141585,0.523669,-3.141573,0.00000,-0.00002,0.00000,-0.00005,-0.00000,-0.00006,0.012,0.0020,0.00000,0,0,0,0,-0.314,-0.055,0.034,nan,nan,nan,nan,nan,nan,0,0.0500,1.0000,0.12634,0.00007,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0213,move->d,0.0008,0.000000,-0.000018,-0.523617,0.000036,1.570761,-0.000018,1.570779,0.000018,-0.000000,0.000017,-0.523564,-0.000017,1.570761,-0.000017,1.570761,0.000035,0.244485,-0.400007,0.237085,3.141588,0.523634,3.141552,-0.00001,0.00000,0.00002,-0.00007,-0.00007,0.00005,0.011,0.0030,0.00000,0,0,0,0,-0.316,-0.055,0.034,nan,nan,nan,nan,nan,nan,0,0.0667,1.0000,0.12634,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0263,move->d,0.0013,0.000000,-0.000017,-0.523617,0.000036,1.570761,-0.000018,1.570779,0.000018,-0.000000,-0.000017,-0.523616,0.000000,1.570796,0.000000,1.570779,0.000017,0.244471,-0.400005,0.237081,3.141590,0.523634,3.141557,0.00002,0.00000,0.00003,-0.00007,-0.00007,0.00004,0.015,0.0020,0.00000,0,0,0,0,-0.317,-0.056,0.034,nan,nan,nan,nan,nan,nan,0,0.0833,1.0000,0.12634,0.00011,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0317,move->d,0.0018,0.000000,-0.000017,-0.523617,0.000036,1.570760,-0.000019,1.570779,0.000018,-0.000000,-0.000035,-0.523616,0.000000,1.570796,0.000000,1.570779,0.000017,0.244471,-0.400010,0.237081,3.141590,0.523634,3.141540,0.00002,0.00001,0.00003,-0.00007,-0.00007,0.00008,0.016,0.0021,0.00000,0,0,0,0,-0.319,-0.056,0.033,nan,nan,nan,nan,nan,nan,0,0.1016,1.0000,0.12634,0.00011,0.0000,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0368,move->d,0.0024,0.000000,-0.000017,-0.523617,0.000037,1.570760,-0.000019,1.570779,0.000018,-0.000000,-0.000017,-0.523581,0.000000,1.570814,-0.000017,1.570779,0.000017,0.244467,-0.400012,0.237066,-3.141577,0.523581,3.141557,0.00002,0.00001,0.00006,-0.00003,-0.00017,0.00006,0.031,0.0031,0.00000,0,0,0,0,-0.320,-0.057,0.032,nan,nan,nan,nan,nan,nan,0,0.1183,1.0000,0.12634,0.00014,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0413,move->d,0.0030,0.000000,-0.000017,-0.523617,0.000037,1.570759,-0.000019,1.570778,0.000018,-0.000000,0.000017,-0.523564,0.000000,1.570814,-0.000017,1.570814,0.000000,0.244456,-0.400003,0.237055,-3.141567,0.523529,-3.141573,0.00005,-0.00000,0.00008,-0.00002,-0.00028,-0.00004,0.045,0.0031,0.00000,0,0,0,0,-0.320,-0.058,0.030,nan,nan,nan,nan,nan,nan,0,0.1336,1.0000,0.12634,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0463,move->d,0.0038,0.000000,-0.000017,-0.523618,0.000037,1.570759,-0.000019,1.570778,0.000018,-0.000000,0.000017,-0.523564,0.000000,1.570814,-0.000017,1.570814,0.000000,0.244456,-0.400003,0.237055,-3.141567,0.523529,-3.141573,0.00005,-0.00000,0.00008,-0.00002,-0.00028,-0.00004,0.045,0.0031,0.00000,0,0,0,0,-0.320,-0.059,0.028,nan,nan,nan,nan,nan,nan,0,0.1500,1.0000,0.12634,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40000,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
