t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
1.3813,move->d,none,1.0157,0.444058,-0.016636,-0.516889,-0.002004,1.561566,0.019685,1.075762,1.561935,0.446121,-0.016581,-0.546218,-0.001815,1.613086,0.019530,1.053638,1.561529,0.197752,0.046193,0.376908,3.129706,-0.549520,-3.139246,0.02525,-0.04420,0.04517,0.00090,0.00054,0.00067,0.02525,-0.04420,0.04517,0.00090,0.00054,0.00067,0.01535,0.00031,0.02781,-0.00805,-0.00274,0.01101,5.451,2.8655,0.00006,0,0,0,0,0.117,1.037,0.399,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005571,0.000674,0.085,1.065,0.331,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.031728,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12758,0.37378,0.4160,0.16196,0.0000,0.0000,0.340,-0.04035,4.0000,0.444058,0.443848,-0.041597,1,-0.041597
1.3868,move->d,none,1.0207,0.443849,-0.016635,-0.516011,-0.001964,1.560046,0.019663,1.076405,1.561995,0.443848,-0.016598,-0.546026,-0.001815,1.612737,0.019548,1.053952,1.561529,0.197749,0.043921,0.376939,3.129688,-0.549677,-3.139241,0.02552,-0.04020,0.04558,0.00088,0.00023,0.00069,0.02552,-0.04020,0.04558,0.00088,0.00023,0.00069,-0.00050,-0.40959,0.00566,0.00268,0.02827,-0.00066,5.449,2.9318,0.00006,0,0,0,0,0.108,1.034,0.392,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005533,0.000634,-0.022,0.885,0.256,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.008936,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12749,0.37660,0.4173,0.16378,0.0000,0.0000,0.329,-0.04015,4.0000,0.443849,0.443848,-0.041728,1,-0.041728
1.3925,move->d,none,1.0257,0.443640,-0.016635,-0.515134,-0.001934,1.558524,0.019647,1.077051,1.562044,0.443848,-0.016598,-0.545066,-0.001763,1.611183,0.019548,1.054406,1.561511,0.197925,0.043929,0.377196,3.129748,-0.549538,-3.139211,0.02544,-0.04075,0.04554,0.00098,0.00051,0.00058,0.02544,-0.04075,0.04554,0.00098,0.00051,0.00058,0.03386,0.00157,0.04955,-0.00970,-0.02684,0.01170,5.329,2.9300,0.00006,0,0,0,0,0.109,1.021,0.373,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005726,0.001187,0.171,0.903,0.201,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.059918,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12740,0.37687,0.4186,0.16562,0.0000,0.0000,0.331,-0.03994,4.0000,0.443640,0.443848,-0.041856,1,-0.041856
1.3986,move->d,none,1.0307,0.443430,-0.016635,-0.514253,-0.001913,1.556992,0.019636,1.077699,1.562081,0.443848,-0.016598,-0.544368,-0.001780,1.610450,0.019530,1.054912,1.561529,0.197987,0.043921,0.377226,3.129733,-0.550009,-3.139227,0.02558,-0.04128,0.04595,0.00096,-0.00043,0.00063,0.02558,-0.04128,0.04595,0.00096,-0.00043,0.00063,0.00975,-0.00118,0.00464,0.00176,0.07336,-0.00374,5.472,2.9752,0.00006,0,0,0,0,0.117,1.024,0.364,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006068,0.000833,0.194,1.124,0.389,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.009062,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12731,0.37874,0.4198,0.16747,0.0000,0.0000,0.334,-0.03973,3.9993,0.443430,0.443848,-0.041982,1,-0.041982
1.4049,move->d,none,1.0357,0.443220,-0.016635,-0.513368,-0.001903,1.555457,0.019631,1.078350,1.562108,0.443848,-0.016598,-0.543949,-0.001780,1.609159,0.019548,1.055470,1.561511,0.198048,0.043923,0.377488,3.129747,-0.549695,-3.139208,0.02572,-0.04182,0.04589,0.00099,0.00019,0.00059,0.02572,-0.04182,0.04589,0.00099,0.00019,0.00059,0.01012,0.00029,0.04365,-0.00187,-0.05240,0.00440,5.419,2.9889,0.00006,0,0,0,0,0.117,1.022,0.373,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006299,0.001158,0.081,0.990,0.507,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.042499,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12721,0.37994,0.4210,0.16932,0.0000,0.0000,0.336,-0.03952,3.9977,0.443220,0.443848,-0.042105,1,-0.042105
1.4108,move->d,none,1.0407,0.443008,-0.016635,-0.512480,-0.001902,1.553916,0.019632,1.079004,1.562123,0.443848,-0.016581,-0.543286,-0.001815,1.608129,0.019530,1.055785,1.561529,0.198166,0.043914,0.377651,3.129732,-0.549643,-3.139226,0.02575,-0.04234,0.04604,0.00097,0.00030,0.00065,0.02575,-0.04234,0.04604,0.00097,0.00030,0.00065,0.02023,-0.00165,0.02801,0.00219,-0.00899,-0.00435,5.435,3.0179,0.00006,0,0,0,0,0.109,1.024,0.366,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005876,0.001206,0.012,1.057,0.244,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.034465,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12712,0.38153,0.4223,0.17118,0.0000,0.0000,0.338,-0.03931,3.9954,0.443008,0.442487,-0.042225,1,-0.042225
1.4169,move->d,none,1.0457,0.442797,-0.016634,-0.511589,-0.001846,1.552370,0.019601,1.079660,1.562201,0.442487,-0.016633,-0.542623,-0.001780,1.606855,0.019548,1.056308,1.561494,0.198265,0.042550,0.377864,3.129779,-0.549555,-3.139238,0.02582,-0.04015,0.04608,0.00106,0.00047,0.00063,0.02582,-0.04015,0.04608,0.00106,0.00047,0.00063,0.01633,-0.22425,0.03497,-0.00659,-0.01436,0.00205,5.477,3.0332,0.00006,0,0,0,0,0.111,1.036,0.354,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006162,0.001290,0.184,1.144,0.267,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.040722,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12703,0.38292,0.4234,0.17304,0.0000,0.0000,0.331,-0.03910,3.9921,0.442797,0.442487,-0.042343,1,-0.042343
1.4230,move->d,none,1.0507,0.442584,-0.016633,-0.510692,-0.001801,1.550815,0.019575,1.080319,1.562268,0.442487,-0.016598,-0.542326,-0.001763,1.606209,0.019548,1.056762,1.561581,0.198275,0.042568,0.377952,3.129706,-0.549660,-3.139188,0.02606,-0.04072,0.04637,0.00094,0.00026,0.00062,0.02606,-0.04072,0.04637,0.00094,0.00026,0.00062,0.00168,0.00298,0.01443,0.01026,0.01723,0.00195,5.572,3.0847,0.00006,0,0,0,0,0.125,1.057,0.354,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006040,0.001231,0.253,1.212,0.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.013155,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12693,0.38527,0.4246,0.17491,0.0000,0.0000,0.335,-0.03888,3.9881,0.442584,0.442487,-0.042458,1,-0.042458
1.4292,move->d,none,1.0557,0.442372,-0.016632,-0.509793,-0.001765,1.549252,0.019556,1.080982,1.562323,0.442487,-0.016633,-0.541680,-0.001833,1.605284,0.019530,1.057128,1.561529,0.198372,0.042535,0.378076,3.129737,-0.549747,-3.139274,0.02613,-0.04118,0.04659,0.00100,0.00009,0.00077,0.02613,-0.04118,0.04659,0.00100,0.00009,0.00077,0.01433,-0.00496,0.01828,-0.00396,0.01283,-0.01036,5.609,3.1209,0.00006,0,0,0,0,0.124,1.069,0.377,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006202,0.000668,0.042,1.068,0.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.023124,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12684,0.38690,0.4257,0.17680,0.0000,0.0000,0.337,-0.03867,3.9831,0.442372,0.442487,-0.042571,1,-0.042571
1.4351,move->d,none,1.0607,0.442158,-0.016632,-0.508883,-0.001739,1.547672,0.019542,1.081653,1.562367,0.442487,-0.016633,-0.541680,-0.001833,1.605284,0.019530,1.057128,1.561529,0.198372,0.042535,0.378076,3.129737,-0.549747,-3.139274,0.02639,-0.04171,0.04705,0.00101,0.00009,0.00078,0.02639,-0.04171,0.04705,0.00101,0.00009,0.00078,0.01433,-0.00496,0.01828,-0.00396,0.01283,-0.01036,5.806,3.2104,0.00006,0,0,0,0,0.117,1.074,0.409,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005898,0.006493,0.042,1.068,0.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.023124,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12674,0.39097,0.4268,0.17869,0.0000,0.0000,0.341,-0.03846,3.9774,0.442158,0.442487,-0.042681,1,-0.042681
1.4407,move->d,none,1.0657,0.441944,-0.016632,-0.507973,-0.001723,1.546089,0.019534,1.082327,1.562400,0.442487,-0.016633,-0.540843,-0.001780,1.603870,0.019583,1.057530,1.561564,0.198530,0.042560,0.378318,3.129690,-0.549572,-3.139192,0.02633,-0.04229,0.04703,0.00093,0.00044,0.00067,0.02633,-0.04229,0.04703,0.00093,0.00044,0.00067,0.01367,0.00216,0.02102,0.00350,-0.01520,0.00505,5.724,3.2199,0.00006,0,0,0,0,0.108,1.065,0.415,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005674,0.000727,0.054,0.926,0.293,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.025045,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12665,0.39163,0.4279,0.18060,0.0000,0.0000,0.342,-0.03825,3.9708,0.441944,0.442487,-0.042788,1,-0.042788
1.4466,move->d,none,1.0707,0.441730,-0.016632,-0.507059,-0.001717,1.544500,0.019532,1.083003,1.562421,0.442487,-0.016598,-0.540284,-0.001815,1.602910,0.019548,1.058036,1.561529,0.198592,0.042547,0.378449,3.129744,-0.549677,-3.139205,0.02647,-0.04280,0.04723,0.00103,0.00023,0.00065,0.02647,-0.04280,0.04723,0.00103,0.00023,0.00065,0.01135,-0.00241,0.02404,-0.00841,0.01914,0.00263,5.793,3.2556,0.00006,0,0,0,0,0.101,1.053,0.419,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005835,0.001080,0.080,0.982,0.428,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.026449,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12655,0.39326,0.4289,0.18252,0.0000,0.0000,0.345,-0.03803,3.9635,0.441730,0.441503,-0.042893,1,-0.042893
1.4525,move->d,none,1.0757,0.441515,-0.016631,-0.506143,-0.001675,1.542900,0.019507,1.083681,1.562485,0.441503,-0.016598,-0.539638,-0.001815,1.602282,0.019583,1.058629,1.561529,0.198623,0.041571,0.378442,3.129701,-0.550287,-3.139156,0.02667,-0.04137,0.04770,0.00096,-0.00099,0.00061,0.02667,-0.04137,0.04770,0.00096,-0.00099,0.00061,0.00564,-0.17554,-0.00140,0.00628,0.10982,0.00488,6.026,3.3107,0.00006,0,0,0,0,0.105,1.048,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005907,0.001418,0.189,1.063,0.464,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003625,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12645,0.39550,0.4299,0.18444,0.0000,0.0000,0.342,-0.03782,3.9553,0.441515,0.441503,-0.042994,1,-0.042994
1.4587,move->d,none,1.0807,0.441299,-0.016631,-0.505221,-0.001642,1.541296,0.019489,1.084360,1.562537,0.441503,-0.016581,-0.539254,-0.001833,1.601060,0.019548,1.059153,1.561529,0.198679,0.041561,0.378692,3.129741,-0.549974,-3.139183,0.02681,-0.04188,0.04766,0.00104,-0.00036,0.00063,0.02681,-0.04188,0.04766,0.00104,-0.00036,0.00063,0.00864,-0.00149,0.03842,-0.00504,-0.04819,-0.00096,5.976,3.3324,0.00006,0,0,0,0,0.115,1.047,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006255,0.001183,0.190,1.063,0.465,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.037287,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12636,0.39677,0.4309,0.18637,0.0000,0.0000,0.344,-0.03760,3.9462,0.441299,0.441503,-0.043094,1,-0.043094
1.4646,move->d,none,1.0857,0.441083,-0.016631,-0.504297,-0.001620,1.539687,0.019478,1.085044,1.562578,0.441503,-0.016598,-0.538539,-0.001780,1.599839,0.019548,1.059502,1.561529,0.198814,0.041568,0.378901,3.129781,-0.549817,-3.139171,0.02680,-0.04241,0.04769,0.00111,-0.00005,0.00057,0.02680,-0.04241,0.04769,0.00111,-0.00005,0.00057,0.02200,0.00112,0.03435,-0.00559,-0.02565,0.00535,5.931,3.3543,0.00006,0,0,0,0,0.123,1.036,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005850,0.000917,0.154,0.921,0.313,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.040767,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12626,0.39785,0.4319,0.18831,0.0000,0.0000,0.346,-0.03739,3.9364,0.441083,0.441503,-0.043190,1,-0.043190
1.4708,move->d,none,1.0907,0.440867,-0.016631,-0.503370,-0.001607,1.538073,0.019472,1.085732,1.562607,0.441503,-0.016598,-0.537893,-0.001833,1.598739,0.019530,1.059851,1.561529,0.198928,0.041550,0.379085,3.129775,-0.549712,-3.139216,0.02683,-0.04290,0.04778,0.00110,0.00016,0.00068,0.02683,-0.04290,0.04778,0.00110,0.00016,0.00068,0.01908,-0.00311,0.03052,0.00089,-0.01748,-0.00803,5.927,3.3834,0.00006,0,0,0,0,0.130,1.019,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006189,0.001106,0.155,0.921,0.313,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.036020,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12616,0.39922,0.4328,0.19026,0.0000,0.0000,0.348,-0.03717,3.9258,0.440867,0.441503,-0.043284,1,-0.043284
1.4769,move->d,none,1.0957,0.440650,-0.016631,-0.502436,-0.001605,1.536447,0.019472,1.086421,1.562624,0.441503,-0.016650,-0.537684,-0.001780,1.598303,0.019583,1.060410,1.561564,0.198890,0.041568,0.379105,3.129717,-0.550043,-3.139176,0.02716,-0.04345,0.04820,0.00101,-0.00050,0.00067,0.02716,-0.04345,0.04820,0.00101,-0.00050,0.00067,-0.00647,0.00311,0.00349,0.00834,0.05640,0.00163,6.147,3.4509,0.00006,0,0,0,0,0.122,1.013,0.395,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006116,0.001351,-0.001,1.036,0.306,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000437,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12606,0.40201,0.4337,0.19221,0.0000,0.0000,0.351,-0.03695,3.9144,0.440650,0.440808,-0.043375,1,-0.043375
1.4829,move->d,none,1.1007,0.440433,-0.016631,-0.501503,-0.001580,1.534821,0.019458,1.087114,1.562668,0.440808,-0.016598,-0.536671,-0.001815,1.596627,0.019548,1.060811,1.561529,0.199093,0.040860,0.379398,3.129779,-0.549782,-3.139180,0.02701,-0.04256,0.04806,0.00112,0.00002,0.00062,0.02701,-0.04256,0.04806,0.00112,0.00002,0.00062,0.03329,-0.11629,0.04803,-0.00863,-0.04297,0.00480,6.009,3.4481,0.00006,0,0,0,0,0.107,1.012,0.379,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005981,0.001251,-0.001,1.036,0.306,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.059573,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12596,0.40210,0.4346,0.19418,0.0000,0.0000,0.348,-0.03674,3.9022,0.440433,0.440808,-0.043463,1,-0.043463
1.4883,move->d,none,1.1057,0.440215,-0.016631,-0.500565,-0.001565,1.533187,0.019451,1.087807,1.562700,0.440808,-0.016633,-0.536287,-0.001833,1.595859,0.019548,1.061509,1.561564,0.199080,0.040853,0.379472,3.129735,-0.550096,-3.139213,0.02729,-0.04306,0.04836,0.00105,-0.00061,0.00074,0.02729,-0.04306,0.04836,0.00105,-0.00061,0.00074,-0.00212,-0.00128,0.01245,0.00620,0.05245,-0.00941,6.161,3.4972,0.00006,0,0,0,0,0.100,1.007,0.364,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005434,0.000688,0.105,0.952,0.267,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.009518,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12586,0.40401,0.4355,0.19614,0.0000,0.0000,0.351,-0.03652,3.8892,0.440215,0.440808,-0.043549,1,-0.043549
1.4939,move->d,none,1.1107,0.439997,-0.016632,-0.499625,-0.001560,1.531549,0.019449,1.088504,1.562720,0.440808,-0.016598,-0.535572,-0.001780,1.594585,0.019548,1.061771,1.561529,0.199235,0.040867,0.379712,3.129812,-0.549800,-3.139152,0.02723,-0.04360,0.04833,0.00119,-0.00002,0.00055,0.02723,-0.04360,0.04833,0.00119,-0.00002,0.00055,0.02780,0.00253,0.04300,-0.01177,-0.05327,0.01829,6.096,3.5179,0.00006,0,0,0,0,0.113,1.017,0.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005552,0.000707,0.326,1.169,0.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.051163,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12576,0.40508,0.4363,0.19812,0.0000,0.0000,0.352,-0.03630,3.8755,0.439997,0.440808,-0.043632,1,-0.043632
1.4998,move->d,none,1.1157,0.439778,-0.016633,-0.498683,-0.001566,1.529905,0.019454,1.089205,1.562729,0.440808,-0.016598,-0.534874,-0.001780,1.593468,0.019548,1.062225,1.561529,0.199339,0.040865,0.379874,3.129818,-0.549835,-3.139147,0.02728,-0.04411,0.04845,0.00121,-0.00009,0.00054,0.02728,-0.04411,0.04845,0.00121,-0.00009,0.00054,0.01893,-0.00030,0.02954,-0.00087,0.00636,0.00130,6.130,3.5477,0.00006,0,0,0,0,0.139,1.035,0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005967,0.001137,0.326,1.169,0.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.035081,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12566,0.40631,0.4371,0.20010,0.0000,0.0000,0.355,-0.03608,3.8610,0.439778,0.440022,-0.043712,1,-0.043712
1.5060,move->d,none,1.1207,0.439559,-0.016633,-0.497740,-0.001545,1.528259,0.019443,1.089905,1.562770,0.440022,-0.016598,-0.534088,-0.001780,1.592124,0.019530,1.062940,1.561529,0.199426,0.040073,0.380056,3.129841,-0.549992,-3.139157,0.02735,-0.04303,0.04854,0.00125,-0.00040,0.00055,0.02735,-0.04303,0.04854,0.00125,-0.00040,0.00055,0.01422,-0.13006,0.02981,-0.00335,0.02583,0.00050,6.135,3.5649,0.00006,0,0,0,0,0.152,1.056,0.422,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006190,0.001248,0.131,1.162,0.461,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.034205,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12556,0.40690,0.4379,0.20209,0.0000,0.0000,0.352,-0.03587,3.8457,0.439559,0.440022,-0.043789,1,-0.043789
1.5119,move->d,none,1.1257,0.439340,-0.016634,-0.496792,-0.001534,1.526604,0.019437,1.090607,1.562798,0.440022,-0.016581,-0.533704,-0.001763,1.591374,0.019548,1.063569,1.561564,0.199424,0.040088,0.380134,3.129801,-0.550254,-3.139102,0.02761,-0.04357,0.04882,0.00119,-0.00092,0.00049,0.02761,-0.04357,0.04882,0.00119,-0.00092,0.00049,-0.00021,0.00255,0.01340,0.00582,0.04454,0.00568,6.283,3.6162,0.00006,0,0,0,0,0.152,1.049,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005839,0.001200,0.093,0.855,0.357,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.011283,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12545,0.40886,0.4386,0.20408,0.0000,0.0000,0.355,-0.03565,3.8297,0.439340,0.440022,-0.043864,1,-0.043864
1.5177,move->d,none,1.1307,0.439120,-0.016635,-0.495846,-0.001533,1.524958,0.019438,1.091301,1.562814,0.440022,-0.016633,-0.533128,-0.001780,1.590362,0.019583,1.064145,1.561529,0.199481,0.040078,0.380269,3.129793,-0.550393,-3.139121,0.02774,-0.04406,0.04900,0.00118,-0.00120,0.00054,0.02774,-0.04406,0.04900,0.00118,-0.00120,0.00054,0.00936,-0.00167,0.02232,0.00094,0.02307,-0.00375,6.361,3.6530,0.00052,0,0,0,0,0.146,1.035,0.416,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005851,0.001036,0.069,0.926,0.286,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.023935,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12535,0.40675,0.4394,0.20608,0.0000,0.0000,0.356,-0.03543,3.8130,0.439120,0.440022,-0.043935,1,-0.043935
1.5235,move->d,none,1.1357,0.438900,-0.016637,-0.494930,-0.001542,1.523383,0.019446,1.091948,1.562818,0.440022,-0.016633,-0.533128,-0.001780,1.590362,0.019583,1.064145,1.561529,0.199481,0.040078,0.380269,3.129793,-0.550393,-3.139121,0.02799,-0.04456,0.04944,0.00119,-0.00120,0.00055,0.02799,-0.04456,0.04944,0.00119,-0.00120,0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.592,3.7474,0.00333,0,0,0,0,0.144,1.033,0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005754,0.000622,0.170,1.087,0.244,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12525,0.38910,0.4400,0.20807,0.0000,0.0000,0.349,-0.03521,3.7955,0.438900,0.440022,-0.044004,1,-0.044004
1.5298,move->d,none,1.1407,0.438680,-0.016639,-0.494023,-0.001561,1.521827,0.019460,1.092588,1.562809,0.440022,-0.016581,-0.531592,-0.001780,1.587848,0.019583,1.064930,1.561529,0.199754,0.040084,0.380675,3.129810,-0.550201,-3.139065,0.02769,-0.04507,0.04906,0.00122,-0.00082,0.00043,0.02769,-0.04507,0.04906,0.00122,-0.00082,0.00043,0.04702,0.00099,0.06992,-0.00231,-0.03306,0.01105,6.344,3.6936,0.00360,0,0,0,0,0.154,1.029,0.386,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006301,0.001116,0.255,1.008,0.392,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.084169,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12515,0.38486,0.4407,0.20998,0.0000,0.0000,0.348,-0.03499,3.7774,0.438680,0.438795,-0.044070,1,-0.044070
1.5357,move->d,none,1.1457,0.438459,-0.016640,-0.493147,-0.001533,1.520344,0.019446,1.093180,1.562855,0.438795,-0.016581,-0.531592,-0.001780,1.587848,0.019583,1.064930,1.561529,0.199754,0.038857,0.380675,3.129810,-0.550201,-3.139065,0.02794,-0.04312,0.04950,0.00123,-0.00082,0.00044,0.02794,-0.04312,0.04950,0.00123,-0.00082,0.00044,0.00000,-0.20453,0.00000,0.00000,0.00000,0.00000,6.529,3.7827,0.00643,0,0,0,0,0.144,1.014,0.369,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005959,0.001061,-0.018,0.875,0.251,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002140,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12505,0.36704,0.4413,0.21186,0.0000,0.0000,0.334,-0.03477,3.7585,0.438459,0.438795,-0.044134,1,-0.044134
1.5413,move->d,none,1.1507,0.438238,-0.016641,-0.492285,-0.001515,1.518891,0.019439,1.093752,1.562888,0.438795,-0.016633,-0.530371,-0.001763,1.585701,0.019583,1.066065,1.561529,0.199889,0.038849,0.380972,3.129830,-0.550410,-3.139095,0.02791,-0.04360,0.04934,0.00127,-0.00124,0.00049,0.02791,-0.04360,0.04934,0.00127,-0.00124,0.00049,0.02239,-0.00133,0.04898,-0.00295,0.03462,-0.00312,6.417,3.7447,0.00718,0,0,0,0,0.140,1.009,0.371,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005622,0.000655,0.158,1.041,0.492,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.053463,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12496,0.35960,0.4419,0.21365,0.0000,0.0000,0.333,-0.03455,3.7389,0.438238,0.438795,-0.044194,1,-0.044194
1.5470,move->d,none,1.1557,0.438017,-0.016643,-0.491453,-0.001507,1.517513,0.019439,1.094275,1.562908,0.438795,-0.016633,-0.530371,-0.001763,1.585701,0.019583,1.066065,1.561529,0.199889,0.038849,0.380972,3.129830,-0.550410,-3.139095,0.02816,-0.04410,0.04977,0.00127,-0.00124,0.00050,0.02816,-0.04410,0.04977,0.00127,-0.00124,0.00050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.638,3.8280,0.01006,0,0,0,0,0.148,1.019,0.378,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005675,0.001090,0.269,1.171,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,0,1.0000,1.0000,0.12487,0.34137,0.4425,0.21541,0.0000,0.0000,0.327,-0.03433,3.7187,0.438017,0.438795,-0.044252,1,-0.044252
