t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0011,move->d,0.0000,0.000002,0.183099,-0.476851,-0.128583,1.552470,-0.043543,1.525638,0.078669,0.000002,0.182649,-0.476824,-0.128439,1.552470,-0.043319,1.525627,0.078418,0.180653,-0.485007,0.371969,-1.689561,-1.034297,-3.058962,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000,0.0000,0.00009,0,0,0,0,-0.045,-0.255,-0.106,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.12771,0.11623,0.0573,2.88913,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0078,move->d,0.0001,0.000002,0.183099,-0.476851,-0.128583,1.552470,-0.043543,1.525638,0.078669,0.000002,0.182631,-0.476789,-0.128456,1.552505,-0.043302,1.525610,0.078400,0.180656,-0.485009,0.371953,-1.689582,-1.034349,-3.058952,-0.00001,0.00000,0.00003,-0.00001,-0.00011,0.00002,0.016,0.0268,0.00000,0,0,0,0,-0.044,-0.254,-0.106,nan,nan,nan,nan,nan,nan,0,0.0225,1.0000,0.12771,0.00012,0.0000,0.00078,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0142,move->d,0.0003,0.000002,0.183376,-0.476867,-0.128670,1.552470,-0.043682,1.525645,0.078826,0.000002,0.182684,-0.476824,-0.128439,1.552505,-0.043302,1.525627,0.078418,0.180653,-0.484996,0.371957,-1.689592,-1.034331,-3.058890,-0.00000,-0.00002,0.00002,-0.00003,-0.00007,-0.00009,0.015,0.0238,0.00000,0,0,0,0,-0.042,-0.249,-0.104,nan,nan,nan,nan,nan,nan,0,0.0438,1.0000,0.12771,0.07175,0.0353,0.08478,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0201,move->d,0.0007,0.000002,0.183639,-0.476884,-0.128754,1.552469,-0.043813,1.525652,0.078975,0.000002,0.182614,-0.476772,-0.128439,1.552470,-0.043302,1.525627,0.078365,0.180660,-0.485008,0.371961,-1.689528,-1.034348,-3.058971,-0.00002,0.00000,0.00002,0.00004,-0.00010,-0.00004,0.011,0.0437,0.00000,0,0,0,0,-0.038,-0.243,-0.102,nan,nan,nan,nan,nan,nan,0,0.0636,1.0000,0.12771,0.06811,0.0335,0.16533,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0263,move->d,0.0011,0.000002,0.184161,-0.476915,-0.128918,1.552469,-0.044073,1.525665,0.079269,0.000002,0.182614,-0.476772,-0.128439,1.552470,-0.043302,1.525627,0.078365,0.180660,-0.485008,0.371961,-1.689528,-1.034348,-3.058971,-0.00002,0.00000,0.00002,0.00004,-0.00010,-0.00004,0.011,0.0588,0.00001,0,0,0,0,-0.036,-0.238,-0.100,nan,nan,nan,nan,nan,nan,0,0.0842,1.0000,0.12771,0.13483,0.0664,0.23990,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0328,move->d,0.0016,0.000002,0.184679,-0.476946,-0.129082,1.552469,-0.044331,1.525678,0.079562,0.000002,0.182631,-0.476772,-0.128456,1.552470,-0.043319,1.525627,0.078365,0.180660,-0.485013,0.371961,-1.689514,-1.034350,-3.058990,-0.00002,0.00001,0.00001,0.00006,-0.00010,-0.00002,0.012,0.0876,0.00001,0,0,0,0,-0.037,-0.234,-0.098,nan,nan,nan,nan,nan,nan,0,0.1058,1.0000,0.12771,0.13384,0.0659,0.31765,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0390,move->d,0.0022,0.000002,0.185467,-0.476993,-0.129330,1.552469,-0.044724,1.525697,0.080006,0.000002,0.182631,-0.476824,-0.128439,1.552470,-0.043319,1.525627,0.078400,0.180652,-0.485010,0.371969,-1.689543,-1.034297,-3.058979,0.00000,0.00001,-0.00000,0.00002,0.00000,0.00000,0.003,0.1173,0.00001,0,0,0,0,-0.037,-0.229,-0.095,nan,nan,nan,nan,nan,nan,0,0.1264,1.0000,0.12771,0.20373,0.1004,0.39916,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0455,move->d,0.0030,0.000002,0.186238,-0.477040,-0.129574,1.552469,-0.045109,1.525717,0.080441,0.000002,0.182684,-0.476772,-0.128456,1.552505,-0.043354,1.525627,0.078418,0.180657,-0.485010,0.371951,-1.689507,-1.034386,-3.059003,-0.00001,0.00001,0.00003,0.00007,-0.00017,-0.00001,0.018,0.1595,0.00001,0,0,0,0,-0.036,-0.223,-0.092,nan,nan,nan,nan,nan,nan,0,0.1483,1.0000,0.12771,0.19936,0.0982,0.47679,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0513,move->d,0.0038,0.000002,0.187295,-0.477104,-0.129907,1.552469,-0.045636,1.525744,0.081037,0.000002,0.182753,-0.476772,-0.128491,1.552470,-0.043354,1.525610,0.078487,0.180663,-0.485005,0.371959,-1.689606,-1.034335,-3.058942,-0.00002,-0.00000,0.00002,-0.00004,-0.00008,0.00004,0.014,0.1996,0.00002,0,0,0,0,-0.037,-0.220,-0.088,nan,nan,nan,nan,nan,nan,0,0.1673,1.0000,0.12771,0.27330,0.1347,0.55919,0.0000,1.0000,0.000,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
0.0574,move->d,0.0047,0.000002,0.188301,-0.477165,-0.130224,1.552468,-0.046137,1.525770,0.081604,0.000002,0.182753,-0.476719,-0.128578,1.552523,-0.043494,1.525627,0.078557,0.180647,-0.485054,0.371935,-1.689505,-1.034467,-3.059228,0.00001,0.00009,0.00007,0.00008,-0.00033,0.00044,0.058,0.2602,0.00002,0,0,0,0,-0.040,-0.219,-0.084,nan,nan,nan,nan,nan,nan,0,0.1878,1.0000,0.12771,0.25983,0.1281,0.63101,0.0000,1.0000,0.001,0.40000,4.0000,0.000002,0.000002,0.000000,1,0.000000
