t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0010,move->d,none,0.0000,0.457329,-0.089134,-0.472443,0.017942,1.479114,0.077021,1.114567,1.517651,0.457329,-0.089134,-0.472443,0.017942,1.479114,0.077021,1.114567,1.517651,0.208065,0.057151,0.397129,3.128032,-0.548511,-3.138719,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,0,0.233,0.762,0.101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.003429,0.233,0.762,0.101,0.000000,0,0.0002,1.0000,0.12233,0.00000,0.0000,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0064,move->d,none,0.0001,0.457329,-0.089134,-0.472444,0.017942,1.479114,0.077021,1.114567,1.517651,0.457329,-0.089134,-0.472391,0.017977,1.479149,0.077021,1.114550,1.517634,0.208074,0.057157,0.397109,3.128060,-0.548582,-3.138694,-0.00002,-0.00001,0.00004,0.00005,-0.00014,-0.00008,-0.00002,-0.00001,0.00004,0.00005,-0.00014,-0.00008,0.00115,0.00084,-0.00251,-0.00303,0.00895,0.00491,0.023,0.0030,0.00000,0,0,0,0,0.234,0.763,0.101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005415,0.000963,0.374,0.920,0.103,0.001554,0,0.0183,1.0000,0.12233,0.00015,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0120,move->d,none,0.0003,0.457329,-0.089134,-0.472444,0.017941,1.479114,0.077022,1.114568,1.517651,0.457329,-0.089134,-0.472391,0.017977,1.479149,0.077021,1.114550,1.517634,0.208074,0.057157,0.397109,3.128060,-0.548582,-3.138694,-0.00002,-0.00001,0.00004,0.00005,-0.00014,-0.00008,-0.00002,-0.00001,0.00004,0.00005,-0.00014,-0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.023,0.0030,0.00000,0,0,0,0,0.238,0.768,0.101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005589,0.001111,0.415,0.909,0.110,0.000000,0,0.0369,1.0000,0.12233,0.00015,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0176,move->d,none,0.0006,0.457329,-0.089134,-0.472445,0.017941,1.479113,0.077022,1.114568,1.517651,0.457329,-0.089134,-0.472391,0.017977,1.479149,0.077021,1.114550,1.517634,0.208074,0.057157,0.397109,3.128060,-0.548582,-3.138694,-0.00002,-0.00001,0.00004,0.00005,-0.00014,-0.00008,-0.00002,-0.00001,0.00004,0.00005,-0.00014,-0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.023,0.0031,0.00000,0,0,0,0,0.247,0.776,0.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005533,0.006576,0.415,0.909,0.110,0.000000,0,0.0554,1.0000,0.12233,0.00015,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0238,move->d,none,0.0009,0.457329,-0.089134,-0.472445,0.017941,1.479113,0.077022,1.114568,1.517651,0.457329,-0.089151,-0.472461,0.017942,1.479132,0.077021,1.114567,1.517634,0.208061,0.057146,0.397127,3.128050,-0.548511,-3.138736,0.00001,0.00001,0.00000,0.00003,0.00000,0.00002,0.00001,0.00001,0.00000,0.00003,0.00000,0.00002,-0.00112,-0.00098,0.00153,0.00076,-0.00610,-0.00407,0.007,0.0011,0.00000,0,0,0,0,0.258,0.785,0.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006282,0.001295,0.280,0.833,0.082,-0.000735,0,0.0763,1.0000,0.12233,0.00006,0.0000,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0293,move->d,none,0.0014,0.457329,-0.089135,-0.472445,0.017941,1.479113,0.077021,1.114568,1.517652,0.457329,-0.089082,-0.472443,0.017994,1.479114,0.077056,1.114567,1.517651,0.208066,0.057183,0.397129,3.128025,-0.548511,-3.138598,-0.00000,-0.00006,0.00000,-0.00001,-0.00000,-0.00024,-0.00000,-0.00006,0.00000,-0.00001,-0.00000,-0.00024,0.00075,0.00601,0.00032,0.00338,0.00002,0.02044,0.032,0.0031,0.00000,0,0,0,0,0.268,0.795,0.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005471,0.000592,0.313,0.827,0.057,-0.000591,0,0.0945,1.0000,0.12233,0.00016,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0344,move->d,none,0.0020,0.457329,-0.089135,-0.472445,0.017940,1.479113,0.077022,1.114568,1.517651,0.457329,-0.089151,-0.472408,0.017994,1.479114,0.077021,1.114567,1.517634,0.208071,0.057159,0.397121,3.128074,-0.548548,-3.138702,-0.00001,-0.00002,0.00002,0.00007,-0.00007,-0.00008,-0.00001,-0.00002,0.00002,0.00007,-0.00007,-0.00008,0.00106,-0.00509,-0.00157,-0.00854,0.00762,-0.01646,0.012,0.0031,0.00000,0,0,0,0,0.277,0.803,0.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005105,0.000863,0.342,0.835,0.055,0.000732,0,0.1115,1.0000,0.12233,0.00013,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0397,move->d,none,0.0026,0.457329,-0.089135,-0.472445,0.017940,1.479113,0.077022,1.114567,1.517651,0.457329,-0.089134,-0.472461,0.017942,1.479079,0.077021,1.114602,1.517651,0.208058,0.057151,0.397139,3.128036,-0.548494,-3.138718,0.00001,-0.00000,-0.00002,0.00001,0.00003,-0.00000,0.00001,-0.00000,-0.00002,0.00001,0.00003,-0.00000,-0.00240,-0.00140,0.00338,0.00628,-0.01046,-0.00695,0.012,0.0020,0.00000,0,0,0,0,0.287,0.811,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005263,0.000944,0.417,0.892,0.107,-0.001648,0,0.1291,1.0000,0.12233,0.00010,0.0000,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0456,move->d,none,0.0034,0.457329,-0.089135,-0.472445,0.017940,1.479113,0.077022,1.114567,1.517651,0.457329,-0.089134,-0.472391,0.017994,1.479114,0.077056,1.114567,1.517634,0.208074,0.057170,0.397118,3.128037,-0.548563,-3.138647,-0.00002,-0.00004,0.00002,0.00001,-0.00010,-0.00015,-0.00002,-0.00004,0.00002,0.00001,-0.00010,-0.00015,0.00290,0.00353,-0.00390,-0.00029,0.01306,0.01353,0.024,0.0031,0.00000,0,0,0,0,0.297,0.818,0.096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005872,0.001485,0.309,0.816,0.062,0.001854,0,0.1487,1.0000,0.12233,0.00015,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
0.0516,move->d,none,0.0042,0.457329,-0.089135,-0.472446,0.017939,1.479113,0.077022,1.114568,1.517652,0.457329,-0.089134,-0.472408,0.017977,1.479184,0.077004,1.114550,1.517634,0.208069,0.057154,0.397101,3.128076,-0.548600,-3.138712,-0.00001,-0.00001,0.00006,0.00008,-0.00018,-0.00006,-0.00001,-0.00001,0.00006,0.00008,-0.00018,-0.00006,-0.00073,-0.00236,-0.00240,-0.00476,0.00531,-0.00645,0.028,0.0040,0.00000,0,0,0,0,0.305,0.825,0.097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006061,0.000568,0.288,0.907,0.526,0.002404,0,0.1689,1.0000,0.12233,0.00018,0.0001,0.00000,0.0000,0.0000,0.000,-0.05342,4.0000,0.457329,0.457329,-0.000000,1,-0.000000
