t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0011,move->d,none,0.0000,0.000003,-0.105261,-0.540249,0.019722,1.603800,0.097512,1.059345,1.497859,0.000003,-0.105243,-0.540267,0.019740,1.603800,0.097546,1.059328,1.497824,0.198958,-0.399357,0.378384,3.126517,-0.548880,-3.136431,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0020,0.00000,0,0,0,0,0.275,0.802,0.053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.000530,0.275,0.802,0.053,0.000000,0,0.0002,1.0000,0.12993,0.00000,0.0000,0.00006,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0066,move->d,none,0.0001,0.000003,-0.105261,-0.540249,0.019722,1.603801,0.097512,1.059345,1.497859,0.000003,-0.105278,-0.540267,0.019722,1.603713,0.097512,1.059380,1.497859,0.198955,-0.399373,0.378405,3.126514,-0.548847,-3.136509,0.00001,0.00003,-0.00004,-0.00001,0.00007,0.00016,0.00001,0.00003,-0.00004,-0.00001,0.00007,0.00016,-0.00060,-0.00316,0.00418,0.00054,-0.00659,-0.01605,0.026,0.0050,0.00000,0,0,0,0,0.276,0.802,0.053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005464,0.001076,0.369,0.903,0.147,-0.003290,0,0.0184,1.0000,0.12993,0.00024,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0135,move->d,none,0.0003,0.000003,-0.105260,-0.540249,0.019723,1.603801,0.097512,1.059344,1.497858,0.000003,-0.105243,-0.540267,0.019722,1.603818,0.097546,1.059380,1.497859,0.198947,-0.399357,0.378371,3.126467,-0.548948,-3.136434,0.00002,0.00000,0.00003,-0.00008,-0.00014,0.00006,0.00002,0.00000,0.00003,-0.00008,-0.00014,0.00006,-0.00111,0.00210,-0.00465,0.00541,0.01388,0.00693,0.017,0.0020,0.00000,0,0,0,0,0.278,0.805,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006942,0.000686,0.355,0.879,0.131,0.004570,0,0.0415,1.0000,0.12993,0.00013,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0190,move->d,none,0.0006,0.000003,-0.105260,-0.540249,0.019723,1.603801,0.097512,1.059343,1.497858,0.000003,-0.105261,-0.540267,0.019722,1.603818,0.097512,1.059380,1.497876,0.198947,-0.399368,0.378371,3.126485,-0.548951,-3.136487,0.00002,0.00002,0.00003,-0.00005,-0.00014,0.00015,0.00002,0.00002,0.00003,-0.00005,-0.00014,0.00015,-0.00008,-0.00198,-0.00008,-0.00303,0.00051,-0.00849,0.021,0.0021,0.00000,0,0,0,0,0.283,0.809,0.060,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005506,0.001051,0.328,0.822,0.101,0.000086,0,0.0599,1.0000,0.12993,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0240,move->d,none,0.0010,0.000003,-0.105260,-0.540249,0.019723,1.603801,0.097513,1.059343,1.497857,0.000003,-0.105261,-0.540267,0.019722,1.603818,0.097512,1.059380,1.497876,0.198947,-0.399368,0.378371,3.126485,-0.548951,-3.136487,0.00002,0.00002,0.00003,-0.00005,-0.00014,0.00015,0.00002,0.00002,0.00003,-0.00005,-0.00014,0.00015,-0.00008,-0.00198,-0.00008,-0.00303,0.00051,-0.00849,0.021,0.0021,0.00000,0,0,0,0,0.287,0.813,0.065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004970,0.005964,0.328,0.822,0.101,0.000086,0,0.0764,1.0000,0.12993,0.00018,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0291,move->d,none,0.0015,0.000003,-0.105260,-0.540249,0.019723,1.603802,0.097513,1.059343,1.497857,0.000003,-0.105261,-0.540267,0.019722,1.603713,0.097512,1.059345,1.497859,0.198962,-0.399370,0.378410,3.126516,-0.548812,-3.136495,-0.00001,0.00003,-0.00005,-0.00000,0.00014,0.00013,-0.00001,0.00003,-0.00005,-0.00000,0.00014,0.00013,0.00147,-0.00024,0.00390,-0.00251,-0.01368,0.00074,0.029,0.0050,0.00000,0,0,0,0,0.293,0.817,0.070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005157,0.001006,0.338,0.850,0.122,-0.004091,0,0.0936,1.0000,0.12993,0.00020,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0342,move->d,none,0.0020,0.000003,-0.105260,-0.540249,0.019723,1.603802,0.097513,1.059343,1.497857,0.000003,-0.105261,-0.540267,0.019740,1.603766,0.097512,1.059345,1.497824,0.198957,-0.399368,0.378393,3.126555,-0.548865,-3.136483,0.00000,0.00002,-0.00002,0.00007,0.00003,0.00007,0.00000,0.00002,-0.00002,0.00007,0.00003,0.00007,-0.00079,0.00031,-0.00334,-0.00652,0.01012,0.00624,0.014,0.0021,0.00000,0,0,0,0,0.298,0.820,0.075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005077,0.000864,0.338,0.850,0.122,0.003271,0,0.1106,1.0000,0.12993,0.00012,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0394,move->d,none,0.0026,0.000003,-0.105259,-0.540249,0.019723,1.603802,0.097513,1.059342,1.497857,0.000003,-0.105261,-0.540249,0.019722,1.603818,0.097546,1.059380,1.497859,0.198949,-0.399361,0.378368,3.126464,-0.548966,-3.136450,0.00002,0.00001,0.00003,-0.00009,-0.00017,0.00009,0.00002,0.00001,0.00003,-0.00009,-0.00017,0.00009,-0.00156,0.00143,-0.00495,0.01513,0.01985,-0.00278,0.019,0.0021,0.00000,0,0,0,0,0.304,0.824,0.081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005164,0.000932,0.396,0.902,0.128,0.005052,0,0.1278,1.0000,0.12993,0.00015,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0446,move->d,none,0.0034,0.000003,-0.105259,-0.540249,0.019724,1.603802,0.097513,1.059341,1.497856,0.000003,-0.105278,-0.540267,0.019687,1.603800,0.097512,1.059397,1.497859,0.198945,-0.399381,0.378374,3.126482,-0.548949,-3.136522,0.00003,0.00005,0.00002,-0.00006,-0.00014,0.00022,0.00003,0.00005,0.00002,-0.00006,-0.00014,0.00022,-0.00092,-0.00373,0.00127,-0.00292,-0.00320,-0.01204,0.029,0.0032,0.00000,0,0,0,0,0.309,0.829,0.086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005193,0.000912,0.280,0.764,0.046,-0.000644,0,0.1451,1.0000,0.12993,0.00022,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
0.0497,move->d,none,0.0042,0.000003,-0.105259,-0.540249,0.019724,1.603802,0.097513,1.059341,1.497856,0.000003,-0.105261,-0.540319,0.019722,1.603766,0.097546,1.059345,1.497824,0.198951,-0.399364,0.378404,3.126516,-0.548809,-3.136461,0.00002,0.00001,-0.00004,-0.00000,0.00014,0.00006,0.00002,0.00001,-0.00004,-0.00000,0.00014,0.00006,0.00118,0.00336,0.00589,-0.00557,-0.02790,0.01576,0.022,0.0040,0.00000,0,0,0,0,0.314,0.831,0.089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005120,0.001016,0.280,0.764,0.047,-0.005601,0,0.1621,1.0000,0.12993,0.00016,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,0.000003,0.000000,1,0.000000
