t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0012,move->d,0.0000,0.410146,-0.083531,-0.421043,-0.064106,1.404658,0.201498,1.138845,1.670210,0.410146,-0.083531,-0.421078,-0.064158,1.404641,0.201498,1.138932,1.670210,0.218415,0.029554,0.413235,2.817557,-0.528857,-3.055816,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.000,0.0050,0.00000,0,0,0,0,-0.152,0.843,0.585,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.11737,0.00000,0.0000,0.00011,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0085,move->d,0.0001,0.410146,-0.083531,-0.421043,-0.064106,1.404658,0.201499,1.138845,1.670210,0.410146,-0.083549,-0.421078,-0.064123,1.404693,0.201446,1.138897,1.670263,0.218419,0.029552,0.413221,2.817561,-0.528887,-3.055864,-0.00001,0.00001,0.00003,0.00001,-0.00006,0.00009,0.014,0.0030,0.00000,0,0,0,0,-0.151,0.844,0.586,nan,nan,nan,nan,nan,nan,0,0.0243,1.0000,0.11737,0.00022,0.0001,0.00000,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0159,move->d,0.0004,0.410146,-0.083531,-0.421043,-0.064107,1.404658,0.201499,1.138846,1.670209,0.410146,-0.083549,-0.421078,-0.064123,1.404641,0.201463,1.138880,1.670228,0.218425,0.029552,0.413240,2.817595,-0.528815,-3.055859,-0.00002,0.00001,-0.00001,0.00006,0.00009,0.00005,0.011,0.0020,0.00000,0,0,0,0,-0.148,0.848,0.588,nan,nan,nan,nan,nan,nan,0,0.0491,1.0000,0.11736,0.00016,0.0001,0.00000,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0241,move->d,0.0007,0.410146,-0.083531,-0.421043,-0.064107,1.404658,0.201500,1.138846,1.670209,0.410146,-0.083549,-0.421096,-0.064158,1.404641,0.201463,1.138880,1.670228,0.218422,0.029543,0.413245,2.817582,-0.528795,-3.055884,-0.00001,0.00002,-0.00002,0.00003,0.00013,0.00011,0.017,0.0030,0.00000,0,0,0,0,-0.143,0.852,0.590,nan,nan,nan,nan,nan,nan,0,0.0764,1.0000,0.11736,0.00014,0.0001,0.00001,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0301,move->d,0.0012,0.410146,-0.083531,-0.421043,-0.064107,1.404657,0.201500,1.138847,1.670209,0.410146,-0.083566,-0.421078,-0.064106,1.404693,0.201446,1.138897,1.670228,0.218419,0.029550,0.413220,2.817604,-0.528888,-3.055870,-0.00001,0.00001,0.00003,0.00009,-0.00006,0.00006,0.016,0.0031,0.00000,0,0,0,0,-0.139,0.854,0.591,nan,nan,nan,nan,nan,nan,0,0.0964,1.0000,0.11736,0.00023,0.0001,0.00001,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0372,move->d,0.0018,0.410146,-0.083531,-0.421043,-0.064107,1.404658,0.201501,1.138847,1.670209,0.410146,-0.083566,-0.421078,-0.064123,1.404606,0.201463,1.138897,1.670228,0.218424,0.029547,0.413249,2.817602,-0.528798,-3.055877,-0.00002,0.00001,-0.00003,0.00007,0.00012,0.00008,0.018,0.0029,0.00000,0,0,0,0,-0.135,0.855,0.592,nan,nan,nan,nan,nan,nan,0,0.1201,1.0000,0.11736,0.00016,0.0001,0.00001,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0437,move->d,0.0025,0.410146,-0.083531,-0.421043,-0.064107,1.404658,0.201502,1.138847,1.670208,0.410146,-0.083619,-0.421078,-0.064158,1.404658,0.201446,1.138932,1.670228,0.218416,0.029524,0.413227,2.817584,-0.528884,-3.055954,-0.00000,0.00006,0.00002,0.00005,-0.00005,0.00025,0.031,0.0050,0.00000,0,0,0,0,-0.130,0.855,0.592,nan,nan,nan,nan,nan,nan,0,0.1418,1.0000,0.11736,0.00021,0.0001,0.00001,0.0000,0.0000,0.000,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0494,move->d,0.0033,0.410146,-0.083531,-0.421045,-0.064107,1.404664,0.201502,1.138838,1.670208,0.410146,-0.083549,-0.420886,-0.064158,1.404013,0.201446,1.139805,1.670228,0.218329,0.029555,0.413263,2.817602,-0.529295,-3.055742,0.00017,-0.00000,-0.00006,0.00015,-0.00087,-0.00019,0.091,0.0549,0.00000,0,0,0,0,-0.116,0.855,0.592,nan,nan,nan,nan,nan,nan,0,0.1605,1.0000,0.11736,0.00219,0.0011,0.00002,0.0000,0.0000,0.001,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0555,move->d,0.0042,0.410146,-0.083531,-0.421055,-0.064106,1.404686,0.201504,1.138829,1.670208,0.410146,-0.083531,-0.420048,-0.064176,1.402477,0.201394,1.139840,1.670210,0.218559,0.029504,0.413562,2.817894,-0.528669,-3.055942,-0.00029,0.00010,-0.00066,0.00055,0.00042,-0.00009,0.361,0.1253,0.00000,0,0,0,0,-0.085,0.869,0.545,nan,nan,nan,nan,nan,nan,0,0.1810,1.0000,0.11737,0.00512,0.0028,0.00002,0.0000,0.0000,0.004,-0.00623,0.0146,0.410146,0.410146,-0.000000,1,-0.000000
0.0619,move->d,0.0053,0.410146,-0.083532,-0.421066,-0.064107,1.404719,0.201505,1.138823,1.670207,0.410146,-0.083549,-0.419961,-0.064106,1.401255,0.201463,1.139578,1.670228,0.218695,0.029505,0.413973,2.818180,-0.527301,-3.056092,-0.00056,0.00010,-0.00148,0.00080,0.00319,-0.00007,0.791,0.1965,0.00000,0,0,0,0,-0.046,0.904,0.415,nan,nan,nan,nan,nan,nan,0,0.2022,1.0000,0.11737,0.00723,0.0043,0.00002,0.0000,0.0000,0.008,-0.00623,0.0146,0.410146,0.409843,-0.000000,1,-0.000000
