t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,force_reference_fast_clear,force_fast_z,retract_guard_armed,retract_fast_hold,retract_fast_stop_count,retract_fast_rearm_count,force_task_latched,physical_contact_state,physical_contact_acquire_event,physical_contact_loss_event,physical_contact_reacquire_event,physical_contact_low_timer_s,physical_contact_high_timer_s,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
9.2297,scan,legacy_symmetric,1.2600,0.420015,1.134752,-0.526847,-0.335806,1.459623,-0.815363,1.333166,2.137385,0.419622,1.141026,-0.526461,-0.335906,1.458066,-0.819310,1.337271,2.140105,0.308121,0.020477,0.420960,-3.124727,0.151618,-3.130521,0.00258,0.01623,-0.01797,-0.00018,0.00007,-0.00161,0.00258,0.01623,-0.01797,-0.00018,0.00007,-0.00161,0.00596,-0.00282,-0.02118,0.02806,-0.01255,-0.01689,0.157,0.2621,0.00002,0,0,0,0,0.319,0.505,0.387,0.5754,79.01,77.29,1.15,0.01790,558.5,2.000,0.00059,0.3000,1.000000,0.0616,0.006159,0,0,0.381,0,0,0,0,1,lost,0,0,0,0.000000,0.005660,3.3015,0,0.005660,0.000431,0.489,-0.050,0.811,0.021873,0,1.0000,1.0000,0.11594,0.48874,0.2166,0.00000,0.9987,0.0000,0.122,0.00149,1.7243,0.420015,0.419870,,0,
9.2358,scan,legacy_symmetric,1.2650,0.420110,1.133047,-0.526767,-0.335622,1.460180,-0.814260,1.332064,2.136814,0.419870,1.141026,-0.526461,-0.335906,1.458066,-0.819310,1.337271,2.140105,0.308121,0.020725,0.420960,-3.124727,0.151618,-3.130521,0.00262,0.01518,-0.01810,-0.00018,0.00007,-0.00161,0.00262,0.01518,-0.01810,-0.00018,0.00007,-0.00161,0.00000,0.04124,0.00000,0.00000,0.00000,0.00000,0.307,0.3595,0.00002,0,0,0,0,0.308,0.494,0.384,0.5779,78.89,77.25,1.16,0.01806,556.1,2.000,0.00061,0.3000,1.000000,0.0551,0.005513,0,0,0.497,0,0,0,0,1,lost,0,0,0,0.000000,0.000000,3.3118,0,0.006033,0.000470,0.389,0.674,0.568,-0.000627,0,1.0000,1.0000,0.11599,0.49079,0.2171,0.00000,0.9987,0.0000,0.119,0.00147,1.7301,0.420110,0.419870,,0,
9.2410,scan,legacy_symmetric,1.2700,0.420205,1.131348,-0.526681,-0.335430,1.460744,-0.813158,1.330959,2.136262,0.419870,1.139211,-0.526339,-0.335714,1.458711,-0.818682,1.336591,2.139337,0.308120,0.020505,0.420815,-3.124026,0.151451,-3.130876,0.00262,0.01629,-0.01827,0.00087,-0.00017,-0.00092,0.00262,0.01629,-0.01827,0.00087,-0.00017,-0.00092,-0.00032,-0.04213,-0.02780,-0.13282,0.03070,-0.08819,0.110,0.3532,0.00002,0,0,0,0,0.301,0.487,0.388,0.5801,78.78,77.18,1.16,0.01819,553.7,2.000,0.00062,0.3000,1.000000,0.0497,0.004975,0,0,0.531,0,0,0,0,1,lost,0,0,0,0.000000,0.000000,3.3204,0,0.005227,0.000431,0.175,0.914,0.329,0.028096,0,1.0000,1.0000,0.11603,0.48985,0.2165,0.00000,0.9987,0.0000,0.123,0.00145,1.7357,0.420205,0.419870,,0,
9.2460,scan,legacy_symmetric,1.2750,0.420300,1.129650,-0.526596,-0.335236,1.461311,-0.812059,1.329854,2.135711,0.419870,1.139211,-0.526339,-0.335714,1.458711,-0.818682,1.336591,2.139337,0.308120,0.020505,0.420815,-3.124026,0.151451,-3.130876,0.00264,0.01633,-0.01838,0.00087,-0.00017,-0.00092,0.00264,0.01633,-0.01838,0.00087,-0.00017,-0.00092,-0.00032,-0.04213,-0.02780,-0.13282,0.03070,-0.08819,0.133,0.4506,0.00002,0,0,0,0,0.293,0.493,0.391,0.5818,78.68,77.10,1.16,0.01831,551.4,2.000,0.00063,0.3000,1.000000,0.0455,0.004546,0,0,0.436,0,0,0,0,1,lost,0,0,0,0.000000,0.000000,3.3273,0,0.005053,0.005445,0.175,0.914,0.329,0.028096,0,1.0000,1.0000,0.11608,0.48953,0.2163,0.00000,0.9987,0.0000,0.124,0.00144,1.7413,0.420300,0.419870,,0,
9.2519,scan,legacy_symmetric,1.2800,0.420395,1.127954,-0.526507,-0.335040,1.461879,-0.810965,1.328753,2.135166,0.419870,1.138199,-0.526321,-0.335644,1.459025,-0.817530,1.335386,2.138761,0.308157,0.020674,0.420808,-3.124342,0.151643,-3.130297,0.00266,0.01637,-0.01848,0.00039,0.00011,-0.00186,0.00266,0.01637,-0.01848,0.00039,0.00011,-0.00186,0.00592,0.02679,-0.00102,0.04961,-0.02985,0.09881,0.075,0.4898,0.00002,0,0,0,0,0.285,0.510,0.392,0.5831,78.57,76.99,1.17,0.01841,549.0,2.000,0.00064,0.3000,1.000000,0.0423,0.004232,0,0,0.380,0,0,0,0,1,lost,0,0,0,0.000000,0.000000,3.3323,0,0.005825,0.005010,0.409,0.778,0.407,0.001483,0,1.0000,1.0000,0.11612,0.48823,0.2160,0.00000,0.9987,0.0000,0.124,0.00143,1.7468,0.420395,0.419870,,0,
9.2583,scan,legacy_symmetric,1.2850,0.420490,1.126260,-0.526416,-0.334843,1.462447,-0.809873,1.327654,2.134623,0.419870,1.135249,-0.526095,-0.335243,1.460073,-0.815523,1.333117,2.137959,0.308215,0.020767,0.420682,-3.124508,0.151832,-3.130117,0.00268,0.01642,-0.01857,0.00015,0.00039,-0.00216,0.00268,0.01642,-0.01857,0.00015,0.00039,-0.00216,0.00543,0.00867,-0.01190,0.01583,-0.01759,0.01909,0.042,0.4180,0.00002,0,0,0,0,0.282,0.530,0.393,0.5840,78.47,76.87,1.17,0.01851,546.7,2.000,0.00065,0.3000,1.000000,0.0401,0.004012,0,0,0.395,0,0,0,0,1,lost,0,0,0,0.000000,0.000000,3.3358,0,0.006440,0.000801,0.465,0.398,0.492,0.012449,0,1.0000,1.0000,0.11617,0.48765,0.2158,0.00000,0.9987,0.0000,0.125,0.00142,1.7522,0.420490,0.420407,,0,
9.2648,scan,legacy_symmetric,1.2900,0.420585,1.124561,-0.526340,-0.334659,1.463017,-0.808774,1.326549,2.134057,0.420407,1.131968,-0.525955,-0.334876,1.461102,-0.813690,1.331337,2.136876,0.308221,0.021147,0.420495,-3.124284,0.151742,-3.130431,0.00270,0.01532,-0.01864,0.00048,0.00026,-0.00164,0.00270,0.01532,-0.01864,0.00048,0.00026,-0.00164,0.00099,0.05540,-0.02727,-0.03217,0.01267,-0.05096,0.321,0.3271,0.00002,0,0,0,0,0.282,0.542,0.397,0.5847,78.35,76.74,1.17,0.01859,544.3,2.000,0.00066,0.3000,1.000000,0.0383,0.003825,0,0,0.449,0,0,0,0,1,lost,0,0,0,0.000000,0.000000,3.3388,0,0.006518,0.000472,0.159,0.188,0.610,0.026238,0,1.0000,1.0000,0.11622,0.49027,0.2164,0.00000,0.9987,0.0000,0.121,0.00140,1.7575,0.420585,0.420407,,0,
9.2705,scan,legacy_symmetric,1.2950,0.420680,1.122865,-0.526261,-0.334475,1.463585,-0.807679,1.325451,2.133494,0.420407,1.130991,-0.525903,-0.334754,1.461486,-0.812555,1.329906,2.136318,0.308286,0.021383,0.420515,-3.124580,0.152098,-3.129674,0.00272,0.01511,-0.01868,0.00003,0.00079,-0.00284,0.00272,0.01511,-0.01868,0.00003,0.00079,-0.00284,0.01127,0.04120,0.00356,0.05192,-0.06156,0.14004,0.460,0.3684,0.00002,0,0,0,0,0.284,0.544,0.408,0.5860,78.24,76.63,1.17,0.01865,542.0,2.000,0.00067,0.3000,1.000000,0.0349,0.003488,0,0,0.531,0,0,0,0,1,lost,0,0,0,0.000000,0.005697,3.3442,0,0.005697,0.000500,0.527,0.470,0.830,-0.002438,0,1.0000,1.0000,0.11626,0.48868,0.2161,0.00000,0.9988,0.0000,0.121,0.00138,1.7627,0.420680,0.420407,,0,
9.2764,scan,legacy_symmetric,1.3000,0.420775,1.121177,-0.526166,-0.334286,1.464108,-0.806582,1.324382,2.132916,0.420407,1.130991,-0.525903,-0.334754,1.461486,-0.812555,1.329906,2.136318,0.308286,0.021383,0.420515,-3.124580,0.152098,-3.129674,0.00249,0.01534,-0.01725,0.00003,0.00079,-0.00284,0.00249,0.01534,-0.01725,0.00003,0.00079,-0.00284,0.01127,0.04120,0.00356,0.05192,-0.06156,0.14004,0.376,0.4656,0.00002,0,0,0,0,0.290,0.541,0.428,0.5875,128.77,127.60,1.18,0.01719,1500.0,2.000,0.00002,0.3000,1.000000,0.0312,0.003120,0,0,0.686,0,0,0,0,1,contact,1,0,1,0.000000,0.000000,3.3501,0,0.005839,0.006238,0.527,0.470,0.830,-0.002438,1,1.0000,1.0000,0.11631,0.48403,0.2150,0.00000,0.9988,0.0000,0.116,0.00136,1.7678,0.420775,0.420407,,0,
9.2828,scan,legacy_symmetric,1.3050,0.420870,1.119499,-0.526056,-0.334083,1.464600,-0.805482,1.323331,2.132338,0.420407,1.127081,-0.525693,-0.334405,1.462813,-0.810671,1.328161,2.135410,0.308277,0.021055,0.420206,-3.124258,0.151715,-3.130651,0.00229,0.01660,-0.01608,0.00052,0.00022,-0.00131,0.00229,0.01660,-0.01608,0.00052,0.00022,-0.00131,-0.00071,-0.02685,-0.02529,-0.02614,0.03111,-0.08398,0.051,0.3383,0.00002,0,0,0,0,0.302,0.534,0.453,0.5885,128.79,127.68,1.18,0.01598,1500.0,2.000,0.00003,0.3000,1.000000,0.0287,0.002869,0,0,0.766,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3541,0,0.006431,0.000484,0.636,0.202,0.486,0.025305,1,1.0000,1.0000,0.11635,0.48027,0.2137,0.00000,0.9988,0.0000,0.116,0.00135,1.7729,0.420870,0.420828,,0,
9.2888,scan,legacy_symmetric,1.3100,0.420965,1.117827,-0.525940,-0.333879,1.465063,-0.804378,1.322299,2.131745,0.420828,1.124184,-0.525554,-0.334091,1.463790,-0.809100,1.326625,2.134573,0.308282,0.021322,0.420014,-3.124067,0.151574,-3.131038,0.00214,0.01665,-0.01509,0.00080,0.00001,-0.00068,0.00214,0.01665,-0.01509,0.00080,0.00001,-0.00068,0.00081,0.04401,-0.03171,-0.03100,0.02290,-0.06874,0.179,0.2684,0.00002,0,0,0,0,0.316,0.524,0.473,0.5901,128.83,127.80,1.18,0.01497,1500.0,2.000,0.00004,0.3000,1.000000,0.0246,0.002464,0,0,0.617,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3606,0,0.006034,0.000436,-0.164,0.670,0.207,0.030761,1,1.0000,1.0000,0.11639,0.47794,0.2130,0.00000,0.9988,0.0000,0.113,0.00133,1.7779,0.420965,0.420828,,0,
9.2938,scan,legacy_symmetric,1.3150,0.421060,1.116160,-0.525816,-0.333673,1.465502,-0.803272,1.321282,2.131143,0.420828,1.124184,-0.525554,-0.334091,1.463790,-0.809100,1.326625,2.134573,0.308282,0.021322,0.420014,-3.124067,0.151574,-3.131038,0.00201,0.01670,-0.01427,0.00080,0.00001,-0.00068,0.00201,0.01670,-0.01427,0.00080,0.00001,-0.00068,0.00081,0.04401,-0.03171,-0.03100,0.02290,-0.06874,0.105,0.3642,0.00001,0,0,0,0,0.317,0.518,0.483,0.5921,128.89,127.95,1.18,0.01415,1500.0,2.000,0.00005,0.3000,1.000000,0.0198,0.001975,0,0,0.427,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3684,0,0.004949,0.005310,-0.164,0.670,0.207,0.030761,1,1.0000,1.0000,0.11643,0.47566,0.2124,0.00000,0.9988,0.0000,0.110,0.00132,1.7828,0.421060,0.420828,,0,
9.2989,scan,legacy_symmetric,1.3200,0.421156,1.114499,-0.525684,-0.333465,1.465916,-0.802165,1.320283,2.130532,0.420828,1.122596,-0.525501,-0.333916,1.464157,-0.808000,1.325368,2.133997,0.308324,0.021349,0.420018,-3.124281,0.151840,-3.130934,0.00192,0.01675,-0.01361,0.00048,0.00041,-0.00089,0.00192,0.01675,-0.01361,0.00048,0.00041,-0.00089,0.00679,0.00422,0.00066,0.03434,-0.04228,0.02168,0.033,0.3687,0.00001,0,0,0,0,0.306,0.511,0.482,0.5943,128.97,128.11,1.19,0.01348,1500.0,2.000,0.00006,0.3000,1.000000,0.0144,0.001437,0,0,0.322,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3770,0,0.005151,0.004294,0.274,-0.174,0.185,0.000314,1,1.0000,1.0000,0.11647,0.47327,0.2117,0.00000,0.9988,0.0000,0.108,0.00131,1.7876,0.421156,0.420828,,0,
9.3048,scan,legacy_symmetric,1.3250,0.421251,1.112841,-0.525543,-0.333255,1.466313,-0.801059,1.319299,2.129918,0.420828,1.119925,-0.525414,-0.333637,1.465117,-0.806010,1.323239,2.132967,0.308371,0.021433,0.419896,-3.124437,0.151989,-3.130569,0.00184,0.01680,-0.01309,0.00025,0.00063,-0.00147,0.00184,0.01680,-0.01309,0.00025,0.00063,-0.00147,0.00477,0.00861,-0.01250,0.01626,-0.01525,0.03983,0.017,0.3109,0.00001,0,0,0,0,0.294,0.498,0.475,0.5962,129.07,128.26,1.19,0.01295,1500.0,2.000,0.00006,0.3000,1.000000,0.0095,0.000949,0,0,0.262,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3848,0,0.005900,0.000476,0.353,0.744,0.661,0.012940,1,1.0000,1.0000,0.11650,0.47111,0.2112,0.00000,0.9988,0.0000,0.107,0.00130,1.7923,0.421251,0.420828,,0,
9.3104,scan,legacy_symmetric,1.3300,0.421347,1.111186,-0.525399,-0.333043,1.466696,-0.799953,1.318323,2.129298,0.420828,1.119925,-0.525414,-0.333637,1.465117,-0.806010,1.323239,2.132967,0.308371,0.021433,0.419896,-3.124437,0.151989,-3.130569,0.00177,0.01684,-0.01267,0.00025,0.00063,-0.00147,0.00177,0.01684,-0.01267,0.00025,0.00063,-0.00147,0.00477,0.00861,-0.01250,0.01626,-0.01525,0.03983,0.068,0.4059,0.00001,0,0,0,0,0.286,0.489,0.472,0.5978,129.17,128.38,1.20,0.01253,1500.0,2.000,0.00006,0.3000,1.000000,0.0054,0.000543,0,0,0.462,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3913,0,0.005537,0.005957,0.353,0.744,0.661,0.012940,1,1.0000,1.0000,0.11654,0.46989,0.2108,0.00000,0.9988,0.0000,0.106,0.00129,1.7969,0.421347,0.421227,,0,
9.3166,scan,legacy_symmetric,1.3350,0.421442,1.109534,-0.525255,-0.332829,1.467072,-0.798846,1.317353,2.128675,0.421227,1.117273,-0.525257,-0.333340,1.465972,-0.804300,1.321773,2.132059,0.308363,0.021767,0.419708,-3.124341,0.151783,-3.130686,0.00172,0.01688,-0.01233,0.00039,0.00032,-0.00127,0.00172,0.01688,-0.01233,0.00039,0.00032,-0.00127,-0.00064,0.02922,-0.01650,-0.00842,0.01796,-0.01160,0.188,0.3487,0.00001,0,0,0,0,0.282,0.490,0.474,0.5991,129.27,128.48,1.20,0.01218,1500.0,2.000,0.00006,0.3000,1.000000,0.0023,0.000229,0,0,0.570,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.3963,0,0.006189,0.000773,0.241,0.795,0.397,0.015753,1,1.0000,1.0000,0.11657,0.46908,0.2105,0.00000,0.9988,0.0000,0.105,0.00128,1.8015,0.421442,0.421227,,0,
9.3223,scan,legacy_symmetric,1.3400,0.421538,1.107883,-0.525111,-0.332615,1.467442,-0.797737,1.316386,2.128046,0.421227,1.115265,-0.525135,-0.333079,1.466618,-0.803375,1.320935,2.131536,0.308351,0.021604,0.419563,-3.124085,0.151613,-3.131135,0.00167,0.01692,-0.01206,0.00078,0.00007,-0.00054,0.00167,0.01692,-0.01206,0.00078,0.00007,-0.00054,-0.00202,-0.02826,-0.02508,-0.04412,0.02900,-0.08492,0.082,0.3284,0.00001,0,0,0,0,0.276,0.502,0.472,0.6013,129.38,128.64,1.20,0.01190,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.481,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4052,0,0.005752,0.000775,0.028,1.107,0.068,0.024933,1,1.0000,1.0000,0.11661,0.46898,0.2103,0.00000,0.9988,0.0000,0.104,0.00126,1.8060,0.421538,0.421227,,0,
9.3285,scan,legacy_symmetric,1.3450,0.421633,1.106236,-0.524963,-0.332396,1.467805,-0.796633,1.315428,2.127419,0.421227,1.113991,-0.525100,-0.332939,1.466932,-0.801926,1.319835,2.130925,0.308347,0.021767,0.419509,-3.124514,0.151592,-3.130654,0.00164,0.01697,-0.01184,0.00014,0.00003,-0.00136,0.00164,0.01697,-0.01184,0.00014,0.00003,-0.00136,-0.00072,0.02647,-0.00888,0.06885,0.00404,0.08851,0.074,0.3500,0.00001,0,0,0,0,0.265,0.529,0.461,0.6040,129.52,128.84,1.21,0.01169,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.257,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4158,0,0.006241,0.000865,0.028,1.105,0.068,0.008260,1,1.0000,1.0000,0.11664,0.46694,0.2098,0.00000,0.9988,0.0000,0.104,0.00125,1.8104,0.421633,0.421617,,0,
9.3350,scan,legacy_symmetric,1.3500,0.421729,1.104585,-0.524825,-0.332189,1.468162,-0.795524,1.314471,2.126770,0.421617,1.110832,-0.524838,-0.332381,1.467700,-0.799849,1.318020,2.129808,0.308346,0.022167,0.419393,-3.124489,0.151613,-3.130603,0.00163,0.01583,-0.01168,0.00018,0.00006,-0.00143,0.00163,0.01583,-0.01168,0.00018,0.00006,-0.00143,-0.00010,0.06222,-0.01796,-0.00352,-0.00325,0.00718,0.343,0.2633,0.00001,0,0,0,0,0.248,0.562,0.440,0.6068,129.67,129.06,1.21,0.01155,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.153,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4273,0,0.006404,0.000827,-0.276,0.507,0.030,0.016774,1,1.0000,1.0000,0.11667,0.46883,0.2104,0.00000,0.9989,0.0000,0.099,0.00124,1.8147,0.421729,0.421617,,0,
9.3407,scan,legacy_symmetric,1.3550,0.421825,1.102936,-0.524684,-0.331980,1.468516,-0.794419,1.313520,2.126123,0.421617,1.109750,-0.524681,-0.332241,1.467979,-0.798663,1.316921,2.129162,0.308376,0.022347,0.419366,-3.124638,0.151702,-3.130025,0.00162,0.01572,-0.01160,-0.00004,0.00020,-0.00233,0.00162,0.01572,-0.01160,-0.00004,0.00020,-0.00233,0.00523,0.03098,-0.00466,0.02566,-0.01518,0.10361,0.425,0.2959,0.00001,0,0,0,0,0.226,0.589,0.414,0.6091,129.83,129.24,1.22,0.01147,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.109,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4366,0,0.005736,0.000765,0.515,0.358,0.350,0.004928,1,1.0000,1.0000,0.11670,0.46738,0.2101,0.00000,0.9989,0.0000,0.098,0.00123,1.8189,0.421825,0.421617,,0,
9.3462,scan,legacy_symmetric,1.3600,0.421920,1.101293,-0.524535,-0.331760,1.468872,-0.793314,1.312569,2.125490,0.421617,1.107865,-0.524559,-0.331979,1.468415,-0.798209,1.316502,2.128900,0.308361,0.022044,0.419267,-3.124340,0.151575,-3.130981,0.00160,0.01707,-0.01159,0.00040,0.00001,-0.00083,0.00160,0.01707,-0.01159,0.00040,0.00001,-0.00083,-0.00273,-0.05361,-0.01758,-0.05245,0.02204,-0.17756,0.101,0.2824,0.00001,0,0,0,0,0.214,0.606,0.391,0.6117,129.99,129.43,1.22,0.01143,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.230,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4469,0,0.005537,0.000674,0.658,0.597,0.635,0.017799,1,1.0000,1.0000,0.11673,0.46611,0.2093,0.00000,0.9989,0.0000,0.103,0.00121,1.8231,0.421920,0.421617,,0,
9.3526,scan,legacy_symmetric,1.3650,0.422016,1.099653,-0.524383,-0.331536,1.469225,-0.792215,1.311625,2.124866,0.421617,1.106678,-0.524367,-0.331787,1.468747,-0.796830,1.315245,2.128045,0.308392,0.022280,0.419232,-3.124397,0.151666,-3.130151,0.00160,0.01711,-0.01158,0.00031,0.00014,-0.00209,0.00160,0.01711,-0.01158,0.00031,0.00014,-0.00209,0.00568,0.04333,-0.00641,0.01081,-0.01669,0.15382,0.200,0.3086,0.00001,0,0,0,0,0.217,0.617,0.379,0.6144,130.17,129.63,1.23,0.01142,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.454,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4575,0,0.006380,0.001637,0.658,0.597,0.635,0.006525,1,1.0000,1.0000,0.11677,0.46403,0.2089,0.00000,0.9989,0.0000,0.104,0.00120,1.8272,0.422016,0.422062,,0,
9.3587,scan,legacy_symmetric,1.3700,0.422112,1.098007,-0.524247,-0.331327,1.469581,-0.791108,1.310673,2.124214,0.422062,1.105055,-0.524227,-0.331613,1.469114,-0.796062,1.314739,2.127644,0.308373,0.022563,0.419120,-3.124263,0.151445,-3.130668,0.00160,0.01584,-0.01154,0.00051,-0.00018,-0.00128,0.00160,0.01584,-0.01154,0.00051,-0.00018,-0.00128,-0.00289,0.04209,-0.01679,-0.02015,0.03268,-0.08019,0.402,0.3095,0.00001,0,0,0,0,0.232,0.625,0.378,0.6167,130.34,129.80,1.23,0.01140,1500.0,2.000,0.00006,0.3000,1.000000,0.0000,0.000000,0,0,0.550,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4669,0,0.006057,0.000956,0.504,0.682,0.574,0.015497,1,1.0000,1.0000,0.11680,0.46755,0.2097,0.00000,0.9989,0.0000,0.098,0.00119,1.8312,0.422112,0.422062,,0,
9.3645,scan,legacy_symmetric,1.3750,0.422208,1.096363,-0.524110,-0.331115,1.469935,-0.790009,1.309728,2.123567,0.422062,1.102891,-0.524070,-0.331316,1.469672,-0.793776,1.312959,2.126352,0.308373,0.022815,0.419019,-3.124529,0.151403,-3.129744,0.00160,0.01560,-0.01152,0.00012,-0.00025,-0.00273,0.00160,0.01560,-0.01152,0.00012,-0.00025,-0.00273,0.00006,0.04121,-0.01630,0.04312,0.00711,0.15713,0.561,0.2798,0.00001,0,0,0,0,0.248,0.627,0.381,0.6186,130.51,129.94,1.24,0.01139,1500.0,2.000,0.00005,0.3000,1.000000,0.0000,0.000000,0,0,0.563,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4744,0,0.005864,0.000719,-0.127,0.072,0.331,0.015491,1,1.0000,1.0000,0.11683,0.46572,0.2094,0.00000,0.9989,0.0000,0.097,0.00117,1.8351,0.422208,0.422062,,0,
9.3701,scan,legacy_symmetric,1.3800,0.422304,1.094720,-0.523970,-0.330900,1.470290,-0.788910,1.308785,2.122923,0.422062,1.102891,-0.524070,-0.331316,1.469672,-0.793776,1.312959,2.126352,0.308373,0.022815,0.419019,-3.124529,0.151403,-3.129744,0.00160,0.01581,-0.01150,0.00012,-0.00025,-0.00273,0.00160,0.01581,-0.01150,0.00012,-0.00025,-0.00273,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.476,0.3740,0.00001,0,0,0,0,0.256,0.617,0.385,0.6200,130.66,130.05,1.24,0.01136,1500.0,2.000,0.00005,0.3000,1.000000,0.0000,0.000000,0,0,0.477,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4799,0,0.005614,0.000498,0.129,0.034,0.393,0.000000,1,1.0000,1.0000,0.11686,0.46531,0.2093,0.00000,0.9989,0.0000,0.098,0.00115,1.8390,0.422304,0.422062,,0,
9.3756,scan,legacy_symmetric,1.3850,0.422400,1.093084,-0.523823,-0.330672,1.470647,-0.787814,1.307841,2.122297,0.422062,1.099191,-0.523704,-0.330949,1.470475,-0.791961,1.311423,2.125322,0.308383,0.022512,0.418829,-3.124269,0.151173,-3.130692,0.00158,0.01724,-0.01151,0.00051,-0.00059,-0.00125,0.00158,0.01724,-0.01151,0.00051,-0.00059,-0.00125,0.00188,-0.05691,-0.03575,-0.04827,0.04271,-0.18572,0.151,0.2562,0.00001,0,0,0,0,0.257,0.590,0.387,0.6209,130.80,130.12,1.24,0.01134,1500.0,2.000,0.00005,0.3000,1.000000,0.0000,0.000000,0,0,0.404,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4837,0,0.005479,0.000653,0.225,0.015,0.319,0.036517,1,1.0000,1.0000,0.11689,0.46344,0.2084,0.00000,0.9989,0.0000,0.104,0.00114,1.8428,0.422400,0.422404,,0,
9.3817,scan,legacy_symmetric,1.3900,0.422496,1.091445,-0.523688,-0.330457,1.471003,-0.786713,1.306896,2.121648,0.422404,1.099191,-0.523704,-0.330949,1.470475,-0.791961,1.311423,2.125322,0.308383,0.022854,0.418829,-3.124269,0.151173,-3.130692,0.00159,0.01607,-0.01146,0.00051,-0.00059,-0.00125,0.00159,0.01607,-0.01146,0.00051,-0.00059,-0.00125,0.00000,0.06079,0.00000,0.00000,0.00000,0.00000,0.361,0.3499,0.00001,0,0,0,0,0.256,0.557,0.386,0.6215,130.92,130.16,1.24,0.01132,1500.0,2.000,0.00005,0.3000,1.000000,0.0000,0.000000,0,0,0.359,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4861,0,0.006072,0.001119,0.305,0.692,0.266,-0.000953,1,1.0000,1.0000,0.11692,0.46529,0.2088,0.00000,0.9989,0.0000,0.099,0.00113,1.8465,0.422496,0.422404,,0,
9.3875,scan,legacy_symmetric,1.3950,0.422592,1.089812,-0.523543,-0.330230,1.471360,-0.785617,1.305955,2.121019,0.422404,1.097672,-0.523529,-0.330810,1.470824,-0.791245,1.310690,2.124816,0.308405,0.022739,0.418763,-3.124069,0.151151,-3.130999,0.00157,0.01730,-0.01148,0.00081,-0.00062,-0.00074,0.00157,0.01730,-0.01148,0.00081,-0.00062,-0.00074,0.00373,-0.01935,-0.01104,-0.03314,0.00342,-0.05651,0.180,0.3568,0.00001,0,0,0,0,0.257,0.532,0.384,0.6217,131.02,130.17,1.24,0.01131,1500.0,2.000,0.00005,0.3000,1.000000,0.0000,0.000000,0,0,0.338,0,0,0,0,1,contact,0,0,0,0.000000,0.000000,3.4867,0,0.005826,0.000974,0.439,0.856,0.373,0.011783,1,1.0000,1.0000,0.11696,0.46300,0.2079,0.00000,0.9989,0.0000,0.104,0.00111,1.8501,0.422592,0.422404,,0,
