t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0012,move->d,0.0000,0.000500,0.187287,-0.853200,-0.133235,0.733174,-0.091137,2.198842,0.188133,0.000000,0.187379,-0.852750,-0.132785,0.732724,-0.090687,2.199080,0.188583,0.118747,-0.435162,0.427514,2.826337,-0.518862,-3.069395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0000,0.51368,1,1,0,1,0.015,-0.098,-0.134,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.07098,0.58786,5.4998,0.00000,0.0000,1.0000,0.250,0.46579,4.0000,0.000500,0.000000,,0,0.000000
0.0070,move->d,0.0001,0.001000,0.187646,-0.853980,-0.134135,0.734074,-0.092037,2.198389,0.187233,0.000000,0.187361,-0.852663,-0.132802,0.732759,-0.090705,2.199080,0.188548,0.118763,-0.435169,0.427493,2.826367,-0.518987,-3.069435,-0.00003,0.00001,0.00004,0.00007,-0.00025,0.00005,0.028,0.0308,0.43265,1,1,0,1,0.015,-0.097,-0.133,nan,nan,nan,nan,nan,nan,0,0.0192,1.0000,0.07103,0.64594,4.9998,0.00115,0.0000,0.9917,0.126,0.46529,4.0000,0.001000,0.000000,,0,-0.000500
0.0129,move->d,0.0003,0.001500,0.188454,-0.855028,-0.135485,0.735424,-0.093387,2.197674,0.185883,0.000000,0.187379,-0.852663,-0.132750,0.732776,-0.090687,2.199045,0.188530,0.118770,-0.435151,0.427502,2.826435,-0.518963,-3.069393,-0.00005,-0.00002,0.00003,0.00018,-0.00019,-0.00010,0.029,0.0793,0.35523,1,1,0,1,0.015,-0.097,-0.131,nan,nan,nan,nan,nan,nan,0,0.0391,1.0000,0.07115,0.76464,4.4998,0.00322,0.0000,0.9833,0.210,0.46479,4.0000,0.001500,0.000000,,0,-0.001000
0.0168,move->d,0.0006,0.002000,0.189713,-0.856311,-0.137285,0.737147,-0.095182,2.196739,0.184083,0.000000,0.187396,-0.852698,-0.132802,0.732759,-0.090740,2.199028,0.188530,0.118768,-0.435178,0.427512,2.826379,-0.518904,-3.069438,-0.00004,0.00003,0.00000,0.00008,-0.00008,0.00004,0.027,0.1537,0.28421,1,1,0,1,0.016,-0.097,-0.127,nan,nan,nan,nan,nan,nan,0,0.0520,1.0000,0.07134,0.91154,3.9998,0.00630,0.0000,0.9750,0.383,0.46429,4.0000,0.002000,0.000000,,0,-0.001500
0.0212,move->d,0.0009,0.002500,0.191422,-0.857385,-0.139535,0.738420,-0.097128,2.196004,0.181833,0.000000,0.187379,-0.852698,-0.132785,0.732724,-0.090687,2.199045,0.188548,0.118763,-0.435161,0.427520,2.826381,-0.518879,-3.069403,-0.00003,-0.00000,-0.00001,0.00008,-0.00003,-0.00003,0.017,0.2578,0.20492,1,1,0,1,0.015,-0.097,-0.122,nan,nan,nan,nan,nan,nan,0,0.0667,1.0000,0.07159,0.96346,3.4998,0.01039,0.0000,0.9667,0.451,0.46379,4.0000,0.002500,0.000000,,0,-0.002000
0.0262,move->d,0.0013,0.003000,0.193580,-0.858252,-0.142235,0.739243,-0.099224,2.195467,0.179133,0.000000,0.187431,-0.852698,-0.132785,0.732759,-0.090705,2.199045,0.188583,0.118766,-0.435159,0.427509,2.826345,-0.518916,-3.069364,-0.00004,-0.00001,0.00001,0.00002,-0.00011,-0.00007,0.020,0.3867,0.12700,1,1,0,1,0.011,-0.097,-0.117,nan,nan,nan,nan,nan,nan,0,0.0833,1.0000,0.07184,1.05071,2.9998,0.01478,0.0000,0.9583,0.527,0.46329,4.0000,0.003000,0.000000,,0,-0.002500
0.0312,move->d,0.0018,0.003500,0.196189,-0.858906,-0.145385,0.739616,-0.101459,2.195123,0.176002,0.000000,0.187379,-0.852750,-0.132802,0.732724,-0.090705,2.199045,0.188530,0.118754,-0.435172,0.427524,2.826374,-0.518831,-3.069420,-0.00001,0.00002,-0.00002,0.00006,0.00007,0.00001,0.016,0.5404,0.05619,1,1,0,1,0.008,-0.097,-0.111,nan,nan,nan,nan,nan,nan,0,0.1000,1.0000,0.07207,1.16228,2.4998,0.01962,0.0000,0.9500,0.605,0.46279,4.0000,0.003500,0.000000,,0,-0.003000
0.0362,move->d,0.0024,0.004000,0.198564,-0.859249,-0.148589,0.739539,-0.103253,2.194978,0.172958,0.000000,0.187361,-0.852646,-0.132785,0.732724,-0.090705,2.199045,0.188530,0.118772,-0.435167,0.427514,2.826403,-0.518933,-3.069440,-0.00005,0.00001,0.00000,0.00013,-0.00013,0.00003,0.026,0.7219,0.02760,1,1,0,1,0.005,-0.097,-0.104,nan,nan,nan,nan,nan,nan,0,0.1167,1.0000,0.07230,1.08706,1.9998,0.02498,0.0000,0.9417,0.498,0.46229,4.0000,0.004000,0.000000,,0,-0.003500
0.0412,move->d,0.0031,0.004500,0.200488,-0.859265,-0.151346,0.739012,-0.104602,2.195075,0.170363,0.000000,0.187326,-0.852715,-0.132802,0.732759,-0.090705,2.199080,0.188548,0.118752,-0.435175,0.427498,2.826360,-0.518935,-3.069467,-0.00001,0.00003,0.00003,0.00005,-0.00014,0.00012,0.021,0.9045,0.01867,1,1,0,1,0.002,-0.098,-0.097,nan,nan,nan,nan,nan,nan,0,0.1333,1.0000,0.07248,0.91001,1.4998,0.02997,0.0000,0.9333,0.305,0.46179,4.0000,0.004500,0.000009,,0,-0.004000
0.0462,move->d,0.0038,0.005000,0.201963,-0.859095,-0.153666,0.738281,-0.105507,2.195285,0.168218,0.000009,0.187379,-0.852663,-0.132785,0.732811,-0.090705,2.199097,0.188583,0.118761,-0.435152,0.427472,2.826348,-0.519054,-3.069407,-0.00003,-0.00002,0.00009,0.00005,-0.00038,0.00001,0.046,1.0635,0.02824,1,0,0,0,-0.002,-0.098,-0.090,nan,nan,nan,nan,nan,nan,0,0.1500,1.0000,0.07260,0.74389,1.0000,0.03406,0.0000,0.9250,0.122,0.46129,4.0000,0.005000,0.000009,,0,-0.004500
0.0512,move->d,0.0046,0.005500,0.202991,-0.858997,-0.156130,0.737610,-0.105962,2.195485,0.166012,0.000009,0.187379,-0.852663,-0.132785,0.732811,-0.090705,2.199097,0.188583,0.118761,-0.435152,0.427472,2.826348,-0.519054,-3.069407,-0.00003,-0.00002,0.00009,0.00005,-0.00038,0.00001,0.046,1.1964,0.01865,1,0,0,0,-0.005,-0.097,-0.084,nan,nan,nan,nan,nan,nan,0,0.1667,1.0000,0.07266,0.71993,1.0000,0.03733,0.0000,0.9167,0.064,0.46079,4.0000,0.005500,0.000009,,0,-0.005000
0.0562,move->d,0.0056,0.006000,0.203651,-0.858812,-0.158811,0.736941,-0.105968,2.195674,0.163685,0.000009,0.187379,-0.852698,-0.132750,0.732759,-0.090687,2.199080,0.188583,0.118757,-0.435142,0.427499,2.826375,-0.518946,-3.069387,-0.00002,-0.00004,0.00003,0.00008,-0.00016,-0.00005,0.027,1.3396,0.00605,1,0,0,0,-0.005,-0.097,-0.079,nan,nan,nan,nan,nan,nan,0,0.1833,1.0000,0.07272,0.74300,1.0000,0.04047,0.0000,0.9083,0.022,0.46029,4.0000,0.006000,0.000009,,0,-0.005500
0.0612,move->d,0.0066,0.006500,0.204197,-0.858603,-0.161570,0.736280,-0.105829,2.195853,0.161313,0.000009,0.187361,-0.852715,-0.132785,0.732724,-0.090687,2.199080,0.188583,0.118753,-0.435154,0.427510,2.826341,-0.518897,-3.069414,-0.00001,-0.00002,0.00001,0.00001,-0.00007,0.00003,0.011,1.4912,0.00450,1,0,0,0,-0.004,-0.095,-0.075,nan,nan,nan,nan,nan,nan,0,0.2000,1.0000,0.07277,0.75685,1.0000,0.04356,0.0000,0.9000,0.021,0.45979,4.0000,0.006500,0.000225,,0,-0.006000
0.0662,move->d,0.0076,0.006993,0.204704,-0.858392,-0.164356,0.735628,-0.105637,2.196022,0.158928,0.000225,0.187361,-0.852663,-0.132802,0.732724,-0.090705,2.199097,0.188530,0.118759,-0.434944,0.427497,2.826382,-0.518969,-3.069435,-0.00002,-0.00044,0.00003,0.00009,-0.00021,0.00004,0.219,1.6483,0.00462,1,0,0,0,-0.003,-0.092,-0.073,nan,nan,nan,nan,nan,nan,0,0.2167,1.0000,0.07281,0.76116,0.9850,0.04673,0.0000,0.8917,0.021,0.45929,4.0000,0.006993,0.000225,,0,-0.006500
0.0712,move->d,0.0088,0.007478,0.205157,-0.858176,-0.167177,0.734984,-0.105377,2.196183,0.156526,0.000225,0.187396,-0.852750,-0.132802,0.732724,-0.090687,2.199080,0.188548,0.118747,-0.434938,0.427513,2.826357,-0.518863,-3.069381,-0.00000,-0.00045,0.00000,0.00003,-0.00000,-0.00005,0.224,1.8079,0.00465,1,0,0,0,-0.002,-0.090,-0.071,nan,nan,nan,nan,nan,nan,0,0.2333,1.0000,0.07286,0.76741,0.9700,0.04998,0.0000,0.8867,0.021,0.45880,4.0000,0.007478,0.000225,,0,-0.006992
0.0762,move->d,0.0101,0.007955,0.205563,-0.857956,-0.170025,0.734349,-0.105053,2.196335,0.154112,0.000225,0.187309,-0.852663,-0.132785,0.732776,-0.090705,2.199080,0.188548,0.118761,-0.434945,0.427488,2.826383,-0.519002,-3.069482,-0.00003,-0.00043,0.00005,0.00010,-0.00027,0.00013,0.218,1.9705,0.00468,1,0,0,0,-0.000,-0.090,-0.069,nan,nan,nan,nan,nan,nan,0,0.2500,1.0000,0.07290,0.77234,0.9550,0.05330,0.0000,0.8871,0.021,0.45831,4.0000,0.007955,0.000225,,0,-0.007477
0.0812,move->d,0.0114,0.008425,0.205916,-0.857730,-0.172908,0.733721,-0.104660,2.196480,0.151681,0.000225,0.187379,-0.852698,-0.132785,0.732724,-0.090705,2.199080,0.188530,0.118756,-0.434940,0.427508,2.826394,-0.518916,-3.069414,-0.00002,-0.00044,0.00001,0.00011,-0.00010,-0.00002,0.222,2.1337,0.00468,1,0,0,0,0.001,-0.091,-0.068,nan,nan,nan,nan,nan,nan,0,0.2667,1.0000,0.07295,0.77936,0.9400,0.05668,0.0000,0.8876,0.021,0.45783,4.0000,0.008425,0.000729,,0,-0.007955
0.0862,move->d,0.0128,0.008888,0.206245,-0.857502,-0.175814,0.733100,-0.104231,2.196616,0.149237,0.000729,0.187326,-0.852698,-0.132820,0.732811,-0.090687,2.199080,0.188391,0.118756,-0.434442,0.427480,2.826508,-0.519004,-3.069451,-0.00002,-0.00144,0.00007,0.00032,-0.00026,-0.00006,0.721,2.2969,0.00484,1,0,0,0,-0.000,-0.091,-0.069,nan,nan,nan,nan,nan,nan,0,0.2833,1.0000,0.07299,0.78431,0.9250,0.06012,0.0000,0.8880,0.022,0.45736,4.0000,0.008888,0.000729,,0,-0.008425
0.0912,move->d,0.0143,0.009343,0.206515,-0.857266,-0.178746,0.732484,-0.103733,2.196746,0.146783,0.000729,0.187850,-0.852855,-0.133762,0.733265,-0.090548,2.198923,0.187763,0.118787,-0.434537,0.427375,2.826348,-0.519210,-3.068990,-0.00008,-0.00125,0.00028,0.00007,-0.00069,-0.00082,0.642,2.4094,0.00485,1,0,0,0,-0.017,-0.102,-0.062,nan,nan,nan,nan,nan,nan,0,0.3000,1.0000,0.07303,0.79005,0.9100,0.06361,0.0000,0.8884,0.021,0.45690,4.0000,0.009343,0.000729,,0,-0.008887
0.0962,move->d,0.0159,0.009790,0.206416,-0.856941,-0.181889,0.731866,-0.102785,2.196869,0.144229,0.000729,0.188548,-0.852977,-0.134792,0.733160,-0.090338,2.198993,0.185825,0.118776,-0.434618,0.427361,2.827400,-0.519122,-3.068327,-0.00006,-0.00109,0.00031,0.00188,-0.00038,-0.00319,0.566,2.5184,0.01225,1,0,0,0,-0.044,-0.153,-0.027,nan,nan,nan,nan,nan,nan,0,0.3167,1.0000,0.07308,0.84884,0.8950,0.06715,0.0000,0.8888,0.046,0.45645,4.0000,0.009790,0.000729,,0,-0.009342
0.1012,move->d,0.0176,0.010230,0.206537,-0.856686,-0.184898,0.731262,-0.102109,2.196985,0.141745,0.000729,0.189490,-0.852838,-0.137986,0.732846,-0.089850,2.199045,0.183836,0.118828,-0.435051,0.427303,2.826707,-0.519226,-3.067697,-0.00016,-0.00022,0.00042,0.00069,-0.00068,-0.00376,0.252,2.5155,0.00463,1,0,0,0,-0.053,-0.266,-0.011,nan,nan,nan,nan,nan,nan,0,0.3333,1.0000,0.07311,0.80818,0.8800,0.07076,0.0000,0.8892,0.019,0.45600,4.0000,0.010230,0.001504,,0,-0.009789
0.1062,move->d,0.0193,0.010663,0.206293,-0.856337,-0.188134,0.730658,-0.100984,2.197096,0.139148,0.001504,0.190154,-0.852785,-0.139347,0.732427,-0.089605,2.198993,0.181532,0.118867,-0.434432,0.427392,2.827869,-0.518902,-3.067172,-0.00024,-0.00146,0.00024,0.00266,0.00011,-0.00596,0.750,2.6099,0.01323,1,0,0,0,-0.037,-0.488,-0.092,nan,nan,nan,nan,nan,nan,0,0.3500,1.0000,0.07315,0.87708,0.8650,0.07439,0.0000,0.8895,0.047,0.45556,4.0000,0.010663,0.001504,,0,-0.010229
0.1112,move->d,0.0211,0.011088,0.206281,-0.856063,-0.191240,0.730071,-0.100132,2.197200,0.136609,0.001504,0.190642,-0.852698,-0.143466,0.731660,-0.089640,2.198993,0.179437,0.118898,-0.435299,0.427435,2.826403,-0.518589,-3.067744,-0.00030,0.00028,0.00016,0.00007,0.00055,-0.00337,0.219,2.5593,0.00461,1,0,0,0,0.004,-0.869,-0.257,nan,nan,nan,nan,nan,nan,0,0.3667,1.0000,0.07317,0.83495,0.8500,0.07814,0.0000,0.8899,0.020,0.45513,4.0000,0.011088,0.001504,,0,-0.010662
0.1162,move->d,0.0231,0.011505,0.206196,-0.855779,-0.194391,0.729491,-0.099182,2.197299,0.134056,0.001504,0.191166,-0.852663,-0.145194,0.731275,-0.089850,2.199028,0.177186,0.118915,-0.435686,0.427452,2.827132,-0.518452,-3.067848,-0.00034,0.00105,0.00012,0.00132,0.00092,-0.00388,0.554,2.6382,0.00448,1,0,0,0,0.046,-1.353,-0.428,nan,nan,nan,nan,nan,nan,0,0.3833,1.0000,0.07321,0.84750,0.8350,0.08191,0.0000,0.8902,0.020,0.45470,4.0000,0.011505,0.001504,,0,-0.011086
0.1212,move->d,0.0251,0.011915,0.206028,-0.855482,-0.197594,0.728920,-0.098117,2.197393,0.131479,0.001504,0.191375,-0.852646,-0.148091,0.730787,-0.090146,2.199028,0.174585,0.118923,-0.436396,0.427459,2.827190,-0.518274,-3.068632,-0.00035,0.00247,0.00011,0.00139,0.00128,-0.00237,1.248,2.6528,0.00434,1,0,0,0,0.054,-1.823,-0.540,nan,nan,nan,nan,nan,nan,0,0.4000,1.0000,0.07325,0.86383,0.8200,0.08573,0.0000,0.8905,0.023,0.45428,4.0000,0.011915,0.002544,,0,-0.011504
0.1262,move->d,0.0271,0.012318,0.205815,-0.855177,-0.200832,0.728353,-0.096977,2.197482,0.128863,0.002544,0.192091,-0.852471,-0.153432,0.730246,-0.090565,2.199045,0.172177,0.118978,-0.436568,0.427340,2.824958,-0.518454,-3.069605,-0.00046,0.00281,0.00035,-0.00245,0.00064,0.00179,1.435,2.5303,0.00447,1,0,0,0,0.035,-2.189,-0.581,nan,nan,nan,nan,nan,nan,0,0.4167,1.0000,0.07328,0.87769,0.8050,0.08962,0.0000,0.8908,0.024,0.45387,4.0000,0.012318,0.002544,,0,-0.011913
