t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0015,move->d,0.0000,0.328566,-0.100740,-0.268048,-0.032463,1.126226,0.130428,1.268889,1.516202,0.328566,-0.100740,-0.268048,-0.032463,1.126226,0.130428,1.268889,1.516202,0.237033,-0.078197,0.441290,3.070582,-0.547922,-3.122344,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,0,-0.068,0.945,0.471,nan,nan,nan,nan,nan,nan,0,0.0004,1.0000,0.09760,0.00000,0.0000,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328566,0.000000,1,0.000000
0.0115,move->d,0.0002,0.328566,-0.100741,-0.268048,-0.032463,1.126226,0.130428,1.268889,1.516203,0.328566,-0.100705,-0.268030,-0.032463,1.126261,0.130481,1.268924,1.516202,0.237029,-0.078176,0.441272,3.070525,-0.548002,-3.122241,0.00001,-0.00004,0.00004,-0.00009,-0.00016,-0.00015,0.029,0.0030,0.00000,0,0,0,0,-0.068,0.946,0.472,nan,nan,nan,nan,nan,nan,0,0.0337,1.0000,0.09760,0.00017,0.0001,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328566,0.000000,1,0.000000
0.0191,move->d,0.0005,0.328566,-0.100740,-0.268048,-0.032463,1.126226,0.130428,1.268889,1.516203,0.328566,-0.100740,-0.268030,-0.032498,1.126226,0.130446,1.268889,1.516202,0.237036,-0.078203,0.441287,3.070554,-0.547936,-3.122351,-0.00001,0.00001,0.00001,-0.00005,-0.00003,0.00004,0.008,0.0020,0.00000,0,0,0,0,-0.067,0.947,0.472,nan,nan,nan,nan,nan,nan,0,0.0589,1.0000,0.09760,0.00009,0.0000,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328566,0.000000,1,0.000000
0.0249,move->d,0.0009,0.328566,-0.100741,-0.268047,-0.032463,1.126226,0.130427,1.268889,1.516203,0.328566,-0.100653,-0.268100,-0.032498,1.126226,0.130446,1.268854,1.516202,0.237029,-0.078182,0.441308,3.070566,-0.547832,-3.122274,0.00001,-0.00003,-0.00004,-0.00003,0.00018,-0.00012,0.024,0.0050,0.00000,0,0,0,0,-0.067,0.948,0.471,nan,nan,nan,nan,nan,nan,0,0.0783,1.0000,0.09760,0.00018,0.0001,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328561,0.000000,1,0.000000
0.0319,move->d,0.0014,0.328566,-0.100741,-0.268048,-0.032463,1.126226,0.130427,1.268890,1.516203,0.328561,-0.100740,-0.268048,-0.032446,1.126244,0.130446,1.268854,1.516202,0.237039,-0.078194,0.441291,3.070572,-0.547903,-3.122314,-0.00001,-0.00001,-0.00000,-0.00002,0.00004,-0.00005,0.007,0.0020,0.00000,0,0,0,0,-0.068,0.951,0.471,nan,nan,nan,nan,nan,nan,0,0.1016,1.0000,0.09760,0.00011,0.0000,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328561,0.000000,1,0.000000
0.0377,move->d,0.0020,0.328566,-0.100740,-0.268048,-0.032462,1.126225,0.130426,1.268890,1.516204,0.328561,-0.100705,-0.268030,-0.032515,1.126296,0.130428,1.268837,1.516168,0.237042,-0.078212,0.441273,3.070590,-0.547955,-3.122350,-0.00002,0.00003,0.00004,0.00001,-0.00006,0.00000,0.025,0.0040,0.00000,0,0,0,0,-0.068,0.957,0.472,nan,nan,nan,nan,nan,nan,0,0.1211,1.0000,0.09760,0.00028,0.0001,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328561,0.000000,1,0.000000
0.0435,move->d,0.0027,0.328566,-0.100741,-0.268047,-0.032462,1.126225,0.130426,1.268890,1.516204,0.328561,-0.100653,-0.268100,-0.032463,1.126226,0.130428,1.268854,1.516202,0.237029,-0.078181,0.441308,3.070592,-0.547835,-3.122265,0.00001,-0.00003,-0.00003,0.00001,0.00017,-0.00017,0.024,0.0050,0.00000,0,0,0,0,-0.068,0.964,0.473,nan,nan,nan,nan,nan,nan,0,0.1403,1.0000,0.09760,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328561,0.000000,1,0.000000
0.0498,move->d,0.0035,0.328566,-0.100741,-0.268047,-0.032462,1.126225,0.130425,1.268890,1.516205,0.328561,-0.100705,-0.268083,-0.032463,1.126191,0.130428,1.268889,1.516202,0.237028,-0.078193,0.441309,3.070594,-0.547853,-3.122315,0.00001,-0.00001,-0.00004,0.00002,0.00014,-0.00007,0.020,0.0020,0.00000,0,0,0,0,-0.068,0.969,0.473,nan,nan,nan,nan,nan,nan,0,0.1615,1.0000,0.09760,0.00014,0.0000,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328548,0.000000,1,0.000000
0.0557,move->d,0.0044,0.328566,-0.100740,-0.268047,-0.032462,1.126225,0.130424,1.268890,1.516206,0.328548,-0.100705,-0.268030,-0.032463,1.126226,0.130446,1.268889,1.516202,0.237037,-0.078203,0.441287,3.070565,-0.547937,-3.122288,-0.00001,0.00001,0.00001,-0.00003,-0.00003,-0.00009,0.008,0.0020,0.00000,0,0,0,0,-0.069,0.973,0.473,nan,nan,nan,nan,nan,nan,0,0.1810,1.0000,0.09760,0.00035,0.0001,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328548,0.000000,1,0.000000
0.0616,move->d,0.0054,0.328566,-0.100740,-0.268047,-0.032461,1.126225,0.130422,1.268890,1.516207,0.328548,-0.100653,-0.268048,-0.032498,1.126244,0.130481,1.268854,1.516202,0.237039,-0.078193,0.441292,3.070525,-0.547897,-3.122230,-0.00001,-0.00001,-0.00000,-0.00010,0.00005,-0.00017,0.008,0.0050,0.00000,0,0,0,0,-0.069,0.979,0.474,nan,nan,nan,nan,nan,nan,0,0.2007,1.0000,0.09760,0.00047,0.0002,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328548,0.000000,1,0.000000
0.0681,move->d,0.0065,0.328566,-0.100740,-0.268047,-0.032460,1.126225,0.130421,1.268891,1.516208,0.328548,-0.100705,-0.268100,-0.032463,1.126244,0.130428,1.268854,1.516185,0.237028,-0.078208,0.441303,3.070607,-0.547853,-3.122316,0.00001,0.00002,-0.00002,0.00004,0.00014,-0.00008,0.017,0.0030,0.00000,0,0,0,0,-0.070,0.985,0.475,nan,nan,nan,nan,nan,nan,0,0.2225,1.0000,0.09760,0.00037,0.0002,0.00000,0.0000,0.0000,0.000,0.07535,4.0000,0.328566,0.328548,0.000001,1,0.000001
