t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0568,move->d,none,0.0051,0.372139,-0.038676,-0.446475,0.007157,1.435794,0.035639,1.132021,1.552280,0.372140,-0.038624,-0.446525,0.007208,1.435970,0.035605,1.132021,1.552313,0.211676,-0.027292,0.402871,3.128826,-0.550231,-3.137818,0.00003,0.00000,0.00008,0.00008,-0.00025,-0.00005,0.00003,0.00000,0.00008,0.00008,-0.00025,-0.00005,-0.00128,-0.00078,0.00279,-0.00788,-0.01164,0.00106,0.043,0.0100,0.00000,0,0,0,0,0.388,0.901,0.176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005608,0.000929,0.425,0.721,-0.540,-0.001721,0,0.1852,1.0000,0.11955,0.00029,0.0002,0.00001,0.0000,0.0000,0.000,0.03177,3.4410,0.372139,0.372140,0.000000,1,0.000000
0.0622,move->d,none,0.0061,0.372139,-0.038676,-0.446475,0.007157,1.435793,0.035639,1.132021,1.552280,0.372140,-0.038624,-0.446525,0.007208,1.435970,0.035605,1.132021,1.552313,0.211676,-0.027292,0.402871,3.128826,-0.550231,-3.137818,0.00003,0.00000,0.00008,0.00008,-0.00025,-0.00005,0.00003,0.00000,0.00008,0.00008,-0.00025,-0.00005,-0.00128,-0.00078,0.00279,-0.00788,-0.01164,0.00106,0.043,0.0100,0.00000,0,0,0,0,0.385,0.894,0.176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005414,0.006299,0.425,0.721,-0.540,-0.001721,0,0.2033,1.0000,0.11955,0.00029,0.0002,0.00001,0.0000,0.0000,0.000,0.03177,3.4410,0.372139,0.372140,0.000000,1,0.000000
0.0679,move->d,none,0.0072,0.372139,-0.038676,-0.446476,0.007157,1.435792,0.035639,1.132021,1.552280,0.372140,-0.038676,-0.446473,0.007208,1.435935,0.035657,1.131968,1.552313,0.211697,-0.027292,0.402879,3.128775,-0.550195,-3.137816,-0.00002,-0.00000,0.00007,-0.00001,-0.00017,0.00000,-0.00002,-0.00000,0.00007,-0.00001,-0.00017,0.00000,0.00191,0.00004,0.00075,0.00406,-0.00334,-0.00230,0.034,0.0081,0.00000,0,0,0,0,0.384,0.885,0.156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005671,0.001173,0.525,0.904,-0.282,-0.001636,0,0.2222,1.0000,0.11955,0.00025,0.0001,0.00002,0.0000,0.0000,0.000,0.03177,3.4410,0.372139,0.372343,0.000000,1,0.000000
0.0734,move->d,none,0.0084,0.372139,-0.038678,-0.446475,0.007147,1.435791,0.035646,1.132022,1.552268,0.372343,-0.038676,-0.446508,0.007208,1.435935,0.035640,1.132003,1.552331,0.211685,-0.027091,0.402882,3.128775,-0.550195,-3.137835,0.00001,-0.00040,0.00006,-0.00001,-0.00018,0.00004,0.00001,-0.00040,0.00006,-0.00001,-0.00018,0.00004,-0.00198,0.03268,0.00036,-0.00010,0.00008,-0.00289,0.204,0.0117,0.00000,0,0,0,0,0.384,0.878,0.130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005549,0.000601,0.224,1.033,0.330,0.001083,0,0.2407,1.0000,0.11955,0.00332,0.0015,0.00002,0.0000,0.0000,0.002,0.03177,3.4410,0.372139,0.372343,0.000001,1,0.000001
0.0800,move->d,none,0.0098,0.372139,-0.038679,-0.446476,0.007138,1.435790,0.035653,1.132022,1.552257,0.372343,-0.038659,-0.446473,0.007208,1.435935,0.035640,1.132021,1.552313,0.211687,-0.027089,0.402872,3.128791,-0.550248,-3.137815,0.00000,-0.00041,0.00008,0.00002,-0.00028,-0.00002,0.00000,-0.00041,0.00008,0.00002,-0.00028,-0.00002,0.00042,0.00038,-0.00172,-0.00230,0.00903,0.00467,0.207,0.0117,0.00000,0,0,0,0,0.383,0.876,0.113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006581,0.001393,0.342,0.961,0.558,0.001250,0,0.2626,1.0000,0.11955,0.00327,0.0014,0.00002,0.0000,0.0000,0.002,0.03177,3.4410,0.372139,0.372343,0.000001,1,0.000001
0.0862,move->d,none,0.0112,0.372139,-0.038680,-0.446476,0.007129,1.435788,0.035660,1.132022,1.552246,0.372343,-0.038624,-0.446455,0.007191,1.435970,0.035640,1.132003,1.552313,0.211691,-0.027086,0.402859,3.128780,-0.550282,-3.137791,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,0.00056,0.00041,-0.00192,0.00142,0.00539,0.00290,0.213,0.0117,0.00000,0,0,0,0,0.380,0.875,0.108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006186,0.001162,0.271,0.655,-0.035,0.001347,0,0.2832,1.0000,0.11955,0.00324,0.0014,0.00003,0.0000,0.0000,0.002,0.03177,3.4410,0.372139,0.372343,0.000002,1,0.000002
0.0916,move->d,none,0.0127,0.372139,-0.038682,-0.446476,0.007119,1.435787,0.035667,1.132023,1.552235,0.372343,-0.038624,-0.446455,0.007191,1.435970,0.035640,1.132003,1.552313,0.211691,-0.027086,0.402859,3.128780,-0.550282,-3.137791,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,0.00056,0.00041,-0.00192,0.00142,0.00539,0.00290,0.213,0.0117,0.00000,0,0,0,0,0.374,0.870,0.104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005386,0.006479,0.271,0.655,-0.035,0.001347,0,0.3012,1.0000,0.11955,0.00324,0.0014,0.00003,0.0000,0.0000,0.002,0.03177,3.4410,0.372139,0.372343,0.000002,1,0.000002
0.0974,move->d,none,0.0143,0.372139,-0.038683,-0.446476,0.007110,1.435785,0.035673,1.132023,1.552223,0.372343,-0.038624,-0.446455,0.007191,1.435970,0.035640,1.132003,1.552313,0.211691,-0.027086,0.402859,3.128780,-0.550282,-3.137791,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.213,0.0117,0.00000,0,0,0,0,0.368,0.860,0.097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005769,0.001324,0.543,0.804,0.005,0.000000,0,0.3204,1.0000,0.11955,0.00324,0.0014,0.00004,0.0000,0.0000,0.002,0.03177,3.4410,0.372139,0.372343,0.000003,1,0.000003
0.1038,move->d,none,0.0160,0.372139,-0.038685,-0.446477,0.007101,1.435784,0.035680,1.132024,1.552212,0.372343,-0.038624,-0.446455,0.007191,1.435970,0.035640,1.132003,1.552313,0.211691,-0.027086,0.402859,3.128780,-0.550282,-3.137791,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,-0.00000,-0.00041,0.00011,0.00000,-0.00035,-0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.213,0.0117,0.00000,0,0,0,0,0.368,0.850,0.088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006469,0.007727,0.543,0.804,0.005,0.000000,0,0.3420,1.0000,0.11955,0.00324,0.0014,0.00005,0.0000,0.0000,0.002,0.03177,3.4410,0.372139,0.372622,0.000004,1,0.000004
0.1098,move->d,none,0.0178,0.372139,-0.038688,-0.446476,0.007079,1.435782,0.035696,1.132024,1.552185,0.372622,-0.038694,-0.446525,0.007191,1.435987,0.035675,1.132003,1.552331,0.211678,-0.026812,0.402869,3.128731,-0.550229,-3.137825,0.00002,-0.00095,0.00009,-0.00008,-0.00024,0.00007,0.00002,-0.00095,0.00009,-0.00008,-0.00024,0.00007,-0.00096,0.02137,0.00073,0.00326,-0.00414,-0.00466,0.482,0.0277,0.00000,0,0,0,0,0.371,0.843,0.078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005932,0.000926,0.378,1.040,-0.082,0.000116,0,0.3617,1.0000,0.11955,0.00776,0.0035,0.00005,0.0000,0.0000,0.005,0.03177,3.4410,0.372139,0.372622,0.000005,1,0.000005
0.1170,move->d,none,0.0197,0.372139,-0.038691,-0.446476,0.007057,1.435781,0.035712,1.132025,1.552157,0.372622,-0.038659,-0.446508,0.007191,1.435935,0.035675,1.132021,1.552331,0.211682,-0.026805,0.402879,3.128732,-0.550211,-3.137790,0.00002,-0.00097,0.00007,-0.00008,-0.00021,-0.00000,0.00002,-0.00097,0.00007,-0.00008,-0.00021,-0.00000,0.00043,0.00099,0.00144,-0.00011,-0.00236,0.00481,0.489,0.0277,0.00000,0,0,0,0,0.374,0.840,0.069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.007208,0.000742,0.195,0.782,0.251,-0.001440,0,0.3858,1.0000,0.11955,0.00772,0.0035,0.00007,0.0000,0.0000,0.005,0.03177,3.4410,0.372139,0.372622,0.000007,1,0.000007
0.1231,move->d,none,0.0218,0.372139,-0.038694,-0.446476,0.007035,1.435779,0.035728,1.132025,1.552130,0.372622,-0.038659,-0.446455,0.007191,1.435970,0.035657,1.132021,1.552313,0.211688,-0.026810,0.402857,3.128762,-0.550299,-3.137807,0.00000,-0.00095,0.00012,-0.00003,-0.00038,-0.00000,0.00000,-0.00095,0.00012,-0.00003,-0.00038,-0.00000,0.00096,-0.00092,-0.00358,-0.00420,0.01397,-0.00009,0.485,0.0276,0.00000,0,0,0,0,0.373,0.837,0.064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006121,0.000566,0.368,0.773,0.081,0.002535,0,0.4062,1.0000,0.11955,0.00772,0.0034,0.00009,0.0000,0.0000,0.005,0.03177,3.4410,0.372139,0.372622,0.000009,1,0.000009
0.1286,move->d,none,0.0239,0.372139,-0.038697,-0.446475,0.007013,1.435777,0.035744,1.132026,1.552103,0.372622,-0.038676,-0.446525,0.007156,1.435987,0.035657,1.132021,1.552331,0.211675,-0.026821,0.402866,3.128730,-0.550246,-3.137848,0.00003,-0.00093,0.00010,-0.00008,-0.00028,0.00011,0.00003,-0.00093,0.00010,-0.00008,-0.00028,0.00011,-0.00246,-0.00214,0.00182,0.00544,-0.01034,-0.01137,0.473,0.0276,0.00000,0,0,0,0,0.372,0.835,0.061,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005524,0.000970,0.411,0.994,-0.014,-0.000286,0,0.4246,1.0000,0.11955,0.00770,0.0035,0.00011,0.0000,0.0000,0.005,0.03177,3.4410,0.372139,0.372622,0.000012,1,0.000012
0.1338,move->d,none,0.0261,0.372139,-0.038700,-0.446474,0.006991,1.435775,0.035760,1.132026,1.552076,0.372622,-0.038676,-0.446525,0.007156,1.435987,0.035657,1.132021,1.552331,0.211675,-0.026821,0.402866,3.128730,-0.550246,-3.137848,0.00003,-0.00093,0.00010,-0.00008,-0.00028,0.00011,0.00003,-0.00093,0.00010,-0.00008,-0.00028,0.00011,-0.00246,-0.00214,0.00182,0.00544,-0.01034,-0.01137,0.473,0.0276,0.00000,0,0,0,0,0.371,0.837,0.057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005145,0.006061,0.411,0.994,-0.014,-0.000286,0,0.4417,1.0000,0.11955,0.00770,0.0035,0.00013,0.0000,0.0000,0.005,0.03177,3.4409,0.372139,0.372622,0.000015,1,0.000015
0.1393,move->d,none,0.0284,0.372140,-0.038702,-0.446474,0.006970,1.435774,0.035776,1.132027,1.552049,0.372622,-0.038659,-0.446455,0.007138,1.435970,0.035657,1.132003,1.552313,0.211691,-0.026824,0.402860,3.128736,-0.550281,-3.137841,0.00000,-0.00092,0.00011,-0.00007,-0.00035,0.00009,0.00000,-0.00092,0.00011,-0.00007,-0.00035,0.00009,0.00146,-0.00026,-0.00061,-0.00051,0.00323,0.00097,0.471,0.0276,0.00000,0,0,0,0,0.371,0.842,0.053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005511,0.000930,0.323,0.926,0.137,-0.000248,0,0.4601,1.0000,0.11955,0.00763,0.0034,0.00015,0.0000,0.0000,0.005,0.03177,3.4409,0.372140,0.372622,0.000018,1,0.000018
0.1455,move->d,none,0.0308,0.372140,-0.038705,-0.446473,0.006948,1.435772,0.035792,1.132028,1.552022,0.372622,-0.038676,-0.446508,0.007156,1.435935,0.035657,1.132021,1.552331,0.211681,-0.026822,0.402879,3.128731,-0.550211,-3.137849,0.00002,-0.00092,0.00008,-0.00008,-0.00021,0.00011,0.00002,-0.00092,0.00008,-0.00008,-0.00021,0.00011,-0.00166,0.00048,0.00354,0.00079,-0.01246,-0.00184,0.471,0.0276,0.00000,0,0,0,0,0.370,0.848,0.052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006214,0.001578,0.244,0.670,0.209,-0.002141,0,0.4808,1.0000,0.11955,0.00769,0.0035,0.00018,0.0000,0.0000,0.005,0.03177,3.4409,0.372140,0.372426,0.000022,1,0.000022
0.1511,move->d,none,0.0333,0.372140,-0.038707,-0.446473,0.006935,1.435770,0.035802,1.132029,1.552006,0.372426,-0.038676,-0.446473,0.007191,1.435970,0.035657,1.132003,1.552331,0.211688,-0.027009,0.402863,3.128746,-0.550264,-3.137826,0.00001,-0.00054,0.00011,-0.00006,-0.00031,0.00005,0.00001,-0.00054,0.00011,-0.00006,-0.00031,0.00005,0.00101,-0.02900,-0.00251,-0.00198,0.00819,0.00478,0.287,0.0177,0.00000,0,0,0,0,0.366,0.849,0.054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005581,0.000691,0.290,0.749,-0.008,0.001290,0,0.4994,1.0000,0.11955,0.00459,0.0021,0.00020,0.0000,0.0000,0.003,0.03177,3.4409,0.372140,0.372426,0.000027,1,0.000027
0.1565,move->d,none,0.0359,0.372140,-0.038709,-0.446472,0.006922,1.435768,0.035811,1.132029,1.551990,0.372426,-0.038659,-0.446508,0.007156,1.435970,0.035657,1.132003,1.552313,0.211682,-0.027016,0.402871,3.128748,-0.550229,-3.137831,0.00002,-0.00052,0.00010,-0.00005,-0.00024,0.00006,0.00002,-0.00052,0.00010,-0.00005,-0.00024,0.00006,-0.00108,-0.00124,0.00141,-0.00022,-0.00666,-0.00092,0.279,0.0176,0.00000,0,0,0,0,0.361,0.847,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005392,0.000754,0.394,0.896,0.163,-0.000648,0,0.5174,1.0000,0.11955,0.00452,0.0020,0.00022,0.0000,0.0000,0.003,0.03177,3.4409,0.372140,0.372426,0.000033,1,0.000033
0.1622,move->d,none,0.0386,0.372140,-0.038711,-0.446472,0.006909,1.435766,0.035821,1.132030,1.551974,0.372426,-0.038694,-0.446473,0.007191,1.435987,0.035675,1.132021,1.552313,0.211684,-0.027010,0.402855,3.128745,-0.550299,-3.137823,0.00002,-0.00052,0.00013,-0.00006,-0.00038,0.00005,0.00002,-0.00052,0.00013,-0.00006,-0.00038,0.00005,0.00027,0.00108,-0.00295,0.00031,0.01320,0.00124,0.287,0.0185,0.00000,0,0,0,0,0.357,0.847,0.059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005750,0.001201,0.353,1.003,0.025,0.002383,0,0.5366,1.0000,0.11955,0.00458,0.0020,0.00024,0.0000,0.0000,0.003,0.03177,3.4409,0.372140,0.372426,0.000040,1,0.000040
0.1680,move->d,none,0.0413,0.372140,-0.038712,-0.446472,0.006897,1.435764,0.035830,1.132031,1.551958,0.372426,-0.038624,-0.446473,0.007156,1.435970,0.035657,1.132003,1.552313,0.211688,-0.027008,0.402863,3.128746,-0.550264,-3.137795,0.00001,-0.00052,0.00012,-0.00006,-0.00031,-0.00001,0.00001,-0.00052,0.00012,-0.00006,-0.00031,-0.00001,0.00068,0.00023,0.00132,-0.00005,-0.00564,0.00456,0.287,0.0194,0.00000,0,0,0,0,0.354,0.850,0.062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005764,0.000762,0.249,0.845,0.103,-0.001480,0,0.5558,1.0000,0.11955,0.00448,0.0020,0.00027,0.0000,0.0000,0.003,0.03177,3.4408,0.372140,0.372210,0.000047,1,0.000047
0.1739,move->d,none,0.0442,0.372141,-0.038713,-0.446472,0.006894,1.435762,0.035832,1.132031,1.551954,0.372210,-0.038694,-0.446455,0.007191,1.435970,0.035657,1.132021,1.552313,0.211688,-0.027230,0.402857,3.128762,-0.550299,-3.137842,0.00002,-0.00007,0.00014,-0.00003,-0.00038,0.00007,0.00002,-0.00007,0.00014,-0.00003,-0.00038,0.00007,-0.00005,-0.04031,-0.00116,-0.00258,0.00646,-0.00690,0.083,0.0203,0.00000,0,0,0,0,0.349,0.853,0.065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005913,0.001171,0.311,0.753,0.105,0.000577,0,0.5755,1.0000,0.11955,0.00119,0.0006,0.00029,0.0000,0.0000,0.001,0.03177,3.4408,0.372141,0.372210,0.000056,1,0.000056
