t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0018,move->d,none,0.0000,0.435233,-0.019548,-0.493457,-0.000088,1.520793,0.023213,1.093606,1.561650,0.435233,-0.019530,-0.493474,-0.000035,1.520758,0.023178,1.093606,1.561686,0.205251,0.035893,0.390766,3.127423,-0.549853,-3.137002,0.00000,-0.00002,-0.00003,0.00005,0.00010,-0.00005,0.00000,-0.00002,-0.00003,0.00005,0.00010,-0.00005,-0.00001,0.00242,0.00313,-0.00550,-0.01083,0.00578,0.019,0.0030,0.00000,0,0,0,0,0.068,0.884,0.356,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005000,0.000572,0.068,0.884,0.356,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002632,nan,nan,nan,0,0,0,0,0.0003,1.0000,0.12499,0.00016,0.0001,0.00000,0.0000,0.0000,0.000,-0.03132,3.3839,0.435233,0.435233,-0.000000,1,-0.000000
0.0085,move->d,none,0.0001,0.435233,-0.019548,-0.493457,-0.000088,1.520793,0.023214,1.093606,1.561650,0.435233,-0.019583,-0.493457,-0.000070,1.520793,0.023178,1.093623,1.561651,0.205248,0.035870,0.390748,3.127437,-0.549922,-3.137073,0.00001,0.00002,0.00001,0.00008,-0.00004,0.00007,0.00001,0.00002,0.00001,0.00008,-0.00004,0.00007,-0.00057,-0.00396,-0.00311,-0.00214,0.01233,-0.01148,0.012,0.0020,0.00000,0,0,0,0,0.079,0.892,0.361,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006719,0.001710,0.169,0.958,0.404,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002905,nan,nan,nan,0,0,0,0,0.0227,1.0000,0.12499,0.00012,0.0001,0.00000,0.0000,0.0000,0.000,-0.03132,3.3839,0.435233,0.435233,-0.000000,1,-0.000000
0.0146,move->d,none,0.0003,0.435233,-0.019548,-0.493456,-0.000088,1.520794,0.023214,1.093606,1.561650,0.435233,-0.019583,-0.493509,-0.000070,1.520740,0.023178,1.093623,1.561633,0.205244,0.035869,0.390776,3.127457,-0.549818,-3.137075,0.00001,0.00002,-0.00005,0.00011,0.00017,0.00006,0.00001,0.00002,-0.00005,0.00011,0.00017,0.00006,-0.00059,-0.00020,0.00417,-0.00254,-0.01570,0.00137,0.029,0.0030,0.00000,0,0,0,0,0.097,0.919,0.374,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006070,0.001076,0.228,1.158,0.485,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003249,nan,nan,nan,0,0,0,0,0.0429,1.0000,0.12499,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,-0.03132,3.3839,0.435233,0.435233,-0.000000,1,-0.000000
0.0283,move->d,none,0.0008,0.435233,-0.019548,-0.493457,-0.000088,1.520794,0.023215,1.093606,1.561650,0.435233,-0.019548,-0.493405,-0.000070,1.520793,0.023178,1.093606,1.561651,0.205259,0.035877,0.390740,3.127435,-0.549957,-3.137038,-0.00002,0.00001,0.00002,0.00007,-0.00011,0.00001,-0.00002,0.00001,0.00002,0.00007,-0.00011,0.00001,0.00110,0.00061,-0.00264,0.00131,0.01024,0.00187,0.014,0.0030,0.00000,0,0,0,0,0.098,0.926,0.371,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.013673,0.001334,0.068,0.890,0.339,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001682,nan,nan,nan,0,0,0,0,0.0885,1.0000,0.12499,0.00013,0.0001,0.00000,0.0000,0.0000,0.000,-0.03132,3.3839,0.435233,0.435233,-0.000000,1,-0.000000
0.0433,move->d,none,0.0015,0.435233,-0.019548,-0.493457,-0.000088,1.520794,0.023215,1.093606,1.561651,0.435233,-0.019530,-0.493457,-0.000070,1.520758,0.023178,1.093606,1.561633,0.205253,0.035880,0.390762,3.127455,-0.549870,-3.137022,-0.00001,0.00000,-0.00002,0.00011,0.00007,-0.00005,-0.00001,0.00000,-0.00002,0.00011,0.00007,-0.00005,-0.00035,0.00015,0.00147,-0.00110,-0.00580,0.00177,0.012,0.0021,0.00000,0,0,0,0,0.107,0.960,0.395,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.015000,0.001311,0.123,1.020,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001069,nan,nan,nan,0,0,0,0,0.1387,1.0000,0.12499,0.00011,0.0000,0.00000,0.0000,0.0000,0.000,-0.03132,3.3839,0.435233,0.435301,-0.000000,1,-0.000000
0.0575,move->d,none,0.0024,0.435233,-0.019548,-0.493457,-0.000092,1.520794,0.023217,1.093606,1.561647,0.435301,-0.019530,-0.493457,-0.000070,1.520758,0.023178,1.093606,1.561633,0.205253,0.035948,0.390762,3.127455,-0.549870,-3.137022,-0.00001,-0.00013,-0.00002,0.00011,0.00007,-0.00005,-0.00001,-0.00013,-0.00002,0.00011,0.00007,-0.00005,-0.00035,0.00015,0.00147,-0.00110,-0.00580,0.00177,0.068,0.0039,0.00000,0,0,0,0,0.114,0.985,0.413,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.014210,0.015368,0.123,1.020,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001069,nan,nan,nan,0,0,0,0,0.1861,1.0000,0.12499,0.00109,0.0005,0.00000,0.0000,0.0000,0.001,-0.03132,3.3839,0.435233,0.435301,-0.000000,1,-0.000000
0.0718,move->d,none,0.0036,0.435233,-0.019548,-0.493456,-0.000095,1.520795,0.023220,1.093606,1.561643,0.435301,-0.019583,-0.493509,-0.000070,1.520758,0.023178,1.093606,1.561651,0.205246,0.035939,0.390773,3.127439,-0.549818,-3.137075,0.00001,-0.00012,-0.00004,0.00008,0.00017,0.00008,0.00001,-0.00012,-0.00004,0.00008,0.00017,0.00008,-0.00030,0.00232,0.00042,0.00054,-0.00204,-0.00239,0.062,0.0039,0.00000,0,0,0,0,0.115,0.980,0.418,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.014212,0.004086,0.114,0.953,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000171,nan,nan,nan,0,0,0,0,0.2334,1.0000,0.12499,0.00116,0.0005,0.00000,0.0000,0.0000,0.001,-0.03132,3.3839,0.435233,0.435301,-0.000000,1,-0.000000
0.0840,move->d,none,0.0049,0.435233,-0.019548,-0.493456,-0.000099,1.520795,0.023222,1.093606,1.561639,0.435301,-0.019583,-0.493509,-0.000035,1.520793,0.023178,1.093606,1.561651,0.205243,0.035948,0.390762,3.127458,-0.549853,-3.137054,0.00002,-0.00013,-0.00002,0.00011,0.00010,0.00001,0.00002,-0.00013,-0.00002,0.00011,0.00010,0.00001,-0.00017,0.00060,-0.00077,-0.00107,0.00237,0.00207,0.068,0.0039,0.00000,0,0,0,0,0.138,1.010,0.421,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.012207,0.001435,0.203,1.099,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000756,nan,nan,nan,0,0,0,0,0.2741,1.0000,0.12499,0.00121,0.0005,0.00000,0.0000,0.0000,0.001,-0.03132,3.3839,0.435233,0.435931,-0.000000,1,-0.000000
0.0958,move->d,none,0.0065,0.435233,-0.019550,-0.493455,-0.000132,1.520795,0.023244,1.093606,1.561600,0.435931,-0.019600,-0.493457,0.000000,1.520758,0.023178,1.093606,1.561633,0.205253,0.036581,0.390762,3.127494,-0.549871,-3.137051,-0.00001,-0.00140,-0.00002,0.00017,0.00007,-0.00003,-0.00001,-0.00140,-0.00002,0.00017,0.00007,-0.00003,0.00090,0.05419,0.00005,-0.00266,0.00151,0.00192,0.700,0.0400,0.00000,0,0,0,0,0.132,1.023,0.423,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.011799,0.001569,0.090,1.034,0.427,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000124,nan,nan,nan,0,0,0,0,0.3134,1.0000,0.12499,0.01113,0.0050,0.00001,0.0000,0.0000,0.007,-0.03132,3.3839,0.435233,0.435931,-0.000000,1,-0.000000
0.1092,move->d,none,0.0083,0.435233,-0.019552,-0.493454,-0.000165,1.520795,0.023265,1.093607,1.561561,0.435931,-0.019600,-0.493509,-0.000087,1.520758,0.023178,1.093606,1.561651,0.205246,0.036561,0.390773,3.127430,-0.549818,-3.137103,0.00001,-0.00136,-0.00004,0.00006,0.00017,0.00014,0.00001,-0.00136,-0.00004,0.00006,0.00017,0.00014,-0.00058,-0.00150,0.00080,0.00404,-0.00388,-0.00629,0.680,0.0400,0.00000,0,0,0,0,0.146,1.050,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.013484,0.001376,0.183,1.103,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000397,nan,nan,nan,0,0,0,0,0.3584,1.0000,0.12499,0.01099,0.0050,0.00002,0.0000,0.0000,0.007,-0.03132,3.3839,0.435233,0.435931,-0.000001,1,-0.000001
