t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.1213,move->d,none,0.0103,0.435233,-0.019554,-0.493453,-0.000197,1.520795,0.023286,1.093607,1.561522,0.435931,-0.019600,-0.493509,-0.000087,1.520758,0.023178,1.093606,1.561651,0.205246,0.036561,0.390773,3.127430,-0.549818,-3.137103,0.00001,-0.00136,-0.00004,0.00006,0.00017,0.00014,0.00001,-0.00136,-0.00004,0.00006,0.00017,0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.680,0.0400,0.00000,0,0,0,0,0.122,1.030,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.012050,0.001507,0.042,0.947,0.424,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,0,0.3986,1.0000,0.12499,0.01099,0.0050,0.00005,0.0000,0.0000,0.007,-0.03132,3.3839,0.435233,0.436265,-0.000001,1,-0.000001
0.1368,move->d,none,0.0125,0.435233,-0.019557,-0.493452,-0.000246,1.520795,0.023316,1.093608,1.561465,0.436265,-0.019583,-0.493509,-0.000035,1.520758,0.023195,1.093606,1.561633,0.205246,0.036915,0.390773,3.127459,-0.549818,-3.137036,0.00001,-0.00207,-0.00004,0.00011,0.00017,-0.00002,0.00001,-0.00207,-0.00004,0.00011,0.00017,-0.00002,0.00000,0.02275,-0.00000,-0.00159,0.00001,0.00525,1.034,0.0592,0.00000,0,0,0,0,0.142,0.984,0.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.015000,0.001419,0.195,0.916,0.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000269,nan,nan,nan,0,0,0,0,0.4502,1.0000,0.12499,0.01629,0.0073,0.00007,0.0000,0.0000,0.010,-0.03132,3.3839,0.435233,0.436265,-0.000003,1,-0.000003
0.1508,move->d,none,0.0150,0.435233,-0.019560,-0.493451,-0.000295,1.520795,0.023347,1.093609,1.561408,0.436265,-0.019548,-0.493439,-0.000087,1.520793,0.023178,1.093606,1.561651,0.205253,0.036906,0.390747,3.127427,-0.549922,-3.137049,-0.00000,-0.00205,0.00001,0.00006,-0.00004,0.00004,-0.00000,-0.00205,0.00001,0.00006,-0.00004,0.00004,0.00059,-0.00067,-0.00195,0.00203,0.00793,-0.00223,1.025,0.0592,0.00000,0,0,0,0,0.129,0.994,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.014068,0.002300,0.090,1.037,0.457,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001343,nan,nan,nan,0,0,0,0,0.4970,1.0000,0.12499,0.01620,0.0073,0.00012,0.0000,0.0000,0.010,-0.03132,3.3839,0.435233,0.436066,-0.000004,1,-0.000004
0.1647,move->d,none,0.0177,0.435233,-0.019562,-0.493451,-0.000334,1.520795,0.023372,1.093609,1.561361,0.436066,-0.019583,-0.493457,-0.000087,1.520758,0.023213,1.093623,1.561651,0.205250,0.036708,0.390760,3.127393,-0.549887,-3.137048,0.00000,-0.00166,-0.00001,0.00000,0.00003,0.00007,0.00000,-0.00166,-0.00001,0.00000,0.00003,0.00007,-0.00021,-0.01347,0.00085,0.00197,-0.00241,-0.00112,0.826,0.0478,0.00000,0,0,0,0,0.121,1.020,0.434,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.013887,0.001465,0.112,1.074,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000776,nan,nan,nan,0,0,0,0,0.5433,1.0000,0.12499,0.01308,0.0059,0.00017,0.0000,0.0000,0.008,-0.03132,3.3839,0.435233,0.436066,-0.000007,1,-0.000007
0.1748,move->d,none,0.0206,0.435232,-0.019565,-0.493450,-0.000373,1.520795,0.023397,1.093610,1.561315,0.436066,-0.019530,-0.493457,-0.000035,1.520758,0.023143,1.093606,1.561651,0.205253,0.036715,0.390762,3.127492,-0.549871,-3.137038,-0.00000,-0.00168,-0.00001,0.00017,0.00007,-0.00006,-0.00000,-0.00168,-0.00001,0.00017,0.00007,-0.00006,0.00032,0.00080,0.00023,-0.00890,-0.00166,0.00652,0.834,0.0478,0.00000,0,0,0,0,0.142,1.065,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.010095,0.001864,0.232,1.216,0.485,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000353,nan,nan,nan,0,0,0,0,0.5770,1.0000,0.12499,0.01317,0.0059,0.00022,0.0000,0.0000,0.008,-0.03132,3.3839,0.435232,0.436066,-0.000010,1,-0.000010
0.1817,move->d,none,0.0236,0.435232,-0.019567,-0.493449,-0.000412,1.520794,0.023421,1.093611,1.561269,0.436066,-0.019548,-0.493509,-0.000070,1.520758,0.023195,1.093623,1.561651,0.205242,0.036715,0.390771,3.127422,-0.549835,-3.137022,0.00002,-0.00168,-0.00003,0.00005,0.00014,-0.00001,0.00002,-0.00168,-0.00003,0.00005,0.00014,-0.00001,-0.00151,0.00001,0.00116,0.00830,-0.00495,-0.00285,0.834,0.0478,0.00000,0,0,0,0,0.154,1.076,0.447,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006908,0.001473,0.203,1.054,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000203,nan,nan,nan,0,0,0,0,0.6000,1.0000,0.12499,0.01310,0.0059,0.00028,0.0000,0.0000,0.008,-0.03132,3.3839,0.435232,0.436066,-0.000015,1,-0.000015
0.1888,move->d,none,0.0267,0.435232,-0.019570,-0.493447,-0.000451,1.520793,0.023446,1.093611,1.561223,0.436066,-0.019548,-0.493527,-0.000087,1.520810,0.023195,1.093606,1.561633,0.205239,0.036709,0.390760,3.127429,-0.549852,-3.137032,0.00003,-0.00168,-0.00000,0.00006,0.00010,-0.00000,0.00003,-0.00168,-0.00000,0.00006,0.00010,-0.00000,-0.00046,-0.00079,-0.00150,-0.00083,0.00236,-0.00091,0.829,0.0478,0.00000,0,0,0,0,0.158,1.068,0.442,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.007085,0.001266,0.134,0.962,0.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001510,nan,nan,nan,0,0,0,0,0.6236,1.0000,0.12499,0.01305,0.0059,0.00033,0.0000,0.0000,0.008,-0.03132,3.3839,0.435232,0.435345,-0.000020,1,-0.000020
0.1951,move->d,none,0.0300,0.435232,-0.019570,-0.493446,-0.000457,1.520793,0.023449,1.093612,1.561217,0.435345,-0.019548,-0.493474,-0.000087,1.520793,0.023195,1.093606,1.561651,0.205248,0.035990,0.390755,3.127410,-0.549887,-3.137031,0.00002,-0.00024,0.00002,0.00003,0.00003,0.00002,0.00002,-0.00024,0.00002,0.00003,0.00003,0.00002,0.00148,-0.11571,-0.00081,0.00250,0.00562,-0.00147,0.109,0.0245,0.00000,0,0,0,0,0.165,1.068,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006282,0.001327,0.221,1.109,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001447,nan,nan,nan,0,0,0,0,0.6446,1.0000,0.12499,0.00177,0.0008,0.00038,0.0000,0.0000,0.001,-0.03132,3.3839,0.435232,0.435345,-0.000026,1,-0.000026
0.2014,move->d,none,0.0333,0.435232,-0.019570,-0.493446,-0.000462,1.520792,0.023453,1.093612,1.561211,0.435345,-0.019548,-0.493457,-0.000035,1.520758,0.023178,1.093606,1.561633,0.205253,0.035997,0.390762,3.127475,-0.549871,-3.137019,0.00001,-0.00027,0.00001,0.00014,0.00007,-0.00007,0.00001,-0.00027,0.00001,0.00014,0.00007,-0.00007,0.00083,0.00121,0.00121,-0.00871,-0.00265,0.00732,0.117,0.0242,0.00000,0,0,0,0,0.169,1.060,0.434,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006260,0.001271,0.174,0.976,0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001448,nan,nan,nan,0,0,0,0,0.6654,1.0000,0.12499,0.00186,0.0008,0.00040,0.0000,0.0000,0.001,-0.03132,3.3839,0.435232,0.435345,-0.000034,1,-0.000034
0.2073,move->d,none,0.0367,0.435232,-0.019571,-0.493445,-0.000468,1.520791,0.023457,1.093613,1.561204,0.435345,-0.019548,-0.493457,-0.000035,1.520758,0.023178,1.093606,1.561633,0.205253,0.035997,0.390762,3.127475,-0.549871,-3.137019,0.00002,-0.00028,0.00001,0.00014,0.00007,-0.00007,0.00002,-0.00028,0.00001,0.00014,0.00007,-0.00007,0.00083,0.00121,0.00121,-0.00871,-0.00265,0.00732,0.117,0.0245,0.00000,0,0,0,0,0.172,1.049,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005904,0.007113,0.174,0.976,0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001448,nan,nan,nan,0,0,0,0,0.6851,1.0000,0.12499,0.00186,0.0008,0.00042,0.0000,0.0000,0.001,-0.03132,3.3839,0.435232,0.435345,-0.000043,1,-0.000043
0.2140,move->d,none,0.0403,0.435232,-0.019571,-0.493444,-0.000474,1.520789,0.023460,1.093613,1.561198,0.435345,-0.019548,-0.493457,-0.000070,1.520793,0.023178,1.093623,1.561651,0.205248,0.035990,0.390748,3.127437,-0.549922,-3.137039,0.00003,-0.00027,0.00005,0.00007,-0.00004,0.00000,0.00003,-0.00027,0.00005,0.00007,-0.00004,0.00000,-0.00045,-0.00056,-0.00107,0.00248,0.00401,-0.00305,0.110,0.0256,0.00000,0,0,0,0,0.166,1.021,0.422,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006751,0.000960,0.110,0.848,0.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001140,nan,nan,nan,0,0,0,0,0.7076,1.0000,0.12499,0.00185,0.0008,0.00044,0.0000,0.0000,0.001,-0.03132,3.3838,0.435232,0.435345,-0.000054,1,-0.000054
0.2202,move->d,none,0.0439,0.435231,-0.019571,-0.493443,-0.000479,1.520788,0.023464,1.093614,1.561192,0.435345,-0.019583,-0.493439,-0.000070,1.520793,0.023195,1.093606,1.561633,0.205253,0.035985,0.390747,3.127436,-0.549922,-3.137055,0.00003,-0.00028,0.00006,0.00007,-0.00004,0.00004,0.00003,-0.00028,0.00006,0.00007,-0.00004,0.00004,0.00101,-0.00079,-0.00017,0.00005,-0.00006,-0.00294,0.106,0.0249,0.00000,0,0,0,0,0.158,1.009,0.421,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006143,0.001271,0.097,1.013,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000395,nan,nan,nan,0,0,0,0,0.7281,1.0000,0.12499,0.00187,0.0008,0.00046,0.0000,0.0000,0.001,-0.03132,3.3838,0.435231,0.435345,-0.000067,1,-0.000067
0.2269,move->d,none,0.0476,0.435231,-0.019572,-0.493441,-0.000484,1.520785,0.023467,1.093616,1.561186,0.435345,-0.019530,-0.493474,-0.000087,1.520810,0.023195,1.093571,1.561686,0.205253,0.035996,0.390754,3.127375,-0.549870,-3.137015,0.00003,-0.00031,0.00006,-0.00003,0.00007,0.00002,0.00003,-0.00031,0.00006,-0.00003,0.00007,0.00002,-0.00003,0.00160,0.00102,0.00798,-0.00798,0.00137,0.116,0.0283,0.00000,0,0,0,0,0.157,1.016,0.428,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006760,0.001493,0.195,1.133,0.492,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000835,nan,nan,nan,0,0,0,0,0.7506,1.0000,0.12499,0.00193,0.0008,0.00048,0.0000,0.0000,0.002,-0.03132,3.3838,0.435231,0.434899,-0.000082,1,-0.000082
0.2334,move->d,none,0.0515,0.435230,-0.019570,-0.493439,-0.000469,1.520783,0.023458,1.093617,1.561204,0.434899,-0.019583,-0.493509,-0.000087,1.520758,0.023178,1.093606,1.561651,0.205246,0.035533,0.390773,3.127430,-0.549818,-3.137086,0.00006,0.00059,0.00004,0.00006,0.00017,0.00010,0.00006,0.00059,0.00004,0.00006,0.00017,0.00010,-0.00117,-0.07004,0.00288,-0.00697,-0.00789,-0.00642,0.347,0.0267,0.00000,0,0,0,0,0.162,1.026,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006455,0.001311,0.201,1.090,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002668,nan,nan,nan,0,0,0,0,0.7721,1.0000,0.12499,0.00522,0.0023,0.00051,0.0000,0.0000,0.003,-0.03132,3.3837,0.435230,0.434899,-0.000099,1,-0.000099
0.2397,move->d,none,0.0555,0.435230,-0.019569,-0.493438,-0.000453,1.520780,0.023449,1.093618,1.561222,0.434899,-0.019583,-0.493457,-0.000087,1.520740,0.023195,1.093606,1.561633,0.205255,0.035535,0.390768,3.127429,-0.549852,-3.137067,0.00005,0.00057,0.00007,0.00006,0.00010,0.00007,0.00005,0.00057,0.00007,0.00006,0.00010,0.00007,0.00145,0.00039,-0.00078,0.00012,0.00542,0.00285,0.344,0.0246,0.00000,0,0,0,0,0.149,1.020,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006311,0.001282,0.014,0.907,0.387,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000083,nan,nan,nan,0,0,0,0,0.7932,1.0000,0.12499,0.00525,0.0024,0.00051,0.0000,0.0000,0.003,-0.03132,3.3836,0.435230,0.434899,-0.000118,1,-0.000118
0.2459,move->d,none,0.0595,0.435229,-0.019568,-0.493435,-0.000438,1.520776,0.023439,1.093619,1.561241,0.434899,-0.019530,-0.493474,-0.000070,1.520793,0.023195,1.093623,1.561633,0.205245,0.035551,0.390752,3.127437,-0.549905,-3.137003,0.00008,0.00052,0.00012,0.00007,-0.00000,-0.00007,0.00008,0.00052,0.00012,0.00007,-0.00000,-0.00007,-0.00155,0.00244,-0.00256,-0.00118,0.00834,0.01082,0.327,0.0235,0.00000,0,0,0,0,0.143,1.018,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006256,0.001223,0.141,1.040,0.449,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003022,nan,nan,nan,0,0,0,0,0.8140,1.0000,0.12499,0.00530,0.0024,0.00051,0.0000,0.0000,0.003,-0.03132,3.3836,0.435229,0.434899,-0.000141,1,-0.000141
0.2523,move->d,none,0.0637,0.435228,-0.019567,-0.493433,-0.000422,1.520771,0.023430,1.093621,1.561260,0.434899,-0.019548,-0.493457,-0.000087,1.520758,0.023143,1.093623,1.561651,0.205250,0.035532,0.390760,3.127463,-0.549888,-3.137086,0.00008,0.00053,0.00012,0.00011,0.00003,0.00007,0.00008,0.00053,0.00012,0.00011,0.00003,0.00007,0.00075,-0.00276,0.00112,-0.00322,-0.00243,-0.01008,0.345,0.0235,0.00000,0,0,0,0,0.149,1.024,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006399,0.000769,0.235,1.082,0.458,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001378,nan,nan,nan,0,0,0,0,0.8354,1.0000,0.12499,0.00528,0.0024,0.00050,0.0000,0.0000,0.003,-0.03132,3.3835,0.435228,0.434899,-0.000166,1,-0.000166
0.2602,move->d,none,0.0680,0.435227,-0.019566,-0.493429,-0.000407,1.520766,0.023420,1.093624,1.561278,0.434899,-0.019583,-0.493474,-0.000035,1.520758,0.023213,1.093571,1.561651,0.205257,0.035554,0.390771,3.127423,-0.549817,-3.137019,0.00008,0.00045,0.00013,0.00004,0.00017,-0.00002,0.00008,0.00045,0.00013,0.00004,0.00017,-0.00002,0.00099,0.00305,0.00157,0.00471,-0.00971,0.00638,0.323,0.0224,0.00000,0,0,0,0,0.144,1.011,0.428,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.007860,0.001381,0.093,0.907,0.388,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001825,nan,nan,nan,0,0,0,0,0.8616,1.0000,0.12499,0.00527,0.0023,0.00051,0.0000,0.0000,0.002,-0.03132,3.3834,0.435227,0.434982,-0.000194,1,-0.000194
