t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0013,move->d,0.0000,0.417706,0.189647,-0.424132,-0.833465,1.360868,0.543565,1.073028,0.947592,0.417706,0.189647,-0.424132,-0.833465,1.360868,0.543565,1.073028,0.947592,0.222576,-0.111824,0.435264,2.963391,-0.271994,-3.114808,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.000,0.0000,0.00000,0,0,0,0,-1.910,-0.479,6.698,nan,nan,nan,nan,nan,nan,0,0.0002,1.0000,0.12968,0.00000,0.0000,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0105,move->d,0.0002,0.417706,0.189648,-0.424132,-0.833465,1.360868,0.543565,1.073029,0.947592,0.417706,0.189647,-0.424202,-0.833465,1.360868,0.543530,1.072994,0.947557,0.222563,-0.111841,0.435278,2.963443,-0.271923,-3.114853,0.00002,0.00003,-0.00003,0.00010,0.00014,0.00006,0.025,0.0040,0.00000,0,0,0,0,-1.910,-0.479,6.698,nan,nan,nan,nan,nan,nan,0,0.0309,1.0000,0.12968,0.00020,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0186,move->d,0.0004,0.417706,0.189648,-0.424132,-0.833465,1.360869,0.543565,1.073028,0.947593,0.417706,0.189700,-0.424167,-0.833465,1.360816,0.543548,1.073028,0.947592,0.222574,-0.111823,0.435286,2.963426,-0.271930,-3.114789,0.00000,-0.00000,-0.00004,0.00007,0.00013,-0.00006,0.021,0.0030,0.00000,0,0,0,0,-1.910,-0.480,6.698,nan,nan,nan,nan,nan,nan,0,0.0580,1.0000,0.12968,0.00014,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0242,move->d,0.0008,0.417706,0.189648,-0.424131,-0.833465,1.360869,0.543565,1.073028,0.947593,0.417706,0.189647,-0.424202,-0.833465,1.360851,0.543548,1.073028,0.947539,0.222561,-0.111836,0.435281,2.963453,-0.271922,-3.114824,0.00003,0.00002,-0.00003,0.00012,0.00015,-0.00000,0.025,0.0040,0.00000,0,0,0,0,-1.912,-0.483,6.697,nan,nan,nan,nan,nan,nan,0,0.0765,1.0000,0.12968,0.00023,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0290,move->d,0.0013,0.417706,0.189648,-0.424131,-0.833465,1.360869,0.543565,1.073028,0.947594,0.417706,0.189647,-0.424167,-0.833465,1.360851,0.543565,1.073011,0.947557,0.222571,-0.111833,0.435279,2.963433,-0.271934,-3.114828,0.00001,0.00002,-0.00003,0.00008,0.00012,0.00002,0.017,0.0021,0.00000,0,0,0,0,-1.915,-0.488,6.696,nan,nan,nan,nan,nan,nan,0,0.0924,1.0000,0.12968,0.00011,0.0000,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0347,move->d,0.0018,0.417706,0.189649,-0.424131,-0.833465,1.360869,0.543564,1.073029,0.947594,0.417706,0.189630,-0.424167,-0.833465,1.360851,0.543565,1.073011,0.947592,0.222569,-0.111834,0.435279,2.963398,-0.271934,-3.114845,0.00001,0.00002,-0.00003,0.00001,0.00012,0.00007,0.019,0.0021,0.00000,0,0,0,0,-1.918,-0.493,6.695,nan,nan,nan,nan,nan,nan,0,0.1115,1.0000,0.12968,0.00010,0.0000,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0395,move->d,0.0025,0.417706,0.189649,-0.424130,-0.833465,1.360869,0.543564,1.073028,0.947595,0.417706,0.189682,-0.424185,-0.833447,1.360851,0.543565,1.073028,0.947557,0.222572,-0.111818,0.435281,2.963434,-0.271927,-3.114765,0.00001,-0.00001,-0.00003,0.00008,0.00013,-0.00011,0.018,0.0031,0.00000,0,0,0,0,-1.922,-0.496,6.694,nan,nan,nan,nan,nan,nan,0,0.1274,1.0000,0.12968,0.00019,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0442,move->d,0.0032,0.417706,0.189649,-0.424130,-0.833465,1.360870,0.543564,1.073028,0.947595,0.417706,0.189682,-0.424185,-0.833447,1.360851,0.543565,1.073028,0.947557,0.222572,-0.111818,0.435281,2.963434,-0.271927,-3.114765,0.00001,-0.00001,-0.00003,0.00008,0.00014,-0.00011,0.018,0.0031,0.00000,0,0,0,0,-1.926,-0.499,6.693,nan,nan,nan,nan,nan,nan,0,0.1434,1.0000,0.12968,0.00017,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417706,-0.000000,1,-0.000000
0.0493,move->d,0.0040,0.417706,0.189649,-0.424130,-0.833465,1.360870,0.543563,1.073028,0.947595,0.417706,0.189630,-0.424185,-0.833499,1.360851,0.543565,1.073011,0.947609,0.222562,-0.111843,0.435280,2.963363,-0.271919,-3.114872,0.00003,0.00004,-0.00003,-0.00006,0.00015,0.00014,0.028,0.0031,0.00000,0,0,0,0,-1.933,-0.504,6.692,nan,nan,nan,nan,nan,nan,0,0.1601,1.0000,0.12968,0.00015,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417716,-0.000000,1,-0.000000
0.0542,move->d,0.0049,0.417706,0.189650,-0.424129,-0.833465,1.360870,0.543563,1.073029,0.947595,0.417716,0.189647,-0.424202,-0.833499,1.360851,0.543530,1.073011,0.947592,0.222558,-0.111837,0.435279,2.963400,-0.271924,-3.114876,0.00004,0.00003,-0.00003,0.00001,0.00014,0.00013,0.026,0.0042,0.00000,0,0,0,0,-1.940,-0.508,6.693,nan,nan,nan,nan,nan,nan,0,0.1765,1.0000,0.12968,0.00025,0.0001,0.00000,0.0000,0.0000,0.000,-0.01771,1.1987,0.417706,0.417716,-0.000000,1,-0.000000
