t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0025,move->d,none,0.0000,0.341681,-0.060685,-0.431707,0.013893,1.423508,0.055432,1.129717,1.540899,0.341681,-0.060650,-0.431760,0.013893,1.423525,0.055449,1.129717,1.540846,0.215484,-0.057126,0.404149,3.123937,-0.549690,-3.134389,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.0030,0.00000,0,0,0,0,0.391,1.067,0.167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005000,0.001516,0.391,1.067,0.167,0.000000,0,0.0004,1.0000,0.11869,0.00000,0.0000,0.00009,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0144,move->d,none,0.0002,0.341681,-0.060685,-0.431707,0.013893,1.423508,0.055432,1.129717,1.540898,0.341681,-0.060685,-0.431742,0.013910,1.423525,0.055449,1.129717,1.540881,0.215487,-0.057126,0.404145,3.123910,-0.549708,-3.134412,-0.00001,0.00000,0.00001,-0.00005,-0.00004,0.00007,-0.00001,0.00000,0.00001,-0.00005,-0.00004,0.00007,0.00023,-0.00003,-0.00030,0.00186,0.00143,-0.00294,0.005,0.0020,0.00000,0,0,0,0,0.390,1.067,0.167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.011892,0.000752,0.327,0.983,0.135,0.000134,0,0.0400,1.0000,0.11869,0.00011,0.0001,0.00000,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0210,move->d,none,0.0005,0.341681,-0.060685,-0.431708,0.013893,1.423508,0.055432,1.129717,1.540898,0.341681,-0.060703,-0.431742,0.013910,1.423525,0.055449,1.129717,1.540881,0.215487,-0.057130,0.404145,3.123910,-0.549708,-3.134430,-0.00001,0.00001,0.00001,-0.00005,-0.00004,0.00011,-0.00001,0.00001,0.00001,-0.00005,-0.00004,0.00011,0.00000,-0.00058,0.00000,0.00000,0.00000,-0.00268,0.006,0.0020,0.00000,0,0,0,0,0.389,1.065,0.166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006577,0.000783,0.425,1.080,0.141,-0.000010,0,0.0620,1.0000,0.11869,0.00013,0.0001,0.00000,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0266,move->d,none,0.0009,0.341681,-0.060685,-0.431708,0.013893,1.423508,0.055432,1.129717,1.540898,0.341681,-0.060650,-0.431742,0.013893,1.423525,0.055432,1.129717,1.540846,0.215487,-0.057130,0.404145,3.123953,-0.549708,-3.134407,-0.00001,0.00001,0.00001,0.00003,-0.00004,0.00002,-0.00001,0.00001,0.00001,0.00003,-0.00004,0.00002,-0.00004,-0.00003,-0.00001,-0.00698,-0.00000,0.00851,0.006,0.0029,0.00000,0,0,0,0,0.388,1.063,0.165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005622,0.001075,0.406,1.071,0.156,0.000032,0,0.0807,1.0000,0.11869,0.00005,0.0000,0.00001,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0318,move->d,none,0.0014,0.341681,-0.060685,-0.431708,0.013893,1.423508,0.055433,1.129717,1.540897,0.341681,-0.060685,-0.431742,0.013910,1.423508,0.055414,1.129699,1.540881,0.215491,-0.057135,0.404153,3.123945,-0.549674,-3.134451,-0.00001,0.00002,-0.00001,0.00001,0.00003,0.00011,-0.00001,0.00002,-0.00001,0.00001,0.00003,0.00011,0.00082,-0.00082,0.00149,0.00127,-0.00625,-0.00885,0.012,0.0020,0.00000,0,0,0,0,0.387,1.061,0.163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005240,0.000961,0.269,0.917,0.095,-0.001709,0,0.0982,1.0000,0.11869,0.00015,0.0001,0.00001,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0372,move->d,none,0.0020,0.341681,-0.060684,-0.431708,0.013893,1.423508,0.055433,1.129717,1.540897,0.341681,-0.060737,-0.431742,0.013910,1.423543,0.055449,1.129699,1.540846,0.215489,-0.057141,0.404142,3.123944,-0.549708,-3.134465,-0.00001,0.00003,0.00001,0.00001,-0.00004,0.00014,-0.00001,0.00003,0.00001,0.00001,-0.00004,0.00014,-0.00040,-0.00108,-0.00203,0.00019,0.00614,-0.00278,0.017,0.0030,0.00000,0,0,0,0,0.385,1.057,0.160,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005348,0.000840,0.338,1.009,0.147,0.001923,0,0.1160,1.0000,0.11869,0.00014,0.0001,0.00001,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0424,move->d,none,0.0027,0.341681,-0.060684,-0.431708,0.013892,1.423508,0.055433,1.129717,1.540896,0.341681,-0.060685,-0.431760,0.013910,1.423508,0.055449,1.129717,1.540899,0.215485,-0.057125,0.404155,3.123895,-0.549673,-3.134413,-0.00000,-0.00000,-0.00001,-0.00007,0.00003,0.00009,-0.00000,-0.00000,-0.00001,-0.00007,0.00003,0.00009,-0.00071,0.00302,0.00240,0.00810,-0.00664,0.00495,0.006,0.0029,0.00000,0,0,0,0,0.382,1.053,0.157,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005255,0.000876,0.467,1.128,0.170,-0.001636,0,0.1335,1.0000,0.11869,0.00014,0.0001,0.00001,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0478,move->d,none,0.0034,0.341681,-0.060684,-0.431708,0.013892,1.423508,0.055433,1.129717,1.540896,0.341681,-0.060650,-0.431742,0.013893,1.423525,0.055449,1.129699,1.540881,0.215490,-0.057124,0.404148,3.123902,-0.549690,-3.134390,-0.00001,-0.00000,0.00000,-0.00006,-0.00000,0.00004,-0.00001,-0.00000,0.00000,-0.00006,-0.00000,0.00004,0.00088,0.00022,-0.00125,-0.00111,0.00312,0.00506,0.007,0.0020,0.00000,0,0,0,0,0.380,1.050,0.155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005333,0.000810,0.384,1.040,0.147,0.000605,0,0.1513,1.0000,0.11869,0.00008,0.0000,0.00001,0.0000,0.0000,0.000,0.06223,4.0000,0.341681,0.341681,0.000000,1,0.000000
0.0537,move->d,none,0.0043,0.341681,-0.060684,-0.431709,0.013893,1.423511,0.055434,1.129717,1.540896,0.341681,-0.060685,-0.431637,0.013893,1.423246,0.055432,1.129717,1.540881,0.215523,-0.057136,0.404213,3.123928,-0.549534,-3.134446,-0.00008,0.00002,-0.00013,-0.00002,0.00031,0.00012,-0.00008,0.00002,-0.00013,-0.00002,0.00031,0.00012,0.00582,-0.00227,0.01141,-0.00376,-0.02752,-0.00742,0.075,0.0150,0.00000,0,0,0,0,0.380,1.048,0.144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005924,0.001055,0.398,0.974,-1.090,-0.012797,0,0.1710,1.0000,0.11869,0.00062,0.0004,0.00001,0.0000,0.0000,0.001,0.06223,4.0000,0.341681,0.341667,0.000000,1,0.000000
0.0591,move->d,none,0.0052,0.341681,-0.060684,-0.431710,0.013893,1.423514,0.055434,1.129717,1.540896,0.341667,-0.060703,-0.431672,0.013910,1.423194,0.055432,1.129699,1.540846,0.215524,-0.057152,0.404240,3.123978,-0.549430,-3.134455,-0.00008,0.00005,-0.00018,0.00007,0.00052,0.00009,-0.00008,0.00005,-0.00018,0.00007,0.00052,0.00009,0.00021,-0.00280,0.00482,-0.00757,-0.01875,0.00293,0.102,0.0182,0.00000,0,0,0,0,0.379,1.046,0.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005455,0.000941,0.256,1.232,0.933,-0.004255,0,0.1892,1.0000,0.11869,0.00071,0.0004,0.00001,0.0000,0.0000,0.001,0.06223,4.0000,0.341681,0.341667,0.000000,1,0.000000
0.0645,move->d,none,0.0062,0.341681,-0.060683,-0.431712,0.013894,1.423517,0.055433,1.129718,1.540897,0.341667,-0.060703,-0.431585,0.013910,1.423211,0.055432,1.129699,1.540881,0.215537,-0.057150,0.404215,3.123935,-0.549534,-3.134451,-0.00011,0.00005,-0.00013,-0.00001,0.00031,0.00013,-0.00011,0.00005,-0.00013,-0.00001,0.00031,0.00013,0.00241,0.00036,-0.00449,0.00664,0.01931,-0.00339,0.088,0.0174,0.00000,0,0,0,0,0.374,1.045,0.114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005407,0.000916,0.005,0.743,0.785,0.002575,0,0.2072,1.0000,0.11869,0.00073,0.0004,0.00002,0.0000,0.0000,0.001,0.06223,4.0000,0.341681,0.341667,0.000001,1,0.000001
0.0699,move->d,none,0.0074,0.341681,-0.060683,-0.431713,0.013894,1.423520,0.055433,1.129717,1.540897,0.341667,-0.060685,-0.431690,0.013910,1.423211,0.055432,1.129769,1.540846,0.215507,-0.057147,0.404227,3.123976,-0.549499,-3.134434,-0.00005,0.00004,-0.00016,0.00006,0.00038,0.00005,-0.00005,0.00004,-0.00016,0.00006,0.00038,0.00005,-0.00557,0.00049,0.00227,-0.00650,-0.00648,0.00717,0.084,0.0175,0.00000,0,0,0,0,0.363,1.041,0.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005343,0.000886,0.314,1.009,0.273,0.000980,0,0.2251,1.0000,0.11869,0.00067,0.0004,0.00002,0.0000,0.0000,0.001,0.06223,4.0000,0.341681,0.341667,0.000001,1,0.000001
0.0754,move->d,none,0.0086,0.341681,-0.060683,-0.431714,0.013895,1.423523,0.055433,1.129716,1.540898,0.341667,-0.060685,-0.431637,0.013840,1.423264,0.055449,1.129787,1.540881,0.215509,-0.057159,0.404197,3.123882,-0.549619,-3.134457,-0.00005,0.00007,-0.00010,-0.00010,0.00014,0.00019,-0.00005,0.00007,-0.00010,-0.00010,0.00014,0.00019,0.00028,-0.00200,-0.00509,0.01347,0.02025,-0.01214,0.064,0.0147,0.00000,0,0,0,0,0.351,1.033,0.138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005535,0.000505,0.469,0.922,-0.452,0.004167,0,0.2435,1.0000,0.11869,0.00066,0.0003,0.00002,0.0000,0.0000,0.001,0.06223,4.0000,0.341681,0.341667,0.000001,1,0.000001
0.0813,move->d,none,0.0099,0.341681,-0.060682,-0.431715,0.013896,1.423526,0.055433,1.129716,1.540898,0.341667,-0.060703,-0.431672,0.013910,1.423211,0.055432,1.129787,1.540899,0.215507,-0.057147,0.404221,3.123922,-0.549534,-3.134450,-0.00005,0.00004,-0.00014,-0.00003,0.00031,0.00014,-0.00005,0.00004,-0.00014,-0.00003,0.00031,0.00014,-0.00036,0.00228,0.00443,-0.00622,-0.01570,0.00512,0.078,0.0179,0.00000,0,0,0,0,0.346,1.028,0.139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005839,0.000961,0.571,1.269,0.148,-0.003553,0,0.2630,1.0000,0.11869,0.00068,0.0004,0.00002,0.0000,0.0000,0.001,0.06223,4.0000,0.341681,0.341308,0.000002,1,0.000002
0.0872,move->d,none,0.0113,0.341681,-0.060679,-0.431716,0.013913,1.423530,0.055420,1.129714,1.540919,0.341308,-0.060685,-0.431742,0.013875,1.423194,0.055414,1.129769,1.540881,0.215500,-0.057517,0.404244,3.123947,-0.549430,-3.134478,-0.00003,0.00079,-0.00019,0.00001,0.00052,0.00017,-0.00003,0.00079,-0.00019,0.00001,0.00052,0.00017,-0.00115,-0.05895,0.00370,-0.00323,-0.01671,-0.00244,0.403,0.0214,0.00000,0,0,0,0,0.346,1.026,0.138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005957,0.000640,0.333,0.940,0.535,-0.003377,0,0.2828,1.0000,0.11869,0.00606,0.0027,0.00002,0.0000,0.0000,0.004,0.06223,4.0000,0.341681,0.341308,0.000003,1,0.000003
0.0928,move->d,none,0.0128,0.341681,-0.060676,-0.431716,0.013930,1.423533,0.055407,1.129713,1.540939,0.341308,-0.060685,-0.431742,0.013875,1.423194,0.055414,1.129769,1.540881,0.215500,-0.057517,0.404244,3.123947,-0.549430,-3.134478,-0.00003,0.00079,-0.00019,0.00001,0.00052,0.00017,-0.00003,0.00079,-0.00019,0.00001,0.00052,0.00017,-0.00115,-0.05895,0.00370,-0.00323,-0.01671,-0.00244,0.403,0.0214,0.00000,0,0,0,0,0.348,1.024,0.147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005594,0.006182,0.333,0.940,0.535,-0.003377,0,0.3015,1.0000,0.11869,0.00605,0.0027,0.00003,0.0000,0.0000,0.004,0.06223,4.0000,0.341681,0.341308,0.000004,1,0.000004
0.0983,move->d,none,0.0144,0.341681,-0.060673,-0.431718,0.013947,1.423536,0.055394,1.129712,1.540960,0.341308,-0.060685,-0.431672,0.013893,1.423246,0.055414,1.129769,1.540881,0.215508,-0.057513,0.404213,3.123946,-0.549552,-3.134463,-0.00005,0.00078,-0.00013,0.00001,0.00028,0.00014,-0.00005,0.00078,-0.00013,0.00001,0.00028,0.00014,0.00073,0.00037,-0.00297,-0.00005,0.01136,0.00144,0.393,0.0214,0.00000,0,0,0,0,0.350,1.021,0.162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005529,0.000988,0.495,0.952,0.017,0.002155,0,0.3199,1.0000,0.11869,0.00602,0.0027,0.00004,0.0000,0.0000,0.004,0.06223,4.0000,0.341681,0.341308,0.000006,1,0.000006
0.1047,move->d,none,0.0161,0.341681,-0.060670,-0.431719,0.013964,1.423539,0.055382,1.129711,1.540981,0.341308,-0.060703,-0.431637,0.013875,1.423211,0.055432,1.129769,1.540881,0.215516,-0.057518,0.404216,3.123920,-0.549551,-3.134472,-0.00006,0.00079,-0.00013,-0.00003,0.00028,0.00018,-0.00006,0.00079,-0.00013,-0.00003,0.00028,0.00018,0.00143,-0.00082,0.00070,0.00392,-0.00020,-0.00414,0.399,0.0214,0.00000,0,0,0,0,0.355,1.016,0.173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006373,0.001675,0.594,0.989,-0.042,-0.001356,0,0.3411,1.0000,0.11869,0.00606,0.0026,0.00005,0.0000,0.0000,0.004,0.06223,4.0000,0.341681,0.341084,0.000008,1,0.000008
0.1100,move->d,none,0.0179,0.341681,-0.060665,-0.431721,0.013992,1.423542,0.055361,1.129710,1.541015,0.341084,-0.060650,-0.431637,0.013893,1.423246,0.055432,1.129717,1.540881,0.215523,-0.057726,0.404213,3.123928,-0.549534,-3.134411,-0.00008,0.00121,-0.00013,-0.00002,0.00031,0.00005,-0.00008,0.00121,-0.00013,-0.00002,0.00031,0.00005,0.00120,-0.03469,-0.00061,-0.00109,-0.00285,0.01096,0.605,0.0342,0.00000,0,0,0,0,0.364,1.011,0.175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005265,0.000936,0.279,1.023,0.020,-0.000592,0,0.3587,1.0000,0.11869,0.00969,0.0043,0.00006,0.0000,0.0000,0.006,0.06223,4.0000,0.341681,0.341084,0.000010,1,0.000010
0.1153,move->d,none,0.0198,0.341681,-0.060660,-0.431723,0.014019,1.423545,0.055340,1.129709,1.541049,0.341084,-0.060650,-0.431637,0.013875,1.423194,0.055414,1.129699,1.540881,0.215530,-0.057735,0.404232,3.123940,-0.549464,-3.134443,-0.00009,0.00123,-0.00016,0.00000,0.00045,0.00010,-0.00009,0.00123,-0.00016,0.00000,0.00045,0.00010,0.00123,-0.00165,0.00359,-0.00187,-0.01286,-0.00477,0.617,0.0342,0.00000,0,0,0,0,0.370,1.008,0.175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005354,0.000872,0.281,1.101,0.432,-0.003726,0,0.3765,1.0000,0.11870,0.00970,0.0043,0.00008,0.0000,0.0000,0.006,0.06223,4.0000,0.341681,0.341084,0.000014,1,0.000014
0.1210,move->d,none,0.0218,0.341681,-0.060655,-0.431725,0.014046,1.423548,0.055319,1.129708,1.541082,0.341084,-0.060685,-0.431672,0.013910,1.423211,0.055414,1.129787,1.540881,0.215507,-0.057732,0.404221,3.123957,-0.549535,-3.134451,-0.00004,0.00123,-0.00014,0.00003,0.00031,0.00010,-0.00004,0.00123,-0.00014,0.00003,0.00031,0.00010,-0.00412,0.00052,-0.00201,-0.00259,0.01278,0.00004,0.611,0.0342,0.00000,0,0,0,0,0.373,1.007,0.178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005657,0.001013,0.307,0.948,0.270,0.003874,0,0.3954,1.0000,0.11870,0.00963,0.0043,0.00010,0.0000,0.0000,0.006,0.06223,4.0000,0.341681,0.341084,0.000017,1,0.000017
0.1267,move->d,none,0.0239,0.341682,-0.060650,-0.431727,0.014073,1.423552,0.055298,1.129706,1.541116,0.341084,-0.060650,-0.431672,0.013910,1.423194,0.055432,1.129787,1.540899,0.215508,-0.057719,0.404227,3.123923,-0.549517,-3.134398,-0.00005,0.00121,-0.00015,-0.00003,0.00035,0.00003,-0.00005,0.00121,-0.00015,-0.00003,0.00035,0.00003,0.00023,0.00235,0.00105,0.00518,-0.00325,0.00642,0.599,0.0342,0.00000,0,0,0,0,0.372,1.006,0.182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005687,0.001449,0.323,1.000,-0.044,-0.000977,0,0.4144,1.0000,0.11870,0.00965,0.0043,0.00013,0.0000,0.0000,0.006,0.06223,4.0000,0.341682,0.341072,0.000022,1,0.000022
0.1337,move->d,none,0.0260,0.341682,-0.060645,-0.431729,0.014101,1.423555,0.055277,1.129705,1.541150,0.341072,-0.060685,-0.431585,0.013875,1.423211,0.055414,1.129769,1.540881,0.215524,-0.057754,0.404205,3.123933,-0.549604,-3.134471,-0.00008,0.00128,-0.00011,-0.00001,0.00017,0.00017,-0.00008,0.00128,-0.00011,-0.00001,0.00017,0.00017,0.00222,-0.00482,-0.00300,-0.00125,0.01194,-0.00934,0.632,0.0349,0.00000,0,0,0,0,0.370,1.006,0.183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.007071,0.000975,0.309,1.124,0.207,0.001331,0,0.4379,1.0000,0.11870,0.00988,0.0044,0.00015,0.0000,0.0000,0.006,0.06223,4.0000,0.341682,0.341072,0.000028,1,0.000028
0.1391,move->d,none,0.0283,0.341682,-0.060640,-0.431731,0.014128,1.423557,0.055256,1.129704,1.541184,0.341072,-0.060685,-0.431672,0.013893,1.423246,0.055414,1.129769,1.540899,0.215508,-0.057747,0.404213,3.123929,-0.549552,-3.134463,-0.00004,0.00128,-0.00012,-0.00002,0.00028,0.00015,-0.00004,0.00128,-0.00012,-0.00002,0.00028,0.00015,-0.00289,0.00120,0.00129,0.00069,-0.00900,0.00114,0.626,0.0349,0.00000,0,0,0,0,0.367,1.009,0.182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005389,0.000615,0.380,1.157,0.251,0.000422,0,0.4559,1.0000,0.11870,0.00983,0.0043,0.00018,0.0000,0.0000,0.006,0.06223,4.0000,0.341682,0.341072,0.000035,1,0.000035
0.1444,move->d,none,0.0307,0.341682,-0.060636,-0.431732,0.014156,1.423560,0.055235,1.129702,1.541218,0.341072,-0.060650,-0.431672,0.013945,1.423211,0.055432,1.129787,1.540881,0.215507,-0.057723,0.404221,3.123957,-0.549535,-3.134375,-0.00004,0.00124,-0.00013,0.00003,0.00031,-0.00005,-0.00004,0.00124,-0.00013,0.00003,0.00031,-0.00005,-0.00011,0.00455,0.00160,-0.00443,-0.00317,0.01923,0.603,0.0349,0.00000,0,0,0,0,0.365,1.015,0.184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005284,0.000598,0.380,1.157,0.251,-0.001242,0,0.4735,1.0000,0.11870,0.00981,0.0044,0.00021,0.0000,0.0000,0.006,0.06223,4.0000,0.341682,0.341072,0.000043,1,0.000043
0.1506,move->d,none,0.0332,0.341682,-0.060631,-0.431734,0.014183,1.423564,0.055214,1.129701,1.541253,0.341072,-0.060650,-0.431637,0.013893,1.423159,0.055432,1.129769,1.540881,0.215520,-0.057738,0.404233,3.123932,-0.549499,-3.134410,-0.00007,0.00128,-0.00016,-0.00002,0.00038,0.00005,-0.00007,0.00128,-0.00016,-0.00002,0.00038,0.00005,0.00231,-0.00270,0.00229,0.00396,-0.00678,-0.00898,0.619,0.0349,0.00000,0,0,0,0,0.363,1.021,0.186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006201,0.001492,0.318,0.760,0.083,-0.003198,0,0.4942,1.0000,0.11870,0.00990,0.0044,0.00024,0.0000,0.0000,0.006,0.06223,4.0000,0.341682,0.341324,0.000052,1,0.000052
0.1564,move->d,none,0.0357,0.341683,-0.060628,-0.431736,0.014200,1.423566,0.055202,1.129700,1.541273,0.341324,-0.060685,-0.431637,0.013875,1.423246,0.055379,1.129787,1.540899,0.215510,-0.057508,0.404202,3.123951,-0.549605,-3.134509,-0.00005,0.00083,-0.00009,0.00002,0.00017,0.00022,-0.00005,0.00083,-0.00009,0.00002,0.00017,0.00022,-0.00155,0.03741,-0.00504,-0.00279,0.01729,-0.01439,0.388,0.0205,0.00000,0,0,0,0,0.361,1.021,0.185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005759,0.001068,0.318,0.760,0.083,0.005625,0,0.5134,1.0000,0.11870,0.00575,0.0025,0.00028,0.0000,0.0000,0.004,0.06223,4.0000,0.341683,0.341324,0.000063,1,0.000063
0.1616,move->d,none,0.0384,0.341683,-0.060625,-0.431737,0.014216,1.423569,0.055190,1.129699,1.541293,0.341324,-0.060685,-0.431672,0.013893,1.423246,0.055414,1.129787,1.540881,0.215505,-0.057496,0.404210,3.123946,-0.549569,-3.134462,-0.00004,0.00082,-0.00011,0.00001,0.00024,0.00013,-0.00004,0.00082,-0.00011,0.00001,0.00024,0.00013,-0.00094,0.00202,0.00131,0.00084,-0.00616,0.00758,0.377,0.0224,0.00000,0,0,0,0,0.358,1.015,0.181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005253,0.000516,0.297,1.001,0.024,-0.000602,0,0.5309,1.0000,0.11870,0.00579,0.0026,0.00031,0.0000,0.0000,0.004,0.06223,4.0000,0.341683,0.341324,0.000076,1,0.000076
0.1668,move->d,none,0.0411,0.341683,-0.060622,-0.431738,0.014233,1.423571,0.055177,1.129698,1.541313,0.341324,-0.060685,-0.431672,0.013893,1.423246,0.055414,1.129787,1.540881,0.215505,-0.057496,0.404210,3.123946,-0.549569,-3.134462,-0.00003,0.00083,-0.00010,0.00001,0.00024,0.00013,-0.00003,0.00083,-0.00010,0.00001,0.00024,0.00013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.378,0.0236,0.00000,0,0,0,0,0.355,1.009,0.177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005157,0.000507,0.494,1.249,0.351,0.000000,0,0.5481,1.0000,0.11870,0.00578,0.0026,0.00034,0.0000,0.0000,0.004,0.06223,4.0000,0.341683,0.341324,0.000091,1,0.000091
0.1722,move->d,none,0.0440,0.341684,-0.060619,-0.431739,0.014249,1.423573,0.055165,1.129697,1.541333,0.341324,-0.060685,-0.431672,0.013893,1.423246,0.055414,1.129787,1.540881,0.215505,-0.057496,0.404210,3.123946,-0.549569,-3.134462,-0.00003,0.00085,-0.00010,0.00000,0.00024,0.00013,-0.00003,0.00085,-0.00010,0.00000,0.00024,0.00013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.378,0.0247,0.00000,0,0,0,0,0.356,1.011,0.176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005413,0.005850,0.494,1.249,0.351,0.000000,0,0.5661,1.0000,0.11870,0.00579,0.0026,0.00037,0.0000,0.0000,0.004,0.06223,4.0000,0.341684,0.341566,0.000107,1,0.000107
0.1782,move->d,none,0.0469,0.341685,-0.060618,-0.431740,0.014254,1.423575,0.055162,1.129697,1.541339,0.341566,-0.060685,-0.431672,0.013945,1.423264,0.055379,1.129717,1.540881,0.215516,-0.057249,0.404214,3.124006,-0.549520,-3.134468,-0.00005,0.00038,-0.00010,0.00011,0.00034,0.00008,-0.00005,0.00038,-0.00010,0.00011,0.00034,0.00008,0.00106,0.02264,0.00037,-0.00472,-0.00457,0.00234,0.145,0.0259,0.00000,0,0,0,0,0.359,1.018,0.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005991,0.001001,0.314,1.075,0.239,-0.000559,0,0.5861,1.0000,0.11870,0.00178,0.0013,0.00040,0.0000,0.0000,0.002,0.06223,4.0000,0.341685,0.341566,0.000126,1,0.000126
0.1842,move->d,none,0.0499,0.341685,-0.060617,-0.431740,0.014259,1.423576,0.055158,1.129697,1.541346,0.341566,-0.060650,-0.431690,0.013910,1.423246,0.055379,1.129769,1.540881,0.215505,-0.057250,0.404216,3.123990,-0.549537,-3.134454,-0.00003,0.00040,-0.00010,0.00008,0.00031,0.00007,-0.00003,0.00040,-0.00010,0.00008,0.00031,0.00007,-0.00178,-0.00017,0.00029,0.00212,0.00260,0.00085,0.146,0.0262,0.00000,0,0,0,0,0.362,1.026,0.184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006014,0.000589,0.318,0.981,0.043,0.000678,0,0.6061,1.0000,0.11870,0.00189,0.0015,0.00042,0.0000,0.0000,0.002,0.06223,4.0000,0.341685,0.341566,0.000149,1,0.000149
