t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0658,move->d,none,0.0061,0.379522,-0.030386,-0.359344,0.009565,1.281159,0.024207,1.197575,1.564931,0.379513,-0.030386,-0.359328,0.009564,1.281124,0.024208,1.197593,1.564967,0.224348,-0.019453,0.423484,3.128769,-0.548438,-3.138671,-0.00000,0.00001,-0.00001,-0.00006,-0.00000,0.00004,-0.00000,0.00001,-0.00001,-0.00006,-0.00000,0.00004,-0.00004,0.00088,0.00219,-0.00433,-0.00545,0.00360,0.008,0.0021,0.00000,0,0,0,0,0.357,0.874,0.130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006330,0.001205,0.366,0.881,0.128,-0.001836,0,0.2145,1.0000,0.10894,0.00014,0.0000,0.00000,0.0000,0.0000,0.000,0.02439,2.3229,0.379522,0.379513,0.000000,1,0.000000
0.0729,move->d,none,0.0072,0.379522,-0.030386,-0.359344,0.009565,1.281159,0.024206,1.197575,1.564931,0.379513,-0.030386,-0.359346,0.009564,1.281176,0.024208,1.197558,1.564984,0.224348,-0.019452,0.423476,3.128751,-0.548438,-3.138672,-0.00000,0.00001,0.00001,-0.00009,-0.00000,0.00006,-0.00000,0.00001,0.00001,-0.00009,-0.00000,0.00006,0.00004,0.00020,-0.00109,0.00224,0.00000,-0.00144,0.006,0.0031,0.00000,0,0,0,0,0.358,0.871,0.127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.007094,0.001491,0.365,0.793,0.100,0.000909,0,0.2382,1.0000,0.10894,0.00012,0.0000,0.00000,0.0000,0.0000,0.000,0.02439,2.3229,0.379522,0.379513,0.000000,1,0.000000
0.0813,move->d,none,0.0086,0.379522,-0.030386,-0.359344,0.009565,1.281159,0.024206,1.197575,1.564931,0.379513,-0.030386,-0.359346,0.009582,1.281159,0.024208,1.197593,1.564932,0.224343,-0.019451,0.423477,3.128811,-0.548455,-3.138659,0.00001,0.00001,0.00001,0.00001,-0.00004,-0.00003,0.00001,0.00001,0.00001,0.00001,-0.00004,-0.00003,-0.00060,0.00008,0.00003,-0.00567,0.00195,0.00493,0.005,0.0010,0.00000,0,0,0,0,0.359,0.868,0.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.008353,0.000885,0.438,0.977,0.156,0.000291,0,0.2660,1.0000,0.10894,0.00012,0.0001,0.00000,0.0000,0.0000,0.000,0.02439,2.3229,0.379522,0.379513,0.000001,1,0.000001
0.0897,move->d,none,0.0100,0.379522,-0.030386,-0.359344,0.009566,1.281159,0.024206,1.197575,1.564932,0.379513,-0.030386,-0.359346,0.009582,1.281159,0.024208,1.197593,1.564932,0.224343,-0.019451,0.423477,3.128811,-0.548455,-3.138659,0.00001,0.00001,0.00000,0.00001,-0.00004,-0.00003,0.00001,0.00001,0.00000,0.00001,-0.00004,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.005,0.0010,0.00000,0,0,0,0,0.362,0.867,0.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.008407,0.002754,0.395,0.916,0.142,0.000000,0,0.2940,1.0000,0.10894,0.00012,0.0001,0.00000,0.0000,0.0000,0.000,0.02439,2.3229,0.379522,0.378989,0.000001,1,0.000001
0.1004,move->d,none,0.0117,0.379522,-0.030379,-0.359344,0.009589,1.281159,0.024183,1.197574,1.564962,0.378989,-0.030386,-0.359346,0.009564,1.281159,0.024208,1.197575,1.564984,0.224346,-0.019976,0.423479,3.128752,-0.548438,-3.138672,-0.00000,0.00106,-0.00000,-0.00009,-0.00000,0.00005,-0.00000,0.00106,-0.00000,-0.00009,-0.00000,0.00005,0.00026,-0.04237,0.00021,0.00409,-0.00141,-0.00354,0.529,0.0305,0.00000,0,0,0,0,0.365,0.868,0.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.010733,0.000901,0.320,0.817,0.064,-0.000797,0,0.3298,1.0000,0.10894,0.00896,0.0038,0.00000,0.0000,0.0000,0.005,0.02439,2.3229,0.379522,0.378989,0.000001,1,0.000001
0.1071,move->d,none,0.0135,0.379522,-0.030372,-0.359344,0.009614,1.281159,0.024161,1.197574,1.564992,0.378989,-0.030386,-0.359381,0.009529,1.281176,0.024208,1.197558,1.564967,0.224342,-0.019987,0.423484,3.128756,-0.548402,-3.138698,0.00001,0.00108,-0.00001,-0.00008,0.00007,0.00010,0.00001,0.00108,-0.00001,-0.00008,0.00007,0.00010,-0.00070,-0.00181,0.00083,-0.00057,-0.00589,-0.00399,0.540,0.0305,0.00000,0,0,0,0,0.367,0.869,0.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006674,0.001546,0.424,0.935,0.132,-0.000365,0,0.3521,1.0000,0.10894,0.00901,0.0038,0.00002,0.0000,0.0000,0.005,0.02439,2.3229,0.379522,0.378989,0.000002,1,0.000002
0.1138,move->d,none,0.0153,0.379522,-0.030365,-0.359344,0.009637,1.281159,0.024139,1.197574,1.565022,0.378989,-0.030386,-0.359346,0.009564,1.281176,0.024225,1.197558,1.564967,0.224348,-0.019973,0.423476,3.128752,-0.548437,-3.138653,-0.00001,0.00106,0.00000,-0.00009,0.00000,0.00002,-0.00001,0.00106,0.00000,-0.00009,0.00000,0.00002,0.00092,0.00192,-0.00112,0.00038,0.00499,0.00616,0.526,0.0305,0.00000,0,0,0,0,0.369,0.870,0.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006713,0.001234,0.375,0.864,0.121,0.000499,0,0.3744,1.0000,0.10894,0.00898,0.0038,0.00003,0.0000,0.0000,0.005,0.02439,2.3229,0.379522,0.378989,0.000003,1,0.000003
0.1205,move->d,none,0.0173,0.379522,-0.030358,-0.359344,0.009661,1.281159,0.024117,1.197573,1.565052,0.378989,-0.030404,-0.359381,0.009564,1.281176,0.024208,1.197575,1.564967,0.224338,-0.019981,0.423482,3.128770,-0.548420,-3.138689,0.00001,0.00107,-0.00001,-0.00006,0.00003,0.00007,0.00001,0.00107,-0.00001,-0.00006,0.00003,0.00007,-0.00145,-0.00117,0.00078,-0.00224,-0.00259,-0.00418,0.534,0.0305,0.00000,0,0,0,0,0.371,0.870,0.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006688,0.001281,0.290,0.768,0.054,0.000072,0,0.3967,1.0000,0.10894,0.00895,0.0038,0.00005,0.0000,0.0000,0.005,0.02439,2.3229,0.379522,0.378633,0.000004,1,0.000004
0.1264,move->d,none,0.0194,0.379522,-0.030346,-0.359345,0.009701,1.281159,0.024080,1.197572,1.565103,0.378633,-0.030386,-0.359346,0.009564,1.281124,0.024225,1.197575,1.564932,0.224348,-0.020332,0.423490,3.128789,-0.548402,-3.138653,-0.00001,0.00178,-0.00002,-0.00003,0.00007,-0.00002,-0.00001,0.00178,-0.00002,-0.00003,0.00007,-0.00002,0.00150,-0.05626,0.00139,-0.00255,-0.00285,0.00743,0.885,0.0509,0.00000,0,0,0,0,0.370,0.869,0.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005942,0.000960,0.313,0.796,0.087,-0.002599,0,0.4165,1.0000,0.10894,0.01505,0.0065,0.00007,0.0000,0.0000,0.009,0.02439,2.3229,0.379522,0.378633,0.000006,1,0.000006
0.1325,move->d,none,0.0216,0.379522,-0.030334,-0.359345,0.009741,1.281160,0.024043,1.197572,1.565153,0.378633,-0.030369,-0.359381,0.009529,1.281124,0.024208,1.197575,1.564984,0.224341,-0.020338,0.423498,3.128740,-0.548367,-3.138680,0.00001,0.00179,-0.00004,-0.00011,0.00014,0.00008,0.00001,0.00179,-0.00004,-0.00011,0.00014,0.00008,-0.00110,-0.00092,0.00134,0.00713,-0.00592,-0.00902,0.891,0.0509,0.00000,0,0,0,0,0.369,0.866,0.115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006059,0.001169,0.434,0.955,0.165,-0.000585,0,0.4367,1.0000,0.10894,0.01502,0.0064,0.00011,0.0000,0.0000,0.009,0.02439,2.3229,0.379522,0.378633,0.000007,1,0.000007
0.1384,move->d,none,0.0239,0.379522,-0.030322,-0.359345,0.009781,1.281160,0.024006,1.197571,1.565204,0.378633,-0.030386,-0.359381,0.009529,1.281176,0.024208,1.197593,1.564967,0.224335,-0.020343,0.423479,3.128755,-0.548437,-3.138697,0.00002,0.00180,-0.00000,-0.00008,0.00000,0.00010,0.00002,0.00180,-0.00000,-0.00008,0.00000,0.00010,-0.00095,-0.00081,-0.00295,-0.00211,0.01079,-0.00128,0.896,0.0509,0.00000,0,0,0,0,0.368,0.865,0.114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005953,0.000639,0.365,0.969,0.162,0.003001,0,0.4566,1.0000,0.10894,0.01504,0.0064,0.00015,0.0000,0.0000,0.009,0.02439,2.3229,0.379522,0.378633,0.000009,1,0.000009
0.1445,move->d,none,0.0262,0.379522,-0.030311,-0.359345,0.009820,1.281160,0.023969,1.197570,1.565254,0.378633,-0.030439,-0.359381,0.009582,1.281159,0.024225,1.197575,1.564932,0.224339,-0.020339,0.423487,3.128796,-0.548403,-3.138693,0.00001,0.00180,-0.00002,-0.00001,0.00007,0.00005,0.00001,0.00180,-0.00002,-0.00001,0.00007,0.00005,0.00077,0.00069,0.00141,-0.00619,-0.00617,0.00448,0.892,0.0509,0.00000,0,0,0,0,0.367,0.867,0.114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006038,0.001055,0.217,0.790,0.049,-0.001597,0,0.4767,1.0000,0.10894,0.01498,0.0064,0.00019,0.0000,0.0000,0.009,0.02439,2.3229,0.379522,0.378633,0.000012,1,0.000012
0.1514,move->d,none,0.0287,0.379522,-0.030299,-0.359346,0.009860,1.281160,0.023933,1.197569,1.565305,0.378633,-0.030386,-0.359346,0.009599,1.281176,0.024208,1.197593,1.564932,0.224342,-0.020327,0.423471,3.128818,-0.548473,-3.138646,0.00001,0.00177,0.00001,0.00002,-0.00007,-0.00007,0.00001,0.00177,0.00001,0.00002,-0.00007,-0.00007,0.00029,0.00168,-0.00219,-0.00253,0.00961,0.00799,0.880,0.0509,0.00000,0,0,0,0,0.364,0.868,0.113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006916,0.000660,0.297,0.879,0.068,0.001734,0,0.4998,1.0000,0.10894,0.01497,0.0065,0.00023,0.0000,0.0000,0.009,0.02439,2.3229,0.379522,0.378633,0.000015,1,0.000015
0.1575,move->d,none,0.0313,0.379522,-0.030288,-0.359346,0.009899,1.281160,0.023896,1.197569,1.565355,0.378633,-0.030404,-0.359381,0.009599,1.281159,0.024225,1.197575,1.564932,0.224339,-0.020326,0.423487,3.128803,-0.548403,-3.138645,0.00001,0.00178,-0.00002,-0.00000,0.00007,-0.00005,0.00001,0.00178,-0.00002,-0.00000,0.00007,-0.00005,-0.00037,0.00005,0.00275,0.00213,-0.01208,-0.00123,0.879,0.0510,0.00000,0,0,0,0,0.359,0.869,0.112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006103,0.000966,0.458,0.972,0.201,-0.002151,0,0.5201,1.0000,0.10894,0.01497,0.0064,0.00028,0.0000,0.0000,0.009,0.02439,2.3229,0.379522,0.378752,0.000019,1,0.000019
0.1634,move->d,none,0.0340,0.379522,-0.030278,-0.359347,0.009933,1.281160,0.023864,1.197568,1.565399,0.378752,-0.030369,-0.359346,0.009582,1.281159,0.024225,1.197558,1.564984,0.224349,-0.020200,0.423482,3.128743,-0.548420,-3.138623,-0.00001,0.00153,-0.00001,-0.00010,0.00004,-0.00003,-0.00001,0.00153,-0.00001,-0.00010,0.00004,-0.00003,0.00160,0.02109,-0.00086,0.00866,0.00291,-0.00151,0.754,0.0441,0.00000,0,0,0,0,0.357,0.870,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005935,0.000932,0.343,0.795,0.067,0.000143,0,0.5399,1.0000,0.10894,0.01295,0.0055,0.00033,0.0000,0.0000,0.008,0.02439,2.3228,0.379522,0.378752,0.000023,1,0.000023
0.1696,move->d,none,0.0368,0.379523,-0.030268,-0.359347,0.009967,1.281161,0.023832,1.197567,1.565442,0.378752,-0.030369,-0.359381,0.009599,1.281159,0.024208,1.197575,1.564984,0.224339,-0.020199,0.423487,3.128767,-0.548403,-3.138630,0.00001,0.00153,-0.00002,-0.00006,0.00007,-0.00004,0.00001,0.00153,-0.00002,-0.00006,0.00007,-0.00004,-0.00158,0.00016,0.00085,-0.00346,-0.00280,0.00100,0.753,0.0441,0.00000,0,0,0,0,0.356,0.871,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006197,0.001056,0.359,0.769,0.104,0.000102,0,0.5605,1.0000,0.10894,0.01291,0.0055,0.00038,0.0000,0.0000,0.008,0.02439,2.3228,0.379523,0.378752,0.000029,1,0.000029
0.1754,move->d,none,0.0397,0.379523,-0.030258,-0.359348,0.010002,1.281161,0.023800,1.197566,1.565486,0.378752,-0.030386,-0.359276,0.009564,1.281176,0.024173,1.197593,1.564932,0.224354,-0.020226,0.423455,3.128833,-0.548543,-3.138708,-0.00002,0.00159,0.00004,0.00005,-0.00021,0.00004,-0.00002,0.00159,0.00004,0.00005,-0.00021,0.00004,0.00236,-0.00419,-0.00502,-0.00898,0.02218,-0.00695,0.780,0.0442,0.00000,0,0,0,0,0.355,0.869,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005809,0.000575,0.373,0.876,0.118,0.003004,0,0.5799,1.0000,0.10894,0.01299,0.0056,0.00043,0.0000,0.0000,0.008,0.02439,2.3228,0.379523,0.378752,0.000035,1,0.000035
0.1815,move->d,none,0.0427,0.379523,-0.030248,-0.359349,0.010036,1.281162,0.023768,1.197566,1.565530,0.378752,-0.030404,-0.359381,0.009564,1.281159,0.024173,1.197558,1.564967,0.224343,-0.020227,0.423489,3.128803,-0.548386,-3.138728,-0.00000,0.00160,-0.00003,-0.00000,0.00011,0.00012,-0.00000,0.00160,-0.00003,-0.00000,0.00011,0.00012,-0.00204,-0.00012,0.00593,0.00451,-0.02726,-0.00628,0.780,0.0442,0.00000,0,0,0,0,0.355,0.867,0.110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006058,0.000876,0.394,0.939,0.126,-0.003997,0,0.6001,1.0000,0.10894,0.01294,0.0056,0.00048,0.0000,0.0000,0.008,0.02439,2.3228,0.379523,0.378752,0.000042,1,0.000042
0.1870,move->d,none,0.0458,0.379523,-0.030237,-0.359350,0.010071,1.281162,0.023737,1.197565,1.565573,0.378752,-0.030439,-0.359346,0.009564,1.281176,0.024208,1.197575,1.564967,0.224345,-0.020226,0.423474,3.128768,-0.548455,-3.138724,-0.00001,0.00161,-0.00000,-0.00006,-0.00003,0.00014,-0.00001,0.00161,-0.00000,-0.00006,-0.00003,0.00014,0.00040,0.00004,-0.00273,0.00510,0.01201,-0.00236,0.780,0.0442,0.00000,0,0,0,0,0.356,0.868,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005510,0.000636,0.394,0.939,0.125,0.002126,0,0.6185,1.0000,0.10894,0.01296,0.0055,0.00054,0.0000,0.0000,0.008,0.02439,2.3227,0.379523,0.379268,0.000050,1,0.000050
0.1927,move->d,none,0.0490,0.379523,-0.030234,-0.359350,0.010082,1.281163,0.023726,1.197565,1.565588,0.379268,-0.030369,-0.359346,0.009564,1.281176,0.024208,1.197558,1.564967,0.224348,-0.019694,0.423476,3.128769,-0.548438,-3.138654,-0.00002,0.00056,-0.00001,-0.00006,0.00000,0.00000,-0.00002,0.00056,-0.00001,-0.00006,0.00000,0.00000,0.00059,0.09981,0.00048,-0.00002,-0.00327,0.01305,0.249,0.0348,0.00000,0,0,0,0,0.357,0.869,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005727,0.001021,0.340,0.828,0.061,0.000410,0,0.6376,1.0000,0.10894,0.00426,0.0018,0.00059,0.0000,0.0000,0.003,0.02439,2.3227,0.379523,0.379268,0.000059,1,0.000059
0.1983,move->d,none,0.0523,0.379524,-0.030231,-0.359351,0.010093,1.281163,0.023716,1.197564,1.565601,0.379268,-0.030369,-0.359346,0.009582,1.281194,0.024208,1.197575,1.565019,0.224344,-0.019685,0.423468,3.128723,-0.548473,-3.138641,-0.00001,0.00055,0.00000,-0.00014,-0.00007,0.00003,-0.00001,0.00055,0.00000,-0.00014,-0.00007,0.00003,-0.00069,0.00150,-0.00133,0.00646,0.00583,-0.00178,0.240,0.0326,0.00000,0,0,0,0,0.358,0.871,0.110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005616,0.000606,0.319,0.860,0.066,0.001514,0,0.6563,1.0000,0.10894,0.00419,0.0017,0.00063,0.0000,0.0000,0.003,0.02439,2.3226,0.379524,0.379268,0.000069,1,0.000069
