t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0618,move->d,none,0.0058,0.328078,-0.073409,-0.546953,-0.008173,1.608306,0.079835,1.062138,1.496671,0.328099,-0.073339,-0.546969,-0.008133,1.608251,0.079762,1.062138,1.496707,0.196779,-0.075689,0.377842,3.129075,-0.549442,-3.137594,-0.00000,-0.00006,-0.00004,0.00011,0.00013,-0.00009,-0.00000,-0.00006,-0.00004,0.00011,0.00013,-0.00009,-0.00099,0.00452,0.00527,-0.00436,-0.02048,0.00449,0.036,0.0042,0.00000,0,0,0,0,0.380,0.957,0.086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005672,0.000885,0.304,0.862,0.094,-0.003933,0,0.2020,1.0000,0.13023,0.00041,0.0002,0.00000,0.0000,0.0000,0.000,0.07583,4.0000,0.328078,0.328099,0.000000,1,0.000000
0.0673,move->d,none,0.0069,0.328078,-0.073409,-0.546952,-0.008174,1.608306,0.079836,1.062138,1.496669,0.328099,-0.073409,-0.546969,-0.008168,1.608269,0.079814,1.062103,1.496672,0.196784,-0.075702,0.377842,3.129035,-0.549420,-3.137632,-0.00001,-0.00003,-0.00004,0.00004,0.00017,0.00002,-0.00001,-0.00003,-0.00004,0.00004,0.00017,0.00002,0.00095,-0.00249,0.00003,0.00636,-0.00425,-0.01097,0.027,0.0021,0.00000,0,0,0,0,0.377,0.954,0.089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005466,0.001061,0.416,0.958,0.127,-0.000546,0,0.2202,1.0000,0.13023,0.00035,0.0001,0.00000,0.0000,0.0000,0.000,0.07583,4.0000,0.328078,0.328099,0.000001,1,0.000001
0.0729,move->d,none,0.0081,0.328078,-0.073409,-0.546953,-0.008175,1.608306,0.079837,1.062138,1.496668,0.328099,-0.073409,-0.546899,-0.008168,1.608269,0.079779,1.062138,1.496707,0.196786,-0.075707,0.377823,3.129028,-0.549527,-3.137660,-0.00002,-0.00002,-0.00000,0.00003,-0.00004,0.00009,-0.00002,-0.00002,-0.00000,0.00003,-0.00004,0.00009,0.00048,-0.00093,-0.00334,0.00103,0.01861,-0.00568,0.015,0.0032,0.00000,0,0,0,0,0.375,0.951,0.092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005647,0.000930,0.416,0.958,0.127,0.002589,0,0.2390,1.0000,0.13023,0.00041,0.0002,0.00000,0.0000,0.0000,0.000,0.07583,4.0000,0.328078,0.328099,0.000001,1,0.000001
0.0791,move->d,none,0.0094,0.328078,-0.073409,-0.546953,-0.008177,1.608306,0.079838,1.062138,1.496666,0.328099,-0.073461,-0.546951,-0.008098,1.608303,0.079779,1.062155,1.496707,0.196774,-0.075700,0.377819,3.129071,-0.549529,-3.137674,0.00001,-0.00004,0.00001,0.00010,-0.00005,0.00007,0.00001,-0.00004,0.00001,0.00010,-0.00005,0.00007,-0.00215,0.00126,-0.00070,-0.00613,0.00044,0.00146,0.019,0.0044,0.00000,0,0,0,0,0.374,0.949,0.095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006171,0.001155,0.296,0.925,0.059,0.001727,0,0.2596,1.0000,0.13023,0.00055,0.0002,0.00000,0.0000,0.0000,0.000,0.07583,4.0000,0.328078,0.328099,0.000002,1,0.000002
0.0852,move->d,none,0.0108,0.328078,-0.073409,-0.546953,-0.008178,1.608307,0.079839,1.062138,1.496665,0.328099,-0.073391,-0.546934,-0.008133,1.608251,0.079779,1.062103,1.496655,0.196790,-0.075700,0.377841,3.129108,-0.549441,-3.137630,-0.00002,-0.00003,-0.00003,0.00017,0.00013,-0.00006,-0.00002,-0.00003,-0.00003,0.00017,0.00013,-0.00006,0.00270,-0.00006,0.00361,-0.00528,-0.01477,0.01056,0.029,0.0034,0.00000,0,0,0,0,0.371,0.947,0.096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006144,0.001320,0.296,0.925,0.059,-0.004490,0,0.2801,1.0000,0.13023,0.00040,0.0002,0.00000,0.0000,0.0000,0.000,0.07583,4.0000,0.328078,0.328099,0.000002,1,0.000002
0.0912,move->d,none,0.0123,0.328078,-0.073409,-0.546953,-0.008179,1.608307,0.079839,1.062138,1.496664,0.328099,-0.073409,-0.546951,-0.008133,1.608269,0.079814,1.062155,1.496707,0.196777,-0.075690,0.377831,3.129017,-0.549491,-3.137607,0.00000,-0.00005,-0.00002,0.00001,0.00003,-0.00001,0.00000,-0.00005,-0.00002,0.00001,0.00003,-0.00001,-0.00215,0.00167,-0.00157,0.01274,0.00821,-0.00393,0.030,0.0026,0.00000,0,0,0,0,0.369,0.945,0.097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005916,0.001151,0.487,1.086,0.144,0.002475,0,0.2998,1.0000,0.13023,0.00043,0.0002,0.00001,0.0000,0.0000,0.000,0.07583,4.0000,0.328078,0.328509,0.000003,1,0.000003
0.0968,move->d,none,0.0139,0.328078,-0.073408,-0.546951,-0.008200,1.608307,0.079850,1.062139,1.496641,0.328509,-0.073409,-0.546951,-0.008186,1.608303,0.079779,1.062103,1.496655,0.196783,-0.075306,0.377827,3.129073,-0.549474,-3.137674,-0.00001,-0.00082,-0.00001,0.00011,0.00006,0.00007,-0.00001,-0.00082,-0.00001,0.00011,0.00006,0.00007,0.00102,0.06688,-0.00070,-0.00821,-0.00296,-0.00663,0.413,0.0247,0.00000,0,0,0,0,0.368,0.947,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005590,0.000980,0.351,0.962,0.097,0.000763,0,0.3184,1.0000,0.13023,0.00653,0.0029,0.00001,0.0000,0.0000,0.004,0.07583,4.0000,0.328078,0.328509,0.000004,1,0.000004
0.1022,move->d,none,0.0156,0.328078,-0.073408,-0.546951,-0.008220,1.608306,0.079861,1.062140,1.496618,0.328509,-0.073356,-0.546899,-0.008168,1.608269,0.079779,1.062138,1.496672,0.196787,-0.075290,0.377823,3.129063,-0.549527,-3.137608,-0.00002,-0.00085,0.00000,0.00009,-0.00004,-0.00005,-0.00002,-0.00085,0.00000,0.00009,-0.00004,-0.00005,0.00069,0.00273,-0.00069,0.00144,0.00920,0.01053,0.429,0.0247,0.00000,0,0,0,0,0.366,0.948,0.099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005425,0.000674,0.220,0.865,0.024,0.000259,0,0.3365,1.0000,0.13023,0.00651,0.0029,0.00002,0.0000,0.0000,0.004,0.07583,4.0000,0.328078,0.328509,0.000006,1,0.000006
0.1078,move->d,none,0.0174,0.328078,-0.073408,-0.546950,-0.008241,1.608306,0.079871,1.062141,1.496595,0.328509,-0.073409,-0.546934,-0.008116,1.608269,0.079814,1.062138,1.496707,0.196783,-0.075276,0.377830,3.129027,-0.549491,-3.137598,-0.00001,-0.00088,-0.00001,0.00003,0.00003,-0.00004,-0.00001,-0.00088,-0.00001,0.00003,0.00003,-0.00004,-0.00076,0.00251,0.00131,0.00567,-0.00657,-0.00165,0.442,0.0247,0.00000,0,0,0,0,0.363,0.948,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005628,0.000923,0.342,0.921,0.126,-0.000691,0,0.3553,1.0000,0.13023,0.00667,0.0030,0.00003,0.0000,0.0000,0.004,0.07583,4.0000,0.328078,0.328509,0.000008,1,0.000008
0.1139,move->d,none,0.0193,0.328078,-0.073407,-0.546948,-0.008263,1.608305,0.079882,1.062142,1.496572,0.328509,-0.073356,-0.546934,-0.008116,1.608321,0.079779,1.062138,1.496672,0.196778,-0.075277,0.377812,3.129093,-0.549546,-3.137579,0.00000,-0.00087,0.00003,0.00014,-0.00008,-0.00014,0.00000,-0.00087,0.00003,0.00014,-0.00008,-0.00014,-0.00070,-0.00002,-0.00275,-0.00868,0.00847,0.00835,0.442,0.0247,0.00000,0,0,0,0,0.359,0.947,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006051,0.000543,0.403,1.000,0.142,0.002705,0,0.3755,1.0000,0.13023,0.00660,0.0029,0.00004,0.0000,0.0000,0.004,0.07583,4.0000,0.328078,0.328647,0.000011,1,0.000011
0.1197,move->d,none,0.0212,0.328078,-0.073407,-0.546947,-0.008290,1.608305,0.079896,1.062143,1.496541,0.328647,-0.073391,-0.546934,-0.008168,1.608303,0.079814,1.062138,1.496707,0.196779,-0.075148,0.377819,3.128992,-0.549524,-3.137607,-0.00000,-0.00113,0.00001,-0.00003,-0.00004,0.00002,-0.00000,-0.00113,0.00001,-0.00003,-0.00004,0.00002,0.00024,0.02463,0.00124,0.01643,-0.00417,-0.01548,0.571,0.0326,0.00000,0,0,0,0,0.356,0.947,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005818,0.001140,0.261,0.896,0.047,-0.000927,0,0.3948,1.0000,0.13023,0.00865,0.0039,0.00006,0.0000,0.0000,0.006,0.07583,4.0000,0.328078,0.328647,0.000014,1,0.000014
0.1258,move->d,none,0.0233,0.328078,-0.073407,-0.546945,-0.008317,1.608304,0.079910,1.062144,1.496510,0.328647,-0.073426,-0.546934,-0.008116,1.608251,0.079814,1.062138,1.496707,0.196784,-0.075143,0.377836,3.129029,-0.549474,-3.137617,-0.00001,-0.00113,-0.00002,0.00003,0.00006,-0.00000,-0.00001,-0.00113,-0.00002,0.00003,0.00006,-0.00000,0.00074,0.00085,0.00276,-0.00510,-0.00815,0.00156,0.576,0.0326,0.00000,0,0,0,0,0.352,0.946,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006166,0.001132,0.356,0.962,0.126,-0.002727,0,0.4154,1.0000,0.13023,0.00876,0.0039,0.00008,0.0000,0.0000,0.006,0.07583,4.0000,0.328078,0.328647,0.000017,1,0.000017
0.1311,move->d,none,0.0255,0.328078,-0.073406,-0.546943,-0.008345,1.608304,0.079924,1.062146,1.496479,0.328647,-0.073409,-0.546969,-0.008133,1.608269,0.079779,1.062103,1.496672,0.196784,-0.075154,0.377842,3.129092,-0.549424,-3.137648,-0.00001,-0.00110,-0.00003,0.00014,0.00016,-0.00000,-0.00001,-0.00110,-0.00003,0.00014,0.00016,-0.00000,-0.00006,-0.00215,0.00107,-0.00979,-0.00921,0.00023,0.564,0.0326,0.00000,0,0,0,0,0.349,0.947,0.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005266,0.000917,0.412,1.077,0.136,-0.000904,0,0.4330,1.0000,0.13023,0.00869,0.0039,0.00010,0.0000,0.0000,0.006,0.07583,4.0000,0.328078,0.328647,0.000022,1,0.000022
0.1371,move->d,none,0.0277,0.328079,-0.073406,-0.546942,-0.008372,1.608303,0.079938,1.062148,1.496449,0.328647,-0.073356,-0.546934,-0.008168,1.608303,0.079779,1.062103,1.496672,0.196785,-0.075152,0.377824,3.129064,-0.549492,-3.137611,-0.00001,-0.00110,0.00001,0.00009,0.00003,-0.00005,-0.00001,-0.00110,0.00001,0.00009,0.00003,-0.00005,0.00033,0.00033,-0.00319,0.00412,0.01200,0.00399,0.566,0.0326,0.00000,0,0,0,0,0.348,0.949,0.099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006022,0.001252,0.352,0.905,0.083,0.002555,0,0.4530,1.0000,0.13023,0.00858,0.0038,0.00012,0.0000,0.0000,0.006,0.07583,4.0000,0.328079,0.328647,0.000027,1,0.000027
0.1426,move->d,none,0.0301,0.328079,-0.073405,-0.546940,-0.008399,1.608302,0.079952,1.062149,1.496419,0.328647,-0.073391,-0.546934,-0.008133,1.608269,0.079779,1.062138,1.496672,0.196782,-0.075151,0.377830,3.129087,-0.549493,-3.137626,0.00000,-0.00110,0.00000,0.00013,0.00002,-0.00004,0.00000,-0.00110,0.00000,0.00013,0.00002,-0.00004,-0.00056,0.00031,0.00103,-0.00322,0.00022,-0.00044,0.567,0.0326,0.00000,0,0,0,0,0.348,0.950,0.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005481,0.000689,0.382,0.839,0.099,-0.000577,0,0.4713,1.0000,0.13023,0.00866,0.0039,0.00015,0.0000,0.0000,0.005,0.07583,4.0000,0.328079,0.328531,0.000034,1,0.000034
0.1479,move->d,none,0.0326,0.328079,-0.073405,-0.546938,-0.008421,1.608301,0.079963,1.062150,1.496394,0.328531,-0.073391,-0.546934,-0.008116,1.608269,0.079779,1.062103,1.496707,0.196789,-0.075260,0.377835,3.129065,-0.549459,-3.137620,-0.00001,-0.00087,-0.00000,0.00009,0.00009,-0.00003,-0.00001,-0.00087,-0.00000,0.00009,0.00009,-0.00003,0.00129,-0.02161,0.00099,0.00379,-0.00668,-0.00116,0.458,0.0259,0.00000,0,0,0,0,0.349,0.949,0.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005306,0.000895,0.357,0.943,0.110,-0.001743,0,0.4890,1.0000,0.13023,0.00697,0.0031,0.00018,0.0000,0.0000,0.004,0.07583,4.0000,0.328079,0.328531,0.000041,1,0.000041
0.1534,move->d,none,0.0351,0.328079,-0.073405,-0.546936,-0.008443,1.608300,0.079974,1.062152,1.496370,0.328531,-0.073391,-0.547004,-0.008116,1.608303,0.079779,1.062138,1.496707,0.196770,-0.075259,0.377832,3.129066,-0.549459,-3.137618,0.00003,-0.00086,0.00001,0.00009,0.00009,-0.00004,0.00003,-0.00086,0.00001,0.00009,0.00009,-0.00004,-0.00343,0.00030,-0.00053,-0.00016,-0.00002,0.00050,0.459,0.0259,0.00000,0,0,0,0,0.350,0.947,0.101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005500,0.000940,0.437,0.984,0.112,0.002246,0,0.5073,1.0000,0.13023,0.00697,0.0031,0.00020,0.0000,0.0000,0.004,0.07583,4.0000,0.328079,0.328531,0.000050,1,0.000050
0.1586,move->d,none,0.0377,0.328080,-0.073404,-0.546934,-0.008465,1.608298,0.079985,1.062153,1.496346,0.328531,-0.073409,-0.546934,-0.008133,1.608303,0.079814,1.062138,1.496672,0.196780,-0.075262,0.377819,3.129048,-0.549525,-3.137606,0.00001,-0.00085,0.00004,0.00006,-0.00004,-0.00004,0.00001,-0.00085,0.00004,0.00006,-0.00004,-0.00004,0.00186,-0.00058,-0.00252,0.00282,0.01265,0.00055,0.455,0.0259,0.00000,0,0,0,0,0.353,0.946,0.101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005223,0.000919,0.379,0.928,0.080,0.001173,0,0.5247,1.0000,0.13023,0.00688,0.0031,0.00023,0.0000,0.0000,0.004,0.07583,4.0000,0.328080,0.328531,0.000060,1,0.000060
0.1640,move->d,none,0.0404,0.328080,-0.073404,-0.546932,-0.008486,1.608296,0.079996,1.062155,1.496322,0.328531,-0.073391,-0.546934,-0.008168,1.608303,0.079779,1.062103,1.496672,0.196785,-0.075275,0.377824,3.129064,-0.549492,-3.137646,0.00001,-0.00081,0.00004,0.00009,0.00003,0.00002,0.00001,-0.00081,0.00004,0.00009,0.00003,0.00002,0.00109,-0.00260,0.00093,-0.00262,-0.00641,-0.00610,0.441,0.0258,0.00000,0,0,0,0,0.356,0.945,0.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005359,0.001031,0.311,0.900,0.118,-0.001392,0,0.5426,1.0000,0.13023,0.00681,0.0030,0.00026,0.0000,0.0000,0.004,0.07583,4.0000,0.328080,0.328236,0.000072,1,0.000072
0.1698,move->d,none,0.0432,0.328080,-0.073404,-0.546931,-0.008494,1.608295,0.080000,1.062155,1.496314,0.328236,-0.073426,-0.546934,-0.008168,1.608303,0.079814,1.062155,1.496707,0.196776,-0.075565,0.377816,3.128991,-0.549541,-3.137640,0.00003,-0.00021,0.00006,-0.00003,-0.00007,0.00009,0.00003,-0.00021,0.00006,-0.00003,-0.00007,0.00009,-0.00170,-0.05310,-0.00132,0.01141,0.00911,-0.00590,0.151,0.0221,0.00000,0,0,0,0,0.358,0.944,0.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005835,0.001420,0.409,1.002,0.153,0.001453,0,0.5620,1.0000,0.13023,0.00239,0.0011,0.00029,0.0000,0.0000,0.001,0.07583,4.0000,0.328080,0.328236,0.000085,1,0.000085
