t_wall_s,phase,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0014,move->d,0.0050,0.005000,-0.000467,-0.523564,-0.000433,1.570797,-0.000450,1.570813,-0.000433,0.000021,-0.000017,-0.523564,0.000017,1.570796,0.000000,1.570814,0.000017,0.244459,-0.399981,0.237062,-3.141585,0.523546,3.141577,0.00003,0.00004,0.00003,0.00004,-0.00014,0.00010,0.029,0.0000,0.49777,0,1,0,1,-0.342,-0.010,-0.003,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.12635,0.57675,5.4794,0.00007,0.0000,0.9997,4.603,0.00000,0.0000,0.005000,0.000021,,0,0.000000
0.0091,move->d,0.0100,0.009972,-0.000467,-0.523564,-0.000668,1.570797,-0.000450,1.570813,-0.000669,0.005000,-0.000017,-0.523581,-0.000035,1.570761,-0.000017,1.570761,0.000017,0.244485,-0.395019,0.237089,3.141588,0.523651,3.141517,-0.00002,-0.00989,-0.00003,0.00002,0.00007,0.00021,4.944,0.0258,0.00012,0,0,1,0,-0.342,-0.010,-0.003,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.12635,0.06668,0.0301,0.00506,0.0000,0.9167,4.922,0.00000,0.0000,0.009972,0.000021,,0,-0.004979
0.0175,move->d,0.0150,0.014936,-0.000468,-0.523564,-0.000550,1.570797,-0.000450,1.570813,-0.000551,0.009972,0.000017,-0.523564,0.000017,1.570796,0.000035,1.570761,0.000000,0.244477,-0.390008,0.237072,3.141576,0.523599,-3.141553,0.00000,-0.01991,0.00001,0.00000,-0.00004,-0.00004,9.956,0.0393,0.00000,0,0,1,0,-0.341,-0.011,-0.003,nan,nan,nan,nan,nan,nan,0,1.0000,1.0000,0.12635,0.04161,0.2486,0.01002,0.0000,0.8338,4.989,0.00000,0.0000,0.014936,0.000021,,0,-0.009951
0.0225,move->d,0.0200,0.019893,-0.000468,-0.523564,-0.000676,1.570797,-0.000450,1.570813,-0.000677,0.014936,0.000017,-0.523564,-0.000017,1.570796,0.000000,1.570779,0.000000,0.244471,-0.385064,0.237068,3.141590,0.523581,3.141592,0.00001,-0.02980,0.00002,0.00003,-0.00007,0.00006,14.899,0.0316,0.00000,0,0,1,0,-0.339,-0.011,-0.003,nan,nan,nan,nan,nan,nan,0,0.9976,0.9020,0.12635,0.04328,0.2452,0.01495,0.0000,0.7511,4.931,0.00000,0.0000,0.019893,0.000021,,0,-0.014915
0.0275,move->d,0.0250,0.024843,-0.000468,-0.523564,-0.000618,1.570797,-0.000449,1.570813,-0.000620,0.019893,-0.000017,-0.523616,-0.000035,1.570796,0.000017,1.570761,-0.000017,0.244477,-0.380113,0.237085,3.141573,0.523651,3.141557,0.00000,-0.03970,-0.00002,-0.00000,0.00007,0.00011,19.851,0.0378,0.00000,0,0,1,0,-0.337,-0.011,-0.003,nan,nan,nan,nan,nan,nan,0,0.9927,0.8030,0.12635,0.04513,0.4213,0.01991,0.0000,0.6684,4.962,0.00000,0.0000,0.024843,0.000021,,0,-0.019871
0.0325,move->d,0.0299,0.029785,-0.000468,-0.523563,-0.000712,1.570797,-0.000449,1.570813,-0.000714,0.024843,-0.000017,-0.523634,0.000000,1.570744,0.000017,1.570779,0.000000,0.244483,-0.375156,0.237105,3.141583,0.523703,3.141577,-0.00001,-0.04961,-0.00006,0.00001,0.00017,0.00008,24.807,0.0355,0.00000,0,0,1,0,-0.336,-0.010,-0.001,nan,nan,nan,nan,nan,nan,0,0.9855,0.7039,0.12635,0.05284,0.4571,0.02484,0.0000,0.5860,4.922,0.00000,0.0000,0.029785,0.000021,,0,-0.024820
0.0375,move->d,0.0348,0.034719,-0.000469,-0.523563,-0.000708,1.570798,-0.000448,1.570813,-0.000711,0.029785,0.000000,-0.523581,-0.000035,1.570744,0.000000,1.570761,0.000017,0.244489,-0.370224,0.237095,3.141570,0.523669,3.141534,-0.00002,-0.05948,-0.00004,-0.00001,0.00010,0.00015,29.740,0.0419,0.00000,0,0,1,0,-0.335,-0.009,-0.000,nan,nan,nan,nan,nan,nan,0,0.9760,0.6052,0.12635,0.05966,0.5966,0.02979,0.0000,0.5036,4.935,0.00000,0.0000,0.034719,0.000021,,0,-0.029761
0.0425,move->d,0.0396,0.039646,-0.000469,-0.523563,-0.000783,1.570798,-0.000448,1.570812,-0.000787,0.034719,-0.000017,-0.523616,0.000000,1.570814,0.000000,1.570761,0.000000,0.244473,-0.365286,0.237078,-3.141585,0.523634,3.141577,0.00001,-0.06935,-0.00000,0.00005,0.00003,0.00010,34.677,0.0408,0.00000,0,0,1,0,-0.333,-0.007,0.001,nan,nan,nan,nan,nan,nan,0,0.9642,0.5065,0.12635,0.06956,0.6624,0.03472,0.0000,0.4214,4.911,0.00000,0.0000,0.039646,0.000022,,0,-0.034694
0.0475,move->d,0.0443,0.044565,-0.000470,-0.523563,-0.000819,1.570798,-0.000447,1.570812,-0.000824,0.039646,0.000000,-0.523564,-0.000035,1.570761,0.000000,1.570761,0.000000,0.244485,-0.360362,0.237085,3.141580,0.523634,3.141554,-0.00001,-0.07920,-0.00002,0.00001,0.00003,0.00012,39.601,0.0451,0.00000,0,0,1,0,-0.332,-0.006,0.003,nan,nan,nan,nan,nan,nan,0,0.9503,0.4080,0.12635,0.07839,0.7769,0.03964,0.0000,0.3392,4.912,0.00000,0.0000,0.044565,0.000022,,0,-0.039620
0.0525,move->d,0.0490,0.049477,-0.000471,-0.523563,-0.000891,1.570798,-0.000446,1.570812,-0.000897,0.044565,-0.000017,-0.523616,0.000000,1.570796,0.000017,1.570779,0.000000,0.244471,-0.355433,0.237081,3.141583,0.523634,3.141577,0.00001,-0.08905,-0.00001,0.00002,0.00003,0.00008,44.530,0.0472,0.00000,0,0,1,0,-0.332,-0.006,0.005,nan,nan,nan,nan,nan,nan,0,0.9343,0.3094,0.12635,0.08845,0.8604,0.04456,0.0000,0.2572,4.897,0.00000,0.0000,0.049477,0.000022,,0,-0.044538
